,UKF259,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
APOC1,-0.03794449533368211,0.07207476340235851,0.037642543380777264,0.02453386586272816,-0.017805383712341968,-0.006912282756692684,-0.011648276272616942
PKM,0.0015211325786999945,0.03124197416569508,-0.05272883588452865,0.0036953083746311365,-0.0009861412192799994,0.0613973944731297,0.11070350167659755
TNF,-0.026030893266679168,0.09009956145773239,-0.016448055984327952,0.11764175745364482,-0.016687418281945015,,-0.00015297725584428377
GNAS,0.0035168598526176416,0.04394761195161565,0.09402697357744064,0.02716952213645878,0.07418590950662933,0.00024701422007667996,-0.16710278276688403
BMP8B,-0.015228931554593967,0.09658175768927454,-0.05987686244142705,-0.025320801055959515,0.0726171132899458,0.02062697042341518,-0.02702534755822395
LIPH,-0.014937899722891898,,-0.03939454400759548,-0.013117686522899887,0.026428532090380753,,0.06023049473904296
CCL28,,,-0.004264630684017792,,,-0.020656149018618737,-0.004682736136552387
PTPN11,0.04013488539026454,-0.008944296064527004,-0.07214909095324881,0.03925511238140251,-0.014039821617745318,0.02595739318467576,-0.1324375017024088
ADAM12,0.0030490042694567205,-0.02812603996416789,-0.0320981788773012,0.05939993964817952,0.0028101871990601985,0.03774384040480586,0.06888100770365663
EPO,-0.015228931981020087,,,-0.014246142572905938,-0.019322747949441436,,
EDN3,-0.018957903557762685,,,-0.01700898845472617,0.022137313092099414,-0.0285120749982208,0.06384117034840475
CCL22,,,,-0.016123565023960437,-0.01767035713834927,-0.025640582080240597,
CCL2,-0.049502534418186424,0.039001168090713224,-0.08624348294695754,-0.0038033409745389666,-0.003954916108249704,-0.030219536983168597,0.21683534451096168
DSCAM,-0.03607233778715789,-0.04280652311468658,-0.0412196909499445,-0.007380962994080874,0.014040428841352912,-0.015799132304589927,0.008287581427425502
ANG,-0.02468035373943729,0.021010269183134977,0.09930803070227147,-0.013115420539375668,0.03851306269335024,-0.04637800963593854,0.10298755936658743
FBLN2,-0.023091446817114333,0.04747319366447099,-0.022496932527560604,0.029432971129181296,0.024997316517315748,0.006410988346718776,0.08674644309185803
VTN,-0.019582183030968803,0.1064657289271177,-0.03420379951549563,-0.01628431587197233,-0.013587366824099696,,-0.023052724232480743
VEGFA,0.021494436306457636,0.053638754120003324,0.07273129699702734,0.01620461812354405,0.017098233042950606,-0.01808501303086992,0.14665748229683664
F10,,-0.025257747499597995,,,0.029745036369651704,0.0013828360038073,0.03794988104691641
SERPINA1,0.021078298529854125,0.047325413805849745,-0.05475956171904368,-0.000580201975908139,-0.0040363619413638805,-0.04196613852859545,0.009749713676723521
VWF,0.01902170361566249,0.04901047351743286,-0.05096171875104593,-0.016465369939956287,0.019167240371873194,0.04941407930050312,-0.05589759476446486
GDNF,0.07929544120948154,,,0.0771198461240782,-0.022470817872951066,,
VASP,0.013734790283348907,0.05825561514435967,-0.05940908291075684,-0.009462794711090239,-0.017813167660553395,-0.03831453524220796,0.06491934105418222
ADAM15,-0.02389333140772189,-0.06805096642820638,-0.008008078660302889,0.031841411930213115,-0.012103855877204505,0.00893659440702991,0.14236775772260837
WNT2,,,-0.043619608869806134,0.03265502358663698,-0.019845430044086145,,0.03328411222527105
CALCB,,,,-0.015465291998956037,-0.023503657495862078,,-0.03500734349205759
OLFM2,0.058197037090758484,-0.013116249575516136,0.04868954562279675,0.013707521576359117,0.015962265230192337,0.044690226136440844,0.055526208659578746
MFAP2,0.016565205764831746,0.08026491878830978,-0.055603296861509326,0.007558095125894189,0.008620048821485721,0.06970479790781475,0.0977758351598439
HLA-C,-0.030613892164368668,0.018439929092824197,-0.08638978678192348,0.007060058500561685,-0.0144230727333835,0.06341297537828598,0.005043518264595436
THBS1,-0.002259253399230306,-0.018294416681609433,0.007556956829399391,0.017386035943989155,0.07974896092580336,0.07526883321576373,0.2087387870919553
HSPA4,-0.021458371391931193,0.03905386755508673,0.021786834231791393,-0.04991917755469956,-0.05032321609501728,0.00509042814934706,-0.03346707863318934
LMAN1,0.017770034538599343,0.012996401281742051,-0.025201371375121358,-0.009067255225695504,0.01515003149106046,-0.024589778989362973,0.03300880708240525
LYPD3,-0.011165528553666657,0.04317651337894607,0.005865987163595653,0.09236511871011485,-0.03697640589442843,,-0.033095490994791525
APOE,0.0047551009514229985,0.0819146587571223,0.024989906157929072,0.008976607620926263,-0.035341931011038205,-0.0023240916581201334,-0.02372630625003709
SOSTDC1,,,,0.046817989141402686,0.09949610655016126,,-0.0020166099946626664
ANXA1,-0.0038285324152194126,0.0699967493239345,-0.029743712603747516,-0.06198096264188147,0.041621161968380595,0.024095308189239918,0.08595661014904324
WNT2B,0.0013520477530705433,0.08092483518461013,-0.04569371574229679,0.0092388498687173,-0.025853837880605614,0.009596128427201787,0.05536939568845447
AMH,0.05982238710751412,,,0.0009895624540470927,-0.013243516878657711,0.15377089279489844,0.0661505486349473
GDF10,,0.031171935083810425,-0.08682358880691873,-0.021967635701376192,0.029426669643302598,0.05264719762782702,0.11341438952394589
EFNB3,0.00481391478465004,0.05620099517547141,-0.07321168877677565,0.013433757287323149,-0.040138915467002316,-0.027046548536162666,0.007590751324428079
LTB,0.022346920390381754,0.10726244510267449,0.1146768300864184,0.02463313860256272,-0.009587761729057315,0.037043108108075914,0.12274146340408977
ANGPT2,-0.009084651781974467,0.05533070365633036,-0.07950765975611424,-0.02026361056515568,-0.0418528323122787,0.07091879224036682,-0.041866567597331684
NRTN,,,,,,0.013745614750217836,
ADAM17,0.005231879542199885,0.10793859781148454,-0.05768092448002483,-0.0731646186688441,-0.008162450924286038,0.09140471403620276,0.08784129004538584
LRPAP1,-0.008418002152619902,-0.04687579918273587,-0.07407468434522876,0.017438625695045663,-0.062132952818029566,-0.012677921727067993,-0.009391022893260671
NID1,0.04372496804394044,0.034529177878476966,-0.10027303111706883,0.008556606766507133,0.012685892420033684,-0.004352383517487349,0.03970965788662803
MST1,-0.03685219909216674,-0.04812431540643158,-0.007389744276118492,-0.008164028995024778,-0.020522206405973874,-0.04981312104623282,0.13991454278781443
IL13,,,0.08639390521068238,,,,
DCN,0.04412931413605684,0.028611820202950472,-0.10606100646615035,0.014445456178767876,0.04062403059431736,0.036180581975642535,-0.0017074643008338274
IGFL2,,,,,0.00179462705114757,,
COL7A1,0.0012973499112150354,0.04710075695703796,-0.025345419915283128,0.03917707198059004,0.017320815110791386,0.027304979385828716,0.11445179439178353
CALR,0.01131888631245581,-0.025378902824969508,-0.11116166724463762,-0.051830625601199845,0.06105025121716864,0.08330063596491646,0.15483741443777396
PIGA,-0.009268405317204022,0.10872540030444952,0.05031662105802218,-0.05012612384059239,0.016356330086968345,0.010159498325357298,0.08710959019673162
CD200,-0.025004855930237494,0.10107467868852148,0.07878213939898202,0.05853814619421487,-0.033395078082368426,0.01676568532099311,-0.024999470537963062
GRP,,-0.04016985724783673,,,0.07104638483083366,-0.028529475242637138,0.08404644462804599
CDH1,-0.0300137635768,0.02766442497065201,0.09034415796360129,0.034754872001624866,-0.031068626995632682,-0.039763978242817064,0.02452354186105703
LPL,-0.049187826259595425,0.06071070394798006,-0.12748270075987111,0.011706000841947279,0.03813407629303515,-0.015068683962665882,0.08452010783461773
SEMA5A,-0.052354126292675635,0.08851145372257466,0.013525129332693175,0.04619464318958223,0.0013963848610655046,0.031185684639737084,-0.038304763146119934
SEMA7A,-0.012978073200861393,0.0481386679967739,-0.187068441756831,-0.007646417240395068,-0.014744233978630967,0.09228589175142907,-0.004921947698252426
SEMA4G,-0.0337244651595642,0.04111190306450679,0.08585671754936147,0.029068275460134442,-0.04138724201458098,0.0933597356075789,-0.028726005160983517
SEMA3B,-0.019857372896978916,0.033655039553488926,-0.12166654656569292,-0.014790581363952072,-0.029796523324146607,-0.031466022220764826,0.07273450989977401
RPH3A,-0.01518506960007884,-0.046838704608237136,0.03711690772540237,0.03247045570427631,0.029797552207724766,0.003443779982887282,-0.04810830511173528
JAG2,0.010340022804874182,-0.017563279508116817,0.028834316432264983,0.01380648261101883,0.01101674977660707,0.04166699116112716,0.05304502122982995
CGN,-0.034784697657465384,0.0363689796554868,0.003634342981177519,-0.059919208788371474,-0.020220551131985225,0.03835860351209779,0.0956114597305903
GDF15,0.007243994312936735,-0.0272354988077981,-0.07949616613381995,-0.030692090713483475,0.02948963718603743,0.04847392494912055,0.051565780278377125
SEMA4F,0.01288961865870168,-0.01468266557366048,-0.02605061168180281,0.04624900427672131,0.023438797355528895,-0.02195253834525671,0.07225686934908289
NXPH1,0.005783426133592998,-0.027796869376137744,0.07895295530543918,-0.012630314131026669,0.009295689734502618,0.06375993843170498,-0.02126338037168533
ARF1,0.016465152136116608,-0.005165438572672461,0.01897859396589849,0.00396232458955761,-0.0019448455289910985,-0.004618321081582029,0.013259895068407827
EBI3,-0.032754919209437176,0.07821340632039275,-0.030130962695188016,-0.011146747204379626,0.06896285586451896,0.02160500391364032,-0.002305563486734131
TIMP1,0.032588723275148966,0.0730503533180299,-0.059917260662986194,-0.017374496284671727,0.030578620431877784,0.013141950988134995,0.0960564892868232
SEMA3C,-0.023292023254766113,-0.02437705245471053,0.0027309579964467554,0.09220349611935774,-0.011916163745823763,0.022773457963729395,0.06372707535449341
GAS6,-0.021190573064514818,0.03312202122725145,0.06673694235694483,-0.02452103994194868,-0.03528265483880407,0.015335119273473917,0.015813651964313065
MEPE,-0.04111535067971168,-0.027455174223679293,,0.09867554105132664,0.07868278119721611,,-0.009417792339455574
SERPINE1,-0.001577812442607927,0.03696447213705997,-0.08351790948113946,-0.014337600295192512,0.00554504458223266,0.01880885927161996,0.19794837775703847
RSPO2,-0.012617797754841975,,,-0.01992104160003168,0.03751800199238974,-0.032263511048407245,0.018242625102726513
SHBG,0.010017908344652932,0.033968943069274025,-0.03364717607224353,-0.021346252256749017,0.0209446139252971,-0.034516303003953024,0.019014515378501736
LGALS3BP,-0.005275999539874741,0.011769830871521588,-0.020570045840327265,0.03420488562765619,-0.02728922482357456,-0.0038580990249164485,0.18551963856962433
LAMB1,-0.019010321057613386,0.04660894274748428,-0.1416024786710351,0.024250141434876433,-0.015409182942056353,0.010561807477130251,0.037702183962839544
SPTBN2,-0.02989060251177448,0.02340374957758996,-0.020662258369900467,0.07553362914574875,0.003122036581074985,0.006451421843185819,0.006203714286858762
COL1A2,0.023318618296993845,0.03884979549408283,-0.11356766544559348,0.03821129612919592,0.04525450739656758,0.05029749501306793,0.07459253434699946
DEFB1,,,,,,,0.10029792858188878
CEACAM16,,,-0.04178470431389035,,,,
WNT11,0.07065966388678682,,,-0.02648267105699584,0.003411443787440816,,0.0756752088357389
LGALS1,0.013308307488123675,0.040284428323790554,0.05466790756553972,-0.05085748026253204,0.033981912399327574,0.03688143500826059,0.13505512935295327
BCAN,-0.017095888433711466,-0.0779302392228,-0.011458336048030506,0.03151098331939608,-0.02093185305879851,-0.008972789016049967,-0.1009832133659156
ANOS1,-0.0593249735708815,0.0009291582558035608,-0.0963406650049239,-0.03795286268924739,-0.00662619038717411,-0.04027694166058576,-0.00945492646584626
EDA,-0.011326389123237083,-0.035599974372352995,0.052617481561062746,0.05294841358940091,-0.016297827348208328,0.017458195207410706,0.07199944077318124
FGF22,,,,-0.021720909745276573,-0.018236475534109103,-0.027932357308728187,0.06334170997418923
SHANK1,-0.020561875114384568,,,0.06298434627966037,0.047349215235353674,,0.03906429351022529
NPVF,,,,0.09242018440554552,0.008325400032692627,,
RAET1G,,,,,,,-0.023325486515995614
TGFB1,-0.02627433788207371,0.08757370760478748,-0.017219615912539978,-0.0011718160580349022,0.0032353739366929877,-0.022468937995713808,0.030562363899004505
MSTN,-0.05522669948214644,-0.0248745980817176,0.023038346121814126,-0.01825656019870169,-0.021532617029367443,0.013297585237246917,-0.03154089048646273
WNT4,,-0.030486193890062387,,0.01934577411465447,-0.056169092983283264,0.10827007866288405,0.10662798453363863
TNFSF4,0.001142226873959872,-0.03531643597456715,-0.013280974934080366,0.034834782238779255,0.0026864322339497314,-0.031002760692109076,0.17574946668468294
NTN1,-0.017276028394220367,-0.034724941784030273,0.052725811591147004,0.0003592800202658059,-0.01984878562481576,-0.013684042372088128,0.09772439443310371
CXCL12,-0.05513974435628041,0.024013267278317568,-0.03394494933863064,-0.024648413500165813,0.015213987183464221,-0.016427481218261493,0.006027832381090155
GNRH1,-0.0060632633785106275,0.042167999717196515,-0.044085701868282215,0.02389434164771148,0.010186363926807877,-0.020391296010488086,0.14168482445978778
FGF8,,,,-0.0243181016889465,0.03105215807600253,,
RIMS1,0.03806394908957688,-0.03474364359661548,,0.04386654404891186,0.045750135482948866,-0.020878592514884758,-0.0019042072067662033
FGF14,0.03221927990031225,0.01155552087730095,-0.1530951392095449,-0.003909253752331189,-0.01743425674428283,0.05524128730291185,-0.058885397998717434
IGF1,0.0014327947177169471,0.05787384765558962,-0.08016573551422222,-0.009989878688314793,-0.05100310182850334,-0.00969861804879858,0.038580577667065234
TNFSF10,0.04564900272165507,0.049788545453006844,-0.07425925059547119,4.7359021987020066e-05,-0.024455422385721695,-0.009790628237974407,0.03275598808050164
GDF5,,,,0.02480285820008063,-0.03519771816275585,-0.041291363078915136,0.00920244908169439
CHAD,,,,0.033017461003828866,-0.03987819937967893,-0.022672206634553885,
RGMA,-0.028650695189601064,0.05087469057465663,0.014434073657246126,0.07538424185451426,-0.047108127588169485,0.022180335718968214,0.0719050032483261
WNT16,-0.019505086160312633,,,,,-0.018729657032414557,0.006857576438525713
CX3CL1,-0.049600370851471065,0.02697036202640598,-0.06155220013470722,-0.03502397037536239,-0.0444395728863503,0.04139149427018963,-0.06938487696271624
FGF1,0.02636456163017353,0.0025123969033928675,0.0016753730976067005,0.05815805230452172,0.044549707663517804,0.1044322789774134,-0.08155920395533434
ALOX5AP,0.02855483571615165,0.02460181263086433,0.0013135369770515331,-0.014203222852125521,0.018197233233006774,0.07025373261500704,0.125585898379689
IL1RN,-0.025102021440586833,,-0.026286367685033417,0.040299198272762564,-0.01790401657343134,,0.13868215835489256
PCSK9,,,,-0.01406397424563647,0.02859203091722125,,
NPW,0.06980858152352006,-0.007378778437459642,-0.03192684931735338,0.0397292330379108,0.04197100462406497,-0.020917880766211525,0.07622094413772411
CXCL9,0.002050338213971747,-0.03939411040957602,,,,0.055789383510255794,-0.018086344632681394
ANGPTL4,0.017925524003280163,0.02267348098757575,0.05372683378253957,-0.024183617543697623,0.018835205280891137,0.06548167581551684,0.17466116872486542
UCN2,-0.009801199356605164,,-0.03890194923011597,-0.024318105783417837,-0.002520316406542111,,
OBP2A,,0.12421651061088379,-0.02505490026197126,,,,
COL4A3,0.0015185346151510592,,,,-0.013830612119110016,0.010448331024227825,0.1192804048100806
NRG3,-0.025704625467091066,0.05517158759890135,,-0.012558179687671157,-0.023020699196021538,0.010269026910458567,0.015979030384332352
IL23A,-0.015420169173349277,0.05486189815323024,-0.014734638236665595,-0.014063969339532858,-0.02244664486915454,,-0.03131338735309819
COLQ,-0.00459764604622471,0.010953272079474288,0.0842390666747995,-0.025428887633090477,-0.028099414510176793,0.00231938929349521,0.05831624502689071
SCGB1A1,,,,,-0.021979966173971185,,
TNFSF12,-0.020921687074490675,0.00909062552412294,-0.030295106889811668,-0.031078397921388355,-0.03858930620529405,0.05453341239461767,-0.018253911559430742
DKK2,-0.00994569485898169,,,-0.016601539370058677,,,-0.039540758869913144
FYN,0.029799876161168498,-0.06218456341453174,0.03196989564236474,0.06511517616039811,0.011296869980403986,-0.04340113716446702,0.02662194903525187
ACE,-0.023405613171086612,0.06725043468550028,-0.06623314162818533,-0.01318351317539876,0.02525913192859407,0.06286724802357195,-0.038392388189326186
IL18,-0.04854692374043241,-0.024303922263310723,0.08166505359003966,-0.011774937339872948,-0.018335969638495066,-0.06203725617242426,-0.017411111264056957
PPBP,,,,-0.017219977945305904,0.01908088948894546,-0.024083014432217737,-0.007433969318855631
CCL27,0.0038483476957875476,-0.027455167736571966,-0.057443593217590426,0.062051776874135725,-0.036355851669016157,-0.02585627868409419,0.10162234060083447
SERPING1,-0.015052070024257715,0.10275494687977042,-0.08562596202945164,0.003597231652181329,-0.052893027788667585,-0.01424730605934581,0.18334331440076435
AZGP1,0.04156374251640871,0.12573616295557427,-0.03263624691827881,0.03654633855501857,0.027310716133920145,0.01709264855460016,0.12461590144687718
INHA,0.03563953739340869,,-0.030677409706082806,-0.00546485255415761,-0.0201606537743712,-0.020917880642226293,0.05820976049737608
SEMA3G,-0.018477776147481924,0.11690738363030688,-0.05808516726555908,,,-0.0192983506463592,0.017643645105756302
COL6A1,-0.00845523359187341,0.056024405005548485,0.00670442587512235,-0.01690018864109893,0.04721594011918375,0.004896336410202763,0.08647170883836434
FGF17,-0.0183966979395455,,,0.020007794250895584,-0.03594051876878472,,0.09362409394103112
TNFSF8,-0.012502865006138847,-0.03357391590139217,0.006582358024937587,-0.018684972270113183,-0.01914562405780614,-0.018729664313939746,-0.012594029526286554
FGF20,0.0072908067907048275,-0.023691396624860424,,-0.02031832758227547,-0.02988001701972174,-0.02710799619931481,-0.021792349964277546
ICAM3,-0.03380192633926128,0.0027763250646416233,-0.11706874674967364,0.0017117209008585337,0.0373449984984443,-0.030488096592697744,0.11891230839358519
LAMA4,0.007062905885768223,0.042893917951626906,-0.060981607011928576,-0.0010843914656546686,0.05535027001277833,0.039967947021230556,0.020980599043232163
DLL4,9.343793391603022e-05,0.0740448309724018,-0.09108868738556188,-0.02294763903955528,0.029998368995654574,-0.00611417197714657,0.05419911451888159
SEMA3A,-0.010704080386622593,0.003847012778113718,-0.030972610172264013,0.06853051833321025,0.04124369109774442,-0.0546237057966067,0.007370531852225154
RLN2,-0.01261780060010167,,-0.0471174828388471,-0.012920612941757824,,-0.031186144482012717,-0.02560184372329223
C5,-0.012105535833762282,-0.05363972107797405,0.029368506831507914,-0.012610871449523463,-0.024655003522948676,0.02917968331447144,0.08619711061000011
COMP,,,,,,-0.022429275243437522,
C1QA,-0.047375567688020995,0.013709453928374431,0.024138384640829288,0.029845338968980138,-0.025992041976825944,0.014313996921657005,0.03199844264853582
UTS2B,-0.012617800527610953,,,,,,
COL9A3,0.0062704704006930675,-0.02465663654038615,-0.03274257442593048,0.0028621971964923666,0.010983121804818995,-0.06558706401768308,-0.019593533617738947
DLK1,-0.021000945753727504,0.05982937189215077,-0.01941484877015714,,,,-0.04651145213471194
HGF,0.022253560633498776,0.14286884774414504,-0.03579581253450738,0.04504002387647793,0.016569901868078274,0.03767721370094906,0.004096123586960336
P4HB,-0.005320283975915944,-0.042439055544227604,-0.08132313197969965,-0.034987589618159474,0.03708855082780567,-0.0275229762315804,0.16277593163465942
ADCYAP1,-0.002108482399551088,-0.03684894193872682,,-0.03093328743714218,-0.04202124893632469,0.0049225521122042365,0.025679620014035107
GREM1,0.1208533536794637,-0.006391770304825679,-0.055864951594548705,0.0019312883819580118,-0.03257167122574677,-0.0424542707269565,0.05811292637792018
EGF,-0.04985581192661622,0.09350000442737459,-0.059534317680559355,0.04021131447540483,0.007270858461711746,0.02754102652260539,0.0038251567878064643
VEGFB,0.0015824378252208807,0.09936801526039621,0.0686882270236648,-0.015599003031403753,-0.02007837945415534,-0.07905812143979025,0.034029695083403276
FARP2,-0.0320894151954981,0.05371534301136553,-0.06500828174234524,-0.001510043841669953,0.010792288480294088,0.07374057913572135,0.13233999349633851
IHH,,,,0.08290260566970466,0.059438377297581266,,
LAMA2,0.04129765915890372,-0.03814247314879238,-0.03217903081132312,0.07458073228631035,0.02214163138540529,0.06584846927051902,0.07806701821186189
SERPINC1,,,,,-0.016687423339166993,,
NRG1,0.06748251892333854,-0.024485971824610646,0.08053203174684248,0.024078317534422976,-0.010893440024562261,,0.050600262451293565
SPINK1,-0.02497616416383906,,,-0.008744878582718843,-0.02372391608907455,,0.06958532632027115
EFEMP2,-0.07704029736378999,0.08502072949993801,-0.059517941395859225,-0.0345368271815633,0.020155999855073863,0.02416663533980927,0.15130937341266704
SELPLG,-0.017866617045883562,-0.06836611131285422,-0.015909075033954466,-0.0076666234823985335,0.041581799707780635,-0.00374320232462118,0.0008088092330569337
GDF6,-0.01413510826056512,,,0.048450888273533915,0.05728217473016545,,
HLA-E,-0.045041878038386995,0.07873153579994574,0.019871956582814758,-0.024929942363142884,0.005717564543378835,0.09503971870419618,0.013336315597481238
PTN,-0.030982888516405124,0.016454524361621658,-0.05443278358966273,0.026549987028081097,0.06703693859929159,0.04388317796074436,0.027462561935013233
CD274,-0.029230413457695434,0.06501618460427756,-0.058278314539194194,0.03416304755070877,0.02737721960036218,-0.04003876641057045,0.15636270964686463
FGF10,,,-0.04225518152919957,,,,
CD14,0.006977840136589048,0.024687965996024328,0.041152892774377725,0.020153082455656172,-0.06138391493034257,-0.010999161611476892,0.1177908962866417
SFTPD,,0.06475113554734645,-0.04271016315372835,-0.042489842481159334,0.0003020250986312516,-0.04066209692435954,0.11964053352758725
SLIT1,-0.03627618767317459,0.04434444592070376,0.08684865220626334,0.042411616940661874,-0.05552887950951966,0.023668522885511377,-0.0748889360880996
CNTF,-0.009945693836561938,,,,,-0.01929835826161054,
BST1,-0.0368093960633551,-0.03434706128745714,-0.003136674222226417,-0.026325047500075527,7.965361569306055e-05,-0.03515108142435422,0.09111159089631729
AGTRAP,0.0162448516443832,-0.058784216266451014,-0.0338140022690278,-0.05528348468372108,-0.011575422716465143,-0.060920352290951225,0.07821429554705818
LAMC1,0.053388685243335905,0.06328820878422459,-0.07787172433435667,-0.055418653027685894,0.01830622649940813,-0.047011245063942574,0.07085332843444525
COL6A3,0.05776028002390712,0.025100350919481963,-0.004360106841367142,0.029822679823540473,-0.022054180566790118,-0.05392925637049276,0.12316047050854347
FN1,0.02086643556590178,0.0676395189947335,-0.11228038332224252,-0.0664268823184614,0.02270253207130449,0.04401477614352096,0.11875412102681637
MIF,-0.005934363461137578,-0.013011416438562419,0.0668495730998863,-0.00561290581220878,0.0303185065967974,-0.007518334831612696,0.02256028654570643
JAG1,-0.01724667887899629,0.015130626911361165,-0.10555741210661448,-0.009032180154507645,-0.03260902388805645,-0.0066197300507060035,0.15979025608343317
NID2,0.008234823034598234,-0.012131021392128325,-0.1117514382963315,0.032225766127677025,-0.004228431983577214,0.019438178310085704,-0.015289974513247533
EFNB1,-0.05838094584208477,0.09030282336124533,0.09435731246582746,-0.013895021452512866,0.025507415140861266,0.08614800113326102,0.09207637293410494
COL4A2,0.013964687178275625,0.05896946942588422,-0.10888108228585214,-0.019427275044914805,0.011444209730889386,0.016170671154775326,0.04094326128621534
SPP1,0.013172637105925035,0.09684339687694397,0.03028132645382988,-0.0072182349045466325,-0.06287621828785071,-0.02842690332953708,0.11212683333956316
PODXL2,-0.029356298475817517,0.00341193852597621,-0.005246734149061697,0.07115139103183792,0.010837011250591104,0.11809945071489525,-0.00020294476798022573
FGF9,-0.027231636693133516,,,0.041528428313369434,0.04119820446441617,,0.015842043795783065
ITIH2,0.008529930164622453,,,-0.0020196213364742184,0.053284801918184396,0.039735586020041146,0.08925988790517815
ADAM10,0.007252853232652655,0.021041771394503694,-0.06399726748605973,0.03956990311645495,-0.02793252269532302,-0.022824005255584676,0.056408483543535046
CFH,0.015990124004011085,0.057980055596298714,0.009664212865917517,-0.027863338860010328,0.04200760728358661,0.1026633168774876,0.07383494690848783
COL4A5,0.006563296151314072,-0.005411759861653204,-0.0430572286204182,0.032335426293321444,-0.039777857863337714,0.007887058995332718,0.03542996568223516
LTBP3,0.0070218022878183114,0.01667732220389923,0.029165756324019715,0.011273007558506926,0.004250164756876165,0.004486943954585875,0.1195282786414799
GNB3,0.05127196631556272,-0.038132541973389195,0.06776437855501692,0.04436308663731668,-0.007626865193015257,-0.002824137012092174,0.03886660500372942
COL6A2,0.007845091867370013,0.04768625731601762,-0.052376106144080996,-0.0006257364811787328,0.052950695083798925,-0.006379713455962806,0.07468769452971995
GDF9,-0.01619222679902355,-0.03206172373246742,-0.03475258768144791,0.024418134440934755,0.033602052807325686,-0.02833163400349246,-0.027518564895497626
NCAM1,-0.009331707551186822,0.01318536702535838,0.023256602608749687,0.07562719771853,0.022721524050179933,-0.010665392155367017,-0.09825691564498586
APOC2,-0.025627847867902894,-0.02118678059199482,-0.03460268196532796,0.008307313087979893,-0.03199984580147062,-0.00023012235118908457,-0.022447731132130368
BST2,-0.021373223287259997,-0.04740838696784313,-0.046381528907424106,0.020357782679736033,0.017591300106732172,0.023719436397272274,0.07861509995808974
COL5A1,-0.007419780810714208,0.0454214729115115,-0.014398708429483119,-0.01136041734694338,0.024338950405209378,-0.02743258927641298,0.14942558874872106
CALM3,-0.009900198249390157,-0.017752673122854615,-0.01958463302492122,0.052679927897443475,0.014113916355780881,0.06171120680928418,-0.14520112092085644
THBS2,0.016252086229150167,-0.03899506461422348,0.0006767491538542754,0.017957494141134414,0.023524779380329576,0.05568293345135855,0.1119383449856571
SERPINE2,0.01702882730986323,-0.010907765803115711,-0.09189343600523034,-0.0028476858787953377,0.07203771327455769,-0.021097379132167672,0.026617547844287836
EFNB2,-0.032642174610148,-0.04280689430091936,-0.08786246819374399,0.006524784370857631,0.046913220946188564,0.023309718915971764,0.08736983667235713
PROK1,-0.0007704430691179505,,,-0.01292061580813838,0.13981649167705767,-0.01929833942389997,-0.029196916674801128
MMP9,0.002580579061016728,0.10369272865714932,-0.08823018417155436,-0.017819407006548972,-0.03969725539440263,0.024149371240454423,0.01177993958584911
DMP1,,0.0778274636475638,,,,,0.05421072204657481
NPPA,-0.020175030854950524,0.05568342674458624,-0.01939479159858315,-0.0050159234075191645,-0.011573480379437593,0.032128623554719286,-0.018609076390932955
APOB,,,,,,-0.02117665804143246,0.005769704519692048
C4B,0.017083054202293287,0.029633608092086663,-0.036355810250693094,,,-0.021432523079782873,
NTNG2,0.025226332949214638,0.002813443399050472,-0.08894011170977605,0.009098693723689108,-0.009999199349011872,-0.03006050816198439,-0.025203904484338006
LAMA1,-0.012506684747162973,0.03059902082983741,,-0.011690988761690823,0.04169390698105082,0.0024909168849966083,-0.03776417907995016
UCN,-0.019755615022651905,-0.04016982159376669,-0.012103569854255985,-0.017915056060449706,0.05438443333471237,-0.041399557054183724,0.11247349660002111
ARTN,-0.016879266385109466,,,-0.006332095780088689,-0.0010545154150908241,0.012819783657645193,0.05563322929872759
PDGFD,-0.03135430102475039,0.003053588771869804,0.026442552033491506,0.09876233105802773,-0.005024078902775734,0.008090957881961448,0.10439476482018621
EDN1,-0.005756192947144403,-0.0060523248388329775,-0.04747733983218247,-0.004599877586846391,0.07869161724689139,0.013007268912137788,0.014483218063318884
ARPC5,0.007336031921565328,0.015079464100386204,-0.06507325171999209,0.03982668477545778,-0.024246197556631002,-0.006922161687205943,0.04752295057065525
GSTO1,0.020668459127749027,0.07934630282474477,-0.020139739180358374,-0.015669904723078977,0.01826792126799649,-0.07362579797950795,0.012010027559256762
PROK2,,,,-0.011227004968140808,0.0685326644535174,,
SYK,0.03940085756825316,0.06190553020860259,0.034671158446362885,-0.05709579456644591,0.0063207354851127365,-0.017680810201017114,-0.013884319011683294
ST6GAL1,-0.010367771105534935,-0.05883223235606425,-0.06054820088685056,0.029778559603556683,-0.007322528791385898,0.03809509683095813,-0.05166459850959142
WNT3,-0.030997790747302592,-0.028153472362264502,-0.020227173454003756,-0.02321977352342297,0.004043847345909962,-0.04058375098919441,0.12647336005672574
HSP90B1,0.031243250257277522,0.03596937782531604,-0.040363386449838036,-0.013984382595895694,0.061477805921373724,0.04345497688921169,0.09076044106562085
ZP3,0.009950071358479333,-0.04243068756163616,0.12635442787094783,-0.020837771549746042,-0.02658630377963944,-0.03155020580261668,0.09468960780483449
ANGPT4,,,,,,-0.026703631391457955,
