,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.017553678361818283,,,,,,,-0.026514252847648575,,,,
BMP1,-0.040621290110303694,-0.007632127182835236,0.05258372222156641,0.06319199527286323,0.023131749134746353,-0.0868352638665471,0.08866566319493178,-0.10907105009914854,-0.024355473422750188,-0.040370185489645015,-0.08407016150786428,-0.13478463956595085,-0.0876949070568367,-0.07759339698026313,-0.01884837647857837,-0.09009184689130786,0.06276124783021869,-0.035622106705336845,0.010196597130862711
NDP,-0.0963293131469963,-0.004417941618285393,0.03527956184541204,0.02908261927731555,-0.014120301412352822,0.05097696017662587,-0.04056054180234612,0.00041862647533603465,0.061460160946608805,-0.0416227555253833,-0.10019354425729998,0.012086078513643515,0.01791504696977653,0.08639882101070159,-0.0048427422040640275,0.007617607445121445,0.012213481002667906,0.06803570812846052,-0.029076368301520657
TNFSF18,-0.030822728269042303,-0.02723213112352285,-0.03313925753394727,,,,0.015250725170923716,0.031958049004278156,0.003166849038786631,,,,,,0.1111831865993817,,-0.03007851790193935,-0.05931838075109247,
IL36G,,,,,,,,,,,,-0.0239784992175325,,,,,,,
RTN4,0.23097105540050722,-0.08773062884704926,0.01729704257568262,-0.012431533777554371,-0.049611496911227515,0.10258893544734496,-0.02962784357792834,0.12594870297165017,0.08249354304107004,0.08417154985707248,0.35378349997757785,0.19674594651264055,0.06328416955735043,-0.04834327326505646,-0.0053090845294085556,0.1690411545042924,0.06802194599980319,0.26756156998709363,0.06144355985713059
HEBP1,-0.10753796845902718,-0.0824076341610812,-0.011476135853881315,-0.03689158287293669,-0.015262188959411052,-0.06215817895169355,0.03083938296635256,-0.021463891186822726,-0.022588610743459556,-0.018597643664077596,-0.1694060529991394,-0.018774419268389613,0.07651674406921663,0.04826693533692101,0.0010513719870933144,0.07194671558220476,0.09113950541413272,0.007268353395396721,-0.1039443752566096
WNT7B,0.22157448787516706,-0.04030056698494644,-0.0077936272654733655,-0.046607077774456114,-0.029897404681173613,0.0030013553153604936,0.048425574169922686,0.10721917064593858,-0.013369930061984885,-0.016795834780937106,,0.09469931096339108,-0.046191871085571407,0.010548344208567957,-0.05717784892885236,0.029725869357229477,-0.030078486712775777,0.09869422560067494,0.08265192657133588
PTMA,-0.0010076477863459536,0.015012090252097854,0.10616156898902547,0.16497718462890557,-0.03068888569637146,-0.11373661510369744,0.09242030183990481,-0.0012762353255004126,0.04743643724860164,-0.0041728954576825805,-0.3593349242671947,-0.23247853733308782,0.012841865378359562,-0.0022458639253406577,-0.04995168264314017,-0.024064678077718015,-0.010058793001747605,-0.12034079002585961,-0.23701277043456337
CEACAM1,,-0.01733250514458667,-0.027230176739349368,,-0.03452293095249282,0.05395422761470023,,-0.02337620717344573,-0.02344574134070197,,,,0.029565890907199233,0.009373302787828486,-0.01348091058132618,0.03970433499222317,,,
PDAP1,-0.06312753839108919,-0.004706846114650492,-0.024354101271474016,0.01995809896780702,-0.04713741382067272,-0.03717221742620214,-0.0027820324761515603,-0.1021664101506925,0.016013959753191483,-0.05378023882686941,0.06743602445231485,-0.09534934280064405,-0.030756683213753827,-0.07375544358727525,-0.014979430290837788,0.012623750305647488,-0.046994010915899165,-0.0879176318262507,-0.037631931704557836
QDPR,0.14127747461160708,0.020763003374150768,-0.02644405403300513,0.052860587683778194,0.016416597518285257,0.11581563656143438,-0.025821916803366235,0.03676988626141723,0.012304072404140822,0.02407648229369847,-0.3147627577383646,0.06235775829553283,0.11215663596040765,0.20259569457547527,-0.0832906320462971,0.02094414851063749,-0.02606136053754301,0.17642141968582958,-0.12948249713591228
POMC,0.15229790764011436,0.08661442233176839,0.020106285695057274,,0.00572143626143875,0.029070908982012318,0.0032053078457616744,0.07288725152008807,-0.0172973331339528,-0.006343303936090293,-0.13045947896390106,0.05724945032109673,0.021627592508263183,-0.009902536330928597,-0.028009007626083493,-0.04231750706437866,,0.07502170733254644,0.06543895989710179
CCL18,-0.02683952447381283,-0.021629328775557188,,,,,,,,,-0.14038503879226533,,-0.03932658317483402,-0.018059795699772653,,-0.039407177698312194,,,
CCL17,,,,,0.06773967759360931,,,,-0.01859239258629028,0.017686727107581405,,0.04260947130739212,-0.06455221037359703,-0.0797521065469298,-0.03495751078330249,,,,
VEGFD,0.004672429912937835,0.0723661102753557,-0.03035545233301903,,-0.02229325809011208,0.01723187048303794,,-0.02940711992081298,-0.01980862173449146,-0.02504518069115713,0.013345941819868118,-0.023476309609306144,,-0.02038704319556615,-0.0368693842644938,,,,
TNFSF13,,-0.01632219075818291,,,-0.01380239344547611,,0.05409019242552895,,,,,,0.02440726196164218,0.016997133904549756,-0.01045067651290971,-0.0820193938067266,,0.007532983023296799,
WNT5A,-0.07160727302379409,-0.026262017102266923,0.036117146215734294,0.09020875019538448,0.023197154417570556,-0.06136568408339391,0.052049225823401324,-0.082804669540112,0.009516332740176707,0.015552423552656467,0.08492660099933046,-0.04591927483157891,0.04557489613812955,0.029089323399118936,0.014229507397370347,0.0417535231666479,0.020768007472075512,-0.1130709523843582,-0.013898363239391868
CXCL8,-0.14871954092859274,-0.04891755101704707,-0.0365189410433002,-0.07006641084104745,0.008963401128548163,-0.03874822762047893,-0.002160315832087435,-0.05847268685725865,-0.06990636794232721,-0.023323161260266092,-0.06231984896328268,-0.07058428011313704,-0.18740777604707437,-0.23679988525183507,0.0485784045824843,-0.07307060348279124,-0.08586102115384042,-0.20781621591882818,-0.011703914184472792
GRN,-0.06128064738241597,0.008467449034864955,-0.027656856723529494,0.031135382548238454,0.0036917417913077946,-0.07739607290735857,-0.0035866048341153746,-0.1279441395450029,0.04178532329347724,-0.04142810039836878,-0.23424334896437748,-0.03750026451689894,-0.0542114218223643,-0.0346669694405535,0.0729743259457369,-0.14021436308982482,0.10199572633944995,0.10035812160301837,-0.0640299549703079
MIA,-0.013971523647650166,-0.023916001450932173,-0.01586532991135605,-0.03578536568170227,-0.03417971553253878,-0.06318632418901789,-0.0167632292984171,-0.04256557109797946,-0.028061126367496768,-0.018050582751883672,,-0.021193028132870297,0.15753240952337075,0.20066509899792814,0.09707223861537823,-0.15489702188305024,,-0.03582623536326155,
COL4A4,-0.046884234401984075,-0.025976648126209024,0.024722972712536706,0.006249297395303255,-0.0021629197871469437,-0.05057664725830888,-0.02988668941780784,-0.017297847100861744,-0.019411033084013634,-0.04785021397097871,,-0.03118851822160928,0.11031777165480527,0.0071636275097022575,0.02303607079272216,0.0455156862994757,,-0.06479202702974916,
TAC1,0.20738920893846838,-0.013253918601379151,-0.032785730198116016,0.13134194720490586,0.06062786981992086,0.22506878725408755,-0.0009398954074922904,0.15132689148449477,0.09552796995477043,0.0626725681667567,0.3105104688671737,0.23427650708869727,,,,-0.045147147144559856,-0.05617103058886387,0.23649013874725086,0.25124741178767585
RARRES2,0.009346936385274047,0.024947186391360954,0.044411533588129506,-0.04736211503906932,0.07693676377830298,-0.10213008557230722,0.040793603614368554,-0.10610678215510798,0.04880605671997988,0.0029305087727158475,-0.06793935045229912,-0.1290279766851758,-0.08894043826418681,-0.09584509781701105,-0.052363420769011064,-0.06307357323118411,0.020080531815509478,-0.1212294932613154,0.12382287338469515
FGF7,-0.03758811758638133,,0.05375010020178421,-0.03445326407206567,-0.0021391188458368448,0.11234091571577073,0.0024035886242928205,-0.04929623049646125,0.03625306336395559,-0.027824566507838207,0.06187110117464342,-0.03317427757651093,0.06684914368576396,0.055398848275887286,-0.026226079267430234,0.037752255907400466,0.050604575717654865,-0.020748676501691824,-0.0025460605656607294
EFNA2,,,,,,,,,,,,,,-0.05083626759838459,,,,,
HBEGF,0.03038572263343329,-0.01274930832517263,0.06259307861416935,-0.024126855266785485,-0.025117114795484823,-0.03903746137512778,0.1570439393929653,-0.08308864675143679,-0.07078975936557443,-0.04014507762198905,-0.07990717704833088,-0.08470918065564542,0.04949904092869143,0.03214523871834697,0.008622452839696716,-0.04278348999003352,0.010338895768460286,-0.12298010573946956,0.13610739090151466
CSF3,-0.03423114098207608,,,-0.010992057194312663,-0.02385007726136717,0.048861463785253495,,-0.018300789290498866,,,,,-0.08977998462342396,-0.15822517441460995,,-0.10592521980110264,-0.027033722317530155,-0.09735196928564914,
PI3,-0.05554132310002018,-0.022754965802329552,,-0.04573861332110813,-0.041158032790720125,-0.03398934979191658,,-0.020606930285375465,,,,,-0.18136911980679415,-0.2946201634223768,0.038452800768695616,-0.15922076691711534,,-0.1511426096327504,
PCSK1N,0.24166193513455392,0.017777490486385668,0.03803935068445621,0.12118140415913964,0.007243807111643345,0.01419742047337928,0.00631456485355236,0.0567547040278783,-0.08475687522337925,0.04648259497955658,0.36111906651286746,0.2144003761962724,0.07764309658371964,0.025501247351886247,0.01715008652673174,0.16553456206127465,0.022866966820905003,0.24191336627927518,0.30498411969476824
NTS,,,,,,-0.06935373568954976,0.03444879570318409,-0.022493871464943707,-0.022174848910442177,0.025716651981414762,-0.05753933521489308,,0.12344674925899178,0.03284327365083324,,0.14975461159384781,,,
SFRP1,0.05898549997655594,-0.05418910049381664,0.005027435264504245,,-0.01745942671317786,0.1699879318656427,0.041803145492110415,0.049794882298474646,0.06325891214593256,0.028002784279669294,-0.16937578876740877,-0.006062290148229086,0.09077718399392458,0.04255580073189741,0.0187284326792427,0.09104770630312745,-0.007363818657619285,0.029576588128739832,-0.08352491211044379
CXCL13,,,0.0220053783422505,-0.028983011557465667,,-0.004090289984374286,,,,,,,-0.09261022654545681,8.409134567462402e-05,,-0.012291161440339133,,-0.07445088848731472,
MICA,-0.07296552110922748,-0.028460384320502338,0.05280812698798703,-0.009625799608556397,0.04036119652651969,0.014671213820178096,0.03468821540264857,-0.045806621272516224,0.012714919082386936,-0.02283535859325945,-0.041603149019838616,-0.035327299956843,0.041723237552303755,0.013933968872339723,0.08628049160897494,0.022538794299847776,0.04258989887315552,-0.03771200426285687,0.05722788284832444
TG,0.07277884164165596,0.07558005100619973,-0.019404459247126533,,-0.01884148759458311,-0.03301540918648741,-0.03221434789262469,-0.02208741533906664,0.010437929349759659,-0.024710006374692995,,0.020865911176056802,0.009889423310213362,0.03731768268107287,,-0.035428203963335965,,-0.017802456364699362,
ADA,-0.008688782214241256,-0.001296597152979338,-0.05824640374604435,0.017923453004820306,-0.013907172889162513,0.0010057986229024514,-0.02865675808930626,-0.10096542827835162,0.02216689967713093,0.00534625212969676,-0.1318614117660624,-0.03992986302714276,0.011101383894516946,0.08143813906570602,0.05785834647050716,-0.007602941468623301,0.14598874836036796,-0.04530929816763106,0.055359134833852165
LAMC3,0.0570237839585363,-0.033199559690299196,0.04021741880160564,0.11832384403932013,-0.048741362858782104,0.018716359687961374,0.061334982607554794,-0.053839435420760744,-0.043107833979736936,-0.011347050270002353,-0.026568140996310417,0.07672316653609254,0.027287185032020014,0.07386960106713736,0.08585102648178312,0.010983192218837494,-0.015737803810729405,0.03467578325350914,-0.09811081449389039
CCL7,,-0.013758080298612627,,,-0.01362236542728669,-0.038968507560940745,,,,,,,-0.009187958051559702,,,,,-0.1073568386257816,
NGF,-0.027011318808641865,-0.023621940659021918,,,0.007393909959179105,0.023771232618132666,-0.04018723406763302,,,,0.09864653144123649,,-0.036310623663024046,0.04733869608486855,,-0.027633769652907796,,0.01822688328835075,
TNFSF15,-0.03341637247088645,,,,-0.015169170164642082,-0.0036059283887861586,0.08390629538991402,,,,,,-0.04863116170250934,,,-0.003748305546389564,,-0.09514221726018723,
HMGB1,0.11113952434263881,0.06586319569874048,0.04311530971207441,0.1516442347764654,0.04851765426461797,-0.04337177793083799,0.0500403982909012,-0.10045215251724997,0.055499116804562695,-0.01813995292799536,-0.09580448518343994,0.0023571252119520356,-0.07039474764081523,-0.03877276688792002,-0.03448235091833264,-0.04015946829931402,-0.01621272681071937,0.025200694057410777,-0.03807446490160256
ITGB3BP,-0.14272776184224892,-0.005863346170407068,0.0741198027410829,0.016836997767314364,-0.020413883954821223,0.0111996932836207,0.07736966361465179,-0.12473594971885478,-0.06582858471066066,-0.008721938355413033,-0.014624616091343546,-0.0943236598676735,0.004794509300701687,-0.0660284861912238,0.04600455784972101,-0.015841107070744907,-0.05431879740471672,-0.06986386370803263,0.17134647313918236
AANAT,0.06286839644468566,-0.0028460939123703395,,,-0.013802394918579292,-0.025997513360789204,,-0.016507807194536036,0.00011402283398862179,0.014711765227571817,-0.0322451457864164,0.0063453444695715944,0.05552935864552372,0.07814563255495782,0.08157167321477947,,,0.015572459972756855,
RELN,-0.006016274822468297,0.053019167663471534,0.06780193988739427,0.12272496259881065,-0.02395786660074886,0.06127510370565204,-0.002617792758462468,0.07902887132364282,-0.0370872885440974,0.007829148806773472,0.09040626711793612,0.010194136187662423,,,-0.008137974912300314,-0.02942390001745435,0.030155513151706368,0.1106388510090372,0.02772212552638275
IL15,0.03249539138887506,0.011695561871196077,-0.011157619009589547,,0.01168565425217724,-0.051553918089161765,0.04399452678467954,-0.04305908802557003,-0.04777978460544595,-0.002721299777431815,-0.059833672489376,-0.001873506493063201,0.006939166517260519,0.014183111811348204,0.0034279928265670175,0.024885080144135693,-0.02859226971535978,-0.02157747116493149,
UTS2,,,,,,,,-0.004489502349937246,,,,,-0.036102803488060185,,,,,,
BSG,-0.15722127222012672,-0.006873987395356178,0.03195224282258077,0.047547336409263424,-0.0013286452199404188,-0.02089070027929904,0.0017163849805551053,0.04948198759343241,-0.034795969729940146,-0.02560527345862683,0.2560940929663838,-0.16785504515144342,-0.007155743321867178,-0.0800755462470856,-0.004746255325938329,-0.1557084327418852,0.09882686441622965,-0.07437739006246016,0.24214949053767756
ADAMTS3,-0.07194783954117472,0.004815038818217197,-0.0008162156507728983,,0.021966065829111803,-0.0017171085624486256,-0.027805845415114567,-0.11748933345940343,-0.050334840623656577,-0.0043254157616113295,0.0066633799500542676,-0.045283783800886115,0.13254929172707958,0.16003935222185603,0.053869786117145727,0.06815401161639585,-0.0328727464923038,-0.004692089795341317,
CD34,0.16828285286557348,-0.011834192079898156,0.033315022804375406,0.12037479262407899,-0.02840148512295761,-0.01161483642554095,0.0033666446012839174,-0.09000548323757858,-0.016204239397675617,-0.024298686063806602,0.03685140464040218,0.010650053733542717,0.061305915302240735,0.056902059447174,0.09788011378598059,-0.04430209845780441,-0.0012409034667054167,0.019688071933005497,-0.05619905397523223
CCL23,,,,,,,,-0.018783264145465123,,,,,,,,,,,
PLAT,-0.0360547373497895,-0.011822289673530337,0.015741271427866858,0.03140410085940012,-0.01455582665687088,-0.020182796159951295,0.021197652730506337,-0.07901767509556319,-0.09349151548403191,-0.01693435852916487,-0.028968965685860715,-0.05086803796964522,0.21012501133630934,0.15469637056239158,0.087228211673164,-0.02606778616873162,-0.07639181135199506,0.0286983873295216,0.02628627963466124
NTF3,,,,,,,,,,0.06092852518092697,,,0.06348063951728511,0.1408159155873453,,0.0861811868629324,,,
LTA,,,0.04797763833433035,,-0.01745942589639844,,,,-0.016223506327480673,,,-0.027251856028034673,,,,,,,
CKLF,-0.0615812052086513,0.046888013773237425,0.05672129560453154,0.05372157987613818,0.023054026934590313,-0.03866206478648214,0.0691412429019676,-0.05681170970697378,-0.026662366179963547,0.05260750354986144,-0.1783132659243429,-0.10816078057856066,0.15290175277964718,0.11934599658312835,-0.05839288442654064,-0.004615338731137683,0.08029934371533301,-0.003192287553196162,0.07069467923308083
CD24,-0.14011901303989863,-0.015407105097841468,0.03994636764166255,0.07650781160289766,-0.028478126863470198,0.04133028493064285,0.04836227741784305,0.04617167265490812,0.062392756077507716,-0.05589221544953727,0.0310435567527087,-0.005039524566515442,0.1224897639750267,0.08501537413930162,-0.02716534112669352,0.2916404442114982,0.005456465890881457,0.04873829607158236,0.04956138261055659
HSP90AA1,0.10448470087570597,0.02345015356645382,0.03216475257245076,-0.1613133206372289,0.016036824046322385,0.2102281795801268,-0.07134834792681569,0.14045515584526946,-0.06013839631296082,0.01779054827384873,0.32917349283684616,0.20927970404945137,-0.2298222530793175,-0.34265258570539175,0.038976559289077596,-0.015514813478987905,-0.004795615658303808,0.11727594018542628,0.15165456118900109
BMP4,0.15924974218170077,0.0036569344194485125,0.01885568149702093,-0.0241632664338308,0.013829021993031806,0.011225115950661913,0.09628542881376519,-0.04178054594392286,-0.00813331944849038,-0.012972164060199748,0.07639158427574884,-0.0232213960281784,0.10412712954329116,0.02768536539274967,0.09079144339853508,0.014951335094948946,,0.015066214295713197,
SCGB3A1,,-0.013758078922822981,,0.054286382377833085,,-0.03095982903001321,0.024027138993551658,,,-0.024026212189832887,-0.009873816246059165,0.016597698844363688,0.07121515865103847,0.04364786808653562,,-0.02550808512495091,,-0.0009540859602470684,
IGFBP4,-0.0409890242452264,-0.004735545146405657,-0.0031082914026589977,0.06642503378937388,-0.06545554439961943,-0.052926681518006675,0.03309254063380445,-0.06597650333666234,-0.014594330872290775,-0.011161232464534739,-0.11259798007282444,-0.07756543172832354,-0.020159693803464912,-0.12667045747776506,0.01149341885332549,-0.17301444585760492,0.035370134497486765,0.012289166167873736,0.05794462759013512
RSPO4,-0.032997095227127786,,0.0015891454849224652,,-0.015240461821770926,-0.03573267538068888,,,-0.018868925520785795,0.034297518237909795,,0.007935044457885768,,,,0.047788979068687606,,-0.0704236730909763,
LEFTY2,-0.05527034795285273,-0.007914385411985437,-0.014904068012493872,-0.01486040695757985,0.03862074964054076,-0.05546263575527723,0.08034567271424212,-0.07744907391212902,-0.026258654362373846,0.01952300792929674,-0.0038869238034941068,-0.012433262042476995,0.04830364204017708,0.026880373167751957,0.020000282460833536,0.00914404113304919,-0.04427099867661163,0.04201364261958267,
PF4,,-0.014271798387719678,-0.02476954925434298,,-0.011885245458706032,,,,,,,,,-0.020374540585455177,,,,-0.005932974151102037,
ANGPTL2,-0.0005012233946303966,0.023372160311356433,0.012988124064274952,0.0830156345762215,0.017080230491829936,-0.05775960936323068,0.134561161913979,-0.05635038619074296,0.02695307834947223,0.010074022093983743,-0.16471701764792246,-0.14865756705255673,0.14453576331280668,0.19194688483235076,-0.01614800475807523,0.009777790258800965,-0.039733636211713594,-0.016242383401136352,0.06886636288357817
LRIG2,-0.0371494825021602,0.028285827086583986,0.05888663063650184,0.05110558469677507,0.008112950117149138,-0.023580953783271213,0.022008887252770993,-0.05290757331384953,-0.05560206285083624,-0.017858113858989614,0.031874378503467686,-0.028049392956446005,0.056731795450720816,0.06959146037749214,-0.0027761402824753043,0.04722183478337214,-0.004561518769020854,0.09868851648864546,-0.04300666982760975
ICOSLG,-0.02606934430818136,0.02165730776920906,-0.01864314440981791,0.044317808324348895,0.09073762540263774,-0.01170795639012887,0.0036080579579418157,-0.07609338508278507,-0.011650803520471122,-0.03892144342722056,-0.1448656364954193,-0.09538150830459222,0.10188137622234165,0.15525251295595577,-0.06344886387980755,0.029709789647050275,-0.044179770589864144,0.00908859075456159,0.02682557473150838
WIF1,0.3564601209147528,0.07045906710156884,,-0.03834097197023449,,0.09755852653672174,-0.08317440477050374,0.14790802616239998,-0.014560702901010022,0.002439974225737015,0.28188165416756555,0.13969808837525546,,,,-0.013416808441395952,-0.02909511190987909,-0.027185164544365335,0.33609918816940876
NPPC,0.11669867775400111,-0.042681245942546284,,0.036358978638656475,0.08971941664018686,0.1302426902346677,-0.037706868788509554,-0.02440363066042415,-0.008751356184821734,-0.03339055033534083,0.07413614702404421,-0.13077685403191167,0.022915432032409002,0.062000551871541555,0.010639961657753164,-0.00641954732285961,-0.04966294373189665,0.12307292386443863,0.21703858543654495
LYZ,-0.07403800405016454,-0.0059392095873362786,0.03130370128016121,0.03778915119590267,0.013749749242491106,-0.028196146635705473,-0.0360236783765437,-0.06552207053830321,0.05999413249144714,-0.04844197405063504,-0.2897696692421663,-0.050184978328220976,-0.009555741175825153,0.007652926665834007,-0.00403985097126802,-0.00863908714198084,0.012850083204241095,-0.018414367394636873,-0.05418817149249193
EREG,,,,-0.053802478208342434,,-0.05028435253442185,,,,,0.02143844829652573,,-0.021841226841665975,-0.06558965965201477,,-0.07891391225038089,,-0.021199854440338565,
SPTAN1,0.18290129170165825,0.042674339663594525,-0.024940053552825255,0.11052741336893122,0.008630323788348146,0.035464977886386924,-0.010934665225535177,0.12377515564774358,0.0620059982040234,-0.005700447071489274,0.3245592167785729,0.16916663145722086,0.08788390607238374,0.10905487530244667,-0.00679754780636215,0.19561186080331264,-0.07000110471541451,0.27287207550648096,0.24118706131146989
PTH2,,,,,,,,,,,,,,,,0.04592994377715722,,,
LIPC,-0.0017143762767839593,-0.017472432494445415,-0.028065035761497173,,-0.021358671270912725,-0.02419845565150082,-0.0460110595170695,-0.007380183081814482,0.006544757610261242,,-0.052477349653412934,0.001373857053628502,,,0.021972647397748082,,,-0.017796794563976856,
COL8A1,-0.19766094921250715,-0.012111496977345714,-0.023468480810939444,-0.0070545149871413205,-0.0029620481401722285,-0.07524951165973787,0.03415066236557774,-0.05789441326440249,-0.038329209904856755,-0.012101194796613745,-0.19921332683332565,-0.11627983543995388,0.06721704863596592,0.061543034800948804,0.05352298991458403,-0.08255525249377911,0.08008156242157381,-0.1147928082666728,
GSTM2,0.03565451473467705,-0.004212413289846935,0.005189386634237118,-0.013201209538160138,0.006325459498301617,-0.04138090838599768,0.03908601402258804,-0.05431277671257833,-0.016463019007678197,0.023787065020755192,-0.04550324338163056,-0.07572914353991644,0.04949618047104643,0.06396908011526896,-0.05699881591555923,0.030747887871296443,-0.05126311813762045,-0.04772003638454177,
SPX,0.09371446136075004,-0.028258899111242936,-0.009590434151364095,,-0.00088540575294844,0.17118262251397304,-0.002486228582701051,0.07325751291345543,0.02677427018193207,-0.03214771832358285,0.1462839409670545,0.16798714479815105,0.044582941128063026,0.014220997480954041,-0.061486413130608986,0.06772889853987488,0.038846592773088294,0.13723700938531744,-0.11066986018608482
MFGE8,-0.18405017624645478,-0.016364213217439652,-0.07169840520761311,0.0032327941571265594,0.015380047022397831,0.03178015691085625,0.0418261397593551,-0.0568431728208003,0.014063136925295887,-0.0027648764749492153,0.061486661154771714,-0.03366143611004082,0.028625469824195397,0.04294074031481575,0.05509708370824328,-0.07221619341628321,0.09155182737958621,-0.02388071920323453,0.11809488483167269
