,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,-0.023228205946987594,
BMP1,-0.008143540421269241,-0.18231643866137706,-0.1390763723092908,-0.07157247082783012,-0.05837804127006671,0.02540557264230509,-0.11688304284739301,-0.11528443493446612,0.05241390363239051,0.1657950232367451,0.038372440505251834,-0.12297917314086272,-0.03262935295824626
NDP,-0.10396968357963994,-0.1120517832141724,-0.04872483794182696,-0.057321370259301944,-0.04765617386118637,-0.0988948676745765,-0.06297627338111161,-0.16264559519879987,-0.023143704602272275,0.04213272181362751,-0.010989639764660964,-0.06207149279617418,-0.1091209215607998
TNFSF18,-0.007979023292332162,-0.08449651302848996,,,,-0.012880575199802733,,,,,,-0.03918183065561771,0.003997801712408333
RTN4,-0.04430318038796585,0.02539854502398076,-0.1679927628443969,-0.04505698865715919,-0.04580446711758773,-0.11924174785768496,-0.0023496110639323877,-0.04065171757074287,-0.05722903617233331,-0.11592177514312396,-0.006467086076144609,0.06424889094033046,-0.06806082766140671
HEBP1,0.010220264105129,-0.03858620626001114,0.0539408691311474,-0.016461949913329058,0.051217751915208595,-0.0009467608603982963,-0.01361990305330323,0.0865184322270018,-0.026792912727407848,0.03166970029996271,0.04362225699732725,-0.008789023782230324,-0.033905446438935116
WNT7B,-0.07870027945786134,-0.035495539398535815,-0.014981675097130413,0.06903781142381361,-0.0618433959173041,0.04703906806063252,-0.0200131418656126,0.10417951456307857,0.04309994393102157,0.05974986051644831,-0.02961731507915442,0.050634430390801,0.07680102499586355
PTMA,0.12038635010592595,-0.24614646907915982,-0.3573647659687833,0.04723084094401899,0.04950247114880313,0.15310070566037134,-0.0857458988212021,-0.03754354403467552,-0.06675553127902,0.022941357200377446,0.021176792776732727,-0.0014758329819025595,0.12951996753625974
FASLG,,,,,,,,,,,,-0.02014581509340537,
CEACAM1,,-0.020445062160221055,,0.004912850281283955,-0.026676953824693133,0.03397630077076287,,-0.06728662061591233,-0.045040221296948235,0.02648023727023801,-0.01965744276339335,0.05074583508735401,
PDAP1,-0.04661625610918379,-0.21468309905341038,-0.00987946483824078,0.050809532756052773,-0.020282090118165955,-0.11069672579636311,-0.08769303140255225,-0.13954892903505067,0.01009050816130594,0.024446498335232512,0.10023395301631642,0.0704099669570296,-0.017360304556390607
QDPR,-0.11618260853135075,-0.11351688003649918,-0.18716244827828238,0.005310316122091504,-0.09663956417708133,-0.15450393017087857,-0.1056021722606026,-0.09771719672628788,-0.07954733202447806,-0.07051910899829496,-0.07105112669786968,-0.008390132429261237,-0.21253761245308575
POMC,-0.015283837922561676,-0.008175734893442867,,-0.015495189017523543,0.00504702972145423,-0.014945600889957451,0.02972113009208116,-0.013218750932406632,-0.023665100460345118,-0.04130434753171726,-0.0077098163661941934,0.04994094485316798,-0.003485771787111574
CCL18,-0.028588741150254938,0.147004511009534,,,,,-0.09451702653938554,0.002843920571129077,0.029033262514746763,0.17699708667686978,0.06328017754622123,,
CCL17,,,,0.007284628196846995,,-0.016064585045116618,,,-0.04482917689257108,0.17371913946156062,,0.004235644571683764,
VEGFD,0.0050778440177536655,0.03407294026687513,,0.12394724736701024,-0.011398938496330679,-0.017115456604274357,-0.03469269444251161,0.0886251502022956,,0.06341209713285885,,,
TNFSF13,,-0.008715607702530697,,-0.021717314393709546,,,,,-0.028526247551546983,-0.05940024917676771,-0.022073990731640167,-0.029753013284607954,-0.049334583060649397
WNT5A,0.030757314239786563,0.06226678326693863,-0.18454378070907715,-0.01196770152509193,-0.08908465936708956,-0.07896802910861737,0.01153933450966735,0.06717940044634056,0.02947235027448957,0.011226439659627,0.035747601801609935,-0.056147120279665896,0.14821862431868144
CXCL8,0.2095206926359315,0.349634385070583,0.43276886474686804,0.22064487555714435,0.15145103848009953,0.16751519454110306,0.1815025597534669,0.2587589719467677,0.2763213071381215,0.3235108211781124,0.18796794814064757,0.1394548363184928,0.27101590426768146
GRN,0.04043445104709264,-0.10919987271437304,-0.21054057733521594,-0.06486466161062643,-0.021488826700158628,-0.14452322067512782,-0.0478278747173275,0.10784142754600522,-0.039520445894478354,-0.036324342332397036,-0.032811270747939186,-0.1804488139220364,-0.07472913390283732
MIA,0.11284777308054732,0.07015820222225982,0.13569038391692734,0.08761071111997147,-0.007293766488959514,0.06511696583124024,0.0252554815759724,-0.01128050451637562,-0.02785491033555306,0.02443786422644741,0.05768746208213031,0.0002620205795873895,0.05409849297648074
COL4A4,-0.07697070011941319,-0.027779350565013038,0.09269879625681714,0.028652459776419385,-0.14023063729143095,-0.016771923804021205,,,-0.03252984795788744,-0.055522859468215745,0.051378751009410605,-0.011301563476022751,-0.0058447145878199
TAC1,-0.09887604540483,-0.01790649164833212,-0.15159105427458025,-0.05726159954988771,-0.06351548546211315,-0.1057344029200466,,,,,-0.033914688828141665,-0.024004519762014752,-0.018369464461482028
RARRES2,-0.06374489578970763,-0.031023999713403243,0.19060114993772748,-0.05662898830912645,0.03796911283627397,-0.11697425022102606,0.010811274927419977,0.05080862667148228,0.24643431164387616,0.2763595776652376,0.06507058928406277,0.10195475800217824,0.24983735032446353
FGF7,0.008448071599758323,,0.0945958774828001,0.041418954583647104,-0.034294387870195966,0.06944717003693529,-0.03549611668820996,-0.03483372047193305,0.020388599683483086,-0.004692961012950991,0.020162045198172853,0.04042188771983494,0.015055138498411967
EFNA2,,,,,,,,,,-0.06427549675929917,,,
HBEGF,0.05792104741836035,0.036540538889636806,0.143076127440707,0.061532460377432964,0.04779048891548383,0.048057897102153586,-0.04376514004474156,0.013430450687978688,0.08759843175972327,0.11152792172528742,0.02894383300283355,0.04424426308068007,0.20669618430258277
CSF3,0.2582228964184516,,0.20371317379158044,0.11480750672998694,0.16298532578381655,,0.21236014311315346,,0.26022040382925077,0.2799128310964083,0.06830471170543755,-0.01922487737340426,0.0010390632793114603
PI3,0.16084780505982496,0.1114301916070247,0.33781023174955976,0.2654560588539213,0.20019286613674003,,,-0.03426939556745013,0.3409537283753247,0.3222596626422807,0.10708396116256519,0.2009634676979434,0.24639683088038863
PCSK1N,-0.14802947022923887,-0.13404032435012134,-0.2550238829032131,-0.18326103561508822,-0.09126389283016731,-0.039938149886442655,-0.05468564172996735,-0.050941953002380386,-0.08997342426115014,-0.2938251694421045,-0.019867722358708657,-0.027760490069659912,-0.16688654324308272
NTS,,,,,-0.008732839095794451,-0.019159973334851362,,,-0.07537542713542054,-0.07830749566287273,-0.0651598344473178,-0.028469421862327055,
SFRP1,-0.061742553041310606,-0.02791292380819115,,-0.027471457074591102,-0.02911732188920067,-0.027627566097323638,-0.006159859414496911,-0.10915975265016149,0.012514413502749731,-0.09759466060322725,-0.045296473913631057,-0.027807864623872157,0.015556939464011701
CXCL13,,,-0.04595664772334192,,-0.015287104141947323,,0.0602022323212706,,-0.009060492450814677,0.10295339387822984,-0.03800518620660976,,-0.04704569940713789
MICA,0.008442599254165494,0.026053519264467386,0.040759052520088754,0.049933810198318496,-0.02556771125576235,0.05171831660399779,-0.06809072068283377,-0.07761966430360175,0.025207222838881282,0.06459269638416561,-0.03171018623465109,-0.033102403250525436,0.036416898945814624
TG,0.032847679732722616,-0.07890742622756908,,0.0681858568725624,-0.04067537890505282,0.05299359118536227,0.003254851678651143,-0.0472358564954612,-0.05956676815365655,0.07859238666273936,-0.006320732093152352,-0.037492177876994034,0.13623260291145164
ADA,-0.05054344948295912,-0.06314656853138527,-0.025920035279515863,0.04577068486513059,-0.01624420915437336,-0.03431380632919194,-0.03800492027376417,-0.15599227074749653,-0.01749743970293798,-0.022432268055733666,-0.062109436925562776,-0.07070638030952009,-0.052524317624556324
LAMC3,-0.014394955612808452,-0.13451078055301682,-0.0935826412747227,-0.04769307786621426,-0.0083892694607393,-0.042154364832588165,-0.007603915412899189,-0.14080721222442547,-0.15318118579711978,-0.10051675318950944,-0.05553623153007471,-0.17019120493356155,-0.15451254510632173
CCL7,,0.09757949969279679,,0.06116362512986841,0.07290718331959449,,,,0.08682468891043353,,,0.061110845383068206,0.22420967789370086
NGF,-0.005693521681472434,0.003414255014800213,,0.08577535280971649,0.03453426802069547,,-0.05891579261093076,,-0.0051602536448099754,-0.05057225464330735,-0.04005482261187777,-0.06031594175678919,0.056369461111034774
TNFSF15,0.016848486458490342,,,0.0012498554280945934,0.010406737387768978,,0.014662989006430361,,-0.01704927937695044,,0.025494595671058218,-0.04412328494225794,0.023449437566227225
HMGB1,-0.0920490678431335,-0.3210057937852036,-0.26418229448070385,-0.09759250836866513,-0.07259001743346763,-0.08820450948771806,-0.09431614311413639,-0.0863343228656579,-0.06349174844882906,-0.10289979393929359,-0.0590459130342238,0.022002440869812595,-0.06660761311178759
ITGB3BP,0.020919242351596423,0.03797724315984812,0.061326599246213226,0.08329279891054366,0.0812537613351716,0.0019477032359255977,-0.05987352837584237,0.05937068465960956,0.06146336761921252,0.09598732320386924,0.04930226472468525,0.10113981949982302,0.03646514617112893
AANAT,-0.0361640028482043,0.001825872477250685,,0.08742361417986137,-0.025523002663017325,-0.014554780802886368,,0.012227746176118041,0.02133642854328801,-0.014279570993112953,,0.05641119841990253,0.06840988277140381
RELN,-0.08415944990726401,-0.047555267471949644,-0.061965652185672675,0.04248430166294801,-0.006559648458458933,-0.032044929029132,,,,,0.04897712386564937,,-0.0578612893287085
IL15,0.02288638023308187,0.04777592140840724,,-0.02927450027047324,0.027847810540330364,0.030484525590530873,0.02489816440247229,0.20794146651039636,0.04499608365661722,-0.030081291155448997,-0.042688637363991984,0.010328358259629567,0.062310268154456665
UTS2,,,,,,,,-0.05421981071462695,0.0241683434176144,,,,
BSG,-0.05546323803467375,-0.26193280771227045,-0.019285682092730887,0.031123645126382646,0.006418393741966188,0.17292154803256204,-0.01397476023148909,0.08241639575413544,0.23090713261896106,0.26711316150085596,0.07656679186810086,0.0968120469101355,-0.003139572809066242
ADAMTS3,-0.034490946405051306,-0.0503157505622953,,-0.030761144758858258,-0.045220204827683255,0.020557513134289895,0.0018958798731019168,-0.26427024219709994,-0.0586603119505812,-0.1388596079112234,-0.029006433265755072,0.01407113837517857,-0.02491116957625776
CD34,-0.09004759242862101,-0.20289334549574414,-0.05809071312186702,-0.005734601570239009,-0.03573798316047205,-0.018512280553954076,-0.05600991344434186,-0.179213358753286,-0.028199154039750252,-0.01101251103741276,-0.02111540021466115,-0.04341716631261105,-0.005779315414226514
PLAT,-0.012641410513762384,-0.28096472505830544,-0.2365605991618493,-0.11826520417538149,-0.021490298572959077,-0.02376585340622272,-0.028587786533908532,-0.16818814117739322,-0.18586895634448403,-0.27427542766446467,-0.03655004288735661,-0.10241963938759649,-0.16808470616299506
NTF3,,,,,,,0.010134808039380145,,-0.11874142840115333,-0.17093831015793787,0.09576570854250659,,
LTA,,,,0.07993199724025976,,-0.014017770758561787,,,,,,-0.028686918950561947,
CKLF,-0.02858068525121573,-0.24048258222368601,-0.04954681670591381,-0.07998190279262224,0.03164128062090507,-0.12801711153658296,0.006316932125809838,-0.0834818276227707,-0.07100357383553742,-0.10954859954662509,-0.006338376882402402,-0.02789343940071318,-0.10629887252901303
APELA,,,,,,,-0.01724672451907556,,,,,,
CD24,-0.03589284800658583,-0.186776302118827,-0.07938011487283758,0.019285938203909572,-0.05005971772062556,-0.1524781611439247,-0.07412515359613128,-0.13994242774003446,-0.16753086922710442,-0.18258555826560036,-0.0016412669463726174,0.09547332017473359,0.06635333867213328
HSP90AA1,0.07745847715953544,0.21768454152265132,0.12857611590413434,-0.018563997028968132,0.08001980853289443,-0.15212178656011424,0.05477186308172144,0.22677471414853576,0.24160582666858313,0.2519825503206695,0.03411286638927621,0.108140118207254,0.1270148494402047
BMP4,-0.05143336126753456,-0.07614505941698599,0.07783776770770359,0.10530484778988201,-0.0028389083390232706,0.025816022846965905,-0.019290557650607186,-0.07321798900903369,-0.05429696725541949,-0.027955591803361525,-0.02407754765650516,-0.027351098117149586,0.03285470256588873
SCGB3A1,,0.008266608918944776,0.0790216780601064,,0.05558764007391162,,-0.02371908712366118,-0.050131763659476636,0.041528733088518316,-0.00339642906792226,-0.0363426176548545,-0.042240373094898136,0.0025266613583274974
IGFBP4,0.0006696711548483037,-0.15484331939542745,-0.05227926969106392,-0.015400492622845497,0.07319762259409612,-0.024250002593370793,-0.11200614612370784,-0.02634183705422622,-0.08504965176782914,-0.026133145232220455,-0.027052654317099117,-0.11957440135709316,-0.10898491436587265
RSPO4,0.0068561724095261,,,0.01995670526620709,-0.03508047697644765,-0.016303520772369635,,,,,0.09821713539244227,-0.037835043236904835,-0.0006174051150684069
