,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.06391016261325427,,,,,,,,,,,-0.009149251198318659,,,0.055063009787829735,,
BMP1,0.0688358274078903,0.02837799125096729,0.06475702861339735,0.007127847616271579,-0.017841873797910277,-0.0023592674381438324,-0.06732310923957817,-0.1500629447168745,-0.4385438412867693,-0.16427019409966706,-0.016937685244286203,-0.17291900551378486,0.08041402526591142,-0.31533064347230577,0.019898349076790837,0.01909029643431575,0.10436652975988735,-0.05084105956260374,-0.018435965539503253,0.18063698520094634,-0.12039028973761165,0.024540353122001847,0.20036555000639095,-0.06876774127918198,-0.03099243799564812
NDP,0.035039281228129854,-0.02640939034242327,0.030836859767887213,0.029106478687892866,0.04141463259818186,-0.009630436006729085,0.1629575370518292,0.03234618361629495,-0.10520932430060595,0.05831399511485217,0.045242591039557724,-0.13428032218370986,-0.03491884326857948,-0.05603429377312892,-0.00924450741250737,-0.07276559726991143,-0.011307486612259991,0.01892196584201727,0.08197929201033269,0.1141191252672616,0.0336710798912678,0.08553639382821465,-0.019429914871712185,0.11462082628249247,-0.06931906115385296
TNFSF18,0.08200230783797019,-0.055697573717540624,-0.009465152600213144,-0.009726080261594806,,,,-0.019071382112446765,-0.05120868193312715,-0.04137786560095633,,,,,-0.03829714514020494,,,,,0.06336807079364581,,0.14888182343133216,0.03067689120665475,-0.038899695961623376,
IL36G,,,,,,,,,,,,,,-0.020860332075290762,,,,,,,,,,,
RTN4,-0.05346324326893337,0.2170390414565654,0.06092102524250185,0.0857970173449715,-0.07843600173134693,0.10510135620618381,0.19299265910762264,0.424028012666372,0.5808588731207336,0.13982591714511364,0.19691807172620732,0.4834530383204419,0.014382309832325111,0.44883070628533606,0.06335391857952975,-0.019143722061635525,-0.045919894813897806,-0.025129011595102085,0.04666134967411459,-0.1529256259934515,0.18846362476009074,0.043310853153312956,-0.0704944507568886,0.32783249077453563,-0.06318904198455476
HEBP1,-0.007444410197212486,-0.09237087635751097,0.02927649942289133,0.010821223134905555,0.08222831885729609,-0.05123441729546972,-0.06756562186949529,-0.2463424169209163,-0.22795601278475505,0.028710311997584025,-0.024911638820386352,-0.20687474215844398,0.035674908537645655,-0.024427566832971346,0.03812142713690356,0.05133492330780134,0.028991684823893412,0.025622309735849134,0.05696270509408736,-0.0023784045638356975,0.05018950313968512,0.027550615992783967,0.002216201637422448,0.004298592803104621,-0.08794318215469589
WNT7B,-0.02255633893918849,0.28846967749327584,0.04748609054750149,-0.01339103317311976,0.044457389220013,0.013407479763642769,0.028876867982563757,0.10290331034037199,0.4002023127945697,0.02431078764078445,0.018757683093196385,,0.03184471774445582,0.11676306234463052,-0.024705638419463972,0.12002680643253856,-0.043575438967882824,-0.02561950372003801,0.043755799827909704,-0.014485406524922141,0.09638016085140541,-0.054420984609776527,0.03693368260232674,0.10977546358355839,0.12415893432404522
PTMA,0.0030415740188666452,0.045145000275814036,0.10527019225041055,-0.04232275923645248,0.10980557632440457,0.0026270899859066285,-0.1231338973741746,-0.45017427410745575,0.09294013993754889,0.02366007483644083,-0.15949997803213695,-0.5990174090804927,0.036055033892645555,-0.4328903027299731,0.055114958058935536,-0.03324055880480285,-0.020764097822941828,-0.09034203143834223,0.030722118608777924,-0.1965537715982123,-0.038894612356611444,-0.12486653946302236,0.12956954749296243,-0.15161185176117767,-0.25714517217407173
FASLG,0.017911922889655287,,,,,,,,,,,,,,,,,,,,,,0.05566017290616766,,
CEACAM1,-0.03131968287707777,,0.0043004313436963175,-0.03775979656369469,,-0.030917676495149902,0.0010080560344137605,,-0.10538353877548985,0.011100857352825007,,,,,,-0.0312241230764458,0.056064836422637356,0.06405284842822467,0.00139912345306284,0.012128373963495162,0.010670112379850655,,0.06120779861152637,,
PDAP1,0.05480989721056995,-0.14140111647860218,0.030330674070198783,-0.0485758994891112,0.040244843487478185,-0.03673611321142446,-0.05192951363900923,-0.19797905217132417,-0.33802702323164513,0.04710771209998277,-0.04783942146365131,0.035496000869245724,0.00022966031670956354,-0.18532179051126954,0.02248082092248935,-0.006251377987323327,0.010365277015310303,-0.09727027966441108,-0.09362361488098618,-0.00962959298343199,0.018467884470193992,0.06197109969106904,-0.05548473662219685,-0.025770834737385503,0.03918135465548176
QDPR,-0.034661725958933916,0.12983242317648125,0.007806388389806587,0.004372890188625405,-0.006964414761758935,-0.034474922352407365,0.20184728717945633,0.14832105248880023,0.14227863894355106,0.09682062105750054,0.08081405247784504,-0.46177395556295514,0.026195977166876917,0.11437558313678081,0.03384803128317646,-0.09199714394347212,-0.07216720430912871,0.14768255000015243,0.13703308599620562,-0.17282097480492206,0.1126601939596484,-0.018231341416368015,0.011942936338476534,0.23567712709591832,-0.06590036297735886
POMC,0.012486239147383756,0.1058799471993089,-0.0011957456691930768,0.005108459818910775,,0.008258703352948722,0.062018866508749625,-0.0270784755820789,0.039692779948948965,-0.01817685766207933,-0.02309234626798592,-0.10649276396213753,-0.042299958659377995,0.08301415070023549,0.012797216128681852,-0.037314980076205706,0.03678301844341769,0.07142895891934418,0.08516154912268943,-0.016208255879250226,0.03180693951035589,,0.05786463690087347,0.1036502366132542,0.03591860034156124
CCL18,,-0.011514540028509535,-0.024811770291812463,,,,,,,,,-0.16270038223835087,0.017119545897533,,,0.05190318441249361,-0.02770776102811624,0.003503939863235633,-0.03484545506838464,,-0.05267477348711014,,,,
CCL17,,,,,,0.0005484468395830002,,,,0.020390169199857658,-0.035578873196061823,,,-0.0013020582603110807,,,,-0.08908518810334826,-0.012746164876109283,0.06189756419797187,,,0.00017480568985646497,,
VEGFD,,-0.011461943867393173,-0.006970362859411063,-0.013536036841101228,,-0.0014564683855843913,0.017235595231837552,,-0.09532209724292351,-0.03433982512223519,-0.03276166973874521,0.0981666201082404,-0.010922897463075905,-0.017983158221905493,,-0.0642791544092729,,,0.027204782742883918,-0.041119860145562924,,,,,
TNFSF13,,,0.02914858216557527,,,0.05481382470800499,,-0.012882503554967135,,,,,,,,,,0.038237886435489775,0.018846999016379526,0.06139810389155916,0.04235550549758684,,0.08512250921639328,0.04873262409060773,
WNT5A,-0.01835265996110441,-0.1305563475400998,0.06584245778383756,0.0316896406033715,0.05768689416807276,0.034852327823755344,0.02213899857209871,-0.29989162906059247,-0.396036663673966,-0.007739886304504732,-0.099307278171881,0.0515160824307922,0.01996477096738143,-0.09573921950364703,0.06040538588896208,0.016089878298452848,0.06993676286903268,-0.0017152484076044733,-0.016845915163160547,0.13939662761650584,-0.07872115404987597,0.04114435569801451,0.07586160971825766,-0.13977611515447777,-0.06321316556450005
CXCL8,,-0.08057891973563756,-0.04675803630473814,-0.03507285859220295,-0.07489977235881862,-0.012170240018703257,-0.10280119857476896,-0.06649613243116602,-0.13489998874938838,-0.06931661552085872,-0.018589263955179115,-0.16531722015030745,-0.003952858396055175,-0.12896063448534975,,0.08727918525273436,-0.048783875689480304,-0.15647323841055083,-0.3154254060028755,-0.03240747985124808,-0.10604113240420486,-0.034101242985872145,-0.06787424542146434,-0.15893535712501064,-0.048955315159548235
GRN,-0.09294564895751442,-0.11114493855155945,0.0807746627738857,-0.07735781412104062,0.04857979810202908,0.009162401368748397,-0.03445803346085207,-0.24747465199147692,-0.4789841765864829,0.01974932418126319,-0.021552282844317035,-0.3773793644864523,-0.012371923363053995,0.04546833782586067,0.07233748551187913,-0.023016513599269865,0.1553298401133434,-0.08383567819223775,-0.02546416493119605,0.18512032138569795,-0.09377939678507365,0.09561448439626292,0.1176789529484165,0.11299738287293729,-0.1353502958463725
MIA,0.0788579395972386,-0.01459973901295173,-0.00015006059538169608,0.06398894879234662,-0.02899623451009925,0.02318542370954953,-0.07203756931037267,-0.07043203188377538,-0.1518291089369578,-0.04391471499557801,-0.02365517738674001,,-0.020040310054526514,-0.030731785272495336,0.11498219681812964,-0.030482288625692328,0.02771175754606768,0.27462243062936426,0.2330302512832671,0.20669262817809336,-0.1083830671422494,,0.03450978989117078,0.003491755163598545,
COL4A4,-0.026122996351741975,-0.029183577429495445,0.0431398154863187,0.026554571094683517,-0.025068981939270298,0.023769720449537544,-0.026104511886763597,-0.02951055256778725,-0.04189814352766973,-0.003601128199196994,0.00038523705671239696,,,-0.06465411198601274,,,-0.035031267320117576,0.10504836308988169,0.0073178541595697736,-0.026850715156210604,0.08224173438523993,,0.08929703443046964,-0.034071054413786106,
TAC1,0.08115734293688352,0.29728353423136533,0.07765056070229752,0.02657831991204866,0.06791532875391935,0.11323537696931389,0.20615364685394078,0.34552525241970145,0.5771868444284504,0.21794223694294515,0.0741005749315089,0.37807004056294224,,0.45730930674880593,,,,,,,-0.0001863905071101758,0.018677104348240905,0.05969599811517295,0.16716383220147676,0.10459479965652196
RARRES2,0.028053351488481204,0.039923355139195454,0.015782189119060215,-0.03145751286996442,0.010173986941693303,0.09057097049051796,-0.2275218430437185,-0.2144277817559959,-0.5233913086309078,0.1484787573751071,-0.003934475575292196,-0.18112763402449594,-0.11866137592750277,-0.2666336534912858,-0.07433611380642144,-0.008123515048480674,-0.024976560657976512,-0.08874026449985811,-0.10966232127833825,-0.05665387516835313,-0.06875864676454148,0.044351638648685,0.02123758724368317,-0.19419524516578504,-0.026118760336783505
FGF7,-0.013783295607851643,-0.11114294998245461,,-0.014956638017209334,0.010388837663118176,-0.048231615382532796,0.0867965795372353,-0.06933600370204987,-0.11461962340953812,0.02860446888533076,0.06111180278843909,0.017904573600705357,0.013567678486732591,-0.03484852957932634,0.15682208369937709,0.026154601216069707,0.056096505976488735,0.08632848979379382,0.02793998312475907,-0.01292015524108875,0.006147400677298151,0.10181617320779887,0.016932908885082882,0.08105858163991986,-0.07859812490469882
EFNA2,,,,,,,,,,,,,,,,,,,-0.07624973929630545,,,,,,
HBEGF,-0.021024638256134324,0.004469344461160814,0.027480929824622233,0.008673216605433125,0.04057338872110793,-0.0017045558252470133,-0.11241746750756325,-0.14586317520785672,-0.19850554234438164,-0.14351471904062288,-0.023520968568559474,-0.22552642498207745,-0.02203343504007402,-0.0830023051687452,0.08373817802774508,-0.026186278200670016,0.08695972436444328,0.03372806315019444,0.014634579884984011,-0.006541516755648441,-0.06875964020606079,-0.0732814043717656,0.08201914496342265,-0.1180639045301005,-0.03987586817168349
CSF3,,-0.055682345734195775,,,-0.0504834318403543,0.022924390678510327,-0.041244150570893916,,-0.041566455934477615,,,,-0.01159737012067307,,,,,-0.12631533390513958,-0.17268718774522557,,-0.05067142866394112,-0.04839757527277519,-0.03663672631497475,-0.047806496506293344,
PI3,,-0.03695663381223368,0.011927752185762282,,-0.04994895369548439,-0.03716685286705176,-0.04514247737193047,,-0.0665924232138828,,,,,,,-0.00264375656409159,,-0.23029454882520636,-0.3093874136539122,0.02397400259306183,-0.14390179723675578,,-0.10284929973014231,-0.11897285313776897,
PCSK1N,0.010811751290376776,0.20597761439241397,0.054125529428668696,0.10257163152370301,-0.03501119885883306,0.015854845314209356,0.07823732783480764,0.2000294676506592,0.3220938653648346,-0.1132357456263534,0.12608902331381514,0.5489359259747008,0.002596340069264526,0.4283046054369673,0.06213952689956838,-0.05420783727499502,-5.5731230753366026e-05,0.10999499600084862,0.1481167147529598,0.0603477507875625,0.196489010084095,0.07525974304558516,-0.0742295047405784,0.2540022917872492,0.25254327810455424
NTS,,,,,,,-0.10960249313159587,0.034177211143523165,-0.08890132063991542,0.000982269016996907,-0.055255930993252746,-0.06042150101125463,,,,,,0.056317899849454206,0.09203139481693019,,0.1111955437269039,,0.025814830189996273,,
SFRP1,-0.03282003434693719,0.08124633318493657,-0.021861395545657216,-0.0045605470775659865,,0.016792785164890203,0.09272940683952825,-0.11722034785611012,-0.03527199775673483,0.03709750710255016,-0.01120441378438304,-0.15911568851192098,0.06956380802848425,0.007176205155129448,0.09033450159627544,0.052672804283827854,0.05256241866758014,0.09199467491896429,0.10184267435404383,0.039365476549309115,0.04171966445341498,0.06762236607611169,-0.013859977493407167,0.05189766613922939,-0.031296669495395044
