,UKF248,UKF259,UKF334,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,-0.02333110753891359,,0.12982447322949695
BMP1,0.07819226232682049,-0.0034581605739322607,0.07848064750745162,-0.0010392409050915567,-0.06609368466201482,0.02355993486320806
NDP,0.017300260750635187,0.006685303992131774,-0.014178845166686438,0.019788812325985065,-0.01603938904902244,0.07962325589390949
TNFSF18,-0.02410261125239755,,,-0.002572034850614803,,-0.007456986330066521
IL36G,,,-0.016310185597654125,,,
RTN4,0.021637819482002024,-0.05856707339314991,-0.01155612396761011,0.031029307633933204,-0.06335694738660416,0.01732572565961373
HEBP1,0.02460063828644144,-0.012404383268752364,-0.008029172470979317,0.030896015122021437,0.05968542597204512,0.12051002199450295
WNT7B,-0.005513643420543164,-0.02275399309768119,-0.01792677358043602,0.013784362786578939,0.010136398601155163,0.011063570367440406
PTMA,0.053250030055696215,-0.026649412310993395,0.0678153366323266,0.006275284196267233,0.004647612257485832,-0.04991665823054664
FASLG,,,,,,0.028842479530266463
CEACAM1,0.050935181191407435,0.020236789885158805,,0.009301263419104179,-0.014826660991910582,0.07119238442669322
PDAP1,0.03559834543131587,-0.03891423525386549,0.015587937170206238,-0.047136291229690534,-0.04905401339231338,0.027358818702814067
QDPR,0.007375415381946137,-0.027928264332257327,-0.023264153165021874,-0.016974750173129376,0.05918291604418736,0.037198364547893346
POMC,0.1424067100491271,-0.011882187651252332,-0.01537194828573422,-0.030713059325093262,0.005652586374851304,0.011351053646765674
CCL18,-0.019143683642050206,,,,-0.051059250181526475,
CCL17,,-0.015228931600426456,-0.014899817589469164,-0.030760717568184964,,0.054095225946700895
VEGFD,0.03560289590308964,-0.01696671152953479,-0.01596859600770197,0.028325866623964698,,
TNFSF13,0.10383967164315354,-0.010504576184420675,,0.07123805728468155,-0.01664934657350659,-0.034960664621469364
WNT5A,-0.002789658810133556,-0.03808260755441795,0.02338370129124418,0.06101404492285099,0.008223232307228044,0.04492052683914882
CXCL8,0.034173312119206,-0.03120438336366144,0.004283132254560116,0.07673555914046941,-0.0069696429155891365,-0.029026325658700194
GRN,0.04813284878034475,0.04958053797783791,-0.008825496006265967,0.034626427505408335,0.030477950216915614,-0.041313216625786645
MIA,0.026495557463917525,-0.032067020866123654,-0.02186972403434352,-0.046982115823675744,0.09321955458079274,0.014145991249966927
COL4A4,0.03732901688947296,0.04079100134130436,-0.005258631871559826,-0.013943227612367761,0.010496110986593856,0.004253181127004606
TAC1,0.02826706387944729,0.025646154591136245,-0.03759643397275077,,-0.010841270656693025,-0.02820601586708461
RARRES2,-0.001848208433184601,0.01747007826283274,0.0764553488464046,0.026161214868158842,0.018821184353171566,0.04911347670448415
FGF7,,0.017821493870463098,0.03420580259396109,-0.07756947771204667,0.006710324820872936,0.06587802156869303
HBEGF,0.06653617694042073,0.01532644219296331,0.0699442575766427,0.009668926173052718,0.04533156545534187,-0.02328260746544007
CSF3,,-0.01815155861090645,,,-0.02125604383401487,-0.022589795655694623
PI3,0.013199858700267526,-0.031324110036343784,,0.1275813566288579,-0.029684560664817377,-0.04908012123593711
PCSK1N,0.014625991920538612,-0.026147392926021324,-0.04217557750372549,0.055536779976246654,-0.05296807380856851,0.08517298005819153
NTS,,,,,0.012056449962928867,0.0042573717591709625
SFRP1,0.007865230815275164,0.07502841998919285,0.01731113037904953,-0.03893391687677348,-0.08175352635047808,-0.03267505780523254
CXCL13,,,,,0.10439973544021246,
MICA,0.13636157147841838,-0.019439000063457654,0.037029057380709295,0.08591656995931701,0.032974426007115365,-0.021345495296690963
TG,-0.030146657476940727,-0.014339675408252215,-0.007137580254546944,,-0.0174940507081097,-0.024175255835157398
ADA,0.07256555398491474,0.034706626605651644,-0.005093203371677544,0.04407280536665157,-0.03408886071186621,-0.0009895487978076206
LAMC3,0.05950533368442971,0.05780004792508714,-0.03407903365834056,-0.02380419616179154,0.03885197135786303,-0.04220432380602217
CCL7,-0.01217700001195617,-0.010367562409246713,,,,-0.023671916112322812
NGF,0.028999780476458813,-0.02375473347935097,,,0.05615750524515479,0.004089735432249215
TNFSF15,,-0.011544787813678157,,,-0.013199638299676601,-0.025917503872468734
HMGB1,0.007908872725921919,0.08528788746738022,0.02871524859291563,-0.03698719488078534,-0.01949881239700456,0.01030640056770355
ITGB3BP,-0.013802938857401952,0.03489576256185681,0.0636038793282119,-0.036724814014543666,-0.03893665689382018,0.08911751916285049
AANAT,-0.01766697441614117,-0.010504577305554097,0.013527848543766737,-0.02467106718106477,,0.04434871537846499
RELN,-0.03814082459349158,-0.018233593754439798,-0.02212698000656544,0.021632329252569575,-0.015943732590478505,
IL15,0.001948134342355055,0.07463909836704244,0.01762553914547977,-0.013439644443880329,-0.03219798027753523,-0.029410388053623844
BSG,0.019440394168572635,-0.04433310485131865,0.017387255326305452,0.01974030257600178,-0.010572848312857484,-0.040989563452073635
ADAMTS3,0.011555678407550925,0.02784071206111123,0.05879410924206102,-0.04957501336368591,-0.055816046454865896,0.08815714205529643
CD34,0.04764203013618158,-0.032435311450593994,-0.042928078284875146,0.01835508720056646,-0.02323996289434561,-0.0317110124478143
PLAT,0.051818125510141644,0.03765893125540067,0.04852712394736629,0.035491162982513966,-0.05044344665729688,-0.021287962113294586
NTF3,,,,,-0.035354694497733305,
LTA,,-0.013287830852632106,-0.00046820682841124323,,,0.0034034338348764032
CKLF,0.09989589085440417,0.042760225261532565,-0.01539614267879259,-0.039733504752950136,0.06399745455774841,0.09973509974441248
CD24,-0.04032088662120733,-0.024882492825855994,-0.019770096260182335,-0.0013673805254435076,-0.059085995067955616,0.025458506024763315
HSP90AA1,-0.040199042462643594,-0.0012083096993878134,-0.056298648442892195,-0.030399898595932565,-0.01634395855140929,-0.033616115602018944
BMP4,0.046525910224666026,-0.031002104517377276,-0.015795203678939534,0.01907175032333829,0.01131153748336528,0.005172777369836886
SCGB3A1,-0.012176998794272439,,-0.012934681095335472,,0.0012987188243120042,-0.04963367922201129
IGFBP4,0.06915765927363302,0.02731808922958276,-0.007704602683140305,0.016844915309922933,0.030033142766049858,-0.039262509506233
RSPO4,,-0.020339353153263528,0.07983761764263168,,-0.018460467690813387,0.014557631819835454
LEFTY2,0.15274153666621848,0.05670086680679067,-0.007539863963411793,0.010675488193641688,0.03676541290545759,0.001115139211686112
PF4,-0.012631681554833156,-0.009045493948909144,,,,-0.03370796466154988
ANGPTL2,0.013868474762991292,0.03190558556105136,0.09195734445033721,-0.07433421251021752,-0.07131610879054208,-0.037715438924502596
LRIG2,-0.00659513513171029,0.00010567809385116069,0.09007314999473451,-0.0038462322540266033,-0.006966571316628386,0.10149548176342989
ICOSLG,0.008751253913445644,-0.03891622207445208,0.011199029026067717,-0.02660737618962211,-0.00492734188281577,-0.030452194245442887
WIF1,-0.022728660667864827,,-0.02691730935003294,,-0.01716079283469864,
NPPC,0.025318661019539335,-0.01403179179168761,0.04127135146686583,0.021689671349730707,0.042497494185001594,
LYZ,0.05132332012727516,0.006351898326753134,0.010209875885446633,0.06155388835681309,0.007799721061579343,-0.0021810489730395236
EREG,,,,,-0.022992823753694432,0.01688535688022493
SPTAN1,0.034141902202469696,0.04635642292822077,-0.0019663901013845905,0.030866359485431816,0.008287643734001997,0.02860226943441433
PTH2,,,,,0.037133780298671155,
LIPC,-0.015464498394824767,-0.016255426310632936,0.017840099442583985,-0.009142957371846104,,-0.03236242567672783
COL8A1,0.06507429086024091,-0.03157542234800958,0.05552128628131139,0.018756032330508588,0.06339330220738458,-0.010411607879344366
GSTM2,-0.004555753988734813,-0.0149458360304196,0.06433912526285042,0.011410729285588363,-0.039192305780104755,0.025320313062054147
SPX,-0.025011382936191578,0.020121387671858882,0.011495516082019567,-0.018142860805295532,-0.008787956847342394,0.050265215142780414
MFGE8,0.029984117044159035,-0.043832086223111494,0.006307866144290555,0.017684935867068072,0.018535187345216867,-0.024624990588911596
TGFA,-0.046967365966644886,-0.04215771135895804,0.03572379227204913,0.035166516905734385,-0.02423180823984798,0.10831759429194265
SLIT2,0.02662147961988999,-0.030786172144077757,-0.04169621659855621,-0.044436957606950836,-0.025551571960033034,0.0009129270628670399
PLTP,-0.00860157765745902,0.023977345835339014,-0.024106404136704777,-0.012422289376839547,0.12490564838024852,0.04204049724006393
APOD,-0.016745471728767735,0.01667114153121665,0.0231843251267328,0.02760070183783989,0.004027495916151716,-0.04274499839603501
B2M,0.10725707610070728,0.018826219941762465,0.013169337757117199,0.043898363321768503,0.1008521668844949,-0.05884549054471627
OMG,-0.04363251341942251,0.008476483493396083,0.012598589402269713,-0.039897385360020576,-0.005953953819592658,0.07579666685219329
CXCL3,-0.03119355730092402,-0.009939560846957705,-0.013349798261730675,0.05266121646843126,0.01652149658163571,-0.0016865316137292866
CXCL10,0.03500803094416891,0.041830400585816364,-0.005373799730316622,-0.03609836892593096,0.03685331198691651,0.010851762405079433
RSPO3,-0.01654090565189203,-0.010504576529384767,-0.013950281891350566,,0.054858832446076006,0.047460291972379706
CORT,0.017526455020687403,0.029586274777838057,-0.03700966464524429,,-0.03070223362797584,
NCAN,0.015083529250113059,-0.047438286212816184,0.04784548181962744,0.03144396961843695,-0.05147457455385881,0.04713368389265019
PRG4,0.018577109323148495,-0.010367564024877415,0.06689470055703071,,-0.0021821151571320588,0.012445329335904714
ZG16B,0.04257920900650173,0.01162921100944535,,,,0.039473151318315414
TGM2,-0.0012952714663821779,-0.024274957443040413,-0.017168187568178003,0.010550465701318908,0.011996928268839234,-0.06756588522598214
VEGFC,-0.007414892671802032,0.04503241918523422,0.003186950200128875,-0.035342839375286275,-0.019642633341131633,-0.026747249323171476
WNT6,0.015316062360831514,-0.014339676003643144,0.032191811438283154,,-0.024500053355816485,-0.03617477208641192
NRG4,-0.011215444515470184,-0.012617799691544142,-0.01941856089470911,0.02735516906741416,0.007823824196936302,-0.02402236872900788
PMCH,-0.012926403373621997,-0.0002566654505800897,,,0.09309714180968016,0.05869590706170289
COL9A1,0.005889210552466414,0.009167484860597404,-0.02212698849366889,-0.01140612433408035,0.0009944994157888999,0.025393521209570627
GDF11,0.04427000528542635,-0.0020436371029835154,0.05818780606813376,0.010966334191686569,0.07798622619753484,0.05334022215859163
RAET1E,,,,,,-0.02635236781218772
SORBS1,0.018898885768063065,0.009390623139853546,0.03432348042860719,-0.026290725503218145,0.012257877420786016,0.036742534928826905
DLL1,0.0027148204828894838,0.02307869408047746,0.058307522026644874,0.018061267497603603,-0.04784754619778448,0.014498742789674508
TLN1,0.013791312529064731,-0.025254533667581985,0.0397006336507559,-0.017395045054022548,0.012322790033846866,-0.07238690722213567
COL2A1,0.036145243306271925,,-0.013552785989507507,,-0.02956819633409473,-0.022443973975978845
SHH,,-0.010773601231398306,-0.012934679964763824,0.04178726865495081,-0.04459351290548585,0.14178910742163672
PON2,0.04460898890231969,0.04390750206967581,0.08365755923684462,-0.06136824566592108,0.03855213498077456,0.08611466712317643
ICAM5,-0.02249394752589794,0.000719632379493981,0.0014449225422550284,,-0.036095898526684565,-0.018592599922008096
HPX,-0.006383414386178558,-0.026213637463758592,0.04272027231142388,-0.02357487215503586,-0.018368793846489297,-0.007197962840317141
SFRP2,0.0047452564671716995,-0.012269964268902181,0.0023266863520029404,0.038503005075652456,-0.03872416922799564,0.061302184368739056
CD70,0.03846878265066858,0.03637350628538035,,,0.0646445024110038,0.022854607883796643
HP,0.025400763577708672,0.034310399522866554,-0.006430946154544469,-0.009134100242425348,0.06381485363192199,0.026627924646356507
