,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1
IGFL3,,,,,-0.019515416531000983,,,,
BMP1,0.011836351307996556,-0.01853066983567458,-0.03570892617123571,0.04366934021092481,-0.022352526710211085,-0.0019142737138797543,-0.04399330588347334,0.07695550421373734,0.07341601997600043
NDP,-0.03765114210788302,-0.01573124230545413,-0.00611199535218429,-0.012427924749544324,-0.009543240628158058,0.010010585239440291,0.04341385708846096,-0.04493017361615289,-0.06474383543431506
TNFSF18,0.010729736568008554,-0.013563572184026955,,0.08809966417242719,-0.028979807679677623,-0.01577693854527961,,,0.054234819065309935
RTN4,0.016569739088627713,0.009901934959313782,0.0704510750018615,-0.025586662788299613,0.09227095046321454,0.06039776514794621,-0.007786592043698164,0.15630079030007765,-0.017316179846457915
HEBP1,-0.06550901601588577,-0.06521913789005254,0.02160235549005883,0.015119063258577028,-0.08250866474075887,0.01788298575192738,-0.013141314740331065,-0.005508084652231047,0.012842804067322963
WNT7B,0.0009922568558696733,-0.004679746294181712,-0.025768964845868714,-0.005478894811591398,0.05654724931039515,-0.004157611640634008,-0.01778569932929126,,
PTMA,-0.00980531268857991,0.00720230392459325,0.019799369911588715,0.029360664865726062,-0.07329540977223425,-0.037021819238283085,0.03602581446235307,-0.19378255932704408,0.05754631277562377
CEACAM1,,-0.01712207218482983,0.03283491245551154,,-0.026917866150638955,-0.02481336572795707,,,0.1411768588403115
PDAP1,0.06434836979722533,0.02234021541682724,0.05196213308082599,0.03804990554694012,-0.06428820842304124,-0.020818341119969497,0.026903399926071207,0.044199808943527215,0.09793574649119188
QDPR,-0.0018592622075050726,0.07756958685971566,-0.03145558141245651,0.05394648638204466,0.05628099646929889,0.018099366329964475,0.011516316269042075,-0.19040241198575236,0.030603354727600198
POMC,-0.0011833317925185323,-0.00519302188324032,-0.007354892468469396,0.040664185551173834,-0.03282693322035829,-0.018306311877030634,0.015836374425158194,-0.020180628662052995,-0.08162103812964473
CCL18,-0.025863621803189074,-0.021366728324334137,,,,,,-0.050934201009568365,
CCL17,,,,,,0.03824825429454903,-0.030298935361427585,,
VEGFD,0.2292774645612363,-0.005727941755198883,-0.02417748626052176,,-0.008945544265112,-0.02096408761498261,-0.0002577850766814667,0.07329378379281774,-0.05313446491239515
TNFSF13,,-0.01612402396796373,,-0.02021261065218551,,,,,
WNT5A,-0.04383348286900939,-0.06362161737924586,0.020041927981531173,-0.016405271752467,-0.003587701108667032,0.029794954243490213,0.024760265707755573,0.062218726876335236,-0.020681835090345668
CXCL8,-0.040199401627120684,0.003556099602067142,0.08960119980182228,-0.028751127679874644,0.019980291027745973,-0.010660635389981611,-0.014518497679797314,-0.07212031058280842,0.007782351684460808
GRN,-0.021886102067731276,-0.041487645939685874,0.03300028818761638,-0.02998031366569656,-0.06129917414927059,-0.007174514939830947,-0.006660899879095244,-0.06909742680345829,0.09887295010108073
MIA,0.08057813487062986,0.0008595509143746724,0.00419688201615721,0.06917968329551796,0.0015278916936708404,-0.038675234833087595,-0.011188086448438807,,0.04010028979283966
COL4A4,0.03240023067074373,0.0976268637222699,-0.0404780160596605,0.0759596135749138,-0.019230994456247822,-0.006965861272181672,0.03185990638318527,,-0.04160533246885399
TAC1,0.06181200026710728,0.10116997818018947,-0.021178212939422084,0.037836233159069636,0.10739566498071701,0.013640704522130367,0.04474867875192404,0.08330816794719718,
