,UKF248,UKF251,UKF259,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,0.02990190074240932,-0.02582378367627444,-0.08748261047854357,-0.03838890910358277,-0.012376539599024211,0.04318167654771726,0.022740013510259637,-0.008281193659890133,-0.035393553694274445,0.009805421729788006,-0.0035992028995746337,-0.09114934584525615,-0.19494412540029335
QDPR,0.01181378171968562,0.001320997927039714,-0.009460255771863673,-0.04068002225437218,-0.06684970693626045,-0.09494803666513768,0.016505447212892713,0.06984690771055377,-0.0026883929732700795,-0.07827169812082013,-0.0011384147812719223,-0.024223978776042064,0.38848017581887323
POMC,-0.020749928175568096,-0.0239779985333169,-0.02117869669803171,0.02866740256130339,0.06434226111256754,-0.0012900806730548045,-0.028606813401491026,0.015275714509593936,-0.04034226574732716,-0.03236846583378914,-0.028585294208911826,0.047298783287470024,0.08023636577351986
CCL18,-0.035236202412509916,,,,,0.10648195141329087,-0.0519681348132823,,,0.10977309458650396,0.10594194563379314,,
CCL17,,,0.011814229964701335,,-0.03479354939045186,,,-0.019012752751003396,,0.008746108810490143,,0.013993652366974491,
VEGFD,0.006095761684769123,0.048007491953464536,0.002023358495873417,,0.03191873361071588,-0.01891557621516083,-0.035241681347339085,0.012172919781436406,,,,,
TNFSF13,-0.026590377507270373,,-0.020272631788116568,0.01323757818378462,,,,,,0.041088809645317595,0.10979612972783363,0.06888877157132495,0.05989545585201024
WNT5A,-0.003888454632493799,-0.05653908661769547,-0.025959107588098537,-0.08085534739701311,-0.03359146959768821,-0.06513488216269481,-0.047868761601047936,-0.014102816785085126,0.19923672837401885,0.0701461446716265,0.008601546064447392,0.11186174879241627,-0.24194428168259716
CXCL8,-0.021715142318575065,0.01784951174725167,-0.05420279773493278,0.13390527525682072,0.039565431353029645,0.0997273872346075,-0.05547502916949878,-0.024611661880004305,,0.24401786854635812,0.10244583116769775,-0.06937296084971134,-0.27760478003238714
GRN,0.004961294614760942,0.014122753138721113,0.010206671233764108,-0.06985929271083016,0.003066356957711779,0.15719888155572567,-0.06458092101952277,0.054724058495677484,0.006852807321390694,0.0536712954963836,0.07637649892391003,0.2137411816877452,0.09110834771088362
MIA,0.02242179061071795,-0.008833893700980106,0.0529749776808334,-0.007618496137734792,0.054585831840179753,,0.06699229718458447,0.022914461240763375,0.026116211729386826,0.0400823644011248,0.16384713658246167,-0.1027940154291422,-0.04629037686882352
COL4A4,0.02531317113492852,-0.028353476044758717,-0.02404580789838271,-0.011313233690988283,-0.03632554202982655,,,-0.02707046375853216,,-0.01702266164942257,-0.02460204025317021,0.034101583407619374,-0.12707058377784647
TAC1,0.01604385599412835,0.035501065340790686,-0.10819529003851865,-0.010289582963572621,-0.14595564281883683,-0.11038860891374412,,-0.03358525243589394,,,-0.030147760598925818,0.042943156817915815,0.14976900635721235
RARRES2,-0.0021428589514078476,0.017372085390313964,-0.09888638193682385,-0.01894760473715551,-0.0686257350209899,0.17139528385487235,0.017855916308647843,-0.0885689527400126,-0.15090041903668724,0.20995477097378587,0.005343743992927371,-0.027470025873470926,-0.253646714487806
FGF7,,-0.0031626562974100348,-0.027361294212723323,-0.021652987578891586,-0.024215526343932234,0.0258156412938975,0.06357693250098181,-0.028199146015385663,0.006324219877298626,-0.01174156309926641,0.02207031991049314,-0.07201755328779894,0.07719386764374576
HBEGF,-0.041044866011501605,0.00890507510066193,0.0649671890265333,-0.03342888638272127,0.08275586946146762,0.09745989739117732,0.025295517467468488,-0.023816636655571384,-0.06841224830021544,0.041837764267525564,0.03288201588436515,-0.11313833008955464,-0.15948737007134434
CSF3,,,0.024610892809568442,,,,-0.05294450260326712,,,0.1397559731323686,-0.02505147607854756,-0.037452242324361076,-0.07288884591002526
PI3,-0.017819792297580694,,-8.498247513826125e-05,,,,,,,0.22211930457372517,0.15489515269191254,-0.1327533716311669,-0.20921321548708596
PCSK1N,-0.06200543709280071,0.030103396210899858,-0.04266383659762486,-0.004215814225530247,-0.009014618357122575,-0.1268521523391745,0.04395666414196478,0.019826338757064917,0.0697958944046073,-0.06730253583723227,0.009436863582044956,0.014292739392650538,0.2803336246250748
NTS,,,,-0.032511654935900414,0.0002393785395417237,-0.014573741037457028,,,,-0.08472993499083457,0.02405255022160004,-0.028482728921577674,
SFRP1,0.009092383129860514,0.013904466782104162,-0.014499047417001202,-0.023131218537575736,0.01720249303282292,0.028479608053431846,-0.06082638464564086,0.010504677112711726,0.049222801610607346,0.04581006507225511,-0.0320390894951964,0.04438271918726236,-0.01342227831007061
CXCL13,,-0.0594288510889094,,,,,0.006049110307360645,,,-0.051944607810227215,-0.004401314791314264,,-0.01525254947178604
MICA,-0.029531575667899733,-0.010615870235755196,-0.0093663329937135,-0.039467222695175816,0.0013450977414666333,0.021564126867926744,0.0423176724376149,-0.01664353464709277,-0.011256558231717312,0.07053829852884196,0.09387795601257942,0.03611583028111372,-0.10912822916291233
TG,0.003318441602525961,0.009026912350736039,0.07079209659897029,0.015669502151367115,-0.018981430565401892,,-0.03893130321023004,-0.016988928688681126,-0.04739418295875094,-0.05506274973093309,-0.020617749768176433,-0.006689629023821592,-0.01593624025628536
ADA,0.016059767863052094,0.013350355118795988,-0.01022496561145538,0.04760334150677176,-0.013515150358926387,0.04121784479052072,-0.011335020309205137,0.10559513953426843,0.006430623782677954,0.0027879337496963972,-0.04160934409225252,0.020966031261512124,0.06733796913605519
LAMC3,-0.04271501867763502,-0.007076895664003926,0.12644927109805154,0.004042347656566361,0.08910226446482655,0.02497658348075676,0.05655273332894494,0.018427512986208438,0.09805346055682203,0.0022058363867600464,-0.03425374765233147,0.2573107985438394,0.12611017145626416
CCL7,0.00778855004158265,,-0.02000821085715878,,,,,,,0.015322496576427617,,-0.07426959488926621,-0.22781243082409497
NGF,0.029812439302710676,,0.007495277320017185,0.0654927715301358,,-0.031449934102049514,0.0037014612508420638,,,0.017912383515539317,0.05938839815417697,0.09926392428863949,0.019804095347224795
TNFSF15,,,0.004720208565495811,-0.001324055369569961,,,0.015217450418695069,,-0.043685439195324936,-0.0033139514964850426,-0.015556536563999506,-0.010131409150993023,-0.10002440276489691
HMGB1,0.030929010516865384,0.0889956342237298,-0.012235178044763768,-0.05707102487840578,-0.021185232724231867,0.12701375726841235,0.021658994995833188,0.05075420130822462,-0.08966910325885388,-0.03169298249829909,-0.05318077808275883,-0.09203246569701867,-0.010220312359165993
ITGB3BP,-0.013666906712803855,-0.07779248342489192,-0.017124023193264185,-0.12437996107191869,0.0028451589652002296,-0.026478691836272182,-0.030278981241520345,-0.06964684498569275,-0.050683692153288176,-0.007435120009963474,-0.0004546210654878549,-0.030355255645616884,-0.14989136546596954
AANAT,-0.03251814531537649,,-0.020272633951775972,,-0.03152353349371876,-0.010936666985029523,,0.0011041735828757626,,0.0006820497580510547,,-0.047236261555151315,0.020898350891057127
RELN,0.025755780596623517,-0.05716197394289611,0.015842849767747535,0.08069003163557142,-0.043785141091232084,-0.08299840440334948,,-0.0025692406948215015,,,-0.018790610271228896,,0.0009012969490043389
IL15,-0.038767133264559876,0.021737638814149727,-0.024818703327649516,0.020381211348378957,-0.05107729492060442,0.1568369140117548,-0.031044550391458717,-0.023653585741177503,-0.004998088311189071,-0.008761480000718299,0.013870247518383784,0.06860847248187764,-0.12548971261992206
UTS2,,,,,,,,,-0.0032056950618194594,0.015518072081994128,,,
BSG,0.005579968890029843,-0.04422285399445603,-0.08955913464193024,-0.027497393394312276,0.1203941665088277,-0.24418080792630897,-0.0475896278321881,-0.05370194185259351,-0.0876025894232114,0.27883107356113673,0.03765899812760247,-0.1989966660273602,-0.12403675674450186
ADAMTS3,0.011813719029531957,-0.057175453486636246,-0.04733872558356014,-0.012070007627754868,-0.03837855281548476,-0.04747855901035971,0.04980885104803066,-0.03930462548816277,0.0007045711084242772,-0.09688556648203794,-0.025779493797034078,-0.08861796239189108,-0.0715684432302902
CD34,-0.014757077497844709,0.015778590564684693,0.05096675420668388,-0.06336058296834536,-0.015493066987025276,0.0037575713290134123,-0.07771545126989306,0.045817585152239694,0.11030584535545497,0.0250549938707039,-0.022997444641451103,0.1255055346107729,0.02456216391080789
CCL23,,,,,,,,,0.03016116378264536,,,,
PLAT,-0.04650582325727452,-0.0004008932863036641,-0.007173833716544523,-0.10382217810248695,0.16740391414700764,0.029008884742132864,-0.028451188271035988,0.08856119390554275,-0.020476312303317305,-0.0643700098167365,-0.030208023800070854,-0.04762805579727707,0.055415968724295266
NTF3,,,,,,,0.0505381761162417,,,-0.031585037553147385,-0.03088906568066336,,
LTA,,0.04078999180284104,0.020610630369358656,,0.007467896414687684,,,-0.009026169846986795,,,,0.045443403009655006,
CKLF,-0.053822578765414665,-0.044010222558063646,-0.002282728515139953,-0.06787211040596053,0.03638096393593008,0.0831854977887046,0.030386058687096262,-0.05297047029350091,-0.03472999096420815,-0.03085557912878222,0.00013090866310729393,-0.04041740809206506,-0.051483513217504134
APELA,,,,,,,0.1185736653740257,,,,,,
CD24,0.10019717067083682,0.03788259872351588,0.021947557604321846,-0.10017968860196066,-0.12859663040781272,-0.05047861839567347,-0.05985225301577693,-0.03817585895428616,0.10538998128087591,-0.1350196795618675,-0.043385437408447074,-0.041784488905769405,-0.019471549422558743
HSP90AA1,0.07036927879708278,0.07654332865897115,-0.061116147504991,0.04545156863089346,-0.007722295231693628,-0.19311664214730914,-0.02563650340031917,-0.016969789219946744,0.12080950954418172,0.1845354096818439,0.04563297251068655,-0.11711689934520958,0.05945195123566599
BMP4,-0.01758337896401602,-0.035195031248375315,-0.039679323369190514,-0.0484642742881256,-0.02430125241819565,-0.047160905011471646,0.026393218909726804,-0.020155300586476223,-0.046903093156481404,-0.0471186591490777,0.03383281861266533,0.07868544262348097,0.08236295460325391
SCGB3A1,-0.022413199168700906,,,0.00890551649502858,,0.015600575116163369,0.03836913122996171,-0.016505161362009177,-0.00601384730881722,-0.03549381911758463,0.0020499163761016725,0.05623611492517695,0.017450693842885757
IGFBP4,-0.029131861332439505,-0.0025927560754749382,0.10378232789058034,-0.08912355133310292,0.11304924606420763,0.09945857746638699,-0.01679176404605425,0.0015106242580813448,0.0607763677443619,-0.014651701348602891,0.04830686737929319,0.163453887571527,0.12786523312339496
RSPO4,,0.023488527071937732,-1.3145281935400234e-05,,0.02431784794018499,,,-0.032811251300514786,,,-0.021756728033048154,0.03277237408496911,-0.02520026221835224
LEFTY2,-0.07216308898572794,0.07596800174288772,-0.018661873284756523,-0.0489904258870205,0.006066393338691712,-0.014694788834406393,0.10772883590222715,0.019779935208215284,0.08800327778399396,-0.05259983859699969,0.056208912595104764,0.0008250163090839949,0.03117951772345664
PF4,-0.008586507796695661,-0.03020084344513137,-0.017456769787612774,,,,,,,,,-0.04129753109143846,0.09603645264653277
ANGPTL2,-0.05486058084938374,0.010078658554415126,-0.03265380168112647,-0.08936026085395368,-0.04417179496230291,0.047171560241808755,-0.023685913299361046,-0.022383958832820974,-0.09209294192405108,-0.047540057230453896,-0.09191386527168764,0.02586749879511187,0.04180388712454193
LRIG2,-0.01248028617594631,0.021316622770416623,-0.030859741910392886,-0.0009910791105350865,-0.006226147870239017,-0.015615630654990898,-0.07430081937931693,0.005612841677914566,0.03491662412059837,-0.01461544630684498,0.046713026487400625,-0.03428367757076751,-0.05819196900626526
ICOSLG,-0.04579606321019231,-0.02446800839627883,-0.01836729280351041,-0.023544703558483423,0.02537469517766337,-0.07275851007927038,0.0009899393406882892,0.027640077339008844,0.08302735649407351,-0.011210235961169449,-0.05072950498326523,0.06886597263913595,0.02885790552867212
WIF1,-0.041834774478772555,,,0.07990065411854926,-0.027248700413068934,0.022528485985581145,,-0.06312655542211398,,,-0.02022498610486553,,-0.08201113839834856
NPPC,0.021167770906139853,,-0.027079754892185337,-0.021671009887395565,-0.04743457686949146,-0.07808126650029591,,-0.036525229886343755,0.04981625322709096,-0.01718778306740617,0.06936315871079304,,0.059653220213683564
LYZ,0.018542871486633195,0.08702636100457845,0.008501214721044583,0.0993153597528787,-0.013822632137551924,0.20621166697213922,0.006481228855039116,-0.04024207662396102,0.08592261811046915,0.08003226688946671,0.01815682476716003,0.207671529858874,0.004422558046469431
EREG,,,,,,0.03541052438904431,-0.015393276758052417,,,0.07304627573128511,-0.027098371585129524,0.05427111860013799,0.09172906343802165
SPTAN1,-0.0013232634743205634,0.018509431939687956,-0.033240908827974466,0.05868545440097364,-0.049439700745756175,-0.17128949419806605,0.013919791250755828,-0.0354839357995324,-0.06580544907017051,-0.05939603961634874,-0.019891424016269765,0.09579178397912827,0.38267626326434306
PTH2,,,,,,,,,,,-0.023119972712880427,,
LIPC,0.018483017282509024,0.012884002150438474,-0.012431215556373826,0.016278214050635877,0.0033466176509166484,-0.038238204357117424,0.0028246213674325386,-0.037157575829853906,-0.03862079347351261,,,0.13721792472046046,-0.053638181883750496
COL8A1,-0.014120438113569889,0.017591544465355834,0.007203359131437263,0.05605747250724804,0.10441645834185032,0.13172370793741148,0.03452173721354231,0.02944094675040982,0.11188965459506012,-0.03215207198414957,0.045447619742225775,0.1313928872786091,-0.10185171336372602
GSTM2,-0.046515208094302755,-0.04049768126877461,-0.03904103869282382,0.003969370991229993,0.0193147499336567,0.03480140987188529,0.003288879677761617,-0.05464465675140536,-0.02333966190613835,-0.05337875970501995,-0.04619039734676569,-0.11825694399261198,0.0318095830572445
SPX,-0.029736939850602117,-0.04440484933218419,-0.02350297948551089,0.025454389689622835,-0.032667501174087364,-0.1873434090099294,,0.017557182227389164,-0.048283086024212045,-0.03518919361652613,-0.005265876176601057,0.07127576966464648,0.2030969456882316
MFGE8,-0.016988125158138127,-0.058959598023913845,0.11357789185310366,-0.055096628518957705,0.06332612271184662,-0.08572085192191217,0.005519761509078213,-0.00861029281754923,-0.04298367065080746,0.02129952150167002,-0.01560296142210871,-0.014391693034151049,-0.00413915270983748
TGFA,-0.03586815458409944,-0.05625650776700537,0.011184392629191912,-0.06115343626204564,0.0483742629108017,-0.04292302181889995,0.04553864242908802,0.027097762505225477,-0.07204277835797802,0.02768837448437625,0.027869625609628853,-0.10678457142635436,-0.10129339449869192
SLIT2,-0.006768275562057763,-0.03991142574600151,0.046136345705162264,0.01718630133924778,-0.05992994912961246,-0.03396357420424084,0.01791370005459401,-0.00961821485874739,0.1380145661262054,0.048266794008939615,0.05202202658924715,0.048691554325466124,-0.17425275886711789
PLTP,0.01784908534163762,0.03467893514270922,0.05200561008691835,0.06764105775382778,-0.03742972696932469,0.23250302399548106,-0.07120464541332841,-0.08590159535414342,-0.06046039691464687,0.018208984978630747,0.11692295812694958,0.26496979622931066,0.11477239695245986
APOD,0.08735368981000577,0.007536164681120302,-0.10935322881999035,0.10452097612325255,-0.028406415597854888,0.03842217128016789,-0.0018886554305321802,0.08888639170618319,0.009718969241932373,-0.012089230300151221,-0.052085635563234936,0.3510326205006412,0.39014025352877657
B2M,0.031463935447243276,-0.002410894521651834,0.02739745278150453,-0.056320157850818967,-0.0630924883927986,0.22208612466595298,0.07943557937810845,-0.09264406214489568,0.1263630674148647,0.11023701036076679,0.049349774096011136,0.18537805343122274,0.16487965111572528
OMG,0.027786545222310676,0.0192084705276493,-0.03240084904185697,0.05321008487921896,-0.155501823791102,-0.06443744869203763,0.10467504285959063,0.093926992671352,0.01985256931291484,-0.17031723361560236,-0.03321896355791305,0.04703184164661529,0.30281836393363265
CXCL3,0.004642659953106903,-0.02378551830839221,0.01935907808056858,,0.056122861643331766,0.03269529113566721,-0.010671821343975891,-0.01703486717887416,0.04554038274042147,0.2552549125380104,-0.003494404265943115,0.06364054942155842,-0.1793470585037054
CXCL10,-0.05097227672131074,-0.0057605489918732345,0.01562571672265357,-0.024824786727944456,-0.031622907514823384,0.03351515119909193,-0.028615611828438574,-0.014583563530163142,0.0869647270194013,0.12723823879113527,-0.029728566746975417,0.004631713022455742,0.13236963912538974
RSPO3,-0.007462107727194796,,-0.020272632453857846,-0.05979159895566073,-0.04216730383446734,-0.03695393312759837,,-0.017801107887019295,,-0.01615001128799123,-0.028183049526786172,0.07769740103567947,0.1848439356077863
CORT,-0.045818496167823894,0.019589344109283528,-0.0454629349146669,0.019948481493265533,-0.06912005886258978,-0.05227837403644682,,0.04161766449981547,,-0.05521696882708943,-0.0256781807881586,,
NCAN,-0.020506048683326263,-0.005943096308619536,0.07401761482569592,0.006797872928320925,0.09052707681422285,-0.045799680982889876,,0.08846420220096933,-0.012261186773258813,-0.15591350449915747,-0.14700749369885446,-0.08426215319272364,0.3121561033323622
PRG4,-0.03370677821248901,,-0.02000821397514143,,0.14380790036742644,,,-0.02081243775161025,,0.046882480657620275,0.028980185401111417,0.11535679218427913,-0.013879618555893748
ZG16B,0.013320913488947586,-0.03634180658452026,-0.023221979317540137,,-0.024124132027620086,,-0.034054131887937086,,,,,-0.017857500062212116,-0.017296060090477718
TGM2,0.00011337505943375481,0.0008911221294242898,0.02321127876127299,0.012154831793310292,0.08226787356633548,0.007280356040744359,-0.023568604478334924,0.01133031807764852,-0.042809548979779344,0.11729256370714737,-0.04226544678391582,0.018380024266299644,0.17555586236304452
VEGFC,-0.04279746064908597,-0.02565419618731625,0.0404721490013234,-0.05709379690160955,0.02117302250804924,0.06716623020093675,-0.0548587864475758,-0.02123992230644256,0.024732546198550746,0.044594826972376905,-0.005299121191964803,0.008256923058642032,-0.1485688215907194
WNT6,0.033761516144445836,0.00557206285587627,-0.02767393624255775,0.014694396762360316,0.07908598947583653,,-0.05623498982008119,-0.018537131638269668,,0.0016427950534867132,-0.028874728776396543,-0.03436459011559237,0.01600056711562817
NRG4,0.09684983185207048,,0.06389204086720254,-0.020257655158486973,-0.020730421726083005,-0.040728347087444154,,-0.024778846778120936,,,-0.028730323860933143,-0.07087906855895126,0.041695969276693494
PMCH,0.0504551206290496,,0.0008223470137878816,,-0.002074775736100212,,,,,0.01066083379400305,-0.016541734271915996,-0.006689237964602831,0.06890897789507651
COL9A1,0.02692633270286975,0.012481046106360949,0.05710573761899779,-0.08145757750448622,0.0016773384052009344,0.0026472171430328853,,0.02179917325888473,0.03262439969693569,-0.09065942977328388,0.04219574741360586,-0.0041869716878341285,0.02119163762329431
GDF11,0.02577447990918339,-0.0023893530842821423,0.027654750995694366,-0.11555000991554018,-0.010209361995504885,-0.09760470224294945,0.023889650364067726,-0.027458431185423945,-0.024392665793879064,-0.06673712942352086,-0.015590192630360513,0.050937226684194994,0.052143723437236736
RAET1E,,,,,,,,,,,,0.04901224760743687,
IL24,,,,,,,0.11504360267624665,,,0.11629754538263508,,,-0.12099698782328411
SORBS1,-0.05648962517126616,-0.025670212389120765,-0.09907017842990289,-0.010465876814306439,-0.0721365540619274,0.04436634545319797,0.10486091188522123,0.030966301713890382,0.0015429568694180608,-0.024756371151750323,0.03532405782160191,0.017118905009495183,0.05477385684184159
DLL1,0.021485867001546827,-0.03402430406514107,-0.06271858475532363,-0.09882463947231578,-0.06641539224987775,-0.08122329565161414,-0.012021464409840997,0.058201990935044134,-0.007519751589636346,-0.13976866131947044,-0.013838148903902852,0.0010838168417390676,-0.054908638874868444
TLN1,0.042070805460606424,0.011183043369565342,-0.0034547748983040976,-0.053584236180732735,0.019732250178979782,0.11381804710052078,0.024341526609247183,0.03915847958669222,0.08575916350723276,0.07891154333786102,0.03946299043536498,0.13301995025150923,-0.07495119547307443
COL2A1,-0.06871796383057034,,,-0.012896144746118134,,,,-0.017293887496172316,,0.04121596940076735,0.04499657171296891,-0.038419028400710285,0.0018494570833263223
SHH,,,-0.0207918193901111,0.0568680362621788,0.014441880035568096,,,-0.016505159919355326,-0.031261635510905245,0.008448852658886783,-0.032343501726449626,-0.23174985929659395,-0.0903397109829404
PON2,-0.028012702669790057,-0.08913070395658862,-0.06235381512293078,-0.06667820566269078,0.0916137824272505,0.07679694567896769,0.03690067688310744,0.006961523034198761,0.019373649768527856,-0.07191564382208625,-0.08263361169866669,0.09120603111030255,-0.03592765119178066
ICAM5,-0.007099006969657482,0.04744415194998426,-0.032405526243400595,0.06686067159911346,-0.02852342656372738,-0.09254651207064167,0.07826782541290625,-0.021606675019316346,,0.12754455176104526,0.06337775968485172,0.0020046505887127593,0.11964715976467256
HPX,0.04117886309587991,,0.005282839690086264,-0.020354272647463943,-0.022264457660272977,,-0.011377361916558084,-0.04195282238807632,0.03928786631686676,0.09239336491364183,0.01619932373528691,-0.02581193374998576,-0.09578958487688417
SFRP2,-0.029798408024619562,,0.00016923796437526135,0.08592770670105451,0.019613414252364892,0.11759310289979469,0.12090766143388397,-0.03237889986822133,0.021105626876030698,0.05179289901945862,0.060685747199744275,0.15786117847138104,-0.018189190837331577
CFC1,,,,-0.04537232214261996,-0.0015503259630127047,-0.033232926368727246,,,,,,,0.0841384758014814
CD70,-0.041470423401721475,,0.027205734438586232,,-0.03218758548773688,,-0.022518513008090196,,,0.08037317806439992,0.040518644013203875,-0.029804661137149743,-0.1781698705868127
HP,-0.015834922164548623,,0.020750499288691836,,0.010281808456644271,0.011419356480595994,,-0.00371056806962386,-0.05035436999218173,0.10505894826661527,0.04703688610567989,-0.00029301659858199663,0.020825888833675463
CXCL2,-0.03875017818400007,0.010498367841766975,0.0038903635609620355,0.028220909895617853,0.08773423392116587,-0.01735109036126389,0.05641014260562609,0.011916875146142581,0.03527222962955286,0.23804188951447114,0.007480162696076424,-0.0321263628785787,-0.15080840320795386
NPPB,-0.028915196180396233,,0.0315221358039024,,0.11123676822189368,,,0.02879924362713882,,0.03857792831609576,0.004772289957460967,-0.10811405650303699,
CCK,-0.041818718603629734,-0.018217417510513385,-0.1423394133287602,0.1326504651492854,-0.12276034223843739,-0.24057085934265107,,-0.010496184068470225,0.145799853404842,-0.13932772857003853,0.04020514132333586,0.0460541305487176,0.4063589845409037
SEMA6A,-0.014355999319226655,0.06632533231193043,-0.01300343947737614,-0.0698341882258292,0.0590838708608384,-0.05037479640297755,-0.0008427156557011461,0.021233062277823792,0.024853388422476873,-0.10705598759951024,0.010585301505620929,-0.036410337856916615,-0.15432005569203774
IRAK4,-0.059761984454776394,-0.019689754969171743,0.03066273914324569,-0.020481529716678944,0.031244268808734352,0.0640173714769905,-0.022931911051640254,-0.025321350797733608,0.05455076067250947,0.007987668208585182,-0.0019165207786651613,-0.007490010029449906,-0.06368616212000755
GSTP1,0.058168267821565645,0.010579783992616288,-0.005322963686722631,-0.10984698683668773,0.01292116626463153,0.12260551502536848,-0.03750313960315781,0.07647418470560172,-0.07095380355505007,0.029030837885543406,-0.007364710226521116,0.06980786993855723,-0.07221059660115305
VCAM1,0.07656651579798478,0.0283052008569609,0.005074418727127515,0.04545941899568817,-0.08507379251256132,0.12794034663062137,0.04100095599232348,-0.031931316800839805,-0.00816806601900488,0.1774748929551047,-0.060420639392264316,0.13809368015037035,-0.09562684425061015
NXPH3,-0.0033720611442220163,-0.04260974222768727,-0.08194564273491586,-0.048242815656658264,-0.03529224599092797,-0.06523675823510239,-0.01908225812110859,0.05867224649895946,-0.03282072151873283,-0.07938317153212782,-0.037303691630171165,-0.011494437701993111,0.0636481461058202
MTMR4,-0.009157912259276894,0.03622456979444884,-0.035894403027440465,0.004569585493751281,0.018263879817682797,-0.060092093737003305,0.0015391645227121901,-0.0003595737730771168,-0.06330451652787272,-0.031193808169295376,0.08836458164504546,-0.02025695753832666,0.022649743279378406
LAMC2,-0.022695405537198652,,-0.019534818219044865,-0.04348220974760645,-0.03346735345115603,,0.04196293747840895,,,0.009366773834365587,-0.0160563332544547,-0.05197938290510192,-0.003218480731521513
IL10,-0.003457762959215105,0.00392182894016999,0.04136284498289806,,0.017982865664583902,0.1516847100908158,0.005736918216654769,-0.0015474351445013625,0.04239091586207053,0.049754498091163314,0.0068355553771396755,0.17147298091372085,-0.00102428291457798
SEMA4D,-0.029322847584235836,0.05795276858656649,0.01231491793964342,-0.08069960689851292,-0.01581307623315472,-0.06583146457780799,-0.05417725820302746,0.10844117672500152,0.0624278121404191,-0.13034265436219153,0.031456654969388535,0.131958795329054,0.10089932829953323
TRH,0.006705708147143204,,0.07326048165700794,-0.02186482373077091,0.03310889357480113,0.024295431422167994,,-0.05998698642397607,0.03605172321445639,-0.10567831681137392,-0.004689724462841274,-0.019551437281215386,-0.13042826614620043
SEMA6D,-0.0065197930472787715,-0.03626636641137475,0.023331556587973198,-0.06399700547268258,0.033491589760062494,-0.07508834367861335,0.03726126567360403,-0.019803403743686533,-0.027813502879611898,0.05497506042779547,-0.050738727299352956,-0.067507746036051,-0.22497273765907777
CEL,,,,,,,,,,0.02297467109398648,0.018869375009746583,0.036084271376477385,-0.013301727887651162
PDCD1LG2,-0.05127754230579332,-0.0177418188913111,0.04957891533846969,-0.030535410826864787,-0.012891381376861357,0.12692981905607365,0.04430103016835794,-0.03252356983868349,-0.0007986930588217394,0.058075927591143564,-0.057659557100431434,0.07077135944376908,-0.13416843634650213
SPINT1,0.0014473547964399805,0.05007836106253129,-0.057939221340102876,-0.039495699392427794,0.023215888036833544,0.00883911149426217,-0.008180769689873859,-0.027906626167974017,0.1059595548921858,-0.019410671472831306,-0.008587134266682884,-0.022426228642902415,0.007947929265548397
CTHRC1,-0.031480346871672574,0.02474900495255177,0.015845184280970308,-0.1019988599815075,0.024764015794959446,0.05393865747098038,-0.05932243045394655,-0.04067315512744509,0.03620569896342879,0.053337400108515315,-0.034798332264572795,0.1277416702462311,0.13506181311035867
