,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.025555197855234645,,,,,,,,,,-0.01704983418353601,,,-0.02837178580540046,
BMP1,-0.04998747434071737,0.10840834277606869,0.19583381240106143,-0.06730537259292561,0.061020145508115055,0.05383599330404652,0.010644000635901329,0.08881079294027128,0.3076969068206093,0.0021088880524330134,0.009551420698740523,-0.04065656306144157,0.1432561960063219,0.014171552823867867,0.12303961986436415,-0.010458076462158373,0.04032805005276683,0.006964580468737266,0.10980608280515052,0.06809812673140817,0.03742391440720637,0.17635655090396124,0.06443775935925507
NDP,0.0039432718612789335,0.038189403447566925,0.043543281827006446,0.006852113095865461,0.03373208633644315,0.05018230157981825,0.10853968153782763,0.03959385953182591,0.09556039200537986,0.02169698106784546,-0.01834860900911677,0.009450224141703743,0.043024743823358594,0.01566389075128176,0.061225829328633546,-0.08160106414191956,0.01644211465692547,0.06370667549749076,0.025746660921778464,0.04088293572198573,0.0020307039702701993,0.013763885117597754,0.03398094815086699
TNFSF18,0.13825097787867596,-0.023614930500845087,0.048153368120451116,0.005560730141576153,,,,0.05723218396242387,0.07275427740089932,0.04701554070134981,,,,,0.030816437482495334,,,,0.07510489852776843,,0.2315201928666788,0.18922886918271947,0.010577458139188325
IL36G,,,,,,,,,,,,,,0.023474684781225448,,,,,,,,,
RTN4,0.058532333798299065,0.10753818191822316,0.0050541123116412305,-0.018148446755519215,-0.041643740638312075,0.0183028321922782,0.05598286977104273,-0.06652844958900041,-0.31025856849354555,-0.04699297230074608,-0.023834984628907686,0.023026441126514485,-0.04705364512153156,0.021093208983070218,-0.022665883074587827,-0.018729350526111566,0.004537522889533361,-0.05518636587348036,-0.1360614300672189,-0.03619308217633035,-0.048209493638755166,-0.057915304202407245,0.000874826335775669
HEBP1,-0.01218967693473847,-0.04017765911168521,0.04722717594409693,-0.00403465613839938,0.06871386919105776,-0.045355523489955495,-0.07299271358449655,0.04883682879445568,0.10754641278926082,0.038466324875109544,0.0064067934368050895,0.06374690532657278,0.06900394395022313,-0.04594294781353841,0.1401873094106182,0.01973903301798058,0.026390349372740606,0.04671198410507478,0.030053818814750527,0.06016751583364048,-0.011112612494083105,0.06553330314957367,0.05192843372489379
WNT7B,-0.04274642892143718,0.1381627854574639,-0.040541394368434014,0.007952785837337021,0.09251253215219908,0.013438564123685447,0.035963274913703415,-0.028653921050460968,-0.11662499290894486,-0.05127048218671609,-0.027001509405853188,,0.08905417981540507,0.05584491117805854,0.09087891692274608,-0.039129871282783696,-0.015048398498047729,0.05337903095036266,0.03636280540865823,0.0009788961497933305,-0.0035179794814686888,0.13494958952705619,0.0022461339499276005
PTMA,0.007143771828862385,-0.12112350600675062,0.10784102306383511,-0.03488756261710719,0.010266161874901472,-0.013893748260944003,-0.01658810274655412,0.07631448195306888,-0.20680154587436314,-0.02972431680664044,0.06873771524824189,0.011679433212318437,0.15586987537209437,-0.04087804787216215,0.057079663746771356,0.019007700130614178,-0.02400281303378375,-0.07086545482224062,-0.1217966027371717,-0.045764412587308526,-0.004952444159232432,0.13880899342375108,0.008187861904889774
FASLG,0.016201867356630453,,,,,,,,,,,,,,,,,,,,,0.0036418407274698182,
CEACAM1,0.03577309637018173,,0.0036800572635072117,0.02529147203442441,,0.014968456084873924,-0.019858999232731975,,0.031928620595078804,-0.014482403979562356,,,,,,-0.024967406237684654,-0.029823824566262404,0.026037479770598077,0.004787718188719672,0.042811522005028045,,-0.013830377037353564,
PDAP1,0.024532884229266437,-0.006043006878039499,0.034871237985994556,-0.034934795720401444,0.023690044809231557,-0.02322884222452311,-0.031842950555375386,-0.027658062926027103,0.23491809726242968,-0.05787575741460899,-0.011235019970821748,0.020846138755321163,0.10764002422923348,-0.030536110287367284,0.07004634139078267,0.03554794824361522,-0.03048930451132992,-0.11595067885762025,0.03254794542730047,0.035225705491614856,0.06863708714831285,-0.011995278919002709,0.02748712871373645
QDPR,0.044017153316543926,0.13332192228217715,-0.09456703688730063,-0.022066599735340215,0.03418599046640535,0.0218587961637995,0.043737989538856506,0.02824174139591189,-0.2597471717227161,0.024325302367920396,0.004457835372503516,0.052770891792217674,0.0970902193991607,0.019346849049508088,-0.03759899536711234,0.01880432040968737,0.06653342460686358,0.043715713272871624,-0.14527698540872336,-0.009748392556061242,0.07809625636721249,0.03512757028846659,-0.006231707576988611
POMC,-0.03284802591497337,0.03654042765367456,0.08149214979297414,0.03373791628647951,,-0.025284129901939952,0.04301356597281444,-0.0167244460542283,0.005673515564368533,-0.0015750837576514708,0.05864744437910163,0.10005988106076748,0.019481543255065584,0.055945184299782215,0.16995945898377754,-0.10112372066371686,0.05976241713767076,0.0409203166681004,-0.006641539333853912,0.010305756305976358,,0.07613367438896883,0.06843976064458691
CCL18,,-0.012687223160658127,0.03870248105289792,,,,,,,,,-0.0021898088316145603,0.0531413160343932,,,0.011427364960769433,0.021976212296942094,0.024727002280370867,,-0.04204413298982202,,,
CCL17,,,,,,-0.027456087249268735,,,,0.03699944132920853,-0.04374075793385532,,,0.07606633231400776,,,-0.05252711709775945,0.002463380073662192,-0.02734693782892188,,,-0.002965670309911483,
VEGFD,,-0.04096253937875302,0.03580334777256885,0.009698420084548475,,-0.04459049945012289,-0.006957150461873935,,-0.006214684585171301,0.030945270662220574,-0.03208437492008215,0.004760193102138288,0.061112534721861865,-0.03817881389737747,,-0.05364214517917658,,0.05347271147881284,-0.0004313663669142339,,,,
TNFSF13,,,0.14228622546303804,,,0.02235736091912951,,0.028496181087415556,,,,,,,,,0.002229368172132635,0.028851365658048897,0.058009221127854144,-0.013914389366007359,,0.04503472481379304,-0.029706957283020106
WNT5A,-0.009189375405219,-0.04003769280072273,0.02728986525966185,-0.03352669472547327,0.06106247785322371,0.03703628437852891,-0.021421954898905658,0.026389310405148688,0.2405276714332128,0.010118808099443898,0.004878566031433247,-0.026821819699406856,0.011268797424738903,-0.04460011920928187,0.02517388558214185,-0.05362104310016919,-0.049089106540022936,0.06189940685456646,0.02887777093241411,0.0677183998066907,0.08729006461945352,0.1230777410892797,0.06205022960483484
CXCL8,,-0.15446706031096125,-0.0321051523356892,-0.03818603016320728,0.023776374479675247,-0.06850998228288784,-0.06395074517293949,0.020787014276713152,0.1630719732840526,-0.00016509742450035998,-0.009679718026961064,-0.09025485572514218,0.001863938164774354,-0.04889475632549722,,-0.06795377234575256,-0.08127729534927021,-0.19476747096168665,0.03871788272258555,-0.05745292484444432,0.005535797654078808,0.03473440227019502,0.007805102135633403
GRN,-0.0533977476161537,0.055718371908587354,0.13344389197574008,0.06264775183751155,0.046516373811169756,-0.009228103979634202,0.09524406550581571,0.04213828609220935,0.2753740189366235,-0.029686766841580337,0.043126396908676104,0.0187704888107115,0.012318786508189603,0.06781087657646227,0.03631648224346751,-0.11655254463281435,0.04737472175457196,0.013110601220578786,0.15369617594498367,0.06889603347100098,0.1100767377248005,0.12397995969569886,0.051845274032841615
MIA,0.020482652643517427,-0.05860250473730318,0.03561016851262234,0.028523360313260825,-0.015021119513934155,-0.03518907654909125,-0.036691632840093254,0.030768677339874952,0.10215559970256448,-0.008115479975815345,0.020417164702289128,,0.0060576689196908855,-0.012364849579150471,0.15178794913186702,0.028986591282259243,0.10593310623258258,0.1702070090977336,0.09345505401882431,-0.06586061950844825,,0.09951812821787703,-0.018714846959963626
COL4A4,-0.01804365529057703,-0.05646932530013404,0.03380540482353748,0.026318072304500173,0.0433446032322094,0.029757458498838887,-0.02088384313180995,0.0046842358793855845,-0.024975357547809413,-0.01675531315151035,-0.007713996700524073,,,-0.0029240884344940866,,,0.11587034892017013,-0.011535951042303158,-0.05866136455928706,0.0589904453760881,,0.12811335861364556,0.02955388891202659
TAC1,0.0032566862235042836,0.10017123971898982,-0.02450305035119969,-0.0036584060403754975,0.02399055475800802,0.05072002279423574,0.08251397266638573,0.007877186075552772,-0.20759853141658305,0.02851087624980022,-0.001519416665629733,-0.011017455848229775,,-0.032172649933177255,,,,,,-0.020826809009244572,-0.08834814533959369,-0.029871354463310105,-0.00973590282571833
RARRES2,0.015803625931683777,0.01292535107977846,-0.05784270582686275,-0.0141469047763062,0.01876719304608037,0.031821068346209555,-0.1132743473230381,0.07654512312203461,0.29380513331454833,0.027607132537390364,0.003398133182416179,-0.02382017339884856,-0.12800836405005392,0.013372164759542213,-0.0057516583693819345,-0.12821614665158618,-0.015807797576262144,-0.08950353649069004,-0.014876615213668126,-0.053100806817417405,0.08613202844342485,0.012240862924702198,0.057170127784078345
FGF7,0.08338118648121193,0.009269166848701136,,0.02753228898356146,-0.018797160271122486,-0.0038413925330757015,0.030126431953323967,0.04008780687172358,0.06980280479747793,0.017892846634568246,0.000594475295579702,0.024499851282413672,0.024628020099609925,0.056932805088255135,-0.04411481194209178,0.0006643107974084243,0.03098002772250217,0.03823425613659,0.018144451968196525,-0.014471225479918826,0.06609286188480495,0.0711108455819318,-0.030713381788159504
EFNA2,,,,,,,,,,,,,,,,,,-0.029302993884769323,,,,,
HBEGF,-0.001007382164853231,0.03868770381310925,0.15133304077093135,0.05944097071209607,-0.0026000213553568456,-0.04412728100713872,-0.030106347384791902,0.057163476346393405,0.19158370993530277,0.030227951274260142,0.03815900518003622,0.018478107054685448,0.08946018220196879,-0.03410989841531787,0.19002003755634247,0.06472275497056777,0.05127832914841268,0.05833230951797533,0.009020973621046962,0.024154686285110614,-0.01757307234236901,0.05615072755214358,-0.043212615053207254
CSF3,,-0.048775481314671854,,,0.02933719627560423,-0.05717081746074319,-0.03927167076471527,,0.05540830678684519,,,,-0.044845723401386206,,,,-0.03930490638545345,-0.09196084180199099,,-0.09104243656983148,0.05949266309444038,0.02453317046669587,0.014536148617625295
PI3,,0.03847518533954092,-0.063636965257176,,0.0014357864681028543,-0.06669473483258383,0.03372788433156613,,0.11758718780060697,,,,,,,-0.05131083937329423,-0.0748167706987284,-0.23780251929902443,0.01446315739788195,-0.14014102935301803,,-0.041304316925201895,0.11587013999177626
