,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.020157766501007965,0.044233413304193704,-0.0005377786504308591,-0.01741345293033785,-0.02223931447993659,0.47351235902697786,0.009985881039613401,-0.03883588445975215,-0.008796195096736516,0.021798740765224475,0.09938804741348356,0.09933597325550816,0.0890771236534439,0.05166837119641152,0.04155551802316272,0.015037463971412358,0.07345071595956447,-0.010648646684956383
RARRES2,0.13689533330807097,0.03155410866694526,0.017620034811103986,-0.03030633580491039,0.03959363238117362,0.5992987712337271,0.038772335891480464,0.04387137552670459,-0.03235183975912854,-0.008964328891001447,0.05131797250169882,-0.18814847191536338,-0.11918743181420777,-0.0035940871538629434,-0.04762993693269788,-0.06995561697569692,-0.03968480618583846,-0.01348056998474507
SEMA4A,-0.0007024064082440843,-0.020430350058533726,-0.025093994026793767,-0.03441245013243198,0.02405604756234753,-0.268977810253557,0.009080450944780034,-0.043625834468752706,-0.009911705988543556,0.034569713165962156,0.02576127298122108,-0.08014695075353867,0.03617486071675537,0.12744806628923297,0.11263067976790865,-0.04497393341239888,0.07813326348342498,-0.024911554794278593
GDF11,0.05635019559654347,-0.021374254068213486,0.034362895532363394,-0.027356175157578346,0.019560689991709762,0.39866857692759955,-0.001061295811692271,0.021984564825609416,0.025345176515879225,-0.018887316726222132,0.0011159798659021696,-0.05504711266555859,0.01215978682204614,0.018346864973075187,0.06666833028761134,-0.03280214857046567,0.0813680293261937,-0.00577511736863421
GPC3,-0.04086870127123063,0.1489368555372935,0.036407367673877575,-0.030959946697967675,0.033317452491964175,0.1316039915138145,-0.033205194370800675,0.07857537362049384,0.05362213584267969,-0.031208266994079963,,-0.09724888609219073,0.12471211887324435,0.16502389910118956,0.09349513857850952,0.06370443403322297,0.07739243046060813,0.14997221956801107
OSTN,,,,0.03456366007782236,,-0.09728415068020856,-0.02655529514664915,-0.011117356704316433,,,,,,,-0.024547035475744754,,,-0.00910652778860687
GRN,-0.1203818023389104,0.026743342542032263,0.02589817219367771,0.021533817754895993,0.012558028657884725,0.5220621262442371,-0.004101143476382425,-0.048830706351425,0.0371695755937187,0.09626814609178366,-0.02615257145609642,0.09637946793383967,-0.04196629133207899,-0.004267719400366277,0.03318040227877661,-0.08095735287420791,0.1514188232674485,-0.07360720598178218
CALM1,0.11302096393056446,-0.033469876479854034,-0.02984759338538632,0.07580872689692698,-0.03904223082955428,-0.6120323642725071,0.02671567014961721,0.03050647984942734,0.07704393065676347,0.008970646836694192,-0.006072089100420985,0.05154259716756908,0.11981120564311258,0.07959598920261927,-0.01703035850837559,0.08257967798486124,0.022998543080308187,-0.17327884824991996
ANGPTL4,0.02765480171496271,0.008751077984821616,-0.000531478874607603,-0.11943897046831985,-0.029265795485080886,-0.02654614928409452,0.06293899372357369,-0.0016365488046038105,-0.06657471852706365,-0.03142642766406943,-0.0035236447461346417,-0.1684172868911131,-0.196665008889627,-0.14827193331135796,-0.06203606121150351,-0.08222610030450064,0.10475443179676668,0.043637537395048255
BMP8B,0.10824708145250458,-0.0025180853893443404,0.052584388981169745,-0.014698097897958185,0.06059582833272376,0.052749166472132895,-0.023937534285527366,0.013939275156770084,-0.04798612349544264,0.026265735742354475,0.11476173784280153,0.10224059598463016,0.09537627568360907,-0.005672547804404038,-0.03476621795854387,-0.06433745930316424,0.20654725672327792,-0.057390493875961866
