,UKF248,UKF266,ZH8811Bbulk
DCN,-0.0009827510359851207,-0.08095612070204826,-0.006047217933676097
RARRES2,0.001090356728191533,0.05860233119432965,-0.028642578662923694
SEMA4A,0.06190706364430523,-0.05099624458400615,-0.04322152171289791
GDF11,0.0056448804103709435,0.04421799434331356,0.0003243134870930213
GPC3,-0.03703664275662943,0.1403382670717785,0.022228923628962994
GRN,-0.04403116039495442,0.06090018755829594,-0.07509223925362925
CALM1,0.07066823632346275,-0.11975994218397568,0.011845401480415903
ANGPTL4,-0.030205100338613497,0.0468412387695427,-0.07288423087003344
BMP8B,-0.018412361532860636,0.09130382270369879,0.005485625510713808
TNFSF4,0.0016919916272140536,-0.013329007121105654,0.03672570042329129
RBP4,0.056084793742095164,-0.06776552482520991,0.053392663765745224
DKK3,0.07111898358883625,-0.10858733321908055,-0.008285796126459436
COL11A1,0.028080530171621383,0.13545464366387008,-0.015295667623699893
COL5A1,-0.06703425889305155,0.016665012440658884,-0.07689147489558344
KISS1,,,-0.017297478212881055
MEGF10,0.09136636282468373,0.04712813167295382,0.052715021457647254
CEACAM1,-0.03276446368406464,,-0.016893068691097492
EFEMP2,0.008554087956199446,0.0762706037551623,-0.01827234795924665
IGF1,-0.011850587372237818,-0.02730068262950721,-0.059701454780713606
COL6A3,-0.03243953002067794,0.03501685068135143,-0.0633353465481433
RLN2,,0.007427062492349893,
WIF1,0.047663816804275304,-0.09876096694179279,
PLAU,-0.03019469625253704,0.07710179527074067,-0.033833516404567214
CXCL12,-0.0010720841892485169,0.011416109415281202,-0.030786625592274047
MMP9,-0.02854123527735367,0.01249254504635222,-0.06943799984058638
TNFSF14,0.049292560539278364,,-0.028748927240310244
HBEGF,-0.061548895114563094,0.005028040980469704,-0.031982620489411084
NUCB2,0.0008080156742879646,0.043663794100156736,-0.02677025727471562
VCAN,-0.0029548770494691305,0.14062308079343183,0.12995949969095297
VEGFC,-0.027724226423603015,0.016544578527256746,-0.03085547465225155
LMAN1,-0.05183906002033316,0.001715037235878449,-0.06798150830967951
IRAK4,-0.020520311208586085,0.06246948771991996,0.04187363383521173
MICB,-0.017473294162328703,-0.020644315931864738,-0.020831575314807692
COL1A2,-0.0505670581673198,0.0605207674142492,-0.07665154800563413
ICOSLG,0.02772154739286421,0.03252948317635341,0.0354551777780756
GNAS,0.01427877372390027,-0.0863912961420617,0.051655727959654875
COL2A1,-0.008071302933906508,-0.014095403618322977,-0.037743341831587056
GSTM2,-0.05307368731971957,-0.01072665572462683,-0.02736903475701646
