,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
COL4A4,-0.019068896874450365,-0.027946558606476754,-0.00919086215191973,0.08860523717492991,0.008092224051741297,-0.05873987466429825,-0.02597796372576358,-0.01909876370369472,-0.013341100052277592,-0.0058938351814563335,,-0.008061642451678489,,-0.0390087371502121,-0.040044875841113874,0.010757918305236987,,0.01499176197803987,0.1618990344428148,
TAC1,-0.0411267302569624,-0.017111214946639246,-0.013388956873330077,0.05095980974418629,0.07182473377226371,0.18066678258096877,-0.023443141196840475,0.02087387885118729,0.07563470262276827,-0.01680900883494085,0.11786898678767219,-0.01484311542996941,,,,0.073101335769394,-0.053380582004581914,0.017003761201784276,-0.037192893394475984,-0.016224893099571574
RARRES2,0.030728149469247533,-0.052418395731069566,-0.0469879098996749,-0.0032010730092158707,0.07735861983097794,-0.15445358242169424,0.017896258536701515,0.004766060141464763,0.06529738872457672,0.01932458551365495,0.030711505530382915,-0.06612874406468452,0.0017178555184364241,0.05393868974014929,0.06070329518539591,-0.007697472379037982,0.1284585048288271,0.05259887507718359,-0.03439362200421948,-0.0459108013121585
FGF7,-0.01575436130285631,-0.017851329547538486,,0.040967823184813575,-0.02395381052797223,0.08028024527156219,-0.004156523842101832,0.06081462076303558,-0.02438403164130036,0.034885589778766865,0.029927830651690152,-0.011201655529995032,-0.013180690695722192,0.062065336867086256,0.05838227587632613,0.07883182164291427,0.08821461930515849,0.06458241647444653,0.013150588966760204,0.02627621006366058
HBEGF,0.019103623282648217,0.029341868898122545,0.10050564893140441,-0.00411514214928549,0.01418570082292472,-0.06591022651126756,0.03514754190540681,0.038772862180617554,-0.01589375062797833,0.02752262417937016,-0.019424540956169477,-0.01204139780684775,0.02918570248364036,0.05715707204797469,0.0074520111225763325,0.012206282933499893,-0.07832728561664333,-0.05294201710609754,0.009229595302243944,-0.010726813849662457
CSF3,,-0.02794653648110283,,,-0.03832813608249915,0.021923635448004374,,-0.020206124392955944,,,,,,,,-0.024606835926078797,-0.038774214918555545,0.01478655061263603,-0.02493318956944534,
PI3,,-0.03310683987686677,-0.03260426415759865,,-0.01655770454796267,-0.04831591737958897,,-0.022752362758443487,,,,,,,-0.04695761841815201,-0.05368706334671535,,-0.04828574818244184,-0.029078211111271814,
PCSK1N,0.06174691987059485,0.11949712428349483,0.00012697226717174696,0.06557852857002335,0.012700107846906677,0.006118751107113695,-0.028192648849082163,-0.035178528881939834,-0.027137467621883824,-0.021848540963338912,0.09191351277384452,0.04466613877346798,0.031783595215894384,0.029578759335384675,0.07388889547742192,-0.056018651135632036,-0.159608179796406,0.08852329647643846,0.019007764843724673,-0.029052839368559503
NTS,,,,,,-0.05898828482009513,-0.03171319130335732,-0.024835757501223323,-0.028231143525672638,0.06345828026790576,0.01508358003723824,,,,,-0.0496927539837825,,-0.032910972090841234,,
SFRP1,-0.011430003727314907,0.07356808602639814,-0.05279260540692078,0.02427003428816831,0.004068402938894227,0.010363527650671904,0.05086573896086681,-0.04271939114095854,-0.05241931083122553,0.04984755981836282,-0.05729342694873744,-0.06254860627815022,0.00922397372954214,0.05088513009350739,-0.03135765842098903,0.05790476970757532,0.1020415897316894,-0.019333246920135255,-0.027158282430107383,-0.028274816133487084
CXCL13,,,,0.12225309965344772,,-0.022242149707907343,,,,,,,,,,-0.020790390892591045,,,0.003576288193657804,
MICA,-0.009993308673394896,0.020524264804279164,0.09036080980535124,-0.03190959866423909,0.004125268790591025,-0.003294732533963846,-0.01105984110613487,0.022849111338691868,-0.028839215377666864,0.06783806479881703,-0.05430632030367738,-0.0031038251846596068,-0.042719429037150515,0.04444017996514074,0.040581414313390664,0.03535490837689073,0.06715493997653205,0.05079396633945316,0.03413544342909317,0.10996601178924256
TG,0.12050608281814407,-0.02227785017192298,-0.04164908420935397,0.015225575811732754,0.00849876300232982,-0.04760256112274585,-0.02626602748916581,0.03924582929019344,-0.023846894111368803,-0.01927910826752926,,-0.032904469157891816,-0.03510952765804694,0.04369013972522547,,-0.020251804090095804,,0.08559648216487933,-0.025168781909146627,
ADA,-0.005378514088870027,-0.03294530095868769,0.09975696894731097,-0.020593715782502985,0.011210729268073438,0.03605893042841163,0.09188429187234526,0.002884741671140505,0.022244362100756573,-0.021896010335325067,-0.0605314639931661,0.031299191831669834,-0.01670190435794819,-0.0026513435236525575,0.07384672304274496,0.0743989663443721,0.0831707335361853,0.01814436842892948,0.10932622302668354,-0.0631355551095538
LAMC3,0.0017592150614138935,-0.03412306049956548,0.1550545038714989,0.04425528117891576,0.06658096224897414,0.04986845803930741,0.11215362778193251,-0.037998305169537165,-0.02074960069493599,0.008103996898763172,0.060918549740010146,0.0443380240813043,-0.10495830378084701,0.10533945084467002,0.05789068187379109,0.07222956224464887,0.10404188630900496,0.0573697175032133,0.07333729484402318,0.03815082570322883
CCL7,,,-0.01971315132943408,,-0.02189174777678042,-0.029488984008928135,,,,,,,,,,,,-0.023288780704122942,-0.011125354481581485,
NGF,,0.019538410358307168,0.017607096928828354,,-0.050159585571511164,-0.020032640659664286,0.011884571012512009,,,,0.08072409415815576,,,-0.03099976957417968,,0.06508924363274056,,-0.007683625899648649,0.04672818454148902,
TNFSF15,,0.09791297340739441,,,0.07494204714327682,0.027703010574534368,-0.015726236582589346,,,,,,-0.032362096779199566,0.01368462681579868,,-0.015280422662845954,,0.009130732784124865,0.04969735799192475,
HMGB1,0.0020834227391357315,0.019723491475047875,0.013417384876667217,0.009493578159618652,0.014136817641896388,0.017507305187292894,0.0827119481395805,0.02420609353346345,0.015332527090098483,-0.009789244471454175,-0.021336118244633436,0.03955385167809836,0.025598864866942517,-0.021159861493962435,0.05975389689009758,-0.0038179128922803474,-0.03751979307724624,-0.015022137891685402,-0.03307285861093389,-0.010884124845118031
ITGB3BP,-0.02514009442524629,-0.09937369576383165,-0.033865376181082936,-0.010175441918404176,0.03367116045984222,0.0004366584130633698,0.04448168773641486,0.04438440383090224,0.0031849781440321597,-0.006003032176398662,0.026309476844229514,-0.037360683455738626,0.06746758296838644,0.03974982478736764,-0.001926902562852539,-0.0036487141784321006,0.03870319118990425,0.01649964610156339,-0.011875108836253307,0.09960642063696508
AANAT,,-0.028858127552737693,-0.02860078343242797,,-0.022181063185091613,-0.0009611189446327253,,-0.01822647101897951,-0.021445651236036936,-0.022223336913978157,-0.03858552554641245,0.01750031208114444,,-0.03213543836456997,0.04490105791476483,,,-0.0076109122396205925,-0.03260349845901124,
RELN,-0.03948635045662883,-0.005266845651507335,0.04751792755143763,-0.008457219030442567,-0.007053623234769695,0.028495674066232084,0.04310893249719111,-0.013645862559807083,-0.03431408217929246,-0.014975833047459763,-0.007500244750064298,-0.03253009643797658,,,0.026332916612785685,0.02195364104026253,0.11019788774208317,,0.028647086982584197,-0.043989974059968524
IL15,-0.008067277823477012,0.01321354708930018,-0.039141717342437814,-0.029675332207828344,-0.019279181518162204,-0.00645288032703905,-0.017354095112494392,-0.03079330083869669,-0.001991942443418029,0.005992894784137931,-0.00528242455482135,-0.015182433504939955,-0.02450151973810795,0.002431441170537917,-0.005352303452201676,0.046776035303570974,-0.041009624865228494,0.010889168768397876,0.06727588265433285,
UTS2,,,,,,,,0.02161954839740021,,,,,0.043889415610695634,,,,,,,
BSG,-0.023069370126166357,-0.04980162380863222,0.023720214897501337,0.06161993269150055,-0.04002420764733644,-0.057583031156071954,0.018802350405093655,0.02432466081578554,0.03413138341018704,0.04048636869063714,0.1452704850531202,-0.0723515078199313,-0.11102838071773549,-0.009209014865708605,-0.011264975011790062,-0.08400982639528173,0.09460416411037163,0.018116313254141942,0.04551749405419032,-0.017737080069088237
ADAMTS3,0.10443270857598089,-0.0022576008654024734,0.08469792595917335,0.03609000396297715,0.026386211746172963,-0.011522918981598363,0.06117519655764487,-0.03899794436314022,0.021253129591420603,-0.0037292108784770395,0.06411257461863555,-0.02974730365624191,-0.02898641200360198,-0.02025912963418701,-0.05567693918740205,0.079599249672649,0.04079695603879396,0.07301925659951178,0.021362678182470635,
CD34,0.055727446421231945,0.05561564840339251,0.17669356442044878,0.013854824990720159,0.018321068601854725,0.08718573441364834,0.09481292033594585,0.007881524935538264,0.00763032722887063,-0.033885709518826995,0.07092950784076278,0.0836614123420078,-0.0029160692680019825,0.0690244814346464,-0.004135969155752199,0.09819705082551206,0.0780239167847494,0.038316091258409624,0.03728645206006418,0.033644065268207686
CCL23,,,,,,,,-0.0025527469863618492,,,,,-0.030537182408307786,,,,,,,
PLAT,-0.009417312072681528,0.025960262395413054,0.10253814649216178,0.05176463408097295,0.0773108290446715,0.015912139623606356,0.11214710286369642,0.006991975697381477,0.015192026185048974,-0.0010035775174298178,0.06620583503308825,0.044303311604823384,-0.013688262921346887,0.13544552930225107,-0.021174669360696726,-0.02287964121442412,0.04299612536722226,0.026461332086135343,0.041826818129704325,0.0621396532924257
NTF3,,,,,,,,,,0.06537404989138765,,,,,,0.013600651490624826,,,,
LTA,,,,-0.015227749923975074,-0.007498747792713385,,,,-0.020654397126696464,,,-0.027251863097622286,,,,,,-0.033162401172729616,,
CKLF,0.022482888719079122,-0.08200866396574433,0.06517839102088628,-0.002332069169021381,0.08722679991475456,-0.02681100276386848,0.0007772293217004949,0.030468937111195752,0.0292340235561918,0.022484875039335262,-0.06996184989347433,-0.03862317483884953,0.00028749298615087616,0.011028062033893503,-0.023743409807637127,0.008140898283726671,0.03437288449934136,0.09365986736611594,-0.0065830832500681094,0.026173213030760333
CD24,-0.00628867464687488,0.012756440491541466,0.0094424595356776,-0.0011940731299084635,-0.040951371063522514,-0.031172823369601727,-0.014194659684079642,-0.04367679520838262,-0.00022375845068494822,-0.006665020592545208,-0.0013364218900247897,-0.013635689185949387,-0.09220778188621966,-0.04066707423021504,-0.04223543684344813,0.04252457563000307,0.00920196626661668,0.03458795887219959,-0.037852182678739646,0.012877356441945664
HSP90AA1,-0.040490795277687994,0.03248986420301253,-0.09033590616718898,-0.031720298682019296,-0.03625640531659026,0.1463518748604144,-0.10805596142430608,-0.008426650958824855,0.006581961220261379,-0.02625896062342953,0.06386427152214094,0.0313474065007221,0.01120884448830549,-0.08493165332318446,0.06413796346032209,-0.02923680682690834,-0.06279524368425074,-0.09861385443784043,-0.021604470780224788,-0.02616119493053255
BMP4,-0.04901795837687599,-0.034846056870370276,0.07906987430923042,-0.02038582481375926,0.015528535019075224,-0.038179272220396174,0.023580588736506623,-0.03440570243142761,0.008871001913158363,-0.0122600108452197,-0.04350755519575462,0.03820377728164354,0.01978237027212363,0.021916432077533975,-0.04935412735368754,0.029076301094508712,,0.06683569491672064,-0.02878402001694195,
SCGB3A1,,,0.16874652060531886,,,-0.023428505742937634,-0.017012859323623748,,,-0.018745602046497833,-0.007250308404534363,-0.019015989678703882,-0.03768533633343012,,,0.06322352483583116,,0.04741316217619364,0.04898900489094847,
IGFBP4,-0.0040076167137538515,0.0997856261869066,0.15570684422485612,0.03262395833492049,0.03531803304191849,-0.01655202455127886,0.07727990365905169,0.02104998640828059,-0.06916898808857949,0.04721037309946909,0.04945525440145662,0.03571026989798209,0.006652088813506658,0.1110364518736492,-0.007178990103440633,0.01275610186521746,0.13765324046573357,0.04486353743108786,0.13525861412382628,-0.06972950685274608
RSPO4,,-0.01966877069383044,,-0.045532586903242966,0.051532562116183664,-0.02704030405191932,,,-0.012203390760902226,-0.01874559930452948,,-0.01980146140943668,,,,0.014321985554356808,,0.06538000754848336,0.03282215199711416,
LEFTY2,0.07380142445663883,0.0979525741730845,0.026552493456328825,-0.015991957888117695,-0.005571101700222765,-0.032719341258131356,0.02734680588032724,0.03412695180549053,0.05085717329791383,-0.020554778901133375,0.06442754711319197,0.04948685634121562,-0.12617133806150316,0.06009346498643413,-0.05117949411288465,-0.02906255865886727,-0.0634974790812624,0.07426438858022302,-0.01988656747068379,
PF4,,,0.13521353931133914,-0.03256962109334765,0.04012635769076535,,,,,,,,,,,,,-0.03316239349870401,0.029874098188103864,
ANGPTL2,-0.004270631686162233,0.047279303474367845,0.07381821382046463,0.07274540767044654,0.035143819244765076,-0.018013722301711364,0.03059528558166385,-0.005716055776283597,0.029009346784747085,0.016107746018306703,-0.0733532164542763,-0.04103265588157367,-0.03263604119454758,0.0840889806999803,0.029444443971611084,0.011638145027102687,0.021953219991796648,0.03445976365182745,0.021596655740705913,-0.06472314323831681
LRIG2,0.04680488547695965,0.035782388420635004,0.005299996406117734,0.01917176549858689,0.014510271883311556,0.0195964436580276,0.03327571332054104,0.026959756312546764,0.03772915723753998,0.02344415632036758,0.02058773507088639,0.019138741954859668,-0.06808639923288276,-0.009100228816893602,-8.022146788983986e-05,0.04311593120828506,-0.11277014011794449,0.06541695510747671,-0.03453904723169889,-0.04456542397225448
ICOSLG,0.019699438817696875,-0.009307392956685,0.10766159434023469,-0.011809339035126012,-0.04305969219440568,0.0016100291997169513,0.06479390868841649,0.004167407669603102,-0.0841456506128408,-0.017893063177592962,0.049442254134936095,0.02559325076691049,-0.028813335275333873,0.0524707291635418,0.007187218959697426,0.05655816494391367,0.050053103599292936,0.053637502207255265,0.08012318934113281,-0.020456271242924085
WIF1,,0.07284791159883637,-0.017402373543809014,,,0.14068273572785817,-0.010915685662059783,-0.008297898530505658,0.01129791873972206,-0.0027181498576633566,0.04259376467025828,-0.020546743321794358,,,,0.055383861467084836,-0.04173084671886004,,-0.03955187208618369,0.11298796285172098
NPPC,-0.005568340295761363,-0.04014110144750414,0.03980148112269244,,0.09802967071134609,0.08865369600546909,0.048243985406369955,-0.025694591611257245,0.027347348321194804,-0.026051795587018308,0.051092764022910034,-0.07796447503610143,0.08404801105403578,-0.03847884201727407,-0.007496370478002044,-0.027460491532271283,0.007770811463257951,,0.010814159463432288,-0.03432980667782579
LYZ,0.07773176510191199,-0.020404055287308393,0.09195494295713344,0.04105509963556799,-0.004705361326119999,-0.06127565645084757,-0.023501369499708102,0.014189939388931991,-0.013740200247045637,-0.0490025069259703,-0.07747170648671525,-0.011246503948157337,-0.0577191115324485,0.07319880866842515,7.65290165243352e-05,0.06746882277820464,0.16765266452621488,0.011187105527608711,-0.013510421045318756,-0.008887354431128121
EREG,,,,,,-0.0380521236402997,,,,,-0.04222023451823743,,,,,-0.026617400961462954,,-0.04109278279523915,0.04564330020782938,
SPTAN1,-0.017197888081556034,0.010908953726854345,0.03557351616987465,0.06511834571601001,0.04880753245968302,0.05282732633948568,0.03278745061614289,0.004668986084311165,0.03392293911987524,0.03556282273609363,0.09847548759951989,0.02750605872733719,0.0606500602980252,0.07272942000972661,0.059749470359624614,0.05244056289136599,-0.0026908104439354362,0.055240799339877196,0.09829157751064346,-0.058830446035057604
PTH2,,,,,,,,,,,,,,,,0.013735608661921283,,,,
LIPC,-0.029752170792134106,0.06829886169118814,-0.011536305585508302,-0.023070853753707016,-0.03432433572611333,0.0733165012795312,0.005362003492394541,0.012132476317582429,-0.031802491073870336,,-0.035370914483423437,-0.04281012847851041,-0.02861021610635538,-0.021084106811834157,0.011292712422570433,,,0.12393031979298537,0.11975819820640292,
COL8A1,0.056224883711343335,0.005165776821963838,0.02669093135688556,0.019579646877661592,0.057225728785119265,-0.03209442601709832,-0.016647670866603403,0.03481770650422817,0.0056917388887508516,-0.04534245521434124,-0.07656430544872578,0.006337239595195096,-0.039477522982990475,0.050386505648745236,-0.040994791450817636,0.035669201729286185,0.07417469121797865,0.05222861722753923,0.01271464918351535,
GSTM2,-0.0792367066322669,0.005110737383673894,-0.0017924300022014355,-0.05242067115767548,0.014147454153187989,-0.053009454764171356,-0.025521516771174108,-0.0032800985497712758,-0.015325674932941274,0.04392391415822572,-0.015975534003538457,-0.06976561921401181,-0.01342279207618513,-0.01753953126153878,-0.018156720987451174,0.01892710421691317,0.09299231334666272,-0.03709021692839583,0.02927308586816397,
SPX,-0.019260677110887574,0.0012381796341807464,0.06475844103464068,0.008127610691573283,0.11380139690425407,0.08980586735962581,-0.00040070494993438613,-0.005899471204293409,0.00040699389960630733,-0.017205642381672007,0.024241512755132765,-0.003076991265430448,0.044990443213131774,0.08751461998873063,0.06493423161279598,0.06015466200756533,0.02674673982355564,0.12008148864979838,0.1591835426738374,-0.028291513158337115
MFGE8,-0.03643463537792825,0.008459822420774896,0.11439622547054278,0.024153852043615264,0.0420821087943263,0.10804809206512722,0.060678362209400476,0.004512610576656817,-0.016764751198496828,-0.02601381623479923,0.07342041983840102,0.005909370790408227,-0.01664408633407947,0.10069839673560192,0.03115238681467058,0.03170142791679433,0.06895189754096288,-0.008000630429991766,0.044479766930422514,-0.054746098328240594
TGFA,0.05997182660257221,-0.11814231830912265,-0.02404567008897094,-0.006401663498938146,0.02080600002606426,-0.06534210250234762,0.0334619925420566,0.019112090212771965,-0.04226603200287649,-0.011479218450505644,-0.007944643034347464,0.009222569746328886,-0.014226964628312227,0.02482645843478688,-0.04330438658784301,-0.04702116060497474,0.11896918516659213,0.07482563709035335,0.011651124842214523,0.10548120520727496
SLIT2,-0.006623432999604132,-0.00977911387909367,0.03132481663288104,0.01984651254372422,0.015377611639808447,0.003905772953833568,0.057721343191004755,-0.004723175312982068,0.02311942111648507,0.019263461434208633,0.07971332311519992,-0.004299766960608494,-0.05574570166802062,0.10215752913503995,0.01836719672468716,-0.026362650306053562,0.08358990707041518,0.013000239494363588,0.011531417389971658,-0.011619300752288857
PLTP,0.006288467500305739,0.08565230234034961,0.023158830686141114,-0.0205236531232567,-0.03198387057540462,-0.15219887295566942,-0.0034677776363753127,0.01231188579408437,-0.015742957135582356,-0.048216686211169174,-0.08439128757648484,-0.05707173177970381,-0.053975360803283454,0.07442416737045322,-0.004396304721591135,-0.03132878908953246,0.013799629115832171,0.04824856177125983,-0.026754254949211773,-0.01862071246893611
APOD,-0.04821765392177058,0.056452372314331103,0.04475323153960878,0.0392231030683972,0.05185174142577858,-0.02398254360204917,-0.009843314749546727,0.02427359401866565,-0.0023182111469000283,0.035363596237306526,0.03372335382555809,0.08075169777216598,-0.049723056832801836,-0.016559221270019516,0.01815199566304507,0.014283934287493206,0.040946727659945455,0.04704373528977698,0.09219323333961008,0.06124500791823363
B2M,0.0482311388607694,0.09254549558008912,0.08174196688638839,0.011243032944816683,0.0685273275464144,-0.07578593940376153,0.09773192826165775,0.030127866060786306,-0.02844537137366956,-0.006347395690836652,-0.08254229798845181,-0.04358008121427267,-0.18221320919135553,0.13419879236078883,0.026764419488334155,0.038032786402027396,0.10638065328024311,-0.0005638134014592748,-0.04409353807661807,0.022026999322222955
OMG,0.03635431411299595,0.019183065363317015,0.010709498807465188,0.06692976528468392,0.10522104625308536,0.05139374533937348,-0.03295038211463363,0.01893766093860081,-0.009043656753073826,0.027467755632676213,-0.013842872348922036,0.0703764821777438,-0.03529935713148242,0.041826985830305204,0.022032894656981356,-0.011578419012570102,0.07756821416998239,0.15932797651898814,0.028466855250448383,0.12829495874776525
CXCL3,0.025551008191185172,-0.062074931017313977,0.0035405518286517447,-0.006668705747402836,-0.05274044885241779,-0.06098663695596734,,0.00772101339286928,0.009481176425900547,0.03694901517735065,-0.022784289156683735,-0.01962627637177671,-0.0278062641871496,,-0.02352320369718768,0.05452974898731416,0.014816902033032544,-0.00021124679998372244,-0.0014339583642634928,
CXCL10,0.0007726810982139525,-0.06612914066273176,0.015404764027748178,-0.022547519795338585,-0.045414831225991846,0.07657241637585596,0.1268639170755789,0.037772200385668586,-0.026160803387553302,0.008303053847140347,-0.027208925786397123,-0.03118852828277986,-0.0194399790632882,0.03133145189252506,-0.02974496263637012,0.0652546838433771,,0.030970825422254378,-0.051563313291652466,
RSPO3,,,-0.026777808649214013,,0.004711514924620142,0.28358987555577814,0.03957700510289082,0.022657736646786785,0.05211650944051531,-0.036384100735046866,0.1153904245773533,-0.020509080549082667,,,,-0.04636460596630861,-0.07169430301431329,0.010767513613853967,-0.017406466891125804,-0.03442693841691403
CORT,0.06620231280279283,-0.022052157357817948,0.03910625860609599,-0.027137999908439535,-0.030785971550245955,0.21201268816561689,0.01748885798917397,0.021701582928488495,0.051582270951219256,-0.0008367330839812929,0.011198856863070645,0.029186131515952125,,,,-0.014290468578084263,0.08795838766156144,,,-0.03676239413505164
NCAN,0.015445425315203244,0.06387857233123707,0.023983951824373368,0.02788749301236164,-0.028179515271827563,0.14534631495319733,-0.007106432968453139,0.010889468916044835,0.014997764031434723,0.05821859414340188,0.0707886945436062,0.032606693172989615,0.06440206993917263,-0.0035200415593720676,0.01597433244670822,-0.01638523822982377,0.06910605358249439,0.004165155607324529,0.0775625659193265,0.018035087557241022
PRG4,,-0.030096017162541622,0.03868864394454578,,0.05954236694670664,-0.018744391323661392,,-0.02592649966213849,0.016613376030012242,,,0.03558538037380641,,,,0.028763521262625685,,0.05336837654946513,-0.04482516267768694,
ZG16B,,,0.0217871209085553,-0.039192245489963765,-0.025408054609505955,,,-0.0279918227542113,-0.01641179349198069,,,,,0.0027843881447556147,,,,-0.029468504028473362,0.027463404271690563,
