,MGH258,UKF275,ZH1007inf,ZH1007nec
LAMC3,0.015220956712409502,-0.024004765996072014,0.06530877100343546,0.01974588873837282
TNFSF15,,,0.0014429189851436527,
HMGB1,0.05979227233494028,0.03202664097847369,0.0013736296562193522,0.026245127393805745
ITGB3BP,-0.058063139671760224,-0.011393090657945462,0.05811005484203462,-0.05000300689697362
AANAT,,-0.01185674217740919,,-0.05496114632722296
RELN,0.06079372970789427,-0.02610471890558776,,
IL15,0.0354246847837259,0.004262400721394638,-0.05440408635687368,-0.06334843336374002
UTS2,,,0.030365202487930867,0.009988693650910964
BSG,0.013013623047719539,0.004753383097266386,0.0901465357096614,-0.03271186700560841
ADAMTS3,0.0447169289288469,-0.042286909094631835,0.09287263229794636,0.10825146394220268
CD34,0.04872841262756613,-0.018532235770442017,0.03267597216560098,-0.03910538384833581
CCL23,,,0.005862049701866674,
PLAT,-0.006900356874083746,0.010808865734580756,0.09708674317108433,0.00021785461123633736
LTA,,-0.011419278382628238,,
CKLF,-0.033957003691810386,0.023443000732722614,0.04683040456356103,0.04353962863453426
CD24,0.08197725161969517,-0.011286059639398306,0.07450378801158881,0.10906840293845875
HSP90AA1,0.005706060099804297,0.041919329615705825,0.006001604788047043,-0.1507022793441663
BMP4,0.0222487029221223,0.011674881427678618,0.04130107087296287,0.09823535123256026
SCGB3A1,,,0.01888473997897953,0.003558246874432188
IGFBP4,0.03431316114258764,0.007841583740448783,0.01392073071452855,-0.038646627973292526
RSPO4,,-0.013281315946969616,,
LEFTY2,-0.004769883467206933,-0.007340656766381648,0.03012855592044597,0.0491637456812872
ANGPTL2,-0.0011430587053112037,0.00653694738955339,0.13441015115906566,0.009555234936839537
LRIG2,0.02469587609120184,-0.023910592877525907,-0.07822877982772601,0.0853646254288969
ICOSLG,0.061127261572768814,0.0018857408658543371,0.014257304400696854,-0.08104560457634206
WIF1,,-0.010248876939242781,,
NPPC,-0.006326158154607168,0.008841647512860826,-0.03286388440771795,-0.05680107491785877
LYZ,-0.018079120322528022,0.05891894257389738,0.05462236440910071,0.016444622431043665
SPTAN1,0.016725960851360924,0.030741171715851598,-0.0011494852782983611,0.13768077380352217
LIPC,0.08659526036933096,-0.012479733661773245,-0.03484878533174879,-0.0409515599426054
COL8A1,0.08065201313621562,-0.013985411039006208,0.15732779612283304,0.04100618590839512
GSTM2,0.056607439780560126,-0.031576898753942914,-0.06842333859340678,0.12732794072381542
IL4,,,,-0.03914578296591307
SPX,0.07151371576556906,-0.030492916368433425,-0.04356738297378877,
MFGE8,-0.027661031148281088,-0.04198857440088198,0.0668558357923012,0.03413547887381378
TGFA,0.0519344813108808,0.0013228875488011098,0.04529907591980042,-0.05407822992452453
SLIT2,0.018223508171254104,0.010245889457889646,-0.04219187273236052,-0.022526336613888955
PLTP,-0.0007018859404899357,-0.007730739436223979,0.08565437896851986,0.061391916415233984
APOD,-0.023281547784961512,0.017210618194260938,-0.12630578490185101,-0.05153894103714197
B2M,0.008123506971382177,0.023019261047643083,0.12351105598327594,0.06677669796456935
OMG,-0.027923147693718675,0.007878309092475848,-0.009216149758328488,0.0778050107465424
CXCL3,-0.02703401168832331,0.0011039487333539065,0.010031831792677184,-0.07933568550283954
CXCL10,-0.06002753947116357,0.030604466579933008,0.00870708297451206,-0.08437472317626354
RSPO3,,0.07903178808447466,,
CORT,-0.00527205037155167,-0.015388193392024945,,
NCAN,0.030609287108514665,-0.023278032572786548,-0.020511371795642417,0.13429126661290988
PRG4,,-0.016972994532042242,,
ZG16B,,-0.009073653299756663,,
TGM2,0.022925734181117027,-0.015024367732283758,0.08040865453152872,-0.08694453541071179
VEGFC,0.02380598804402563,0.021829051854983992,-0.056058702211287705,-0.04437448725252158
WNT6,,-0.02019309178289687,,0.10484900402988923
NRG4,,-0.0014823470090912691,,
PMCH,,-0.013281315306002671,,
COL9A1,0.01785263046056548,-0.001635114608009524,-0.07211130357522728,-0.01867401058500107
GDF11,0.026805218710287418,-0.012198959218199485,0.009848357889780909,0.0037446745646072996
SORBS1,-0.011228683626574393,0.05615839030814144,-0.00041968582050873,0.0716149897884501
DLL1,-0.006642208450697024,-0.012693110373832226,0.041144561824706674,0.008065658173475496
TLN1,-0.004397156439153848,-0.010898213983973424,0.09268406288503278,-0.0707439212247122
COL2A1,-0.03153080341225236,,,
SHH,,0.0009058164265716348,0.08360164015350331,-0.03805604710844807
PON2,0.02693924422589937,-0.024763686672187476,0.08770115697070228,0.07565550048700191
ICAM5,,0.06874840207116029,,
HPX,0.13903344542281726,0.028426377723517502,0.009592813170389245,0.08697292801324322
SFRP2,,-0.014840538528580291,0.0007516527104835553,-0.03914580600650555
CFC1,,-0.01141927907275422,,
CD70,,-0.021300953728448833,,
HP,0.019405780916722414,0.03924866620278405,0.048913821013549776,0.008242867406243129
CXCL2,0.17541750638434622,-0.0026873408865753963,0.018723364448603837,-0.055425377037558475
NPPB,,0.01781635311402114,,
CCK,0.06400146047835224,0.01970175554550116,-0.034848813459489245,
SEMA6A,-0.011226371456144569,-0.01820262489510483,0.011335474295123096,0.001292821444562847
IRAK4,-0.0033419359331620926,0.03321726730717721,0.0666017420505585,-0.04883170234904575
GSTP1,0.06066165798175694,0.05856879563425812,0.002378075117416435,-0.050886514703890315
VCAM1,-0.011430828454666787,-0.01375666908201051,0.07314282576395316,0.01719729597094136
NXPH3,0.03491428343737646,0.0327923308943317,0.07056176055957653,0.03065750211516536
MTMR4,0.04164521157600168,-0.012653083984499637,0.05029256268228285,-0.09105402344317529
LAMC2,,-0.012587858569523939,,
IL10,-0.0070592093190994035,0.0323732427713799,-0.02792469664749867,0.054990266896152225
SEMA4D,0.019220484918496237,-0.017493048912188322,0.01458540733924206,-0.001933064479366965
TRH,0.02813760711898818,-0.033171030701622646,0.006846160011893286,0.11942894162569301
SEMA6D,0.018573344224067544,-0.036176681843288136,0.04448767699489519,0.0055031633404945424
CEL,,,,-0.050141437929726175
PDCD1LG2,-0.011639013919110841,0.009428473217270502,0.11447304364569837,0.002676538842172895
SPINT1,0.021703197264174846,-0.021868653527376054,-0.028837140594217256,0.09465675326751037
CTHRC1,-0.02751535717477311,0.023513411712349504,0.13467220351548095,0.024786117438981174
PODXL,-0.003919659982703127,-0.02619468253988563,0.17148896276351153,0.011613749575686956
JAM3,0.01978129382554091,-0.019724806248546223,-0.00971585249431729,0.06350337790346382
TGFB2,0.041163893462227666,0.025542310393922817,0.11207819268630188,-0.06774997872340159
COL18A1,0.02129293144599546,-0.00047332029057113405,0.10402211733983366,-0.017756927334884803
NODAL,-0.03811162495274501,,0.09159370179449827,0.0064479127309110445
INHBB,-0.06737956065579206,-0.004735783595174934,-0.049636412505164075,-0.12857696514239475
LCN1,,,0.05439548788681597,
ARF4,-0.010335816738510925,0.021603179596276827,0.031723353046102874,0.009653058585372411
CXCL14,-0.0030130730743224273,-0.027191923979726133,0.06675827529576206,0.0637313217905608
LIF,0.07267240832742637,-0.01962891125228498,0.12621711950700126,-0.07742319272199465
IL17B,,,-0.053409937783110886,-0.05162389619307915
MMP1,,,0.08770245570104795,-0.05971279085314153
MATN1,,-0.010124767087970029,,
ADAM28,0.006740054538244504,0.023328280102171608,0.01800674075763842,-0.0289878266106995
TCN2,0.05023887136936489,0.042007319664883414,0.03816162973379849,-0.007226353719496952
THPO,,0.006552760343567946,,-0.04963961463258622
CUBN,0.07071483767184167,-0.02845489770108517,0.011836270247716288,-0.10484171142561041
TIMP3,0.03328067899988712,0.010558111047630435,-0.042508900990383014,0.06786078754957359
PIGF,0.022479705270168807,0.04954420963943969,0.017099420117876567,-0.06745111798204859
CRH,,-0.01593874678612121,,
BDNF,,-0.014900096682471631,-0.041121273810213695,-0.009376677664989088
CCL5,0.05631803376931264,0.03505808025185593,0.03427365238490996,-0.04737746216100575
GAD1,-0.010472575706188196,0.02972795030883592,0.034864656558981806,0.06502260940279037
COL14A1,-0.009760903909199883,-0.021993185160598595,0.024086059207519734,0.013078169487504728
HLA-A,-0.03199689851851798,0.020226536197577423,0.007986430971030063,0.013486021010849983
CD5L,0.014106420586527401,,,
FGF18,,-0.010849086819412119,,
ADM,-0.041117840057876054,-0.014808443587052272,0.0907955786221771,-0.13267799646863843
CCL15,,,0.09998736424769511,
GNAI2,-0.031483872836244056,-0.03231363405813053,0.032511293766392106,-0.13457243720889805
COL11A1,-0.0032874408497289187,-0.020720557972469297,0.08687956819059818,-0.05435613572194735
NUCB2,0.023621188972626585,0.0025816793314282433,0.07178519949088208,-0.05482733762987424
CXCL1,,0.02558261942989634,-0.036273308049800695,-0.0372644949613045
VCAN,0.013140311086597186,0.013187950904326637,-0.06484650060768853,0.08287988582120347
MMP7,,-0.009999185108568875,0.08820136353144542,-0.07103334054745158
PTPN6,0.03383225965240638,0.0003448638704561197,0.07071933776517303,-0.031614994843410224
PTGS2,-0.03827269866015388,-0.04280335009117443,-0.014206309096217009,-0.059041035923384326
XCL1,-0.030101327431444856,0.1660345141627158,,
CD58,0.05945840119148416,0.05116886665060926,0.03090764156515929,-0.049005756086735054
TNFSF14,-0.00976532538289624,-0.026483293658207663,-0.043167893620895285,0.002578624154038286
CNTN4,,-0.017697746329364085,0.14110575093320513,
INSL3,,0.035564579201813745,,
MFNG,-0.04207663947484708,0.02626014489842855,0.027590637951045095,-0.11157682733098746
ICAM1,0.03745083263817916,0.008623450740263258,0.09319130440235426,-0.06339716863966607
PROS1,-0.018239690556465002,0.036371385003302385,0.08947338154025483,-0.05007997932746251
CLCF1,0.05126357187902082,0.009582846111585693,0.10726901396636546,-0.020988456553876052
PSAP,-0.03601173180118623,-0.03228042011553803,0.03825955362143169,0.06729641448474946
EFEMP1,0.06250006034224387,0.03427471922076623,0.09212308477920399,-0.12422733501283217
C1QTNF1,0.02446954652038484,0.024872953905787427,0.027189166274620317,-0.040592340641692065
ALB,0.11999421320680663,-0.01258785824730748,0.016909705037239375,0.07734450896718958
EFNA3,0.008484139432974151,0.07585555529150165,0.06662147413699682,-0.060281905122256944
DRAXIN,-0.0010755443719543678,0.0016552474212704095,0.0270054614539902,-0.05969550738420416
NPTX2,-0.029328315401257098,0.025253882893458663,-0.019360951244163628,-0.09369614234718833
FGF11,0.07575444080696561,-0.05130995905871566,0.06124447778578573,-0.03618588427759986
CD59,-0.035380116326541755,0.05184986265969006,0.10106416385347544,0.07435583140466166
COL9A2,0.008508838091723394,-0.00359914536960142,0.052332983350438324,0.08158467817136489
DLL3,-0.03857879013588396,-0.00978648774241093,-0.059390205673703476,-0.0034318263793661494
LIN7C,0.07137185070631781,0.002942308301874185,0.0018506103797635823,-0.05837481078909437
GDF7,-0.031179093975418588,0.006472659580341324,,
PSPN,-0.015765853007130695,-0.015553081343627172,0.057445251749628064,-0.017594938511286313
ANGPT1,0.021050078506049168,0.03731730853736651,0.06315839080278951,-0.07411512189223197
PNOC,-0.0014897454299156127,-0.020683541352947393,,
L1CAM,-0.025859573651720282,0.03754236291651814,0.0382858547288215,-0.04269196246248439
APOA1,-0.0044112507041713465,0.003324466700890125,0.014556244983434366,0.023669143258831432
PSEN1,0.01092870136468064,-0.005594437861003008,0.0306192508154037,-0.06232342013076236
CALM2,0.05420469441087241,-0.025178352014402838,-0.07377486542850953,0.10798717038826725
CLEC2B,0.015802556186437843,0.019935496313978684,0.0263202686625717,0.004412301229814124
NTNG1,-0.0002937433151236186,0.017260067252393936,0.0030644388063124487,0.07494573637409964
LRIG1,0.09061636049755055,0.011169703833643843,-0.003171799240924815,0.16617301536074744
CPAMD8,-0.027434926890720152,-0.012789556459887793,0.06918274349983046,
GHRL,-0.011273766623464973,-0.01036401926115672,-0.048871737575324585,-0.05634520723579242
NPY,0.05774184966063729,0.032872872078907815,-0.042359363212059076,-0.012539300348272801
MMP2,0.008620526997073902,0.031170889198246506,0.10872906968954371,0.11411623588862933
PPY,,0.04874699431607799,,
ALKAL2,0.03159130726711604,0.004163695730084755,-0.057984701034078656,0.036835788494328954
CSF1,0.004852716259666689,-0.002900499416424744,0.0726114522394687,-0.021457046641733955
SEMA4C,0.060008131456168935,0.017998610800817938,0.09670473448683778,-0.027712071068439027
ICAM2,0.0661896645805708,-0.01713450491949611,0.02276890702887617,-0.00032378748326099407
SYTL3,-0.03214475833677763,0.032215091697860514,0.11564377584256558,-0.037711803273883925
IL1A,0.02727419907517579,0.06103964446763027,-0.07920097935526624,0.021958184791858393
HLA-G,,,,-0.04437448725252158
PGF,0.042713526088559516,-0.011990823673770403,0.10145671131391445,-0.008081937130377746
LGALS8,-0.04265685180459184,0.04535287437682216,0.0814030796962681,-0.06653135273359227
DKK3,0.06083097567205602,-0.012670625504867934,-0.005878456551016499,-0.0018274237269452556
COL16A1,0.09720369911387174,0.05188040714558154,0.10381009527398742,-0.024112672989702034
TPH1,-0.05110983356042942,-0.021617846351046174,,0.04158251911190862
TNC,0.0006256858391302115,0.010504126825846007,0.13467651387310572,-0.1107569668281751
TNFSF9,-0.02743491386965748,0.033397133452356426,,
C4A,,-0.011080500496009336,,-0.007243446697164406
CNTN2,0.06055621813893126,0.025091253468591368,-0.05937928487080943,-0.013173591906748355
LUM,-0.042192194895919743,-0.022055234705903346,0.0829600479004412,0.024633377244249258
IZUMO1,-0.026214929304908763,,,
APOC1,-0.03488877907451129,-0.02902193574221859,0.09258076947902051,-0.003317984474889156
PKM,0.04808864679872328,-0.02552374421486472,0.02274685726645776,-0.11171076257401585
TNF,,0.046599726632154295,0.0067164759296906885,0.05441579707032019
GNAS,0.027128314830502483,-0.07661452682555667,0.13151434222669045,-0.07472430059621425
BMP8B,0.014510038941383254,0.04366779946656526,0.06970296170649813,-0.07573838154665664
LIPH,,-0.008933912437401286,,0.005008586291627541
CCL28,,0.006576956505987453,,-0.04035749167803936
PTPN11,0.017630479856874395,0.020596534656725268,0.002181055023661813,-0.03302598551340501
ADAM12,0.0516036644585836,-0.03404092026883553,0.11738642046404536,-0.06621500685629238
EPO,,-0.009347085463842608,,
EDN3,0.15169954737457272,-0.014487521472221935,,
CCL22,,-0.018820559005205045,,
CCL2,-0.015374227728093798,-0.00039736391207182456,0.053681922015689325,-0.0722176146413556
DSCAM,0.044175313337333565,-0.00707998023945427,0.06973873563780014,0.01978900384837646
ANG,0.04613798838793571,-0.03593541621499638,0.12849738769799873,-0.09085976916635907
FBLN2,-0.03612577150366538,0.0037729044772766484,-0.022554291811518322,-0.09738843071712604
VTN,,-0.015356211719953456,-0.007254506095938866,0.04982655000623356
VEGFA,0.024541604707507186,0.02268731532223511,0.06022210936330687,-0.11819238527064929
F10,,0.09841893124842603,-0.011039057788306465,
SERPINA1,-0.027415643314889156,0.01624937412894842,0.07497109636959053,-0.03373561440534029
VWF,0.020337230246215237,-0.02819976756097116,0.06628677071606598,-0.03645113782651784
VASP,-0.011748555975902556,-0.05632180649472415,0.06087923362807065,-0.0826986233200976
ADAM15,0.021138692423862064,0.02307460893404754,-0.0007058952374454772,0.018891801382901596
WNT2,,,,-0.026011947901193648
OLFM2,-0.034229888055786625,-0.019197155428968035,0.012484429287777231,-0.0224289511240054
MFAP2,-0.0072857263419760015,-0.024547234267410484,0.09519543384778317,-0.007660311251145089
HLA-C,-0.016077793630053468,0.026683346652982064,0.028377153750778435,0.0747644968671107
THBS1,-0.012755456228104953,-0.010165154219374051,0.13618843471827913,-0.08001368769254386
HSPA4,-0.005659658172814808,0.01625256766947116,0.09521372704883857,-0.07486426898320604
LMAN1,0.00523093364048474,-0.021490508447431635,0.051052850074725695,0.009801424402576413
LYPD3,,-0.013086671480836202,0.013273471956021533,0.12565262699834107
APOE,-0.024424080991985977,-0.07736159070187952,-0.04254447811347962,-0.007477012637003727
SOSTDC1,-0.027434924612032847,-0.022607501580416592,,
ANXA1,-0.04878203938666948,-0.019690864989365196,0.041437409112127614,-0.04702266219317955
WNT2B,0.09964665314079053,0.023478307034884648,-0.008009483326860885,0.03312863634640867
AMH,,-0.013473350513631879,,
GDF10,,-0.012587857895798646,0.08716351452385801,0.14626595193750797
EFNB3,-0.010295801077809785,-0.004881400660466734,0.1082590889061598,0.13135650939332277
LTB,0.03128034389455718,-0.016263206513050795,0.0030369260959047972,-0.06906484218928417
ANGPT2,0.06939056901366354,-0.06699142263647409,0.05702152706297344,0.007447694865985874
ADAM17,0.02119629885926069,0.0151542615158437,0.009995648909404652,0.10718022625966354
LRPAP1,0.025759763742872158,0.05679292917714205,0.0014924226976545732,0.10105747784684715
NID1,-0.00048002689509496726,0.04670958435743696,0.08160613785298819,0.019353573001197985
MST1,0.06246342884676388,-0.0201187500182866,0.050614336950544285,-0.061936763739232986
IL13,,,,-0.012605258029222428
DCN,-0.004584671662867701,-0.04490619378867883,0.03265678666877368,0.016029289597852193
IGFL2,,-0.011080501668461085,,
COL7A1,0.01871131933233844,0.0306084240185266,0.08085768801091645,-0.06076147146853006
CALR,-0.0372056454851278,-0.01501982783214494,0.049486846105356364,-0.15143478297496601
PIGA,0.04840330926912333,-0.02553182461282189,0.032007332615498145,-0.00926200973402928
CD200,0.010494835310574869,0.044649368720652755,0.11205573041477049,0.10025699897327986
GRP,,-0.01720381962608007,-0.023886090415169963,
CDH1,-0.00328123077955558,-0.0354784143874815,0.016311671854206077,0.031380161324933944
LPL,0.00990738536224463,-0.006801347922787996,0.09237420615395037,-0.07452283375971851
SEMA5A,-0.04180774866109342,-0.019505627460647237,0.0062366969304547245,0.09087709828977586
SEMA7A,0.013613816336613726,0.006157505179713233,0.011482137069745693,0.040891825390212
SEMA4G,0.010850477896696568,-0.034223038002925,-0.002780923849218928,-0.033421961236579624
SEMA3B,0.013656384284087154,-0.05284264257284498,-0.031061594459249744,0.05449948979737946
RPH3A,0.05366892292711925,0.01454114566687916,0.023923704081954898,0.11052453951314
JAG2,0.06987864701886858,-0.02286424245193525,0.06828122129249607,-0.017073364960405214
CGN,-0.04061091287877684,0.07081269119791186,-0.011958907712362778,0.01639769152674021
GDF15,0.01927918553298746,-0.0008573764082274277,0.10857752330031128,-0.11294299868032491
SEMA4F,0.015282440297281185,0.03895307433771708,-0.017999220361439146,0.0956493443546107
NXPH1,-0.011986803604506468,-0.024809312634988392,0.03280346806096336,0.10002057121962826
ARF1,-0.01279844596071965,0.003638081190217077,0.003012750305103828,-0.054769190972340454
EBI3,-0.022098365997551644,0.03855542633909204,0.0364363823245864,0.08160646513113629
TIMP1,0.016187017608111174,-0.02122192603811335,0.15433459653074263,-0.09152654433103752
SEMA3C,0.035895548495815034,-0.004908838532925672,0.029090664664125628,0.007744935956723267
GAS6,0.029890601904197046,-0.008348004269204026,-0.031669014533649,-0.00701247125962391
MEPE,,0.018409401831664316,0.005579861681071412,
SERPINE1,-0.02522635691169623,0.00018690495672350613,0.13603213606612144,-0.09876535678103411
RSPO2,0.022433397332172863,-0.022117146351394685,,
SHBG,0.06516536741709307,-0.018820559076619812,-0.033869528560485675,-0.03790060488019693
LGALS3BP,-0.016395902121773793,-0.00384190432785865,0.019973608011759476,0.012376725434171001
LAMB1,0.04842570774519297,-0.008504553956666938,0.13737825320765898,-0.04065670362214198
SPTBN2,0.06494849955290641,0.03321680951962147,0.04768188378205803,0.11974982454221218
COL1A2,-0.018269004637026957,0.034037038693879966,0.07764250667736926,-0.0021951000065372392
DEFB1,,-0.009872074414512865,,
CEACAM16,,,,0.04865882337935189
SCT,,-0.009073652939889905,,
LGALS1,-0.001859189095531486,-0.03844610523564356,0.020599634382202022,-0.14710209072257033
BCAN,0.04265590488511693,0.025140736540273503,-0.14007891922501406,0.16901699871598666
ANOS1,0.050944361731401856,0.03064492612721242,0.031955056539408805,0.016425070974749854
EDA,-0.028891424704169767,-0.01421752086479753,0.04720649767173487,-0.05307379121323548
SHANK1,-0.034548380602711266,-0.013281314483893029,,
TGFB1,-0.07967375000579097,-0.021617845133325674,0.14198235698158568,-0.05985822495012426
MSTN,0.0622445510840911,-0.0011070415675061794,0.18023204401158266,-0.024458683273047583
WNT4,,-0.013942741286267234,0.015425457196775938,
TNFSF4,0.032615695217550096,-0.02385619575393751,0.05489787398732944,0.05080792267250249
NTN1,-0.02427794576513431,0.002251040914812839,0.08011140891501589,0.0019087059699142044
CXCL12,-0.0031152751763693716,0.03253567266304054,0.09406088567866393,-0.1268464047960131
GNRH1,-0.021238364898891072,-0.021044631823525724,-0.003374597860472163,-0.02068512570551003
RIMS1,-0.0370432483264752,0.022464068025892674,-0.04590272035649472,
FGF14,0.011895154867571225,0.005958952811655876,-0.005220977999877157,0.01968253761998537
IGF1,-0.013339323626840477,-0.02362237100480643,-0.04599513070001596,0.1131582970369128
TNFSF10,0.04072329205380037,-0.0060384499031567555,-0.04147315471894481,-0.04492000747479459
GDF5,0.06655005764620071,,,
RGMA,0.00775800593569304,-5.977714393958383e-05,-0.04559057162291503,0.11323614360911154
WNT16,0.03877963116754953,0.05593469023122191,,
CX3CL1,0.03178849626559001,0.019760502226280136,0.06260400805904448,0.011896883351355756
FGF1,-0.013819989553978137,-0.032476173998368975,-0.021242464875648404,0.007538955662869445
ALOX5AP,-0.022064291763870963,-0.013213924985452251,0.027216487269197075,0.048544216742593765
IL1RN,-0.02579620260096006,-0.012243643187888311,,-0.07103322038329747
NPW,,0.07655632372842695,-0.0419501552602652,-0.035962807055442504
CXCL9,0.033247989303518966,0.034708536662485884,-0.03748975655756372,
ANGPTL4,0.01839723342469568,-0.025475169590700703,0.1268936521555577,-0.05105104684743027
UCN2,,-0.01421752174163092,,-0.04381964785616543
OBP2A,,,0.01989708073681831,-0.07525094928365497
COL4A3,,-0.018391872395887552,,
NRG3,0.005342742631265597,0.03893589210895168,0.02549547996965235,
IL23A,,,-0.03627330900209568,0.02664215594722025
COLQ,-0.03692415420104588,0.008081339122205152,0.1546264793889799,0.014196430641887001
TNFSF12,-0.013774394118136503,-0.04063748049920278,0.13394399496265724,0.1017703506724976
DKK2,,-0.014576504855881661,,
FYN,-0.002891531728653762,-0.012263602145633424,0.0582693680505695,0.07290332042746522
ACE,0.008911165162131,-0.0031797939617560144,0.08482616317810837,0.02108494172726787
IL18,-0.0467343564584453,0.0003867488082726275,0.06531358982849965,-0.029196385431138165
CCL27,0.0340158656778105,-0.020392224368139516,0.023774551680441975,0.022756890851847077
SERPING1,0.02097290916747547,0.011310727961042424,0.02747699216342008,0.07342688150074503
AZGP1,-0.04450942620849063,0.029644443481644082,0.034606788706428845,-0.0010482994741583302
INHA,0.02932784285665247,-0.014777152605991602,,-0.05991981526804563
SEMA3G,-0.03333632864101914,0.11755796163812116,0.04901695854868379,0.04572220831035753
COL6A1,-0.002241476468804471,-0.04760388221475361,0.08904516635005753,-0.07650470230379584
FGF17,,0.005940862498760639,,
TNFSF8,-0.03187894397903663,0.08261518910302841,0.09004466586580864,-0.02823175038749215
FGF20,0.004351377022052852,0.03887388190761691,-0.03130067665763497,
ICAM3,-0.03568278946980533,0.06932434401044774,0.006299636642785773,0.007968723004884819
LAMA4,0.02055411768791986,0.018034743685552457,0.11488413188470364,0.046961809517788854
DLL4,0.028072685943171156,-0.0173640914915002,0.06617165130182075,0.06331459113746041
SEMA3A,0.000980852288247334,-0.01083932588443488,0.042572321922270104,-0.07993093866039148
RLN2,,-0.011856740272055216,,0.03183059184496032
C5,-0.02084498065087959,-0.00855834737857922,-0.06693818081231029,0.0038956367764852715
EDN2,,-0.014398033894815762,,
C1QA,-0.046092683442087945,0.008826300179152778,0.02079292029920999,0.020048927922646224
UTS2B,-0.027034006407459996,0.0433055772209169,,
COL9A3,-0.02849698361847263,-0.034195714771462896,0.0037042258718782803,0.13115842809617773
DLK1,,0.03467649909758578,0.13551392321299024,-0.009097145512445932
HGF,0.0065484453705807345,0.026440408864459263,0.07797371995141152,-0.03500244928110196
P4HB,-0.007292086229572395,-0.04330521214434439,0.07721727256415742,-0.055057591622268566
ADCYAP1,0.031388873292951494,0.00870252295618751,0.031014536928718,
GREM1,0.04782945337901249,0.03246088575715672,0.06572591730881114,0.14391664594775136
EGF,0.036839648174466354,-0.0006741193905991868,-0.032863882846908075,0.11218821403497857
VEGFB,-0.004906992945894595,0.005674538882199241,0.005349300621575083,-0.008656251840338244
FARP2,0.034430367130076724,0.01124725912491264,0.036025665376777136,0.06474106648378952
LAMA2,-0.04372824105235042,-0.05321267300998698,0.06530428483081895,0.036910866559399395
SERPINC1,,0.014494594704520683,,
NRG1,,0.03693470661607807,0.037517189820633484,-0.06786672248955165
EFEMP2,-0.0010483449824724763,0.05429494459309373,0.0872094825630242,-0.01850130139005522
SELPLG,-0.03313794477313431,-0.01574556695201304,0.022778966843858644,-0.0606621370647595
HLA-E,0.05298085457707177,0.05241900086351241,-0.012355121489283433,-0.01324757718295491
PTN,0.01537898571725019,-0.03144302577843756,0.1590691057531123,0.19046601001576022
CD274,0.015057962733232804,-0.022201583114170524,0.11036738516729108,-0.008413142133585272
FGF10,,,,0.12200598000826993
CD14,-0.0024166449415850273,0.032267551264412504,0.007615988179151397,0.012529775013735436
SFTPD,,-0.018820559086821922,-0.022475458533427736,0.07462131278850566
SLIT1,0.007633479932635114,0.012988957990437,0.04058979128133025,0.08033954759452026
CNTF,-0.03486899739186494,0.16474187054462966,,
BST1,-0.04054562918770595,0.03840796174665241,0.05592230719191064,-0.05335275696584436
AGTRAP,0.027229771244136843,-0.0244240404392463,-0.01490053422752119,0.04690321607654321
LAMC1,0.048388651415221536,0.03208454438347163,0.13337948928287127,-0.0449053514997622
COL6A3,0.09723326101386504,-0.019379458188877374,0.0791751879943296,-0.011099759216461282
