,UKF296,UKF334,ZH916inf
BMP1,0.05007247532240062,0.021604135203863492,0.014877993220172596
NDP,0.002286930264128979,0.005167051401345847,-0.0225576367224764
IL36G,,0.011066482672132644,
RTN4,-0.02911914737725597,0.026106487126039944,0.03919211931875028
HEBP1,-0.023535437095271342,0.019268442583709997,-0.02161406000080703
WNT7B,0.023853375613036968,-0.015116034573743229,-0.01795175107571079
PTMA,-0.02193067876651579,0.04279122902932857,0.0418640317466063
PDAP1,0.046123139387947376,-0.007150799718772776,-0.024937704279356678
QDPR,0.02601535591355777,0.005827024974744542,0.08374357140493652
POMC,-0.001036593628725565,-0.007166726696472542,0.1612104269471941
CCL17,-0.024227879438160668,-0.012563675042489455,
VEGFD,-0.017771442565946902,-0.013464879681973988,
WNT5A,0.031116518423680222,0.08822450817942765,-0.05555032429421335
CXCL8,-0.016549540045422077,0.057912574385697864,-0.012301769930480495
GRN,-0.015950570565085368,0.0467214404108482,0.00832417971243586
MIA,-0.020211273287808865,-0.0002895255516029531,
COL4A4,0.0007606635047844089,0.0008734254925818093,
TAC1,0.0229944867412661,-0.03170168871892075,0.1319519318943812
RARRES2,0.03541766807594685,0.02171519819730562,-0.0015126796900809382
FGF7,-0.023677330489005,0.0011239820619123979,0.07831695574838805
HBEGF,0.00908220483207152,0.014151228290563736,0.021652882162989467
PCSK1N,0.025097464477548286,-0.015258759757793644,-0.011704880962934098
NTS,0.06794100158137958,,
SFRP1,-0.024227879682155312,-0.026318754377827474,0.07443682370737954
MICA,0.06049020093224098,-0.05206222516412445,-0.03245071877343521
TG,-0.017533611136895725,0.016483494626210286,
ADA,0.05202476855491423,0.005750028954703667,0.03403737985279402
LAMC3,-0.013719695966226958,-0.006434171617181044,0.019331085082576815
HMGB1,-0.027923733059515114,0.07705361367525085,0.08120473935475941
ITGB3BP,0.019990585268629273,0.025798385344319573,0.003691086682839323
AANAT,-0.006024514488195733,-0.01685296834100163,
RELN,0.03601456372329938,-0.018657690592845277,0.007473586364528943
IL15,0.044716684501056154,-0.015630349204753258,
BSG,0.06236993905977034,0.05673287785124841,-0.06478724194889766
ADAMTS3,-0.026466443424127475,0.024655883792725465,
CD34,-0.029957568669906946,0.0005986647546447721,0.011096669085811342
PLAT,-0.039120272883944006,0.08478120924537708,0.009163789297853967
NTF3,-0.023664209179113403,,
LTA,,0.13309083208743258,
CKLF,0.013761276042997974,0.0617245894458353,0.042989704418958996
CD24,-0.04957553904905067,0.000496799884706371,0.014304904196484537
HSP90AA1,-0.07295528592259579,-0.04879548835401322,-0.02148963622564826
BMP4,0.03989896628585643,-0.01331867353815036,
SCGB3A1,-0.01704840764673043,-0.01090665231867554,
IGFBP4,-0.04194953024498426,0.006476916411969011,-0.033379666825948125
RSPO4,-0.01704840515301515,0.05542766064492763,
LEFTY2,0.042660474386404044,-0.019295493921087897,
ANGPTL2,0.03133168315890523,0.07750703796290467,0.006899283389954512
LRIG2,-0.022996388542446296,0.032050591909188964,-0.048893777865947056
ICOSLG,-0.023312283645054412,0.025084776508033722,-0.0026518012783690236
WIF1,0.030013655102672142,-0.04535783897756574,-0.031477859387663704
NPPC,0.06445723307300344,-0.04105196572077541,-0.059080048693444895
LYZ,-0.014593361287543896,0.03352250833659616,0.07293066495630716
SPTAN1,-0.02911182817053983,0.023784235337838727,-0.07143629501111712
LIPC,,0.029517475905488953,
COL8A1,-0.0225939095048506,0.06723896089859205,
GSTM2,-0.0026121146357245724,0.02180563504919083,
SPX,-0.015240380967325306,-0.042560784342114744,-0.022605388453732857
MFGE8,-0.031330212234591634,0.0475814548257387,0.005905819279096067
TGFA,0.00887389399029966,0.06757468168280492,0.0037825757063104405
SLIT2,0.0018770543585263598,-0.03515866638634324,-0.04277829031755166
PLTP,-0.025458732743647794,-0.013956000863266762,-0.0023010633398532544
APOD,0.0032567840139101035,0.05476060037752886,0.09234947788897349
B2M,-0.03523487082132837,-0.016739531024186353,0.0966865542447738
OMG,0.00442689472029842,0.059269444422109345,0.08197454720640979
CXCL3,0.013048270681164199,-0.011256683260452602,
CXCL10,-0.02770514530929052,0.09389139878708289,
RSPO3,0.008217399037910713,0.10012627717998794,-0.03488571085968762
