,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
DCN,0.028865234308594917,-0.008943736704982263,0.11061185664068292,0.08108540364027268,-0.014415082405840513,0.09129267060050508,-0.06530219880147482,0.10868574068918326,0.04517309236889596,0.01996878998710071,0.05872024038854134,0.07354348159796095,-0.0561326253575973,0.10232132860759584,0.06687940235293818,0.2824360673230099,0.04124424897957808,0.13831262628577454,-0.06184298989636238,0.12363913936124377
RARRES2,-0.0529670168268981,0.18334086649569517,0.04451839841481139,-0.02104803664233342,0.0561765841146076,-0.061493418029988894,0.11752984666909173,0.1456249961888971,0.04656975909679817,-0.04096354077638777,0.07829680224446044,-0.030070241431728765,0.080451918152002,-0.0937738473195768,-0.024037133549848048,-0.030858071315660505,-0.00278419825651994,0.041438191997351964,-0.035326412888348674,-0.12376585757319337
SEMA4A,-0.029497904032077166,-0.013836658173853341,0.01571882198137168,0.10377568547628357,0.023351442977368717,0.015746271770174923,-0.1331194661034541,-0.03131896797186616,-0.00047734701393740763,0.04307756787838019,-0.07114593364312972,-0.03172615081239205,-0.0526330058381053,0.07648823662202489,0.07663067613484001,0.1034113521462139,-0.0038565185652576603,0.014192942762306395,0.06484901522937069,-0.06312645901739314
GDF11,0.04551942529463613,-0.0014694287432727362,0.034959652927493166,-0.012952510888927205,-0.011857440903566302,0.05446001084403972,0.16643281058114162,0.1352155195384401,0.014916005701878156,0.017088523205396524,0.10225370128531204,0.015519881235176539,0.05407806901373832,0.12093447653508654,0.026378222588363,0.07542859970362455,0.04732117283648624,-0.003795667012029838,0.03573447703025439,0.10568815476471788
GPC3,-0.024782482107105274,-0.054497276234482,0.023430603690997975,-0.011483668344809248,0.014358114868781205,-0.027402069873870775,0.19843061795970024,0.048971303611157854,-0.004295302448989907,0.08777603224142537,,0.03117756804426845,,0.11799948715587982,0.2064203068547318,0.30354190792388164,0.06526650444079919,,0.015283098913452945,0.0809251087135013
OSTN,,,,0.007293578996816482,0.07304052158035101,-0.01329622171461307,,-0.003196139342978131,-0.05607068016013955,,,,,,,-0.041887008390139764,,,,0.30593836834825305
GRN,0.0004884833513704199,0.10339519466294902,0.14757434877246892,0.05250734492017567,-0.017663322262985347,-0.06277091636971863,0.12155631835709453,0.10605965061135632,0.023336967992479987,-0.04082249486540008,0.12544291781593148,0.09185759911133513,0.12699002018363886,0.006793049297418502,0.11979096517490398,0.2776313248843651,0.06526935816374295,0.030136073489864523,0.054259416797003836,0.14686515253863228
CALM1,-0.022102381045953235,0.10076339862086045,-0.21649418935248876,0.02930146272192613,-0.1314344147659074,0.07892781520633937,-0.2295935318685403,-0.1583725679620322,-0.029201557110958738,0.12896905841441528,-0.04215777345196788,-0.14715339593464294,-0.0007917696319408011,0.16369049113445777,0.13502707860071486,-0.15211169836625157,0.12480503333721849,-0.048215880576730576,-0.008217176572137481,-0.12092724118160397
ANGPTL4,0.02670982537760783,-0.06206408717741247,0.13087801043528058,0.010456779057323666,0.13725064339799825,-0.0650850312631429,0.007957691539693782,0.03855694133299462,-0.05068757543465686,0.018212653097963927,-0.007161100175042955,0.04537874256033138,-0.050925744300870844,-0.19358636093210782,-0.2294052298293,0.02263496904658914,-0.04150439086829134,0.013933767401610151,-0.008185379644952244,0.16413564345461332
BMP8B,-0.008852722742168811,-0.007098661596362285,0.012023861503710757,0.006269988813543167,0.02159316233644155,-0.020911419653037545,0.14309627862600227,0.005519231606648701,-0.006170091365665668,-0.07804653455017245,-0.014182886027862213,0.05652707561139351,0.09687555828314813,0.05055182716519183,-0.06096251280602449,-0.010073672350420957,0.03643086689776915,0.04945085385896312,0.10550961267037397,0.13504791992353887
TNFSF4,-0.031147776067148643,-0.0033773456681317677,-0.0748674064298379,0.0037704993888020046,0.1071492625885941,-0.026817684224918318,-0.028784493920322358,0.09263354615263952,-0.011401910517996704,-0.014527251604488908,0.0726052596150794,-0.003513955335339281,0.001382846334530834,-0.0054893169550649466,0.08683610888285469,0.26456628698431334,-0.0076116021113318616,,0.0025626337967872446,0.13491602497088806
RBP4,,0.0614719310515337,-0.03275142137555343,-0.020968017709634187,0.039925860597539074,0.0013161290813756012,-0.12300860061762321,-0.05370713318167596,-0.1052656277940254,0.05294269508854213,-0.10398671336842011,0.013975118834672258,-0.09372644415151123,0.17651690930138872,0.11866248314051818,0.018272041661406904,0.23307707050615475,-0.01177421001784701,-0.029418004746043305,0.12317362430291715
DKK3,-0.045744812713068135,0.09528268269879758,-0.02590499721153856,-0.017753841501249534,-0.04759886012362457,0.09497953010821228,-0.23654508749671022,-0.05207731741397574,-0.12362344133707363,0.18792656081056602,-0.050886733652647,0.06922340357205096,0.07219542149874457,0.10651782621843331,0.18474825867794226,0.19191791257866955,-0.020892061259578487,0.07886756766019443,0.03623363593660803,-0.007029946087916
COL11A1,0.08426933609343175,,0.07382845981006556,0.058172663779929565,0.11891058016585124,-0.02797069651127819,0.23096139809598107,-0.029119703434770168,-0.024564542482098682,0.02403298699226326,0.06320874639703004,0.16001884844756464,-0.08675740162128173,-0.018636948257977962,0.03452278824992301,0.0648070813412132,0.011641769791766956,,-0.027568916977718433,0.2006515101998109
COL5A1,0.03807704212257056,0.026918471351855506,0.22279743813985434,0.06500252681701289,-0.06218405394537586,-0.019399179241667605,0.15442005122358962,0.12775979280356053,-0.010053138943791493,-0.01548024818549185,0.10477120364180659,0.035245328861275724,-0.11961559871314364,-0.1729952311454683,-0.18351151259943316,0.36633348251641107,0.0069715718523443515,-0.035050556894330086,0.0001969497913720314,0.19039191072066133
KISS1,,,,,0.012397820783435633,,,,,,0.03078942467433903,,-0.0763772457361238,0.04124904563466056,0.02468445942324809,,0.023524590252812446,,,
MEGF10,0.09583332113877348,0.12365262748925697,-0.005406926116241437,0.03724432039798719,-0.06905396209056562,-0.005906431293035136,0.11017081156221672,0.002539034715900167,-0.001446571115068263,-0.07334838431319517,-0.014675927467945894,0.11651172283752448,-0.008066538840601144,0.12489343221858257,0.19863879755912542,0.039174728572726615,-0.01327085291498025,0.020437646907664468,0.05697816249409043,-0.1193651053142529
CEACAM1,-0.026497002947939382,,0.03314635284668898,,0.03018178140768401,-0.01389737322211548,,0.1282218918140254,0.022920000330281874,,,,0.04977282972898685,0.062487396048940054,-0.006000656144864963,0.1738157506924308,-0.027395664644780583,,-0.022198073033885334,
EFEMP2,-0.037779986803203346,0.18991205327424582,0.11081768988014147,0.025922509236999295,0.018860452257593183,-0.08593507231715669,0.14214703989501828,0.14574556030344665,0.08670004248122434,0.004652113612498385,0.10587934519378635,0.0160535666446517,-0.10193469588874811,-0.19888313643603894,-0.13090172072623715,0.2273442932031301,-0.02115588401106872,-0.04488067144328676,-0.026895170808171977,0.11740525512214668
IGF1,-0.021228800151621492,0.05417872652542994,-0.05331630851749883,0.0418645561449703,0.005373615699876898,0.03796690505861181,-0.03987123309985171,-0.012498356044057371,-0.02977274805765014,0.040321973245311664,0.06423970695274732,0.17654818172209452,0.023666368549112363,0.10230643492971421,0.17109753050951454,0.09749690431343622,0.07903103021032838,-0.023828306101482413,0.0617863068655689,0.12046669776723275
COL6A3,0.015939870574224295,-0.006438778099313314,0.19832656120717898,0.024048630518252987,0.002934295938360357,-0.02726578604378468,0.014484592813554856,0.055216632693082926,-0.03554476560879882,-0.03410738770693599,0.09626265654080396,0.08627887851153472,0.04542079971365297,-0.08145936359302938,-0.09429922372379063,0.2909790014128633,-0.0008776288929415009,-0.04421669606783286,0.014035514400050148,0.24507424946323192
RLN2,,,,-0.019344681462722595,0.004577844207969427,0.001571374768149898,-0.02252502538166861,-0.04219194646662066,-0.020703189520332167,-0.03919012276328914,-0.004226284649068,,-0.04524046733356631,-0.07245640701530703,,0.12673742612872857,-0.01787191783101601,,-0.019995954399680427,-0.046997050143800546
WIF1,,-0.011332570526616369,-0.05145724312314691,-0.04005283098130771,,0.05234638196943816,-0.1824490765146267,-0.05793095515158602,-0.036907286000471766,0.08454517816982442,-0.13937974184741933,,,,,,-0.015703555359156903,-0.030607497948058195,,-0.02898255807614532
IL13,,,,,,,,0.028507174036472318,,,0.09874875946650413,,-0.0015298183722231905,,,,,,,
