,ZH881T1,ZH881inf,ZH916T1,ZH916inf
IGFL3,,,0.05687091151442764,
BMP1,-0.06881355026295023,-0.012951274256875697,0.01364973700623191,-0.013904794700249311
NDP,0.042583172054158604,-0.0939889742095856,0.05292175315816031,-0.015559252088248376
TNFSF18,,-0.028470648160193762,0.06644104150140627,
RTN4,0.020766430005100242,0.11034739668029951,0.06260186472250753,-0.054096732343064974
HEBP1,-0.015817879300771765,0.019244139806477892,0.028011247491266225,-0.049075849096807865
WNT7B,0.12289336898373897,0.1830732999819912,0.020367806608012427,0.05039877832520139
PTMA,-0.01890219513545153,0.042977415840330144,0.057788305047057176,-0.028162063616054164
FASLG,,,-0.018635514073326327,
CEACAM1,-0.025420459776524486,,-0.025928580774221378,
PDAP1,-0.04563442990694528,0.009167736787998135,-0.003626491785879227,-0.05656783473383609
QDPR,-0.01717388413494179,0.009354330977935341,0.032321173761699254,-0.05035394832898471
POMC,-0.022187564805836058,,0.06071245589518271,-0.014291290198409273
CCL18,-0.030457607755787874,,,
CCL17,,,-0.016891000373631185,
TNFSF13,-0.028545472585375514,,0.04671421597311654,
WNT5A,-0.049757158616560805,-0.0020065865103222054,0.022098115823418838,0.0980164606090232
CXCL8,-0.07190157829563495,-0.07637894492913605,0.026034846691275527,0.023505117889205392
GRN,-0.03191528734122172,-0.019729705989444273,0.021513646856552826,0.00535828824893402
MIA,-0.021571372781007795,,-0.023839664465086525,
COL4A4,0.03586870423272949,,0.00935190987855441,
TAC1,0.010893135036609712,0.04536043090574429,0.03348905475356204,-0.026759936524229016
RARRES2,-0.002054297563614729,5.8709326371465853e-05,0.016410070466769764,0.01834688747883327
FGF7,0.010844471486798903,-0.028324433957613433,0.020019033134628078,0.08469519458855579
HBEGF,-0.03870820119967775,0.02066915416237612,-0.03305853405951874,-0.0282044526839628
CSF3,-0.036443701490539555,-0.003816785058698278,0.07457140594288113,
PI3,-0.10400365440363658,,-0.03863789312366059,
PCSK1N,0.0012138700527422682,-0.03863396140191172,0.05461564614536021,0.14810162386423287
NTS,-0.006411576463988299,,0.15291660857251266,
SFRP1,-0.0034229468017635723,-0.04276116103461426,0.040799557182044574,-0.0030159488832591642
CXCL13,-0.059447260914815406,,,
MICA,-0.021805780767918607,0.021130716095556043,-0.01591282443303524,0.048815268713680866
TG,-0.004110542141044111,,-0.010558135838151612,
ADA,-0.07194867031776948,0.002483827921665103,0.012588121052721708,0.10733930657730581
LAMC3,-0.03904108601046177,0.024795697408958043,0.021330055580659923,-0.09825518261880739
CCL7,,,-0.018635507446759958,
NGF,-0.04196154148550013,,0.07609619260535985,
TNFSF15,-0.022630912964467998,,-0.031114195662969663,
HMGB1,0.006120385708319712,0.0339224587664544,0.0015637622065364488,0.00036573504898442454
ITGB3BP,-0.016578530050843122,-0.005548266227428634,0.0014295500998863985,0.008229596636068962
AANAT,,,0.023789815033521074,
RELN,0.10015016583646227,-0.015458197545863559,,0.08619346341600104
IL15,-0.01791542193865473,0.019400249160836835,0.040214775921564014,
BSG,0.020021406264152993,-0.03700218140676102,-0.028910865582997373,0.032667766150065565
