,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
GRN,0.041800108444416686,0.01654287047874008,0.12944567247152802,0.035847553289216835,0.1258202022055578,0.14342988502442225,0.023438438445730292,0.04593676148762158,0.04479924800013524,0.05082110161027261,-0.0404422006536365,-0.09065297918571409,0.008763942052133138
MIA,0.023861703107553516,0.02774264495706798,-0.03482547703697371,-0.0010930304948986154,0.12393633052000502,0.03008921018902949,0.0014865052110278444,0.17021974349173954,0.010942007822983869,0.0015377482150516477,-0.020359637884488416,0.13407068447731643,-0.009245404187523178
COL4A4,0.018145250946552012,-0.022041587265067535,-0.08001935737342931,0.0037863012088241656,0.10871978292898737,-0.016558211291257563,-0.01520182547444067,,0.035410090059411876,0.03914409568237629,0.01061063035399503,-0.0025684315475971503,-0.03859970541963572
TAC1,0.0048836726619116795,0.02693302205254906,0.13633037757020425,0.024534299949260912,-0.19109925735183242,-0.06201261315334837,-0.06006037526035923,,,,-0.027076240153235457,-0.02435014649614074,-0.03960676203788922
RARRES2,-0.00488933344956023,-0.004908724458901856,-0.11294865492703998,0.02930466145613329,0.15062582951592604,0.08927391070672729,-0.019854580469770133,0.08220015256109714,9.293173236326943e-05,0.015543673442523172,0.02527166018224615,-0.002005470615629826,0.01654055414410761
FGF7,,-0.041519745654987214,-0.04312766960241099,0.03271962240077852,0.035307654529197596,-0.013415452513388501,-0.03465450478980169,-0.04769449162355907,0.031514471702399675,0.027239215864293776,-0.014901370578096802,-0.05204101130059041,-0.03197306629889737
EFNA2,,,,,,,,,,0.024056592701531397,,,
HBEGF,0.004680208427048897,-0.01702013833933806,-0.011654553656649528,0.01802210639462952,0.2612012046799718,0.037875539628438266,-0.01894884474583851,0.01927557109986778,-0.014960747511546113,-0.0027057004735820357,-0.020430839910783795,-0.06053420245717872,0.06438425148039278
CSF3,,,-0.01843110962905772,-0.019903699115760336,,-0.017518268840159164,,,-0.023282468760038724,0.013832402577530578,-0.03722927827288102,0.06481799932972074,-0.015542629274177508
PI3,-0.019620076673759698,,-0.0646719715276365,-0.015162351101362185,,-0.01972580193014094,,-0.06460157128143551,0.06539205079835345,-0.022242064918028243,0.022104600059879548,-0.02311265820835656,0.047226130407879444
PCSK1N,0.024720386371329242,-0.0001802974424747846,0.13910823212050422,-0.010972359608558566,-0.16172191729634774,-0.011151309579736434,0.004055256592999069,0.1216559610927502,-0.043842861112838055,-0.010822543501333421,0.01665705598846908,0.08415181678504335,-0.0138841672567737
NTS,,,,,0.04445318164141924,0.05111413601368351,-0.017366318505544,,-0.05486445065776101,0.01231861342267628,0.0006412268870723421,0.0008258599881569772,
SFRP1,0.008553675060379032,0.1241011832710199,,-0.01457048428919179,0.14707674824778452,-0.024967021326123277,0.03341993077386916,0.1410944796203582,0.01889183055108002,0.05382641173741682,-0.025244483630789457,-0.01271305998066956,-0.006911715245912069
CXCL13,,0.03686431775100591,-0.01055633174686503,,,,,,0.03675197608325105,-0.03139011940502767,0.013349393615459643,,-0.03293412155236735
MICA,0.002908899847659013,0.011756769887063064,-0.0356207863374097,0.03766658816921458,0.022258339208417223,0.002453396447288794,-0.0494132843561146,-0.08543685075537491,-0.026106278153597763,-0.013966309577472573,0.03332657227076459,0.05149300371086703,0.027673798302654616
TG,0.03877460361840597,-0.016090863263838694,,-0.01572386101169452,0.02138848665916549,0.03332819480433569,0.02359029250539798,0.09145503436193549,-0.031249203149388585,0.042403319362239456,0.008119412946968338,-0.03803200533962886,-0.008917011738218262
ADA,0.02138539850407908,0.007957801044144118,0.20504025619909608,0.015173551274887792,0.11956329645491266,0.03012007464430622,-0.04058101145826455,-0.0398854941648838,-0.011700435103046842,0.03566954069601239,-0.006650150197160384,0.033217314375533304,0.006791008476253693
LAMC3,0.045313597437495884,-0.008139791465360193,0.12001051501225118,0.04060560197877382,0.18070214973194107,0.12641145672730164,0.004183020476743335,0.036554966226368356,0.05404766451324197,0.06157369740858198,0.05337925488381874,-0.006189593604593724,0.02506102076601527
CCL7,-0.010575152259991616,,,-0.011368326388981598,,,,,0.05518030743997491,,,0.07982379262597943,-0.040667063962691395
NGF,0.0060597142363981085,,,-0.014929950462478447,0.01762137931534432,,,,-0.03013909717464771,0.0177139176112389,0.08441492603103305,-0.037362645624671835,-0.046015064559299046
TNFSF15,,,,-0.012659187451852199,0.03175261210947494,,,,0.10752230914118106,,-0.023118742659612758,0.038437613580805684,0.09306742788271183
HMGB1,0.06529086111487181,0.028646151373830794,0.1954513583954698,-0.01461499036767352,0.21997285162291738,0.13763570287493285,-0.018503490055865802,0.012251666065048317,0.061177579137437196,0.10295535401180134,0.07849531497181331,0.05126671503058428,0.048472309095257904
ITGB3BP,0.016247695062999327,0.04202606363124846,0.07051903037466116,0.05874775122834335,0.3238195378870933,0.1548039134449778,-0.03079600762642126,-0.05622430110317677,0.07058680947114121,-0.026656099578517594,0.035234601330869385,0.07832739519804599,-0.02809576828901454
AANAT,-0.03237050306174914,,,-0.011518567110945862,,-0.015801952571823357,-0.01319223961243905,-0.05496116739307395,-0.030922159873713786,0.014440596528013567,,-0.021622008370807584,0.0567814263978657
RELN,0.012487719629434962,-0.03886222376235378,0.03687942844350401,-0.01999365297861071,0.023733688406637088,0.011625247117930466,-0.029045053157521858,,,,0.024520983490557712,,0.01662714499866289
IL15,-0.06267418250368165,0.01065251126613164,,-0.002566320000019173,-0.03368626109182081,0.07681585467867534,-0.00174743098110357,-0.06334845764432269,0.028389762058392005,0.00846181486136559,0.010456492470972845,-0.0025811987998557136,0.02525498006420141
UTS2,,,,,,-0.010708328524979402,,-0.046984846119250995,0.008234736651328085,,,,
BSG,0.04545771396741476,0.01480484858082744,0.005405439752394976,-0.01148320957145611,0.16177255011445119,0.009500841402711964,-0.010403225877346664,0.0376697927713384,0.051934259043498805,-0.0005513772049850356,-0.05104314606622736,0.08306704308820824,0.1211438378939868
ADAMTS3,0.0899483276571905,-0.012099975166193126,,0.026016712301591288,0.1019993826086099,0.10850128619163124,-0.0205441849499168,0.08990027385361703,0.004273340155163599,0.004775838774750834,0.030053115853337337,0.07847855011416804,-0.03085312800278993
CD34,0.11070332002162495,-0.030024018398134022,0.025509054236615175,-0.0035994870843987932,0.17717275308400993,0.09595994994281352,-0.026787294385997557,0.036420904595113816,0.1194253205205815,0.05859475529887326,-0.010762446543730061,-0.02657190773041087,-0.017601107721052788
CCL23,,,,,,0.045306630691398314,,,,,,,
PLAT,0.09784733808945285,0.007908908254111871,0.06959975143860755,-0.019127282532735934,0.24517506101395392,0.11982585425961266,0.06022864450222078,0.03489727237414875,-0.013608353072717533,-0.008833592363056975,0.08055642602049876,0.015889574158342672,-0.00501797143425021
NTF3,,,,,,,,,-0.00786986948631487,0.09451150491267186,-0.010017588922205094,,
LTA,,-0.025683145368654254,,0.0050924512603926445,,,-0.012705501593161464,,,,,0.03179839390652683,
CKLF,0.04316935817385921,0.08244574954451049,0.08259617253800845,-0.005506453937191033,0.29848137115588297,0.15439177337904642,0.005501016474314501,-0.08681549365710212,0.056023777782874255,0.08215315209008194,0.03249770502167418,0.03220013061656323,-0.03327030212266339
CD24,0.08551819133221356,0.007955437109636013,0.05134411561495053,-0.006270956658642552,0.2195995841812754,0.00478992111357006,-0.018670454369780397,0.005616297041005769,0.018456154675688823,-0.010063643775999375,0.027786352012135505,-0.005814658568355714,0.023105776700233855
HSP90AA1,0.00034900271819716933,0.028415047847180384,-0.04957825351181661,0.0186172030584719,-0.2849244713109657,-0.1301026700002749,0.06296002806256505,-0.028245171009525016,-0.02718050044484936,-0.11519901535800128,-0.020490786695703905,-0.037523395999118164,0.030690723694679133
BMP4,0.02044331208292577,0.08504250450403363,0.04089117998145696,-0.033994687370729165,0.31510011237882274,0.02160575325467916,-0.021178137826468945,-0.04153855133334018,-0.03491672164290326,0.0026235728046663134,-0.015199418057177519,-0.03134130686222905,0.07997230379981404
SCGB3A1,0.006027597539613799,,-0.03992534772573722,,0.07047362107822737,,,-0.045467024794786974,0.018815931099494743,0.10821476497813239,-0.024328488202886925,-0.022221781755016216,0.0038671025549569826
IGFBP4,0.05540728144203318,-0.032001382680098965,0.04781417297203457,0.055133561922757306,0.2323768218836644,0.14022242723935052,0.04366230351057608,-0.0034774903756456745,0.09098296930968551,0.03351401798105788,0.03141236110192449,-0.008723181353841791,0.02693318300008174
RSPO4,,0.05121438161566029,,0.08278680822136632,,,-0.014777271844095722,,,,-0.00880293258864704,-0.03837980741294888,0.032250468180487886
LEFTY2,-0.0004334063913594164,-0.025998573470002596,0.12273841455578666,0.04185127325749069,0.17168816978276472,0.14958697269967386,0.05760940348462536,0.006801185230517471,0.03141087267014973,0.030468466431318036,-0.04397063022987836,-0.006765798560093769,0.06186511185990664
PF4,-0.04042260234621084,-0.008672298969176746,,-0.009918640805001794,,,,,,-0.027482544997085617,,-0.029099958018293213,0.017623474485319576
ANGPTL2,0.06788196422547432,-0.013504254142985271,0.0949450136113174,-0.05090389724925571,0.35797334798498326,0.072668396657988,0.010477931037211573,0.05681655440300598,0.03244876955626529,0.09816660582687421,-0.007211336368256221,-0.03176443027963176,0.0718261096193996
LRIG2,0.07330334004142315,0.05204427353527388,0.10281956565927725,0.036308227552064413,0.2145444628968532,0.0648631654200943,-0.01830320903731391,0.10716330275308529,-0.0021576688040121908,-0.0025480552385406022,0.05080220161980477,-0.01617404959816611,0.0755451998268764
ICOSLG,0.008601408779025934,0.030806037375317917,0.014946217330894365,-0.00433323813761638,0.206793835846998,0.05331872527892311,-0.017492876551232463,0.009924507794687691,0.10302347186130116,0.0835938895995114,-0.05137680692388784,0.06745530104312507,0.05244812167275604
WIF1,-0.033445129921291714,,-0.08115609182185542,,-0.2221839958271368,-0.08318981716309702,-0.011403270672318474,,,,0.019909944445971245,,-0.044936616782159315
NPPC,0.007865556184291092,,-0.035183044838866015,-0.015386257889112421,-0.03856984490574445,-0.0055431143180691795,0.0038461692029743907,-0.056801096688929055,-0.036271683499395385,0.027669617916703686,-0.02067524611538853,,-0.05885249445943983
LYZ,0.020681508072353163,0.07540122828413023,-0.036236678088349523,-0.010885239954035978,0.07088728015726294,0.09668871193710873,0.043071310563796886,-0.027994206593301648,0.06909325007223853,0.004878127595124075,0.021091218206385175,-0.027710500840517033,0.0021258114796338357
EREG,,,-0.008760274674288367,,,,,,0.10809929068946252,0.06011222745300728,-0.04027119253658008,-0.04394767721812528,0.009317447535193594
SPTAN1,0.0036129401556034245,0.04914880258427214,0.0656950014074297,-0.014066843639666872,-0.08706688619443195,-0.0472575803101864,0.03049951375253529,0.04542490193328196,-0.02410766162604249,0.005212767079583353,-0.001709268786753934,0.044743701576727204,-0.007816607165762416
PTH2,,,,,,,,,,,0.05744645890592573,,
LIPC,0.007275021382495625,0.06198657610548539,,-0.01782453624069779,-0.07726862655490627,-0.031531171009235116,0.01642531656132323,0.0669890970573591,,,,-0.036793361202975695,-0.03818898089685367
COL8A1,-0.0026327927604368785,-0.004575891548950504,0.04379926369887779,0.025063978699925438,0.18652955580264743,0.03227781652414505,-0.03196901898224102,-0.08414833573497628,0.07117966859991129,0.040395503591033895,0.004420751503140122,0.012586433134610976,0.005031914977566729
GSTM2,0.0026754813387902397,0.0012655054179748157,-0.02237524009846218,-0.03686973606716833,0.04278702505838882,0.0314668626729225,-0.003721921568976897,-0.06415947335732479,0.04293813993509118,0.049842402173240215,0.034234712106733595,0.015715991004409582,-0.050228953182355776
IL4,,,,,,,,0.08290816640528231,,,,,
SPX,-0.017533706089748118,-0.02132287449444499,,-0.018992439085685972,-0.050624499921512335,-0.013025288383736346,0.00292469646350661,,-0.022368062784057965,-0.04011469060923169,-0.01776638594359062,-0.0010757205885445422,0.021688178155145767
MFGE8,0.025148273398128165,0.045974433880920124,-0.0987464102842896,0.027055139640454695,0.10438467468334117,0.04157535792604276,-0.015092433693754116,0.0870136825477593,0.034156714007053744,0.023791245364181292,-0.024157412780933862,0.0047781756365206955,0.08038675263826418
TGFA,0.03663379045911722,0.008470367767560199,0.08052306945883089,-0.03338981659803425,0.1394977959134922,-0.0012555429037346619,0.0008298309106236275,0.08589924849548801,-0.020260297100710218,0.0471109132537004,-0.03371701096971104,0.03758356354899373,-0.05169309613449607
SLIT2,0.0687828983409975,-0.001949275693211467,-0.018103579872446034,0.00238520282459106,0.004010853140798218,-0.04497154751899736,-0.03802734928858591,-0.02392151185032809,0.005600157241556438,0.027412199164749223,0.08780560140922797,-0.04020689352604985,0.00010058615980972282
PLTP,-0.022520560967725853,0.01488139493348235,0.1297588770971206,0.03607647933877229,0.12185671305541282,0.031171898497176064,0.020323713687159985,0.036316423299047614,0.11568424106545423,0.05704641756479394,0.03554410890009531,-0.0026267768051225085,0.07086505119770804
APOD,0.049382263295319244,0.00019401867408028257,0.18357410932195845,0.05085778271565577,-0.1533915636088742,0.03844676084813009,-0.05994593139317905,0.07162297897473904,0.021296321095770083,0.031888473487587485,0.030164114637308847,-0.02845533556133546,-0.002917536921888213
B2M,0.04155431193918427,-0.0636316031351747,0.047464681012234944,0.0643443341456263,0.1575543793501938,0.119425218207865,0.004385851987886915,-0.019326212454399548,0.18039995334706657,0.0985583110433961,0.03382360035507448,-0.05753972792289033,0.04208298740704357
OMG,0.050958537770755166,-0.0017957792886501803,0.12160067350307512,0.017244861367731897,-0.08338850485683366,-0.03502790628754493,-0.023185715723672937,0.01476416418067905,0.002184755527887373,0.0973621996865506,-0.030317420784449243,0.04113200266469725,-0.044098434097131
CXCL3,-0.027555037022232887,-0.03388748491371278,-0.08261385740377575,-0.04548327556416425,,-0.020747208352662857,0.06673790907133628,-0.018456116770895783,0.059721230282440634,-0.009054646190902368,-0.0277011845005839,-0.03732086056411328,0.03795601174798534
CXCL10,0.016669513503464253,0.038387653738572024,,0.059677986379946125,0.09180763563446906,0.09481570963845655,-0.0015326891174756866,-0.08437475551593372,0.04860238897870319,-0.026814247858571394,-0.008631566695141684,0.04347729160686509,-0.020462920593768648
RSPO3,-0.015458903415051383,,0.10265231937163369,0.03772969096204911,-0.05370033562408815,-0.025947644011608165,0.056382351683359845,,0.04373505417399215,0.013088496847802963,0.011357435073026757,-0.020738417468577523,-0.0358599012509693
CORT,-0.009568645019630832,0.11359183894520243,0.08901509859234064,0.020035917111607668,-0.04036835723872811,-0.01121660564331592,0.01719444016917838,,-0.04019168156060311,0.11649811982374123,-0.010459948877533147,,
NCAN,0.11209193177218572,0.06965821060476507,0.14264799742998366,0.0391060753376115,0.14669204872463237,0.07962069915161911,0.021167046270936046,0.06287033593957732,0.007507503720382152,0.05826629163601702,-0.007194739695792842,0.13973930236798762,-0.02395255796383595
PRG4,0.001555210800789351,,0.00980978774338038,-0.01136832816056651,,-0.022477709348556318,-0.0036680341471589965,,0.01938599560214164,0.013279110524125495,-0.0020727825083959386,-0.02786356767525488,-0.018676648706194777
ZG16B,-0.026481827636637898,-0.0281127447463138,,-0.013194335173927912,,-0.00832326156973859,-0.010095674401916034,,,,,0.08688469012509602,0.14511037943057395
TGM2,-0.043235043497192156,0.09137920250773421,-0.051447285817033235,0.02970267397244652,0.056067281155903016,0.03380299032985733,0.09117360600016812,0.05462637899911434,0.02505126270954077,0.054647146286941645,-0.004492678069083735,-0.011292240778006583,0.007867844975422632
VEGFC,0.04153673392794527,-0.017062913719435364,0.07046456695459245,-0.020261404762674656,0.08932563061797853,-0.003413640600542484,0.09190454799437066,-0.044374504260651836,-0.005772696018614207,0.06664381667937563,0.05979451088338024,0.02322271869714078,-0.012968890631755908
WNT6,-0.0049900215134397125,-0.0012327372126608475,-0.014444094516083868,-0.01572386166455757,0.08548155316469207,-0.022103883815628073,0.028440640674857076,0.06711823087569241,0.012681248338626465,-0.063427618441321,0.08519366977237301,0.03419273342935698,-0.021587236205659208
NRG4,-0.02500889151199128,,0.05736383950794384,0.0275781747668117,0.05563769023776955,-0.02799741294043206,-0.01939542516131256,,,,-0.04269645503262846,0.07753458395927137,-0.032463892226143924
PMCH,-0.03226918825691944,,,-0.00364651433173511,,,-0.014777271130932747,,-0.011080700750127861,-0.034686186013845106,0.07016176213222215,-0.0049310357128532585,0.13343213908956458
COL9A1,-0.030298658515047944,0.044547859897920185,0.06432719715854138,0.02574238970136341,0.4133132851193962,-0.016606360451946845,-0.007084160590849074,0.041129554557664434,0.056210609028668534,0.09955301188976678,-0.016043628875379204,0.07587688110956996,0.002941534149655656
GDF11,0.08401790203184652,0.01780655375177321,0.12733365492909612,0.041626203940679216,0.23071088816474264,0.07732654946006988,-0.0036528968718560497,0.016881996526787974,-0.0043954234904423455,0.028661928295154883,0.01908439671786127,0.04985761996132549,0.03597571821393765
RAET1E,,,,,,,,,,,,0.05372504182431702,
IL24,,,,,,,,,-0.02671162791709879,-0.015151077966702042,,,-0.0362935515419975
SORBS1,0.07289843108307771,-0.01570135723609645,0.02636575708979265,0.030318493723054157,-0.056908214852895475,-0.015722470204719955,-0.05134895810060437,0.058960100305712415,0.0256835212100235,-0.03186654089277086,0.03237554212514951,0.004361281791632444,-0.03644190516220733
DLL1,0.046792480940119535,0.037665077948909484,0.008834383349461225,0.02823461741220837,0.21852398888473332,0.06807021450260715,0.02574336934907968,0.02380470908003234,-0.018353816529248515,0.07233219557696217,0.02984817557791099,0.04400041883074239,0.08052322264717057
TLN1,0.031956642214197854,0.010662928446358551,-0.02081089524262484,-0.07526708557706005,0.25889751988426163,0.0743551452017881,-0.015464031382084895,0.0068139087119568585,0.02382482453492077,0.0009204558877714528,-0.0757422958986165,-0.014064500494660081,0.06517504777392087
COL2A1,-0.011267568879859746,,,,0.14618525924637268,-0.001992418563892526,,,0.01627908659857277,0.07812748872442533,0.04382415249114731,0.12736351642793575,-0.029248224413086173
SHH,,,,-0.011813559479905651,0.03866075549052415,-0.016309832233254183,0.014042442709966073,-0.06092858710367678,-0.026419646886146265,-0.0039460134503846635,-0.021030708604603276,0.01568047152062813,0.04478636208044608
PON2,0.0998182826579285,-0.0538195158368801,0.11428395511400648,-0.013111348041100396,0.023507881652441432,0.10635143429224182,0.022807402092219518,0.058448116225928666,0.10085480476344273,0.05708767579413791,-0.09748072412846247,0.04718249768086178,-0.02050406970678679
ICAM5,-0.015654596561933656,0.005667586487631713,-0.05125373153678496,-0.018412270930755273,-0.04415006003469779,-0.040542086394808406,0.006144029798664499,,-0.030542816482812905,-0.01137872952311872,0.0502631672426274,0.023484663694305925,-0.029834834700156295
HPX,0.006693042215330107,,-0.01694092308135439,-0.008329860340587785,0.13088474365167813,0.008448273464424574,-0.005929240901518784,0.16296164637133848,0.06270842636531351,-0.005401635520466473,0.07713488836693162,-0.04785888118983157,0.09655718774194097
SFRP2,0.029908993364054545,,,-0.013454364013821931,-0.009551474593681813,0.145129240205479,0.0001096731824246524,-0.03914582101055425,0.03970138230241271,0.02869029956703733,-0.008653015415708598,0.048300552297012356,0.024913491237994287
CFC1,,,,,0.06305104472294702,,-0.01270550236102056,,,,,,-0.02872543666912024
CD70,0.0153935908817307,,,-0.02286859068131362,,,-0.023700210509306756,,0.027050430969164884,0.028170149100225944,-0.03691986955577918,-0.03164020654126072,0.06220912795760845
HP,0.00016961653379874746,,0.12239006846194604,0.040807460586304314,,0.003931970884605712,0.007611701924170895,-0.041245256517004045,0.13128810523844353,0.11742011608380869,0.05923142888473449,0.021857950950865887,-0.039560234074297755
CXCL2,0.044148091704077075,0.032842367561766964,-0.08847850846319189,-0.022615397416128984,0.12938549232352642,0.03964065724255604,0.035897535799257634,0.048918711720587656,0.09353470208209468,0.013991623548249192,-0.04511394170128548,-0.01896585207137338,0.03526336336803039
NPPB,-0.029169145521979304,,-0.08973583392918563,-0.034437132538382674,,,-0.011125454583420232,,-0.057791788245397685,-0.059024599590656646,0.0034697648750523003,-0.02103681723747247,
CCK,0.00722779347610168,0.0004431086091790528,0.0794312584599455,0.008383115861501065,-0.32221728829245194,-0.11323096579149712,-0.022301203034463445,,-0.04845030104766047,0.03260694050711941,-0.04335996456893025,-0.027290430959564856,-0.08145935601770579
SEMA6A,0.05261509236686084,0.06756178808180233,0.09131378216185632,-0.006795475397903572,0.16098180250700328,0.0863685875958414,0.04851808001279559,0.09215487833148225,-0.003233046344031072,0.049643200892825055,-0.04810430383165106,0.03954074639923556,-0.027441102807620663
IRAK4,0.015793868617063025,0.042609247054173655,-0.002543903301587838,0.02061910768283526,0.23591762142929412,0.10994410342678272,0.016226858802788475,0.10786786721918354,0.06780686356862489,0.04922783423504215,0.030531526442697958,0.03668988894216164,-0.00238210497275573
GSTP1,0.005084976721795262,0.0550017945335348,0.07778265742910587,0.056585267862282615,0.2574635175702981,0.09871125328356282,0.013087266791906034,-0.004263114850216906,0.07794729951595603,0.03753431928761367,0.016554929922543184,0.02551168019334768,-0.001073124511721594
VCAM1,0.03898016588079794,0.0035712170261926663,-0.02349935187124928,0.014821243791253798,0.197254456574727,0.08614103533579565,0.04527813906050164,0.07247026490512803,0.00775180993318785,0.01965152588489964,-0.07467325425992632,0.05184321902512159,0.013044220855706563
NXPH3,0.04918725534619593,-0.02327835956385088,0.07064135876051542,0.004613236728605346,0.2553296217405026,0.030832082635752683,0.00691929759451512,-0.012999695268674463,0.03587864633186138,0.055775071292629444,0.006620544623800512,0.08041178207954557,0.008970136668040024
MTMR4,0.07538913108696875,0.04269953592404378,0.06756588303336743,-0.0068792050747019835,0.06708237682671545,0.015203369416290543,0.048537520831303006,0.004551409775727936,-0.0023393937079579335,-0.0014255152604558147,-0.029999117040239876,0.05168406307210543,0.0005620819609347034
LAMC2,-0.03945821735802767,,,0.04241756590467021,-0.025362261960643187,,0.06501005618113172,,0.021526261597775608,-0.013604535425292337,-0.02386149610098602,0.02497834139965411,0.001499457238087721
IL10,0.0005127581871981901,0.02396608021646513,0.005970509532037812,0.041264283685462005,,-0.027224978973476876,0.0015126965603427102,-0.013600103517258174,0.012433302757782599,0.05980026114234387,0.01391729864042303,-0.034931270747375405,0.03443240343394547
SEMA4D,0.016968958848340574,-0.023004593777743255,0.1747750890040981,0.02257723960067568,0.012479304154416105,-0.08520775846398501,0.07451359482308216,-0.05333656355089888,-0.0492172857837536,0.09054360692003245,-0.04301746706958102,0.07018947133355614,-0.008352899253990548
TRH,-0.002398858105442314,,0.044898643684381394,-0.017880687023471748,0.18676776490338132,-0.02404423889810227,0.043696133987883794,0.019927483527442648,0.011159077320565525,0.0013054501821247587,0.020960488303391103,-0.023562646065942883,0.06814635405979892
SEMA6D,0.08693256107578975,-0.004231302122524073,0.1371442842187439,0.025743827190744077,0.2745098680425625,0.049754680751502856,0.026802071869071162,0.05852630154980372,0.027219004353499922,0.07779177264327146,0.030807496243338544,0.04610075162089935,0.04738226965416751
CEL,,,-0.024114545495472442,,,,,-0.05014145714824926,-0.04045067749094879,-0.036116756372699114,-0.006228407193453393,-0.025687280986003022,0.05870366592087455
PDCD1LG2,0.05210625345326971,-0.02613785202982172,-0.011691987964760656,0.03544504077422799,0.08389277836067234,-0.00022495155885060193,0.010425058724265543,0.08134920695994831,0.03357894189796971,0.039417089974757714,0.02982729487579592,0.012425416953861805,-0.057401461290187694
SPINT1,-0.06894252314651682,-0.0037334022128593172,-0.028603293909428826,-0.032920083840583356,0.007277935545744345,0.07885850798763507,0.05908572150337466,-0.009978895231457903,0.05646538430949591,-0.02008792011691039,0.021065345891640854,-0.0177071343121643,0.05559366548588834
CTHRC1,0.03139254574415403,0.020722236665596735,0.002593036956407553,0.002879564046327452,0.3287765233050174,0.06484916854462668,0.02067073118939703,0.03843933565269996,0.10454851195560103,0.043602997623832324,0.061640971525229765,-0.008911925036042241,0.06985955366821482
