,UKF243,UKF248,UKF251,UKF259,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH916T1,ZH916bulk
COL18A1,-0.027544880698235942,-0.056537987245720456,0.05741524293873994,0.11467916885577624,-0.07120441910899793,-0.03671878496898522,0.06421102569712223,0.12109596833757023,-0.10758549938609965,-0.021387386143304623,-0.03340469380399601,0.2953055750877323,0.16895270934074522
NODAL,,-0.009198232317886499,0.0289430176768094,0.0008572110650954354,-0.05063863526535888,,,,,-0.035759818557422954,-0.10006539105649681,-0.030938074237388497,0.015900566245047845
INHBB,0.10574864383612383,0.02372087034986591,0.08351779516986145,-0.04564259545872021,-0.04079677217955214,0.02750593500215334,-0.02309170317051763,0.011501807720218978,-0.009724018054176017,-0.04368963392465883,-0.0020432143556554116,-0.14612756882364394,0.02705244241817639
LCN1,,0.020231697468127415,,,,,,,,,-0.04474769094377654,-0.017110027845083833,0.005783995055888881
ARF4,0.04769626059370383,-0.061885926549195606,-0.05720720076774641,-0.04288715882554759,-0.05049984706662961,0.04386470577467434,-0.08030479078497434,0.06800375235503182,-0.012595713566975425,0.04736883726405847,-0.01024336382114303,0.044978334988193494,-0.2432992359559529
CXCL14,-0.06340968450399982,0.005711398439807524,-0.11519061053750092,-0.0020616256028409483,0.08205121537383793,-0.0346221635394884,-0.024229318674119142,-0.017773347132508718,-0.0005200504027815708,-0.04405706854909764,-0.1515339076448231,-0.07989946677261844,-0.08331279666253547
LIF,0.022608535282015438,-0.04688979505623961,0.04058692303598287,0.00423844621985605,-0.022828765407047116,0.06510905534501048,-0.0121051614831186,0.04326502008217859,-0.05385538059389642,0.0315050401674463,0.003309262702162708,-0.1496174393052935,-0.3441123899946994
IL17B,0.09723886576345003,,,,,,,,-0.02951695754263537,,0.03459153443996231,-0.02672653093234052,-0.055286959568996
MMP1,,0.032325928069499334,,,,,,,0.13816868890686748,,-0.06411084839297511,0.06754549853173673,-0.10931564258312092
MATN1,-0.028301603546370437,-0.037830680872870906,,,-0.022038679568235887,-0.003665809050577125,,,-0.028651367096336536,-0.021178915854411413,,-0.057534230797426644,-0.0012505530158076529
ADAM28,0.0015129728392674392,0.05176195443126875,0.09832540196287143,-0.09530602424110966,0.03271335330173004,0.04337851211622877,0.01700226340757903,0.12754013613320755,-0.04254208696950367,-0.002646859531435808,0.06133381281749038,0.14744487703647843,0.1788935554452747
TCN2,-0.006529564592580276,-0.056586142436193185,0.01428101430009694,0.024261068852519448,-0.033144422806042455,0.0034649608163111307,-0.01547929392498951,0.19417341155509452,-0.04961748706589361,-0.04658744566899283,-0.002499473466364602,0.18928775078350718,0.13905942410908256
THPO,,0.002614298488564597,,0.025243261396205544,-0.03133996329250345,0.018500956733239014,-0.012596570061814555,-0.05333078981327972,,0.04580218785339165,,0.062267766473654534,-0.06817589890030534
CUBN,0.14276854511455828,-0.03688468305799653,-0.005692393029317151,0.005783445736956516,-0.03920617422700894,0.025184982815720312,-0.010179304576014358,0.042263370794204835,-0.05600282116491883,0.008826720214990886,-0.026795438237117702,0.08289770313355514,-0.009636967548043553
TIMP3,0.13938153558228625,0.053441949073802494,0.04184669842500632,-0.043314616368315344,0.009141099327180326,-0.011491809870843148,0.08320590015202108,0.029384934102549727,0.03466996587731329,-0.05695454069084307,0.0657139668968694,0.3078707189310106,0.09926704045107689
PIGF,0.0879378671039056,0.0002727548477700624,0.01880787836121119,-0.019205691043031405,-0.06306274424690343,0.05718912586439154,-0.034097097516985926,0.08600007498265975,-0.04466194157427361,0.002122703506146228,0.027901274057930452,-0.05570276694404706,-0.09974928766926783
CRH,,-0.023691073153857035,-0.03571789376791934,0.011585123664255974,-0.018572177954165547,-0.023475381172063912,-0.022790869854138567,-0.04575018841816125,,-0.016529481823699888,,-0.03643878772323038,-0.04702683826246043
BDNF,-0.03948033732816855,-0.020769642476247244,0.02341834409610527,-0.05596793234674356,-0.023000879838478008,-0.043458727079254654,0.03667660022613843,-0.012544561339268505,0.08521028196420209,-0.023852901521533368,0.03024997432718367,0.036109626035510524,-0.24132786583841095
CCL5,-0.06507491260959775,-0.010823458705752504,-0.03156247438546477,0.0628158265908507,0.03128089307733565,0.07488096355927241,0.2111555028372483,0.042775498525179895,-0.06029299543760875,-0.016123533304146728,0.0860523539280835,0.22149208321137406,0.21578059757674717
GAD1,-0.03404287742754398,0.01745323059880625,-0.05750576676175517,-0.10219209012252406,0.05625590901026282,-0.02235747236622733,-0.008409353945512848,-0.04761346566028108,-0.04292299074966463,-0.06284152956378496,0.01996558264179655,-0.05285588795642824,0.10067793267282296
COL14A1,-0.03602980165571435,-0.045840682570529256,-0.02920060115165677,-0.004652130290315138,0.04060157341206263,0.04807996105713697,-0.01649974396587636,0.21688248900112295,-0.06888237237344319,-0.02682856664943636,0.048287169577523256,0.29053388354436344,-0.026903550940317173
HLA-A,0.010546141510805686,-0.036289948465841236,0.015452441108346109,0.11752686315556835,-0.05641993996638172,0.23202930248712178,0.08441150194468713,0.1882255383477023,0.01159733276574621,-0.04068725505986595,0.07224592162618608,0.07310060858413134,-0.10999213893113212
CD5L,,0.04290531912921119,0.014014874025850324,,,,,-0.03586331936351819,,,,,
FGF18,,-0.030544800506580965,,-0.020993316922792767,0.004434851586979735,0.09265942982207942,,,-0.0019450291600736117,,,0.05442417336970333,-0.03195990145344624
ADM,0.07997094066763956,0.006584618343735519,-0.054239138161358766,0.027640905764306677,-0.03107530871055142,-0.06085524891037428,-0.0194701753823719,-0.017124331877940373,0.006511555568874472,0.10092089057862065,-0.06645699329880883,-0.09508511773527087,-0.4669439550380565
CCL15,,0.00392722723473438,,,,,-0.004100634425692668,,,,0.01148561110650569,0.026329097424325886,
GNAI2,-0.003316117675806778,-0.0046982399437562146,-0.024170075132592027,0.02479018724331215,-0.04862994272455258,0.08737027558659559,0.02285983745165792,0.10464026122805345,0.04304476581893503,0.03936212311918927,-0.0320167796605932,0.1804136855456961,-0.021810649474415758
HDC,,,,,,,-0.015334703851053573,,,,,0.023920106503353963,-0.0074053746555474325
COL11A1,,-0.016047491051622908,-0.029198799233679934,0.08245878892584813,-0.12779075860204755,-0.033352842035339184,-0.006347957066437381,0.05075312398093583,0.02907666050922698,0.044684409913812416,0.06033829999095505,0.059769715927575774,-0.21317643534649028
NUCB2,-0.10989487872136303,0.01942160932341704,-0.02506329878926692,-0.003997910391782668,-0.002284088927837052,0.02062409058081953,-0.03614737555953037,-0.000641853799159923,0.006026714189968032,-0.044303533219603675,0.0019515777696109586,0.030006196235843587,-0.055036059760977946
FGF16,,,,,,,,,,,,,0.07556744919585569
CXCL1,-0.058227547555782,0.05621499898769018,-0.029336282624774758,0.07001225695684475,,0.019457357234040084,0.18574825122256347,0.05595461197018195,-0.08495687386664329,-0.028731754411217645,-0.03627321368836487,-0.00507937446256464,-0.07708402446355508
VCAN,-0.015151148915444217,0.0057625375796628514,-0.02891309757004477,-0.043996706699698275,-0.10348270125983786,0.12774554111829425,-0.015387619240461657,0.11196821716207893,-0.06723587368660466,0.10382728874981594,0.00828758524220111,0.15177296154092568,-0.1719666304176638
MMP7,-0.04652083628127895,-0.04586269112044119,,0.148125799823153,-0.02282875899912581,0.01685997329965804,0.0043386028777393495,3.7616007290775074e-05,0.14725244166699358,0.017893204652279008,0.0424857966146232,0.17476531097586126,-0.1730171145587026
PTPN6,-0.028549177745002423,0.031137437800639125,-0.021390220331854976,-0.03832589017014768,-0.012173714908156002,0.005045396136132381,0.10310722557167676,0.05357446469013347,-0.010305312761355826,0.011330673916194606,-0.10256008751222209,0.07531348262775141,-0.014014478427029686
PTGS2,0.042836652589184884,0.019658342528793525,-0.014765674178126588,-0.031233401901790366,0.008941364046922529,-0.06699945823864448,-0.024446985579631535,0.025436830508278836,0.0009947475017640431,-0.03348734431162328,-0.04703395034990684,-0.05534401415944858,-0.15043669397458148
XCL1,,-0.0369926235398366,,0.021952368724948473,,0.002374457847927532,,0.117638248997763,-0.05342714839738059,,,,0.10826258987004274
CD58,-0.059966517710443215,-0.04585926089676981,-0.00791736923966826,-0.013384659400341212,-0.013059218769103468,-0.013444223564981995,0.0011461798879323832,0.03447228395067752,-0.025853598779985425,0.03716692286757755,-0.059670150067796655,-0.05486522172419822,-0.14072506419636416
TNFSF14,0.012340926622621656,-0.017366273483841302,0.0446774396261768,-0.04867516181433249,,0.0061965785364141756,0.08898185570008205,0.1270112936032125,,,-0.043167781323874624,0.018949915426625608,0.061815614221781424
CNTN4,-0.034385780422168645,-0.009533957728587414,-0.03128299934390178,0.03523861506433945,-0.001224571454016441,-0.024379909132929107,0.08677198839226664,-0.024822296473608608,,-0.0383055806468484,0.034401826827789195,0.08120909572805549,0.11564925319017418
NTF4,,,,-0.04917555160677373,,,,,,,,,
INSL3,,-0.03313856336914038,,0.00267041486379809,,0.044917636879336885,,,,,,0.05296737643145544,
BTLA,,,,-0.001809018683951379,,,-0.014298044868822041,,,,,-0.005015388925400194,
MFNG,-0.10286599021891184,-0.02983577347109769,0.02844750666626157,-0.013279386154422165,-0.043949211009616344,-0.0027055693148848943,0.05994005605558762,0.002941063118721744,-0.08377218600949629,-0.012265505535556828,0.023496893031953417,0.06120585626954062,-0.01278816072152273
ICAM1,-0.1110499435810159,-0.014739865138181166,0.007783392638540138,-0.0004146409729283372,-0.01959905335840165,0.12310728245712202,0.03572125841496208,0.16239957304325275,-0.012169855340665284,-0.0241826698705705,-0.05105506310685579,-0.0011154131525078586,-0.22893616571255163
PROS1,-0.0005090893837616123,0.021583278318023612,0.016763912935378048,0.025847297728797094,-0.007813179917758319,0.022247522507738805,0.023923027637049024,0.06352447051217122,-0.049179097070645675,-0.08594265477924591,0.037269425832624284,0.07251760852098328,-0.24868059927101271
CLCF1,-0.01384651931453755,-0.07305752134874606,0.07469218395535468,0.05870177214736368,-0.02122161117902055,0.06266423743040689,-0.02003368665015653,0.14865969516200217,-0.006878596979992827,-0.009870100202103889,-0.03397895405895708,-0.11534477641465109,-0.2991576638295468
PSAP,-0.036600109417606476,-0.020130847705749487,0.019408694182760408,0.05343598615894138,0.031525398564957716,0.04185167217966306,-0.016990967656012754,0.22158697569658975,-0.006338218824232176,-0.08262333982810689,-0.023205198897699557,0.2348678117785411,0.07967768804716492
EFEMP1,0.026524150538287192,-0.03417474362231256,0.020524814595898545,-0.0517908075255908,-0.04958502231299572,0.18391881065851184,-0.022512652430503727,0.1722570415221405,-0.02374935884219483,-0.030303271306739373,-0.0672972449670359,0.14176400281118837,-0.3155442412243999
C1QTNF1,0.07955204757481582,-0.009274541328407578,0.00029161137474508864,0.010785367943973306,-0.0012284953905756335,0.028819509056403233,-0.024847053787173553,0.0760759269784846,0.006389487212668759,-0.006975018172528558,-0.009354033889483906,-0.18196314122261245,-0.3851375881957404
ALB,-0.04005785514362285,-0.016323279589846612,-0.020818787864041347,-0.026929912640900142,-0.02183706285046463,0.013508177168465982,-0.012716620343407573,-0.0060020810064961225,-0.027122044320967813,-0.00639165227450719,-0.011844340313740959,-0.00766519768449255,-0.1156952057353023
CCL13,,,,,,,,,0.022770384242952465,,,,
EFNA3,0.04199926030347027,-0.08066990702110341,0.006062449362471437,-0.047457358493889816,-0.024269586768323134,-0.03445762702012238,-0.009978038481548721,-0.04333521070810158,0.019009390669319174,0.05805463195985241,0.04667589540943016,-0.074631434899516,0.07049002589196586
DRAXIN,-0.043327876898559985,-0.05511195043834919,0.015039911289102419,-0.03246805773781791,-0.057531165509577584,-0.01508285120514101,-0.010210822107835941,0.04241761680389359,0.00013191248622529669,-0.012222720674659406,-0.026154058993502233,0.08308419827267843,-0.012124432241293013
RAET1L,,-0.012617456781746483,,,,,-0.01222975743317405,,,,,,
NPTX2,-0.015151832747758191,-0.016342200848044646,-0.02100437096625694,-0.01741146381552737,0.02562367903626737,-0.056435129830070666,0.03473186048988316,0.1439891321811962,-0.05593625593084155,-0.011442466233362389,-0.035789319852734355,0.07631315300583198,0.003473695139665893
FGF11,0.13845534749620866,-0.01365640847702185,-0.061767697598572306,-0.03128206556218679,-0.04434691254818103,0.013221547403994702,0.0027151114241828547,0.08877273468563493,0.03599572237249138,0.07527872328014487,-0.0021905243193337904,-0.07962302023656449,-0.2721609241494324
CD59,-0.014644912352954549,-0.0626977254856504,0.004577832401321941,0.004410264947866634,-0.005217072473612755,0.11403554651501815,-0.01589009490708795,0.18952549829928075,-0.007529996899411686,-0.061200693765333755,0.021679029597550855,0.29029702567866866,0.24108152521344142
COL9A2,-0.01515941668551905,0.020790017970442293,-0.0027149114927055816,-0.07226148461426822,-0.0811835755075765,0.0005045044207649676,0.0786978513877748,0.03015833855216031,-0.04695215870787002,-0.04553344945014486,-0.02455395102524755,0.24404229894020354,0.033607873050139486
DLL3,-0.010149902665769758,0.001374560784873739,-0.015466815909016664,-0.054021760314300386,-0.12207823140668608,0.03602765416617515,0.048334915343570796,0.001214141056759556,-0.011389187299180785,0.017004341992505268,-0.014391729531419848,-0.08771819311811159,-0.009156728121615259
FGF5,,,,,,,,-0.031500393640351086,-0.04556989377274363,,,0.152532119643595,-0.06537516584670354
LIN7C,0.020261514848331063,0.012504767545939655,-0.04364941764486751,-0.06832247830310645,0.06075002951738986,-0.0035971309745998774,-0.06349747312012602,-0.0015685518297014025,-0.047848172288626006,0.026043518584882536,-0.01674423508148303,-0.12029845255285977,-0.034864880293044145
GDF7,-0.02830162280654769,-0.017667532091514733,-0.03356888435753646,0.01728115307247072,-0.031192780734413735,-0.005570750324015483,-0.011196289249541615,0.028389931287749446,,,,0.03584230841673783,0.051476811897010304
PSPN,0.02800488039623564,0.010375719906492834,0.035251917437008874,0.03731562240675318,-0.052456905805683615,0.06784586462283297,-0.022608795276857066,0.06044572650999945,-0.014883165789882828,0.05785001778687182,-0.040450042803242194,-0.012952349485872131,0.05792076466215146
ANGPT1,0.06822428880497855,0.06636626574026165,-0.017836863872293426,0.014878020830781831,0.005756744849645172,-0.0289304285953807,-0.0416279088045367,-0.045434522915806075,-0.0033970444807272255,0.00947748969817567,-0.061512610304995365,0.14505606398019458,-0.04359721896051991
PNOC,-0.05389837612390835,0.024687400785611338,-0.039047294210046206,-0.09299024074025733,0.06969933430021535,-0.059993291180059055,0.0019661518823950964,0.06149867335341094,-0.027122044320967813,-0.04190598582567296,,0.06973621084825554,0.008708540428772674
L1CAM,-0.056342806380204766,-0.020501929507076865,0.04340259345492447,-0.07742759298853512,0.057447308592247594,-0.07881624333674692,-0.0009499777902076569,-0.03326836861507687,-0.03316140217992917,-0.041930542337515614,-0.021807230403995105,-0.054468491995507,0.24638839983077773
APOA1,-0.010998434331703109,-0.013355595573615906,-0.009625502313456215,0.0930608549678599,-0.0329966488513547,0.0020847788397217806,-0.002481130065515953,0.09387394710590295,-0.010453407327314378,0.0357673394471106,-0.02628972268624552,0.03979809920984942,-0.08722228831032645
PSEN1,0.061727882461234666,0.0005150960878588668,0.03262008025380517,0.025146764275921708,0.009465976337272156,0.0441591778835709,0.006013216089353676,0.0001633308016643519,-0.04511170902706162,0.05633780537145976,-0.060619722923925395,0.03774577034424863,-0.09655149744565562
CALM2,0.06751252739592739,-0.033560933751771334,0.02280546194987459,-0.07281313750771173,-0.015326528982468737,-0.05736851354177635,-0.03725413152547802,-0.14741446267373076,-0.029787249130677297,-0.06754015682992046,-0.06820651062128016,-0.14284806055435742,0.276357629507483
CLEC2B,-0.055120555421498976,-0.036015477451729554,0.06934408204798984,0.017904191689843023,-0.01849366257799063,0.007247634894399153,0.07045194077657636,0.20632660509464454,-0.03327055932926712,-0.04023391894461343,0.016323317698007513,0.11169257342486506,-0.054347040524291915
NTNG1,-0.037391755891637304,0.008314564324911044,-0.018842004124709474,0.007511650012925771,0.057005646374765497,0.07491906850511622,0.028916052172438193,0.05481584312556061,0.06709860547542769,-0.04263467555058522,-0.07072990701718476,-0.022003489955136714,-0.11611674520258367
LRIG1,0.06193303794061022,0.003754885469949592,0.006252879093543079,-0.06163141103536674,-0.0515127247229963,-0.0373675532569643,0.015444675871109948,0.1428159365871728,0.02910213341772273,0.0016602826000400369,-0.0035897857368417524,-0.18764112354601134,0.06572165562649226
CPAMD8,,-0.008694930617604804,,-0.019281773810949938,-0.043445321603360364,-0.05048388607458263,-0.020723405617909956,0.01690067455914586,,0.0451891503556581,0.04851511466299229,0.03934755945023583,0.08098334379213776
GHRL,,-0.03365731019852429,0.014490804355248181,0.05184801388626918,0.009623574281896072,0.044249940618271574,-0.010210822107835941,-0.03513194583456884,,-0.02703003334535846,-0.016021251289915935,0.1370602718067076,0.010307907624279264
NPY,-0.0198746494422269,-0.0381164940205121,0.029518867373545723,-0.04977678309068608,0.06933214505664614,-0.01634881580819355,-0.04429262603315323,0.028074317324570146,,0.0038221736218653295,0.08498401712175799,-0.02756871029326992,0.09922791188944959
MMP2,0.02144725445430916,-0.018995043753536518,-0.03432494557430328,-0.013443105754507374,-0.04655178319471391,-0.026472420944962702,0.057238882158643936,0.1857943555285147,0.05701826031649756,0.026655511514814868,-0.053490642482369025,0.21185746350774648,0.06368154814172539
LHB,,,,-0.04235242294688493,,,,,,,,,
PPY,,-0.027804683704479347,,-0.025295919130220165,,0.09466546052201379,,,-0.02508668156202249,,,-0.04965326183634963,-0.05998294494279306
ALKAL2,-0.004441314066942309,-0.04841247011691165,0.02204527707583698,-0.020564838554375884,-0.02558043628472958,-0.021006350066401232,-0.016108909050771825,0.10652249230677918,0.00024906201737689423,-0.039141819118146605,-0.030785569873098773,-0.038323691137503564,-0.10022487482276801
CSF1,-0.050726787987816616,0.0408859177089168,0.04669590714086003,0.06481800099358902,-0.062160580861369455,0.16866223800630872,0.0368705093149214,0.11238858084001595,-0.025567729136747812,0.008497525344879995,-0.06809455686425837,-0.00491872404580892,-0.08523819721701624
SEMA4C,-0.014498310562019124,0.03406346907282645,0.019873981380166796,-0.015881097393810276,-0.06842639553900703,0.018803060434767267,-0.00369063715529072,0.005168857338875834,0.0034501784703696746,0.06649303958560465,0.03311074158539222,0.055887781220272215,0.002476410124243323
BMP8A,,,,,,,,,,,,0.05346039664619396,
ICAM2,-0.057931970706705485,-0.0063816280332588595,0.015610737964165605,0.03693679059045775,-0.05076729198634744,0.012873221589622081,0.0375688449993844,0.055904150533497406,-0.04379300347559157,-0.04132153897017934,-0.03758526185979293,0.2864447001498223,0.24893129893059435
SYTL3,0.03318394029214128,-0.01563440882923778,0.027180130076150628,-0.02407091978716644,-0.029993285290802387,0.08326503927403735,-0.02300316981937589,-0.018029857997731255,0.00685893534805408,-0.0022215949550324467,-0.01290153863031064,0.1366888991064936,-0.09671254628042772
IL1A,-0.011323444820573056,-0.017317377176543122,-0.04093670340057242,-0.011852556371036431,0.04340678825908408,0.09872216531348361,-0.028782895932132915,0.046694527657716076,,0.05667915465580274,0.062216011610177833,0.0672736227179903,-0.036723447041042884
HLA-G,-0.044761210744205575,-0.014077923660598807,,-0.015925143123806298,0.004986669048050382,,,,,,,,
PGF,0.06241881741847787,-0.007576028637166581,-0.01869211966605773,0.05181386231437883,-0.06374987247303858,0.02467713344681646,0.043138874443150184,0.17575861048021565,-0.021859266041813083,0.006710743957974292,-0.024986708179390794,0.0530787921929157,0.11649634900868666
LGALS8,0.04411087817595295,-0.08213045960469893,0.030914035062081093,0.0037687213624944286,-0.061200053893143896,0.015367700394133876,-0.005502448410894668,0.06376743505349407,-0.0017472655772494327,-0.036635677598184146,-0.05640240212275264,0.01276166586830232,-0.053656858616688195
DKK3,-0.014864544476864028,0.011580890737064404,-0.05695633515367458,0.040696781146292785,0.0013463352123396753,-0.117894160158304,-0.07414950476502048,-0.10159609339755299,-0.04900843824629701,-0.09367874003486491,-0.08669590811246718,0.08210074947243072,0.4535194656233039
COL16A1,0.06820435061579741,-0.0009649400457385828,-0.036303361237267205,-0.044107386514040954,-0.04325716143557754,0.006186692399930259,-0.04990414088052626,0.09182548789732099,-0.058706153867807996,0.07428490176871858,0.04124417068175867,0.15585724522217836,0.05689581522649132
TPH1,0.11461345480749739,0.017775599950988263,,0.005775224091584744,-0.01785245568436111,-0.02461835782531271,,,,0.026619417455744445,,0.08609032570686331,-0.08766298994206383
TNC,0.005852703754856085,-0.0049916706868754985,-0.0069220975024530266,-0.0936829299266024,-0.08713899951488187,0.04079794260745452,0.036934050804375236,0.10751827474854221,0.13034259664845538,0.0011193464029856026,-0.05346844646287042,-0.04150215196882745,-0.28222208633332446
TNFSF9,-0.05311974433852349,-0.011528557123714464,-0.029696800510554476,-0.05271620697006387,-0.0249403418559751,0.0721694466776814,-0.017055156575743562,-0.06634938182896809,-0.023008827399120402,-0.043243299599420075,,0.058681673602024836,0.03337826875993409
C4A,,,0.052562784599993015,-0.02593922400652957,,-0.03683565779032309,,-0.037908438091648275,0.024823411647771017,0.008800085324679982,,0.04014504981302481,
CNTN2,0.052008813194676665,-0.06844251869797373,0.013802979563652142,0.08446700089612057,-0.02336473922731114,0.05553306870056327,-0.0577595268383014,0.0808419062801443,-0.031500103026979066,0.02482976127317097,0.0517472613976028,-0.03974342745937207,0.4412012113951427
F7,,0.020430477352302193,,,-0.01550490870510189,,,,-0.027122048126867294,,,,0.12118836904826667
LUM,0.04624737971596823,-0.06693511189971123,0.01434824444689487,0.04525068129714405,-0.01959872518391855,0.03749370602505479,0.034982832928240754,0.1551121122931988,0.07517103595295453,-0.05128092242123658,-0.013148293715419515,0.3387266560606033,-0.05082483465125331
BTC,,0.05749814576570806,0.010489573205378086,-0.04304875326354194,,,-0.00707868313188061,0.002518688771347823,,,,0.021888201946405533,-0.11122626697709384
APOC1,-0.03526461922329852,0.013942497244341857,0.08161626947424737,-0.07865314323147111,-0.0835741295856752,0.06813757018754332,0.0515191898045288,0.07505189338678721,-0.040293446982955214,-0.03040606606387411,-0.060576900907275376,0.06682480777877733,-0.12171688882210165
PKM,0.10397208775927211,-0.008696223927782023,0.0282722531083499,0.004961268135155394,0.007738807329672932,-0.10782389878029985,0.012823988239022527,0.017834802735197216,-0.031571302963325436,0.08862457696476765,0.018237326564318243,-0.14071943551738167,-0.3831207987098415
TNF,0.04962326789325776,-0.03701981900080773,0.00414874361745247,-0.012503718542339766,0.04885348325117052,0.039527792954443974,0.004651681528672221,0.12398723191421554,-0.03860861824924666,-0.002345050164535024,0.036067752320938964,0.09489733694379923,0.06080181887214927
GNAS,0.08837125299935797,0.04767796820561501,-0.048286335369853245,-0.03564996489160506,0.030259686727437108,-0.13461425639512672,-0.04950984378631088,-0.11682126904656395,0.08847034111679912,0.04633428229883622,-0.08184451716943988,-0.2450110132350897,0.24369497833940287
BMP8B,-0.01034978633162245,-0.015169829475099629,-0.019243664195996296,0.017164190504657142,-0.05504154035883525,-0.022701472648989456,-0.009912036074178331,0.11066783297043116,-0.020124482166959366,0.004713265620512918,-0.03137553587321042,0.0383119568687808,-0.021235976404757433
LIPH,-0.006217884473501655,-0.029167148673970203,,0.007102114134498911,,0.002021932436098155,,,,,,-0.009518186746307533,-0.1202918036201714
CCL28,-0.028301597963717715,0.010369091431228553,,,0.0017579371288187985,-0.031614042393157564,-0.011723845675010955,-0.04708816587108314,,0.012814393898267211,,-0.002828432720442672,0.011802775153513637
PTPN11,0.0710749974141778,0.05861398924995044,-0.06981926029803934,-0.016071365090913177,-0.0054336303463112055,0.008911895576721333,-0.006247053989175367,-0.06286814395845612,-0.10655880858726334,-0.019961156182650677,0.1356916375341404,-0.049376339013889256,0.1055443643872778
ADAM12,-0.04410829150736005,-0.03790399625838386,-0.03161904615232595,0.041436502356609804,-0.02902360332245353,0.0003813146065898338,-0.011330368026882172,0.08504155831786149,-0.03029565931146343,0.009103094171884573,-0.019802363107451086,0.11005438910019433,0.006871196880690837
EPO,0.06378610083303249,-0.039191164531245624,,-0.0031916209184323107,,0.05960501607313749,,,-0.024660412728838045,-0.025487904737704688,,0.00873154351651057,
EDN3,-0.00947816184240355,-0.04397563379023121,-0.0007431648241168423,-0.025017922609851362,0.08066382396129462,0.06002489149296469,0.005007432640275623,-0.037576521563083054,,-0.025750901982837523,,0.0161925533877641,0.0471038718976724
CCL22,,,0.1139087854509931,,,0.049579992827015244,,,,,,0.04575527277642923,
CCL2,-0.04177367128506195,-0.04163987134743416,0.08100275827737982,0.06689552645067405,0.03696086716323352,0.17265791137239556,0.08097193291301327,0.15036343500075364,-0.06372911881268348,-0.0009540475752958117,-0.004871798420754352,-0.07716194766764836,-0.19939742466083554
DSCAM,0.07335146947927704,0.02481662576815052,-0.02417141686998657,-0.0442111779413457,-0.03629441531252235,-0.005112774658446996,0.01731799992672898,-0.02612748649818976,0.008670266828142188,0.05566353663978383,-0.06919381535252263,-0.13278500446677158,-0.044638433228261866
GPHA2,,0.011105411366514759,,,,,,,,,,,
ANG,0.06200529047796248,-0.016825028652554773,0.04510661514835626,0.05144687133383313,0.019605459302714172,-0.017159720445158975,-0.039717094378110836,0.09683961950430064,0.02130484381300504,0.12493206433196781,-0.013337981050029785,-0.07986694880954445,-0.16208713765357152
FBLN2,0.008066768340695038,-0.03467896095091387,0.048902571419135385,0.014231022224232743,-0.03355944739111359,-0.03502946571197569,0.13285356873571605,0.10536071320696848,-0.03771768580409959,-0.07513891369751836,0.1167119359079792,0.2838511274214021,0.04747722241797405
VTN,-0.036638119460185616,0.010640442429922412,,-0.06686583858134211,-0.017852449846592004,-0.050727487918683936,-0.015633366099673054,,,-0.02117891430007479,-0.03076343272962305,-0.023465559473612386,0.008135105383247413
VEGFA,0.11067882991513224,0.03742716934175823,-0.003220967760544867,-0.03768257825986872,-0.06517487349164368,-0.046951991620556494,-0.013600036406703705,0.017942345454474377,0.03405146946565825,0.1216346338327059,-0.05855775130176644,-0.28661294440495033,-0.49358412228784104
F10,,,-0.02077186134516141,,0.030310067552609666,0.036838791508848535,0.10660481155969546,-0.05173062613097845,0.03392882842372995,,-0.03337002640560357,0.098066288076786,0.0757286642915466
SERPINA1,0.0016148066886376667,-0.021315549319399555,-0.01671027951083525,0.04334608028806527,-0.033945370741615,0.09764951470395584,0.04890695326041699,0.13227104244911675,-0.09500458960551685,0.022516605529510743,0.1024790641454314,0.19619755958562843,-0.14274764550744903
VWF,-0.03717386207101421,-0.00180784949431175,0.03570444899769649,0.08955711455385143,-0.03117213812352655,0.04341750620261118,0.05330149930599607,0.054045368595986076,0.017578715758590744,-0.08300197235719364,0.040137469818630936,0.22972144180459528,0.40230785014545234
GDNF,,-0.0061808463387744705,,0.013080594663286184,-0.02778803038649545,,,,0.0547466666971982,0.0023559177209300586,,,
VASP,-0.0014760038056966659,0.056232584048930855,-0.027565519898356487,-0.0027495767983501096,0.011720002712241304,-0.0195110088036839,0.0029301131509660923,0.15005820343804818,-0.030927923886769418,-0.016863054208161365,0.009884253833433632,-0.0056891866702205975,-0.14457155468314475
ADAM15,0.022172028832080956,0.005079222547456475,0.02460986656097941,-0.016229680719402752,-0.01409978148895636,0.002318986633380784,-0.04368511237451114,0.12010913606677961,-0.0033327084422138044,0.05078491480953789,-0.04476603052741297,0.10451133217578766,-0.03372651999487626
WNT2,-0.03290858218387694,-0.05102080281948706,,,0.03513950966666734,,0.028977853987162207,0.02814124483527579,,-0.023852898081002577,,-0.026150221992137814,-0.08088723794591665
CALCB,-0.03444386754016187,,0.0017174071709116175,,0.003008383511960326,,,-0.03570336742659584,,,,,-0.058583294208094085
OLFM2,0.07304643283606531,-0.011694335647299374,-0.02865939618438941,-0.037656538078320485,-0.06553406455228505,-0.12400781789152979,0.011737924740666096,0.008962074301836966,-0.05945457920631829,-0.014111627430109727,-0.0660107411524698,-0.14900413382216363,0.005746883544151263
