,UKF266,UKF275,UKF304,ZH916bulk
BMP1,0.021847410268791938,-0.08233796440157859,-0.06255428542450742,-0.014378248557863372
NDP,0.0402302384239356,0.04668356512900223,-0.08988222515480371,-0.0315035759544746
TNFSF18,-0.023036505520746386,-0.013007999654198457,,-0.03090682503673645
RTN4,0.0053922276438582205,0.06329299147601665,0.15648378971047114,0.16661732886185227
HEBP1,-0.020010909049358445,-0.015438408589140869,-0.06411459214894577,-0.06817852362467204
WNT7B,0.11618998257635735,-0.02940903799799922,,-0.040569288683302694
PTMA,-0.022180635148718163,0.03502391259587515,-0.19953283368483743,-0.0004257887802434566
CEACAM1,,-0.0204584845077778,,
PDAP1,0.004926716663210814,0.029669536862301595,0.016631721833480426,-0.04521940873663954
QDPR,0.06485089011542297,0.09052776742609475,-0.18618654953606034,0.032726042683587975
POMC,0.0018860664638055287,-0.015093454150349756,-0.02448368274242943,-0.00010285734659747851
CCL18,,,-0.05671650479123937,
CCL17,,-0.016223508148527334,,
VEGFD,,0.06311162305635638,-0.021584111065660206,
TNFSF13,0.17601267768061957,,,-0.002084540701225267
WNT5A,-0.004055546302160689,-0.025250107976921905,-0.02824992122145996,-0.044993929295084736
CXCL8,-0.008851940507445531,-0.02055352688964064,-0.04918297203361146,-0.03582412419665548
GRN,-0.0829204272278198,0.01852742752558115,-0.12240007787724591,0.00998697491861536
MIA,-0.04039612187762927,-0.022177011814298046,,-0.042585662783800805
COL4A4,-0.0212560983253331,-0.016937844440851682,,-0.03757791861314623
TAC1,0.08009881663743884,0.024786584778481478,0.17638569614747973,0.10357276982528682
RARRES2,-0.06185665711609397,0.033854310696871545,-0.033837153369575795,-0.06213603083725823
FGF7,0.12062103403221885,-0.02262740356709851,0.11146451787664922,-0.04696957788327119
HBEGF,-0.0030945847232962853,-0.06590306257942473,-0.055900713644407,-0.11742926424348817
CSF3,,,,-0.03952767087019379
PI3,,,,0.0031972945531597843
PCSK1N,0.035228214110977325,-0.005951100339385079,0.18771673214599466,0.08787663602119958
NTS,0.0319612942262975,0.06861951567734467,-0.019432633360434198,
SFRP1,0.0125656295888792,0.02247276355576253,-0.04647652228650554,0.031124055001411802
CXCL13,,,,-0.03206231047195399
MICA,0.0370736046092626,0.002814208801204232,-0.024653260997042598,-0.0704816003367059
TG,-0.02995183240190444,0.0003289825876774727,,-0.006563401708269984
ADA,0.06542733970473558,0.05282303645809912,-0.06802741030835974,-0.0038234573374517876
LAMC3,0.060231068545963,0.04829378295118268,0.06089232748044275,0.0026962492021417985
CCL7,,,,0.01057018688823636
NGF,0.06536701983634059,,-0.01943264615553393,-0.02108705467591595
TNFSF15,-0.034704913324314066,,,-0.04374708688600858
HMGB1,0.028766390898372792,0.027925329699459024,-0.03669630563608366,0.00976487346266994
ITGB3BP,-0.005994180030808666,-0.011689045682331811,0.06266256861225172,-0.030229708543322742
AANAT,,-0.014698767773490414,0.012021893847502407,-0.024135547149137477
RELN,0.04419157149112856,-0.004604194158536717,-0.010390271877721985,0.07880852893625495
IL15,0.005051923070422247,-0.013898382178793004,-0.037438379051744845,-0.026426895497116482
BSG,0.07446453167892657,-0.017884127369717957,0.1479980891149646,-0.006712759022957108
ADAMTS3,0.10896966760922654,-0.04674433750137076,-0.029336596834485317,0.006777898280719424
CD34,0.08723645656153828,0.012294084706329233,-0.016378358463847723,0.03816705864829648
PLAT,-0.03393426929124249,-0.06479973405120723,0.04008814806697726,-0.06277979510759717
LTA,,-0.014156445217042606,,
CKLF,0.007435380529008538,0.002615269460100944,-0.128533801516917,-0.012176609295327353
CD24,0.0242764973300194,0.01990448752996806,-0.04840282144636589,0.04074255823961838
HSP90AA1,0.01965313838602406,0.06524446550674654,0.19665450818859434,0.05227374206295817
BMP4,-0.013825182882893593,-0.026306673500358396,0.13792039557641272,-0.022781265463282147
SCGB3A1,0.07330121153219622,,-0.032159512373645414,-0.04850052192179584
IGFBP4,-0.02411446276420714,-0.02167612581638934,-0.06443838699490016,0.05888656687297727
RSPO4,,-0.016464807609868976,,-0.03043396892424913
LEFTY2,0.052175256920091825,-0.017925756919186867,0.0077307607206637844,0.05392090197885363
PF4,,,,-0.023840649955029377
ANGPTL2,-0.0330431017629754,-0.030715271409513252,-0.09313008719492119,0.025932408209135355
LRIG2,0.016746566745220848,0.013901866764571977,-0.005889891381848644,0.06792457628952325
ICOSLG,-0.02783639630620856,0.008039552133183206,-0.05464989834898111,-0.02069286217704756
WIF1,0.032906141809901875,0.03100662252849728,0.05823849745921738,0.05763266517726857
NPPC,0.04931919350698631,-0.024784397499111082,0.07725543925463935,-0.03819985643945069
LYZ,-0.032623019675253065,-0.059162852344819654,-0.11915350323109677,-0.002799520040408175
EREG,,,-0.01999051392935012,-0.02744765048049045
SPTAN1,0.11406383360757766,0.04391223483577047,0.1627752019266756,0.07481106396767508
LIPC,0.030910478221363474,-0.030782634564814046,0.027351069756619963,-0.037178066528221365
COL8A1,-0.06808729069824282,-0.006392862592791136,-0.08240913242347463,-0.01573274912674614
GSTM2,-0.020882617114508617,0.05193584083641629,-0.031795158689508864,-0.04630953210775759
SPX,0.008421819135228652,0.043133147474198726,0.004004394342661902,-0.02166850353043385
MFGE8,0.06681542101128986,-0.006972193673510428,0.0999299745528099,0.03149256313503381
TGFA,-0.08433680533402868,-0.016107286095804467,-0.08544652091721677,0.05433058707928117
SLIT2,0.06250404037005618,0.00951015235818751,0.1376692322011862,-0.0682991918975195
PLTP,-0.06902961758189473,0.059455156249901976,-0.15403646504680837,-0.018096335782005465
APOD,-0.038072351683066497,0.10012021704292719,-0.14779911293144166,0.10019847571585475
B2M,-0.06665007833908142,0.03947574007616764,-0.18622673939829068,0.019696287854196894
OMG,0.01967639328288111,0.03904179649633016,-0.06547621388885749,0.04724209122757672
CXCL3,,-0.002428959910589715,-0.028141541981375705,-0.03625423309275906
CXCL10,0.020717586325119695,0.05841509527732407,-0.05584201230334409,-0.04439992949881582
RSPO3,0.05663153542447429,0.03040202478558253,0.1393784841269444,0.04516771049931388
CORT,-0.009943758152100874,0.01620840850180849,-0.015260624262165382,
NCAN,-0.026980238409927193,-0.05429265491350179,0.03785808054415523,0.12846590603387167
PRG4,,0.03313065352610767,,-0.03318293675248374
