,UKF243,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334
IGFL3,,,,-0.01649411000494727,,,
BMP1,0.007966565383902863,0.014228238956456148,0.034725874171980274,-0.0758010374473277,-0.00939410602882132,0.044584194404999215,0.03701882065772206
NDP,0.05971494619819951,-0.017442115653143676,0.00987332081156363,-0.00878129725427165,-0.009963224071366019,0.00813989481334749,0.02397524327125717
TNFSF18,-0.03950406903404324,-0.020078874465894257,,-0.02449325819059528,-0.010647508685444212,,
IL36G,,,,,,,-0.024215992063596908
RTN4,-0.0856862901306085,0.018987517300395756,0.033876733307858536,0.0696332647439268,0.01625599614570487,0.03007392376849624,-0.07037048391744138
HEBP1,-0.028778846770755727,-0.044707395908016215,-0.016229638238156822,-0.030984809949169394,0.07539183033068927,-0.04340846201233114,0.025962346396539875
WNT7B,0.02132990669748889,-0.009874676091772344,0.004561771934618294,0.14212851484128125,0.03827433893633379,0.022830770079793287,0.03700822459222282
PTMA,-0.006862301020601517,-0.001289780858989408,-0.018112616942170128,0.03592929518941281,0.012854598121499763,-0.045760144936398114,0.08829876513557726
CEACAM1,,-0.01812034030096244,-0.012481797065668215,-0.032231732747147135,-0.00044215871896726306,,
PDAP1,-0.03237007987344565,0.05762845385771061,0.013745775283526785,-0.051263310865442176,-0.043788150167137385,-0.060364785365923594,0.07110121681317719
QDPR,-0.011863039719731412,-0.010009634371008998,0.01955979484974866,-0.007724220576081962,0.030944131687059357,-0.07292317652244687,-0.009879991747843405
POMC,0.009246933163498124,-0.012500509757852132,0.006568829234065837,0.0527878331734134,-0.01235452709343616,0.043398052525180454,-0.05188302254649021
CCL18,-0.05297820476617458,,,,,,
CCL17,,,-0.02226621300948542,,-0.013279516337015448,-0.0028050806426880856,-0.022121996241877363
VEGFD,-0.03892503771444673,-0.013113050716983555,-0.012583331633185169,-0.01399024724957802,-0.014148201460144862,-0.013415703500372368,-0.023708828564459383
TNFSF13,,,0.0786213838357572,,,,
WNT5A,0.05626413963230655,0.0032919605596274464,0.019592216118068943,-0.0706585130492029,0.030069328680111397,0.004165188738844905,0.017189810636670202
CXCL8,-0.05448399821328048,-0.011132010822772582,-0.02875141173263813,-0.026687179704961927,-0.0038622998321070773,-0.012493286433728051,0.08985986373309426
GRN,-0.020665534762238685,0.013461149842796293,0.0399838538092991,-0.05202307872707934,-0.008078237877553329,0.04771199188189189,0.03500476687367696
MIA,0.018962181232760066,-0.023081452017415825,-0.019959260799577078,-0.03875073507417737,0.019768062363566513,-0.01525753741082372,0.09371617028406629
COL4A4,0.0011871354298106627,-0.029958158617034755,-0.004588449363848845,-0.016253721131803737,0.005611851795109349,-0.014419200590988968,-0.031497422039558236
TAC1,-0.0672087710218081,-0.018729864990650824,0.01955187820312848,0.10469236533998412,0.021385462332851088,0.0077089668484240405,-0.0074322228412463205
RARRES2,0.039054104013135596,-0.01161621277954986,0.011104442617269153,-0.0773257585187224,0.005722876519607961,-0.04070816949233545,0.045807734080818896
FGF7,0.043439984506765096,0.04820931440451123,-0.015074459793232294,-0.026474514927661078,-0.022088821437037144,-0.0037459588081471774,0.04722781507883746
HBEGF,0.003932177455573864,0.026033843522669176,0.012786885460434216,-0.05675063317600477,-0.022821766074904593,0.008744592715246533,-0.03096767145992415
CSF3,0.02498169296623071,,0.049364672406298396,-0.01719612411216482,,,
PI3,-0.0534485620403639,,-0.003414630343755278,-0.019363062714569123,,,
PCSK1N,-0.028506869133001114,0.008962359392177707,-0.005976263323464226,0.05907221256928401,0.05761638346516502,-0.02363371092596565,-0.08960583083046376
NTS,,,,-0.021136105079089217,-0.01583826648508941,-0.04509509739554923,
SFRP1,-0.0107673003155958,-0.02855068595749602,0.02729225024549739,0.008408746260110185,-0.009557328877985752,-0.018289682959182613,0.013278185215226413
CXCL13,,0.07154521351755565,,,,,
MICA,0.09881067681401852,0.060974959373425223,-0.047470635244860136,-0.0005997838559983224,-0.024921528550408464,0.04299971868056255,-0.0014069936518055714
TG,-0.021192311256090918,0.06674761325604818,-0.02096603199124504,-0.0025883592375971,-0.01337861016625502,-0.013236163999097762,0.06043929375250121
ADA,0.04078680437689737,0.079302756544836,-0.01940823607616444,-0.0215435699465188,0.023013808923996914,-0.021496594787552056,-0.032977016978705705
LAMC3,-0.059487361485804136,-0.04381653761479637,0.025079459967650927,-0.03876614599109701,0.020979932260421198,-0.03853777923439142,-0.0031032569396363743
CCL7,,,-0.015158407631626422,,,,
NGF,0.11341280443362725,,-0.016815198661459897,,,,
TNFSF15,0.05785089136589624,,-0.016879628286036227,,,,
HMGB1,-0.026423296542841354,0.021877260969136506,-0.038901690514006014,-0.02519414084673219,-0.0013122389527707894,-0.03826300793846953,0.03000723601013442
ITGB3BP,0.03369756466504081,0.014584632835263824,-0.03684865374866532,0.019792278486826794,0.021724635010477555,-0.007228986253780677,0.05049556799131616
AANAT,-0.014602436520296766,,0.02233037102213237,-0.015511369309317418,-0.012031462307354312,-0.015257538259486907,0.017765761327774455
RELN,-0.021861308269563704,0.03234150810190341,0.019149570632928027,0.007885461437326064,-0.004586528410068368,0.08588650698549924,0.008495189117330555
IL15,-0.006235994485577504,0.020322206807235583,0.006008278691828858,-0.040459971976659376,-0.02438720192210677,0.0015230957523990193,-0.02752176613907933
UTS2,,,,-0.018645345335491847,,,
BSG,0.10301092408686106,-0.029814813321837608,-0.01206924195793784,0.053978837907741314,0.028267004344203893,0.011475598750249127,0.0863064272697527
ADAMTS3,-0.024642418995415135,-0.03528020435723852,0.022123765609911458,-0.05126717560495227,-0.042910046052612484,-0.01719904926620664,0.030605061628560644
CD34,0.008807306911395387,0.03571119712104434,-0.016579057466697862,0.003024714329334212,0.028932431342908967,-0.017674999056862057,0.003846071411877809
CCL23,,,,0.026108449595492696,,,
PLAT,-0.037918893580662076,0.015687240322065664,0.03525997998998546,-0.061191846852233875,-0.005780400209143688,0.01843608469607283,-0.07166044122017469
NTF3,,,,,,0.022640809476292992,
LTA,,-0.018120342160433924,0.04237231306950649,,-0.011587552076450623,,-0.0021011996830541464
CKLF,0.040122492437160484,0.028915965132832885,-0.01196181922734355,-0.038514655490493,0.005763305425657382,0.009014806654458035,-0.027538763746184892
CD24,0.0767630075772285,0.0710740181542585,-0.009774675231440719,-0.03162239016610074,0.02532016713176302,0.003822109302997928,0.04878414474987701
HSP90AA1,-0.0042527648372764045,0.04141406904531632,-0.060162905300477326,0.0504300936284981,-0.03876147660523514,0.004804371077947778,-0.08468134345546982
BMP4,-0.02187007396848788,-0.0018646415418168696,-0.04532816096612597,0.09629487437935993,0.0972835954294261,0.03966555886238264,0.006176854940558346
SCGB3A1,,,,,,-0.012869882751120939,-0.019204326822304933
IGFBP4,0.03239807561503313,0.04879517076264434,-0.024097476585401515,-0.06687000565845604,0.02040492655645247,-0.020868579889988678,0.003770955032981563
RSPO4,-0.028061262741869916,0.016018017983169524,-0.029738157716397696,,0.06973726403236793,-0.01286988086860945,0.01639633546675932
LEFTY2,0.04572761520576622,-0.018342887531781777,0.027831908636942,-0.03513076327466987,-0.033189213304531284,-0.014111981774531674,0.04780335302703939
PF4,,0.11944347106347004,-0.013225412020156578,,,,
ANGPTL2,0.007066444878284127,0.0689208546316394,0.022718601928127437,-0.051656598469813395,0.04618705256418624,-0.02008007279638275,0.02919623057298887
