,UKF266,UKF304,UKF313,UKF334,ZH881T1,ZH916T1
IGFL3,,,,,,-0.018602406681864813
BMP1,-0.020442638298036782,0.005430192101255902,-0.012933238568921797,-0.02862270001611283,0.07470729405874231,0.05701929558121883
NDP,0.0159533287732997,-0.030463236905096138,-0.03329945469526164,0.033798411795372664,0.01940216218682264,0.0064329513201106265
TNFSF18,-0.014453492837418746,,,,,-0.031378934303373726
IL36G,,,,-0.015263920356926183,,
RTN4,0.04630272110042104,0.1756608044500484,0.045816210130120445,0.07187523958484544,-0.09068646230688979,-0.04306183714523751
HEBP1,-0.04457252423719625,-0.06835526658404295,-0.021774722742167085,-0.008881737680591379,-0.013441330609140236,-0.02027837931359743
WNT7B,0.009736195707537773,,-0.03763377005546504,0.06443203975150982,-0.020366673885378588,-0.017939200906268816
PTMA,-0.0485280979995578,-0.19247497724281093,-0.059893454010014745,-0.08965566368570226,0.04546991740107928,0.008200497871439635
FASLG,,,,,,0.10941664572033585
CEACAM1,,,,,0.04245996357544424,0.12833966396277585
PDAP1,-0.007269120795925558,0.0002478721353062484,-0.013719072647766853,0.009671741239921488,-0.014706914422698862,0.04295644103719455
QDPR,0.004502408227238141,-0.17661324495510033,-0.03307220628234706,-0.009255393140779769,-0.06046825024791339,0.03378272891304639
POMC,-0.038131229236037546,-0.06073677647914075,-0.011478035615180826,0.05458214619643826,0.09330080375750202,-0.0002833086476922286
CCL18,,-0.04464669120294228,-0.0016356181682945176,,0.15112281934840635,
CCL17,,,,-0.013944024588604076,,0.17997153920817252
VEGFD,,-0.030213852455281503,0.13392869530209456,-0.014944243044576365,,
TNFSF13,-0.014016872883604597,,,,0.03286868353001651,0.048933433097263036
WNT5A,-0.030976811585863212,0.07173072277294454,0.011926660507404735,-0.06155048217852235,0.03615972454078011,0.015909494055311023
CXCL8,-0.01993809255438824,-0.06884726713160655,0.018135803526033157,-0.0373130155317068,0.06426450039633136,-0.02023074499181169
GRN,-0.024191586855833294,-0.1670632847450086,0.0437155673468459,0.002223894901218752,0.019252830816713747,0.0236125392997753
MIA,-0.025345209484658508,,-0.0029326425785691115,0.029897187077051184,0.002542687009012143,0.022229183223628404
COL4A4,-0.013336435277476773,,,-0.0030273502730000126,-0.00018413500603760164,-0.0429447187885298
TAC1,0.0812184047745924,0.1225608640950918,,0.09620675934976518,0.00814346907296022,-0.01922412087420682
RARRES2,-0.04984911674068338,0.01279430567245795,0.06531866744623724,-0.03820547035089943,0.07427278894598947,-0.061475662729434735
FGF7,-0.01720688417009748,-0.01419998018511824,0.03907436070267954,0.010939973055395158,-0.014230149736943608,0.01704150101296016
HBEGF,0.0027721272621313094,-0.09132742782050746,-0.027856205682978235,0.012751442908264288,0.02623307899697023,-0.012319339505277355
CSF3,,,0.11875010779799725,,-0.019379408756106446,-0.015396324112384887
PI3,,,,,0.05044422353537689,-0.033451097368963616
PCSK1N,0.05451125128855525,0.22201906668537544,0.017822327772992544,0.026389275947120705,-0.10108180439829628,0.048053460362322574
