,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.016710348272679077,0.049332785586682505,0.010296926725477842,0.01654153281666744,0.002332205923239992,-0.0846204409559993,0.060247430880872824,0.005830656642165237,-0.040189715832143084,-0.017630602641205202,0.03290365333829848,0.00663685366935327,-0.005627730053298334,-0.011889819625005158,-0.050317012682779994,-0.027040897458865204,-0.018377338664433557
RARRES2,0.025783761976764547,-0.0191658808667868,0.03397387512132742,-0.04419506773384714,0.012976515389517385,-0.005611315206807156,0.08741784774425675,-0.10067211582331448,0.051340729501261964,0.0909968693976711,-0.09514405095205059,0.056823710096331186,0.04068243729080472,0.09304923667093727,-0.03644334677380863,-0.030754254331233823,-0.030047272342275007
SEMA4A,0.09427445985108523,0.01123490047388819,0.03921480319882185,0.11117307274926042,-0.03597981958312207,-0.020042085928249128,-0.035186316551670635,-0.0071259585594379594,0.020337938669000962,0.0054245151438074655,-0.003983296401256683,-0.019123176025643396,-0.006494488292412959,0.019193499080454812,0.03163394931722305,-0.015195652965048415,0.0026181643804941953
GDF11,0.02776234791724807,0.04487469527922106,0.05480953642315951,0.0785231615315076,0.009180984279019762,0.08790437828215177,0.12126763676314921,0.04191360528516261,-0.0439953383999005,0.03465251100631244,-0.004578726161349007,0.009696825597067554,-0.007978353455541974,-0.02494190665073969,-0.032350764995640664,0.055350121466948295,-0.00619267379064523
GPC3,0.030638547526496137,0.02654213460715775,0.045443760728592346,0.022620381422590288,-0.02596005850254445,0.10426912262146909,-0.03350598394287133,0.02499193411520508,,,0.030603831606790446,-0.036578909656233,-0.03229804018915965,0.05039732848112506,0.06009097181088124,0.07991273707149765,0.02630930992629936
OSTN,,,,-0.008640214238794604,0.014811777321824732,,-0.025691178435804502,-0.0011008925737757062,,,,,,-0.016367652268057663,,,-0.05814260317799963
GRN,-0.016635711212045247,-0.003915147140720497,-0.024158243134846654,0.02889444871407993,-0.07105383931703928,0.05671269821413434,0.05227421663297144,0.0027932524513293445,-0.014304498276942976,0.03182025758011598,-0.007382285849906677,0.030988812648356703,0.006301942090847701,-0.029884009400998647,-0.08819947592829756,0.014547051167540922,-0.01889676948756251
CALM1,-0.023465639507068214,-0.00010562226602490593,-0.017391096588203862,-0.018641106909829036,-0.07961442013467684,-0.07969794270307914,-0.10472821076274244,-0.04788465601140002,-0.05125685826410026,0.003622974982174078,-0.03816706491045968,-0.08358656718236357,0.001093971590043956,-0.07887560426172883,0.02519881114523708,0.057542933750986805,-0.04060819391229358
ANGPTL4,-0.0067866580128484325,-0.0013519599781930635,0.03676518017830871,-0.09502038026942909,0.05147115193757024,0.018907826463149816,0.009643514158765609,0.03410322289039746,0.006201051331778969,-0.07071059615452979,-0.12942915804853736,0.11627909899710966,0.009388630568685158,0.0675833336235322,-0.01604335268716429,-0.007427614961688335,-0.028902100863904455
BMP8B,0.057450567238829756,0.05795164101296171,-0.0017060194816095385,0.06016465520864745,0.037623961773647435,0.01683507686950302,-0.04047643953825601,-0.009672831858143405,0.04446604492730682,0.0913081666827084,-0.025853960887831835,-0.029868058570459884,-0.010402041073748565,0.06909472299631525,-0.013862151552022198,0.05004725939274097,-0.04797267264742999
TNFSF4,-0.05503660299145727,0.010608842732967748,-0.03128529659105931,0.005233688867166099,0.01736079507567366,0.006011852198495497,0.07949430830971267,-0.0507112984337732,-0.025196886631137002,-0.05249455696167261,0.02586360686390132,0.13843898156542014,-0.007971720206083612,0.027741027569771533,-0.013935521769192468,0.040246290844302084,0.05433657130210628
RBP4,-0.05799426310406272,-0.061521350275081446,-0.023139095672246805,0.007225833383695112,-0.031716344527028345,-0.04430388377768502,-0.07311852571454819,-0.04052012350830666,0.005549174970020506,-0.04590549854942156,,-0.03164774559059282,0.008651034262958428,0.04738856483224753,0.008031932245718127,-0.04388180190424525,-0.05935220153918035
DKK3,0.0017508738871309844,0.024680168589367012,-0.0341732755136462,0.0048690400968491,-0.0788329635870151,-0.07649161545884067,-0.1161054134812136,-0.020009253014352888,-0.05889521968642618,-0.00444426578589639,-0.06783725069851271,0.056899557156154586,0.013528869788068104,0.013094059963432655,-0.06307379432252333,0.040184670874823594,-0.04789301506536675
COL11A1,,0.0068812098130205425,0.0851514036552577,0.025426304311730576,0.05343460356059079,0.07955395482565997,-0.036095290229558936,-0.036564968739016795,-0.03776280544959608,-0.026412096159868673,,-0.0012785950514313138,0.06471873410349581,0.02988712324785872,-0.011422457612530388,-0.051085974450422386,0.027373486669582447
COL5A1,-0.02967513962594704,0.03362605793291849,0.011612701926385107,-0.06282086564036764,0.018831544719420286,0.05277881200552736,0.07052485829856277,0.04508965343374663,0.04159098263020646,-0.04545144922906514,-0.007729966445457279,0.11092748351464918,0.0055852938632583405,0.016796477407608763,-0.07339523222662821,0.003899031044543152,-0.017050223273804
KISS1,,,-0.028109450518458066,,,,,,-0.01492575310118137,-0.04035751050545359,,-0.02891147918751445,0.000934889319208118,,-0.008356504207713349,,
MEGF10,0.024558312691881183,0.04335998110489031,0.016452317830714873,0.03245868539406932,-0.016821158538306267,0.038354371986483164,0.013962946464377053,-0.022449760370275303,0.04233770457966014,0.06120613023914423,0.001095523376833769,0.03199995360849969,0.008609914288103097,0.03578125311400654,-0.01913006536594271,0.05297128844647164,0.011741516803264903
CEACAM1,,0.018806067793190422,-0.00635830119173559,,-0.034295475384479336,,0.009979172787467154,0.027279921341382,,0.11694355994138955,-0.030603842339149787,-0.024485761316358556,-0.01938156909471485,-0.023878153255051934,-0.019379234851504216,0.01790749092946401,
EFEMP2,0.05690736002133644,0.027983002726932663,0.003257070394956702,0.05016641726560405,0.025965554565813828,0.05243033235596646,0.1004706016230723,0.06449931748116743,-0.00019238305260183813,0.03607207672531328,0.007390508659989992,0.07220026316072597,0.02335896115858203,0.031888730923510765,-0.01124902470395116,-0.008853141748853535,0.06756742774260566
IGF1,0.07207631691846873,-0.004011936280266704,0.019552318186396273,-0.029944120639792068,-0.0013740713546065934,0.009546477099021596,-0.03141938437235138,0.005318076252744905,0.1086214569215069,0.016292643734361574,-0.01100956124453567,0.0072602624174092556,0.030044994204048426,0.0037740157885086116,-0.01924431254472393,0.05446976742530098,-0.006230802651571067
COL6A3,0.02293127017711924,0.025802851481004255,-0.029967010917090066,0.010405618903056692,0.017859493690010372,0.04522667488754252,0.028030998961530832,-0.015033876444627801,-0.039909194091676335,-0.024907841167695354,-0.04518803735065997,0.047571429675712915,-0.028912175646769723,0.035878716626363084,-0.053796383462997234,0.0014362621403641717,-0.03649479191543937
RLN2,,,0.05982283372175968,-0.007254196650024174,0.07877963119478075,-0.02832998623265354,0.011883485356955098,-0.008679430039160087,-0.012718061086704533,0.04528578328516626,,-0.018878702912468803,,-0.0272532391572326,0.05537309440118194,0.02856149707273622,9.18198332528574e-06
WIF1,-0.06236490061395743,0.01794321425274573,,-0.019566817491392385,-0.014246968439720344,-0.044640785397855445,-0.08728842790630045,0.021262179429408293,-0.050604628052674794,,,,,,-0.022430069370513155,,0.018151927670029648
IL13,,,,,,,-0.024477222541193156,,-0.01768939331589108,-0.037581721488191173,,,,,,,
PLAU,0.08447870254595277,0.014454224191902922,-0.02570968268085236,-0.002175409071054795,0.04435904355822842,0.08658061164807225,0.1418950218827677,0.05213773636649801,0.052549662391973236,0.10718123161361967,0.05993076965987545,0.04021622481155643,-0.015187366996230349,0.04220219131675792,0.009108040404130076,0.05193899102047308,0.019572521022754145
CXCL12,-0.04357968920288525,-0.02353312109460506,-0.0396659751551666,-0.06793218892241508,-0.05793654276186407,-0.005415610409521658,0.02165443751583499,-0.03357357128038052,0.01175320911074014,-0.07323707258960917,-0.010225323452679505,0.11882530071981735,0.02517461502335764,0.029857728882582646,-0.009350965577307089,0.010585866348111945,-0.04290290016009483
MMP9,0.00745286642249114,-0.003388554610244723,-0.019394476211290323,-0.07284932067286556,0.0029407524557421147,-0.03327750118579289,0.13207796775895983,-0.021380328223491323,0.049441021612890955,-0.048188863182088135,-0.03326436145993475,-0.06516503289772721,0.04870781802898915,-0.03319772930444567,-0.025210348056742764,0.03815239718784451,-0.06286698022493489
