,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.03204535068671512,,,,,,,,,,,,,-0.02389293351301232,
BMP1,0.0255233459000098,0.058175331702221354,-0.012161410338324569,0.06053753207189928,0.017975841351044814,-0.0231499843646355,0.13066090252006193,0.007284485960422097,0.14744640099745937,-0.011017466875065825,0.048677230162039925,-0.03567467913405081,-0.03138331957254041,0.0061429955674780715,0.009407541981928794,0.12440443338232816,0.05087958835929374,-0.04790351487653548,0.0593674999758348,0.00587341762385773,0.046427462653271516,0.004801988811292785,-0.026743223106810283
NDP,0.05055429195680669,-0.020257178086554722,-0.01344185875931461,-0.03003118396535875,0.012286759660925572,-0.013937764205046856,-0.03850132470028041,0.06250641785107079,0.05636308097184634,0.03240619556127047,-0.007789513923185295,0.030843514121435517,0.028725932678602815,0.01602707741437298,0.06286953792487582,0.14939817722616994,-0.049341331888377894,0.048781595196108536,0.06610530060816149,0.03366307014628341,0.0044200975586198,0.04432571183400608,0.021121126221946198
TNFSF18,0.07127691204914663,0.022158712512466473,0.013393050320951751,0.0043631750094652744,,,,-0.01990658856647903,0.14202388170350266,-0.017298863781624416,,,,,0.21290271514742698,,0.06582585368811818,,,,,-0.04030310721841139,-0.027630988112645704
IL36G,,,,,,,,,,,,,,-0.015009538506617473,,,,,,,,,
RTN4,0.012374339069950184,-0.00566441207323591,-0.018719381447392807,-0.0047634182202978175,0.022692118676538055,0.04473319970314496,-0.024542987900976254,0.0098931944395752,-0.15104900249871905,0.047485503679267585,-0.030444557577019134,0.05708495804432268,-0.05319079911563343,0.06488797363028868,-0.08096488184755701,-0.02201983086409741,0.05806926175257184,0.024516552494327343,-0.010673931650765096,0.01370059822973711,0.03496753516627319,-0.057882411508970485,0.10772196477026064
HEBP1,-0.04406912488210996,-0.033126696033757744,-0.044152007671046635,-0.023525739163883837,0.022753443910317573,0.04322961248610857,-0.02281075614688047,0.002329013876071471,0.1038642184086886,0.02605368538842958,0.0073341015062869655,-0.024594534372377783,0.023986383503854847,0.005574322068646363,0.06730036264603954,-0.028963968643223932,0.04296007672017104,0.035177498708904305,0.002568919133540694,0.013011171286459483,-0.04165417735650577,0.08061568846058922,-0.00040470902569836363
WNT7B,-0.02138902971094319,-0.008375476853036867,0.01989570687202527,0.028365986742075876,0.03411887303299295,0.0815658797739374,0.027033234531498227,0.031620688271927634,-0.07986545557298196,0.04057554466884199,-0.012182919227637938,,0.008577441138859245,-0.005898356168823384,-0.03053720216601549,0.02370028389342807,,-0.02901982640694857,-0.016555333257135898,0.07371897486872513,0.014518070069693268,-0.033296394889374394,-0.06007834664718464
PTMA,0.01481826773885849,-0.03888303490994218,0.02258196873231268,0.016506236284797627,0.004603538470682129,0.04320841252225597,-0.05245400767800204,0.006222033644862975,-0.07105160965442636,0.033439557875337415,0.010987897665101613,0.008110973154153784,0.007314545386326844,0.01694231349642816,0.06067044478590057,-0.15773861828624972,0.07165130839579446,-0.061096633512447325,-0.030062053228799315,0.014205972208179062,-0.03309948332598284,-0.03940893613685855,-0.06018097644479686
FASLG,-0.021389035757567097,,,,,,,,,,,,,,,,,,,,,0.018743731230884724,
CEACAM1,0.16146190284057932,,0.06832337717094099,-0.018822269265168407,,-0.016771465669706862,0.005796489941016822,,0.06379306850833999,-0.016392399328884682,,,,,,0.007402047300192524,0.06991618651211869,-0.02602544514241662,-0.02955222767036817,0.0037045961770168566,-0.021386695477177486,-0.014370487789237425,
PDAP1,0.09548240313411968,0.08799899739744223,0.030448517767592217,0.033306698661546695,-0.002288645429594268,-0.012533950286265198,0.06068756318521368,0.09152660262948467,0.16566057150619556,0.03349791588534522,0.016406262777951756,0.09630205470338513,0.03471783305091296,-0.002242427972411421,0.028215088841436257,-0.03333011566447693,-0.06336558089453845,0.04545908461031994,0.0008477628434726686,-0.05118622762117921,0.090788337306464,0.03817656451174971,0.024707734634032204
QDPR,-0.024286725858313353,-0.05793984417210591,0.03945182883428173,-0.04406159112248373,0.026963037643868936,-0.027306708352013702,0.030188315921619552,-0.0032486624606848165,-0.10567645074712641,0.029319411871452546,0.020620291172699794,0.06167813007923027,0.014676231237241554,0.002193127622894051,-0.05564963443516806,-0.005939514639345797,0.03478985912096216,-0.013243822847560798,0.04358246796082908,0.05470913472254609,-0.04781012367842612,-0.04528384130232382,0.05441406215818381
POMC,0.08322353384618661,-0.009412358507336916,-0.022437144826365628,-0.013879458737690895,,0.03307990103270628,0.014038731979464087,0.05042417232656477,-0.03519905990683554,-0.020072233570272408,0.011981494970559333,-0.037787576523511474,-0.024845194926710886,0.021159097995656698,0.08621457693906492,-0.060744700946371195,-0.05238352752011765,-0.016347378158992728,-0.00623024545843586,0.02422444310330286,0.07824286018374717,-0.00012937327389646877,-0.01700352246376536
CCL18,,0.10666876808483543,-0.02434172686128253,,,,,,,,,0.030085144608078596,0.06521678613055326,,,-0.03700515501897548,,-0.018452468505338278,0.047959871069303134,0.06470027025962312,0.027864776161190992,,
CCL17,,,,,,-0.04013854827220521,,,,-0.021575051121012767,0.02377463491330384,,,-0.024891018084737253,,,,,0.021637140712355014,0.016376260658131706,,-0.01878246741667412,
VEGFD,,0.024164921748587462,-0.010185574046705552,-0.026959124422402208,,0.00215453277954419,0.04068434165764389,,0.00851486382203415,-0.010661961776142807,-0.01106065731039185,0.12094127969358778,0.006483397853470011,0.026831434886137227,,-0.041690443615655055,0.06711077391691307,,,-0.027048458842126387,,,
TNFSF13,,,-0.018369054043990016,,,-0.02768667227093063,,0.05602456959698039,,,,,,,,,,,0.04418994450779781,0.03660814450820277,-0.02401582563031878,-0.030604462946614407,0.004354760626566212
WNT5A,0.03781606032581141,0.05521105991741487,-0.013077082075793464,0.05225493050156113,-0.03057861545427664,-0.0038167221671123004,-0.028477675942638864,0.012238475093191184,0.18689481138082975,-0.008533585338427171,0.05545440805009882,-0.03991909447628698,0.04821794245111996,0.0003578955190878524,0.09454281274339749,0.00045553769746044026,0.007944070082090186,0.020672163386523706,0.11042781024182313,0.042233454377618385,0.07918119102538466,-0.023871684930696,-0.05092967286248609
CXCL8,,-0.08439679590110488,-0.00931826348677027,0.029096333485150127,-0.021153070467830493,0.09478983542199954,0.02193595996819692,-0.0005628787625415515,0.05412380069162698,2.6522244469269235e-05,-0.010300165020805508,-0.03602754878925,0.04365370996411018,0.023200847102829138,,-0.13815272537086967,-0.03757219560543368,-0.03248847601995048,-0.011174728509235904,-0.0762970930455252,-0.032324153196272465,0.014043440175784603,-0.05435872792869151
GRN,-0.06240531360093118,0.007655857150956453,0.004104690192010455,0.02892930101926696,0.04951318875027647,0.004868177842349121,0.03891485238839628,0.018329121306983526,0.1324712483635852,-0.025520870491070675,-0.04440622716256816,-0.02860477847494775,-0.002933041263405784,0.04146581008961531,0.01644055637375767,-0.08291528760669985,0.08975311946609596,0.021401646715623907,0.056087704256641314,-0.06861564432652265,-0.007368573825347451,-0.03423840152060445,0.007555109083939182
