,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH916T1,ZH916bulk
FGF7,0.0018741688047075637,-0.043873965346118725,0.012235640909734072,0.011602958818444474,0.03936449831554676,-0.04932983942376703,-0.00997394399223047,0.02741200719971452,0.03378951423066597,0.05201582949180785
HBEGF,-0.06582550039898738,-0.05535148086642544,-0.015531077570796982,0.02076604165978011,-0.012142846002867677,0.04535237097754441,-0.016414419008058075,-0.0540796858102517,-0.0761608000818387,0.1254854500958605
CSF3,-0.030706481876672895,-0.029501384465787386,-0.006501386139815683,,0.0026401764274705743,,,,-0.019501675049861087,0.14644849353140252
PI3,-0.05857124490550743,-0.026442025664441086,-0.031863676748209495,,0.00960117859395437,,,,-0.04237066108695621,0.024395217634607027
PCSK1N,0.11787519004654773,-0.012547933090514383,-0.01386453608699753,0.008109571978237362,0.026931811907761373,-0.012561936852907015,-0.07761422614481214,0.001441785026945281,0.09437075081421732,-0.0573108698794305
NTS,,,-0.016073336490535377,-0.016812397934742856,0.0036168655435432247,-0.010722081510354461,0.0755896111906073,,0.13362342441627093,
SFRP1,,0.006451899798733744,-0.013263537067391846,0.033337180077488905,0.03884973382633633,0.032339583082742825,0.018006567829789304,0.016613495532874712,-0.028208239209655584,-0.02988808387322338
CXCL13,0.05055603415620637,,-0.02690678873778348,,,,,,,0.15751385108997984
MICA,0.03953088049306436,0.0494529352061237,-0.001753311754031745,0.029316190025932384,0.032349987565313085,0.019182841572883722,0.016454782721460125,-0.05825561839479889,0.02307265844431859,0.003937450248794432
TG,,0.03892003860158319,0.022337989747828878,-0.019405939187971344,0.003495373683818994,-0.025273427017373926,0.036069721053824916,-0.018197389008345673,-0.0380319861431323,0.020793726227858945
ADA,0.06446393409321627,0.019467908834575397,0.04381765325831894,-0.015365687843941966,0.030772090113310273,-0.027700960950798485,0.03676819637844033,-0.03363300995767722,-0.06981587891842463,0.1103575607397104
LAMC3,-0.05731812663650456,-0.010180143195720373,0.0038214771789165424,-0.03440637494743346,0.08777365223077133,0.029505565150351624,0.0764485289655031,-0.032943577075279964,-0.05105529366166256,0.006043876441494576
CCL7,,-0.01685020284839102,-0.03567343414373399,,,,,,-0.020435865063423715,0.016075245280945324
NGF,,-0.006927648926230473,0.011031349658970912,-0.018518470988576757,,,,0.09894008902264577,-0.04001706973113721,0.0033679052350260633
TNFSF15,,-0.01876352500454771,-0.026412489584983382,-0.005802815191534862,,,,-0.046816221483956325,-0.014151622661308668,0.1260062288003817
HMGB1,0.10971692450796022,0.014598994139510074,0.016493939467701477,0.041240532083457,0.03794839651874683,-0.013445162089372962,0.0011965614801628275,0.060730056569319235,0.03986899466139827,-0.039379003648148794
ITGB3BP,0.0706226881867042,-0.026816016084486038,-0.024442830767325164,0.054245492220569694,0.058436957023583445,0.040857999087452725,0.04909218368952392,-0.012311439605341597,0.04809519578273082,0.022785786696966587
AANAT,,-0.017072890564644505,0.03662011700900129,,0.1515027433736426,-0.02272854061509159,-0.0027243734556151485,,0.05384447277333187,-0.02057594656397223
RELN,-0.03458019031566564,-0.029634714631034426,-0.039398525507302815,0.013331836325834295,-0.03939700309612352,0.0034227859396423585,0.005970241737483226,-0.04657950887500484,,0.02426080119720868
IL15,,-0.004735206310508766,0.007432541351295945,-0.015999758357233686,-0.01693916292909869,0.10221488232381724,0.029979843353404763,-0.04752408988170701,0.032024699325079314,0.10268687688364178
UTS2,,,,,0.02753640051024552,,,,,
BSG,0.047638933092915135,0.03422345824147272,-0.060173938252852575,-0.03164156492230394,0.07090966700261629,-0.033975299811943895,-0.002645465849898183,0.04830642048964519,-0.012524077602831678,0.02102403977404016
ADAMTS3,,0.0019043434484488921,0.008342598713997734,-0.025770982184871602,0.12203437571861168,-0.007879800058189218,0.012945860173563362,,0.004394037903516494,0.011545537957067071
CD34,-0.011272084772617775,-0.0069842049922133964,0.007110634605714361,-0.020290211308698142,0.039775394787623305,0.038837430094532534,0.055317025387950726,-0.028766225395138578,-0.04621594046093163,0.08524934814501618
CCL23,,,,,0.07078226637104401,,,,,
PLAT,0.15206966728935684,-0.012895452942800976,0.00518150393362671,0.07496861835612538,0.09664215075786138,0.025223079170304825,0.030559389318539076,-0.011521065366996756,-0.07936875939130318,-0.021557957798195554
NTF3,,,,,,,0.02112910041611903,,,
LTA,,-0.008377520937677133,,,,-0.021889953296708693,,,0.06248777190712339,
CKLF,0.039382681069060434,0.01484940165525355,-0.002877372664172514,0.10040583957376342,0.11771306677741301,0.07731349313131225,0.02649212316726507,0.01649304058953239,0.023482152498809767,-0.021065882062946358
CD24,-0.01337232624731371,-0.02473370979182054,-0.031856278509512816,0.09087730039450966,0.030429289838660098,0.030839351709871652,0.08913665998489693,0.009511091266361234,0.019519950127590693,0.06631205748332643
HSP90AA1,-0.025656596892221845,0.05594795498114524,0.019712531207311708,-0.09901493810255588,-0.1204144172733127,0.11997176494487326,0.00895133103259365,-0.040572034599585596,-0.07531356488972987,-0.05248048542935975
BMP4,-0.0064588475985746735,0.0012296327621224008,-0.03007343210213133,0.09448605693327908,-0.03003449894948194,-0.04340850423064749,0.09563862629376088,0.018359256585485862,0.009782458942491613,0.0977254979192255
SCGB3A1,-0.01659308290238563,,-0.028341948181522237,-0.02042397451975266,,,-0.02917825457556072,-0.0018581455463182676,-0.02283422337491382,0.06679454659356084
IGFBP4,-0.020381162430640577,-0.03523264257135514,-0.023152202968123536,-0.005720665455018422,0.08120406960567317,0.04479032573598307,0.014729029065773112,0.008296111857005363,-0.09009438516482944,0.03626420338543835
RSPO4,,-0.03305716550419622,-0.03271121533148233,,,-0.025459348310508924,0.03460314552856549,0.05213489380421372,0.14258116653537894,-0.0259454535853487
LEFTY2,0.07998058702829429,0.012377540579236096,-0.008306638397302765,-0.002682889921738446,0.13701037562232546,-0.05300824920392394,0.03403074019294064,,-0.04559272391474874,0.06499299144685051
PF4,,0.005605195587826049,,,,,,,-0.0290999433302104,-0.020324541908824385
ANGPTL2,0.1054475426073059,-0.029719981311444082,0.009867113659031528,0.062165432369396596,0.10361258619569189,0.0089773973077554,0.046093900624243324,0.003059260821479968,-0.05903481162736062,-0.01873670507938607
LRIG2,0.0849389844134245,0.013499045587836711,-0.004456479942101387,0.06352811500507222,0.03796062365653756,-0.004422669330953621,0.04412150035204076,0.022400919854468567,0.07345093483421641,0.04821089585725882
ICOSLG,0.05836477925573378,0.02702334297240425,0.05029533939442251,0.026260113626629916,-0.0407325247681234,0.03240870176234317,0.041626091234703,0.11027051715102067,0.04907295291109326,0.06866046097696904
WIF1,-0.02408848542416693,,-0.008126645681702058,-0.08364396057377392,-0.03451740159793822,0.03923944612617469,-0.014388095430252747,,,0.06188904750828809
NPPC,-0.04117815745522378,0.09296941879411687,0.08564951043681117,-0.03918332291452783,0.015568152855432817,-0.02258315210779518,0.014064721246631084,0.015213486462113375,,0.01292272869230614
LYZ,-0.02320159802005796,-0.024603561411406433,0.030841063467043753,-0.03746133950024054,0.040950179238719644,0.012039847282497771,0.0016588177293929674,0.0650642002668782,0.0025937939921488033,-0.004174791798351947
EREG,-0.015764699118468093,,-0.046032441344892414,,,,,,0.031175184567984487,-0.023399568532812026
SPTAN1,0.0895940457377817,0.03385534503901527,0.0034057817300155663,-0.03292254302039893,-0.024356291406979442,0.03146592688356586,0.02711522929903143,-0.07614075673792073,0.11015278512514452,0.02103427498887186
LIPC,,-0.02641963654609327,0.015328219713757566,-0.024811522659980146,0.030382010690195794,-0.017484579417712275,,0.036124618940245476,0.010524481612961227,0.0785204132224691
COL8A1,-0.012036998429238808,0.05139912918361164,-0.02651871286859981,0.08622247583641122,0.06533656903926721,0.008936306101443038,0.07606461674077078,0.009397809920164592,-0.08096649045828973,0.14996760903723633
GSTM2,0.011707121416486261,0.02155082829267648,-0.06412663430358881,-0.013529950100284243,0.07023595673386787,0.006772481575043459,-0.005011866161582226,-0.06527007176048506,0.10470076568907652,0.04328319900866145
SPX,,-0.0019922303385360132,-0.009343500897606336,-0.037803260071779435,-0.00240608018345306,-0.03547418355317646,0.05098594063482823,,0.23519587044632015,0.029915186696197135
MFGE8,-0.05783335121686173,0.01316468519059265,-0.027547833103268058,0.011360148750768694,0.055499213731146115,-0.010210143919124583,0.012609667390624354,-0.00972133348446772,-0.05366833281897279,0.02166183646895793
TGFA,0.05340266594063408,-0.01837175106202942,0.0019873861313246728,0.05676549894501937,-0.01082591539702422,0.027421532790623218,0.012687313254164116,-0.014532835719291225,0.035317615437185416,-0.0374421443665759
SLIT2,0.018423855250432955,-0.010987470843644485,-0.003411624554436223,-0.00338860075343684,0.022554652627082783,-0.03917872916226134,0.015581919492885843,-0.03399154733037962,-0.0016156820868437568,0.03587891429588827
PLTP,0.03787061622555039,0.022259265885690428,-0.08169779585338631,0.08371331000966575,0.07023539240641687,-0.014601000329323564,0.0561768494539328,0.04862174775773336,0.031682526782551644,0.026355173235366795
APOD,0.10707034005486483,-0.016972233120903797,-0.021705240397435276,-0.0038544174475646812,0.012991950369484447,0.07438962960347566,0.021512487624243348,-0.020249479295735336,-0.07842009058148823,-0.08454142396666259
B2M,0.0038242030535005165,0.0233303577277728,0.0038852813613443845,0.03656699434307969,0.1245068410616899,0.09818025525960627,0.09954185737285695,-0.06193792284173051,-0.16033464125054292,-0.12272847862904337
OMG,0.09880884227671412,0.013862758114949912,-0.012016632421915875,-0.0045707897254247355,-0.010409620328786702,0.008456802350937664,0.008949980718209505,-0.04409822097078006,0.2085480041714389,-0.04628376637275221
CXCL3,-0.03810966127285335,0.015549462119442525,0.0036069622318230087,,0.0765451414618407,0.040708500046964816,0.026883894108861668,,-0.01522970834570248,0.029741816674991983
CXCL10,,-0.02481950371601143,0.03040222641288273,0.04465194970656469,0.12330135279256703,0.12118376926819772,-0.006788665310618865,0.010008030411780345,0.054501726615498985,-0.00530981570892541
RSPO3,0.0719273751978164,-0.017072889303151192,-0.00713229984509953,-0.053108206810920974,-0.019907478919405797,-0.008978607247590318,-0.028405320834519656,,-0.020738407000947534,-0.04595955630101408
CORT,0.05093427936569501,0.0011815194788208183,0.018446847994351565,-0.004513456798907679,-0.012935395802524502,0.012986835588395135,0.0034302915461786486,,,
NCAN,0.05385332922342983,-0.016134802888262776,0.016245241400241462,0.04703422814477894,0.06549346972946422,-0.010928871415427088,0.004879528336978781,-0.058694476799905984,0.11000601022980484,-0.022196098564942878
PRG4,-0.03433381459155339,0.0005208568304988249,-0.022675478044498366,,-0.034729199609954416,-0.014969960703994553,,,0.02405728520852665,0.0975560569037165
ZG16B,,-0.004850127755822899,,,0.06878161674026795,0.09680607050243184,,,-0.009942916615579271,-0.017338918729418007
TGM2,-0.04226488466374831,-0.04289349065563219,-0.033043759246371845,0.010859344871083244,0.07321730377440595,-0.0021859838406329195,0.03686164021161664,-0.05767307106210419,-0.09666741061990888,0.020029196275796173
VEGFC,-0.04565793429792019,0.010000334690313932,0.03980741889917619,-0.03279969762950821,-0.011066695258027913,-0.0027103005848501736,0.07521692142576229,-0.052603450629128,-0.05660235273956275,0.10703210456037764
WNT6,0.0002859945157352066,-0.023306003851598527,-0.031244625673938063,-0.01641082219915775,0.02326316096274663,-0.03870873633453086,,,-0.0312295277471512,-0.017916305098480967
NRG4,-0.023016159524732006,-0.020507470889517643,0.014218529555122698,0.053018473206931024,0.0017901812863673756,-0.03341583548180862,0.037269308048821746,0.0883719882911952,-0.0004798683955652527,-0.026943374884429203
PMCH,,0.023392409336003707,,,,-0.0034993114861972276,,,-0.03498369196930311,-0.0037218269671853653
COL9A1,0.10259217848112254,-0.021418556591438567,-0.00534079279737013,0.061343528099776314,-0.004912317247838283,0.0025798411878718893,-0.013650198424263838,-0.03077100665977988,0.02376578691147576,0.04897154406976388
GDF11,0.09673611023661204,0.003986152649887344,-0.024849058575449258,0.0175042554028318,0.10136335029814147,0.01487583424782894,0.011261554462273515,-0.029887071807079665,0.011564267041755328,0.026654445294599486
RAET1E,,,,,,,,,-0.022749887679402347,
IL24,,,,,,,,,,0.052531641171509526
SORBS1,0.016741283927638073,0.028820817713802363,-0.009757537722877449,0.04970029152404303,-0.0298670444255794,0.02325818647802955,0.02671217539324384,0.032203942368454384,0.06862461614624991,0.010894230635825591
DLL1,0.08296086569269073,0.0428506018435232,-0.01895893917735398,-0.021113270982574556,0.05079412321759618,-0.013136374773410517,-0.006395741903202995,-0.04631671008056935,0.08937760151171506,0.005780610873656918
TLN1,-0.019468076296821842,-0.0020730494192252734,-0.0022713099396305127,0.045084632578465816,0.05272772485636735,0.0017766512287775587,0.060042922356751446,-0.12065016511176062,-0.11783038890113778,0.07928222448609346
COL2A1,,,-0.020252641804442775,0.0672778894802924,0.1156704860033557,,,,0.013466865751782926,-0.024274534599121902
SHH,,-0.017510130056687726,0.037188860375861214,-0.019405941262537446,-0.025199517017063532,0.011752017977472185,0.00439304634031398,,-0.024729164529553416,0.0664895812294516
PON2,0.12181858306291932,0.018689226604436435,-0.03061558388821823,-0.014338716693597063,0.08189460556988955,-0.021457427675766638,0.03196360571350229,0.008248372212826037,0.1886230258104426,0.11065615741464546
ICAM5,-0.032822194872774914,0.0039833883860243115,0.011062712749560302,-0.017529452934154463,-0.055774650287039505,0.04266849660414149,0.025243933094938303,,0.0033794410736420807,0.030389692251866513
HPX,-0.03070649090707376,-0.042604528549986115,0.0034717964550405244,-0.016410823306183528,-0.012147457692780559,-0.0014343068442735653,0.04848127442678771,-0.018793085725551748,0.015607753645880679,0.015112779942294013
SFRP2,,-0.019942140564219054,,0.04024370570648999,0.023259193619787583,-0.018765072007755762,-0.03657329126321402,,0.07437526680409091,0.025117540670623068
CFC1,,,,-0.027730275240916057,,-0.008640545346219303,,,,-0.023840647433881874
CD70,,-0.03389596486343306,,,,-0.03397008011743341,,0.10078593940286297,-0.031640190570998025,0.1239951126912079
HP,0.07430374441635802,0.0007653005877796652,0.03212219055403288,,-0.04199911826413992,0.033580446069303084,0.03610135105978838,0.0182737028365465,-0.0037158224679515487,0.0920402806636429
CXCL2,-0.047789561233050115,0.01513303188518786,-0.02989677277759293,0.03247137258112846,0.03806899049933288,0.05824900918192943,0.01574546803374771,0.026171084258478885,-0.018725777523022284,0.05756332457191557
NPPB,-0.07929535584591522,-0.02155224958208666,,,,0.0245880973484148,,,-0.021036806619226443,
CCK,0.013797562188287473,-0.0174611403780269,0.0017389194295372205,-0.11375832419235128,-0.039386618333979745,-0.07691874566450366,-0.10105573854934033,,-0.01185255611620852,-0.08499065238649926
SEMA6A,0.06344690858851386,0.0034063473464017962,0.0043433552812498855,0.07356432916622939,0.043139453431814516,0.0038030649132268237,-0.0029557061553648453,-0.035788272517408334,0.02409620344056085,0.019875580709968727
IRAK4,0.021116501074247923,0.00256556564128701,-0.003294052820822597,0.09946563083722952,-0.002560186328603781,0.03386488702573858,0.0012463566025744206,0.06400896596949213,0.0495861909119892,0.05482451624228523
GSTP1,-0.02499637704427185,0.04698598204761183,0.0068092168361242504,0.04016607313057667,0.10455588185164373,0.09965565585893507,0.06258564684080938,-0.03572414105128378,0.04598700620628745,0.08063731581527592
VCAM1,-0.025778485892194215,0.03219070986765175,-0.07744969375874707,0.04719981851955671,0.06768999872969023,0.045062893108061386,0.043252513092976855,-0.03917215072218848,0.16089415681986816,0.04978848002717027
NXPH3,0.05314942825094774,-0.01916312146971892,0.021761178808606074,0.0043869531323998,0.05648394138987356,-0.018565354813193057,0.01801150104941938,-0.036156327855932854,0.13049099320514243,0.01318410489589282
MTMR4,0.08443420573471869,-0.029012572923279453,0.00845401947205433,0.0559631834872413,0.10922157305912168,-0.001311613408426994,0.05905522394155768,-0.027284225429890042,0.06453676543741048,0.0646071536050658
LAMC2,,-0.030848883394924042,,-0.02248548143119827,,0.02349166218114765,,-0.032577716086824096,-0.0400815678054713,0.03339914066672221
IL10,-0.03204321419028653,-0.015145684441001972,0.013187044986718893,,-0.04206397166566339,0.11629159332591021,,0.013761034984371152,0.024986817956141178,0.0015643388595197386
SEMA4D,0.17503946316346775,0.009134074917031767,-0.01648601072347498,0.07006247986989134,-0.06295627684651504,-0.010769187154553366,0.01728067857623352,-0.005828038653441968,0.05500946827904281,0.034675169102000566
TRH,0.021855578533158712,-0.012676959461484297,-0.01993013501844655,-0.030760571136599787,-0.009523547120386193,0.05011970651701356,,,0.04532684601307806,-0.015850897858778756
SEMA6D,0.09955714957009092,0.02994166412880412,0.017319226291609504,0.017149270983175126,0.07764251451038837,-0.04412446617235733,-0.01882731304408935,-0.045719580220833604,0.11137101738681314,0.0202980740489097
CEL,0.05421922571251025,,-0.02100257795017852,,,,,0.012513994695858862,0.021897183497525802,-0.02771919269141694
PDCD1LG2,-0.03204319758577769,-0.03470437405007314,-0.04431292775683392,-0.015790444347858243,0.039072288939214245,0.02665064358532771,0.035333118292939045,-0.01719563642221215,0.032144752512849484,0.03232418643657724
SPINT1,-0.01436968336859298,-0.0008509588323352704,0.030413623451646804,-0.02042398076030415,0.05751306370951614,0.024557874132424672,-0.015385871259380509,0.027533189368263287,-0.07370253007818801,0.06016106357915059
CTHRC1,-0.027863736987578765,-0.029065638243434253,-0.041840571713673246,0.08980912441476477,0.07895551271526347,-0.05535839263028453,-0.04214914646707594,0.007852758355454273,-0.04590468887964669,0.023735528769550228
PODXL,0.15293582675748163,0.05743137185577299,0.015036290739624966,0.009847848084366461,0.10368956585434133,-0.01499541870919721,0.014593525939207815,-0.036229400979286876,-0.06485443184975986,-0.007380499642860833
JAM3,0.0329102265583776,-0.032179247750079305,-0.03848534038318718,0.03212824747070664,0.06372712198525801,0.03517461911355963,0.05118045691936495,0.11382153997733072,-0.10918630217172953,-0.01000209852686493
TGFB2,0.0004925748171341459,-0.021826308101756457,-0.019119363084337208,0.0023808067521499995,0.07084119051314211,0.003429005935114078,0.009307396907175126,-0.03975009802063653,0.08699961642311019,0.07638808911180292
COL18A1,0.12807442182317808,0.02261276407463359,0.009559921638849597,0.032999431581502287,0.11799636815155048,0.05123820796583851,0.07324612265416926,0.018617727712520564,-0.11662286794345539,0.050964931010025624
NODAL,,0.0365074203759089,-0.04041296076574948,-0.010718593561716878,0.12264910058919994,,,-0.05448845323814978,0.019881625704881133,-0.05404860186901479
INHBB,0.004567624392704788,0.0012868033087206512,-0.020823392151454595,-0.007839066970664714,0.00880178978005505,-0.013632834811204217,0.050907069226577735,0.12352211563365548,0.15176994461786367,0.0884120682150586
LCN1,,,,,-0.028130559594634903,,,,-0.006500389915660372,-0.018198532095177047
ARF4,-0.08085591369671079,-0.032267307533569684,0.025014086569773927,-0.026898677970518883,-0.009655257560823532,0.04485572438482279,-0.02265348414347031,0.050364588125914836,-0.10221530048228333,0.005652677077627588
CXCL14,-0.022069587893033038,-0.02698767545647049,-0.0032487655160552326,-0.08702387638032964,0.013251884721238505,0.003549506503739895,0.00400128252531672,0.010808017755555786,-0.03967333016988958,0.07405156280274926
LIF,-0.09746227906544568,0.01624036826468375,-0.012318384183994386,-0.019920916225617837,0.013992339568852687,0.006357275506593121,0.011502705808454448,-0.06610428327929141,-0.06410114020926863,0.07655549230946193
IL17B,-0.001701686358973455,,,,-0.030354549766068165,,,-0.03110767830428763,-0.0402485189215445,0.10054611891627174
MMP1,-0.06968515693417804,,-0.019930130670745082,,,,,,-0.08315045812315361,0.029678415972057275
MATN1,-0.037885146767434943,,,-0.01923146878834438,0.023129915088552354,-0.004784844280560163,,-0.0042775456581274,0.028561639478029272,-0.01875106295238429
ADAM28,0.019916393476961086,-0.054751108835951384,0.004923159606914978,0.004096065245916924,0.0022800614656528616,0.022487325908510693,0.05481126004806446,-0.051230512473519244,0.035934998555705595,0.023789568345240427
TCN2,-0.03586790637656722,-0.01928882358415208,0.001718124427252595,-0.027188317830985957,0.08324124647380107,0.064205971131733,-0.009603625293434672,-0.09657347753893471,-0.04725017523186733,0.051602852210866655
THPO,,-0.03552357007973167,,-0.013902590456300176,-0.04958900129225493,-0.018659183315545745,0.02690170251523467,-0.032577732492458815,0.01156056632185999,0.1130813508620674
CUBN,-0.02364369493306319,-0.038957782145496056,-0.004076420589667068,-0.0012621167172683862,0.06644265591004858,0.006055167552693799,0.039185143163237915,0.07142263617511427,0.0510338621795763,0.05753323610289018
TIMP3,-0.050664941718328624,-0.03761318257046857,0.013867495187442451,-0.013905591287317514,0.04272876310118936,-0.08911029435904684,-0.021569235682359376,0.02542097321346295,-0.06896963912369981,0.05325142615128955
PIGF,0.046801210042653744,-0.006029087114947077,-0.014886568536892719,0.025598268627231767,0.07906771379658124,0.047212527673027145,0.025279927763982878,-0.06368914226856558,0.1162915757712154,0.013337387452137176
CRH,,-0.01975031848083867,-0.020252645520476897,-0.01620651816054797,-0.033670073882310754,-0.02093441204655372,0.018925703324456554,,0.0023432168147172598,0.007478496653711858
BDNF,0.032521975947459106,0.026090017369386907,-0.006912661599982465,-0.07777713630665473,-0.10277165389352888,0.014332223297177656,-0.06280557029537275,,-0.028361623286623804,0.06806714023493457
CCL5,,-0.037671417990686185,-0.028007186000200197,-0.023673734317782125,0.020305977220027697,0.07614244080925207,0.021761605469469446,-0.05305465681972449,0.006074563265368885,-0.043786581669173506
GAD1,0.01923019993900297,0.011242479792747484,0.03555006981647896,-0.04193460811860062,-0.04742483114436236,0.0062382104917335654,-0.08368289198432842,0.07154509588471197,0.008962231717842255,0.0015205893769231684
COL14A1,0.0667422036206381,-0.0037824725164263212,-0.010918722898307575,-0.025088902875739737,0.03878256336991649,-0.0029095168842067395,-0.02207827672824241,0.0351481190650952,-0.05472453189763141,0.09614171417870428
HLA-A,-0.08296037750712532,-0.05367459785250649,-0.04672944764871333,0.013760733040304066,0.09146424259258246,0.06057977132987027,0.08724622321995595,0.029066662976637844,-0.15168713265859787,-0.08279229691777586
FGF18,-0.023715286327714986,-0.015691480335602054,0.10498916766545185,-0.022485478155736965,,0.15444245117074581,,,-0.023562636063206906,0.014070856924268248
ADM,-0.1009747570279389,-0.018979454636288567,-0.02173342698428984,-0.030647520568228517,0.04327980632257251,-0.012692158340381727,-0.004334262993938272,-0.05708188415358198,0.00021829869017044113,0.1334855921853777
CCL15,,,,,,,0.06876236981568151,,-0.0204358724283754,
GNAI2,-0.09419869383940167,0.017301118806789792,-0.005994750677127425,0.014467598024367867,0.08326774557918384,0.018493280537303855,0.05685075910212454,-0.08728347938894428,-0.03696506925614087,0.07815658854271458
HDC,,,,,-0.0155225243749303,,-0.041347904546740304,0.08758545387266656,0.22465082965044775,-0.018751054460205342
COL11A1,0.05225022406106077,-0.01691874906709628,0.008520139834044253,0.09254784282373237,-0.010023444680199983,0.04227719209521389,0.047679585641132116,,0.021142740067455684,0.03835118866077049
NUCB2,-0.06884484832024415,-0.04199686369879605,0.10557660924363549,0.026935286942684065,0.035027648375163256,0.05064370613406689,-0.0034729056997927204,-0.04120491679846677,0.006297325931698944,0.024159255847708744
FGF16,,,,,,,,,,0.11933486468922695
CXCL1,-0.023368167849240607,-0.033692711437252235,0.009971498019350919,,-0.03504083860451291,0.032950602238061955,0.04694453779993828,-0.0003232979480592377,-0.05140888055422074,0.06282301381253187
VCAN,0.15594555655587883,0.011372332464926924,-0.017871085632426797,0.08831864216898236,0.06409340090870978,0.10416212844655762,0.06420303357233505,-0.012903851365226822,-0.08013628497262551,0.0737224664845573
MMP7,,-0.031195730286332404,,0.07200764173202821,-0.0022352609783528464,-0.019167734395957543,0.03459929872480635,,-0.1100910587067674,0.006300130905158802
PTPN6,0.0842938895298467,0.016229802625555373,-0.026815283684022116,0.044446807998489796,0.05418515557069007,0.07122948274805531,0.05961883164383034,-0.07833211288276856,0.04886491092928206,0.04124307562306986
