,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
GHRL,0.002898108090894815,0.07420537580027392,0.038752742582041214,,,-0.04862583260705796,-0.03247223940538684,-0.01878831610405728
NPY,0.09642253674908373,,-0.0325895827667912,-0.007696773797660435,0.019279675256754475,-0.04991946291108607,-0.028506914644240097,0.011428706570590962
MMP2,-0.04423162729051623,0.06862369735421867,0.036208610049279756,-0.011155608540799937,0.013394670565249945,0.07561562711802157,-0.02384932763104212,-0.011410367476971885
PPY,,,,0.027380306108436545,-0.04005121992032664,,-0.045163386147841544,-0.038154273025930496
ALKAL2,-0.0072149378792246465,,-0.04515089221199411,-0.05550505917630796,0.0035031623791728886,0.09504835087494487,0.036119160586446895,0.037238974144803635
CSF1,-0.07177419974604578,-0.0115512461162001,-0.054017437481114594,-0.008975264923336466,-0.022352457916492045,0.056046524502525896,0.09196523239939973,0.06538995719268456
SEMA4C,-0.07265007730487692,-0.05941833378406406,-0.021705323947412994,0.034950392412327495,0.052298677423622236,0.05136228470424999,-0.0030118789142456674,0.00197387691985144
BMP8A,,,,,,,-0.02026242765461904,
ICAM2,0.02346981758730799,0.06003688670578974,0.02930371536138769,-0.014806726043529023,0.03709433364600005,0.013698033002104995,-0.025700547924724437,-0.025636863047915494
SYTL3,-0.028925380194530694,0.014246558318045928,-0.014730048703511793,-0.05550505175801278,0.048377948485071154,0.02663615155752032,-0.030546778102609987,-0.030688198502752114
IL1A,0.00205043542345492,-0.006832059078381198,-0.042823915244610294,0.010265663120886852,-0.038155575969754905,0.07769904089268584,0.06435396459759077,0.09429169621584602
HLA-G,-0.044963782735873474,-0.032975992388591904,,0.050347747474910005,0.10329034195558741,,,
PGF,0.041966310325445524,0.06848385661708012,0.01204414304846335,0.025659953434819714,0.05231398314405832,0.10835602068548246,-0.04465777803862408,-0.0746697687049183
LGALS8,0.01896040424570298,-0.014773930455060718,0.06404322779409134,0.012384746846612157,0.024824570831674466,0.020233461585768234,-0.008599064457282026,-0.012051596755728354
DKK3,-0.0035040274979668763,-0.04853410429326636,-0.0033990537137278355,0.08234668361939691,0.020731400579057584,0.06095865015391819,0.04484692212206885,-0.002513918506607915
COL16A1,-0.07472979916124735,0.0075918799778973214,0.019354651973485147,0.011621324519828547,0.02041810088876098,0.06107646642308897,0.07682439988000446,0.0180748468947374
TPH1,0.01762114063637341,-0.0316043198733285,,-0.011494228424530654,0.040134826701897504,-0.004770705544445142,0.0034468181683835965,0.0030366718817250882
TNC,-0.08599393176950687,-0.059357910008067144,-0.0166601221509372,-0.030571950281454353,0.04564486933257496,0.03469087732683302,-0.07633544451420954,0.035194196996512384
TNFSF9,,-0.032067211046188024,-0.017535340268350845,0.012207144732944415,0.05523295427321763,0.03783424303300954,-0.005591474174415779,-0.04251646339457768
C4A,-0.011667689307936104,,,-0.017049187014020854,,-0.0011894028420248717,0.0023402975693163942,
CNTN2,-0.005028037011345285,0.08170211566544981,0.011779084453700421,0.03452816949768951,0.03561688799568143,-0.10146319367990148,0.048905797948981714,0.028834702141933274
F7,,,,-0.0012758418444315793,,,,-0.026345032700467785
LUM,0.019281574154457377,0.013321312666546965,-0.021261987013338677,-0.010681149238132058,0.015100092757102791,0.03019437730433776,-0.09433425145999251,0.006937316835520794
BTC,,-0.01908337237124412,,0.09495042818939646,0.00983235808312183,0.09463564625981924,0.020661442539444547,-0.05367345948488591
APOC1,-0.06340464395021722,0.052712409121981905,0.07921429719781944,-0.06116660705389316,0.0907366565626162,0.041439598620939995,0.04576984434335173,-0.046742005305867994
PKM,-0.11253543668665993,0.013228276926347265,-0.014886877059698142,-0.02089173060173515,-0.012973262579375257,0.04961052349622401,-0.04743668934513463,0.011963504111309644
TNF,-0.03792360183957746,0.025044405516741836,-0.00552175152050157,-0.015083823949210698,0.007179641994460762,,0.09300806921789752,0.07892110662024665
GNAS,-0.08466671648194027,-0.02357901231950426,0.04131942443739126,0.0800115262113926,-0.016739730824576332,-0.001436214615079809,0.1122946817496504,-0.027837817426626516
BMP8B,-0.0351236448918432,-0.058048415292802816,-0.007941964166713215,0.030499372919476634,-0.04248161945067453,0.04635401134474783,-0.05152411531287025,-0.04909966426207596
LIPH,-0.04496380866977703,,,-0.015313887258061763,0.08921152687138732,,0.09223543400418782,-0.03269528978529803
CCL28,-0.04089344125262129,,,,,-0.022765548007270944,-0.015733818887648993,0.1688029142488761
PTPN11,0.10412703347852985,0.036831393610873744,0.03006911521873207,0.024304798875124052,0.016677411622271664,0.024067419244619342,0.023431651052836823,-0.039870178951624556
ADAM12,-0.04630203281554586,0.04125442774701505,0.05186797529470774,-0.008027446986179411,0.011757426211915957,0.11752078918237954,-0.0813488680064115,-0.05273632907131323
EPO,,-0.001733222427084588,-0.032890546820943445,-0.01663127265946638,-0.019560873021978155,,-0.016731608782025512,
EDN3,,,-0.02520377913147856,-0.0011443378051650527,0.07590329046766167,0.122324933463756,-0.030401211338436547,0.029825471930438625
CCL22,,,,0.0726320935459235,-0.01788811887111776,0.046152348012165,-0.01015530830355639,
CCL2,-0.09339188401076225,-0.012590274546517573,-0.0006526803803231914,-0.045443610266279896,0.04699295485659873,-0.025491582983542017,-0.042822426789619825,0.006105656236443049
DSCAM,0.006047249289644764,-0.07869286745121898,0.09039666716996012,0.08794095536992469,0.020845398196975666,0.018549790187879316,0.07127706343354606,-0.036066861946065856
ANG,-0.07584487513174823,0.03938075483753198,0.0007845451521880057,-0.019259392743262403,-0.039879448106739074,0.033145294792115816,0.0450366857094664,-0.015055670115092205
FBLN2,0.04861212177749149,,-0.030324980302420684,-0.0007259488688072966,-0.061196014327124335,-0.019091240562464945,-0.005935364471369733,-0.019251591981417713
VTN,0.07604847732970446,-0.027231461414407795,,-0.019010682783332834,0.10414163014187225,,0.11276495407246986,-0.03323753089838918
VEGFA,-0.028045415072340475,-0.007096590613285901,-0.006838165658676945,-0.020138351032983177,-0.0670515817769987,0.06436778298773471,-0.031191795061985262,-0.0112084447634166
F10,,0.0033722036005588577,,,-0.023491961625641104,-0.0244493479592362,0.07202220751054488,-0.02699471460826593
SERPINA1,0.010870235070275824,-0.06294230796279007,0.04920862550228592,-0.10290241930879936,0.02841653601708526,-0.009084340878129035,-0.025680284763110964,-0.022112176190490395
VWF,0.08275177174225608,0.056991962736471016,0.07737637572876895,-0.0009755313798655718,0.015218632616300957,0.03971158683499471,-0.09485909617449305,-0.022767332561566524
GDNF,,-0.021719819661305702,0.06935555708652684,0.06827836759828675,-0.04288492887520549,,,
VASP,0.0625727663699698,-0.012667934162682143,0.0021417068407439586,-0.010874886587320153,-0.019980567302862073,0.018374266289134033,-0.09915626824860892,-0.019105330776465944
ADAM15,0.012570108961310174,-0.051817998898723384,-0.04762554183739242,0.01399159331357984,-0.0075696509806946685,0.05183814435575393,-0.013809740260706003,0.06704900012242875
WNT2,0.04226021183914839,,,0.10912935499234282,-0.020089996421556643,,0.02505739564601654,-0.020997323721591847
CALCB,,,,0.029900903152340907,0.12008446061554844,,,0.06435277805875367
OLFM2,0.03714827735134217,0.03334621060816811,0.0039148547637065404,0.0710935596061335,0.008032747615171079,0.008774262263921397,0.1595403051427307,0.01725162369541351
MFAP2,0.03178799291492947,0.09829088386882379,0.11836975018615307,0.07237141458576273,-0.03630199738199458,0.01399289362897323,-0.03661619763993404,-0.0023554645563433063
HLA-C,-0.06387082279332898,0.06295746411887812,0.0033976712168022616,-0.04175512648835191,-0.01081668917564738,0.056697123450601246,-0.03527540344637353,-0.04196722676129083
THBS1,-0.019882567976723487,0.05533298878118245,-0.03202072340717696,-0.03985444819430465,0.021855190688545807,0.029109605173841396,-0.16065142034619814,-0.01963379537237555
HSPA4,0.026588126103684075,-0.015862505612798818,-0.037546125256653934,-0.05516973050467636,0.05726633274749851,-0.08723366516509772,-0.007169568862385054,0.059732622259056505
LMAN1,-0.13262064615649707,0.03797373624432958,-0.034184413122311096,-0.05948946011572205,-0.007461216570228662,-0.024301267506841476,-0.06906222945778283,0.011558506543096035
LYPD3,-0.049786232880481805,0.11664337516644888,-0.03578144009832396,-0.021965598146704634,-0.0037801454954901484,,0.02573397536773049,-0.029862765175631596
APOE,-0.03812751560523234,0.013140130359593572,0.08837790143623181,0.0342724660536546,-0.01523090920438215,0.02162415389211723,0.030503794578883567,-0.0187057499634376
SOSTDC1,,,,-0.034350025852745374,-0.013595129683038262,,0.1797070195738391,-0.040971312902702714
ANXA1,-0.08956290364179473,-0.06205708103020192,-0.019877808437624805,-0.11205573663987033,0.043080035970665516,0.05316732710713645,-0.024189295200013256,0.004607266024493905
WNT2B,0.03821000781927251,-0.014287716923359521,-0.04630348016930759,0.03702032129968129,0.002719930522917319,0.06944862634807823,0.030069940603692964,-0.04185304876366295
AMH,,0.002140521209863783,-0.030543816929632345,0.04444524697121684,0.105658931253176,0.06441785204487337,0.07251276136061297,-0.010961107701904189
GDF10,-0.037194780249698634,-0.02868963786957626,,-0.0256455203339223,-0.03012561698088452,0.10064193158922224,-0.0043309955980492905,-0.0015611725182066052
EFNB3,0.08436893037683418,0.1518445923823287,0.05663465868256195,0.016063875762057752,0.06491004459331744,-0.015038459840002967,0.08747677668489638,0.011480372626717398
LTB,-0.052194488070329545,-0.07717295880757169,0.10762969944839716,0.06010510833118087,-0.019810924162420602,0.011934462543810349,0.013403276937032282,-0.013025804089138615
ANGPT2,0.04058112740111621,0.08046349591890874,0.07169446956615655,-0.024045965467132193,0.012493201074544734,0.03123577985844618,-0.09057658390736285,-0.04243165881653379
NRTN,,,-0.02876950624204463,,,0.005741452654192965,,
ADAM17,0.021660784835170845,0.09552476282195699,-0.0007299979388348241,0.021656232844365488,0.03022488752227182,-0.04098591925187059,-0.010423751161151924,-0.01628663572030297
LRPAP1,-0.06932754991072308,0.01266203537224271,-0.004973391614369698,0.1111818582404953,0.005350405412850565,0.051191508600816636,0.05243082414614718,-0.010621325020932201
NID1,-0.0021385443846753506,0.0833918460124574,0.07785287016939127,0.015142894125128023,-0.029739928251472467,0.092237018197994,-0.10870211041807867,-0.04805094727864115
MST1,-0.11034962250821326,0.008121187938482282,-0.01756879763390724,0.056175995848301574,-0.003859878612576093,0.0030835894318787865,0.059215496882426416,-0.051924445956130126
IL13,0.01661555069623434,,,,,,,
DCN,-0.02143516627883833,0.04550873326718743,0.0656707271477877,0.02219872145457513,-0.024572561063389512,0.06220304703224393,-0.09315079027878795,-0.07537829234850062
IGFL2,,,,,-0.019381568418418708,,-0.04420770956455782,
COL7A1,-0.019544233750568844,0.06279213946716741,0.022953254599901367,-0.05023235566581905,-0.02969019096455105,0.09549954660244421,-0.03379505071586035,-0.03069854522315109
CALR,-0.04308633250101728,-0.03673529839945401,-0.024693032184404787,-0.0055221130977448,-0.031522705418736835,0.03416080410458947,-0.08136097879899223,0.012961342105886935
PIGA,-0.006155703425605833,0.0551390706855004,-0.0007810622939089472,0.04894883012349628,-0.03160783254690296,0.024812326390832643,0.07717882725996823,-0.017884851674201094
CD200,-0.026266769645528373,-0.05277391368821769,0.03905692538147322,0.018893236310465845,0.03731090217160416,0.0795494137602454,-0.012022931146939735,-0.008588298895431893
GRP,,,,,0.026496317954461807,0.04859879206393278,-0.019853133217106987,-0.030639595578457912
CDH1,0.12423797360817619,-0.02392928282428585,0.017095949234949323,0.015521261552956656,-0.042944626819281746,0.03842572535054697,-0.008286924224659103,-0.04437562423733224
LPL,-0.056477961353123114,0.03464248582781208,0.05361112711843445,0.048940688505645286,-0.010695802577864757,0.06946417933574095,0.14537091372578662,-0.020463688601591035
SEMA5A,0.004893479188115912,0.09130906088111919,0.06811402765806178,0.08108369048970533,0.023559345550081743,0.03520383115658607,0.13395045826822508,0.03474844992361173
SEMA7A,0.06240702805873587,0.017694705589762234,0.0020765334323573164,-0.0008041244160854217,-0.012058368353327175,0.044816621679317256,-0.10289005930019024,0.01957456575197765
SEMA4G,-0.08745026069616293,-0.004058706830349664,0.050516017283838865,-0.034146091120672566,0.02449582154285407,0.05809327016761805,0.06045108510739186,0.0028052965786768214
SEMA3B,-0.11495527075662489,0.015445318883845364,-0.020325729873008094,0.028349112276474884,-0.051509564599111914,-0.09262056763488336,-0.01377321348637149,-0.036784694039898015
RPH3A,0.012050329228455494,,-0.013980579729380426,-0.008580043495743296,0.012583586861659585,0.034094519064094275,0.013362318611148958,0.004441061064195519
JAG2,-0.004425804928766733,-0.04042898582325613,-0.042800548765802214,0.016727040430503694,-0.017923664594162912,0.04692940431212108,-0.04819005220202448,-0.02862533740588211
CGN,-0.0672997431426779,-0.04156169578037445,-0.01242803532852212,0.025492989328988976,0.029851430110695493,-0.025384741381324724,0.014088904605957818,-0.028751087513980048
GDF15,-0.0013250568140917736,-0.027970670356581455,0.014787327467485968,0.012179499731681224,-0.020097584910086747,0.03239474964445793,-0.029232281227217355,-0.011407706522694015
SEMA4F,-0.01190666817383069,0.01617311809673839,0.054861650180291564,0.004278974239488533,0.01407583016568319,0.033933227121962686,0.026288475010516996,0.07288650245864393
NXPH1,-0.07071206597901017,0.05489179228857066,-0.0032021194433043726,0.06286663849760214,0.07479365920307393,-0.0001023702339170754,0.13876409183559232,-0.028042745638548174
ARF1,0.0022992647952961407,0.021424532726640442,-0.04333658351339211,-0.033701359666659526,0.07002812328618287,0.06436362023351277,-0.04779689446452109,-0.06064277340945152
DSC3,,,,,,,-0.016731613860730035,
EBI3,-0.013926539465378952,-0.03669420821492159,-0.011917582328903296,0.034641788539726506,0.05306754483236872,0.006201704995717241,-0.008111068704742654,0.01989920013418745
TIMP1,-0.015387903014371927,-0.06431137940863421,-0.017166543485382112,-0.05294709348438096,-0.07492581142604957,0.0893962405456625,-0.1153843961499735,-0.04461777318481603
SEMA3C,-0.030080687922355295,-0.03596874995314134,-0.08661638089714237,0.038017523141337835,0.013886046800003894,-0.0028898910613743183,0.015427699900360243,-0.003470196044765124
GNRH2,,,,,,,0.07237972487067171,
GAS6,0.009585304130257507,-0.024836879143357655,0.07774175499511485,-0.030553430889704428,0.029642939301213974,0.005226961187837921,0.035040935620333384,-0.008265879453871033
MEPE,,,,-0.02878230179516878,0.002363144637742675,,0.05159571090467443,-0.016822351458591362
SERPINE1,-0.1066332795750171,-0.03239950248538008,-0.008955231735261884,-0.051846653120857365,-0.03735270680062605,0.07109246092706778,-0.13442157275433575,-0.026282316597972616
RSPO2,,,,0.013425998742733961,0.03598354283597366,0.06122979799713683,-0.00664452215357367,0.057043226146307385
SHBG,-0.038403926871166776,-0.02120213590408102,0.03404640657365148,0.010195037948193911,-0.03262298767377378,0.041487094372738204,0.12761707893706073,-0.023337270858882483
LGALS3BP,-0.08478977313218405,0.09388031597509422,-0.035212888513820574,0.004701468654411448,-0.009071195854285818,0.06463735454861683,-0.0680546363647142,-0.04474680502613535
LAMB1,0.03782923093601129,-0.017342580024271678,-0.034172484670246,-0.0459149934355401,-0.0003030400993631907,0.0964106553454794,-0.117690406912345,-0.08063301477307969
SPTBN2,0.1093882810681328,-0.046362717783098556,-0.05368846531818331,-0.0033993708826933664,0.05654471160449109,0.015576821532482474,0.05414624926961892,0.046713118672257886
COL1A2,0.014010200286153497,0.04302239214013805,0.017721553549229267,0.00609463432361494,-0.020470289311998614,0.08025527345424165,-0.15307442367982557,-0.09261525442825888
DEFB1,,,,,,,-0.035831493276880746,-0.0054520091751858865
CEACAM16,-0.047691869456103625,,,,,,,
WNT11,,,,0.03942249842956593,0.0244728394027766,,-0.02220494619158649,-0.02285359758986838
LGALS1,0.10290168744507526,0.01603895380378032,0.054209650120359026,-0.048948232944560535,-0.06826208494879944,0.022737958587797955,-0.1070956825169922,-0.004652389416296399
BCAN,-0.09095547074066375,0.05554493582657569,0.06121872486061892,0.0804071435817644,0.06845414637499134,0.030029710372621594,0.16197646610752892,0.05415625384417615
ANOS1,0.025366253059564133,-0.04050380931764311,0.15367098009354152,0.03943832308950759,0.000983600844995558,0.08757068963197735,0.10229839676759299,0.04312047974445881
EDA,-0.010911118540327384,-0.019701352356087932,0.012180386649973307,0.03153141822255222,-0.0024702438622712574,-0.02889611888289437,0.0344384546689794,-0.04051206469730951
FGF22,,,0.005216557356685171,-0.025357486809965843,-0.018461213861739115,0.036590859306054144,0.03430515064017731,-0.014992466361790864
SHANK1,,,0.0013121770573222933,-0.029809077641697913,-0.023491959159059904,,0.1307991370191586,0.026724534382222023
NPVF,,,,-0.018823019828563773,-0.01668742531400183,,,
RAET1G,,,,,,,-0.02086251586482453,0.07431685937248153
TGFB1,-0.0155671373581703,0.05257678028487129,0.06610050804088939,-0.062032945040281416,-0.020268007860069187,0.036079545679340054,-0.04845156771678581,0.007739833029796734
MSTN,-0.06418985936104947,-0.037410824339643975,0.05395506121083831,-0.0213131259170485,0.013384739276729632,-0.0032110150599045516,0.003648992551436653,-0.028460016084238857
WNT4,,,-0.028769500099214126,-0.005463209251927895,0.029703014409239142,0.06714902082930223,-0.013106283894245467,-0.006169248985524911
TNFSF4,0.06859980142675846,0.024409354705785303,-0.045383127590100276,0.028153029906323256,0.11333229220393007,0.14229171668390478,-0.06134919636619005,-0.04304793038919799
NTN1,-0.041219030342250156,-0.019344294481241704,0.029965926647374515,-0.0012897450437077329,0.0009718123906803084,0.06050301046445092,0.03839442348265906,0.023912947658538738
CXCL12,-0.058286453934979866,-0.04485971858013757,-0.004622982322934551,-0.020230067894768358,0.020272278706558768,0.018387063535145427,-0.09037382589069233,-0.02378125168701947
GNRH1,0.059230582670043795,-0.02233000638637876,0.11708879776973675,-0.03982248185550754,-0.012658347687098042,-0.02247364829905168,-0.05143124378602613,-0.011058195922113415
FGF8,,,,0.09877548747141449,0.09781590934717439,,,
RIMS1,,-0.007774826259100516,0.019772334484645476,0.034619232716823045,-0.008389993738495657,-0.034369839965232483,0.02577442541724655,0.05000375675302388
FGF14,-0.037013419853662584,-0.04827336770943357,0.0468770619664208,0.03145160489206969,0.07283862404884411,0.033696095071780625,0.03511244348085634,0.0340614401959898
IGF1,0.0056449109303396095,0.06820651892809895,0.021055398900010448,-0.007675416776629887,-0.01415302427873823,0.05007032851407685,0.0064538903959515705,-0.02051070702860741
TNFSF10,-0.032211291515357426,-0.015459463577218013,0.03725990703556049,0.001308607269480991,0.03781331128666081,-0.02086864795874915,-0.005060213943349841,0.05188091283386616
GDF5,,,-0.02808889218698559,0.0077293021460817,0.03679160808947162,0.010555425712115124,-0.0016449718514343298,-0.02064560921104681
CHAD,,,,-0.004143102847143453,0.05743268473034462,-0.02498748474870451,,
RGMA,-0.1598825587584353,-0.026611849325953393,0.07647718909678995,0.0913727674226772,0.044474895528240584,0.058281662999315816,0.18213359238669166,0.03210504296639116
WNT16,,,,,,-0.02064232330754486,0.03499585794480211,0.05092420194354381
CX3CL1,0.048300051317138014,-0.029308143275778492,0.025851314577391243,0.04786083497968885,0.03013455471845853,0.015958240523556363,0.05510316607381301,-0.03001064603815814
FGF1,-0.010783780903783633,0.03135177039061297,-0.06151680330796118,0.05112524893629296,0.08916498494320266,-0.05305756992897019,0.04317110918878454,0.045079534313259784
ALOX5AP,-0.04335605328469432,-0.03534562404560531,0.04624646218241321,-0.03454497168051301,-0.0183832500465792,0.011594751399825494,-0.03697609619658613,0.030981551474860595
IL1RN,-0.00905575607521465,0.17231163890271473,-0.020208586482885423,0.030196871562366397,-0.04163980036979308,,-0.03516985532330553,-0.03308084643318362
PCSK9,,,,-0.016418605187887132,-0.017693281325295577,,,
NPW,0.08745681127267298,-0.058325291565337285,-0.04229075113490795,0.03754430699409393,-0.0113320394677871,-0.023054007712876273,0.07136242960682695,0.009100656131057398
CXCL9,,-0.053524372527916385,0.05981359404220533,,,-0.00894984323866278,-0.05479850714040196,0.047264108218093494
ANGPTL4,-0.059971682927213325,0.025557258659770488,0.0027877458251969814,-0.070218394336605,-0.04173498009850927,0.06656180566945799,-0.11302331981279909,0.0032702881096847753
UCN2,0.24127527163834858,,,0.002554545165556754,-0.004728670656192466,,,
OBP2A,0.04443854698128718,,,,,,-0.018793975876336064,
COL4A3,,,,,-0.01400105451802282,-0.01290849685152694,0.025573856112000422,-0.0252293932038825
NRG3,,-0.028689656037153656,0.06591967939848724,0.0425508498806498,0.03026201296458367,-0.05142662397123288,0.12565282925334825,0.05999537507127214
IL23A,-0.02382634692134245,0.011231683826486203,,0.010014519721289434,-0.02272326747747397,,0.018158166263806872,-0.02825473517000631
COLQ,-0.03449557772575497,0.055485148656163226,0.06091813224124834,0.057576029493356815,0.07307921962834876,0.047102173376604106,0.08989666825555469,-0.05456438162228794
SCGB1A1,,,,,-0.02225083763869382,,,
TNFSF12,-0.007516024417517071,0.09171034563656279,0.07544789075729065,-0.0036038452300361655,0.01797081211283567,0.0457837667308214,-0.03476068559042929,0.07514853239396234
DKK2,,,-0.024434633218493977,-0.01938101675013572,,,-0.042032363453590654,0.02389239876147492
FYN,0.025571396698694425,0.02469209601782939,-0.04239744319255104,0.06333912140069264,0.05144523497443528,0.11728906487901503,0.06293384931638302,-0.023259167532855052
ACE,0.014529257777543637,0.009309712624614774,0.10958779037934377,0.007140547792037845,0.05380079043072991,0.05567774688013317,-0.09988664965950368,-0.054939097180502994
IL18,0.036437985505348894,0.018883458434953294,0.02247216645544251,-0.035260813348786314,0.09896421319307888,0.029053123373678155,0.03227397714004707,-0.00534729375656989
PPBP,,,,0.04401957094956217,0.017706855711726605,-0.02654236376404269,,-0.023588999162375685
CCL27,-0.01548199803494848,0.041667056287734115,0.020603536949283564,0.011622238339401148,-0.03680388524262952,0.07604065374545563,0.059512499621869656,0.006277365894175721
SERPING1,0.09732326565708191,0.05756937910558006,0.03939727390650734,-0.06767945356966988,0.04876143026054093,0.018528724842207352,-0.07027072651104682,-0.038686930402661086
AZGP1,0.040955326977346246,,-0.06748783067672441,0.06678270754127826,-0.04351736177624995,0.03356426670285906,-0.008125074405653849,-0.02436255043863911
INHA,-0.04204089698505367,0.06106737201550543,-0.035781463288949315,-0.027223020167765576,-0.0336954718983145,0.019779317097743485,0.08173331911149381,0.046379076900858206
SEMA3G,0.0017480701692595742,0.0226574936965634,0.053923564302755654,,,0.0019455175008090697,-0.011300098581014757,-0.04306656838257618
COL6A1,-0.041583385163861036,0.01599755570444025,0.021872850339081068,-0.018964503271882236,-0.05547129591934848,0.06209369929250763,-0.14408460174861704,-0.04348919630978939
FGF17,,,,-0.010054736976427243,0.05232676514719998,,-0.017904894773822535,-0.03584768615749215
TNFSF8,0.04023734675050139,,,-0.02181326396731637,-0.019381566333172697,-0.02064233133265695,-0.04169937809074172,0.0536691330584252
FGF20,,-0.0070789339355261365,-0.024041691508207622,-0.023720080314783103,-0.03024824524682674,-0.01630133849239074,-0.030824521167553527,0.005681813685206499
ICAM3,-0.14022501173005253,-0.014197629627122255,0.04140503510984028,0.0664370226914967,0.049654671280304964,0.001848054150064141,0.03358524102217408,0.04084371123081244
LAMA4,0.01341285970504995,0.03975675470755701,0.03445585609123962,0.03244728797808701,0.0060556075859311085,0.06751325328470104,-0.11844129650093858,-0.0355660722213708
DLL4,0.0920647409479803,-0.010111034185797554,0.01758070490906002,-0.004038116782276957,-0.006891857405307501,0.14181022609543312,-0.03044812776259977,0.05475731309372917
SEMA3A,0.024825585345225748,,,0.04858963358773622,-0.001469247573250848,0.03633199443965483,0.01434516451170057,-0.013811907954695616
RLN2,-0.03170893190678944,,,-0.015083819052217428,,0.0869203664664455,0.020063428743601362,-0.0010600366936585766
C5,-0.06405549044598668,0.037612013538105504,0.010936844129156532,0.05777229789484117,-0.017479224200281546,-0.02343577128027052,0.044197359780785955,-0.00813991207214927
COMP,,,,,,0.015087134416835572,0.006903898936522946,
C1QA,-0.012807594515186252,-0.044920512345436044,0.04533936062254584,-0.10440588752886422,0.07952736845797953,-3.541484056264472e-05,-0.11499494775217757,-0.055180953436858304
UTS2B,,-0.03297601721995492,,,,,0.11344374843951234,
COL9A3,-0.039822700762956034,0.03362861998630164,0.0718641592761475,0.10992070404852476,-0.020129077260025094,-0.020912190462736055,0.050322459929861646,0.08599717662309396
DLK1,-0.009862668837402703,,,,,,,0.015397553098933016
HGF,-0.022013575914363308,0.039800446060199265,-0.041304210669596386,0.09599900105374533,0.007810268365828155,0.004839012900439439,-0.04923857663314105,-0.04169812070925798
P4HB,-0.06846919233625388,0.01658241968262592,-0.022003266509284598,-0.026102050151361276,-0.03339187522824331,0.055703168131214995,-0.1311919718010484,-0.015125747522370402
ADCYAP1,,-0.011214701085755448,-0.02703949527899784,0.003954901291004668,0.08843748251766015,0.0984016106776203,-0.0049041804195816534,-0.003009897240350748
GREM1,0.12410256265936276,0.04585929801719994,0.00933721740610851,0.055067907699858296,-0.028326359370976176,-0.047207976750204036,-0.06608653809224749,-0.0396541776752547
EGF,-0.012902661843231493,0.07442486641615541,-0.034361507023876345,0.17028634592055056,-0.016893070482938335,0.05607397946361442,0.09088144416484613,0.024863008920794866
VEGFB,-0.051521405275313764,-0.026721000296083364,-0.049351648823453616,-0.05846574154888981,-0.023655651609102497,0.0008280916354943729,0.07422104710015859,0.022065678334141144
FARP2,-0.03710616335850702,0.0916094637588728,0.11285579503978829,-0.008381274945396385,0.03363600281770979,0.015568738026107799,0.033654737365071234,0.027066860263513657
IHH,,,,-0.019745015049333396,-0.0010187374912497005,,,
LAMA2,-0.01809494232610644,-0.04138804001100106,0.02224695304515088,0.008492850224084443,0.03779927952980644,0.024967805073191653,-0.04517072496195987,-0.03700382458480594
SERPINC1,,,,,0.006641337064827199,,,
NRG1,-0.05079158394153652,-0.015296513518607535,-0.006040305894188391,-0.016629017558246157,0.04549870468114093,,-0.0024447601088177467,-0.012323503502772773
SPINK1,,,-0.025952153412654316,0.004106570400623301,-0.046129172696181456,,-0.02880513264479199,0.048526140341428686
EFEMP2,-0.006307158738607123,0.050067887846102346,0.01811127983672962,-0.005435030929058169,-0.06563037240832978,0.08042073551869659,-0.03743934191809588,-0.016752222790585525
SELPLG,-0.0037153050134996718,-0.011769411184102414,0.05764423932458415,0.04328736914398438,0.0836751246277173,-0.012442961331528463,0.05211381797312989,0.0719089839152987
GDF6,,,,0.05138440632569184,0.035280428369726,,,
HLA-E,-0.012465852776793669,-0.029538111795304033,0.04656269692312227,-0.038304178516572064,0.015053819972617868,0.04961110996595185,-0.08538353578097507,-0.021851637852187373
PTN,-0.09999166074516326,0.10638402864535167,-0.02264188917328213,0.08267807692017143,-0.012723588825096518,-0.0038161950758199416,0.1807147156349636,0.0038338717650502484
CD274,-0.04903453238922037,-0.03504884281794486,-0.04584500144113025,0.031162256317304748,-0.0013063053096613836,0.07004721920488204,0.012170242087540672,0.049964488783421565
FGF10,0.08539487840997537,,,,,,,
CD14,0.0071884609557781596,-0.029723338827751605,0.009816306261900554,-0.054911760855055974,0.07091228640029767,0.11348533696582944,-0.028369730189875268,0.009917569802237883
SFTPD,-0.04874816177410092,0.052339194225790545,-0.051363063319735676,-0.03062909091118187,0.03522713996033623,-0.03355066886476472,0.041735304505362836,0.045085255189343226
SLIT1,-0.04844305834101078,0.0032498090614299,0.04293849052117002,0.009615083146721309,0.049395923123409215,-0.0021300942049036005,0.07523930888837621,-0.006599413294182286
CNTF,,,,,,0.14204009216755714,,
BST1,-0.003914581235584632,0.039183619445785516,0.004845958712720393,-0.011872496111471778,0.035620511940535324,0.05450390841409342,0.03394669153767835,0.03686100426548116
AGTRAP,-0.14238366791766682,0.017766851104157978,-0.01722128779180268,0.017236663501157348,0.009439120841605418,-0.01407296156376655,0.014997627395067955,0.02675246366923705
LAMC1,-0.03367905176268497,-0.004634223465367062,-0.05433519863651594,0.0013488461225826776,0.00011746644187964816,0.056027047848007605,-0.11771564543426749,-0.044936762284566285
