,UKF255,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
ADM,-0.03076652307428137,0.03530671808612557,-0.08423321926140058,0.11974217777682795,0.17271093719027464,-0.042230887674889694,0.019061740437249616,0.0027801559249028772,0.008088733524968094,0.018559298690910248,0.0565237280592314
CCL15,,,,,,,,,,-0.03318815858209377,
GNAI2,-0.02963005694362446,-0.029694062905162123,0.012416784787823524,0.06901849689305871,-0.06890507953127724,0.002271051972421992,0.051050588649925385,-0.054216048571672566,0.009453262491554728,-0.022414721568689646,0.012941426377823086
HDC,,,-0.03203124311243025,,,,,,,0.012089536177295227,-0.024353147574186967
COL11A1,-0.0470977866249174,0.027855924045535465,,0.03850671748037573,8.011115592685647e-05,0.04832052436895447,-0.058750417422048166,0.029533338123102312,,-0.06305939400252895,0.044321095889589594
NUCB2,0.028271661789424765,0.03120885096460011,0.0759236508520113,0.05085640375724038,0.04872404490740346,-0.052811619398172485,-0.09373499439550995,-0.039051483922346954,0.05293311935729789,0.028555658283301984,0.07277461468187531
FGF16,,,,,,,,,,,-0.03720647582862349
CXCL1,-0.018337018517006694,0.025491960154312685,0.04009764524117473,,0.06039313063414267,0.02613141659603283,0.06406218806500642,-0.05379619041681956,0.02055850026193019,0.11840904952547193,0.009267401034888503
VCAN,0.01985137246034014,-0.10566343742543097,-0.20644298568424033,-0.02598630407372075,-0.05804471074725545,-0.03948586433552123,-0.04686779671364409,0.037916494755178505,0.11339167110955775,-0.16175534711006598,0.014263104371598712
MMP7,,-0.0055519529828707195,,,0.11273255060516724,0.07001096634766056,,0.008103710599998218,,-0.023379594154027954,0.02495045930682385
PTPN6,0.010940171584412147,0.09736633783425808,0.060543338239356946,0.09365351905004149,0.008787325240776054,0.037005126154919056,-0.005461980578441031,0.04246347801664564,-0.009575741935592944,0.12549375431496396,0.047148612422578826
PTGS2,0.06459155889610059,-0.023343185737093642,-0.014382555817721078,-0.005779517313744648,0.05590017227424166,-0.04305720237465867,-0.04430889397888849,-0.02830653230792074,-0.0654584724030662,0.02621968164229687,0.04773686718924998
XCL1,,,,,,,,,,,0.04597359146751565
CD58,0.0005529861700777936,-0.058400251628252436,0.14405150211072773,0.057549850638199826,0.06566025615419586,0.0065244625520640516,0.029191367106173777,0.035989039587217,0.12178048975748153,0.05733977535166672,0.11872553749890967
TNFSF14,0.0053844521592177775,-0.02687180528381241,,0.01977352006368099,-0.05211695159578861,-0.03732234140146515,-0.059144806674244516,-0.03870092627904088,0.11968994923708742,0.05722890774499512,-0.06469178068497738
CNTN4,0.07350028218909915,,,0.022497719065607377,0.003975968004492143,-0.01794505500795547,0.04124613982344859,-0.001789336316518397,0.0555774450023911,0.053200395633038716,0.027044441290086235
INSL3,,,,,0.06708383379785358,0.01545133500469418,,0.05487353467138582,,0.02068833159950541,
BTLA,,,,0.05787037003301779,,,,,,0.007630172151796922,
MFNG,0.049474634046770896,0.036072283741199994,-0.040978072704483955,0.05880134864915912,-0.0253088584026532,0.07046248601882904,0.06914504351603794,-0.0015514794353805967,-0.059328186388669296,0.07932438577559386,0.002217511839322032
ICAM1,0.06335049773160724,0.1301684132479919,0.055905724152396925,0.06053048001196997,0.16530956627991183,0.0027179782788571533,0.04745806412863748,0.006884833802455555,-0.10669432590091686,0.09741329346775653,0.06091039657646276
PROS1,0.006229166003628454,0.04529434537903752,0.04614236155983104,-0.02612958942578873,0.030644772331879743,-0.019709782292053963,0.06424681624063895,-0.019382281515947373,0.08864109307510677,0.049985037005935214,0.04837673187298246
CLCF1,0.03685731002532067,0.011326522788982652,0.05286313542965385,0.07590423745646714,0.06532461692105383,-0.016026385674411656,0.0005741793802298376,0.04750158301694785,-0.007947746782677064,0.06974921327501162,0.08196989659032511
PSAP,-0.07142829228652232,-0.018436565603919788,-0.11820639139814536,0.046540092906629464,0.10074423764117534,-0.01572935324906068,-0.01666435458756869,0.012831300130005973,-0.007126950311615235,0.1767940650301352,-0.01703942206694313
EFEMP1,-0.05425782815006518,0.12917360816922957,-0.1253673995761106,0.057647009049001115,0.08022829219798311,0.0791937201862123,0.04530718857118361,0.03257483719427974,0.07489625244053513,0.09561656262454334,0.08863890510462095
C1QTNF1,0.04306481717206429,0.09867632127324921,-0.047511916924608606,0.04526045856298075,0.07552027995831857,-0.02040934022988231,0.057410358897681035,0.03004666644991438,0.05560849950426541,-0.048441709659677694,0.09140984297545678
ALB,,-0.04819926356464792,0.013105943453783207,0.044912647487411604,0.11141924319547478,0.014166906215093358,-0.01165921089058473,-0.02450380905864213,0.09085390362363378,0.11433525834561142,0.02572269416202876
CCL13,,,,,0.00718045323627223,,,-0.038713650902326265,,,
EFNA3,-0.028991605564550924,0.06379470619063049,-0.08438024552348966,0.010749973832967871,0.038275674678202545,-0.012164267607572025,-0.027108128869227775,0.039636777278923105,0.08229299105022161,0.06423581712802343,0.02085512683325544
DRAXIN,-0.0007019177543899162,0.04114094272632939,-0.0609602747105821,0.11427316970215698,0.027819691127190568,-0.022316318892958455,0.032203437497271,-0.012778210493002082,-0.01014777406455756,0.03342185433887844,0.03151465798547644
RAET1L,,,,,,0.10856073520670055,,-0.0009051663835294792,,,
NPTX2,0.06733337407890264,-0.02316282153625249,,0.06618152288615654,0.01784799791764875,0.0870725627840845,0.004101110932420839,0.009596353169882207,-0.03216023865431315,0.11631764697052094,-0.057811288891307606
FGF11,0.018164040340756842,0.029366309296821214,-0.05505983975914464,0.04278284913795669,0.06500737831343255,0.013234721190739623,0.07427521199786222,0.030450611370056495,0.17311020615091627,0.07339764212449834,0.0966735539843804
CD59,0.021607928392226475,-0.022021204244718928,0.0238460673725235,0.07627059832464227,0.04541359594158743,-0.011933629993743774,0.01780120380781495,-0.048881185239595844,-0.03382086198871111,-0.04144141280936984,-0.027066486035638597
COL9A2,-0.0057236094795768515,0.04827545900313159,0.10247549813391654,0.05456467146994628,-0.05841348772830686,0.011203282338647582,-0.02374847941801675,0.030389762191224162,0.011687270593765389,0.12312375920247585,0.03312635968456431
DLL3,0.018217667682806468,0.03817847180920191,0.11550882547100436,0.009528472580082839,-0.012521181138843769,0.030482343390088772,-0.04367215428225843,0.03536944789914594,0.015787793126476397,0.0579736712457989,-0.03153437526126361
FGF5,,,,,,,,,,0.014420913236073123,0.00205214741709365
LIN7C,-0.01490749946454484,0.033519796734740426,0.12475661893149641,0.08831186100461381,-0.10567497734666942,0.02775015283797708,-0.007551912807700105,-0.003201902381766725,-0.023608773167932154,-0.008164666552252568,0.044770656652159346
GDF7,,,,0.13458416341719878,,0.04542772544841211,0.06189036256836499,-0.038574008840749796,,0.0036043117929642865,0.03107692687749239
PSPN,-0.0022248809197742167,-0.04869930752650656,-0.06128516082292742,0.03156029000778731,-0.023141337313988528,-0.0001501975699106939,-0.03790082274523737,0.06310375328238246,-0.014835289647577014,0.09439762683262898,-0.036584732280239916
ANGPT1,-0.021864693641464827,0.07068223059699606,-0.03500392654656568,-0.05933149491579338,0.007694735009649422,0.031639146828596365,-0.05026749440627497,0.037304637726988533,0.006438884006218362,0.07660997104281558,-0.03324139754660319
PNOC,0.05435352624775308,,,,,-0.019992209284102735,,0.00027755246081795625,-0.07796857289462505,0.13446128853654715,-0.06743779981205848
L1CAM,-0.08562243973535234,0.04645845691325923,-0.02326634245576745,-0.019213188441222245,-0.03524539960361318,-0.049872543924557936,-0.012780568439508961,0.046644356955353565,-0.09389317804773595,0.03627847358232354,-0.08332218825534456
APOA1,0.027178722257985462,0.07012899058077263,0.032477701773592785,-0.06864950312645815,0.051326784308617805,0.03425587119335947,0.022499171347731977,-0.027881549194749194,,0.058920068368673195,0.1100059611968206
PSEN1,-0.020040726023554275,0.07873399525850133,0.04064899605489826,-0.07945919257472507,0.02306971823842875,0.008479066775800917,0.025169230831378567,-0.04503682038883873,-0.0026777428843661683,-0.014769424867720838,0.08730678516267351
CALM2,-0.03934528308824915,0.027307314029478877,0.025900536355027315,-0.0019494857179162437,-0.0971527013039591,0.03822095150876737,-0.029494539266769763,-0.027975661449114852,0.012402078202981802,0.08725853034677367,-0.03807211327632806
CLEC2B,0.04161357419881226,0.05324123968682331,0.05511724290790836,0.03317854909182764,0.10448769439554184,0.02431148873236592,0.020480075389426502,0.0281741618072229,0.0694721216520194,0.07217225688250843,0.05678644283134673
NTNG1,,0.06073775283541407,-0.049489946161973275,0.017523592444473213,0.0021089054540486454,0.04458992311046961,0.052286144905538484,-0.031497883984573885,-0.024549507438568072,0.0901112113112785,-0.0019427714329569763
LRIG1,-0.0068083751334975144,-0.0193250883341822,0.1642103907591096,0.1298695286894196,-0.0192919345287505,0.055956552771298816,-0.04037156019338363,-0.0029170487861741013,-0.045385331795743715,0.07877751763835188,-0.0016702743700554774
CPAMD8,,,-0.06379982494970808,0.017367348499260818,,-0.021120499950079218,-0.012535272301010526,,-0.08632012442273315,-0.029710333345437177,-0.026656001956616826
GHRL,,0.022134227256725782,-0.06178209663655109,0.010990456394808825,,,-0.05021158791223536,-0.04172527975483649,,0.03914746452058714,0.06472621328296338
NPY,0.19495689753105344,-0.028075518131003518,,0.029204633962292552,0.074493391879364,0.03742407800517225,0.013139489593614951,0.011635603766546014,-0.090283560512416,-0.024966278769532235,0.02714719424435166
MMP2,0.04826118332167908,0.015998163626815273,0.05776096220625425,0.05668663376071583,-0.05218664545535962,-0.0378253651797832,0.02363470668855151,0.07604950486083406,0.1821083964440419,-0.04139986300575839,0.10704460257767202
PPY,,,,,0.09792068375264414,0.0410743531107025,,-0.028775433452399937,,0.1261558850593311,-0.059851618651707
ALKAL2,,0.10693078373014836,,-0.05260115714428983,0.05561771280648439,0.027028127815182358,0.032907650142112645,0.0016827332423925989,,-0.04634884089925226,0.06557973681291798
CSF1,-0.01454719438742957,-0.0185394311016719,-0.03778289382700472,0.07653161106288124,0.03474613578175084,0.026436521191876946,0.03991673874905867,0.06454904853540128,0.07415251340166802,0.1091280736230142,0.02673823655664284
SEMA4C,0.014657889058295737,0.02161073555782154,0.062244069063235936,0.02293267931680576,-0.050268435172402766,-0.00864819257758833,-0.015543273848606699,0.007904252125195419,0.06669112047837783,0.03282826420261933,-0.02644042611727406
BMP8A,,,,,,,,,,-0.030411832218742607,
ICAM2,-0.03719078840808646,-0.008871123770485014,0.003146060044473088,0.03467504319288299,0.016104585256139496,-0.0005721111477165544,0.035216007632385644,0.005707279912338103,-0.04461942719507947,0.03260367536819432,0.003108173675603671
SYTL3,0.035617428323467856,-0.1003460529532146,-0.0789976739903954,0.0983797266889728,0.004259022309289403,0.0279424175992975,0.013307951372468636,-0.021473850642825525,0.05704893506514909,0.057032031056963695,0.048384810388900204
IL1A,-0.005983884233140199,0.03604143892540677,0.15981426019742426,0.08374672769035153,0.03866964647382242,0.013731322949699778,0.040928745114128105,-0.0012044862721857872,-0.029265167392182892,0.1677559182370774,0.011791860433848446
HLA-G,,0.010934265374501458,-0.0389329192933679,,0.09552031285582761,-0.019075236562466957,,-0.0017183146422344935,,,
PGF,0.03983568077796599,0.012061083214158778,-0.1051427151674777,0.08552163723632215,-0.003142273113329096,0.02951132796909889,-0.011793300073722519,0.06041715091938452,-0.01949197035605721,-0.009764085012957172,-0.023617590390389832
LGALS8,0.010778159695651393,0.16714887289230362,0.06208973572300807,0.02184642014315492,-0.006917238960957806,-0.02649028228975805,-0.04877805123368103,0.04789105974572952,0.022036552229969968,0.05071482409112923,-0.03444896167604128
DKK3,0.006682975310602592,-0.00845353531231603,0.026682274771209793,0.018659981579773357,-0.07035917381769909,-0.019242603886536525,-0.02708078428313802,-0.03225072898431175,-0.0038358718198693406,0.08635691904768267,-0.09154405402394415
COL16A1,-0.005184060893082193,-0.012991753378109724,0.09583415708368037,-0.023307402902759945,0.049675712259675785,0.052836916562480796,0.04648193261485543,0.11365473727705194,0.12201614901101171,0.051672952873272886,0.05077641679669822
TPH1,-0.025553264442548924,-0.015017794910639945,0.018038166263023885,,-0.032390644994835814,0.12063008225650848,0.03926887994530697,-0.030633303132435112,,0.06257555598338575,0.09346495629982911
TNC,-0.040167844361099984,0.039507561668885985,-0.09208694170830951,0.09197954821325514,0.034388818557698285,-0.015131912887618074,0.08412551686283117,0.07321159012514396,0.01637563069073438,0.07276339789512298,0.021988087742115758
TNFSF9,-0.028456809956665982,,-0.054361808840888176,0.09079278259279953,0.04819176485948796,-0.03836630430643965,0.04416226658138938,-0.034580534057228676,-0.020443745089686823,-0.0318138200733775,-0.006285057400089852
C4A,,0.0046574085161753,,,0.02808885009530457,,0.05897359344646407,-0.03898083526406731,0.055081515837070535,0.08389250936550116,
CNTN2,0.08996172442333195,0.022909894656549634,-0.03447860853928716,-0.0749145291692104,-0.02877690470922478,-0.0008717531309672072,-0.03960364186053228,-0.030964765239068395,0.039379437921146794,-0.018675724404649388,-0.08613413828312691
F7,,,,,0.00340824014871802,,,0.0008325040337118374,,,-0.02978571531855304
LUM,0.021731804548445265,0.010306135555276714,0.1684531594218041,0.0202311098248779,0.009728693984568569,-0.0055946355023049595,0.03230109142960484,0.05102738932934977,0.03822870416205907,-0.002733057902132045,0.06562014118185641
BTC,,,-0.02001279031758987,,-0.028541708709250827,0.01828985268986662,0.006128280307200851,-0.03732881647819686,,0.08997455088351546,0.033341971487788113
APOC1,0.0048326993567812905,-0.03885731287747122,0.09786747070659461,-0.02350391807662729,-0.10177619952769969,0.0444574527941182,0.06882110310874306,0.07108219876386156,0.2516251454476865,0.18925893597627588,0.03981179270621253
PKM,-0.02468559174197572,0.04768151228898481,-0.16781113119149718,0.14671031950207902,0.12484345692201373,0.008228525857702866,0.015850360727582325,0.04080236826388194,-0.029687899339546353,0.0669243633579548,0.08223287723928124
TNF,,0.09312835324141118,0.21399178892973633,0.008456561955995567,0.006177800948960649,-0.003385878922038876,,,,0.0982371990742106,0.0014199671803032284
GNAS,0.050088841020911046,-0.11397158925750663,-0.030299667865539875,0.00972885494385323,-0.008889629886805308,-0.10070324720129702,0.041431194160718034,-0.07729858151391752,0.07184241748421107,-0.0320079866001368,-0.09190933638513282
BMP8B,0.005508658870559841,0.018271466111772935,-0.02672148071673099,0.014708928628241295,0.0445816580315006,-0.033756559685306435,-0.02521782991007878,0.034842973321479224,0.07785203844954794,0.036101979978213544,0.021518115752175774
LIPH,0.038829693811931035,0.04559699020714286,,,-0.03868804267878966,-0.02445101972943159,,0.08300800533270766,,0.04785521756840866,0.05896018717854787
CCL28,,-0.00010607121026080716,,,,,0.03196383836204629,,,-0.031670996575017776,0.02647650165148083
PTPN11,-0.015092464297075682,-0.06307339909857941,-0.00235692878672325,0.04827491480139444,-0.058312160512823806,-0.006088924895087692,-0.05822727224322899,-0.019406317820834375,0.07985054737422355,0.011532385381599083,-0.07723494777038692
ADAM12,0.006240820683658803,0.028389942140749184,0.039014451633532406,0.08263294754626098,-0.016108541119176673,-0.01260065916862712,0.02138647409674994,0.05850839048408522,0.08958394791808899,-0.04276719792164037,-0.0023447989608637206
EPO,,,-0.0634164749269435,0.01408852693484893,0.00015150027566931897,0.039384485565730355,,0.02655916120408267,,-0.007387257539208953,
EDN3,0.12017443365825359,,,-0.046476193408769795,0.09115434805794366,0.040392963466420594,-0.004433984208589902,-0.04642444435228934,,-0.008848062109185595,-0.0062980831340665785
CCL22,,,,,-0.04755329155733801,-0.023222650950418002,-0.015064751107279103,-0.021112833017125993,-0.023258396454710225,-0.008019727371747816,
CCL2,0.06833665939265988,0.12164288150034752,0.1564979862930241,0.05627481247221836,0.0506506081543936,0.058629872828285405,-0.0019993206614611772,0.016032033942810255,-0.25337990203145944,0.015907520252949052,0.06312115205339275
DSCAM,0.05207041240525322,0.04453306077032752,-0.001175861871857546,0.04586460974217437,-0.05408979922655292,0.0022555514920474997,-0.018908977201101983,0.008616253289722146,0.09591968320784686,0.0669193769910187,0.01868811067157585
ANG,0.00897736706271772,0.10181418520403682,-0.10259976855467598,0.032775137060359866,0.05382047426734823,-0.05932589724560878,0.025038353701387343,0.07067377675766527,0.09132148625430155,0.09152500322479022,0.03160622313401241
FBLN2,0.01732840782897552,0.06542510699179267,,0.07048062907947913,0.11840190980932346,-0.023808553054813015,0.012013764014461532,0.026447038429228492,-0.0444485531827835,-0.005321631194856793,0.03605440067462835
VTN,0.026329376592638936,0.027014125846735296,-0.017599629268319084,,-0.009681550550842763,-0.017856723246785118,,0.06076864767236306,,0.0017954609908485588,-0.029142370423723037
VEGFA,-0.042589092673755886,0.02244479790109968,-0.1780424532358733,0.09473620806983629,0.101329914118591,-0.03757168318915789,-0.047101964773329584,0.05457834127627831,-0.01770573305232905,-0.15937568554339618,0.05574970522286212
F10,,,0.0698875080028287,,,-0.030497652039517584,-0.0074964498649673075,-0.016850063744719243,0.05928888460973747,-0.01720771108543173,-0.021540274177881312
SERPINA1,0.04490936951204244,0.05297465243849522,0.05257924609434042,0.06371865048904295,0.08938087573493711,-0.023904345375666755,0.02779483452850705,-0.0038829828525773842,0.08217120058227327,0.04538186290055806,0.015933780040045795
VWF,0.004246187344576134,-0.006088647718744164,0.046504866645186695,0.05233125654327408,0.00868753761581657,0.020080308271748303,0.07352746048170807,0.008962959622765195,-0.0805557664060578,-0.05294324395333645,-0.03222514228307188
GDNF,0.03061569265590753,,-0.04780479427668225,0.007056770429438034,-0.011159907910009119,0.002848559450382878,,0.06716339755948914,,,
VASP,0.04635070379601501,0.026305217522128645,0.0008867629903605749,0.06397966450515724,0.021853373875300237,0.026950774619059984,-0.0007023165948838607,0.01812957632110379,0.04936438416728312,0.023893017477051713,0.036568018736731496
ADAM15,0.006436803172349028,0.026433575535355684,-0.019906331547408673,0.0640358106718453,0.04927768506409163,-0.026747436154784116,0.01122024998416648,-0.0042762545501411385,0.06571857971082022,0.04365402884075981,0.06779257330645594
WNT2,-0.03981095581812252,0.02554718034091327,,,0.06883679252106828,0.035896114423904626,,-0.044312696994456745,,0.0008058437778788864,-0.0005689082901960067
CALCB,-0.03264442968428824,,,,0.04396513664269205,0.11487122966695543,,0.02389424979251553,,,-0.015721613621225053
OLFM2,0.04710631339961098,0.030678566062610293,0.003161346238240248,0.08091901213657392,-0.10616526776598885,-0.06358372303967019,0.01639547166274877,0.05226162202177579,0.02799836087288834,0.05205760055003848,0.017025063453075168
MFAP2,,-0.00129046333363,0.028882046245448375,-0.03422849885743323,0.0817455252687253,-0.011226087253640648,0.049880353547509866,0.02402982254061915,,0.015996733448496798,-0.010098193409828555
HLA-C,-0.012377437205079537,-0.010450467180802534,0.020408421652402448,-0.012829184403440413,0.12853493521370896,-0.001554248738305252,0.028404480366628432,0.08296016941405338,0.09762940285629071,0.1668759125394117,0.027546364034201264
THBS1,-0.007513262963173846,-0.0343082384754345,0.01840092111320645,-0.0520285358709934,-0.0016391076940564387,-0.02218558382086875,0.018808139100151677,0.049562975999079016,-0.021289602080231493,-0.1209929738536001,0.024676057721102915
HSPA4,0.03960461383360208,-0.027516792151187616,-0.0830974186565911,-0.03544607168659762,-0.030583555029597045,-0.03763852814471706,-0.0017687314572424127,0.03283431149646364,-0.03705232939759032,0.013392033010133943,-0.05392350197725243
LMAN1,-0.04876219644408577,0.09344043914812719,-0.08732488520634393,0.006289468986078573,0.08474140533445612,-0.0047329966483239914,0.06699472501855942,0.01252297710179712,0.042642666364840105,-0.014362530112644819,0.007695396231865071
LYPD3,0.015454426635483952,-0.026393500715497568,0.0562082663379652,-0.0659815784680088,0.046521223400387154,0.03833759944581401,,0.0017817242891673486,,-0.028602485114773233,0.07190685291161851
APOE,-0.043932639767518815,-0.039734432126466,-0.0240941785234901,-0.001239185523130103,-0.07397513588016183,-0.032113975351126464,0.01932579787982955,-0.03170739704258213,0.03804360219659941,0.1746641651623136,-0.006804132763588213
SOSTDC1,,,,,0.05039351473007958,-0.02122923704867311,,-0.04853422315198719,,0.02728944872181828,-0.03097215846806742
ANXA1,-0.06402531062653143,0.028317598474711467,-0.014909173255852937,0.1563749335248345,0.15931168542026847,0.06248189316319238,0.0055997283352326255,0.025809288362876777,-0.020474565489718925,0.1149914827540235,0.028700801582968265
WNT2B,-0.02514433883522078,0.01898471760362812,-0.09946341831293833,-0.04017030797410294,-0.04460578934208334,-0.0009818008364306712,-0.01277287562916711,-0.01553195920452678,0.015204616279021496,-0.022847207289787008,-0.056543308280965085
AMH,-0.06653129909848639,,0.024608016655637218,-0.019705929618560204,-0.004680090963643014,-0.04696377469305394,-0.033749960567609406,-0.04484724778762766,,0.028978996711654888,-0.07357353515615143
GDF10,,-0.08264465524627201,-0.0050829785774226715,,-0.050242021161600786,0.07939093856037252,0.018990550666290153,-0.007572666723942298,0.10363934833623868,0.033388002923401584,0.061317747810479974
EFNB3,-0.06856314191715066,0.015551135353471641,-0.0365311281451519,0.05615947269148803,-0.012164509301449142,0.015133618227286916,0.06290976954963651,-0.014271085403231838,-0.05751486670815568,0.025683950822133567,-0.028530255983501496
LTB,,0.05554148052469559,-0.08484442139605897,0.04704129007028547,0.05791949074564967,-0.008058644637287128,0.04357544531233256,-0.006592202017075327,,0.04280725197963228,0.09438689743163642
ANGPT2,0.06563057499866617,-0.0408077200111935,0.07421402481303845,0.06826511627488939,0.03907641363716241,0.003475963852943056,0.042976846631464304,-0.008261919372994876,-0.051753926032059416,-0.07878423698787583,-0.01630299798088321
NRTN,,,,-0.05305145428409555,,,0.006736710512507828,-0.032861249966976945,,,
ADAM17,-0.06314187528986445,-0.00887402466916682,-0.021805557166824103,0.060711527830636935,0.020475312595819712,-0.006588232936723807,-0.03988782858967511,0.0007413650007253421,0.08388839438823585,-6.633890351880596e-05,0.0019335444905259208
LRPAP1,0.03548079149675741,-0.048776451865836484,-0.028356872925399505,0.028153981332302132,-0.010078739146573262,0.03359542859525499,0.014602569763262449,0.09328024475105119,0.12524310465292438,0.07324362761540522,-0.02121225688053963
NID1,0.02542120641678492,-0.04389628545640168,0.03937562412328875,0.07526803303225771,0.003032057031264079,-0.012005652238438134,0.12127288383080104,-0.013669598753953802,-0.018658800024669377,-0.06738994181032747,0.002505828558106431
MST1,-0.012306088830451692,-0.077518895121747,0.05456580924470517,-0.01145221475810395,0.011368597633909083,0.02917080041952866,-0.02856354602869284,0.03243909573625185,-0.00843460409823435,0.15915452912672978,0.036885752962858245
IL13,,-0.08913697567545417,,,,,,,,,
DCN,0.016494789875311222,0.009295832941060412,0.10363220983152008,0.08524502828227828,0.024622253077444128,-0.01608247395593733,0.023706380307782448,0.0322113032057134,-0.020497941616027183,-0.010132693445865568,0.002472732978598031
IGFL2,,,,,,-0.025161471784453666,,,,-0.0159559040143405,
COL7A1,-0.017982071432275384,0.014863650669319535,-0.009422083692731918,0.02587560743295282,0.07322242503404383,0.025480645212647795,0.06716585297386878,0.09279424314187933,0.011580044853982494,0.059882759413640164,0.14188648808697815
CALR,-0.11920027649430277,0.03037078911741011,-0.01291092601868005,0.14626177034363894,0.09490724731023789,-0.06737331832614449,0.011556427461378934,0.025244395463851276,-0.007798411593977029,-0.023894428828444936,0.09773428609587759
PIGA,-0.0030368603975805377,0.06844823338624131,0.019343504756320906,0.02171005885658203,0.06946808576232504,0.04994368202852032,-0.05995363974266061,0.06678924083637937,-0.007395956523866366,0.010655080064595483,0.08138506931904452
CD200,0.0012873487665269086,0.02563529110866589,-0.11957699971174801,0.08249055755348425,-0.08225825631971953,0.032800872418471384,-0.017856115057855206,-0.04094690808303727,0.05224220542782751,0.10174595579958585,-0.04430502911785865
GRP,,,,,,0.04485562280516332,-0.022334464618661325,0.1363621554063047,,0.02904669952220426,0.14840476443653128
CDH1,,0.017063163282960835,-0.03764181759284925,-0.0004290738968393876,0.05707011151927555,0.1256584462757459,0.04311305488929902,-0.016385878035040647,0.0622397252464789,-0.005823817745138412,0.10734662898705752
LPL,0.05613957099188542,-0.10910778571940104,0.02427240273313021,0.009923231211854514,-0.003265166605403955,0.014596239017915942,0.006197062845630351,0.02044129620922597,0.05099460646788654,0.035243030578570006,0.12432028680616088
SEMA5A,0.012939023471030996,0.028049738664412342,0.1520745172661851,0.05963291755222162,-0.019679846246162584,-0.019616390183578993,0.06040490986551344,0.09816218604004322,0.09275015673817312,-0.0039273053003526905,-0.037929425795293785
SEMA7A,0.01786679266705273,-0.01768332471712144,-0.04263449328914803,0.006721089196956631,0.010789296579468312,-0.06513806907532813,0.0009137944702689217,0.041142611068307404,0.028536302432939933,0.009372537297885706,-0.005959331279137562
SEMA4G,-0.006999336559892765,0.022635817251199956,-0.08941058335747534,0.11882285789474993,-0.023230777650430825,-0.047853520780585704,-0.0009357591296698481,0.02969594542406851,-0.031874824382604375,0.0820914755308828,-0.027119818956011166
SEMA3B,-0.020878802123661725,0.05149976721261807,-0.006450870000456934,0.024932371840824866,0.05780180862114728,-0.005015987512133207,-0.019561547363886954,0.01570079400947918,0.04188799359170286,0.15960083159806104,-0.014504944320509363
RPH3A,0.05264926699777894,0.05475381794027038,,0.10883844336297271,0.07755375148031236,0.04985921189560822,-0.03525129790027496,0.015946635644041238,0.02702291915153844,0.03281808846312175,-0.04274724145822295
JAG2,0.04330039225289975,0.004388303771129578,0.06523092719315222,0.008117694338710263,-0.026490876157007147,0.03122807833867402,-0.010051627175229347,0.024504620992150047,0.0012483933646653337,0.01901933761196469,0.048223685923776
CGN,-0.03797763295465204,0.046002036654995956,0.020990760664444465,0.014538799092270358,-0.005353195934128679,0.031853890331288076,0.011126658822453065,0.04629188689134067,0.07174539471208043,0.10060300202005949,0.08433177420658186
GDF15,0.051424263696043394,0.04525087687724071,0.1261808340558356,0.03867528457990285,0.12745901469195697,-0.03502260831078098,-0.02192558825461336,-0.015523048452565403,0.2132431092079333,0.15403718808348354,0.06539723731695644
SEMA4F,0.05967995282996954,0.02817687243082396,-0.03080864281826386,0.04484714984903079,-0.004069993989459469,0.0021804404901023637,-0.049180649333998155,0.024152398252054688,0.04173234332628914,0.11964254706427796,-0.0036854757195771567
NXPH1,-0.0127922158901903,-0.02587658753932233,0.013065625246877618,0.10430668558136166,0.05001317222610357,0.02177308737124999,-0.010445169450903584,0.07001063621155988,-0.020313550032092557,-0.010871252251345798,0.037578986753886094
ARF1,-0.019740577456997175,0.11629738381898215,0.011473455528818968,0.04375015315085954,0.015899673740205372,-0.009817733890558915,0.01405808452686413,-0.03754621420577005,-0.041278597721933895,-0.03022765184622152,-0.006517173693637954
DSC3,,,,,,,,,,-0.02096984941646065,
EBI3,0.05651181720358711,0.014325656329473527,-0.11808542768321979,0.05674047539434928,-0.012354059092174388,-0.027845466122103903,-0.023490959869133816,-0.01639185575089879,0.031294167906290124,0.14659180817474626,0.051083926761711036
TIMP1,0.0381973187512334,0.02109885881112232,0.038982319749213325,0.0729756330804156,0.1515281085831599,-0.03641564142999342,0.02586904985742432,-0.040486596671999435,0.03973243285017049,-0.10016482425537539,0.07137426778867252
SEMA3C,-0.002910232809877565,-0.06507703956873433,0.09003027501107251,0.05965708713538511,-0.04491850064696717,-0.0025659791453854623,-0.07186493621290647,0.03678123504681164,0.06142853054885657,0.03941580501381272,0.013777010436760708
GNRH2,,,,,,,,,,-0.025148607236634254,
GAS6,0.021789273931781795,-0.05153512203523282,-0.06995054400303606,0.009614656894159612,0.011291736518150007,0.02305000109097135,0.04799831687999959,0.07064452287573847,0.132075853088804,0.09291816258500282,-0.03127409602917642
MEPE,-0.018562497455540634,,,,-0.036914727764726096,0.0504238517522401,,-0.0337660769517895,,0.0016519477437662849,-0.08165336188888929
SERPINE1,0.032122363684164976,-0.011576445101389702,0.002260584399000693,0.05393065866067201,0.08486603542820513,-0.015139904486622622,0.0424341018971865,0.03806523472523287,0.12698842423255072,-0.1367942811282941,0.11909300776305197
