,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.004330981465209715,,,,,,,,,,-0.020915605663565748,,-0.007777717647403269,
BMP1,0.08215910738482801,0.25381704304572583,0.17649553408291774,0.062305035413504385,0.022337895385576557,0.20438216635166012,0.2592565990242373,0.26869876031801887,0.25175287246878875,0.059739219764057785,0.3486391232065622,0.29164165184543034,0.08277255709718886,0.12359706321829585,0.08691265008011072,-0.0553995627835574,0.09875845564182521,0.22100679440948928,0.3400356084287631,0.15934733798674164
NDP,-0.00023156604679706657,0.05032761691974854,0.036955241839028936,-0.04183066098426626,-0.010550884948757059,-0.011654517810741562,0.007107696673986533,0.08185192305069966,0.17485279491271166,0.06914798611350893,0.18187298602598298,0.09123363342434342,-0.007830303148994825,-0.01389959223602724,0.10830204715134104,0.0625894325193178,0.0670071002113982,-0.1673482149399582,-0.18173838269966971,-0.07158766861897872
TNFSF18,-0.012854676223055257,0.056026507355498655,,,,0.20456523759335873,0.1054730095092338,,,,0.18495796830360015,,0.0760406625776249,,,,0.09516070448057672,,0.06762655471707715,-0.014243394327009063
IL36G,,,,,,,,,,0.020724935824022395,,,,,,,,,,
RTN4,0.058320235866604765,0.08398344550859162,0.059744209188163366,-0.09795226900010205,-0.06556182927432644,-0.18280936261006975,-0.15250574754111898,-0.5172869509137412,-0.08662382594709957,0.05160504465807019,-0.031680999636653766,-0.16044207656037807,-0.07924782251447406,-0.015562669697489118,0.13550613267094136,0.14593530299646912,-0.13524184611120518,-0.1247333417691998,0.023017374998390103,-0.12234356703621557
HEBP1,0.06432040704485155,0.07008208876780156,0.03719291597877561,0.02162695341252632,0.05635846783777444,-0.009224163240662605,0.11016513412578652,0.2021047653302601,0.04249147673612968,-0.03808055845320276,0.15902159197720322,0.04571674881280175,-0.00023882439429527292,-0.012031622541439127,0.030234949590929185,-0.0340110671677239,-0.0300882792219165,-0.08574112874628681,-0.0373363660759874,0.03363570937131877
WNT7B,-0.002518511263495937,-0.022277355813935532,0.03294890527486914,-0.03135605842985978,-0.12309314091977933,0.002418406602031023,-0.0666087948414911,,0.07509649791964619,0.0015242347919730205,0.07141979101212431,-0.05899617218310859,,0.007908056565804043,-0.040684860757558956,-0.04276033049608369,-0.011953707415037134,-0.026395798253889467,0.148934857261899,-0.07294548431964294
PTMA,-0.04668872599489929,0.050308284869755956,0.0654324130231943,0.005334396538347182,0.1331767680904151,0.18402290452787315,-0.19381387167722958,0.6976490842353127,0.11034749441861648,-0.08421294854128762,0.15019718335614496,0.1271316769345613,0.011753373154937102,-0.0647262440674586,0.13851763034240644,0.05691174004755361,-0.15396690718318307,0.1947806317481849,0.3354616192813856,0.19131950630694008
FASLG,,,,,,,,,,,,,,,,,,,0.02591458571313679,
CEACAM1,,-0.008065847981408367,,-0.04881765060078471,0.01420737335395981,,0.11714927658379266,,,,,0.017999086479027843,-0.02215072266158633,-0.05196867828826479,-0.10589963448098018,0.016930377138187847,-0.030993687099422348,-0.011629084621843595,0.033824850361498016,
PDAP1,0.02847404643927696,-0.0031281211190576736,0.019129768313457647,-0.08934045938861976,0.057720478881110655,0.08660542391710287,0.18407559652617003,0.08591665404750772,0.1020844546739848,-0.0023848680662521015,0.11909145929866669,-0.04777702012318694,-0.006154429401028482,0.029122299828590808,0.24087774317836572,0.10921943087256077,0.005889268924292656,0.017088945262038975,-0.10251056942717432,0.08544088636443437
QDPR,-0.006981595718342657,-0.12176871269903873,0.05032008744805173,-0.021310605829221705,-0.1986742046300691,-0.009926687470483952,-0.21549954007101563,0.26053100651043437,0.08807921782363878,-0.027139999549854354,-0.25812205581800246,0.10497861397259563,-0.07637129336512163,-0.05610433053813739,-0.07102032185701734,-0.05340930216474991,-0.14549482193783503,-0.0944480210180304,-0.08582769850116467,-0.13205146400920484
POMC,0.007871885445662604,0.09140957820728425,,-0.02573661162126778,-0.06080819081144041,-0.014084924195115723,-0.015170953431949954,0.09528171465421749,0.07746939097194037,0.0358726157125849,0.11580580126919675,0.06616339904253632,0.03136177679753766,0.07533331212238954,0.08620838783941268,0.11108569221451108,0.007329238469575835,0.021923657628069446,0.031959728620501,-0.05207456607211489
CCL18,0.027003964978225874,-0.04615376336944734,,,,,,0.30608522268359367,0.03215930869097722,,,0.20664602048917627,,-0.036846647353414634,0.03340387860079654,-0.06313022596580085,,0.05403548323564495,,
CCL17,,,,-0.000545477290725968,,,,,,0.0870105799569604,,,,,-0.056751542913089495,0.012810404441554308,0.009495704861900137,,0.003377479629634682,
VEGFD,-0.04350214050294955,0.015928392464366406,,-0.06757462749320112,0.020091758080221695,,-0.01208039303264156,-0.058918906987633295,0.03970328379566698,0.021817712754171385,,0.011842577232972273,0.14088310700057274,,,-0.03831333769333619,-0.029084187541155538,,,
TNFSF13,,0.06183124209429343,,0.010316594817877217,,0.049736740746489184,,,,,,,,,0.0009956007707521044,0.07576429590550939,0.15998280111445945,0.08160384560958345,0.02547147057282026,0.03198557464479652
WNT5A,0.030606077491871313,0.11081895704506789,0.1566124118596587,-0.1056999064142152,-0.16437714380126126,0.14842841723998934,0.1728807598227892,-0.033112782801055445,0.06122664478754376,0.03449879836324967,0.10483775999133771,0.04958322664474916,-0.030958939931675797,0.005942225255466381,-0.0012471877640241574,0.12159727513035501,0.1076049784598549,0.13208673496034526,0.051209212168443013,0.17095156919137205
CXCL8,0.11192314525648424,-0.008036726044759746,-0.08619619484884997,0.02933435994723462,0.1532030952311512,0.0507147012769957,0.15112824105531802,0.3161067521326781,-0.08285055090384177,0.07159887482602571,,-0.19074320749854537,-0.09828782990430647,-0.04228927660708507,-0.06970998423719799,-0.07728003035517926,-0.03915193423770469,-0.04965688194516007,-0.015228381388307994,0.10426817344142428
GRN,0.12680319070534082,0.3202145569647987,0.14602697477063586,0.0812238421385361,0.1016290382624771,0.12016856212784195,0.198281367893349,0.47499256206845003,0.0371263702458093,0.1515368167738144,0.1745671680496912,0.33517020323598423,0.045418626275547394,0.1461194258171999,0.2872995872010136,0.16235947382953297,0.15988105583820283,0.2053990977852084,0.2524832036634597,0.07392990990983499
MIA,-0.026608655389841813,0.0035526396742463413,0.04066271849662155,-0.03285196181143728,0.11457299922876683,0.09767805460686572,0.12443202357001096,,-0.012003862360890254,0.11292200785926465,0.17108279815759128,-0.1125020272064975,-0.03843650168095952,0.0641551963021898,-0.26096274799797603,-0.3019955603567852,0.14442827601488936,0.3768777318721628,-0.08055187953272572,0.020271390502131396
