,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.023558403622353122,,,,,,,,,,0.032758904515029025,
BMP1,0.088568459351247,0.043645230316404104,-0.010064010291195547,0.013394693951106562,0.01732022733884085,-0.006564469705158183,0.0758733078463185,0.20277987914347878,-0.045609912144156044,-0.0407235139257599,0.02160381708060887,0.07423516926694701,0.05920454045012173,0.06254911784894843,0.0620851970107717,0.009673022027861447,-0.05841533072729482,0.03289945455676269,0.08231574100285835
NDP,-0.03274706710190039,0.03961111052457641,-0.0449586815812103,-0.016985111265546724,-0.028005624714485373,-0.024271620519786572,0.054060319335139814,0.006964718993149365,-0.035292563142885945,0.013296957737662535,0.0037797085633539144,-0.006835416135339273,-0.0357711594527454,0.051803345987449505,0.04973550524694239,0.05568278766419366,-0.011909115715228614,-0.0023091355657070497,-0.06204097386495641
TNFSF18,0.07425451898829007,0.058073606970877774,-0.01124142311168506,,,,-0.014130674620492004,0.08369883102150871,-0.016604480607409048,,,,-0.05453151782309549,,,,,-0.019085492760042858,-0.032568320692747385
IL36G,,,,,,,,,,,,-0.014527087197101978,,,,,,,
RTN4,-0.03946128750648334,0.005731624845026811,-0.0024621894896328296,0.03835262227427889,0.0030743106174786587,-0.014701267259050466,-0.07800117052803718,-0.20328079693565046,0.05264879472999238,-0.014922867238989041,-0.027822989757124467,-0.03952202727448463,0.06871977555912348,-0.08466902753393131,-0.031185707630270655,-0.08330277922663851,0.0957083623436193,0.02430984971293448,0.040311393444114337
HEBP1,0.024077901133780777,0.02890125857546126,0.04081616661509451,0.032185468213597385,-0.008471612328590047,-0.01755117383832357,0.027111762275190524,0.05198795567972666,-0.023551070347927913,-0.015593754097857255,-0.009644601527231204,-0.020394469575164973,0.03468593447834867,-0.01282703412289072,-0.015209131168686437,0.04227706301393126,-0.027415242950814787,0.04348096177716584,-0.05787826392672566
WNT7B,-0.007618205661299288,0.016575387614214156,0.02531988562759295,0.07747851233561323,-0.003274513189238537,0.0003570195300537226,0.009020269214957266,-0.07473306441083931,0.04252103105172246,0.011436848255478766,-0.024835573669064373,-0.015966942951474113,,-0.029991950636248366,-0.04079235914570098,0.006309131166416011,0.03302392854247497,-0.003914472789731614,0.1075731688651869
PTMA,-0.04021205763638865,0.08015132907716024,0.033199153494989926,0.02421528700738524,0.028402855196048602,-0.06628051636009558,0.15936235553500677,-0.060947165194971904,-0.021972660108071126,-0.013750071719061155,0.07934093611826462,0.032191423874023586,0.012849104685537112,-0.08292344268601617,-0.03042769137716075,-0.051464500672753655,-0.037172355500396506,-0.03380136751534828,-0.005880864886117914
FASLG,,,,,,,,,,,,,,,,,,-0.02404986852440371,
CEACAM1,,0.04055267778367441,-0.011880543736833045,,0.00044356992925249797,-0.014343782285972643,,0.06928989679820421,-0.02611489224300007,,,,0.05988760792430204,-0.026897261722104982,-0.03215624658274171,-0.009340480212060166,-0.017006892987198183,0.07045724150375147,
PDAP1,0.0784899890820888,0.05184933953312514,-0.03702990954863787,0.05185476673383269,0.03098981692741132,-0.01691227678854046,0.10648368360230116,0.12131975586470849,-0.04128466765354166,0.023970701642327386,0.027488585132129456,-0.02534916057206006,-0.039493712416151495,0.04229155732368187,-0.019991604784895856,-0.0416436996364622,-0.03781752096267651,0.044916482859508125,-0.036247340964432745
QDPR,0.04415617309237948,-0.05682971741373462,0.07464866429653096,0.02149777101385929,0.01587600486676117,-0.037208383510112214,-0.05853648036599687,-0.16588599680557084,0.002641228390227336,-0.0015178762309420305,0.0369620793872221,0.028157131769824355,0.09982951322848899,-0.07357493760857604,0.03184352868584898,0.015054371417263322,-0.017010224493461002,0.022277010977260894,-0.08757890341329816
POMC,0.024183873504332293,0.0885320077563121,0.10060760493796769,,-0.01488821363442974,-0.028863081864193726,-0.02721812468534005,-0.007952335102020135,0.009606051558657416,0.015559063586805135,0.04648190485091202,0.01360118586166025,0.09621192485035947,0.056812283642176525,0.0553593713853503,0.0030112488300781813,-0.027821042805818617,0.10615809011016362,0.025746416716329094
CCL18,0.04087880897327068,0.008551418748935925,,,,,,,,,0.021347150340677197,,,-0.01907060079437691,0.06390085276279578,0.09535572362906311,-0.05856741476166323,,
CCL17,,,,,-0.03357473875282758,,,,-0.020709020110514748,-0.014891940691326773,,0.03697507235594533,,,-0.0036578141220528887,-0.01349391254791045,,-0.021798504545304184,
VEGFD,-0.003560788760969443,-0.012306739138966846,-0.017016495317054302,,0.1452211380770779,-0.01372331877267909,,0.020388320497960844,-0.022063709334733523,-0.010923418591664132,-0.01549219097019017,-0.014222841624349513,0.10247708740515021,,,0.008510213246888075,,,
TNFSF13,,-0.011384436889172808,,,0.028191762214666412,,-0.013703806556864566,,,,,,,,-0.024086134736198344,0.11849554736046977,-0.019097600979538804,-0.035518843709326606,-0.0354296873786657
WNT5A,0.009109705015627561,0.005086261168930842,0.07929669268064445,0.055862935069435446,0.032760156058863094,-0.036220621015061634,0.1346468351788065,0.14391874381020237,0.04640640676570042,0.011863446952972407,-0.01519739880257598,0.07826345363160174,-0.0468339531516991,0.12375772630655762,-0.01856679599227622,0.022190764462252342,-0.019060252575858822,-0.010815827102403287,0.060727063522946295
CXCL8,-0.057567538160008945,0.011067432204036163,-0.015933237615046125,-0.03140505841814671,0.051125707084965104,-0.029335822309789202,-0.019492776009818146,0.09023761924532314,0.0018428428872132533,-0.01017236235858838,0.018414110163631432,0.017368251834044994,-0.007497529893879598,-0.012859580056874027,-0.012584767769920154,-0.07254985121941779,0.003199044796357385,0.04087563652663105,0.04016212010214522
GRN,-0.012921029244684188,0.06539333435700014,0.05676306387699012,-0.003082300413010169,-0.05971438277457474,-0.040198422470919204,0.0420414400324799,0.19650963677186864,-0.016622360907849243,-0.0019648260230079313,-0.029915391751438907,0.033871547930963114,0.026834249434078503,-0.03633849900247213,-0.017638660049096814,0.012281278593869413,0.02850819724539566,0.031285391068034456,-0.055421541766483236
MIA,-0.038408398232257994,0.003169261368373528,-0.01513328092342488,-0.0019426927992966475,-0.023176574559427468,-0.011242803796909312,-0.009358322867787153,0.0527583075607433,0.00777864081020476,-0.012423088197482666,-0.0025391630396162587,0.13774425398406517,0.07340143255241216,0.016026404961962996,0.07729773904473039,0.09005370093865699,0.012465758115514569,-0.017618018713431466,0.10651081229616899
COL4A4,0.014271922687648621,0.01966829081928522,-0.02544967111792181,0.01224938727216363,0.08017983985844222,0.010444539333664814,-0.013038566498984144,-0.024547955666104536,0.03078826720776262,-0.02086980019634055,,-0.018895191047755073,-0.04081808635703622,0.28980886341944606,0.05928873939785646,0.01947090683293647,0.012021371616044729,0.013400041628725908,0.02765142945180762
TAC1,-0.031359569260742466,0.021296403821390336,0.023145211319086895,-0.006238489991106143,0.004582997649414454,-0.013564693043313158,-0.06499611938654813,-0.1488835743807925,0.021984620354028435,-0.014241306859435962,,-0.03348623296480404,,,,,-0.0293417353689786,0.0003503912824086577,0.043056868476369525
RARRES2,-0.0006339909673906082,-0.0032559620193635683,0.01780861658976026,-0.05800914894917396,0.00796062078379854,0.016654065236641837,0.07649961858969115,0.19585700667333308,0.0036948621773886616,-0.01559737470645733,0.0037918607990069836,0.040215912228797515,0.05394230809720376,0.036561891352929914,0.06431794584679863,0.03443503855405687,0.0234232520762603,0.0034142534643564213,0.10798514703590843
FGF7,-0.02139884695312447,,-0.019206261450257004,0.059867644917347015,-0.05453349086866023,0.0015798866065313342,0.04416216407854658,0.0752491773047998,-0.04378167655786416,0.0026398789413076113,-0.033754533321434084,-0.02170864284362163,0.012267380368444743,0.09531847130742183,0.005101424087801621,0.0760538279074098,-0.027003573886849624,0.034401707436506425,0.029916667806637168
EFNA2,,,,,,,,,,,,,,,,-0.02413607527019312,,,
HBEGF,-0.033007546259529674,0.04370342876246087,-0.008367927013215443,-0.06617300361887395,0.055140012039818255,0.0465065181843341,0.08645666267227924,0.16757992084647244,0.015004401214282403,0.0167258419914499,0.07422657270016263,0.01341142865284512,0.07788135903001304,-0.03141116582045708,0.04760314206057334,0.0025368896953963343,0.010507434610984209,0.05477443518621685,0.06787086075166493
CSF3,-0.03552878809159233,,,-0.03843843409291494,0.07118532473379743,0.004984315825439394,,-0.03747099641787551,,,0.046865439335138454,,,,0.019620253764382055,-0.04077178330031289,-0.024381704216041526,-0.004840309330780218,0.06098033334252129
PI3,-0.04208914758230753,0.0031808699942748207,,-0.05283814668808728,0.1070673788251071,-0.032469592636611616,,0.03651010111819948,,,,,,,-0.03909407722951471,-0.03868631775728329,-0.003939002222745895,-0.012571182047324658,0.04302740803919647
PCSK1N,0.017178629146006694,-0.011675779021204745,0.004853998097274956,0.07374727117649928,-0.08113891012956365,-0.005033583920823316,-0.026765472083404154,-0.01387558619829527,0.03687671917395221,-0.027755848647453365,-0.006611102082623562,-0.03876356541988041,0.03301347906739447,-0.0006412042439660318,0.005508594341742612,-0.04612130027814433,0.10482150125862752,0.037524772656623906,-0.08663924159760752
NTS,,,,,,-0.003489316278510268,-0.015917127226324816,-0.02813499006075481,0.018926828236527325,-0.041286483935374256,,,,,-0.01836656950438665,-0.02940522757244928,-0.04909769393705306,0.017879267683696364,
SFRP1,0.1046513521445106,0.00235027589474211,-0.043795079889555874,,-0.01886068394553167,-0.015655930158813187,0.10071261734271789,0.06571069823758363,-0.04586144930198691,-0.014891940841300848,0.01679762503547137,-0.03789431579924705,0.05322867469502746,0.0037689241457502247,0.014031315316660109,0.07426889779676668,0.04546195093871199,-0.03319674508317425,-0.020882545903903028
CXCL13,,,-0.017751875127492617,-0.027910851294307534,,-0.015515226722745178,,,,,0.059143583986610855,,,,-0.016429767712345066,-0.008412955195401969,0.047233273745389374,,0.07211388591352082
MICA,0.08990405224323783,0.019894234979361648,0.12782642424082627,-0.0167718760951737,0.05773135917373233,0.02162729950805623,0.023957464852775886,0.1782842331041404,-0.03465542406395255,-0.010487961009699249,0.07566286897317849,0.0252480599697231,0.0002572431465202425,0.019839298239142173,-0.01766908683093528,0.006915510473876807,-0.014850354673884148,0.09406396625178987,0.008690302704657652
TG,-0.028322114922173035,-0.04589071743980124,-0.016155145738992852,,0.0066081283558777236,-0.021541370865620236,-0.01837256078521358,-0.0022541747180256097,-0.020863554059678997,-0.010777232808256895,0.06254150493410536,-0.019934774244702993,0.1213403240706127,-0.031051396758828582,-0.03031317277144649,0.03178963631444044,-0.020066517233230517,0.059965750213082626,0.004093830255725528
ADA,0.07322876047724956,0.04107503178641505,-0.014503488740463017,0.03085962712214653,0.023150571067889165,-0.03965300697268703,0.08950716019773042,0.17166199594003753,0.04190793068369083,0.01568047803970166,0.0747115363068411,0.061178186274732226,-0.02424750714881342,0.017025726871316985,0.03923467275208669,0.03845036367071865,0.04089455463452909,0.00036487030400706084,-0.001626406375915682
LAMC3,-0.012708284871677038,0.119504723174087,0.0403219335582249,-0.005269026791199791,-0.067452148282991,-0.03911392232678026,0.037432594020652916,0.12693283612380937,-0.030640826812521713,-0.03392670443515347,0.07070587371248017,-0.021942330514331327,0.037029617786106854,-0.026242754149618953,-0.015500930768803128,0.0027207408078546037,0.017259589733385285,-0.0012196936464252156,-0.010328007314211718
CCL7,,-0.021213089048148965,,,0.12891941912874433,0.015045092929823782,,,,,,,,,-0.021061129235874384,,,0.10368320179310349,0.059526647986536986
NGF,0.036415269310020065,-0.026742594927118894,,,0.027267386592282224,-0.021956682128052723,-0.017532350822666257,,,,0.027233270722326692,,-0.03659401365469921,0.1494257884722555,0.03181681260531497,0.010940869140449918,0.020023471438179168,0.008196709434754302,0.10398716431096816
TNFSF15,-0.0028147765066365345,,,,-0.025452424698671393,-0.01523019964280289,-0.0042846728642496465,,,,-0.01482154763056378,,0.13218426941414668,0.07208179567480916,0.03317134773746766,,-0.015140619735947384,0.06274361324989952,0.05666720123040057
HMGB1,0.032469143390207456,0.01802523800666903,-0.0043561528751985944,0.022343016950006577,-0.05710142879554362,-0.0006135043879854576,0.04040650508490951,0.17863150333706604,-0.008124730987813869,-0.004702561312400806,0.03562168408491803,0.049058508794195925,-0.11835718629304882,-0.056304882805758655,-0.04597704015771547,0.02470514966054364,-0.005302157577829912,-0.05692308348806921,-0.07128329216199253
ITGB3BP,0.07849733076691069,0.001467350419297983,0.0047373745438799115,0.014286012649248473,0.0876294662034283,0.013991883260030518,0.1292026768085812,0.1828474548260397,-0.03774112491839506,-0.030317801342347704,-0.004893019494689249,0.07460437015933821,0.053267286435682334,0.04772124452430875,0.07948134993473009,0.01594820263422728,-0.027609857384440092,0.05562388257786101,0.029537124654695466
AANAT,0.01191099346698698,-0.030776964862691762,,,0.10842061202185245,0.09095378949969751,,-0.02084271260013208,-0.018762716092858758,-0.01242308888848655,,-0.01780165179902315,,-0.01986283013146385,-0.029995925663676197,0.029755362732876704,,-0.02544575478251204,-0.02543303101220248
RELN,-0.035293232359672785,-0.01586190965034087,0.014481041688604587,-0.04328754989606746,-0.009307390539737715,-0.04131365527771717,0.015364956000401926,-0.07962228205115568,0.003430108928344173,0.050645545602560404,,-0.01970796506510267,0.08654067849692942,,,,-0.018288227816816823,,0.02762706123868421
IL15,-0.019837866875059534,-0.019717689767584534,-0.020581408512155015,,-0.0027807939382432237,-0.0067293868004665875,-0.015147761214732247,0.04451623409477855,-0.019483553335195712,-0.015443805940289932,0.0226517647451104,-0.01651020926463206,0.041125512230138314,-0.03357688299148354,0.03624691518266369,0.010878654814809745,0.007394116088097746,0.06864817380023966,0.025811319440399244
UTS2,,,,,,,,0.07092279714824391,,,,,,,-0.007866524332991022,,,,
BSG,0.09801315715462726,0.05857333118161133,0.021015468131070397,-0.01763337426917854,0.005449180715785719,-0.009821026865613806,0.0581795187995211,0.02158213059664925,0.026257829492975306,0.014776903433508,-0.0030943442696476165,0.02707356850051696,0.06959647230100972,0.05264353333123682,0.08799015894631793,0.054548276460598476,0.07876602267489256,0.0524774479646765,0.03597314440376113
ADAMTS3,-0.04784020257109657,-0.0024268681479664117,0.005055326063860039,,0.004105939612428389,0.005128720886557627,0.1585816353808859,0.19056244332901665,0.011874331005772057,-0.04139284966775488,0.02647637927954982,0.026183502404011027,,-0.02378371696249993,-0.02662534762080056,0.03266416753393838,-0.005888932979939909,0.027017833022139212,0.05228683538874434
CD34,-0.02908077665376947,0.08713044294593345,-0.0023008765654702495,0.014493624138483754,0.014358772129634592,-0.02193840332350264,0.08275333297943581,0.1279038268592216,0.003569900871393917,-0.02324326199749968,0.011293879305738932,-0.029246797392481733,0.05454864596546025,-0.003180013832262907,0.013873249348917193,0.03257167979012963,0.00020418630078426167,0.04437565888647445,0.018643836000489463
CCL23,,,,,,,,0.0150224695907171,,,,,,,,,,,
