,UKF266,ZH8811Abulk
BMP1,0.0660788158268905,-0.03326835235117378
NDP,0.022005251145175743,0.030132454281829018
TNFSF18,0.0016370064839463267,
RTN4,0.0179079713390438,-0.01572874363092181
HEBP1,0.08858435482627038,0.009756244222554814
WNT7B,-0.012907675992856473,-0.03628851231186222
PTMA,-0.032015039834236377,0.006346349375252779
CEACAM1,,-0.020334243265509422
PDAP1,-0.015486846681060583,-0.008355241744292481
QDPR,0.0566542499268452,-0.016191598922563995
POMC,0.08722105193173993,0.027101840074939678
CCL18,,-0.03721141574397272
CCL17,,-0.014426161391839578
TNFSF13,-0.01799234523930627,-0.0276816368682556
WNT5A,-0.033303475320312685,-0.0626345527095716
CXCL8,-0.025592944134593794,-0.023906528059032806
GRN,0.014805861137681044,-0.05795463586551213
MIA,0.06039801870380313,0.013626087868938166
COL4A4,-0.017118921585905014,0.03087439639337923
TAC1,0.03990184180987387,
RARRES2,0.006035769708303785,0.015489723841364152
FGF7,-0.0337150301765136,0.016069578778502232
HBEGF,-0.04595417857011295,-0.062039774248423635
CSF3,,-0.01334797416426059
PI3,,0.00038346261408168594
PCSK1N,0.06960784099635389,-0.008171177036417428
NTS,-0.02089831369741129,-0.03365473281910506
SFRP1,0.06461591082004924,0.02672575094580309
CXCL13,,0.048531743888980086
MICA,-0.00847519516616035,-0.022008276595767706
TG,-0.024122163079725784,0.026535013051278235
ADA,-0.02879066894193142,-0.005644858947413186
LAMC3,-0.017304165521153728,-0.004339222451475671
CCL7,,-0.02162149068719564
NGF,-0.023019013552846083,-0.024971090812506785
TNFSF15,0.028058826283122052,-0.02107852553600974
HMGB1,0.0036243876523514465,0.017493320990138627
ITGB3BP,-0.041081078975443254,0.05745355518370657
AANAT,,0.003586947231773827
RELN,0.016678249862827746,
IL15,0.09502739560087652,0.01719777942751183
UTS2,,0.010873834090430627
BSG,0.017389386441543517,0.06558677952524544
ADAMTS3,0.06498855456967725,-0.0035124186960584797
CD34,-0.0419288920074132,0.004168206281617604
PLAT,0.025110234736955513,-0.04133303790934089
NTF3,,0.01238980781895648
CKLF,-0.002926680844399003,0.08547566757804215
CD24,-0.00726594806597362,0.005095476918423022
HSP90AA1,0.058729049038378424,-0.02496873837753452
BMP4,0.006353990784239017,-0.016381762070069698
SCGB3A1,-0.025387611459022637,0.06094805136393437
IGFBP4,-0.032399212118790655,-0.01767407439795921
LEFTY2,0.07951277374459367,0.07636946307204281
ANGPTL2,-0.04328193373974032,-0.016671397492671554
LRIG2,-0.030379416170954337,0.05494000654612721
ICOSLG,-0.02819846958216913,0.007114696739712677
WIF1,0.011209544190102057,
NPPC,-0.022929627112107196,-0.032276986513758155
LYZ,-0.04250185845165247,0.02198367602302216
EREG,,-0.010163480601731818
SPTAN1,0.06928040931191917,-0.009077793455978889
LIPC,0.057696980274132885,
COL8A1,-0.0419987707171414,-0.010721095583930041
GSTM2,-0.016818132821002977,0.03762044603879214
SPX,-0.035614624712291584,-0.021799782891920014
MFGE8,0.0019711928987747535,-0.024868859190056925
TGFA,-0.07172590288195224,-0.020601725077386564
SLIT2,-0.007153598135964351,0.05713949029162859
PLTP,-0.04496015740633975,-0.007061379590688538
APOD,-0.032680863222976364,0.047107168991053695
B2M,-0.06390185154247599,0.009064599221250313
OMG,-0.025148946174838736,0.04596227467276417
CXCL3,,0.01114494446111987
CXCL10,-0.027184886762859857,-0.02232696290352632
RSPO3,0.0844338724173015,0.024725109929903448
CORT,0.11659565648474272,0.04445708482782832
NCAN,-0.023629437035043326,0.04133565269595219
PRG4,,-0.0236815155771342
TGM2,-0.052631477039897165,0.014783957976445883
VEGFC,0.006530146208925669,-0.02782561641287878
WNT6,-0.020399143042035384,-0.018402082957942986
NRG4,0.004293677377714462,
PMCH,,-0.021976756957419862
COL9A1,-0.010045474355422029,0.037063454181634446
GDF11,-0.005119901707753991,0.035197433012358254
IL24,,-0.0163853404150715
SORBS1,0.007944042441840911,-0.00622854536379756
DLL1,-0.03845434200212737,0.016161638235060245
TLN1,-0.015413979495598482,-0.05451264878915721
COL2A1,0.01079025855505194,-0.03582050214162724
SHH,0.08246173123673714,-0.035521117114466934
PON2,-0.015045772438949763,0.038753387888462276
ICAM5,0.04833973040459579,-0.024432933669740763
HPX,0.10775514314193321,-0.030088794114101876
SFRP2,-0.04822351427252912,0.009948794393851653
CFC1,0.009742064707244029,
CD70,,0.08089871419841442
HP,,0.005755643890784739
CXCL2,0.02915165741823899,0.032984893894930124
NPPB,,0.06538881763641072
CCK,0.028331003001338593,0.026563538663744734
SEMA6A,0.027111165552370493,0.009969601611434665
IRAK4,-0.05732856191168376,0.05902038853292649
GSTP1,-0.02263973501100364,0.0182290333698844
VCAM1,-0.02722877780245988,-0.0010987961159002338
NXPH3,-0.02288212344125644,0.07020782085283446
MTMR4,-0.022962820429557565,-0.00023249455631446474
LAMC2,-0.027950126234844285,-0.02014428132822307
IL10,,0.02512383315701365
SEMA4D,0.03811739751492575,0.021782338324256974
TRH,-0.03823631034783915,0.008692229904292671
SEMA6D,0.008339605068641376,0.016182669286740337
CEL,,0.11516531604395004
PDCD1LG2,-0.01962799480977809,0.10129907424400829
SPINT1,-0.025387619216214876,0.05074471352115672
CTHRC1,-0.029676555953762937,-0.030828366226153148
PODXL,-0.05210527865589411,-0.006816817348643319
JAM3,-0.06253478346919855,0.00937008178122354
TGFB2,0.04262322205837275,-0.007836400086982331
COL18A1,-0.04800268878463808,-0.06321524689538716
NODAL,-0.026565425222356887,0.010585997357570038
INHBB,0.02575633106574748,0.0009281469385637989
LCN1,,-0.026053805978510616
ARF4,-0.03789801900234486,0.002744610960417066
CXCL14,0.009274401930832609,0.02451451170123569
LIF,0.08538653002943904,-0.045830576270768045
IL17B,,0.052900557467188775
MMP1,,0.03592049784984885
MATN1,-0.02390529115244513,0.04666261456187039
ADAM28,-0.02901578653680777,0.0022866414187015286
TCN2,-0.024609920549580847,0.04072372531777978
THPO,0.09188565343816638,
CUBN,-0.04252682230658529,0.054628452666633756
TIMP3,-0.0026841365717138674,-0.02704241756007688
PIGF,-0.013126516370680373,0.061705935086359305
CRH,-0.02014518700880992,0.06030022854444789
