,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
CCL17,,-0.01608469976103903,,0.04172980779933346,-0.027471736917036964,,-0.011020303096966546,,-0.021784179281121606,0.06889083041124813,,
VEGFD,-0.030538261645982223,0.04599326205153056,-0.02602243562880188,-0.019956437039584964,-0.015355799633535528,0.05968705031809732,-0.011810800164578073,,0.07253876905025422,,,
TNFSF13,,-0.011094865908954244,,,,,,,0.05530205789291608,-0.024090303838346414,-0.03268517888936289,
WNT5A,0.03806743963694767,-0.03479056064997356,0.03965196114411666,0.08057221046288118,-0.0035339108192395706,-0.03254808725647698,0.045791474332828076,0.03147464367861828,0.0437311941568993,0.05717097875240196,-0.053127769211926267,-0.0030786827622119404
CXCL8,0.029711575042665105,-0.03604719782614763,-0.034072327484013315,-0.038265172870749604,-0.024347848540110552,0.02086963764231437,0.0019266845710210509,0.07492241020386207,0.012136560499097247,0.005638072298409357,-0.035738536849644224,-0.00021740615474618119
GRN,0.012925383878827065,0.04357379416200682,0.014684558803735114,-0.013184972468883277,-0.01472551569958701,0.06711047051609108,0.024914741945897937,-0.012123045622241391,0.022591132680764153,0.06164275472389749,-0.006579639833154444,0.04129340469172242
MIA,-0.02715859428107559,-0.023954401072219182,-0.007278920486163087,0.03001284717220776,0.02004273976626918,,-0.01617543208554583,0.04725573586868471,0.07723109899540406,-0.019191811184428927,0.07003441522684875,
COL4A4,-0.023574108016265128,-0.03034145338623789,-0.015306909140070175,-0.0057262725365142125,0.004068733429677869,,0.1323598378715534,-0.027717040977436987,0.0747094676376465,-0.022719265800695495,0.017282752293716577,
TAC1,0.0169138615661878,0.01245424038207426,-0.04184150723169607,-0.0002246594574297927,-0.012522682139259065,-0.05822182634558421,0.0392751281251258,,,0.12606083065337467,-0.048496251948626924,0.0405897547810629
RARRES2,0.009061964746104262,-0.004005009809219866,0.03684787146221355,0.04815545172965558,0.016000155828213874,0.07837292751617074,-0.00481713737045806,0.05283834817358531,-0.02751267346600421,0.04593841078593068,0.013524714965690264,-0.04036113630934607
FGF7,-0.01590249294250977,-0.02851162271080128,0.005269063343045756,0.02196192156155349,0.0035024263071713,0.017691124597419353,0.030244272378148973,-0.011652333878184129,-0.030199823552299644,0.06205236481139284,0.023225246189240843,0.08352262838323143
HBEGF,-0.03026085186113468,0.017789693192802155,0.015100279396677142,-0.018777297038665,-0.06293991586838399,0.12028917407630059,0.035306411101868114,0.053852729679781164,0.009883070234326101,-0.0037856258882818794,0.06592346273226912,0.05280158179810599
CSF3,,-0.01917155964133144,0.12325370169516063,,,,,,,0.09070573853255677,0.013273503746576433,
PI3,,-0.023272802853110598,-0.018235125313270265,,,,,,0.07422847222923216,-0.03381958111490015,0.0007819588671342477,
PCSK1N,0.011234086299035205,0.0709134432938798,-0.0007409033040321415,-0.019635778127294067,0.015249532547443165,-0.11258622750097394,-0.0009202748959929579,0.03516140409197199,0.1057139335258289,0.0212602565099849,-0.06240738420771209,-0.08319012748476828
NTS,,,0.05828589526376612,0.05352930564256941,-0.043762325176122226,0.029808938917485962,,,,-0.023051010538160274,,
SFRP1,-0.023612383900684365,-0.014034522272904254,0.07200384015646795,0.017694462764422228,-0.0026746275327039137,0.023499181400697292,0.03353304635516567,0.03567810191164394,-0.010126716200480147,0.015420152258880162,0.04012156273232019,0.02157142028362256
CXCL13,-0.04521208543657787,,,,,,,,,,0.06493087372487892,
MICA,0.016218211255835585,0.023656945713822784,-0.062418504469790706,0.03303558636380042,0.06311352005382166,0.0005094762462797101,-0.005148571680764317,0.07740272002604534,0.018347786520593427,0.01766592375914756,-0.05307977269797225,0.007775486465549418
TG,0.04113208233455004,-0.015145473081383644,-0.019545210323731115,-0.018870906822476496,-0.025795623754535892,,-0.0165540502487971,0.04884637788252507,,0.011996695222000338,0.0529136657745235,
ADA,0.014475134339258034,0.010969111129289473,0.010036679528319036,-0.0038290131305715523,0.038027923966666474,0.09957422025390042,-0.04241381286639083,-0.0037224953549959932,0.01443640680379935,-0.006239900315280518,0.04133565676851456,0.1245602033914481
LAMC3,-0.02054350253316571,-0.040530909474375876,0.0031589415371039748,-0.026668514906901034,-0.00046666605477460225,0.007501571325228652,0.005635831805206803,0.04618171517803009,-0.002504570511567627,0.006516770373323831,-0.023705774923533034,-0.08981851374707685
CCL7,,-0.010950152839474179,,,,,,,,-0.016311579249311675,-0.03392400461020272,
NGF,,-0.025089596955584374,,,,-0.0133073588306093,,-0.010157316159630735,,0.1333168261668186,0.017081242350204546,
TNFSF15,,-0.012193530751869377,,,,,,0.13730160284754483,,-0.002631722578446252,0.055433650388035244,
HMGB1,0.045251910290419646,0.046276064999382825,0.02659311268949717,0.0010534508637561931,-0.02075404648996119,0.07376085549141284,0.030172113662249887,-0.015301534487691249,-0.05449670764516464,-0.0904814423566188,0.010973409871919653,0.061638679213006496
ITGB3BP,0.0009601233328714816,-0.05872400505956135,-0.05511260557361751,-0.0057233386231697264,-0.010229610253014974,0.0844522729074562,0.01957762837482826,0.0166651138253621,0.09482431063736675,-0.022475044588060534,0.06523742001778851,0.10755477024781408
AANAT,,-0.011094867093088165,-0.014607800806377323,-0.0007988006290970646,-0.029735028697815222,-0.03728425753088271,-0.01478268250120377,-0.022833327276113664,-0.04452160071733875,-0.01725833107415627,0.061415457940490054,
RELN,-0.014275341513430987,-0.019258204633127895,-0.03332175687045123,0.0574924415275372,-0.031464277737737543,0.0005776575616287554,-0.01636570547448947,,0.10231435124299465,,0.04357352591410797,-0.06906951230971606
IL15,-0.019392188445807684,-0.0020971087031664676,-0.03810309712061503,-0.02857879163893536,0.002739972214177014,0.057641129022918326,-0.013710254775395708,0.032671831083269,0.06029813089077109,-0.005545464053494959,0.017346959721181457,
UTS2,,,-0.01547061300526851,,,,,,,,,
BSG,-0.016293267598103255,-0.054845357256037,-0.055246175706165024,-0.060486075066571575,-0.0043236369952828185,-0.021059345684235477,-0.011127584655917204,0.025469210452091585,-0.040721693298554365,-0.021077767112815955,0.018699132651330448,-0.04384551633971554
ADAMTS3,0.048486810936269546,0.01870418198146149,0.021145299097478688,-0.006345246980354301,0.014838197180793381,-0.005930157617962889,-0.022782018556963095,-0.027340584884073336,-0.03646724475015646,0.04981799039601569,0.043106695574731,
CD34,-0.012878465434978018,-0.00454070165022039,-0.004577740297951483,-0.06436890830635907,-0.02720566927845898,0.018494907810588726,-0.031750753405464106,0.06976766269770178,0.016801219650881157,0.025262621474488288,0.008103753958273056,0.0734043997395973
CCL23,,,-0.01662135848190317,,,,,,,,,
PLAT,-0.051420771842577456,-0.01739209833888582,0.05852272990481574,-0.04396922728261197,-0.02726730868283467,-0.020601060056111457,0.0023665749392846156,0.02618855765884002,0.007768770307701924,0.01679286849987733,0.007989371169791818,0.013718164482422177
NTF3,,,,,0.025398350628377617,,,,,,,
LTA,-0.0057395278289362845,-0.014034521616347244,,-0.01634456889153112,,,-0.013710256467795957,,,-0.02322711273289982,,
CKLF,-0.03236946173952008,0.040115387898013624,0.019876531496908184,0.033893037462680235,-0.011439179969027753,0.10766292479674841,0.00913587446293666,0.07420659396306564,0.025862066017682823,-0.005889274473943317,-0.0051707156711140855,0.00715264082929572
CD24,0.006275410002945644,-0.003844369161737407,0.031233299865901083,0.03434290841458474,0.027631288656306045,-0.04183783336754751,-0.030287682453031907,0.055299553899288395,-0.023643473428729612,0.07041524797352061,0.007757247469974737,0.03561090353527287
HSP90AA1,-0.0027733323103764757,7.830488643777139e-05,0.0011422216381017315,0.0528468388027182,-0.009290341395959347,-0.1297201937550317,-0.016614089818149526,-0.05826365293233559,0.03583591284048792,-0.04873335174695318,-0.06692915335282824,0.002871106044113061
BMP4,0.0055870095971426986,0.02845808605859963,0.002311640209445257,0.06087808645279266,-0.034073300267956345,0.0345250767758273,-0.011682554566524481,-0.0334067487318403,-0.004529419987969033,0.01509211374988152,0.043939618246744236,
SCGB3A1,,,,,0.058468820809448895,0.009154690615623066,-0.009566835652669128,,,-0.021728370946295875,-0.0031209505522628044,
IGFBP4,-0.018417021826352402,-0.03309323736212809,-0.03421834740142487,-0.0005876305120364784,-0.020664123985409292,0.07929525599441788,0.015878232599889252,-0.034306946272610155,0.016595302674788977,0.03864473561085753,0.02665683334014887,-0.06220874307645469
RSPO4,0.014842606923140295,-0.02148229418765168,,0.010968552415198018,-0.025081783866910283,,-0.019018284151584935,,,0.040641555273023926,-0.013056324434592025,
LEFTY2,-0.021583002665654463,-0.03135891797529391,-0.05169885691964507,-0.022132167356957028,-0.027502482767023783,-0.011162849562831829,-0.01692515849836321,-0.02917905713820142,0.06930978918061328,0.033506811278796345,-0.014699157457749168,
PF4,-0.019394480630951554,-0.009553792621566743,,,,,,,,-0.023227107357973648,-0.023176220244424665,
ANGPTL2,0.029833917804912333,-0.008075860613364277,0.01802640638340882,-0.006135704643056497,0.01957236446678563,0.06570175994360715,-0.0007402784407578065,0.01524933001533015,-0.006469762684203942,-0.007038171799411515,0.06678389723899805,-0.004107052210481259
LRIG2,-0.0008656295774507009,0.015023312967398561,0.03578281532529035,-0.05148909431361635,-0.009909728909886149,-0.04056358840292801,-0.051856761487790434,0.10849759590994011,-0.03378578203189223,0.04445130705807162,0.001774829682317481,0.03191287774257322
ICOSLG,-0.008790758524720338,-0.04844268894789279,0.03993498523695716,-0.018671704760908132,-0.004252909703028881,0.12641171579584354,0.02554212408719623,0.0394046526824351,0.05219828033709887,0.07853860213101425,0.046075796324285274,0.0037154510741134596
WIF1,,,-0.02963151080615269,-0.014669357343027106,-0.047198724172996497,-0.04929593814522661,0.011119024720380385,,,,0.11579727210461109,-0.07102297393216025
NPPC,,-0.014820288382698292,-0.019435604367692736,-0.0182841316130059,0.0007010077889442977,-0.033849053934527425,-0.03751564069648737,-0.02734053237484287,0.011394503748917019,,0.025352407511492633,0.02845431969082119
LYZ,-0.02295274343124563,0.00200475794593104,0.025890691292004598,-0.06130806172733223,-0.050245137125429155,0.17653622873066238,-0.020560769848703708,-0.0393800127385296,0.06567794763451347,0.04930815173360751,-0.053647016198057805,-0.0032871874312903207
EREG,,,,,,0.01621627572706276,,,,-0.009779573536433833,-0.026682695057717493,
SPTAN1,0.035777237291980915,0.08763538921359922,-0.03804688066508445,0.04511014430267986,-0.024637201442364757,-0.09441681878872396,0.032872230654380025,-0.06161815797827305,-0.022751613329137877,-0.005859528970277074,-0.04826933291842542,0.077073077190116
LIPC,-0.029189729879326276,1.4449495779019758e-05,-0.03820649838560074,-0.03554062362362871,,0.06885923167103679,0.041932979474797676,0.0256441477543773,-0.011287527662575687,0.07196565660302352,-0.006158542436164137,
COL8A1,0.09181885432996292,-0.020050722358646054,0.009386833982748293,0.0181397149610227,0.00029993907465534835,0.056225728289595295,0.026861925278504926,-0.006859998069820885,-0.041008306003772844,0.08406303369286233,0.020336772235481568,
GSTM2,-0.02702337508450703,0.013629758175918891,-0.038309231800659774,0.01116195933656975,0.04003808796192486,0.0481591581930741,0.05739010777759067,0.11929757714921632,0.004045278432572115,0.010800334175356132,0.05637806579902018,
SPX,0.0023601053587161687,0.0054276276004100385,-0.05123089454325487,0.06643305983873969,-0.027113792894633854,0.0020479534712384098,0.05183031877097058,0.02090582510710002,0.005590930867913784,-0.04619188734562246,-0.009490318496596038,0.048537607885576435
MFGE8,0.018404483173061675,-0.06541676568198647,-0.004446075953605523,-0.011674438822334295,0.022127602700963957,-0.009687747484458789,-0.02073453646999037,0.04103589189004405,0.0021282115269956083,-0.023951738846111358,-0.014079833326826914,-0.012922219387023084
TGFA,-0.024678310053844233,0.003210690996423331,0.087677276108181,-0.04341098684768208,-0.03297533969269455,0.05678591167093546,0.020242494901744703,-0.012586675011974137,0.06940342993788542,0.06516691882428378,0.040017547057115625,0.1202865712097705
SLIT2,-0.022413648807809647,-0.03251615731961704,-0.04853948436891314,0.020996259055945918,0.022776033712360293,-0.03471928101666246,0.005545187568813134,-0.03091972419230636,0.048200571970149556,0.05905555329402918,-0.014516262938073699,-0.023852899675118017
PLTP,-0.04231042389990114,-0.0028515416702573756,0.03397405169211145,0.02586410048482535,0.021314318560806022,0.12876699021971993,-0.01141436180134416,0.017051852434733245,-0.04702056067165044,-0.030053953263386352,-0.03735924298480662,0.00679626888753
APOD,-0.05392054516055079,0.011448015584093751,0.049546171760867515,0.026676614949910943,-0.049674503830849946,0.07757138347014533,0.04688331128148459,0.004639421414318521,0.021615645030030405,0.09160166047550809,-0.07829284361536094,-0.018530754134519056
B2M,0.0012115448074516168,0.00815596853555592,0.02765962558123061,0.07268187232995856,-0.021491227448927938,0.1423283834117312,-0.011556602568442497,0.07596470349577182,-0.003073383374529734,0.009097596315347227,-0.04482287040327468,-0.015061404356557926
OMG,0.006209541750239448,0.025281749187301337,0.04957636617274926,0.053682003940422184,-0.07130992432892858,-0.05833756470953378,0.022565891503156545,0.008440843164644947,0.032572131092998224,-0.0004197701918174144,-0.08163859864097055,0.00758465186257434
CXCL3,0.010950264932612877,-0.03687112233098838,0.0008972932753698599,-0.03236908225301409,0.020528792341967275,0.031316915696075656,-0.009873867397652522,,0.0020619537793467803,0.012801080771671728,-0.017815055169927027,
CXCL10,-0.05393475820420074,-0.026310438591104268,-0.015137742200407726,0.014265847836908178,-0.010371456943745229,0.029240717889131372,-0.015690770208196432,0.11422456145533891,-0.042238010271565714,0.06636393315545344,-0.05368202323740944,
RSPO3,,0.014909607702971023,-0.0239867834935936,0.010716599100149663,-0.02185727622180532,-0.08761845969155331,0.0881101225325439,,,0.032536853674364506,-0.06364779457442347,-0.05014868998485027
CORT,0.05494737231007645,0.08316084685695088,-0.041514502933552855,0.03400456540834275,-0.010577698067950742,0.006702050691466497,-0.0012364049090417058,,,,,-0.05355067837440417
NCAN,0.07016635947460031,0.04100703371930146,0.02128556174806787,-0.03712282982595363,-0.03744673923690244,-0.09013333777959326,0.033567985196157314,-0.03703430665350857,0.043426830900132614,-0.08830833162302029,-0.021151749444793127,0.10797835341662738
PRG4,,-0.01095015454589295,0.1069039334571555,-0.0242936785608598,,,-0.012063448949936485,,,-0.025708270914889347,0.14392941532086004,
ZG16B,0.07404123691844315,-0.01270899355157445,-0.022434346757260137,-0.01298724371947642,,,,0.028833688810292076,,-0.020639888576648693,-0.01977169281727814,
TGM2,0.02912600019995598,-0.025458399008150473,0.028009377319126286,-0.01173434005660015,-0.05337033949452983,0.06031607795290263,-0.022420682696178078,0.06456341523731422,0.0544798011401601,0.06327077652321099,-0.019369044511068637,-0.044698865687110054
VEGFC,-0.029967025920136125,-0.01951610741126978,-0.012826693973844984,0.008076067576334897,0.010712695250226398,-0.0330352507019207,-0.01231123050083659,-0.03290142927209454,0.021289619417863233,0.07119617927613771,0.037532968011096686,
WNT6,-0.02158300323208965,-0.015145473710231722,-0.020433495820114646,0.0376652039025284,,,-0.01074462030182971,0.00461992578871819,,0.09819938358998319,0.027692140135186904,
NRG4,,-0.0133268390067321,-0.02588165161671099,0.08740117195419281,0.08827460128890129,-0.05135783991842616,-0.014362486351366159,,-0.017210744469968352,0.03337510747320925,0.1364242082400171,
PMCH,,0.014245990038542808,,-0.019009727735453046,,,,,,0.011247827384407372,-0.010971184735317887,
COL9A1,0.0028977173308287756,-0.013918910673504132,-0.007334553707751585,-0.03480750938458087,0.008793347173699286,-0.04023083761565341,-0.01636571175177789,-0.0173761277832419,-0.05143214747782345,-0.04196902885452342,0.01605962738073462,0.004275344372963339
GDF11,0.017017926443497512,0.013678842429620199,0.0026802673811895847,0.025086604668935506,-0.03997970611876251,-0.0691790878507905,0.005342915139572554,-0.006020796601074764,0.003322366491900291,0.013657926938861083,-0.020645649431465792,-0.06930520046335432
RAET1E,,,,,,,,,,0.07403408707924732,,
IL24,,,,,,,,,,,-0.034348099947596376,
SORBS1,-0.010185346835586633,0.03639792247265356,-0.024491259413409648,-0.015333151572086959,-0.006103374286832576,0.044299788456735524,0.025961978063133696,-0.012203663318616862,0.028374199657725137,0.0057517789568283075,0.03313747582734402,0.1071134250524169
DLL1,-0.0017362550819704703,-0.03476671493286164,0.06372499983793914,0.004606545732129738,0.022300433041527734,0.05229379652912284,-0.0006020879939633843,-0.033890056904811325,0.015257369570746892,0.035489106155147235,0.005025187907048953,0.04544719659533415
TLN1,0.03397392661155826,-0.03510471710836856,0.040859194452229956,0.007321572701159411,-0.024902524165447488,0.08603285592149273,0.014930396932443074,0.07293010799890194,0.04305698798966348,0.05869628751484488,-0.0061283575724484585,0.162258746824421
COL2A1,,,-0.019179350695113864,,,,0.22386743730593028,,,-0.024090301976082747,0.00801004162281141,
SHH,,0.013924475302437941,-0.015077300059338048,-0.02588159600687056,0.01055332630450894,,-0.009566834816468134,,0.037100548954109226,-0.011137359535947867,0.08363087972913794,
PON2,0.012862512031334745,0.02996340275715403,0.10246111882425299,0.002659737314853054,0.012167002451109264,0.14763773551083498,-0.002193974174777673,0.04573994646090781,-0.004014095820698241,0.02062110043628274,0.013982593694472942,0.04468183382015307
ICAM5,-0.004515391993047604,-0.0012714345414491463,-0.015652682699462312,-0.006926334829389222,0.006521382986669879,-0.03253976735930882,-0.018683511625100964,,,-0.0010401086378032302,-0.05801540400823812,-0.008152232521339307
HPX,,-0.027686675553620213,-0.013458533274196681,0.05450484015920422,-0.02508178497866127,,-0.02431698473885668,-0.041598915234620434,0.0883258332170407,0.12382628279090745,0.03824434426100816,
SFRP2,,0.07621812943836323,0.009399784594183386,0.005675017543863316,0.04272176243706907,0.05698278636724722,-0.018767681627548532,0.013029340894037891,0.060289670628397164,0.0654132102797897,0.013324437953903713,0.06296688888558347
CFC1,,,,-0.016344569879317847,,-0.029334002249989583,,,,,0.010198174356533366,
CD70,,-0.02202739036648928,,-0.03048834558579331,,,,,,0.1772048639670156,0.011438168129288055,
HP,,-0.0001372397465399013,0.0482008747784947,0.03717261106235513,-0.07954683592716737,-0.0076656741759827726,-0.022530894571760104,0.08220344504752945,0.005908299116997368,0.043132874809968975,-0.01841775380810795,
CXCL2,-0.02962392944592395,-0.04249746704083202,0.01635981508283769,0.02125781202979734,-0.016821881116208925,0.07027567287943971,0.09125284055400376,,0.03381117659558566,0.04559732714775832,-0.030302524476741213,-0.01395602693125324
NPPB,,0.015299405731524088,,-0.014311970098542634,,,-0.01231123139626769,,,-0.016791241146728735,,
CCK,-0.0018088859869501792,0.0036592128594594435,-0.020845822593748484,0.05820251725137175,0.011843887690024906,-0.12488517101414781,0.01507411037361849,-0.03159230019091034,-0.036229243974483495,0.03517843578589413,-0.06315716474338928,-0.04736123268148849
SEMA6A,0.05393840938404989,0.010881782452135285,0.07806947863634445,0.004309474303291127,0.0581592117356226,0.08426078207207964,-0.03730581365423622,-0.09877210382070456,0.002437552155502015,0.012635329067186781,0.07716083409852048,0.11479799418747247
IRAK4,-0.05115829050068277,-0.010654823807278533,0.017192561531534704,0.047518086497932044,0.03493284070983414,0.06327238515156561,-0.013141370131347514,0.1009199705759447,-0.04078071950211228,0.01862645671647251,0.030212643979168924,-0.051181683288347296
GSTP1,-0.017662685689839537,0.0028063400235796964,0.04177036323681972,-0.0034070341285570576,-0.03131431826180101,0.08581960866883609,-0.022009014172648812,0.019628863955755936,0.006519686902978071,0.02217751692337125,0.015068249071536395,-0.012040226071232498
VCAM1,-0.013701998121730253,0.019122048887254484,0.005550189324686528,0.07863848014504958,0.019966434789792094,0.009409902985105226,0.012609044401677419,0.03220279581419355,0.026876171744601593,0.0016413587808545582,-0.017965747996319555,0.05035650736222904
NXPH3,0.04463362310286167,-0.037772486909990535,0.010575772902452828,0.08846152197470143,-0.015694206583125033,-0.006786060175043558,-0.02665039899892307,-0.050597058397823795,0.0011530463668933072,0.03338465929835728,-0.005098610673997347,0.2249008315593802
MTMR4,0.0687640294409765,-0.023070074681660054,0.0388572089865725,-0.031104681824657893,0.0001833045969174441,0.025925025725571843,0.03883279867635876,-0.024386794589110847,-0.025312308584315234,0.019997857668867646,0.0543801887558499,-0.04574211061229062
LAMC2,,-0.025434081623090396,,-0.018017173650782033,,,,,0.06394174474778502,0.047883171526205144,0.039531066150835556,
IL10,0.03217604697049678,-0.006924216741825019,0.06559497369159063,0.04875900740237638,,0.08807554675436205,-0.011020302395489802,-0.026855592382016746,-0.03096902692454119,0.06548852998900295,-0.009100942474371872,
SEMA4D,-0.02364699050107038,0.05195668302366395,0.047613475067594516,0.045750245562729594,-0.037954930465108686,0.09947346948486224,0.08741773636681624,0.016345799742487645,-0.007668607297460758,0.050261476232974694,0.013363990749106842,0.11756079391639648
TRH,,-0.026973835804887058,0.00019705310401685759,0.05502359603703408,,-0.0048993297866225865,-0.0126031981835656,,0.0686875985759323,-0.018807316129718976,-0.016632511036330722,
SEMA6D,0.019505833783751526,0.0031227419714221394,0.00548565454909264,-0.031650664830530244,-0.02854946112295413,0.002537974354032541,0.02278620902473223,-0.08394398165740836,-0.009876862453801968,-0.013223552005961313,0.050430042525708194,-0.02089261570940554
CEL,,,,,,,,0.04409123306100047,0.05747388011162856,0.07600858843662167,0.03596342797698952,
PDCD1LG2,-0.012092631644451204,-0.009653765773408861,0.0461384226883968,0.006235483337268622,0.008491123721790108,-0.02427376919937559,-0.018851536235263772,0.04730431156151132,-0.0034645561602197547,0.05048502527886081,0.005422080364451712,
SPINT1,0.02266564620658514,-0.03170914848926893,-0.029871118709681357,0.004663568736448317,-0.013450875467453523,-0.009422119619748058,-0.016175431449219336,-0.004670216149620919,-0.028383772704990852,0.024216820080005762,-0.03029102579350679,
CTHRC1,-0.012009615668674404,0.07180832854432234,0.0019714210951644463,0.006734346597063938,-0.007699410539969953,0.07471940218739137,0.05223183456933682,0.022286364150160692,0.013967777399025865,0.033070115713111095,0.002118484008395664,0.023912785136993294
PODXL,0.032402581936719285,0.009873877075901998,-0.029147689359922183,0.010537576548898456,-0.04019210883015079,0.020292791150007847,-0.015386871907891588,0.022172047712509777,0.06619763751277902,-0.08875876045115469,0.04390260815750909,-0.0920891590495634
JAM3,0.037284450938273636,0.0012617873842968607,0.028317894470639572,-0.007002358933222397,0.030298970331450712,0.11525483563381188,0.071215776922231,0.03118364801850681,-0.017037097121496272,0.05474675208870447,0.06332365235107001,0.04034593268644028
TGFB2,-0.03510313522577206,0.006049649506753491,-0.016443857404230485,0.02810425573461508,0.026798446126792684,-0.007160644900128015,-0.015568203357810461,-0.04381022677198379,0.04786564946406377,0.024937813630264878,0.047665739834872836,-0.06233639905319036
COL18A1,-0.03282116965387582,0.015582930387657233,-0.03448875899420987,-0.015276462308026163,-0.04567266693291234,0.032352503671241234,0.022505360613387003,0.05266885998162986,0.021457070834141653,-0.03828464215010119,-0.00027743782033657266,-0.025839605846296593
NODAL,0.04051950313469628,-0.02240991270920365,-0.016254612489687573,,,,-0.016925156605098423,0.020347175946010577,0.06181809140267045,-0.02573952245120882,0.017182490303886033,
INHBB,0.022449021151976563,0.020839849401369077,0.041101936529043,0.028192473771805823,-0.005199865991272112,0.042514369920495274,-0.0470865014421043,0.021063189422390667,-0.01738568922937159,0.006068060689185006,0.010146158573286298,-0.006697932606538293
LCN1,,,-0.01683099273522604,,,,,,,-0.019018981731323898,-0.020751916075408883,
ARF4,0.02067559417816066,0.009472141571515387,-0.0005309035497972517,0.027730662778551633,-0.013396532323196793,0.04079668832989495,-0.015741658387610494,0.044845995843809786,-0.09766718142962127,-0.006208300609637577,0.00310825272767231,0.04152436718809594
CXCL14,0.02593515101475004,0.009931403179838245,0.013505092952232919,-0.0115539966480295,0.013641699730172097,-0.020543316624388328,0.01455996489448877,0.039401330864542526,-0.033840100891755875,0.03284594706673835,0.0391627337085653,-0.0969403477239356
LIF,-0.001457101459802432,0.002678945599500726,-0.02156239256336043,-0.0546902250794635,-0.020093808033392727,-0.015234668236669935,0.012001967864629651,-0.03823737792450089,0.02954355673543997,-0.02213061310439633,0.019938789735398803,
IL17B,,,0.000561445328487193,,,,,,,-0.004688875866188526,0.018715695775255548,
MMP1,,,,,,,,,,0.015297776330326153,-0.004766806974732221,
MATN1,,,-0.01764615162817254,-0.014491717220221174,,,-0.010024001295937992,,0.00011113312794311378,0.03125219695738395,-0.0213819709566417,
ADAM28,0.05688778037086373,0.011685342410790247,-0.003320761328024374,0.02324821158817236,-0.01291595030869272,0.024386787994787783,-0.013320253328014797,0.02650736520632743,-0.04855972463478128,0.06202840734842819,0.08967600257293101,0.04237952908377281
TCN2,-0.02999287901129135,0.00867037421146991,-0.045570240842842814,0.010208326050275331,-0.00750887746123145,0.013493970652487326,0.006054664937926827,-0.04323110793674665,-0.029035389371659066,0.08331225729486391,0.007472998572517388,-0.0853925274598048
THPO,,0.026577620457474953,0.034818319358844656,0.008272603009221885,-0.030942121078222886,-0.0047040926840758905,-0.010024002447420272,-0.026182031407839448,,0.009762894602864782,0.029428513402473516,
