,UKF260,UKF304,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,-0.019010184654528476
BMP1,0.02404333896229744,0.015169590849168992,-0.08755219605104193,-0.008581021974557016,0.017567243847716654
NDP,0.10874529626776289,0.027557926737286558,-0.008098129826304791,-0.028192902812192874,0.054582080210468086
TNFSF18,,,,,-0.0194446842494521
RTN4,0.005945849253324918,-0.04821460929999231,-0.009497508549469368,-0.04229698652768482,0.013470299059635005
HEBP1,0.024903968292120368,0.019778737838771702,-0.017491884053752738,0.004016467610865267,0.019974643655760866
WNT7B,-0.027001755867132115,,0.02612177361682086,0.015254052343943256,0.021794593857364822
PTMA,0.010932728316554483,0.02631019325128323,-0.05155878619025943,0.01950601085300244,0.006908907163516417
FASLG,,,,,-0.01648752666545434
CEACAM1,-0.0004761451401475877,,-0.01668742719121084,0.041539673876717004,0.03188202467897135
PDAP1,-0.004948913274852523,-0.0423824194895341,-0.07068524664982534,0.057941778666221265,0.020844102715328452
QDPR,0.03985629118117222,0.0340849819250863,-0.013351826230324037,0.025315490780667776,-0.006991962931798052
POMC,-0.038772892721396605,0.010631203497528661,-0.03909268394333181,0.027780172710932995,0.006064080871900234
CCL18,,-0.006568137113706655,-0.020204635104969053,-0.046551375588747355,
CCL17,,,-0.024089348777745035,,-0.01494409104952233
VEGFD,-0.01843506417846202,-0.021864768342539916,-0.01668742719121084,,
TNFSF13,,,-0.026184298532776713,0.009442828135233757,-0.024350149032598387
WNT5A,0.11067676547118435,0.0021972269719947824,-0.03692032728771218,0.037792054138793704,-0.021889110071934517
CXCL8,-0.10618917813744419,0.0057695476331766195,-0.09619908708731344,-0.039862334060649166,0.05877606871343878
GRN,0.002511425007632388,0.02655549414448817,-0.04280288469259302,0.11220240736907681,0.04451773586455494
MIA,0.026357195465254495,,0.06765638480698855,0.0810911929487961,0.025581109377127976
COL4A4,0.09565365460744624,,-0.026719180161099497,-0.00022257996392642103,0.020828215264764662
TAC1,-0.01119684184196687,-0.005949341112773898,,-0.02332181041532054,-0.01964552726373423
RARRES2,-0.06633400382527846,0.05573126969841813,-0.03609458822893676,-0.01602656333390346,-0.01306125856842942
FGF7,-0.03529778646940557,-0.029759999531153943,-0.005054710637829037,0.05224464610882699,-0.017303544969114792
EFNA2,,,-0.01586028277126809,,
HBEGF,-0.015790613668981344,0.025479914861458137,0.0011977373197060175,0.028144068868383276,-0.03223229304823276
CSF3,-0.047729170698209866,,-0.0749503846669224,-0.019379408756106446,-0.01573382247699926
PI3,-0.05655134869050599,,-0.10539379016291704,-0.046620012590225135,0.017429165554923926
PCSK1N,0.009718230394644525,-0.008333229940380006,0.07149743963040396,-0.012229700748396818,0.00021947124816369914
NTS,0.04831560313309131,0.006851987154198177,-0.019322744855228616,0.05371470897568768,0.03141582889469777
SFRP1,-0.021031215701688144,0.04560706661327713,0.034251960603703176,-0.04417173186327557,-0.022758220869679206
CXCL13,-0.020842203341266418,,-0.0005173359526594449,0.043191622535297,
MICA,-0.014464533987897767,-0.02338452150019761,0.05251639059607669,0.05804470097281015,0.08723971479516474
TG,0.07710725169220982,,0.009973877041597108,0.007029617011043151,-0.016060217034241386
ADA,0.09306058258640004,0.07120655853292875,-0.03058315146513435,-0.029787825774061392,0.0452146537475654
LAMC3,0.006917413559078667,0.012640788281993061,0.009929033672244802,0.05523037049794421,0.02630927983009277
CCL7,0.025086213128126044,,,,-0.016487520802686655
NGF,-0.029495259192155423,-0.019685328025822128,-0.01564709388771277,0.11817911405396357,-0.01592794794136165
TNFSF15,-0.020459315455444188,,,-0.012034280134144542,0.015399033590438396
HMGB1,0.058446246458788514,0.009317803518855704,-0.022212373328312704,-0.021992916743342424,-0.016867042919380876
ITGB3BP,-0.01194753910615426,0.07354490931906293,-0.019856046729337388,0.013117425294129811,0.03480981759095338
AANAT,-0.018435066810171322,-0.01850710339059331,-0.0213436449217801,,-0.017444484574773007
RELN,-0.015661318066443206,0.0898303925959149,,-0.014536106219093087,
IL15,-3.55262273393459e-05,-0.008807286754545653,-0.01705683846050822,0.02304529756410822,0.02101615409273348
BSG,0.0014644006699076294,0.03576558683866065,-0.0324690587209759,0.013565612804333925,-0.01871877830610531
ADAMTS3,0.1065492730727745,-0.02971805935362441,0.009151394426768092,-0.015231420147613153,0.022125413417462516
CD34,0.05653239086479274,0.07466658148715913,-0.03528908936824667,0.0841881361196841,-0.002179042293769258
PLAT,-0.05894412382578154,-0.0639813745662725,0.09223835372467244,-0.06929033437822454,-0.007082925697833083
NTF3,,,0.012981764062832935,0.06399826783208815,
LTA,,,,,-0.005919620678863666
CKLF,0.028075557614532825,-0.006542904771903663,0.043989713670262824,0.004824866347258233,0.03726921877758245
CD24,0.04795406351121226,0.11494972338030893,0.09773741875541388,0.028686430286403785,-0.025544705464471115
HSP90AA1,-0.039704437567119305,-0.030177221155490125,-0.07144026238419522,-0.018125515173273113,-0.09688412630648119
BMP4,-0.025224026908169883,0.044814967090021245,-0.011638705661756071,0.020875527735173822,0.088965289925511
SCGB3A1,-0.02195388876924685,0.10279393162646287,0.022828272455804238,-0.02499140249341454,0.027101492104665843
IGFBP4,0.0027583963987781565,0.007421892664051503,-0.07621657635073056,0.04030091989843172,0.005708801394056444
RSPO4,0.0047896278271695675,,,-0.016830646003687517,0.09553174542240465
LEFTY2,0.04523227320216838,0.08668509507133809,-0.01823647561508178,-0.022888566634103626,-0.009983582871458209
PF4,,,-0.014537047218397043,,-0.023477641857822383
ANGPTL2,0.06283640241804823,0.03786126557167447,0.11309373981089876,-0.06513393405060922,0.03545864739346088
LRIG2,0.05846554087990653,0.006578129344329569,0.06465771828965007,-0.007868225498568008,0.04599477810012079
ICOSLG,-0.05944447414802818,0.04846862962539392,0.07424006378600674,0.037962918715292296,0.051069001436317304
WIF1,0.01163601466001562,0.027225495990768032,,-0.015645715708879966,
NPPC,-0.04420081033610358,-0.014949920911883517,-0.027505067900933725,0.05088689330471215,
LYZ,-0.04674019528413621,0.03577344092204598,0.04858749850565576,0.027277050680120676,0.07192320936582441
EREG,-0.025626430800975306,-0.020250449730540635,-0.03759740290001121,-0.02096285336347065,-0.012444520420430523
SPTAN1,0.055248903291216137,-0.03710988518883219,0.020077433951113898,0.010422326611414814,0.027970913957123665
PTH2,,,,-0.012094416813701495,
LIPC,0.07842267069335367,0.02411803532157725,,,-0.015582000510990611
COL8A1,0.03457911568592197,0.0568340487009417,0.06990033439244081,0.08030263274302975,-0.01003745857552524
GSTM2,0.004301206149410383,-0.03220858978373414,0.06342546152877215,-0.03573212963512709,0.012067901152604582
SPX,0.043242070008008844,-0.005189753639233364,-0.018049602226475857,-0.04141930329001474,0.06633258358830953
MFGE8,0.046829888039983045,-0.016672406803515182,0.03183570135502721,0.00464772614133143,0.03339102809906437
TGFA,0.023206691533472136,0.03246080527532347,0.05176691479164279,0.016608588269888022,0.04195523111863254
SLIT2,0.030715113688990603,-0.02181517248328747,-0.06300914695492207,0.05254818819923468,0.02372050898599341
PLTP,-0.0027290170374910283,0.01342733347333818,-0.10372561608694536,0.0953934264682073,0.0065940836183740435
APOD,0.09940853640782002,-0.03361044649888593,0.08670876998784129,-0.037281436535991745,-0.03704536003504036
B2M,-0.013174049349408525,0.04266397855846752,-0.017088461610157982,0.07266663951012799,0.012692792397829491
OMG,0.09422293808600318,-0.01880974186575428,0.05970855391480744,0.04596483613646728,0.08792596958746769
