,UKF259,UKF266,UKF275,UKF313,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.0401349867507067,
BMP1,-0.014562563750819688,0.052638766667870644,-0.026179201604103648,0.019187422780215197,0.08948405862315803,0.0468705924373493,0.027242593063086858
NDP,-0.01647258014086852,-0.02627872032284017,0.004014468351949852,-0.00164785197864573,-0.024925575262583863,0.06840624177687199,-0.019763033851072184
TNFSF18,,-0.011440818610656607,-0.013259369551982368,,,0.06712802839740903,-0.015396279663980359
RTN4,-0.04469903790341285,-0.036794964721404595,-0.003878786747812726,0.02905482424017033,0.01048732591082567,-0.01409687761964597,-0.009570891555683202
HEBP1,-0.03431406110367947,0.036365835583244084,0.03031525918410076,-0.008375918155076656,0.0032592081433413626,0.06053247725600747,-0.051909577234566545
WNT7B,0.08236081834047622,0.016090853268083818,-0.004511233222020398,0.04682224233073115,0.07806841609739078,0.05406287108480847,-0.04846037336559384
PTMA,0.02496821922452513,0.08293889585694818,0.025037872790545014,0.08386021815315974,0.05867629637096841,-0.062295210025044644,0.07932992219811923
FASLG,,,,,,-0.009184250144395395,
CEACAM1,0.014521821148396947,,0.005466504334361222,,-0.014826657722006791,-0.03938203980410562,
PDAP1,0.0029521167249672627,0.017677889344121442,-0.020002593349557042,0.0011721211880149254,0.04898034963056522,0.011001644197010343,-0.016716783480382903
QDPR,0.03288443167781547,0.0020771148039184753,0.007914845222157659,0.04646403957488622,-0.030240815820087683,0.0958956607306512,0.025159615755748828
POMC,0.007985737056512348,-0.030183186998332657,0.019755564187543838,0.009762595252482962,0.08221198076005477,0.06321892372970357,0.05187126478331823
CCL18,,,,0.0631760000252119,0.09113020771427854,,
CCL17,0.018717788464572838,,-0.01653701535127972,,,0.13720369759297998,
VEGFD,-0.018150985175325398,,0.01400524715256805,0.15451496471479162,,,
TNFSF13,0.09258641334531216,0.055356441935084474,,,-0.01664934290162379,0.074537780986744,0.001963363294930776
WNT5A,0.020927344130459165,0.017481185915597663,0.03966290247248234,0.006238406416627085,-0.014736800696530647,0.010312769235992069,0.055225326985418134
CXCL8,0.038348962734411386,0.10159250601644002,0.008844981831129098,0.07159892952962785,-0.05605108582330806,0.031670070673188846,-0.017641660303457925
GRN,0.00558902771876282,0.010447575104484507,0.007053707222719052,0.040748292911055126,0.08587706614687204,0.03449525267506666,0.05422355219528689
MIA,-0.0071046022991623015,-0.020062274747344552,-0.023416641475047486,0.0509569287423847,-0.030355300601030383,-0.007499209876370961,-0.019136546777010332
