,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.04948618264666467,,,,,,,,,-0.0008902472355493167,,,0.1101446844676714,,
BMP1,0.09938423922147481,-0.01908343134307096,0.0007637802511376948,0.02412385053111051,0.07444324465725331,0.03735259182564969,-0.03276524713062748,0.07485104735033533,-0.14466979701941338,0.03491622400237693,0.010624957441544238,-0.16331961597592184,-0.2150510549075342,-0.09039275037216996,-0.024850531456216123,-0.1546665133360987,-0.17329704628375536,0.10136827190324138,-0.09457583945606277,-0.021796310718070526,-0.051670064855719185,0.09809766746305366,0.03227896196096244
NDP,0.015290026129672021,-0.013130846699648107,0.0022878355228825717,0.07661751256764154,0.1790291832676777,0.04902931489945728,0.09276807502334429,0.0468768263912727,-0.0006559533275932577,0.07545149642654474,0.02614133921051563,-0.04845074536644785,-0.005662198441559027,-0.042941476747926303,0.04795979411779884,0.04819191637551966,0.035724876947273235,0.028432914216551707,0.05156602869070485,-0.017393825719222548,0.2548628959088804,0.07968918333027934,-0.023347672742524982
TNFSF18,-0.06695406959171565,-0.035983743416095997,0.07722534110253652,-0.03985484367479708,,,,0.02011840316264742,-0.010466831453966872,0.006849648151745528,,,,-0.04252768801212231,,,,0.05738686809244312,,0.0738950368417853,0.09679363312384924,0.0046650497987954734,
IL36G,,,,,,,,,,,,,-0.035940324586028534,,,,,,,,,,
RTN4,-0.06691937914275767,0.23777451538430067,0.02619347373615151,-0.03424018268659812,0.028942195158915742,0.048298096361012795,0.15087318126001925,0.05728904927778146,0.24083681336943422,0.08648747329075457,0.1119807911590641,0.3130205596181489,0.29419058480177523,0.04944532174333085,-0.03569123952500276,0.08557388480825018,0.05062943564501309,-0.11767782069083686,0.16730453309308485,-0.06690078261763185,-0.04954593352328956,0.15570140460533954,-0.03255995459959177
HEBP1,0.018556881723286792,-0.011844328811029734,-0.019137093879380267,0.026493878869781856,-0.008289022314754578,-0.0113047639098535,-0.03632354050520932,0.0443186345823747,-0.12427031938485114,0.009155861577749124,-0.00405930063859197,-0.11343160868476157,0.039505771636795695,0.03707760464452869,0.025469144013415046,0.10907734885695633,0.03787304944409112,-0.027675277080440545,-0.03001603659048202,-0.009234642385569081,0.1868627073576961,0.006702060885323022,0.0521982586108463
WNT7B,-0.06813110864793637,0.27793319853317566,0.04475413717777355,0.00821159073340519,0.028311953497113972,-0.029132730162180875,0.11413169287159083,0.07558991569952322,0.20255098892278448,-0.030208677370711038,0.02833610258236181,,0.054263825460322525,-0.04681883356892769,-0.04450780476789956,0.052403257923442165,0.00795513958085675,-0.014432487704561263,0.023574698328041963,-0.012728483558109115,-0.007981061466581339,-0.014269851768414322,0.08550786273120166
PTMA,-0.015091876666247383,0.061224291797521535,0.15828895001994023,0.06852821382438834,0.13172564311505786,-0.07252693910355683,-0.11101590207023011,0.01716931395555004,0.0169791517790718,0.04242276256946808,-0.05736145007299117,-0.39082156093571974,-0.27369545820806174,0.10486505752357601,-0.1198796955006473,0.02301884248139703,-0.014075360386838416,-0.18809371719905088,-0.017523943071309982,-0.08203673816871102,-0.21930688489670128,-0.09531044518587269,-0.06050095615625526
FASLG,-0.03386222848629852,,,,,,,,,,,,,,,,,,,,-0.0030108172902964143,,
CEACAM1,0.025101740140954776,,-0.0559416515729726,0.006351201363394284,,0.002616130668629356,-0.047029554686319835,,-0.030927415773039302,0.03147225867790611,,,,,-0.010018344466810523,0.042553179515736436,0.05989133241497071,0.08340014345663058,0.019898877004236957,,0.06868419226093556,,
PDAP1,0.1577784648651194,-0.09047899805845887,0.025847074750092403,0.048892128507331434,-0.030642428320450853,0.026292668434285044,-0.04690388245186236,0.07064230392507162,-0.1574863716584456,0.05902888768107712,-0.03511442909994036,0.024107727743417046,-0.11577048269352963,-0.08315677395302482,-0.024737676045423724,-0.034302885106999505,-0.13166257581347432,0.05096241182456737,0.00962695476248676,6.821781040885888e-05,0.05216000657433523,0.00200544735766672,0.04453150348677583
QDPR,-0.16999775076562684,0.12007066053877365,0.08609448264114876,0.028678723907202372,0.1684229337615375,0.08084655800269276,0.24484112825080315,-0.08350993679209212,0.06456577776629024,0.1694197063350055,0.03933465826585694,-0.31498739685139243,0.05394026976406934,-0.01907045395598021,-0.007843836052711845,0.18854640506899226,0.26582331250364205,-0.0784403857320172,0.06559863115096846,-0.08187241412968317,0.18803365481944936,0.009514445807006038,-0.10237074903523379
POMC,0.023055703709984426,0.06083192037478831,-0.039102211775517544,0.07267545882954597,,0.009247412140095156,0.13047285300551786,0.004325402816972416,-0.006258891169986015,-0.010388975504478953,-0.025281834949637753,-0.11182752593191247,0.03244219652751071,0.03588532400305554,0.023879461224428248,0.11271369179318465,0.04786321770113589,0.06360293972934308,0.02884478640803887,,0.038990402871896125,0.11581617403915641,0.02046320460049882
CCL18,,0.03340362892366461,-0.07704839256411944,,,,,,,,,-0.08316947701931003,,,0.015251124464981086,-0.04454619237046221,-0.1167410445261824,,-0.11239152203362199,,,,
CCL17,,,,,,-0.003578291257900932,,,,0.05273901513585868,0.012788973342523208,,-0.01019398361009609,,,-0.08248099082937989,-0.0623778333098126,-0.006395518865676871,,,-0.05868350950068726,,
VEGFD,,0.0021137768731423422,0.015948086963036227,0.02818521725493619,,0.029139328533356122,0.04439482366238096,,-0.033442169442999374,-0.019873103388836,0.024994970410149583,0.033993064102488556,0.04817104851195479,,,,-0.004964018171324018,0.041312124038605506,,,,,
TNFSF13,,,0.041397931421765274,,,0.005115398266712863,,-0.01770536667338974,,,,,,,,0.01947490088954977,0.052459167020927004,0.07200187209189397,-0.040752830669166976,,-0.00876883339262287,0.04279665801616899,
WNT5A,0.09668142374456756,-0.045864745538053496,0.011351871206676661,0.026709639391455355,0.18549596520422798,0.03143695878184567,0.06287436652942947,0.06524879240520114,-0.13499412802718214,0.03853614648042856,0.023315842606756964,0.10096470160457599,-0.022475210466278473,-0.044900848683317465,0.045346409441700264,0.02468988564641579,0.01913401455010746,0.05155599943680884,-0.03629241615042935,0.021006925227058056,-0.053133087230155245,-0.049467633831000356,-0.08000903079597656
CXCL8,,0.027744961954285954,-0.10687572486784594,-0.006633782797212517,-0.15360535047548896,-0.11878819721167327,-0.16918989558592892,-0.006687109061083226,-0.06894876729623285,-0.11930870370731515,0.014573785318739495,-0.15070530896950524,-0.08799879676501497,,-0.05796032865628675,-0.41747871224559974,-0.5476079784846825,0.022406509974963774,-0.1358449430946734,0.04990747987915529,-0.004600656004739763,-0.13587383772697958,0.04045747353545396
GRN,-0.1724181671606908,-0.04883677937878791,0.010345227129269555,0.022297557338590148,0.21253428705107633,-0.008697244722135173,-0.09703635470563787,0.07103786722614495,-0.24535374830382653,0.02442526610686,-0.056180669133614095,-0.2027319672692723,0.024289378389724003,-0.05316112193926169,0.024886373706246512,-0.026160506950460908,-0.028769009072868723,0.08764469958130756,-0.11814897969553803,0.012982955268920153,-0.2381532443808879,0.13990625232706336,0.08875925413066384
MIA,0.02088793754309377,0.006309699327161054,0.006212097880451563,-0.0063689669476048,0.025914556018883227,-0.009674286048398411,-0.10765975414869813,-0.0011492799183363555,-0.08191747781364497,-0.07154468561060376,0.009749976310718113,,-0.045516748276138726,0.03715787886621245,0.03249641345707725,0.2697395578883095,0.2357888647144445,0.06988932376677683,-0.1918488925573364,,0.28637316601441704,0.065341754080057,
COL4A4,0.0012994941137540138,-0.054734618112166074,0.07165262167515882,0.004375802022593113,0.023184587166560522,0.07503707475288372,0.0321532592944943,-0.04633563309597628,-0.03222579472078542,-0.03220348693465907,-0.04824424354386932,,-0.04478399453272723,,0.004808671246078149,0.11997125411093762,0.06563352957966845,-0.02392071382641114,-0.04247815678117845,,-0.05217005626191568,-0.04327023335909242,
TAC1,-0.02115711125704935,0.3134854969255194,0.16921167452411875,0.056845507427235174,0.19185922481793594,0.08831536167213297,0.16883893355762186,0.045178424334359195,0.29598477861007,0.19632829984457156,0.15596793591379512,0.20453462890361412,0.2477161646211889,,,,,,0.047240015342733595,0.03336565095229719,-0.03324086227543186,0.14466884804787722,0.09317402992568977
RARRES2,0.22678166236379305,0.08719954448230707,0.049323327926439946,0.004469129044334926,-0.025766334351967422,-0.017558922749977092,-0.2501782150520695,0.03153196093881664,-0.18688981159468646,0.1441939587740737,-0.004807314559696182,-0.0461422601539615,-0.1569555907682191,-0.08953687395883804,0.05774937756613622,-0.3159952207250083,-0.2776150387081337,-0.007916976699330005,-0.11936536207036,-0.008879377387683886,0.031808401759769005,-0.20094027010501217,0.08167530360968078
FGF7,0.005450552049251717,-0.032391528230827756,,0.012075380450540367,-0.013010295828250227,0.02895033719621327,0.08079966427435421,0.040974430203033464,0.010346252292512379,-0.002600545928767426,0.026123118934057842,0.0332433859061209,-0.08709169231777379,-0.043219459413671085,0.13046735894243086,0.10107152229676346,0.08661626290748016,0.0033533682118458926,0.002484642432173652,-0.007998447267106636,0.1962811761685818,0.08475201708900518,0.04578524710633837
EFNA2,,,,,,,,,,,,,,,,,0.01742681662740408,,,,,,
HBEGF,0.045622932549435904,-0.04024499370905448,-0.03529892138971315,0.01584521141945621,-0.07706474418469693,-0.027284977292691248,-0.1605591037574728,0.008593667895327227,-0.04402530140819002,-0.13403855918394128,-0.03732567408138269,-0.16467610705220306,-0.0717735367596204,0.00625604752280439,0.017895674453467337,0.01366567419268289,-0.03323732549764516,0.021208163929608753,-0.07995719412985736,-0.036951467776921834,-0.1774624990794999,-0.07670460544294833,0.06804012438168903
CSF3,,0.00030056734767969077,,,-0.06701477505311856,-0.05574769703122254,-0.0667838277189241,,-0.015918203872488133,,,,,,,-0.27377760763600234,-0.36438487667081165,,-0.003190834648691592,0.1255144382877158,0.06235489355711393,-0.05228865523980197,
PI3,,-0.005180805715163362,-0.044412993774180794,,-0.05267051849341783,-0.03877653830824939,-0.08081465470570859,,-0.05809371089465179,,,,,,,-0.45194101658500646,-0.5825250617124231,0.0358712022347266,-0.24467980859941618,,-0.0993382905485323,-0.0654491987004806,
PCSK1N,0.16772313134686107,0.2075989657747691,0.08457935409296695,-0.019053099614591718,0.2063533809256716,0.06340815446600599,0.10556961713271527,0.028364071729584262,0.11465367676148236,-0.03234288992543257,0.08369652283611155,0.35926744683884726,0.24561018621852482,0.0280626220944233,0.02226042067078707,0.11351692402581495,0.26401015941063916,0.06584730781251427,0.1421540454625734,-0.06319378766072212,0.23796825803218397,0.20613280127855113,0.09515333598757722
NTS,,,,,,,-0.0507305723707426,0.021999607671103913,-0.04438028950512193,0.012025500854729119,-0.03532755409965152,-0.057275640726074155,,,,0.02625110193654225,0.11231945640116288,,0.1282401715817801,,0.2051390930438231,,
