,UKF248,UKF266,UKF269,UKF296,UKF304,UKF313,ZH916bulk
IGFL3,,,-0.02809182664528423,,,,
BMP1,-0.033215614138002905,-0.03943111598643517,-0.17533669665531776,0.0019361945033149806,-0.13775837256284226,0.07131521199731324,-0.04043518457408138
NDP,0.01748031464202843,0.01985135616313084,0.05995447772785921,-0.046031986804843196,-0.11239127101234925,-0.022984024195044476,0.026486369759323582
TNFSF18,-0.020391872118733455,-0.021296566001107787,-0.04171551922850113,,,,-0.04131046603797705
RTN4,0.015730555770534338,0.023398934484572597,0.23101557399301528,0.062076666493179535,0.31173367863235385,0.07383935803665319,0.10952428936014026
HEBP1,0.012092510234427247,-0.04618559319232521,-0.053460735334309804,-0.013930730554590761,-0.17783849913837252,0.07503727458338305,0.0992436411690982
WNT7B,-0.02895772749658776,0.007729379277035693,0.04707973039423904,-0.020053658120032975,,0.02255118404450543,0.09162546858798594
PTMA,-0.07100917789440772,-0.047814727320465704,-0.09804452492838008,-0.11788229870008192,-0.3933736248199662,0.23167197878562057,-0.11342163276628288
CEACAM1,-0.020060548091604093,,-0.05489524736638755,,,,
PDAP1,-0.0009666297793147345,-0.029183354882353834,-0.0864687754753122,0.006752172061315167,0.013135154359142576,0.03953546489952578,-0.07554483180276879
QDPR,0.09022069377605156,0.07838526653979935,0.12025724786585335,-0.005051718554832479,-0.37037698164406413,0.17350327725547693,0.20447555850771715
POMC,-0.03212187235303869,0.06890090250521445,-0.032488938603166456,-0.04210945092639715,-0.07752757570204576,-0.05410637547429262,0.02624899518901442
CCL18,-0.011148243139771799,,,,-0.08657773775880519,0.11563419516117868,
CCL17,,,,0.022208842277901108,,,
VEGFD,-0.025033676566313296,,-0.04706134508818652,0.044405985661424945,0.03508990977621017,-0.040814833466831256,
TNFSF13,-0.0010346592466495832,0.051110477602629184,,,,,-0.04493989453740688
WNT5A,0.009481484965788295,-0.016785825350365047,-0.13856109759567703,0.008139269458447743,0.029525878810962303,-0.03866154148464763,-0.11515724794156236
