,UKF266,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GDF11,0.09044548237038416,0.038861536202748764,0.013794057636897533,-0.042495007658559174,-0.054940080307640755,0.048977387023764446,0.01593388806887522
RAET1E,,,,,,0.014926043892753696,
IL24,,-0.02040577815947295,-0.013201404017100998,,,,-0.02394247804502859
SORBS1,-0.013976976912385893,0.017345758189068288,0.0537458900608421,-0.005870043965559398,-0.0232414619349177,0.019753307829689908,0.0020660019539468053
DLL1,0.11644115177139479,0.06938994289745681,0.010787399548580084,0.06796970938204183,-0.04436681891081128,0.09165573476867081,0.06432704419304425
TLN1,0.12069441999681622,-0.0213554869047432,0.03211548030119474,-0.010479991520391928,0.013123271427330111,-0.06727145983063741,0.020783300411158778
COL2A1,-0.02299199452011554,0.008300427762338502,-0.010823434409052727,,-0.033600299958761834,-0.029967886685933042,0.07108794103746512
SHH,0.032997082907447246,-0.06551164979598098,0.11555521344715844,-0.027540864629459334,-0.06495324452595637,0.06327094005948175,0.14709298522417721
PON2,0.002033628732000408,0.03545075046846847,0.07588716298033563,0.06580264584881644,-0.030188258382655996,0.08463661351701895,0.07651423797518975
ICAM5,-0.05280804003781214,0.0030486371066781206,0.03268520212022663,,-0.09646378211903889,0.09984600229166851,-0.018764080547978346
HPX,0.10052591206706672,0.06749877772676993,0.04597029337395507,0.0880814157473481,0.006981505344829156,0.0070591434310734264,0.036367163495823265
SFRP2,0.002591625997596485,0.011283268935503446,0.027589323439089566,0.09678295447900642,0.015403348375748357,0.011645015225369666,0.12859758411557018
CFC1,-0.025635928235986823,,,,,,0.004991707402555929
CD70,,-0.014720586134362102,0.06424405296797459,,-0.04034081805921973,0.05015345325255488,0.07022739597673915
HP,,0.031715874149961805,0.005611935171659334,-0.03876384522586196,0.005327507071460222,-0.03080293792753324,-0.00732720362871964
CXCL2,0.1056897934023826,0.0013793283875229432,0.03495247264480287,0.01637804425028725,-0.029576636180676553,-0.020779041616108048,0.04326137852236155
NPPB,,-0.03705583463149696,-0.006317907171247413,,-0.007594808569887372,-0.020887991047224167,
CCK,-0.11379346669382107,0.07381156032671243,0.01754506570027653,0.017697618989778636,0.03088733080041904,-0.02709736321437802,-0.13655850460067342
SEMA6A,0.043360460218032984,0.092563847276032,0.007218812305178292,-0.0026008621221740697,0.03616562631617626,0.048495139277004266,0.07393361337082152
IRAK4,0.12218861635896207,0.054852733052151534,0.024059278887541197,0.054448158536993516,0.07525649357536358,0.10585596713303196,0.02086966987624541
GSTP1,0.05569231953268672,0.04902917780814292,0.09606498326589354,0.00371780668827974,0.0022146125620138776,0.034436722921259474,0.0845773581621553
VCAM1,0.12882313083858188,0.031096231672376906,0.0144222399972554,0.0673762457634961,0.012732229204581755,0.10901129762372051,0.06270705818935154
NXPH3,0.12899792124297493,0.1293893656486897,-0.008283629563334682,-0.01105336091183509,0.0027071974558711643,0.09317289521308209,-0.016589268919064565
MTMR4,0.015273124561153146,-0.016201923483474018,-0.014281634873322133,0.09908245204921542,-0.004579410939717682,0.08073854186897908,0.011167237667965619
LAMC2,0.02284964968165241,0.08089696371976667,0.02957110845892882,-0.029263216848188042,-0.01548152759824708,-0.039798028504678964,-0.00042846760078832325
IL10,,0.05500573285998257,0.12797814133299507,0.1141828640093914,0.004242967085731689,0.019852652676952808,0.06814267260872602
SEMA4D,0.004415219251995974,0.09405072903714669,-0.029014695142606503,0.01881157380674229,0.010484818719355938,0.054355612003134136,0.0296703361430129
TRH,0.14742672267509505,0.06038825970441295,0.06271867583999187,0.05353295523972964,0.12070158449993598,0.12253129304220829,0.02596965565061992
SEMA6D,0.10741126599969673,0.0457368380083572,-0.020878128456292153,0.04593747898025961,0.09055524539996775,0.05187631382947119,0.06825567006453302
CEL,,-0.003546669832265608,-0.02155304260707724,0.01827126498171267,0.0010720016256187345,-0.005304464064188248,0.02770311637210382
PDCD1LG2,0.1400789800655513,0.029765517212707513,0.04848742996629686,-0.019696066185921193,-0.033258376754968205,0.05468502481869587,-0.014489196231722422
SPINT1,-0.026412388142712247,0.07892032160686191,0.03085179896794933,-0.013023319758669568,0.0021659588900766573,0.046696885450205124,0.09819398890126553
CTHRC1,0.1619472749948322,0.026258289169083574,0.030939486639484322,0.07834871011732136,0.030431280569744902,0.01548126123407067,0.0861440719515592
PODXL,0.09667606439655405,-0.006970845220924399,0.04279790201805494,-0.012762862920695351,0.059950443263307535,0.0051456677236237525,0.06826640235139689
JAM3,0.07445221074568988,-0.04516285188967248,0.04236702208588739,-0.033526837371564686,0.02661707362258575,-0.03154481263833523,0.06663442726763993
TGFB2,0.0495510570699578,0.05003807525552551,0.007403998781788118,-0.004643490966010754,0.03727424631722544,-0.030630987844901397,0.049403192569852344
COL18A1,0.1169057242076554,-0.030486714728818712,0.011571226912201117,0.04277554325619287,-0.021439355390759193,-0.029680988562014655,0.04140767730778859
NODAL,0.10096429560746435,0.01253998295560339,0.08452222764238301,-0.04402127173095487,-0.0177042879446255,0.06039251221206087,-0.043695085149930465
INHBB,-0.049584539543626606,-0.09786989908176265,0.02759385489530001,0.016587183682710036,0.006916872187279907,0.045686479549258106,0.058396757756867895
LCN1,,0.050004599234171714,-0.015399751345296819,,,0.0466230147002862,0.06861485318447029
ARF4,0.09275142365749811,0.06637404811303531,0.0408773104694159,0.0406911080068844,-0.02914424834741315,-0.02215377881374492,-0.010405120707143585
CXCL14,-0.048707951183764746,-0.033080299418099354,-0.02367209294687939,0.014538735268051476,-0.07754071983623367,-0.030936807525528263,0.020007725667166736
LIF,-0.025761822716368295,-0.09700438792096312,-0.0661193743991872,0.07598663644094163,0.03096174974188308,-0.04495441198327673,0.1254641084125129
IL17B,,0.0783643280249924,0.11022368163662764,,-0.004709021340765916,0.02320193061381531,0.013484562476115087
MMP1,,-0.024972720172700677,-0.025382653305135686,,0.0075825758051006375,0.06934660133143361,0.027778281168397496
MATN1,-0.024870226042293015,-0.006382431800703703,0.01720686348226893,-0.02960115802971834,-0.022699930169396504,-0.028454475532848387,-0.023369269301443927
ADAM28,0.043023240799173516,0.030653459354738,0.04588494169265127,0.044632455311953444,-0.05984321870813756,0.030545339322631464,0.08450197938804932
TCN2,0.06780375335068692,0.08934913628227337,0.05131711401676463,0.07613495015741288,-0.03137616709067324,-0.016270679499150467,0.06836309194547352
THPO,-0.013530379590192973,,,,-0.01969113801061651,0.055342602962340955,0.04071035487541857
CUBN,0.05723820739438136,0.021524938697765887,-0.014608875153118811,0.04881037024141027,0.12731845281566223,0.09984696802173729,0.005893253819170005
TIMP3,0.043667518598776586,0.02513393041082667,0.041096863890838276,0.029188666326110346,-0.027230224622735985,-0.015727334582755267,0.10233330129185589
PIGF,0.12904100928315274,0.09245781527132554,0.05058087243750404,0.057019957341470244,0.024395720177579107,0.11476931926778286,0.040720005574900714
CRH,0.013531422513230949,0.0581827818381206,0.022598016976478095,0.012497445448248311,0.04100531614039707,0.012277844355546637,-0.04150068127986037
BDNF,-0.012758357065477618,0.03421321059245532,0.028616154923566908,0.018698715176642313,0.01453889265182694,0.029198727761410755,0.11176821758660885
CCL5,0.0064776566891851725,0.05616655711606861,0.03513515313494268,0.027057905726659257,0.031929339693957906,0.04009203050760532,0.07268539294033508
GAD1,-0.04935306128014383,0.023215985537458492,0.07072872662910976,0.07945842205246506,0.004113151710309802,0.04996409638378846,-0.022554394633314153
COL14A1,0.03712335722543298,0.009795361662960085,0.04523692044530876,0.05841987044897274,-0.08987964859926789,0.016490259317983525,-0.03192870347277902
HLA-A,0.043730453075995886,-0.09451670029588737,8.240462063823536e-05,0.05481217275308786,-0.04553745749450227,-0.01927988693193372,-0.029167584818863918
FGF18,0.021565009277903887,0.005579708253828116,-0.024039067794539015,,0.02628636947597739,0.11931488262416486,0.01567099177114764
ADM,0.044962205480929406,-0.09125045353811406,0.033896498069768244,0.09588097725535592,-0.0015672717543242349,0.006382402052865566,0.06250175394889436
CCL15,,,,,,0.06160439132236816,
GNAI2,0.15671832656464502,-0.06344348285652462,-0.01809349584367433,0.040788241386413016,-0.0054648023338146855,-0.017767260827132807,-0.004459738107700674
HDC,,,,,,0.09779273021368262,0.10414198694936891
COL11A1,0.14652985596861084,0.006062118144058982,0.04301341955464716,0.0795223722601274,-0.015740967459685343,-0.01960938727326237,0.03422906315580757
NUCB2,0.05622883602660574,0.02681145965229493,0.014775521416354529,-0.010029388482714955,-0.019492301238321887,-0.008597036853706188,-0.015291011105673293
FGF16,,,,,,,-0.02302736648167082
CXCL1,,-0.0514401742773145,0.04403468895006878,-0.044494863101227855,-0.036957655159293674,0.05091284247723256,0.13446641628581504
VCAN,0.12886907478581136,0.06603610404075018,-0.05318550420173381,-0.03922127944448396,0.06114345223870412,-0.0892506043087242,-0.018532635656204853
MMP7,0.06422886809842811,-0.05722923668813527,0.01721898983143854,,-0.036918400215802685,-0.051159332210419114,0.002258712659393177
PTPN6,0.05473991672492295,-0.002297122703746589,0.01654088503303074,0.03172696877251186,-0.029229257297502993,0.09527911469208487,0.03413825091917283
PTGS2,-0.056935217933840224,-0.05815977410595392,-0.04242412571205368,0.007247134775957865,-0.005637669117464311,-0.026516712886992644,0.01669839364217686
XCL1,,,,,,,0.006702130995200578
CD58,0.04804962103181245,-0.005329734694571775,0.034568682441748204,0.025245271105882185,-0.027948408548622378,-0.0005363044821737358,0.05539038060869985
TNFSF14,,-0.026703035073669387,0.0046116978719885245,-0.03719325018916641,0.10628446243447756,-0.005764913492553898,-0.06735745093368262
CNTN4,-0.05813174869225515,-0.03694520701029272,0.044804794722136825,-0.03714716366961071,0.004280327059620025,-0.02230282437049505,0.04315992930319381
INSL3,,-0.02969710536428093,-0.015212287755361025,,-0.023030311402187146,0.0023520341252264453,
BTLA,,,,,,-0.026865161613329885,
MFNG,0.11113751693236454,0.08041418151431537,0.07535645051108891,0.03617515152277243,0.0029198652983253495,0.10083504695294973,-0.005674640465626937
ICAM1,0.03850944186649863,0.007274500394930301,0.04137814411845073,0.052542516162230275,-0.0755678348218233,0.044006383861558085,0.009140845360313765
PROS1,0.13926426263089178,-0.018259387832927403,0.1063906752808105,0.027314825917457028,-0.0834313372027741,-0.0022658520618905314,0.0027853851306645617
CLCF1,0.04047009499778817,-0.017949804840456725,0.05824569117205465,0.0385773147828045,-0.04517502295657188,-0.009053468623402477,0.09556618668866516
PSAP,-0.04520167246219623,-0.029847450079294718,0.04472193153481303,0.0006045472282853972,-0.06374568240727553,0.01915848357249704,-0.020926187503160647
EFEMP1,0.05069889036269615,0.012567825671548868,0.15264915728192244,0.05768459846387241,-0.003561370033697754,-0.07930780457962762,0.05770067917898619
C1QTNF1,0.14144814065275418,-0.043825749659009074,-0.018431843499024086,0.059603384245559624,-0.022909041951553643,-0.06857386815385758,0.04414970821173737
ALB,-0.009862677416364134,-0.0343481507676915,-0.010997293141622207,-0.00183779722351647,-0.0004975615970344151,0.02143124494992066,-0.03308667497361485
CCL13,,-0.01982249055261828,,,-0.02583327984635715,,
EFNA3,-0.012621190496248111,0.017960741337783713,0.0073488793492289,0.0335922609102632,0.059835830998294225,-0.015673071931063348,0.031349275895426174
DRAXIN,0.13845552924838395,-0.009620343109170077,-0.016045934964694423,0.022572356541032366,-0.005956959740167752,0.07380379000531576,0.010904798773039438
RAET1L,,,-0.015399741252944632,,0.02676333920046178,,
NPTX2,-0.08737723861236164,-0.014749612697408258,0.008397425372418324,0.0342927721440312,-0.028146099658084192,0.033979438310791296,-0.08671966180395502
FGF11,0.06382362050458561,-0.01994618881366598,0.040173676935701175,-0.019574941543268286,0.010441442883399894,0.003000573345195372,0.039010047429813
CD59,-0.03434892944891841,-0.023182242667440518,0.06033464475564061,-0.03363180848488019,-0.021181350891536346,0.003979149659759005,0.005389267039384061
COL9A2,0.0449323178557006,0.06264849316726116,-0.026473897903965874,0.026208039533183083,0.010419482748929839,0.1534449184481595,0.07788264761413835
DLL3,0.08483067926004917,0.05868528616757838,-0.008596037770947751,0.01299160934969913,0.010091455989652803,0.05551605338389349,-0.02842292104691178
FGF5,,,,,,0.021056955550409776,0.01150599361567567
LIN7C,-0.008626524611926534,0.05169231201251777,-0.05189825660142755,0.09918902863501447,0.02592364326834851,0.018204365851908037,-0.008636892929471899
GDF7,0.19023829065169665,,-0.01320140819957309,-0.02619674191908485,0.06055213232101104,-0.017959912755658867,-0.021178841295839076
PSPN,0.001067612761712815,0.026163888307955283,0.028516494154237914,-0.04258577478931896,-0.06174349374007273,0.05535637746091902,0.03206590218267536
ANGPT1,0.010693755564355022,-0.014088938093637057,0.09290955818211398,0.01717827660142721,-0.04083712460170804,0.11310949521383469,-0.008629507021226524
PNOC,-0.07276191342492094,,-0.014038435548365187,,-0.02219605002786804,0.07413769623102395,-0.020655326674214228
L1CAM,-0.06806936544672482,-0.04552521776076199,0.01831246917624933,-0.047254936002059184,0.03738131275371193,-0.022618555009250182,-0.06061179254470272
APOA1,0.09655391220214528,-0.007522867442240291,0.025277786492040363,0.04531025729883851,0.030502515010661747,0.10804277047126959,0.08722535801627253
PSEN1,0.006727060524913214,0.004658548571379098,-0.001250281259865851,0.012823258780177435,0.03285901960348632,0.007824688932424885,0.047344665045081606
CALM2,-0.11562668506534073,0.08591529850527305,0.07719837276160775,-0.01391028497294856,0.02601015764758801,0.0672663028334785,-0.0714590449368688
CLEC2B,0.08748430432218374,0.04021340594294715,0.024011565812176994,0.031986997227552466,-0.029742100649104115,0.06214352018408841,0.04569553689249207
NTNG1,0.08650448254715103,0.041697709696437206,0.04652277217216928,0.049478463001270984,0.03896665352976931,0.025338289298240006,-0.010449757691540397
LRIG1,0.053575348382912114,0.09018052658319389,0.037281428128179056,0.007465470867085776,-0.00399664623560341,0.0766071193144652,-0.015003810959906862
CPAMD8,-0.018224196214778936,,0.17834802390319968,0.015542244324529875,,-0.014624865643317844,-0.00481573751069732
GHRL,0.0581828036271522,,,0.08457571655009846,-0.02025180122167061,0.013956194960393138,-0.022328926319272843
NPY,-0.02608435449521164,-0.04670068821949836,0.05335988210477294,-0.0645944067898402,0.08018662535592731,0.011470971480675836,-0.07326036056097557
MMP2,0.07781450526782273,0.04736212663994919,-0.04825434869097914,0.04016833751458073,-0.006307768895816808,-0.006750635947187344,0.09842366060419178
PPY,,-0.04720233221480845,0.0603587186941001,,-0.010768245382972942,0.032866537279501035,-0.012355130049948253
ALKAL2,0.06829629974257923,0.040209966529911274,-0.013111804270181318,-0.008736824489403905,-0.03880045319705626,0.010326654541995273,0.05224608350865391
CSF1,0.11781693422915102,-0.010969040348611032,-0.032355707548909124,0.03523491918943221,0.007623841445989672,0.06919730524704812,0.09135804157265555
SEMA4C,0.02259533351828273,0.02634308638031993,-0.04229044484677404,0.028723832442099043,0.005944181041615908,0.07037078182051126,0.018910127224392614
BMP8A,,,,,,0.042873031955982445,
ICAM2,0.08600216202327368,0.04059724095197411,0.05403350611934474,0.03217572003213644,0.024363768690872586,0.05792868751896847,0.028318416393785392
SYTL3,0.0767739200536095,0.014534450098564161,0.02934125601281459,-0.014462876055238737,0.0708159303000929,-0.026305326781615283,0.05250334076771431
IL1A,0.11234674908246547,0.055270507233033256,-0.010506288496831776,0.035500363179464804,-0.02986302593373589,0.10699229797273983,0.03881937485256083
HLA-G,-0.01901227147419328,-0.04372466445816599,0.04325902733029603,,-0.03395558270545993,,
PGF,0.08218111220805661,0.04179575758953984,0.027518406263970868,0.07180046321850847,-0.00464898636074079,0.06979938866669204,-0.008917594970577628
LGALS8,0.06354255949765736,0.013931881778108746,0.002799862919963049,0.007387552884901791,0.009575332368407461,0.019125583059149198,0.008005599022072159
DKK3,-0.08540494420358125,-0.004490741188790802,0.026318025123401253,0.037710944119025376,-0.0020550814440002253,0.07191757015936455,-0.09911382345282393
COL16A1,0.0024956070511337356,0.05760346030062659,0.029383539975011735,-0.0033153221175393874,0.05831016749658905,0.0828970167416607,0.08073281982965047
TPH1,-0.02014615289928732,-0.028657004338243846,-0.029373481072910358,0.10039286969248304,-0.010990008485552325,0.03696164668375663,0.05749163949553333
TNC,0.13755052410250543,-0.049862998293809926,0.024210920956543463,0.018639132106678197,-0.01767375480043704,-0.05018465190086493,0.0006385884609897008
