,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.008228974478132457,,,,,,,,,,-0.01799640581825951,-0.029690114699958116,
BMP1,-0.009123973756888223,0.039916555251941765,-0.009141582878855744,-0.017965341537946506,0.018283723183552085,0.000979190373809298,0.12842710451299166,-0.02488802028497995,0.02955348777218586,0.16615881347763065,0.16927683015142025,-0.019725701823974606,0.0019398257914938148,-0.03691819341534614,0.019433327626981432,-0.0296595505993717,0.07217266901774837,0.09850090399713445,0.14850029760548722
NDP,0.025325539712898425,-0.0381379722205954,-0.031501349223568474,-0.05201468430748887,0.07020844370423587,0.03656035589951942,0.03700803041256347,-0.02404545454744477,-0.01156659596354069,-0.04590057894018026,0.08866399370873622,0.0707672937377361,-0.05410476740953762,-0.019649794760175324,0.05405993001185028,0.047213403678706176,-0.025651795087982734,0.03873738557781196,0.06583175304868331
TNFSF18,0.14227048970954542,-0.01504066530119132,-0.04183418547714672,,,0.006055932027672,0.10715979093705293,0.010783748764001809,,,,-0.023736424227479482,-0.04990431005267688,,,,-0.01855937566515402,0.04581101821950789,0.08700956516547541
IL36G,,,,,,,,,,,0.05071363262473907,,,,,,,,
RTN4,0.014434913611184812,-0.08296445913271289,0.022222815465614693,0.012742860490934368,0.07357941249223539,-0.041190183315423595,-0.1670405336745589,-0.016003565966966064,-0.06637214986679889,-0.10095579097258957,-0.10202884401434499,0.002523253901020221,-0.10986125406473568,-0.03309934174691736,-0.027355859455002195,0.007996053105606091,-0.07325516120798684,0.0053390956539556,-0.17125016473669497
HEBP1,0.039577714233274115,0.062118983719234,0.007162514005507118,-0.020567110693123024,0.010674308021268987,-0.00801712813516502,0.09130672753097496,0.01135502210191515,-0.01893132956059545,0.06147347822600369,0.09394959249963603,0.004899769910369663,0.09116369489484281,0.0856570415386218,0.040187699984508836,0.05829745334915201,0.0014645197372445261,0.027055498663985517,0.09141793984777008
WNT7B,-0.026609796329278686,0.006456903387750347,0.0004557421061366317,0.04161078298454312,0.010646299822681267,0.006692007553544998,-0.047995412153665054,-0.058986905571069004,-0.027551473218072775,,-0.06266258776586857,-0.02613148627103949,,0.008877920146191046,-0.03348587093790459,-0.009598973398534483,-0.01327655482617106,0.025183131332740447,0.059485267989642356
PTMA,0.04572603795958264,-0.053375030548769097,0.07237179608536465,0.0062654741253140266,0.0015772649664311587,0.013983431655966752,-0.12178043970440527,-0.05251661658649215,0.03525763824537676,0.19219653058131644,0.13140533793955286,0.018655726208779214,0.14604079517253832,-0.027608254384504583,-0.09596671138355632,-0.015550059440506204,-0.08425813373209044,-0.011267499778360624,0.03093565347818774
FASLG,,,,,,,,,,,,,,,,,,0.030472444206911996,
CEACAM1,,0.05947613742681844,-0.003090630162723894,-0.010499442582226992,-0.027782359612801167,,0.13554783428706366,0.031085133342302115,,,,,0.002377595403339975,0.04758727358340541,-0.018763785072176246,-0.01689306894707472,0.04823393068414079,-0.018245752019894815,
PDAP1,-0.05452472720423055,-0.10110018573024991,0.031944768995059734,0.017381246913439397,0.03112079497653,-0.05900817231710084,0.12165986481303628,0.025879842409618384,0.030296317870962677,0.036511843127311434,0.1808447811690572,-0.05846136950839039,0.03856887590587379,-0.001817858557725402,-0.06614136480252351,-0.025089958261124548,-0.004921386289141456,-0.022857504627480558,0.0033243247017066793
QDPR,-0.030668547703708363,-0.12524702837131776,-0.00909397680504887,0.0017953994263798956,0.01872889074985282,-0.01444136508188382,-0.17370024249780264,0.034608088720286076,-0.03648611920107564,0.15046665298396708,-0.020494360006135103,0.008191097515476304,-0.029851716422089385,-0.011184792909816818,0.07755464433125807,0.0604502432224166,-0.06378101928703618,-0.0042985736122047764,-0.11397584320779067
POMC,-0.06474269778027825,0.07223131557350623,-0.01543166134224477,0.07756303473765187,-0.0015276505694539397,0.04379775082178055,0.03336860846218106,0.028301999279255072,-0.046495469723518555,0.14614406377792027,-0.04939796686241643,0.006530389588799046,0.03797634008083877,0.03062287837712147,0.03849071700230818,-0.039574429156384955,0.0195394425682158,0.06188598799864118,0.0034553882035708193
CCL18,0.00821482011555414,0.013390922077480221,,,,,,,,0.12155063551663738,,,,0.13973172151060087,-0.0343374965143463,0.008706881055196125,,,
CCL17,,,,0.04826223850427571,,,,0.03858332672389268,0.012428596585553457,,0.012410853209655431,,,,-0.013311997315982897,-0.024386205562407566,-0.02372722150864934,0.07548042388481155,
VEGFD,0.0705949296600048,-0.006423433887507681,-0.005323803705812464,0.04561477570256992,-0.02658058869148698,,0.008167521206541673,0.03903248955199712,-0.03333018272994403,-0.059860758095676696,0.08341101161382722,,-0.014299372112337144,,,-0.01689306894707472,-0.02502489530086932,,
TNFSF13,,-0.014521061261111549,,0.07118303851348645,,0.03327679674361932,,,,,,,,,-0.007976746949347002,0.004974165317983396,0.013711487266998536,0.04712638369245824,0.03292232469978732
WNT5A,0.171197713979383,0.012342732945612988,0.0007888518709417568,0.04370330195555475,-0.023531982646252114,0.007751384124004121,0.1412949330915468,-0.02714214267985324,0.04701321719384251,0.03046491348677516,0.12228940803519005,0.019237656440214652,-0.03468937575593281,0.02973340932193292,-0.04070473990494971,0.01077763811304206,0.04542841056265192,0.20079001951593278,0.10604273476729578
CXCL8,0.05748715249871438,0.007659129548039367,-0.0020425138228644534,0.07019835156835044,0.06353856472043504,0.020118545820244034,0.0732002557233619,-0.014020648521253568,-0.011629419759289767,0.11555482650660581,0.0309793187413115,,0.12293611879033983,-0.07116242747377628,0.006181359937791622,-0.13036424550477474,0.02645418245093474,-0.009581410154595283,0.13258635905252053
GRN,0.07936007241368087,0.15155793539737028,0.03372021795543294,-0.013210608039820586,0.05272652096279476,0.002978849897445876,0.11969652387168822,0.014297623939452908,0.07206001756496573,0.18606619055335713,-0.028281196982856565,-0.03800503368788447,0.07546654278465009,0.09542374822524122,-0.04380576899894837,0.0012988406974359548,-0.020556992084560764,0.22383837888810837,-0.03346161769853705
MIA,0.057957138976599425,-0.019583827797154858,0.05004247028854422,0.04195725223946648,-0.034266331011729524,-0.02320929619372093,0.030623426509374142,0.0041341135255736116,0.031302841670065806,,-0.040804335178408785,0.032347677297365554,0.049599133555276634,0.08816821822645286,0.07461495131365432,0.14097186810261436,0.012737367360914149,-0.0346635514965629,0.06460609726976958
COL4A4,-0.026107597459066084,0.042628135529564515,0.013136996315475843,0.007386996180757805,-0.0597474241357606,-0.028061000579602206,-0.023665358423880956,-0.013122417727480126,0.01844871287314756,,0.04074652354383972,,-0.023522574299679293,0.03903525150729557,0.001254070424298579,-0.027048444766158922,-0.02267998080429188,0.12970642123017584,0.1472137258639585
TAC1,0.01564839227207883,-0.0686295728554671,-0.008998976614058863,0.12467806627141663,0.04083612025727072,0.03356865540317706,-0.08665759480431597,-0.04404601513343687,-0.033566704936415434,-0.1079593259334463,-0.1571661007286025,,,,,,,0.11655140992045895,-0.046963406238189676
RARRES2,0.1361139676969616,-0.0328284672092796,0.08130539983205513,0.07176027109160188,0.015453422226692928,0.037296879143124725,0.1455413668524468,0.10039059939507834,0.028212747645005913,0.08092462461232408,0.10839398936572961,0.011484616814964573,-0.1148369752009431,0.013004418986434884,0.012165894705919196,-0.0285488309176846,0.0038017249074331163,0.12188099888128785,0.1361777050829399
FGF7,0.0027997896668783494,,-0.032239771873944965,-0.010410735306457438,-0.04290717150372175,0.02243322110504433,0.006484083086750231,0.018052485184479158,-0.005783621938958764,-0.030098972132932132,0.027167829261449433,-0.07086336073309918,0.08945453845809632,-0.02733037482573332,-0.012428590038597658,0.08699141993446897,-0.03230576764398272,0.1014473257668982,0.036207043702659626
EFNA2,,,,,,,,,,,,,,,,0.16013047805613043,,,
HBEGF,0.0023932902797546545,0.0882392983462682,0.004209861736247829,0.06557131784252193,0.010045160877181915,-0.02745851568384176,0.07669020489925861,0.12393735854624385,0.04760244006843724,0.10971269608484248,0.041057689536572295,-0.05971679241580007,0.06883230812595646,0.05963129179022716,0.046574170286648744,-0.0020809861844013713,-0.008360583929709215,0.09493207033659452,0.2136223840003294
CSF3,-0.017432687747288757,,,0.006160059854603514,0.03052995854538034,,0.07332314922163642,,,,,,,,0.024706077474048502,-0.049549320311246696,,-0.004967891192189643,0.1733541685523676
PI3,0.05407535943022779,-0.018389781401713816,,0.028211278802145953,0.09074299268911677,,0.05668400349989186,,,,,,,,-0.03831943913065503,-0.08580933585261603,-0.0201601444939988,-0.0971764046130311,0.08068993102581103
PCSK1N,0.04285991053493773,-0.11164121142402116,-0.018102800294116497,-0.033145904989004604,0.0390252713258949,-0.03907553143629368,-0.008226948635964137,0.04992351619994208,-0.054972420881850545,-0.18324617090131737,-0.1213461962938756,-0.08504275389784215,-0.041349495473212934,0.07450906366371847,0.00767489446776336,0.0855990290492462,0.03374493756949623,0.0432943140136442,-0.2244517057457196
NTS,,,,,-0.012109334453887198,-0.012063549210163275,-0.030774091564960217,0.028524937115206202,0.05991018613710259,0.06898975497939253,,,,,-0.003902633688736139,-0.019560862039777704,,-0.02638836353823041,
SFRP1,0.04665797405481553,-0.004144290879159707,-0.05441793448720142,0.02092570646527679,0.057821906130857206,0.03876381918016922,0.002942520548483048,0.09749592097661045,-0.030862995484359754,0.10717949029064958,0.000461622912546115,0.010163585807840297,0.0431060064095206,-0.01779451206266424,-0.003286602068425202,0.06015905494938938,-0.02571542882633637,0.05813866532251271,-0.006216330499692707
CXCL13,,,-0.034964931130681116,,-0.03005132117119413,,,,,,,,,,2.9729722761566487e-05,-0.04125175122668058,,,0.2051975852854556
MICA,0.037326443233822594,0.06218624080497371,-0.003566324113171585,0.07866204980876694,-0.0033067773097330126,0.02190133536179381,0.1522764419047768,0.002069360960421781,0.018191554365645395,0.08872422600818754,0.06785189930888522,-0.060653766027873056,-0.09557615063005855,-0.010839935742130971,0.06023653067337116,-0.018962539111866433,0.020976685301321876,0.1503392604592139,0.14022759451515596
TG,0.033156425054199315,-0.0027211719372548767,-0.0026645239196078137,0.014023013898198086,-0.026702666134342638,-0.01909403193875242,0.12960828139320948,-0.0597006569512704,0.07083013756614742,,-0.014020546840311099,-0.030419336000552053,0.06664116609457565,0.05538119890880512,-0.017688316242867635,0.04230658437473664,,0.004928218320592563,0.014845328913310914
