,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.013997125817710943,-0.013221175199477332,,0.03492233140965006,0.07494668306910449,,0.00038768783011716284,-0.006394182750803854,,,,,0.06593854978558601,-0.03599425513134936,0.014165438813756042,-0.02090743798847408,,
PDAP1,-0.1027411883773949,0.012910900017276683,-0.0028201037643400197,0.06781270102571946,0.011829471142611193,-0.024817044121870215,0.017603907270974196,-0.05649539951878723,0.02971644842596034,-0.010371077868038795,-0.008561589722189279,0.050583098822628916,-0.04279686494403537,-0.001371053387313737,-0.04228046006156353,0.0654885954608813,-0.026841077162291782,0.0410214210473816,-0.029286716680830598
QDPR,0.12307787922557387,-0.0013590462675428117,-0.0007776042658142286,-0.018739881387889075,0.030347287298187833,0.05598452024253588,0.05736621033893917,0.04307592630292326,0.01067225003137665,0.01614870932571039,-0.14784601869070868,0.047616762803366665,-1.702930075636017e-05,0.04135110743227459,0.0970261635675756,0.018311968218609923,-0.021817491877090492,0.009800582060712677,0.037173619270285715
POMC,0.08001458466796317,-0.001409708227956918,-0.023491918988836902,,-0.019338618841567037,0.10908040191577612,-0.01806986471155358,-0.014883831864766913,0.0039081250571784115,0.02484793642288315,-0.03418929914839967,0.0031815930042506492,0.020419190485116496,-0.0031979602437674634,0.05063413890458277,0.009349732377519284,0.008262728997075997,-0.04715310152026336,-0.002501893500097906
CCL18,-0.03030400557794598,-0.027332487055233733,,,,,,,,,-0.05697236794022281,0.07169525080757154,,0.0331266107032649,-0.02695207328560926,-0.06758909056884076,,,
CCL17,,,,,0.015158325769847077,,,,-0.029345147031206744,-0.016758295686411167,,,0.05962823396532336,-0.007105280658308545,-0.06553817205151621,,-0.013620010518512127,,
VEGFD,0.001000189859332278,0.061492533318382975,-0.018936680917251696,,0.023062819232796364,-0.025403203530719835,,-0.02229485367277416,0.03183058794880518,-0.01994157090948847,-0.036031577219592784,-0.01759937852309354,-0.018584774340212423,,0.0020338556220633863,,,,
TNFSF13,,0.037878273280517606,,,-0.019430470804652024,,0.04570146765342632,,,,,,,0.05155190734539775,0.028970201528152772,0.0018145784546633138,-0.022192670323828684,0.08526719264554068,
WNT5A,-0.08396389417986573,-0.040384292377843814,0.033467264948678785,-0.03551905278450358,-0.021764396235436263,-0.0024100284137789827,-0.013371232311747024,-0.0628804913427351,0.04090442816557467,-0.07403068523870723,0.037981193833079796,-0.0019992307178025915,-0.04483679645452963,0.044109360029990614,0.05028928328654977,-0.018921271200623226,0.0020274843395181427,0.032424676282203496,0.0678570189562989
CXCL8,-0.03635438991550513,0.001830893259528181,-0.01773118559804074,0.009989981609488259,-0.0011846598977188773,-0.019494056038772193,-0.030747649453577344,-0.042422524155576354,-0.03893888688375875,-0.018570457919245397,-0.08210391659527619,-0.028578072543861237,-0.04392705318343107,-0.00990374861297219,-0.21803857702446966,-0.06207673519070178,-0.07838074692890833,0.00435498190350541,-0.028121665353449225
GRN,-0.010959721241539948,-0.04395480192041408,0.02399217998038759,-0.025937311178787253,-0.026789638489613212,-0.0085950982808729,-0.026764552919907696,-0.07149993692043606,0.0007644734702581683,-0.017307395952319282,-0.14630223261359493,0.009666841189165195,-0.022680008311657656,-0.016594381867469296,-0.029270242474758006,-0.04164562216257412,0.025401320747186568,0.006151522652526698,-0.03665573451374433
MIA,0.02942081413578021,0.001133742936975258,-0.016840959712239822,0.05687548683040307,-0.03262159391637987,-0.01727090598049714,0.04649161269593748,-0.022198831059244688,-0.023188733777270383,0.01630082052366674,,-0.023867919057044027,-0.025452700153786745,0.113451562979242,0.12818826566109243,-0.040063004188980775,0.013343308594418731,0.023006851576369915,
COL4A4,-0.03437165010866044,-0.0002146219776650621,-0.02832147821449923,-0.046751451157132445,0.03211335673092797,-0.004605484587544029,-0.020566863944160293,-0.01975203667970665,-0.03063724140044388,0.024537371737827263,,,-0.01127742354877996,0.06122799611112608,0.017875375029656443,-0.02578524035192849,0.002972265383335271,-0.05388111146291438,
TAC1,0.2611807307561517,0.07561923557241497,-0.02370260571093788,0.030201587148475328,0.03017148921219383,0.0943149482010462,0.10271019486545323,0.15566798750776586,0.09530929034868778,0.0740767220550095,0.16712264985787817,,0.051387460559921196,,,0.004587880995745582,-0.017904888767546,0.005827132177836917,0.08149018764766912
RARRES2,0.044353614785375556,-0.046128204800126714,0.03504524480681875,0.08002802131012395,0.0334874337995456,-0.04316387980976289,-0.009330575579193456,-0.09303009285275393,0.005301158089769732,0.01987695024065939,-0.024464338860744738,-0.06711818026754425,0.015838563793953486,0.04066832835687186,-0.0734966999456857,-0.03252875998241771,-0.01935716357231514,0.008387439788143852,0.0945894078151945
FGF7,-0.028921651102757386,,-0.02137354595762841,0.06156293616222854,0.006670589828484507,0.012315711681524079,0.02802934968082388,-0.007225803219997449,0.016848089985333752,0.07608335490980517,-0.012134349557986056,0.023981192931361226,0.00632591544758292,-0.018063714031150948,0.04020431471092334,-0.029951292488571066,0.03619186461669247,0.043027388184191724,-0.06526184901373118
EFNA2,,,,,,,,,,,,,,,0.020905653829935863,,,,
HBEGF,-0.07180429098671016,0.006130664109029998,-0.01795837431480707,-0.018507961506396272,0.02159781564071766,-0.035153202123173716,0.015549996840347607,-0.04675914729968103,-0.05022724603784357,-0.016060860462088766,-0.09688100395880858,-0.006776965609915114,-0.005480404309219496,0.08644929032216023,-0.01722760358434046,-0.030152802667963604,0.03333453418945108,0.05694790659030828,0.010895015314720539
CSF3,-0.03437162289652237,,,0.11316729016230526,-0.024779901634862836,-0.013756718062047183,,-0.02089727462763317,,,,0.0031106981630763825,,0.00525554364850949,-0.11247438785227756,-0.004055648292613073,-0.01433976994137641,-0.03815727951980758,
PI3,-0.04071831285113541,-0.03956635446767025,,0.06970746853867921,-0.037768028779840104,-0.030045144546561587,,-0.023530607044885753,,,,,,-0.026166488764020467,-0.19088781980395503,-0.09716104773483397,0.05504490119917197,0.056174921989182704,
PCSK1N,0.15267427992753327,0.02016070741035886,0.03560457541169615,0.05937369862811024,-0.027866962633343345,-0.010220066985606008,0.013224809037078811,0.0724272457974095,0.00860422641080308,0.10627704851536218,0.1742882032019875,-0.004154357470528758,0.040677565633481835,0.03823156012740912,0.023192545281771986,0.13644540122672225,-0.0125938034508542,-0.04990024761318627,0.09524880346396716
NTS,,,,,,-0.04949085038450018,0.02218738158448833,-0.025685264279046646,-0.027238346565740756,-0.01549250025316692,-0.03243999381658587,,,-0.013512844979486656,0.029337966912226017,0.033990932418371284,-0.021235243894690788,,
SFRP1,0.16389536032451352,0.05834751070053665,-0.0487370306377301,,-0.0245786995100879,0.0982034002590034,-0.005256189101125725,-0.026840819389987277,-0.042612407436937345,0.01447957471638883,-0.014117547827537776,0.00696034947891014,-0.022363926103409443,0.01566240261604393,0.0639322514489059,0.07636192552552298,0.01959085959672434,-0.022345592992515238,0.05576728007039417
CXCL13,,,-0.011419850875977857,-0.02376166929575089,,0.07482739396604828,,,,,,0.0883320547437124,,0.02552386802362647,-0.07384501226876522,-0.03521980250665532,,-0.012484397033993844,
MICA,0.031501807677174545,0.058425860080655125,0.033602534860757406,-0.0393786325856353,0.04059151166205662,0.01701142739150699,0.08652578110733883,0.04730049850042074,-0.01740863002410154,-0.043766377106869224,-0.029484137416842814,-0.035723407079577364,0.027107570265921675,0.07794084968046577,0.0848946018802596,0.012387896876320697,0.05811955471373096,-0.033979909346453806,-0.024647060296518555
TG,0.03649715596077402,0.05697780224440637,0.017921060969412574,,0.018754056163281956,0.010312503960298355,-0.028980636637067635,0.006129664665924183,0.019566970626372426,-0.005010764370051545,,0.07095139519544987,0.039728599555446914,0.05238531153285685,0.07827056360745838,-0.03164973445272224,-0.012848655423097814,0.02058946982056477,
ADA,-0.011852031335234905,0.012864618447528649,-0.0027584130216699535,-0.02379581979599675,0.02253900218170165,-0.03163653421556004,0.009770286719453536,-0.0433122082059273,0.009185775073001879,-0.03195329035533702,-0.05790092255489255,0.030685558301826125,-0.06898810417168022,0.004760007385885761,0.13161026795027353,-0.02009396249547886,-0.00866700799875884,-0.051499804389908005,0.10937487008814621
LAMC3,0.07282289036653998,0.012524704896162673,-0.010210767065288494,0.023837496617270106,0.02115844528440029,0.009855919874111854,0.07035625178151736,-0.008879836290983947,-0.040161130335865984,-0.010440518937500873,0.050771573528243755,0.07140568289912776,-0.048193890453876356,-0.07252505103104505,0.06601816509684048,0.03636826735323195,-0.018422587459119514,-0.04035512980399678,-0.04478114122820622
CCL7,,-0.035137370513705725,,,-0.019177034386883816,-0.03807768290906588,,,,,,,,0.0512155248471081,,,-0.015026688877404666,0.02062795819124084,
NGF,-0.019802469015572262,-0.006910238986093386,,,-0.016030160691271934,0.0244633654431646,-0.02765530045186774,,,,-0.032440015176169436,0.0718918204099112,,0.09579729784988843,0.08154357244305896,-0.02017017472347182,-0.025095966286063493,0.07466962891500392,
TNFSF15,0.07073866478228225,,,,-0.021354565726532177,-0.0025344075547807246,-0.02278017198711062,,,,,-0.01683751688513753,,-0.00031094101259540385,,-0.03121204471570303,0.01514161358288799,-0.0006672417285950436,
HMGB1,0.04905225155229071,-0.06559748039228559,-0.03059746028491425,0.056240801067968665,-0.0017736564186329527,-0.02241976231406882,-0.06842408847070512,-0.07877433465375726,0.019200051542247614,-0.03219030833815135,-0.0677016995278616,0.048850430388279326,-0.019358393648101036,-0.060180437279017764,-0.043750678932284036,-0.021454510566178094,-0.0012454765867185701,0.021668373429627314,-0.04281099347691265
ITGB3BP,-0.08585442588367277,-0.03182321005552219,-0.028619937842947463,-0.018935361571529984,0.03316063261804896,0.026988765067821864,0.006468668204991713,0.015561073811342358,0.041327379905373336,-0.029810294177358667,0.048159994947612327,0.0011862249177654722,-0.0028565637324419924,0.044775022954774694,0.030128218494565935,0.025682694401019553,0.04500550909737545,0.037608706411205874,0.04755080474696576
AANAT,0.045433441254161024,0.10319032591510581,,,0.025089701496650883,0.08921346590021949,,-0.01884990723451112,-0.015954044594623792,0.17030540852384077,-0.030498385095247108,,0.03678389478011483,-0.006545205155200568,0.03653082484828927,,-0.0158988634779514,-0.03460676253916186,
RELN,-0.017299676496076465,-0.02772248838697471,-0.033939264430893394,-0.021554033200225482,-0.03372694955889521,0.005771611868722626,0.0347857685685899,0.06372784356107429,0.017076796566801816,-0.021142838980991587,0.016919967501031558,,0.07026949261239998,,,-0.01705082684146702,,-0.016381589696072184,-0.08891991659951339
IL15,-0.03482366265083167,-0.01615701622453044,-0.02290386819145291,,-0.026015252567770986,-0.0038486700306734666,0.03700582805354637,-0.0491682393257717,0.06557651768312488,-0.04874533093299372,0.001339797745564925,0.0008424315280809758,0.08838906559969031,0.1237119151748362,0.16591398401245633,0.04283017146492474,-0.024683826740350263,0.022160019793373977,
UTS2,,,,,,,,-0.01762253381364808,,,,,,0.11983478902159042,,,,,
BSG,-0.034241853436455166,0.02242252115825268,-0.04798200535560668,-0.0390631980324088,-0.022119695525301825,-0.005080108824548575,0.05522720387328076,0.06994806329752329,-0.026030121006288428,0.01979443760366181,0.11461956232153805,-0.0624301975594232,-0.0015478854418189115,0.12035164086957496,-0.045029869162335985,-0.03583189924364893,0.004440412539153397,0.05455672083133309,0.06991999685360177
ADAMTS3,-0.06495206477030017,0.03845666204630587,0.013767587875293537,,0.01271864436499665,-0.03367669759882868,0.0020444359660951967,-0.0684968398735393,0.01990541913494012,-0.0348659110541276,0.018962507742037667,0.028596058527843086,-0.016244727258353475,0.04474801058291154,0.06098793950626717,0.1055893200294172,0.027069594344481782,0.011058967556174082,
CD34,0.15079870678288199,-0.02261532664153709,0.005597950371001815,-0.044901366625548084,0.029979183848848415,0.06751514034563035,-0.026368563743385205,-0.014649286740286913,-0.021162986197444975,0.028501867528274626,0.057154095992778965,0.033465961161147806,-0.005906214796189389,0.035918568459344,0.12079086638182318,0.022393848480316985,0.020032506071559982,-0.015073852594368279,0.08430792359407187
CCL23,,,,,,,,-0.021448202207045925,,,,,,,,,,,
PLAT,-0.004918391230088839,-0.0179848030920821,-0.01451743389449703,-0.030818638778506772,-0.004302263857424927,0.007349201030382012,-0.02151080425697896,-0.09003875897361109,-0.010714154413012305,-0.027536016810584745,0.009686477620529573,0.023186385819130503,-0.059985584749907395,0.09030913607532777,0.15702888887911012,0.05184351210717044,0.03125840480909834,0.006865449093070321,0.008813912817973318
NTF3,,,,,,,,,,-0.03660986262246275,,-0.024288181963074983,,0.04839706096943909,0.1567435474360586,0.034132808172116204,,,
LTA,,,0.08318334448095456,,0.06328327472762069,,,,-0.014183135915300566,,,,-0.005315746811362562,,,,-0.02139747422509187,,
CKLF,0.05272699857591002,-0.025823714976867914,0.027187566119123346,0.014386704888859151,-0.007846447298292439,-0.05444683416854049,-0.013432561054317551,-0.07370170069781726,0.003187926003720598,0.05194242535673437,-0.10323241119239171,-0.02073167439484807,-0.050197320700836295,0.03150416573070467,0.08618510635271269,0.005017620979609231,0.045385591671727274,0.007121088050454744,-0.012791675189357435
APELA,,,,,,,,,,,,-0.03103905998288016,,,,,,,
CD24,-0.013557775658831754,0.017285663223349044,-0.012855821589890926,0.0018873051198326901,0.0106756062071568,-0.008361551481412594,0.11892742398732746,-0.007307637629162989,0.01531436460801322,-0.1350316158366622,-0.04332172409318163,0.0458619270652018,-0.007419495775278354,0.0811275620234142,0.11151390831548334,0.06773189876826562,-0.031600905405653065,0.017509766940320644,-0.04655732332044616
HSP90AA1,-0.06406867865543836,0.02949407784563385,-0.00668305838664816,-0.031558541626909874,0.06156143085884266,0.08347823222601396,0.08754066250342103,0.07280602910441504,-0.0325998750077445,-0.011729795131130233,0.1712062945941746,-0.05013109760086517,0.04272623566235433,-0.05824328690688918,-0.22688907175294384,0.003934873289815308,-0.014144795851988827,-0.03414035992703796,0.08231642054805302
BMP4,-0.042857386889034454,-0.07821975449537755,-0.014015222175024121,-0.05945741499835075,0.0002136346907295097,0.04312978944876658,0.08134162215006861,0.053427962476960224,0.05406887099026268,-0.021789609775096287,0.07466739938666733,0.012892958003267105,-0.018382974676621488,0.00853168750292724,0.06659618355231255,-0.024513347588696575,0.03318331123690352,0.02833273826032793,
SCGB3A1,,-0.035137367000015615,,-0.020592915929970552,,-0.030252083708367614,-0.030500960479592006,,,-0.019130243857219804,-0.05368569267969577,-0.02388557915221137,-0.015053804930845354,-0.022315907815638705,-0.014605241044286468,0.010057550636670555,-0.031506949077173094,0.01180732608208759,
IGFBP4,0.0019488259876212068,0.018833171160884794,0.027349880844325145,-0.02016097035609237,0.014737484657839979,-0.04036664358744834,-0.04809984133391545,-0.01896685712424272,-0.00976497880638583,-0.05612623075718518,-0.08506073878054657,0.020544293788900984,0.01430225587908779,-0.05113386891119565,-0.0569220546394292,-0.022117695252196767,-0.026341335951899025,0.035816696427763264,-0.05064156011002839
RSPO4,0.024594972835675334,,0.008363873969054397,,0.002630114310187356,-0.03491582223185376,,,-0.011099333750086003,0.03907480386831661,,,0.014835879256082185,,,-0.0009220819595741121,0.06304571908289916,0.013451376177964021,
LEFTY2,0.06655011037067787,0.043480079656427036,-0.013383552719984752,-0.049104886751905136,-0.009312419750751954,0.031723292949017684,0.0050462468815605874,-0.020093245956845696,-0.028950077722458657,-0.020976543289170133,-0.032440015176169436,-0.019038009617258843,-0.026632425151665893,0.03366912530704875,0.012761792394335916,0.03312939064389698,-0.04923568881807447,0.03449282607083592,
PF4,,-0.0364493778900813,-0.012026457023707748,,-0.01673158469245075,,,,,,,,,,-0.03954990691157673,,0.05528189061981916,-0.034183924096473854,
ANGPTL2,0.021134517760119546,0.03646292359715677,0.01698766410368722,-0.05172809369618138,-0.002799976091429466,0.009400452058851037,-0.02542729764089756,-0.07225092098061431,-0.020763296409588006,-0.03504551905797283,-0.059436358218954766,-0.042407290087358496,-0.0006867262310385624,0.06660563719688987,0.09649470540536574,0.03308703860105299,0.04569218015635929,0.01420423976285328,-0.022706355185789652
LRIG2,-0.034592941658233366,0.002146192376886658,0.001277229545365857,0.0007007713615619104,0.004675277485932874,0.02107622910064218,0.06035374652964156,-0.022664602319675035,0.05325001144391018,-0.04394249941888852,0.0521549089280384,0.02510602135578983,0.019955946904468943,0.046819726221494176,0.07793606636995974,0.04590323778567012,-0.02960608062109177,0.008949853290319958,0.07517981241020355
ICOSLG,-0.06741591496322512,0.04385023117140932,-0.011115758631403645,0.030113625612971557,0.027004981184963292,0.09159728530684742,-0.0017546644033173563,-0.009098164891270475,0.016626591475569677,-0.012115805260567356,-0.1233055233115161,-0.0031650343072646006,0.028718756220396744,0.032880245428896775,0.1222437168967783,0.016172143888194955,0.04630391869830189,0.024844737383282717,0.06592734000574835
WIF1,0.18473243972692197,-0.02640270702056394,,-0.005713036288961643,,0.0016025622239556393,0.0023076795558179615,0.095017788569083,0.028528510608923717,0.11274008342700743,0.010917953451759962,,0.12001752508192091,,,-0.019122325224556782,,0.07032160370099197,0.05137715661961978
NPPC,0.08590965995027101,0.020392029434255218,,0.11820469760612935,0.055819275839055695,0.01422663405414865,0.024007076239802118,0.05361255752674373,-0.006620773925505787,-0.02658635349571036,0.048781215686930904,,0.03282452184358076,-0.0025887233054014097,0.04181803962911186,-0.04726985082548748,,0.06330805043989265,0.05102179536220923
LYZ,0.004732746534298323,0.06777108571575202,0.022151583212083017,-0.02383941912309239,-0.02242258482565007,-0.030407534255967768,-0.03358982910958137,-0.07613379303221642,0.027555140619629378,-0.007950188243037407,-0.06756908894520852,-0.004205589286671099,0.007732315578657449,0.0355636423486124,0.05109644880393438,-0.004597009377923911,-0.018310287517011085,-0.002041717601180796,-0.06357892607945857
EREG,,,,0.07938879467424022,,-0.0007833704211139879,,,,,0.10151963162269642,0.013009467520156517,,0.003660742252246351,-0.05975182051956244,-0.04694605558916988,-0.006487208224374567,-0.011470415259344465,
SPTAN1,0.1454966514172789,0.007495048866107711,0.034741497351501935,-0.037889810733012876,0.027561331367384548,0.012130126852966145,0.06688878407840981,0.04749083914294568,0.04617858585139156,0.0022593033174498024,0.15252740591165848,-0.005389906267819275,-0.004947380382555298,0.03268604478631863,0.11592452590186977,0.03194459663320004,0.035217333986721604,-0.09257547187961138,0.11273607120306166
PTH2,,,,,,,,,,,,,,,,-0.016344030378356102,,,
LIPC,0.04887177546754354,-0.005918409562686411,0.0001934859233479287,,-0.03006790381646841,-0.033804262736005494,-0.037053281248400266,0.00901761915088405,-0.02805496835964507,,0.026161107131212332,-0.02783574723165546,0.015197295720317286,,,,0.0051632715079210885,-0.005979118193879212,
COL8A1,-0.07893590814409235,-0.06536799906436669,0.0037269578029140204,-0.040856809207112724,-0.0147706159115533,-0.06811633871691825,-0.06048762384787569,0.042349394758120246,-0.01790155128172033,0.0121597645245921,-0.013696741032710735,-0.030875144471981766,0.0016912971792244166,0.0762273978685629,0.07970442163298253,0.008579963392172566,0.012567503485893703,0.03806433706911879,
GSTM2,0.05563536172540433,0.0025723673421538585,-0.014376888721226968,-0.013766595963035012,0.0012776698106296387,0.034912163673592685,0.09236369196636707,-0.02835603560490383,0.0025143823320325377,-0.024860065147976847,-0.013625156909932523,0.026951725086233495,0.05978204624738634,-0.013864054120885398,0.11810296155099712,-0.03300348358340046,0.02916496593636894,-0.023279449956509924,
SPX,0.13932769822669197,0.1556435270317606,0.002455977864811257,,0.005834933454995645,0.16667346364602859,0.007807429529130255,-0.0056950134474933346,0.05486817791927343,-0.018998922333947663,0.04441144276988311,,0.04534283084116587,-0.02752670472977234,0.09088459894304861,-0.05071102244295908,-0.023838840505183232,-0.028679622251873507,-0.014297508811946398
MFGE8,-0.002408399222087555,-0.05299422547814944,-0.008965192633625307,0.03642179487340742,-0.013341463621803122,0.034444084145621306,0.01660945372069193,-0.01777177303155967,0.012708353216319327,-0.07493933468240122,0.0516356283517203,-0.08162327399145947,-0.019540219798156757,0.005088139968453316,0.011431576780353449,-0.038088070146659145,-0.016699374914258387,0.026951728193100637,0.06822938494256894
TGFA,-0.13786595898820436,0.10321917359610643,0.0233678389597347,0.007415902803508628,-0.02651292526524902,-0.040844354171152876,0.020813761102727174,-0.061484907731481506,-0.027946131106779987,-0.028347456341099985,-0.13496655657606316,0.021546971344166766,0.011136395086741946,-0.0014916900826997695,0.029709619622507944,-0.02495880133380377,0.029228812723818963,-0.046370465399499856,-0.06496922257624665
SLIT2,0.13587890768244656,-0.00013844383093971436,-0.031358612111995476,-0.02599882919871689,0.013843883992239339,0.013058514312086978,0.06797673621063108,0.020863308143012946,0.0345946543376287,-0.026964976065804034,0.0832619649087284,-0.03687168487275512,0.0432378079012391,0.027558922445161404,0.06463547412364573,0.013917965252410899,-0.04288659423523969,0.11331610366030309,0.14767626071784362
PLTP,-0.0035012907625690567,0.03014778292089683,-0.03060615710331962,0.04758122665585352,0.005316117482446602,-0.034677086174368855,-0.047502048530834694,-0.07257093320018351,0.06385406841079476,-0.028440663918442355,-0.14915250616735942,-0.03266959568519461,0.0021546691108400135,0.0008887608788749036,-0.05262790575240986,-0.08830535688274166,-4.2538794972023965e-05,0.06427406690131865,0.038722318332911676
APOD,0.020333100514128986,0.006771600360865317,0.022753316322428906,0.02486027236695128,0.012336727975889552,-0.014481100744515772,-0.0018300325173929246,-0.08056690803258067,0.05443411653634113,-0.029464114365793385,-0.11525939323389828,-0.004760165441291714,0.027272913474865858,0.08255914908557452,0.14752336589264173,0.014261261779411555,-0.088510103543915,-0.045217305629721594,-0.05438757748433597
B2M,0.03995970859808799,0.03527810228282951,0.028637743866857152,-0.0072306118358308365,0.01072486197805257,-0.0723152763602066,-0.07167146659615473,-0.12772342316641705,-0.025962061659689353,-0.1078655422936261,-0.18587595474012536,0.007866056905701411,-0.08519398884914436,0.0387210764532428,0.07797119399043259,-0.05690330288676948,-0.010543860645068345,0.02127420263717124,-0.1350635002443228
OMG,0.16476081086608133,-0.00929949549775525,-0.018373146808711195,-0.01860149024421306,0.09036630480929056,0.00422347233614061,0.02886505532526522,-0.004207398226733137,0.028486475916561255,0.04849206298629989,0.0022195473007786018,0.14658850842750876,0.001630185943798848,0.06029078089146573,0.1808419277654693,-0.03508102284135773,-0.009606363135706354,-0.10470073308942048,-0.020560906711005373
CXCL3,-0.050551441856810965,0.05538748826543015,-0.024725251104319338,0.05628838933035984,0.009228450069537392,-0.017387948416271514,,-0.024749027124667727,-0.029701871270903124,-0.02046531424612474,0.056524488400856145,-0.032181197273715434,-0.015536931866894222,0.0060031355005891575,-0.08035560286832208,-0.09195715504838299,-0.011546045400853175,-0.04712776004969114,
CXCL10,0.029518811674644922,0.04042766000332138,-0.007732267723697077,,0.015815483348830157,0.016982838139842464,0.011643083295864292,-0.07536528689825214,-0.03047766386703662,-0.03108831023101929,-0.05375320861109153,0.0598536619605328,0.0028204424210193043,0.010994317853894353,-0.028676627701583673,-0.0006897172582198318,3.3243160370876064e-05,-0.0008947853057471875,
RSPO3,,0.0379502313404562,,0.035487875779586855,-0.019430471442737234,0.08511834681995609,0.04069848000575508,0.05962029852111414,-0.0013683643237271225,-0.0029928007783057518,0.0648707941779721,,0.0266434917153937,0.021856934551889792,0.131180885753525,0.07667501217247384,-0.015249150884930568,0.015199014619805157,-0.025002813728858854
CORT,-0.027122088537526654,0.010609993318219239,-0.021478490673849212,-0.043429524474280064,0.02396546626746851,0.06820768758405875,0.046703799107696946,0.0010909494308700587,0.057564803277173344,0.007858347720109177,0.0010683250232782293,,-0.007399641612655813,-0.013979541847092308,-0.017986310642738736,0.009682878016326342,,,0.19105513290136705
NCAN,0.04154908566958101,0.06068350789276484,-0.017994835743003174,-0.04735275536083984,-0.042284308830322366,0.11562029389014788,0.012591735695753201,-0.030526471645343778,-0.0002924299962078843,-0.023918390783994405,0.05030729916860699,,-0.10810148608067034,0.09779166967918887,0.17638477820588,0.07711109124302577,-0.03411031393400722,-0.06804721165004896,0.0908453244477006
PRG4,-0.0370152828525864,-0.019794969980263,,0.07172417310064319,-0.01917703737533995,0.06638776364478749,,-0.026813315262070796,-0.022788878940133466,,,,-0.018982327477831067,0.02586257723258523,0.009194635953616293,0.01402742845303306,-0.009960883406346516,-0.04757936521800666,
ZG16B,,-0.002042790202852269,0.2325460304307815,,-0.009045474537810086,,,0.09432333250464865,-0.020346478406282575,,,-0.025114592292152675,,,,,-0.019014050041701896,-0.029162393151110282,
TGM2,0.06163704052607398,-0.006005561047348993,-0.005730682026940095,0.05688898214039682,0.011175577698274675,0.01051695831166798,-0.014068309000101493,-0.05309353088088523,-0.026809139431041993,0.04792115554099194,-0.0015151067593627847,0.002509490399569211,-0.04029890036535556,0.019974934760210186,-0.0017274296967693611,0.0449947635104543,-0.04488540464117375,-0.017743215173346347,0.018276987959200353
