,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,0.07235698031014397,,0.03647077964320737,
BMP1,0.010997862082898137,0.009372046105320494,0.046348101566485604,0.06076241077277106,0.017488438277596764,0.04380287505351099,0.0859698820041188,0.001047812857417327,-0.01571131148840654,0.0804707171461087,0.09880047463074108,-0.019413189924282828,-0.025436849867769347,0.11365625439915307,0.007425877598441628,-0.04399809851573703,0.07564352810148199,-0.01688817014293345,0.06439847951378705,0.10477144504009767
NDP,0.06529822226635155,0.04093298313791191,0.011762500754482303,0.008083526532588273,-0.0568289866113501,-0.07090583920107378,0.001175176467396048,0.006920317111490973,0.04699398145360508,0.04325355740333711,0.06699275124142566,-0.0020188518382225,0.0878610747868231,0.06801643311746775,-0.002312202984641312,0.07784544170777384,-0.02937377600618466,0.06503897027890489,0.09728810500879632,0.09123187681743276
TNFSF18,-0.021812100659966624,0.021366564895781693,-0.018434268863425123,,,,-0.02072729587755303,-0.019068248140999926,,,,,-0.05397723905526661,,,,-0.02216673627835206,,-0.004983487302050606,-0.013173477862106174
IL36G,,,,,,,,,,,0.01782125964189552,,,,,,,,,
RTN4,0.016458512069937783,0.025686136273489396,-0.07400460225918408,0.01773470542940765,-0.02287534800540027,0.03536399557919397,-0.11584033167320494,-0.0075660937850845714,-0.04933709404699866,-0.08063192590560296,-0.12454436708361828,0.030402047588943555,0.04749677250742793,-0.04823376946754557,0.060634914401999966,-0.04866542157488806,-0.09078082834061788,-0.03182913474591796,-0.05329154312254653,-0.05671878751598691
HEBP1,0.030656227793149526,-0.04447027963474002,-0.018276966769977483,0.021204761379068057,-0.029538887926718577,0.011261817015796868,0.09458105977419885,-0.04066950751882695,0.00017825999514174744,0.036827544070589635,0.014861446168912237,-0.011853525750626653,-0.057519842655787565,0.05128118700702596,0.010458538676579896,0.04244017516974215,0.029071199977317306,0.002525935680053808,0.09018116793459546,-0.019817014359044403
WNT7B,0.03937030596177986,0.03446212896588938,0.0031663436302615737,0.03068583383603151,0.00015148499742320478,-0.018245855723022824,0.023009004362842936,-0.0030661125970117605,-0.011723843998998389,0.0401301329996733,-0.012174843606918624,-0.06776761593986114,,0.02935936024452283,0.0413727926079135,0.05884667441315686,0.04996920060449197,-0.04455125942885842,0.04823175537166699,0.02462778266234515
PTMA,-0.07821674099744996,0.018015632910022006,0.01582079175516229,0.14133840480660495,0.0222457738853432,-0.017122865528853354,0.19285699402245038,0.007636494038846904,0.061737455529594504,0.12502856304794682,0.10633728380001267,0.021075976708411284,-0.0003358656327436684,-0.20072448771874335,0.005089169329807172,-0.02191120489856939,-0.07954710474756344,0.007932991580858187,-0.11388199428157826,0.08166700089517308
FASLG,,,,,,,,,,,,,,,,,,,-0.008376590546778041,
