,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH916inf
IGFL3,,,,-0.017405931029048152,,,,
BMP1,0.04873987023582945,-0.07438834363877148,-0.05086970432807093,-0.08423781917802899,-0.03811997559421441,-0.06308280621427607,-0.018482319371255166,0.001697651458858335
NDP,0.007987761886407856,0.12855285144080772,-0.013049352317616158,0.025686952380250233,-0.037209600141497504,0.04788609006539049,-0.004721002489393907,0.07598718191990043
TNFSF18,0.05232180547513776,,-0.016121185980990604,-0.02584728503776782,,,,
IL36G,,,,,,,-0.017771279927912116,
RTN4,0.002421983287433934,0.11455938044159107,0.05954727317821628,0.13554748621495086,0.05387954693887196,-0.006561795197984337,0.06362109281090988,-0.06518215969335628
HEBP1,-0.028749366803638,0.0008630073556983742,-0.048661116777487176,-0.024189076282128973,0.008246296865416966,0.08283959913037818,-0.02971490666675324,0.053148333571633635
WNT7B,0.0481376136659175,0.054111221703579605,0.04271939049701253,0.08438415493561918,-0.013333401711275476,,0.014468476488156903,-0.07678921699978296
PTMA,0.013684164640046013,-0.03745148556899504,-0.04449334960256178,-0.007815090356412835,-0.0713201512524053,0.0616167025598433,0.016400095645053656,0.14762585393348077
CEACAM1,-0.015019856471410688,-0.017160919300628134,,-0.022202089247376714,,,,
PDAP1,-0.039319926379815975,-0.04930201116902374,-0.01599606854990863,-0.05606941429364046,-0.04399307562321523,0.062384420480879776,-0.008304782078580623,0.082114619294716
QDPR,0.01214657838324883,0.07981766686823367,-0.023525008797457295,0.09141696439210745,0.03266780242878661,0.11458287364660517,-0.008833204757382323,0.1360062303581987
POMC,-0.02668788864278015,0.06066770812878852,0.0357374849825551,-0.025058191583354924,0.05729267546428275,0.01411055441394876,0.038104869391986235,0.08219432683654553
CCL18,,,,,,0.015933192862278286,,
CCL17,,,,,0.0005544842088939611,,-0.016234568740613808,
VEGFD,0.03871277041415024,-0.016418595967191342,,-0.029159603506122247,-0.012105160048639953,-0.017170898806365062,0.04212433615985135,
TNFSF13,,,0.07921471457326193,,,,,
WNT5A,0.012994919839256233,-0.06523138204700302,0.02255258302184188,-0.07161172884537625,0.014419657559316937,0.011364982885725837,-0.01877680825948242,-0.02472230912310976
CXCL8,-0.02014343344917209,-0.01217931955014874,-0.022238617460227726,-0.05798052884085938,-0.011272851387151084,-0.017973107381907983,0.06399567699238574,0.044609914679840754
GRN,-0.04575602684013399,-0.017476548484498897,0.007708093265407513,-0.09999204327516854,0.0038241811774202775,0.0955208188906976,0.06266467376618014,0.04994977375787459
MIA,-0.019132096345614705,-0.042436927884948884,-0.028269625925404888,-0.03277484145873295,-0.013767070232359143,,-0.023828851329343897,
COL4A4,-0.021780489502276127,-0.027131044106059935,-0.01487523852193252,-0.017152253070987247,0.050876791295023656,,0.07717359830108399,
TAC1,0.020438446112870476,0.13577355712903888,-0.023220865428231766,0.09879609883845242,0.021500914755649175,-0.10214416032868294,0.06392598625456354,-0.09786083102170225
RARRES2,0.029706019280089997,-0.0906899511094346,0.004914554564469638,-0.09735058615833352,-0.05707567717345751,0.02768618670443826,0.003506892856161797,0.1538564209284504
FGF7,-0.024281320512367907,0.08804172722192632,-0.042634935175446705,-0.030457788572331907,-0.01989834000324194,0.01141568049464777,0.08985174493221851,0.10349188069502795
HBEGF,-0.021859292595721207,-0.025623839594963164,0.02534934238718628,0.027351002234418383,0.08479807815800297,0.023695764570989694,-0.0625215947364872,0.11587054690726174
CSF3,,0.033214682154035106,,-0.018146753609228735,,,,
PI3,,0.048771947900312654,,-0.020433484075214364,,,,
PCSK1N,-0.030796869114581377,0.031051529740029914,0.059443076732942995,0.04447860643158109,-0.0005777406668239694,-0.02680741361261981,0.0029245730198900525,0.010351443773611753
NTS,,-0.055000292474838876,0.08409912290867325,-0.022304543083500387,-0.0058666493580886055,-0.039376959035135474,,
SFRP1,-0.010502123467414368,0.019962566360626904,-0.008709046139858246,-0.012272294674207894,-0.01650301375948292,0.011026672310615606,0.0659775456561868,0.0575528888785575
CXCL13,-0.00013596463388483896,-0.018562436909012558,,,,,,
MICA,-0.05376114511746855,0.029935054695941033,-0.03854368114524567,-0.09195478746042329,-0.006058245302233645,0.0721952430674268,-0.03510605917380774,0.047839557384261135
TG,-0.02042397853577335,0.00015611550303987724,-0.02096060360316825,-0.021901508053034126,-0.011943159271124128,,0.04497984191066305,
ADA,-0.018245215105297655,-0.03193851658128758,0.018564183484917438,-0.03720412739037215,-0.019396651125813444,0.0667474499705345,0.012011338967217323,-0.05235184138927575
LAMC3,0.03809674701374324,0.0007540955117556439,-0.058534012126910076,-0.03881055257961019,-0.03337297190221591,0.0032946582571986597,0.011884745743865418,0.05262946673155576
CCL7,,0.08050754577009665,,,,,,
NGF,,0.05838793170080048,-0.02000203782813698,,,0.032656447509847385,,
TNFSF15,,0.0013547701042625332,-0.024286859031269363,,,,,
