,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.018973589409275852,,,,0.02581392832453554,,-0.025018550846408298,
BMP1,0.0360311583399161,-0.010170277122226123,-0.000773720663609447,0.0036066873993088433,0.05105830640199855,0.010349922430143255,0.01360725994416077,-0.03642417406486222,0.07258390930083249,0.030872510732565153,-0.07706451441609284,0.009445124793938822
NDP,0.021038594452060966,0.011695846780927483,-0.04031569846663453,-0.0018597279132597162,0.04000388672718572,0.05851830396278108,0.031773947154097086,-0.008857921563381456,0.07408111290031066,-0.017505218443065143,0.03256841235742839,-0.027229698919257632
TNFSF18,0.10426647151251248,,,,0.028362483252355866,-0.01777978162833926,,,-0.02196940079243726,,0.02871309654819415,-0.0032071182487684075
RTN4,0.03274273825206912,-0.041520033416882006,0.007358766308371874,0.042389095460140226,-0.038852467612129495,-0.04337596191230992,-0.029199809683153263,-0.051542874387745456,-0.05884789887296149,0.034232502961563174,0.0018184381323801497,-0.04796416485924384
HEBP1,0.004681686362814079,-0.06170485827905615,0.014522262439978657,0.022845537245424378,0.004510523160470711,0.03510553639754658,0.006803295944168899,-0.0038924196378489796,0.07474197511128047,0.013640787494333216,0.03890463113412637,-0.024360064382339744
WNT7B,-0.03555864592404971,-0.03159404002354135,-0.031094292206081533,0.022966359873224266,-0.006657230634799836,0.002633095099298779,-0.03847817725049448,0.0328097576622516,0.0654404151416495,-0.008884648803443045,0.10683887309491825,0.08245189616019696
PTMA,-0.015548251429447652,-0.03211939797422314,-0.03898490609854846,0.030172236757383532,-0.011362524384004365,-0.06959788583054675,0.07609575759952154,0.010068736276028268,-0.021639645144101383,0.06253325928792819,-0.08308022531058695,0.05841616249887948
FASLG,,,,,,,,,,,-0.021698580613887963,
CEACAM1,-0.01874306375516329,,-0.024632652022113455,0.0005375810236930181,0.039487130087681135,-0.027963360752215893,0.06127666122972378,-0.01920074342900338,0.14738232644833052,-0.004182503665739512,-0.016480194522921345,
PDAP1,0.04330801317166883,-0.07804175489105458,-0.013562136592200338,0.015709489346401137,0.045171145599757254,-0.014801675322889833,-0.021396153308328277,-0.016889417900497704,-0.0016160599929106248,0.05266181171603498,0.08311856442212215,0.07241046170335333
QDPR,-6.15572809320316e-05,-0.005932041490806638,-0.015913626996594057,-0.012028061619147474,-0.06565347134497544,-0.08304639046229108,0.005399277463209886,0.06008287088997574,-0.042810746617979,-0.02349341939916801,0.03535190373358853,-0.10065690736936037
POMC,-0.002783956728938224,,0.050296985645659514,0.04578427728388114,-0.013078775580823923,-0.007024181336956056,-0.018644366275544867,-0.04498048655111886,0.026598045593025463,-0.03561029699404023,-0.014758103006678028,-0.028096579072381788
CCL18,0.005732979619806021,,,,,,-0.0021970129790030374,-0.046886943987552346,,-0.05225457341954735,,
