,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.012238775290546728,,,,,,,,,-0.021791872446559637,
BMP1,0.022808644884929435,0.16895526071619565,0.10326745011017689,0.043534686161380586,0.00982509134003603,-0.058137021603645894,0.01801855288901837,-0.005572932156322542,0.24943430074960377,0.08375326428474295,0.16175800898685347,0.03543950998058984,0.008541174575839904,0.1533571003075876,0.273355413441491,0.20490642676702492
NDP,0.016112687424046857,0.0642425697027146,0.019530265561838955,0.04970521522597041,0.07120964175711687,-0.026246490966527668,0.029986703355296417,-0.023685834001410295,-0.007018772629451725,0.09159869702537225,0.07665011625373135,0.09822359825013197,0.05598076222638693,-0.04581136424324239,-0.047521359259242946,-0.0020997894688783753
TNFSF18,-0.020724177518355952,0.005252712770924609,,,0.02337113315450513,-0.018174213888359297,-0.011674763749846901,,,-0.01739260923290527,,,,,0.02229749078820064,0.07907503086005649
RTN4,0.04562575459848708,0.0029909797326096,0.016899036229774705,0.019760586529116803,0.00770297493225551,-0.01231150923778336,-0.032212896082970045,0.033151755381078375,-0.004361441773889146,0.020355165771449427,-0.05083660610895116,-0.045139767758514665,0.00367734007110341,0.02569908545520073,0.0021935812743072098,-0.14676475406092193
HEBP1,0.038565252084226655,0.008821422812968658,-0.02003534804255821,0.001993429250086781,-0.05338020819643563,-0.003624733425033542,-0.02468753769538166,0.0012080717865819346,0.1220911260250317,0.0538213940747559,0.037737128959692987,0.04458985929123441,0.04177702054202883,0.01708206775365088,0.05615244187848109,-0.014418499526965795
WNT7B,-0.023232100585930695,0.09452776850478889,-0.02464809853442082,-0.02495601248188312,0.007422891478227415,0.0053790134680835305,-0.014800341876451255,-0.011083479626138534,0.08692230914154042,-0.00182536364205272,-0.05984806621161105,-0.025438018256654978,0.02729966634549988,0.023175461238016563,0.012611322840629555,0.029161678903692714
PTMA,-0.04357987908194657,0.030729795525010917,-0.036244994078790504,-0.010092294043425251,0.005153050834299694,0.031045868487295136,-0.05837643532140767,0.032239301949563356,0.17515183068687695,0.23573193620247998,-0.053699307872115805,0.005414904205666273,0.0728408584008181,-0.03265767723269404,0.2948723675094303,0.19258584887105926
FASLG,,,,,,,,,,,,,,,-0.021223969518958823,
CEACAM1,,-0.01888183213622516,-0.006162519358046413,-0.015610031400787318,,0.04250405481943483,-0.018361622052405126,,,,-0.019477518295189872,-0.03749441931396781,0.10255401890900694,-0.033125072672625766,-0.04835234794446466,
PDAP1,-0.012998259617787666,0.004954088918331385,-0.0025794875038567147,0.029360176985558307,0.010186003362756975,-0.014979490874357565,-0.005749983091133463,-0.022901070470379686,0.03642453015025219,-0.019177797936263067,0.01833246522038221,0.011784203401340945,-0.009260349065576844,-0.05829644247176582,-0.06815548314416044,-0.07801153363420107
QDPR,0.02678378680122712,-0.05293324889171169,-0.005756298089912695,-0.004581077475982192,-0.0163676220647712,0.0061867040547281815,-0.06435426018747971,0.0684870531681416,0.07187913460007735,-0.09202423040711495,0.019099442306629803,0.04848773873913486,-0.015065521784088275,-0.08081376663266152,-0.06235355003698464,-0.19348211695720807
POMC,-0.039130705743971414,0.12287806023870153,-0.026504491762125743,-0.03141107451583209,-0.006714001406031046,0.06693350914799628,0.028136994683821186,-0.0017379527015341269,-0.014817606881117756,0.024192185705912344,-0.03703198943893582,0.1036525509990406,0.0007041104149581592,-0.0047283072266498674,0.09150243216924935,0.0825411270935969
CCL18,-0.02779282608158302,-0.037992627136270773,,,,,,,0.06254690828652558,,-0.0307553103309615,-0.06861432741573639,0.033887236648467954,-0.06148176197168119,,
CCL17,,,-0.016496630066197865,,,,-0.01456070340274342,-0.013718240767948288,,,,0.09558015493507382,-0.009239867015471248,,-0.010561633866273188,
VEGFD,0.04171485078542973,0.04545441163928445,-0.018379067611991356,0.08406983138598975,,-0.0205032315868245,0.02025982838494005,-0.010062495503813376,-0.008166524427787734,,0.0468543014743072,,-0.023033460951501012,,,
TNFSF13,,-0.028670464717495757,-0.011379006214180351,,0.025625297030533758,,,,,,,0.02773102851227186,0.00785116452647919,-0.015670663262437764,0.07510285118360051,-0.02475015437581417
WNT5A,0.061854702332915255,0.06607117698921684,-0.07018247606071157,0.05230682686156585,-0.01234987071578842,0.002458006589432215,-0.019077117187213305,0.013525349495096336,0.05116934612141378,-0.019498092408941736,-0.002358891694887157,-0.07434055339050559,0.03094249065296887,0.09986523060561518,0.11754224549893653,0.12646872001398485
CXCL8,-0.042268101861658726,-0.07490928703937329,-0.05135440873884086,-0.04110243220482314,-0.02452115372501628,0.04887858123785259,-0.06504692717553683,-0.009370633345001388,0.0254047254245736,,-0.11989675152667231,-0.04143723284354408,-0.058590964066870824,0.008028031729839642,0.023529502993713414,0.047908311061634117
GRN,0.08539846774643617,0.1970179227974011,0.049255360708206755,0.039707314967533394,-0.02112416484385201,-0.03949598577575839,-0.03742385533934094,-0.020943070485432754,-0.06113047912266322,-0.03140147359948693,-0.09957714359474652,0.026075064323035788,0.025336780553655857,0.08655617212180326,0.28465454039763155,0.08726206658491735
MIA,0.051366818734286945,-0.04747564578854771,-0.015390039231699529,0.028520620987629686,0.11381826722388641,-0.023758870227482173,-0.02861925514574823,-0.011443969493766519,-0.033904764702203764,-0.08168867900889272,-0.10595004266317183,0.03924063111746108,0.08495600554863549,-0.09540167734744352,-0.03412854868658507,0.11190719102921856
COL4A4,-0.03152340013764521,-0.04562883650945579,-0.03139681616375913,0.04840745573026678,-0.01640200930408271,0.019368107148306526,0.0940196408997995,0.05509008813182266,,,,0.08929835395068432,-0.0020917671034970803,0.016302968911784482,0.039520825992752626,0.05062406461136016
TAC1,0.09407399634721006,-0.04298511740912102,-0.025685193718618226,0.03701935809960406,0.04019031413253024,0.05975330709024888,0.006992678324565906,0.00790788539155931,,,,,,-0.04319654983533338,0.0922812264741646,-0.011181672163462558
RARRES2,0.018829255409980223,-0.12161615801252458,0.004624841321066288,-0.03170699762913929,-0.02993685913990481,0.020701189796434205,-0.02874666304390579,0.05859139648236866,-0.23494359533023093,-0.1389020030560703,-0.14382164255260863,-0.07179542247172949,-0.0166382688267286,-0.0024939754157784592,-0.053978340065542925,0.02535404717750469
FGF7,0.09160434218817122,,0.012688209332440376,-0.028595787500337193,-0.007559009312138489,-0.03437031688067749,0.02102790827606515,0.02561919463235021,0.011238828930131443,0.019927877198694776,-0.02884111297561986,-0.029868407605320516,-0.02391757493679293,-0.00619534616939258,-0.04542525358765958,-0.020672008580988176
EFNA2,,,,,,,,,,,,,-0.021891763164316794,,,
HBEGF,0.10260324867260029,0.20194107677310122,-0.022586570783978504,0.0017027889027824816,0.05945804669027292,-0.00011497754424925814,-0.0048111628834458945,0.07935006195501569,0.11575528242358864,0.1106316785497446,0.09998944923643752,0.03188408277800783,0.0295544663527529,0.006782344792987003,0.10994547479195604,0.22540978827337757
CSF3,-0.031523375180475155,,-0.019662544647626286,-0.04975879887207554,,-0.012759675957903274,,,-0.001207895311994626,,,-0.01328697950253407,-0.007694422995206222,-0.04748931651694352,0.05282601010850342,0.10900564692869855
PI3,-0.03734413869797733,0.014971509698733426,-0.03393161575484185,-0.013781648350590925,,-0.01436756353809299,,,,,0.03469643975801013,-0.07677294062601189,-0.03724711154424862,-0.05150355325395071,-0.08448943668342408,0.0422152701239264
PCSK1N,0.052553613474254135,-0.053384979041276016,-0.0058542615295523815,0.01710336642750492,-0.02034308537611914,-0.028590393346247495,-0.009598763407615143,0.05558375836794169,0.11565822295240681,-0.043720044551892975,0.05703222257568972,-0.01616871713497225,0.03130246705332678,-0.01408566951207517,-0.14199447157246967,-0.09780221524440837
NTS,,,,-0.03197904833910072,-0.000753758505256848,0.008484698485144791,-0.01736631778223551,-0.03803251294288042,,,,-0.05466496133496967,-0.026670959159788322,-0.008114951183840544,-0.07537440141521205,
SFRP1,0.06032641192670646,0.023824582504989412,0.06769548274886085,-0.017038013859608382,-0.05483388401396069,0.04568148757998031,0.07159673939654865,0.2532218164021966,0.07331641302922283,-0.02980722910201189,-0.10696195111613287,0.015813971446813225,0.007672929313981122,0.04433052169249708,0.12669460041134584,0.04072100017846534
CXCL13,,,,-0.01688488932024834,,,,,0.05451675016082876,,,0.026254791825996524,0.02297213765522145,-0.010230875259580127,,0.15350916728651273
MICA,0.021838654678063577,0.127046935169191,0.0005260562546157097,-0.01708370095842604,-0.04249974316887694,-0.013739455128419327,-0.0216409277493393,0.025289612641322585,-0.05602081515953881,0.15616053933638663,0.04725436370808703,0.017137854280703094,0.05550519246222354,0.03263556760640796,0.16142436784515804,0.0800046521040857
TG,-0.0024469947064258727,-0.05982917072503483,0.05981268144102755,0.019371290756107048,0.010472799572505218,-0.015399787298814919,-0.014669357650381762,-0.009927831270641969,0.06127684796069211,0.04083047955350201,-0.0006214901763143993,-0.03534538173492448,-0.019854185896825808,-0.008382413291031388,0.055961235426854064,-0.014743538049926671
ADA,-0.021459575778091274,0.14808613862048195,0.027288314014969298,-0.004019385168988175,0.09160381670415946,0.009261344953931633,0.028170837361853995,0.001996910134622518,0.06623248238512854,-0.010932129628215046,0.037669113797443345,0.045158109263144126,0.03190605324610926,0.17928671473904925,0.27272124984847584,0.13542501462506656
LAMC3,0.1875756804996989,0.21639687851310066,0.13669103097646773,0.06959536261281961,0.09304826914969096,-0.022410763087820598,-0.03030494349013714,-0.032601097375919125,0.06720502777435557,0.160884987790643,0.1762947606021524,0.08157340965804406,0.07385785024429743,0.16476442552792084,0.29391583960330475,0.19179240723082794
CCL7,,-0.024166520390903678,-0.011230587032695897,-0.02238624583037983,,,,,,,,-0.004031003016027436,,,0.004427945733216758,-0.014716767576362129
NGF,-0.018161512540648114,0.0012951437606930532,-0.02573214331851123,-0.023894987433767195,-0.02205501512288324,,,,0.09138168086381993,,,-0.005961375241268054,0.07451392028143106,0.06477221952169769,0.14786006838230478,0.10071146491855194
TNFSF15,-0.02246805763141068,,-0.012505807941882451,-0.016574700446820936,0.045067689290479336,,,,0.012962119373982752,0.06633962922951546,,0.13445430583822993,,0.06947281633248566,0.12865312948325147,0.13789596756937458
HMGB1,0.019459398269436427,-0.014307912913923125,-0.03680339105038077,0.04746880419070315,0.0021289854058797694,0.0028649957737311433,-0.02029101517836255,-0.01765082791515692,0.052113924270884966,-0.014130959453592776,-0.09689587419539862,0.038798618441473254,-0.0034937724348453707,-0.0024860301518385246,-0.13019249631298674,0.02127159198515959
ITGB3BP,0.012627409888317476,-0.020254896953514887,-0.01701937739962504,-0.04757153588473006,0.012530447344976313,-0.0013910857449495567,0.027977428953473014,0.045472532585100735,0.0846257795496926,0.023874738631214764,-0.011270232380399023,0.04614121335664662,-0.003426584024635821,-0.00014229539409089806,0.04521572257258396,0.0017132556423435413
AANAT,-0.014217681621350729,0.005783696151658039,-0.011379007428640023,-0.01493479636506668,,-0.011509573015365962,-0.013192239062981266,-0.011443970130309322,,,0.09969925605023522,-0.022587799077386356,-0.02946038393069106,,0.012524270112069302,0.021016017741206774
RELN,0.005668588628354958,0.00575228798052784,-0.01975140862382664,-0.026851906554232734,0.09211633412029002,0.004032216085456882,-0.029045051947793183,0.02917709077313321,,,,,,-0.025470400385311932,,0.047240315518231435
IL15,-0.03193795609259798,0.10878384736233501,-0.021487175180357473,0.013954645725201203,0.00013731659118434118,0.02266722572477767,-0.03741892115594995,-0.0016794245446631404,-0.09216762455619582,0.012309869225562826,0.03108488942540481,-0.037620091059922804,0.019387180260172953,-0.030089416081487477,0.07119722095657428,0.0902136265664116
UTS2,,,,,,0.007290837729156557,,,,-0.03732292357940724,0.017883972096053028,-0.029784171862952697,,,,
BSG,-0.0010031675859091059,-0.0007555527151885614,-0.04061408450943891,0.040309198766641026,-0.031118275540113455,0.029555758182529708,-0.016531512959951405,-0.008123660897076416,-0.14157425539660978,-0.05861627606800509,-0.07727468504558285,-0.0049824894618754854,0.001075806664906103,0.00781405416249599,0.040904729027946285,0.14656477945300173
ADAMTS3,0.09777705660296461,0.006705608293051484,-0.03504599947252045,-0.03820755200955499,0.07722993989142726,-0.01357709838248149,0.0349727882172139,0.015458989995319587,0.01524287016232509,0.06990688622494594,0.13407722684146833,-0.07050662768562245,-0.013750390632912222,0.03648023211334482,0.04997990153710795,0.10949936790122375
CD34,0.14435978067352348,0.1535154285054507,-0.038145416198068174,0.08619032865593149,0.1482581616424801,-0.027124838589812163,-0.031719598292998016,-0.02141135738607318,0.12066987826560158,0.1690931986388616,0.29553102595609404,-0.0032638196111959127,0.07318228740768001,0.11956603439486685,0.318694460442402,0.07352527263180658
CCL23,,,,,,-0.013096067067023464,,,,0.02374944170529735,,,,,,
PLAT,0.06123123810381191,0.11664960325628874,0.019776669040538514,0.07601069442771283,0.04041994634595328,-0.004333109118256167,0.02298808845473077,-0.022140388342545024,-0.0522833011450963,0.12372685207698784,0.11480823450415724,-0.032488815183341485,0.06496752707820573,0.06581387787167554,0.164279374024633,0.1876985552512451
NTF3,,,,,,,,0.04212864115604075,0.04279719533511529,,,-0.015948063887365894,0.025970101849058107,0.03352375089367137,,
LTA,,,-0.014393946713369177,,,,-0.012705501063976355,,,,,,,,-0.04259576509743108,
CKLF,0.04623783827448642,0.08733220920768409,-0.009720463854422899,-0.005139979524036807,-0.017967596284336466,-0.03355523834827549,0.028024382368127886,-0.03705619248051272,0.01907271901910357,0.0031508044076716075,0.11608646737397124,0.010837763603964008,0.04806863541447808,0.03356908850092229,-0.050756946590329234,-0.060042978790153016
APELA,,,,,,,,,-0.10444804220533865,,,,,,,
CD24,-0.03618110951610237,-0.06571261653611891,-0.018622502380237056,-0.0030693117404762176,-0.038054897435403606,0.004671680789377133,0.049936412731694226,-0.028237582062532223,0.208639791256171,0.03586137507009071,0.07176747646386639,-0.0050919728286054405,0.07172626051497287,-0.057226794516933015,-0.07203410386261348,0.023457366575497515
HSP90AA1,-0.01650691819185548,-0.10903305038385942,-0.05655117387359328,-0.021763840123349355,-0.08494596414785187,-0.006729279725336146,0.01174865921945442,0.05320040901395934,0.11385409070315343,0.016187394512270706,-0.11016882158543484,-0.0951429675043927,-0.04107255542399326,-0.011142424917505634,-0.13814034262916808,-0.10366769334714243
BMP4,0.04005762371978878,0.08792513924920735,-0.03358280560419965,-0.0037834427627777057,-0.0017695674181513932,0.04472601559797558,-0.03644306669968919,0.0264735075517548,0.05678319144722406,0.1318080727355902,0.16393423982480446,0.04681342756918574,-0.03084867490752404,0.03289803337049562,0.24024200750708757,-0.007736541347600301
