,UKF243,UKF248,UKF259,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
ALB,-0.034817013776312515,0.053407193149639515,0.01928475481483477,0.003154268924003168,-0.04630353417701387,0.019212411255721255,0.08299259350212006,-0.00996131236515411,0.09580603942096845
CCL13,,,,,,-0.014687675258134608,,,
EFNA3,-0.03538769621608333,-0.020923977402176743,0.10258785863112271,0.030355307274562496,-0.07611998183887794,0.060735718787685807,-0.0034180886107755297,0.017538289552725028,-0.049712121377442034
DRAXIN,0.10722988796010939,-0.024047073643948768,0.055118590157878726,0.12071444880522893,0.02262873547857035,0.012911454216719381,-0.07834300229035376,-0.03602245485982061,-0.01179310718086494
RAET1L,,-0.014577282666366079,,,,,-0.016893059859887323,,
NPTX2,0.031469521287677694,0.02995837793379312,0.006212464258946914,0.08881380121783881,-0.035029785844266144,-0.0621142766793981,0.019145396564276565,0.01099966418937801,0.1114138693767169
FGF11,0.14824424167849642,0.04914236415947241,0.06292342218658818,0.08554597415719498,0.022108103420503355,0.004072311210347698,-0.03004971396993342,0.044723694704611495,0.01044684957539372
CD59,0.011187725651286185,0.005120735642862702,-0.08004612517043071,-0.048655460083461895,-0.019701731829702498,0.03302912843088344,-0.0002281460865093288,0.12436995992353951,0.03477447614575556
COL9A2,-0.009422688330863857,-0.041000263292269766,-0.09124906276321888,-0.007380894811987288,0.004649306548301841,0.04575054856140659,0.0267432448985284,-0.0017781976428388145,0.013496316088009566
DLL3,-0.056008535390566314,-0.035025114240500345,-0.125914075838923,-0.04517503733922309,-0.01578003307511451,0.0022838778664064723,0.08726202945416754,0.08287939931579023,-0.010211954598969283
FGF5,,,,,,,,,-0.03381208757581353
LIN7C,-0.0029022982957519947,0.020698273963675167,-0.030787486405566607,0.06343102404735541,-0.09937444938426222,0.0022758762170438053,0.031927395068138804,-0.01592283185189422,0.03176268880209302
GDF7,0.046124483551685545,-0.004972002314969117,-0.010830048361044816,,-0.036611410585485914,,-0.014481553636984173,-0.0064597004295249396,-0.025421313090029696
PSPN,0.04395636362617697,0.005738544544645493,0.06342451087135581,0.010000814139763883,0.01880968291702929,-0.005529519154160304,0.08174718732506103,0.017736203357567707,-0.008892725357299004
ANGPT1,-0.02787495884419338,0.05398255385980152,-0.08337414493364964,-0.018111051783435854,0.0329900161889811,-0.04046190283786751,0.08322635597923986,-0.009858554332370432,-0.05821293925305288
PNOC,-0.046846754457988964,-0.030210636480755667,-0.06965983288355178,-0.02261187659572742,,,0.09007281082082108,,0.11278967318609148
L1CAM,0.07343538763699878,-0.010156765799143326,-0.0050391658826112505,-0.05447909820749733,-0.04072192813798751,0.008258543478378722,-0.023496720245931624,-0.004427798447970646,-0.03258549404608923
APOA1,-0.008822100410562507,-0.01654908267465725,-0.004975989358594718,0.012328904553304043,-0.04698515196069754,0.059720767134295784,-0.02265139363080094,0.044174102357479136,0.030207575071214413
PSEN1,0.030230810392207444,0.04052285300731906,-0.011359482663826746,-0.0111819810788853,0.07217665650575288,-0.002774769831996673,0.010726904898310465,0.052077425025931545,0.045802402067833294
CALM2,-0.12433598365911439,-0.030891839926440852,-0.15358735800272852,-0.04797298017688896,0.06375023592520768,0.05756421261767522,0.021948677539735603,-0.023599823247626415,-0.060862869935436305
CLEC2B,-0.09083996941309234,0.03844162439015516,0.04230697082511158,-0.0261832926760359,0.009259873193883527,0.02338232416169317,-0.057094047565629635,5.36902070900278e-05,0.06845241887728816
NTNG1,-0.049697520904250364,0.0039071246524469035,-0.0032280770498977853,-0.015126094272820544,-0.028088934935254745,-0.046263923726633245,0.018603888758970233,-0.03250679440689705,0.02335525907561076
LRIG1,0.020943994747047553,-0.023236994083596765,-0.0639432557689191,0.004327570031126091,-0.1042514207990124,0.009976755184851544,0.07822480622207831,0.008977003315011852,-0.07721043236953688
CPAMD8,,0.051500557824447554,0.1792699404067907,-0.021107074936141477,-0.05092785064589615,,-0.01626885597337389,0.00741988171783696,-0.02718188629462725
GHRL,,-0.021698658077829613,-0.029942077675052203,-0.01458502326913884,-0.048988982601038185,,,0.04198213658499531,-0.02561314548458675
NPY,0.022752403375635725,-0.020467195283152904,-0.0518527865895282,-0.00966683314067646,-0.03258960506489675,0.0715560841441121,-0.002024353908495313,0.011658803401547799,-0.019289415383798924
MMP2,0.033413379099283776,0.022179341690467723,-0.052586846597763096,0.028965760895915287,-0.015701538179208503,-0.043653678717172927,0.021911923227739275,0.03843726095124723,0.025320088399848333
LHB,,,-0.017483192880004647,,,,,,
PPY,,0.05787540423113928,0.027119348621639526,,,0.05472886105647399,-0.0034106345041739184,,0.002963678739275997
ALKAL2,-0.03215274942445879,-0.0029037336120146273,-0.01722918935655779,-0.03753288858032397,-0.012908927006783377,0.0755173511594845,-0.009115288804721228,-0.010455454786502416,0.019283749067705514
CSF1,-0.03538324762916473,0.007442349056171995,-0.05565657939091956,0.06136331078694356,0.02707956386279978,-0.060797048799177196,-0.08741465279743256,0.05926234110952934,0.027223885972815873
SEMA4C,0.0113756010202437,0.030229666083486584,-0.04607963711436861,4.272366793703327e-05,0.08896558973502995,-0.07667356509367788,0.03611895558108174,0.0003956170333716787,0.03774699301178259
BMP8A,,,,,,,,,-0.023284045262491174
ICAM2,-0.006068651772255856,-0.00818339713131893,0.022409689655854357,2.8578926243473437e-05,-0.02920259308873941,-0.0091083336917882,0.10062239084340657,0.02881665785949578,0.06077992237528212
SYTL3,-0.007856652994074951,0.0030125761754963053,0.013285395854888624,-0.015863585515782805,0.048327653858185195,0.0006777056757409434,-0.020689263895824754,-0.009267656909904507,0.026203745071158552
IL1A,0.07785746156075911,-0.009814845567896595,0.07383354943405994,0.056392959787072656,-0.042537167716070294,-0.025021343960653437,0.004947961443869225,0.019699765576807755,-0.0011970390233221756
HLA-G,0.005860199059638576,0.040861580029391276,0.028590994789491057,,,0.007597845439049259,0.022125668702487715,,
PGF,0.07039848551313428,0.00824169002800022,0.004689742158662608,0.04318063118030789,-0.0722183132588541,-0.03045241954702897,0.014772513928523485,0.012823232665563473,0.043948290279221744
LGALS8,0.017633883134155762,0.04024603885100164,-0.003595625864726995,0.009815647002504624,0.035437399232030584,-0.01634944536956356,0.014937970472571276,0.052807023885736604,0.0382955134786654
DKK3,-0.041559910923796635,-0.02666208895387963,-0.08267803513077829,-0.06429181892317422,-0.031143946081756312,0.028484446747052476,0.04086433324739987,-0.03332001165836591,0.04199639796429329
COL16A1,0.08674434492531673,0.011343135375078885,-0.05327834634761067,0.05299436790815088,0.015026317270621325,0.018119262150659916,0.06381682167023157,0.08699149336459419,0.05672518425347239
TPH1,0.0031269616596413096,0.06611360461757632,-0.024566048993843497,0.10775157588132862,,-0.03558702959974336,0.03297526936536534,0.038984875103764485,0.05441579437790704
TNC,-0.027122245446869475,0.09076099515779487,0.05620036329165267,0.06732760575802771,-0.060713237182555474,0.007778265861311347,-0.10478537258012138,0.034371279144243254,-0.021609123167538682
TNFSF9,-0.046169992472075816,-0.029287265134662836,0.018829282439033354,0.005662078841076326,0.07217036941262073,-0.012209431637113423,0.007913617678825008,-0.05019439404422945,-0.03684871474270235
C4A,,,0.03576403891285859,-0.012089330763358887,,0.08689536537233712,,-0.02916527148730857,0.022354630238255922
CNTN2,-0.0030513406516544644,0.021031847024290767,-0.0147020089683194,0.027419631290132345,0.025290658846733392,-0.020834482247615936,0.12868198382968946,-0.00515567483093196,-0.020202340493266115
F7,,-0.01606774513621424,,,,0.06323482924829106,,,
LUM,0.015947463204256055,0.03612474715928264,-0.05191191452099558,-0.0030941549439150425,-0.034746725753866434,0.0014923545421173545,0.02889824227246929,-0.0155667554536905,0.07775489068665753
BTC,,-0.014577276594459346,0.0028177530362423274,,,-0.014905258989262421,0.025087304995478545,-0.025024903626246604,0.03299248514581148
APOC1,-0.11279460739055579,-0.007151488548721932,-0.02399375996459927,-0.029663375382974255,-0.0611905987652418,-0.01089618734804013,-0.024934058626815678,-0.05785747832568288,0.07515986528182995
PKM,0.07724610747066431,0.08196031120160897,0.12084277441567952,0.11220959926845613,-0.02739932978953637,0.042248398402810264,-0.09642463390475596,0.027980209665727833,-0.022043941625675786
TNF,0.015900950582790088,0.0075567625797244254,0.019556921663197193,0.007822131911882588,-0.04029911881183762,-0.014467024966478914,-0.016893064467473202,,0.0697377769396724
GNAS,0.05517733561659586,-0.0066078158719079134,-0.13858060447827586,0.1280744356114641,-0.07917185303767524,-0.06287098507515584,0.001145070641157762,-0.013802020838792468,-0.02144518224121343
BMP8B,-0.01192171498981131,-0.04013387373559223,-0.016094362437175536,0.07190573034417112,-0.016803791283342407,0.02400377763582279,0.04988143111550384,-0.024206179440570002,0.040054199343814344
LIPH,1.9757786185048836e-05,-0.01647001526544654,0.10901780029050656,,,-0.014687680659904273,0.15461319699224002,,-0.002636582656497544
CCL28,-0.024598848906449453,0.03608898819114391,,-0.01090665544553183,,,,-0.02016015704087583,-0.018080111493863616
PTPN11,0.054140418933394524,0.004762079174321871,0.0056633007097628765,0.027221635806319932,-0.02772390081081681,-0.04491678824285464,0.03315188963164221,-0.006995417588233156,-0.002356292920462085
ADAM12,0.03105250396395417,0.04167781982493186,0.06745809651987926,-0.022553306028116095,0.00451958050808585,-0.05258798775199857,-0.03280244453844698,0.04388803776941455,0.04460321871538418
EPO,0.08477046654433339,-0.006477374978931544,0.03814540249935395,-0.013752912507777267,0.055213189948339264,-0.01595119630134695,0.0009676154103009047,,-0.01922669597323241
EDN3,-0.03394923623753659,0.09187749528473921,-0.016382513424793785,-0.013894822097416768,-0.025203796376146323,0.01636314562284228,0.01943999246479324,-0.02881284116579781,0.024771421499591446
CCL22,,,,,,-0.018053318605968652,-0.0178881164993856,-0.025024904733751917,-0.015920140194499836
CCL2,-0.08169518312305754,0.039144794085645494,0.02705037051591037,0.042149998011776525,-0.07721554851504937,0.021072102403782697,-0.007608389006271829,-0.09987016700641689,0.018585407680011233
DSCAM,0.008331239599887406,0.0009361779179773059,-0.026422938098304816,0.03227229512799411,-0.06939087495319604,-0.03248281989772146,0.02277082689510452,-0.018832681634257553,-0.029936718029433457
GPHA2,,-0.018356668898098897,,,,,,,
ANG,0.0831080792191495,-0.006292045463940856,0.12746573870315925,0.11057016237046845,-0.07972135557745162,0.054787037708078606,-0.06872975280046399,-0.06771518484064222,-0.03304278870880967
FBLN2,-0.029746011187023486,0.00036526840324597635,-0.026549038623743283,-0.01603340002403355,-0.0453831114292855,0.06812018103579269,0.051347786635829576,-0.02904849022921006,0.012220503054415953
VTN,0.004959159577520216,-0.031134068606043407,-0.00026097848952035983,-0.011427842279548316,,-0.018233308966104617,0.04477483609834505,,-0.0026569959290792364
VEGFA,0.11131792338656478,0.03145871809181244,0.1665814615429785,0.11515748935374231,-0.0018953012373421581,0.0027731415528251093,-0.07426548358510496,0.017675628798610277,-0.05713572124317889
F10,,,,,,,-0.023491958510912198,-0.021651255407855483,0.003607302798479412
SERPINA1,0.00035129696552948017,0.056085337914749935,-0.026905631593553803,0.03882279990231409,-0.05720013646718135,-0.0418272914847416,-0.05721683182447818,-0.017655184585803885,0.03183116146678965
VWF,0.028025789247639273,-0.01762990924225489,-0.05546386355955675,-0.03126695522218538,-0.05505412600929659,0.005648539528229126,0.09164533583019725,0.004665714181028855,0.037700348926829434
GDNF,,0.0285201354517437,0.0449327851433466,0.03476010118196842,0.06989332728401194,0.005509298975845908,-0.020351518205280757,,
VASP,0.029095230647772804,-0.0022293935895497104,-0.026849932714627198,0.021150196062765268,0.03272523788295406,-7.850981366630351e-05,0.04201609845006348,0.037825108469336385,0.02315194829373027
ADAM15,-0.03714951506389843,0.020897855427271777,-0.06032741268533686,-0.0032476053420023815,-0.03509886157527469,0.004652031543089187,0.0013229402052886464,0.00111558820458573,0.042872689278174954
WNT2,-0.02860309307991898,-0.005212688476866812,,-0.012870686066229351,,-0.01978587548242384,-0.020089993757884127,,-0.010007144272269248
CALCB,-0.010334116246471015,,,,,0.033019228784363135,0.04744109877932595,,
OLFM2,0.027762015591022825,-0.010524501507596732,-0.08765469934555195,0.04123088003507052,0.0025568677954200592,-0.02972034570908659,0.057171123103184965,-0.006396519870114935,-0.04821232144365286
MFAP2,0.08242205352005559,0.03922989816084152,-0.007540232816550087,0.08476277312985497,-0.07354513480631872,-0.013086614910306821,0.04995918184382595,0.044253783079403836,0.07111278264496307
HLA-C,0.06663287321629394,0.0589728671177173,-0.043398552591164326,0.09542975955656996,0.11917011941829636,-0.007304832888184621,-0.11185021465004999,0.015276733833680986,0.053248971669604975
THBS1,0.010461807655779438,0.009188489431264983,-0.0030213256364412396,-0.03085006026951216,-0.07223815829447801,0.0008155793942837937,-0.006119114911247286,-0.06067016674502254,0.033417416027553645
HSPA4,0.017449034607285793,0.030052125005287155,0.02111020593167473,-0.04231905099418998,0.02631615456923901,-0.023755199671646604,0.025768582547708918,0.04368061829283453,0.03751998833828455
LMAN1,0.02357978741321823,0.04110275625761291,0.11417777053949942,0.041272863434710996,0.005023163313412398,-0.003222937736402268,-0.043373477883609374,0.05712913527899957,0.05316094000433022
LYPD3,,-0.011109596821010172,-0.019627497940850176,,-0.035781464580328944,0.02306353863766796,-0.012178440358657248,,0.004758330517281127
APOE,-0.06353645061488244,-0.02281315383884736,-0.13818865442706763,-0.06354591639330578,-0.02177761233429303,-0.0476887859979686,0.0356643891091061,0.02958948341051909,0.07218212343866062
SOSTDC1,0.13963970233315495,-0.0003130370738701477,,-0.020912510180386368,,0.0333540885448473,-0.013815785826018345,,-0.03206329417493426
ANXA1,0.054341505361197556,0.021095839371674505,-0.004058974579373627,0.06311958906654579,-0.02780978653105665,0.07084725393155913,-0.03781389398490613,0.028786840256405103,0.03944360385249016
WNT2B,0.022965402471279903,0.012805424457689755,-0.06274158333153448,-0.007128616111472391,0.0025461473927441943,0.0007277521115461165,-0.03541196651977341,-0.03997475682004849,0.04052823507157048
AMH,0.03844799494763972,0.014249804630126069,0.057100477688683544,0.04113303922194733,-0.03303096005875031,-0.018093222991581615,0.07141488852914513,-0.020160154470027274,0.09250115744627938
GDF10,-0.02791434117105937,-0.019062308982694124,,0.11185737012108309,,0.04779570017234626,0.0655929092959027,-0.025444379031088878,0.17013286455351292
EFNB3,-0.042359712478270875,0.049919460634224505,-0.03684234968111689,0.01787040828580685,-0.06425543774864725,-0.029622053607734657,0.027257301673238164,-0.032966585027736216,0.0061874774136815745
LTB,-0.033949228799793785,-0.032462269636905336,0.006614561583510608,0.04221109878069043,-0.047659698274924486,-0.04593150152524614,0.1436849399207902,-0.04856955010820114,0.03963533438974354
ANGPT2,-0.0025274649483158548,-0.019099970082479083,-0.010531125681788453,-0.004572226494259606,0.008143217661876475,-0.042837217395044085,0.0033884916257568127,-0.031631202162640495,-0.01691984367556755
NRTN,,,,,0.07236659950488543,,,0.013633995467453884,
ADAM17,-0.010051388608756508,0.05138856645037267,-0.03966217940454622,0.04538834503803219,0.0017092799197903857,0.01309005816351457,-0.000972675176485589,-0.009028077404562237,0.010355321840898197
LRPAP1,0.09416796778759386,-0.06728155582221856,-0.08457096798394331,0.009265109213996738,-0.08891063680024099,-0.05739689365759812,0.04662349818214501,-0.013194978787268191,0.03705168236750111
NID1,0.0761088390735765,0.02385103031215374,-0.06576481620259071,-0.02325123318605221,-0.1221952655956961,-0.01315321013738506,0.02367614320828811,0.01514337441755016,0.03886744579669517
MST1,0.09119748532924443,-0.0016639697351075891,-0.019028630150046324,0.09968633453912848,-0.06344722756401901,0.018701913803831467,0.09119537823888198,0.0059432197720734525,0.03654918887147374
IL13,,,,0.004645928740866038,,,,,
DCN,0.045278456607096375,-0.006559787939023387,-0.06857082259341168,-0.04335159999194108,-0.06358781272874654,-0.0032362345849467227,0.031913292552821666,-0.014809665909293232,0.07492123335805208
IGFL2,,,,,,,-0.01938156584867454,,0.05122735327343007
COL7A1,0.07324574316730817,0.018061961184744926,0.03096521109345461,-0.002678048131343634,0.053813130892455506,-0.025894365460653993,-0.0031014470153230165,0.06010236648562449,0.11959369235082805
CALR,0.06675494242562144,0.11288889300804647,-0.021887575639852438,0.027415505984826602,-0.09237597886845693,-0.02064657416202521,-0.028367999864529116,-0.04328165706147801,0.01980709527094671
PIGA,0.06839998039158171,-0.0056855588709245255,-0.0010430827251981173,-0.011376525861336084,-0.01577530556002611,0.039384929850292,-0.0027863225380663596,-0.04640470276009065,-0.03842506656721367
CD200,-0.01860109314394479,-0.0005895689076866271,-0.0012359986105772976,-0.015366217265070547,0.008287503023237925,-0.024690210344998107,0.033544132711902735,0.09503203894590766,-0.015661038984859883
GRP,,0.06125760045237779,,-0.013894824188691137,,,-0.018272033671928783,-0.009618071018630712,-0.004241673708975613
CDH1,,0.039560009904996064,0.004459086712968589,-0.02261188287520366,-0.04042047678613887,-0.002650591524506497,0.03610351908759125,0.1518336131930036,0.014940424452761357
LPL,0.08645221842360418,0.010259453067605454,0.02544573629026248,0.0267286218689219,-0.05636623543446275,0.06661034327912844,0.06610302201059966,-0.0017243808701295253,-0.10293256108479712
SEMA5A,0.06283918568352001,-0.011352748659455387,-0.07668045445807144,-0.0044764882749387365,-0.03715655206975213,-0.01691547689517794,0.07727927993326342,0.05018445741309869,-0.10402624488842313
SEMA7A,-0.006024276055085797,0.04038749683336296,0.023822580151331547,-0.018120424470386507,0.01026487853434381,-0.023450786994216696,-0.04538244867437175,-0.019727884815064562,0.03828977868573966
SEMA4G,0.0974598927473766,0.005461322258574164,0.014778932601619287,0.03416905842049957,-0.03261044038940244,-0.002779238004149935,0.06301837455934854,0.026733459498584192,-0.021272210262633314
SEMA3B,0.04444104974946411,0.0061362008205920705,-0.05152095845828919,0.005849481957513744,0.08443353615638094,0.009166438581551374,0.029822388572090984,-0.05777746771848652,0.0558619510747315
RPH3A,0.04862226849353169,-0.026139895861796218,-0.03304577644178884,-0.0038149099453544796,0.03052851993021595,0.06869157568492655,0.062329615601594175,-0.03947029325379242,-0.0071529372213044035
JAG2,0.013519613781584715,0.055875315206188186,-0.009319741285636816,-0.024505637007472977,-0.06822552558880521,-0.009805786176432962,0.023015294769466132,-0.006008640190395442,-0.0011556003300531217
CGN,0.011727839788827155,-0.018457116056213616,-0.021660212745096056,-0.004418915692479713,-0.010360874805326444,-0.0037839549816687293,0.0333106160240115,0.04352515532527565,0.08532365279687575
GDF15,0.08449161128406978,0.03893052492413554,0.14764841399108922,0.12651417316327404,-0.029719314763807434,0.010772100597119106,-0.0597717007735153,-0.014456558234259401,0.0898559147128349
SEMA4F,-0.00730894208833298,-0.010176445797555327,0.08165573040332268,0.04665647396259866,-0.055895390742051014,0.07238855666745941,0.008689252287190453,-0.018176692460076367,0.059689651283125714
NXPH1,-0.04716849768935291,-0.026980681924987503,-0.04944186636271478,0.014144190365445395,-0.06125484847112887,0.01808241218759174,0.016342375862446835,0.04822277532752786,-0.0705976853218829
ARF1,-0.07233092837102158,0.09708429705831749,0.11029556326971021,0.042949208102650245,-0.09096180106025738,0.025521091060688457,-0.05366724651270138,-0.023077255933141694,0.04899925861649961
DSC3,,-0.01389196390485038,,,,,,,0.1368713584303019
EBI3,0.004328289676970215,-0.006562926622124192,0.002653290058999196,-0.02629751552856533,0.04497428493754064,-0.003920377563876647,0.03390660646612658,0.02226014792115915,0.01360796896491213
TIMP1,-0.050488745031667934,0.07010553757742104,0.02370976950326632,0.0248047252462401,-0.020536332230537583,0.03038048907782034,-0.06772811156448015,0.06586851190962703,0.041795012070559634
SEMA3C,0.0024976258371716045,0.030940399875199563,0.003536518695483848,0.03948085795523403,0.017539600661528796,0.0002540869459894981,-0.016451832257428956,0.033006575468027155,0.04468037017792624
GNRH2,,,,,,,,,0.018671170232256562
GAS6,0.07848654490519759,-0.04055056517066997,0.0024601938509628816,0.10736366898047818,-0.04402816018939402,-0.051451383160160374,-0.03630854867696932,-0.02398394855547819,0.09613063778366375
MEPE,-0.028941919374122188,-0.037200625110298535,-0.016549060697981035,-0.025479074057916086,,0.06874661765621816,0.0899946978042712,,-0.026568261415071803
SERPINE1,-0.016287830339316627,0.0769356403532312,0.156488334135012,0.06563307833706815,-0.07278436500080104,0.012274301468944331,-0.05242565559900919,0.017844183744806088,-0.07407785518272908
RSPO2,-0.02843002284666328,-0.02823351303871476,-0.022180391932265214,-0.030127251119922427,,-0.02230529727350513,-0.026232703258740688,0.017685506576401236,0.05529086713759287
SHBG,0.04658826283392697,-0.017994199657768304,-0.009941530174755098,-0.011082992171002526,-0.03822684987835381,-0.023901084683305884,0.01769284142414889,-0.03368750333873599,0.012776016649176764
LGALS3BP,0.04121188942536346,0.03089931966015377,-0.0727942732152301,0.08047127790397117,-0.024774558343443467,0.036747630700740684,-0.056505142297640976,0.031118677667772064,0.0416692717508581
LAMB1,-0.09039615396442094,0.056167802769279414,0.03722627232067914,-0.03452751781529553,0.039187105440561136,-0.021095910231058033,-0.04323841253450874,-7.427942236962036e-05,0.04349661719320768
SPTBN2,-0.03723292291723582,0.02680868089912958,-0.027188249113724954,-0.06663071846769238,-0.04137908275829898,0.044479019055013724,0.06557730274298397,-0.017494948007361226,-0.04069877512202849
COL1A2,-0.022565623874391347,0.057529569862837845,-0.026945162598072777,0.04377748680315763,0.002292798213159771,-0.0022929089925595183,-0.006836270084201956,-0.010152988230558952,0.058217238679914525
DEFB1,,,,,,,,,0.07498190883698394
CEACAM16,,,,-0.02011814111505539,,,,,
WNT11,,0.015344953812021346,0.026762115809083338,,,0.022806694613484325,0.16024655087999384,,0.007138921439588264
LGALS1,-0.06210255843025624,0.05922140813620541,0.177537842013125,0.06919481455225389,-0.07164554143279198,0.03814827065833645,-0.11313003746831995,-0.014953875697416574,0.024573993434701617
BCAN,0.07056053939416608,-0.05743275977906415,-0.17123763903629494,-0.03240224166521083,0.0169946690445302,0.002711201441928085,0.08877914566944124,0.06748692378226268,-0.010019330374029203
ANOS1,0.06847421569472636,0.02211162076476916,-0.16254578131984124,0.009072982736428753,-0.02531549310746555,-0.018452807131014964,0.04395917483587916,0.07253663804146042,0.0037574307903060155
EDA,0.025689210357374287,-0.01457728158909175,0.019500838637503654,-0.02421029687809124,0.002287965518264715,-0.03250822468930921,0.010391719530065041,0.02943026185514857,0.02361595362196349
FGF22,0.02700313501717952,-0.020728951389395758,,0.002938049184630311,-0.014408324617276704,0.029408754644123052,-0.018461211414022006,-0.02726165024072195,-0.036848710714214666
SHANK1,,-0.002754263922614803,-0.01076431864409532,-0.015503242796015506,-0.0363365224133034,-0.02859014212325903,-0.023491956044331328,,-0.03427733272422988
NPVF,,,,,,0.028703605201234796,-0.016687423101466037,,
RAET1G,,,,,,,,,0.04436363317656644
TGFB1,0.0041212543768465205,-0.01957602615425438,0.053127040931294174,0.0019604921880632194,-0.03718661408574393,-0.03094000951664071,0.011028622380961708,0.014132461376494085,0.11198017181127631
MSTN,-0.013339526699702738,-0.02966075497872938,-0.04962687576282553,0.07431925333503,0.03367429023854337,-0.020441601930244222,-0.01068864472419407,-0.006599060368447941,-0.04636514942611098
WNT4,-0.031844684244769,-0.013416456196909439,,-0.015375177109697016,-0.02876951978358242,-0.030684780483810185,0.016121965235042106,-0.019640037191675664,0.004483867530613482
TNFSF4,0.006595024925521134,0.03545134761953047,-0.0346375126612653,-0.022975041679867584,-0.04538315864167207,-0.040309505771715784,0.0021939523245660267,0.0028770081898605525,0.03771999148932657
NTN1,0.08236179366270525,0.07086222737846139,-0.019221880767345448,0.054607191127967816,0.028370018417586927,0.013552089092411061,0.06436593563552784,0.0013785489935797051,-0.03688001421918257
CXCL12,-0.07566709472612745,-0.05102653176680036,-0.04463744659103365,-0.0326064910915291,-0.023572803293718782,-0.02666372746105324,0.010078975508949461,0.035371986427599963,0.042519699433110354
GNRH1,0.10639430636105039,-0.0037511399040058646,0.12705851609125438,0.02656410364625462,0.002584582005309257,0.04541055128645389,0.008952582424313162,-0.019901663638652138,0.006961724022874131
FGF8,,,,,,-0.011058620323022586,-0.023033463206446794,,
RIMS1,-0.04991171462558596,-0.0053299627876464105,-0.0007791404176295037,-0.04048373718797952,-0.0007414059821828158,-0.01894016849669783,-0.016467050890158465,0.1136400188612553,-0.03138833595775277
FGF14,0.02685547780637991,0.00823708047165003,-0.014809464636958937,-0.017795228482633724,0.0009035552257802662,0.015368597003677495,0.03507630661887752,0.03429660579732568,0.029140218757724125
IGF1,-0.04224651099732886,-0.004020319947351967,0.03731948941426077,-0.010711589001515712,-0.032872069955137286,0.0446624904346816,0.007624604015165755,-0.053711107535161805,0.06473896924165416
TNFSF10,0.005004463192113662,0.012460190098694117,-0.04914717940909903,0.013536942810309628,-0.049501782662791156,0.028257849619653785,-0.02883460743534225,-0.04387036841241119,0.028695602658850912
GDF5,0.027391353948709864,0.048504999675382944,,-0.011256681632660623,-0.028088911405675415,-0.02316805148982618,-0.035631474682618396,0.06950759254708412,-0.0231766643721278
CHAD,,,,,,-0.011302250360489484,0.04369797364270129,-0.02212780542025531,
RGMA,0.08601586016012097,0.014452095447658677,-0.13116131002499215,0.02196702988945433,-0.05570100749158194,0.030994377765216435,0.06296791904612396,0.02021682541577894,-0.11191608927945604
WNT16,-0.03233472026155534,-0.03464646181313071,-0.01664868479569372,,,,,0.03795397735676666,0.0139520751281895
CX3CL1,-0.060476822337186785,0.004105578844991721,0.030627579426045128,-0.026185284702171744,-0.056210325048704796,0.05143941142076763,-0.02014878871026472,0.0388211413905808,-0.003568361237060333
FGF1,-0.02736404931754619,-0.00953997352891357,-0.09272082314181906,-0.04370969207996708,0.08831055660452292,0.010500693962896034,0.046594677602733205,-0.01641890037395366,0.005548717474100597
ALOX5AP,-0.08071753791754126,0.0700362530857815,-0.007322245697279707,-0.005030868675535001,0.057234193765175016,0.04093625576501971,-0.07262327210835128,-0.07146382101661158,0.011173535656521244
IL1RN,-0.06407126967207095,-0.0032319071468718858,0.15603613982350836,0.015706661671695737,0.018496596747393044,0.046168249111605095,-0.03056185056465907,,0.06732744738428015
PCSK9,,,,,,-0.01574722510470249,0.05003269323462373,,
NPW,-0.06089345418056079,,-0.024847617642185574,-0.013464879369830297,-0.02441804947820871,0.033476878092960426,-0.0076482683676992475,-0.020415604129744976,-0.0395195717246861
CXCL9,-0.014863389547548048,0.004116558240211833,0.0012983140942312262,,-0.03661139532989343,,,-0.02394786118602444,0.052743736797285314
ANGPTL4,0.014451068823429888,0.04724236912671367,0.17143281631147006,0.08776034446577345,-0.002809375884670494,0.0009809934807630473,-0.0722033440010682,0.06316815216198701,0.017718920788265324
UCN2,,,0.015553619452308785,,,0.03667720262280067,0.02704577963163652,,
OBP2A,,,,,,,,,0.01627611624339968
COL4A3,-0.01637659001879982,-0.02695852542290196,-0.03126244312206665,-0.015246115668290318,,,-0.014001052661664891,0.09923140726044187,-0.010614408123829988
NRG3,-0.04479282405363597,-0.00759418667571438,-0.015965409898505502,-0.024685636850280714,-0.043976207353881164,0.022597538359107303,-0.03513080130526169,0.05849290615226959,0.043944584950343306
IL23A,-0.0505503341950497,-0.021978642831076194,0.06094941366143847,0.05299861100371018,,-0.01574721961141044,0.012305718353690855,,-0.002752930758762922
COLQ,0.16015743944170718,0.024814948654203247,0.008330456148567745,0.002172383267832591,-0.040953939456059574,0.023587005476941484,6.725130715897578e-05,0.0597000863883133,0.003258805521968165
SCGB1A1,,,,,,,-0.02225083468852183,,
TNFSF12,-0.04644083567234859,0.01089754143158116,-0.03165315881654987,0.04298450395723301,-0.052962690279615074,0.009207244686488623,0.015327143454253555,-0.024166450386332854,0.07250729524604027
DKK2,-0.04432638115510919,-0.023021576601027167,-0.017483194317825856,,-0.024434649936904716,-0.01858849945107132,,,0.0005557470752075497
FYN,0.05742551193433243,-0.05292371715906293,-0.11598702826578298,-0.0031917597220578117,-0.0248256162939463,-0.02388889940627232,0.05495887869212559,0.00036384943065996084,0.025874425619344343
