,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
DKK3,-0.03446095336744924,0.08721042726433224,-0.012219380172347112,-0.01603167329238255,-0.005263245789824985,-0.06458113455277457,0.03680081131171681,-0.044746563184496393,-0.008174496193961833,-0.012003092489611575,0.05319087321263869,0.013283984855788059,0.13974848664497394,-0.009312658838834744,0.03446500840248451,-0.031759306342215,0.052223615369592254,-0.008775411351788059
COL11A1,,0.047227817013398045,0.021941769385169636,-0.009923622504476311,-0.0247937020914355,0.06549424614213754,-0.027175667104868236,-0.048344380305298175,0.019628216920918342,-0.012798350975222984,-0.06891542162950305,0.01989775522724914,0.038588252191715286,-0.02564957703204764,0.03253470255440963,-0.004329785227381605,0.05440570417907677,-0.058345811112231305
COL5A1,0.020256932965711107,-0.04811289189211597,-0.02518560530213578,0.009898890985906678,0.035349321341321294,0.06842866829416872,0.009942004986047437,-0.02618633363052777,-0.007496641023313003,-0.045798014222630155,-0.008246182650638085,-0.03866830498627175,-0.07657873780194441,0.06749261387948415,-0.01880087226163155,-0.0735933075253813,-0.03734110095637561,-0.0008194815724622757
KISS1,,,0.02125704051738182,-0.018393913385094027,,,,,,-0.013411571281191042,-0.04035760424285611,-0.04476072428936297,0.08385950272912367,,-0.029379044946918936,,,
MEGF10,-0.01716806564069171,0.02681678603430644,0.007189650021028484,0.00508946524784528,0.003157074040584033,-0.018116826807294133,-0.03148383902092677,-0.01254872254798459,0.02235005131550854,0.06127706384601125,0.07282015431724381,0.05980238497671714,0.14129927170151532,0.08387314785537764,0.025610895987764254,0.006688098447182801,0.015773922613384353,0.0046539542678149404
CEACAM1,,-0.028133789315435836,-0.01152218348004912,-0.031149753427538326,0.012060853269791047,,0.002670259825123239,0.03507652404717799,,,-0.044493219311622464,-0.0026225048793895814,0.02946925546907617,-0.02040777645010896,0.00790440507236319,-0.02064026399005602,,
EFEMP2,0.011114084019273895,0.0050706363598370715,0.026584216388896843,0.0217392401018616,-0.0077247189306631,0.02878118201299562,-0.0024766875277718496,0.013734006596816117,0.03392589380200766,0.05280963923784596,-0.07707529014890295,0.06266927050860724,-0.023252652491416996,0.08349626315150062,0.03973727751034419,-0.06362470507544216,0.006351356812874384,0.01983139503227704
IGF1,-0.03016639516003447,-0.04880409770996078,0.03366227488195558,0.011618667623034455,0.023006507480997074,-0.04715716525557875,0.02797393026828632,0.023515692297580125,0.020793942013071488,0.00341095327795462,-0.06012240785222337,0.03768246167441866,0.008507038818847543,-0.014047791411601186,0.014653728442421585,-0.018482186685485753,-0.03823444848656776,-0.033330520696886974
COL6A3,0.04486611831729393,-0.011560090884040577,-0.016194511257953164,-0.030010003198814514,0.09703120584694043,0.036709911700575845,0.009601092298580347,-0.03846733882112987,0.06647801998135228,-0.035860502160727885,-0.09955733667594376,0.016456405684021777,0.01735583375002275,0.00509485212029982,-0.0015529589189936734,-0.06945312289357072,-0.0012346757298356778,-0.018993126665873696
RLN2,,,-0.01108737861744788,0.06330494634070749,-0.028664136674565927,0.095193675098624,-0.01719613304990685,0.022028034488749522,-0.008834600572003477,-0.01142784432159603,0.036608670823454564,0.016528736993845525,,0.026399172513283435,-0.024500053428139316,-0.018592684910645474,-0.027454416877999956,
WIF1,-0.004581540092179386,0.01246105732581578,,,-0.030743106350775685,-0.06631573121019109,0.056717437438075315,0.02526920027632437,0.031456972418543984,-0.05143743791553965,,,,,0.0019519263491574032,,0.015635449622947092,-0.07952155726533189
IL13,,,,,,,-0.014761243106987289,,,-0.015894846830765266,0.10975262880945817,,,,,,,
PLAU,0.016168999713289212,-0.05799833299563284,-0.0005156703783789178,0.054465951850250105,-0.03900567973446494,0.030208812619169308,0.01910590423330303,0.03151150227056806,0.024875230240014836,0.052556052213102125,0.008490558229813457,-0.1179326413718891,0.005875725153873205,0.11533811587022187,-0.050486816980759595,-0.04288342802199533,0.02641246803238839,-0.0509229442978596
CXCL12,-0.04558242191466718,-0.04317363024669351,0.03479582272218569,0.005741282670861818,-0.0024526526136723686,0.02342863410753216,0.07354809525148714,-0.0008879221389896571,0.0322636409858489,0.012114304490068445,-0.01161757915069522,0.044724396972217646,-0.03535926709702624,-0.07034170550955689,0.01017166542957254,-0.028753997290092558,0.051080707595563206,0.054166959189239076
MMP9,-0.029277172975698127,-0.055490401796782794,-0.010480994057593014,-0.052720939867779065,0.016288528104237546,0.09830300766400475,-0.012385944139601777,0.008973869771846662,,-0.017350690544026406,0.09666264854122436,-0.02795363197337316,-0.05031412704466963,0.07078258978207698,0.020776779481369845,-0.03077596132920283,-0.032449671108206436,
TNFSF14,0.10436803323064531,-0.029332640513445866,-0.015774454669942876,-0.017304623707790533,-0.05259986154847358,,0.04465893547886063,0.0005070429649853412,0.026045023381697018,,-0.04547854841447642,-0.04737610019487317,0.016397648088545432,0.021833792414652827,-0.032253477029568545,0.013315269039978048,0.007377440555055469,0.046089468184323704
HBEGF,-0.06088553509881329,-0.019100480610337946,0.01930753984446847,-0.02181522935069061,-0.02610576329567599,0.07761699437263757,0.015511077597454927,0.04908746785276949,0.026920078553311053,-0.0007402754199828301,-0.03621029880763026,0.019264694390902833,-0.004423610408965551,0.0366621856855393,-0.009844678252107804,0.0035191234464556132,0.015036036288555585,0.06313731565542981
NUCB2,0.020514140223479197,-0.024345695130462752,0.030909015757432306,0.02525649765705946,0.04805415872598134,0.015728236662014658,-0.020242025032557745,0.0003231050388749132,0.007288155534969122,0.03651427949355615,-0.07121577625784088,-0.031695221505699804,-0.0761397942510329,0.03504686502890672,0.0035210258563679038,-0.016386581979450796,-0.052779771303973176,-0.09697667732348021
VCAN,-0.02829323373389201,-0.002492124242753203,0.04543591658673788,0.002918130722157674,-0.03188373289087825,0.0908998157990185,-0.0344255333980823,0.0863498786746227,0.009412890638374286,0.04343564936394683,0.12377248304583856,0.02422892602659009,0.03827247328839875,0.008575415542018761,-0.004245406018970276,-0.1075047155616329,-0.02006038543641707,-0.008842673666013998
VEGFC,-0.030262828861879754,-0.0050783323300331714,0.06301162700728077,-0.021906474914502268,0.005236763529646064,0.013374931404695272,-0.02432999855339544,-0.0202247484754601,0.08674208540003779,-0.013831159865413197,0.12874072525862515,0.00019979935039044814,-0.0049659154766062055,-0.044072356296635036,0.002039185808702115,-0.032895400592119664,-0.0048574182704159636,
LMAN1,0.04405529384552533,-0.022565525883488816,0.0008803438075930091,0.008129626448241271,0.03172922122919178,-0.002679647451792462,-0.019251108247579977,-0.009333751551533166,-0.019844166574957377,-0.02936998110660304,-0.028964217265552823,-0.07626634323030852,-0.07396411018534148,0.028342766231421557,-0.026948141691565192,0.03131449360094071,0.028062109468852,0.12611685701366168
IRAK4,0.03426472374240151,-0.03967668408186812,-0.021128823523775393,0.03245270412183493,0.02192751730233624,0.03424720408816198,0.01833920774366168,0.02891416871278317,0.06388465196357679,-0.010010456734748149,-0.020073415824056706,0.0836571068885142,0.04775072311503188,0.01676450550923869,0.0033776975012775844,-0.007409418997178557,-0.034962878717521725,0.07665403736601943
MICB,-0.037491070052283956,-0.03333953161983459,0.08225082349474794,-0.03318546495850328,0.027102285629259606,0.024506728443746992,0.0007831765559046336,0.013977369159370482,-0.01319496141957101,-0.02800078893408315,-0.03731088260583381,-0.03492105764318722,0.04806313178282611,-0.034204819704328884,-0.02992387908728314,-0.009551171718440556,-0.033896305027921445,0.10891205220889667
COL1A2,0.05991004297646011,-0.03228656803093345,-0.026516849520004132,0.0008434209628786106,0.022236018012367142,0.05448160186206506,0.023110809583795147,-0.03723960467197251,0.017876725742232195,-0.008273709843561584,0.09434280603152399,-0.021476657068960205,0.010218801599301098,-0.0025185706612630477,-0.013151277508551218,-0.09712023557780271,-0.013442764655394868,0.046375494313873535
ICOSLG,0.03401718769377963,-0.04060919076722408,0.052629002470823735,0.07117694356769316,-0.00836044915758953,0.08994260508101033,0.0035541917787331547,0.03292547094314503,-0.0110202829865831,0.0016410009990134148,-0.05082408557976737,0.06699840131562157,0.06517039752229059,0.09680102979863951,0.04915980552680684,0.023020025078611218,0.013957077258654338,0.05754004146513243
GNAS,-0.0803115679124223,0.08588982619751154,0.004327780564758789,-0.011610417301649184,0.022908862481819916,-0.030825988956605366,-9.560424318393196e-05,-0.05740678543723256,-0.026512995823608543,0.008158085537110558,0.050676973535444134,-0.055583849967040654,-0.08525776034136995,0.10050426658263066,0.014560083919224307,-0.005032766399037782,0.007439672090942161,0.005456683069283892
C4B,-0.03215273724870173,,-0.012214194769243762,-0.020115020432472132,,,,0.018673330955806672,,0.0480175554383866,-0.038712420377187896,,,-0.04110571936987714,-0.028362232693586245,-0.016909902125723766,,
COL2A1,0.03172255926697036,0.025707534382849066,,,-0.017859371971687476,-0.022400803718150165,0.02838233046373293,,,-0.01126155355951921,,-0.03508523399207785,0.003393693034932722,,-0.005791263018228249,-0.021909070780016637,-0.013206010327342189,
GSTM2,0.07143903285468532,-0.008572317596028986,-0.02296656265255569,0.02568715372710934,0.0016221751445512325,-0.017047096766153184,0.03577957700617389,0.01284263875037722,-0.024117909258277174,0.0414599134887295,-0.06408247001937756,0.0385340429494269,-0.021163072018737336,0.04644615275979257,0.038658368841276124,0.07090580976850118,-0.060718794099878896,
NLGN1,0.03126697025786335,0.034263513367256825,-0.010285685182598201,0.020586004824841315,0.02046936845640098,0.052165400040666804,0.002200242942230383,0.002806195823213412,0.011465936669894514,0.0015942459007172137,0.02493479835362452,0.007799661490551961,0.06045778396579723,0.06629080504005405,0.004709491147542806,0.05162475887973761,-0.009760759770648513,-0.08480903966429199
SCGB3A2,,0.05679715326469347,,,,,,,,0.05479800314678929,,0.001289543366368394,0.10027701602191359,,-0.00040496991006210606,-0.024690548212040263,0.012995253728965586,
LEFTY2,0.060507663495165,-0.03761403854600744,-0.011663694620783102,-0.0351998139534227,0.06841715443644268,0.16488810539820872,0.01905741915655203,-0.02874455634932478,-0.012750208804396826,0.01630653110782319,-0.02624517824252128,0.0555767496532149,-0.015230026719538277,0.05999182692657984,0.05805439776650053,-0.030318936419775698,0.07892664070593917,
ACE,0.022165457690974593,-0.0418046386621948,-0.024970758007591302,0.015050884741638008,0.015163604852543873,0.0311230556094116,0.015621030455286934,-0.0019579851428003533,0.09018787393283147,-0.04060272120288894,-0.0022856819032913644,0.03822853844335976,0.1272119979793027,0.03846318573416288,0.013576793179792827,0.016805936194059835,-0.035866411586342045,-0.018500917992127254
RPH3A,-0.010397051450500055,0.05369723564957886,-0.03520682774841899,-0.008871271728426116,-0.012025312214871874,0.04387763858446868,-0.018318480857281178,0.08821599412823307,0.013903417587819576,0.0018443007041101594,0.0447994011458162,0.12540051233759597,0.13311164068225778,-0.007907825120274574,-0.006351896621597634,0.009903616590487965,0.032764260967065126,0.14953247745907391
NCAM1,-0.0013194814534906885,0.08929388346863922,0.030775913298126876,0.009604327139560529,0.025515122370545963,-0.008466923582706322,-0.023599206653089753,0.04014253324065866,-0.056985493765572506,0.001307707677959442,-0.0005273750033247981,-0.03152088101176768,-0.025736874918727077,-0.012364932559766445,-0.014383544942777162,0.07273520797220036,0.005353817245843528,-0.01536046888454821
EFNB2,0.021038828418305608,-0.026523582716339356,-0.02900515531523854,0.051967571898295276,-0.014246591223564632,0.03752501632041742,0.0051096388625343,0.029141413259503195,-0.0047605847617437904,0.0374875804034204,-0.024839783584359714,0.029490355805723345,-0.016613219495522507,0.05198841172098265,0.011235934225617862,0.07275904679814123,0.0463300560610122,0.005446835697756319
ICAM5,-0.04893969194588682,-0.010426306099947298,-0.015013794847378482,-0.019907205644825426,0.10626402960437199,-0.017205614696923218,0.08734782320205471,0.010809401685032376,-0.0508651215688718,-0.020990154974071615,,0.0063813116040765325,0.006220403311917519,,0.013324892290015872,-0.01997638895657003,-0.02805103642197539,0.17723981001258166
CCL5,0.0632505475998864,0.002105111634007404,-0.0031708831212379357,0.00444768627941087,-0.005487765462708528,-0.02982778478414011,-0.010790683030568028,0.11664379251430289,-0.0372821954613104,-0.015277651521993329,-0.02306714547544993,-0.02429560411845332,0.011543420642454769,-0.0007069464613266141,-0.0039853349364780575,-0.011383923900612464,-0.012199099585819866,
PSPN,0.008229684032157361,0.03813435023707624,0.029066617037699014,-0.01644631158411615,0.03930499460451624,0.05258353369724694,0.07486440009528647,0.033374208050070936,0.03226405554355052,-0.0057154262071602265,-0.013665981990164493,0.046375810183421656,0.031284296596761366,0.07882027521701486,0.0636202236560275,0.06351060773331643,-0.06251529365928075,0.033675144519816284
PENK,-0.04861601107906377,-0.04050904280858856,-0.019612611627581985,0.02023644384198141,0.11563059447165507,0.012793275276925186,0.021953328935798676,-0.011951417246904393,0.014274496902196553,-0.01982538775560856,,,,0.04210648047197963,-0.007319197884808905,-0.018592686989839045,0.02729196964762555,-0.03316342485730702
EGF,0.04198612801214457,-0.02229241744324327,-0.020471221934529805,0.02984066262681539,0.004442773070972122,-0.029644317723682825,0.016031829715505264,-0.017756870456856654,0.010609853926436088,-0.02079994142395137,-0.02740275103745397,0.039091845337703206,0.0320181050318328,0.023355406709577697,-0.030846647112150453,0.052683193435842664,-0.021925927307326558,0.12443428925075414
SERPINC1,,,,,,,,-0.0035147975005824813,,,,,-0.012931129419043896,,0.007034963714878364,,,
UTS2B,0.07684761245519413,-0.03234805033035073,0.08923963927193877,-0.014959134673441982,-0.020497019934074143,0.10106637056410908,,0.01307474818462708,-0.029241965938397552,,,,,,,-0.019810469053363464,,
F10,,,-0.015124595374974606,,-0.023510173561131602,0.010147341024813026,0.013738544902524389,-0.011850133395287616,0.0036407374010369305,,,,0.007654023313285178,-0.03006541036737242,0.03466619696734663,0.03685692855726087,0.015344360060046913,
FN1,0.09812960383537964,-0.031347459761926884,-0.022612844767139446,0.0035296621698979853,0.013205180758307856,0.06217155515787315,0.04758874705908088,-0.058201962909648665,0.07444702345573335,0.024834692167332906,0.1152350181424737,-0.07300882438972191,-0.10052191357473021,0.00734496613465781,0.0030107718669775906,-0.07566647696623408,-0.07277260528737889,-0.058240260188055185
FGF2,0.0991334763562624,-0.019379922668759292,0.05663022457054399,0.007367921368711897,0.04145976317881891,0.04432502877584412,-0.0032860190147269287,0.010369448601783246,-0.01609667604527833,-0.01545927070670786,0.01653555126946094,-0.037339560566250075,0.04872479360634014,-0.027480560762300148,0.007662003508854219,0.0009674805592564737,0.014842126262786595,-0.012620887579575822
GDF9,-0.05486765464210285,-0.04704317130854458,0.022065526590212735,0.045237579560896024,-0.009673977872612361,0.055481885473158125,0.03977208156383301,0.00931576681060347,0.018237666966445822,0.00017895165189504752,0.17874669560275014,0.09906048485715005,0.16370509851528595,-0.034866296114830046,0.01680759543638758,-0.03791816261121009,-0.031689840534814516,0.0070963036736604096
CSF1,0.048655681500291606,-0.021454826385078382,0.02768323955692029,0.05244603027901669,-0.029369084756515982,0.05179847502351785,-0.005643282927368515,0.05458012984971495,0.031053761994108448,0.012049327901937443,-0.04727650968294985,-0.03220409012490742,-0.046360649362523584,0.04797496380924748,0.01162349455195093,0.01501970731889915,0.021315211375901134,0.009586441667835158
GZMB,,-0.0186963048392775,-0.010635689466847063,-0.014546754617589787,-0.05282426295927521,-0.020557907719506795,,-0.024141085845486975,0.055450450478790894,,,-0.017536524168985722,0.016392682536485778,,0.02536430852264747,0.008138121281704727,0.041084985723702644,
WNT11,,0.052585887351825754,,0.00921296095775605,,,-0.014382087679739258,,-0.03617586428037039,,,0.0003615949302362616,0.09049252740141843,,-0.03018944506832349,-0.019978921133437126,-0.0271602877583831,
GDNF,,0.03698387454358486,,-0.014685422731473878,,-0.03055194619331992,,,,-0.013552787509216431,,-0.0024675691331282295,0.02686752428675566,,-0.024441101045752502,,,-0.04805884043665276
FASLG,,,,,,,,,,,,,,,,-0.014834669641705838,,
SHBG,-0.02474593880007266,-0.011343144304692056,-0.01759347227058423,-0.023936243886941395,-0.028068423600229347,-0.021921209667652552,0.0333799769952654,0.07357919878617354,-0.007789385678553328,-0.01092171927018979,-0.0358282105564988,0.02095751277039991,0.11899944935955616,-0.022912848683122277,0.018396329295561613,-0.031562165950871746,-0.020236222022127385,
EFNA5,0.013223034813629717,0.022423856761238613,0.011080087591586994,0.011798802492094487,0.040603540897767645,0.025221441631253137,-0.014488193117140592,-0.013783898150208623,0.04495967830356118,-0.0007443763746499749,0.06732622338516278,0.0642152231230196,-0.054316874365706744,0.051299105300164204,-0.026208231317619814,0.03423542890832278,0.06194451536801126,0.02138736724773846
THBS1,0.03766603477656653,-0.06693428618481798,-0.021709315775951185,-0.03139416875457042,-0.037408881350921096,0.07782045459670345,0.041665879108305506,0.03624636866421568,-0.02782429665133257,-0.030401149124115054,0.061087996496202925,-0.04805948859802003,-0.04006347509935058,0.06297023499682834,-0.013137937889349504,-0.09710008352479958,0.04946861810546473,0.03044614546554214
PODXL,-0.006281056412493693,-0.06550375040082997,0.03423761950097411,0.020800551373512676,-0.03350239098565136,0.045026361051800176,0.01681649256522922,-0.011397832812140364,0.04202759635038532,0.04245733940746468,0.002774244241838911,-0.09391094795538193,0.015763195192703416,0.025218753298369066,0.005748683402963736,0.029061293321064368,0.1007743176170952,-0.058995694069717
LCN2,-0.024987242944790634,,,-0.01770974406332369,,,,,,,,-0.0023567778494213757,-0.04318006208400456,,,,,
C5,-0.009756493266215778,0.0031962210564385678,0.04742303465767693,-0.031153202275607007,-0.043459658147235486,0.06832339279790701,-0.056633454490873536,-0.014180285927613088,0.030188205145135365,0.08512942746363411,-0.03731974263859788,0.02500252937290957,0.07073318974407002,0.050525958246684814,0.024154625917377912,0.06558426850885044,0.014943981688939074,0.13122308297157234
DLK1,,,,0.035626099054623696,-0.016694003780025557,0.04953448885338039,,0.028463787741871388,,,-0.04782603853795124,,,,,,0.00907362617389196,
CXCL5,0.02812567540793517,-0.0448604540088755,0.031987941137663074,-0.011446116790681514,-0.04362837409049208,0.02483262784625706,-0.016021830408632903,0.06026473402797046,0.03130521254990698,,-0.0664088795683404,-0.006043023753319841,-0.022589634583598108,-0.01919449976239968,0.02312650939280825,-0.0465375595736315,0.0804644706689915,-0.010873416171332003
BCAN,-0.01931527686139175,0.015474950079800855,-0.006356275854129071,-0.026917196637162966,-0.011786008789359544,0.04896485536617833,-0.0119394086863582,0.03646090489115032,-0.027801317812803844,0.033380203020434485,0.03716769338769846,0.06063584602105521,0.15296711307287916,0.12253999552200251,0.0855638621533317,0.03144503313733971,0.04535646475955695,0.045045330075961156
RELN,-0.038905010720114507,3.9140363409299264e-05,-0.036767298207791885,0.04520218389965156,0.06390897203604054,0.03492215216883969,0.020737582026967332,-0.01065785166369986,0.01765094589305971,0.018361771627169312,,,,-0.029784915048084077,-0.025373770679926532,,0.026813143387251166,0.016483264859490088
COL4A3,0.01340406712719153,0.041344374466160856,-0.012379506061186643,0.0269212987320183,-0.010209803287881613,,,-0.02266866959341244,-0.03227089734486099,0.07409036627635324,,,0.003174538152699354,-0.004067729482326181,-0.0018054845058643825,0.004636319544302975,-0.02998379474794936,
GNB3,0.03770183758085799,0.02852115695389685,-0.025114149723513193,0.015195044739145572,0.032938731063325455,0.0747369217721082,-0.026441378280676754,0.06186594168889567,0.015250897478662165,-0.04217198735442161,-0.01154863868875167,-0.011532084326010841,0.08749138725259849,0.09850200859871057,0.010153901822046736,0.06738043762870691,0.049928924750856495,
PYY,,,,,,,,-0.019469240113326382,,-0.011092882986408469,,-0.041346997677897346,0.03690243818062355,,,0.022360837248053357,0.0634393685888648,
MSTN,-0.01308621902840005,-0.014165614171754413,0.03341078695206339,0.01551063372807001,-0.0574551975772758,-0.002704649268255276,0.035294629971816385,-0.024861826887455318,-0.004566746428001663,-0.0007824039528411878,0.01342772418125139,0.06461899820683434,-0.002308631019963991,0.020423003158552094,0.02227252823152192,0.03533255322785485,-0.01783714295517089,-0.0437964379849751
COL18A1,0.013479622217968312,-0.038903223125055904,0.03290284991431307,0.018982819817817593,-0.04154537277491683,0.0549093135891312,0.034634877744040005,-0.05259822415580302,0.018621429634122624,0.028865158763067684,0.096822189932314,-0.02193638761451665,0.004116671584648667,-0.03022125053814104,-0.004343294001364985,-0.06436313154028715,0.006333305322391144,-0.008924317480803565
FABP5,-0.04786351923879217,-0.04714463136668227,0.0384695017645569,-0.015868286693943474,-0.005743600023327418,0.07156545208181399,0.017126507511042683,0.07922924858645236,-0.020791660366949145,0.045227307446655755,0.07536445380754292,-0.11130653629360851,0.027586998888780093,0.06179766642915242,-0.013348397672130771,0.0005017314266677516,0.0295413239726173,0.03231187062862925
TGFB3,0.041064429425514117,-0.029658193212593973,0.029093948937580393,-0.009405263521493906,0.008329612929614481,0.13587712344489117,-0.012661706881604529,0.014597002533265043,0.07300286529415334,0.014055015056188109,0.007308719755612754,0.03854260371534672,0.08940117642848625,0.06681748713583993,0.027613974099901566,-0.044246758575232734,-0.07439279755352396,-0.04064159655785042
BSG,0.08308487838447702,0.024693673294294876,0.025374438766090086,0.032295199544746855,0.059229156874536164,-0.027950179094699375,0.07004092229684716,-0.050557665962392896,0.07639589428844766,-0.018046623257438384,-0.013176908999714038,0.03628042676398088,0.09474832838382963,0.08099932274320418,-0.0028868336418553424,0.05312348523087769,0.009810591806558737,-0.05191586250878749
TDGF1,,,,,,-0.020931277135628718,,0.010934724174291092,-0.01486449371920721,,,,,,,,,
BMP8A,,,,,,,,,,,,,,,,0.027801129991943455,,
S100A10,0.040330894426524856,-0.05585084498226128,0.015136192956191815,0.00855948177101807,-0.02651500503292766,0.005664327359339821,0.018511739885599055,-0.039785808667178686,0.046007007284230614,0.013672899988952552,-0.07756324317785214,-0.04838004258403073,-0.11545036337033208,-0.033936361495995916,-0.08524554602310909,0.08100757972709281,7.547482067099494e-05,0.06802443670596343
PLAT,0.04390842187913628,-0.057553281985731536,0.0007725652029157747,0.021084464190630887,-0.04665356338760128,0.05029517984106389,0.025504744296964244,0.028147227031943296,0.029943904479495822,0.03896869799082579,-0.02829793063415104,0.006708521218111583,0.09228313106359357,0.1093738911585906,-0.017466863813874897,-0.038335102062165595,0.018926795304090447,-0.003302447036314008
SFTPD,-0.011451060016461395,-0.0034164347012645736,-0.017593473490840224,,0.10065302304604978,0.06571118140649215,,0.01406747021029915,0.05952011983554506,-0.01932220253598221,-0.04547866706818595,0.05698175924749085,0.11134025174689731,-0.03056295228428359,-0.04112102139883658,0.04002206153887904,0.1630158569144651,-0.04315907950448962
EPO,0.014780284814171277,-0.03192128473262849,,-0.018054782522378392,-0.024992754542042552,,,-0.02180824739423175,,-0.013552788564664138,,0.031785294066566,-0.032523664265290284,,-0.02508570073374093,-0.015054280672757093,,
FGF7,-0.005148432196098562,,-0.018626930997237855,0.039499305473689725,-0.011298700807126954,0.0866552387659225,0.05661619786181994,0.030932764564815893,0.00798033917494219,-0.006406375062525612,-0.06001505122986355,0.029547319773515532,0.08374613908702314,0.01611792890922647,-0.03614375697453727,0.04573144353086643,-0.006497894564186362,-0.10396546276170619
CGN,-0.034241877426295614,-0.05887293386462466,-0.01588041059130091,0.022129588748815966,-0.002328553838816467,-0.03229992994248178,0.003024904238239915,-0.016664878498421968,0.007271398623745509,-0.00017145620743158345,-0.0856861912750507,0.05389506980718189,0.08292408221999051,0.051458580686222354,-0.007494651173766709,-0.011880882108686614,0.009556286564672096,0.02363938737149374
