,MGH258,UKF243,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,0.06580692167191655,-0.017247510661555193,0.019280312930731864,-0.031071935788776543,0.05367086463231236,0.033563966886880715,-0.02431527069668586,-0.06672915758639358,-0.1284104649588504,-0.03459608904838135,-0.013788729983405613,0.039424095233707324,0.06484462713779822,0.02942203153943892,0.016789581460340382,0.04203568192787032
QDPR,-0.015593406583744598,-0.026512529613602263,0.03248021982405723,-0.01390081444998806,-0.05807510056265955,-0.03410409242440044,-0.03676632706423314,0.02257786091813422,0.05473120110055618,0.07819565689985246,0.035035460708122086,-0.005719045840899553,-0.08859619356644532,-0.04551520077488472,0.008732711489590846,-0.08217002268212532
POMC,0.061032418869642516,-0.038739229365094496,,-0.0039560714987979285,-0.02973545623801564,-0.02090226806937314,-0.0028459200394836846,-0.021563508940795072,0.022413557495032106,-0.05001991435456723,0.023279968827673435,0.0558712480838209,-0.048310020639091386,0.013653549744669691,-0.012858086281062636,-0.03941764646249639
CCL18,,0.060017635765980994,,,,,,-0.024358847673005,-0.04833728239404096,,0.014624716477946295,-0.003962700726439179,,0.0040431977686600775,,
CCL17,,,,0.047136159546133115,,,0.03723577601233796,,,,-0.01752176731509595,-0.009145693943879183,0.09379398546922228,,-0.007898041769355057,
VEGFD,,0.013496082388729395,,0.024577532417035426,-0.014138100246029872,,-0.020680816329751734,-0.014569178311891388,-0.03302982672330967,0.09187916781164775,,0.011112052685240102,-0.031189049604695512,,,
TNFSF13,,,,-0.019258203001878336,,0.04951129074162944,,,,,-0.007715717168703404,-0.025039833861122823,0.049500202599568985,0.02336135291534755,-0.039914052829698704,0.034697274313581876
WNT5A,-0.007096117948149522,0.019351018605258695,-0.016681148389997017,-0.00794713265624832,-0.02541246861484274,0.045964393667566994,0.006197699233423179,-0.04688274383197676,0.030663932644081265,-0.029279869446649835,-0.05835195077409065,-0.022014460937181502,-0.018754401323366462,0.001728977709922162,0.024131180646395124,0.03224449657894787
CXCL8,,-0.035640628151143355,0.020030017062169166,0.020935823474758843,0.06318769804855275,-0.016847674257319787,-0.028468918641294135,-0.012527759398563135,0.04590100696324373,-0.005682808914847813,0.047664902946482283,-0.04755184360201431,-0.016591732564113594,-0.03127310108427818,0.035444186621094775,0.004948710205632365
GRN,-0.060283649183375886,-0.028352347747428824,0.0033488916383900297,-0.02604278557448466,-0.035859341550373194,0.030265361121942946,0.04111061061872232,-0.04222895145086186,-0.017792626466919304,-0.07482855476652736,-0.03957984939997494,0.014578140522650192,0.14857521822147388,-0.047690439696627805,-0.0762438192660013,-0.07318590657619387
MIA,0.040300039426448137,0.029051069246112195,-0.003970070812662419,-0.017344095670617635,0.024093067799648052,-0.00415256511876345,0.06062939745081817,0.09711178379636215,-0.019686588440428067,-0.01445262023470558,0.12134954013441111,-0.007514866702631433,0.09805623804524473,0.029907977915422223,0.15171812532820328,0.0065109154584679805
COL4A4,-0.02500098820863366,-0.02681799269629122,0.02360015853829648,0.0095063788273449,-0.05029743607351406,-0.011269278477659819,-0.006376336862176443,,,0.05676378836124983,-0.03568308858601386,0.018174209270573158,0.040538338750287145,0.03690550531328396,0.1100556704687473,-0.03144689630018785
TAC1,0.0004946486806953788,-0.05202886942539317,0.0005676576578965073,0.01278118971351515,-0.016316755403924386,0.03079221765692398,0.0005940805367598967,,,,,,,0.04348311629645487,0.006454018556202957,-0.07611488327585249
RARRES2,0.07790025039721081,0.01291942697621505,0.0186757567916622,0.014709933919521093,0.07764254998689003,0.030764672114652298,-0.039189324973973434,-0.028063636232570008,0.09647726842907804,0.07676571949633107,0.03645413950700254,0.026295352586030368,0.05980695597730864,-0.0385983111563568,0.046477938114794455,0.008029544693609345
FGF7,0.1095126040303098,0.030999786328865266,0.06949309068222892,0.004771516920974109,0.02780642372919073,0.036302044754549706,-0.02152386318655466,-0.03174346454551973,0.06810032656082801,0.06171350834574277,0.044597876092263795,0.007524808817566996,0.015954482321560815,-0.02536397926110545,0.09728728104250924,0.02174913277675381
EFNA2,,,,,,,,,,,,-0.02203786331761525,,,,
HBEGF,0.006810991275057887,0.04144882901627943,-0.0545111997539567,0.03167682920302926,0.08077367972604016,0.05705053662479436,0.02132324947649989,-0.005675435521349569,-0.0762034956970968,-0.0031490084423353762,0.01240340642631346,0.032713285873193804,0.046475713580470666,-0.027689168184609383,-0.024023541769500143,0.02936819904431051
CSF3,,0.027691015580490985,-0.005002463047440073,0.0018061983303766698,0.0020202735189833437,,,-0.021887658862213662,,,-0.008345762478239108,-0.07507552644055679,,-0.036916711890151395,0.006508239950627066,0.04788633762323471
PI3,,0.03453214596226668,-0.02455807795967963,0.01732441080650909,-0.00886242419416894,,,,0.11613399602513902,,-0.005652517652613087,0.006864401149757665,-0.02512600908421444,0.028075812906103805,-0.031894805372658534,0.08947972508708912
PCSK1N,0.02182993871175354,0.011272821969008863,-0.023079453076378893,-0.017093251929240553,-0.03518263351697964,-0.017758448585571567,-0.0480987099128819,0.04490383325253953,0.012814352736806048,0.07145608385385241,-0.085877873229112,-0.046122077606003266,0.04898719233534932,0.05670777036248574,0.06691877426175964,-0.07392071701958895
NTS,,,,,0.0614233749741569,-0.013757228548995071,0.06230717820603282,,,,-0.006208404661041714,-0.026848954472117183,,0.0033452224507564566,0.008178213460684565,
SFRP1,-0.03141038189748138,0.13483408798229884,,-0.02436078824060781,-0.01612912398936659,0.03295625843352553,0.057731840474670615,-0.0053847987791186365,-0.08616259427088843,0.0034462677913656994,-0.009817110368737492,-0.0319966326865042,0.03481252267852327,0.021685868372668626,-0.0011645897434522014,0.00027831587395343404
CXCL13,,,-0.018187373889091266,,-0.015984167851784862,,,-0.019712649577030325,,,0.08461590469773672,-0.027693100268017426,,0.02901561428061863,,-0.03779076061174741
MICA,0.09991999249316087,0.004952301629205483,-0.05862922898512414,0.042194717325721,-0.04978233778986832,-0.02920016884028221,0.013761730356912036,-0.05508242002963153,0.052598408733352545,-0.0992358699084995,0.03375363198751173,0.02409308381866183,0.07716717708949183,-0.0038170426121438487,-0.003301004962694968,0.03693917530536794
TG,-0.02500098257456471,-0.033116057705617465,,-0.004504465398333396,-0.03420925302423956,0.03173656649020179,-0.01955588350753075,-0.03109694280175148,-0.0763770149563923,-0.003043035514419491,-0.023282048068868254,0.10560316194260712,,-0.03038302116923142,0.026271169094899287,0.008990376474770018
ADA,-0.04728530648159736,-0.04897323930528353,-0.049421364265957564,0.03446789762970216,0.037573263067982594,0.0175740762385957,-0.02558898787073527,-0.018660833499063122,-0.09413197305346359,0.022477571417102934,-0.0352662877635401,0.02838269617329858,0.07771137579824411,0.004426885254037752,0.027884646617219244,0.028430154065334213
LAMC3,0.02846195389667501,0.03277359299903098,0.060926630954171376,0.014115787421621005,-0.006931955682636055,0.02091761355960087,-0.033073488786223446,-0.013131514977224746,-0.04419390637644891,-0.07995320066338779,0.029407892459549362,0.03474541828504999,0.12197855109596502,-0.030440685622264985,0.021601498435997412,-0.0063195933031624605
CCL7,,,,0.010783705602654877,0.046460514718312654,,,,,,0.00732557619740042,,,,-0.027025862366106754,0.003910085142418797
NGF,,0.022971695362418235,,0.10043148342608353,-0.022620313507154658,-0.015153271934000397,,-0.015699991879757565,,-0.02588387667494926,0.08400220930108863,0.05481388629517355,,-0.030739116622876605,-0.0186399589923678,-0.013685403781218368
TNFSF15,,-0.02960916513014113,,-0.021165239170635487,-0.015690525949573878,-0.018399394226015046,,-0.013938491379520114,,0.01105404427012521,-0.025601614300266372,,,0.04212725842615479,0.03140844037117011,-0.010428386339837118
HMGB1,-0.05219022079819485,-0.05537842999812747,0.017327522900667507,0.03921173439286814,-0.031242979357584886,-0.06156963598668775,-0.01792045515318912,-0.057131931733736874,-0.017287682778074884,-0.10960636451575854,0.016023961429701025,0.03835167692834248,-0.0068609601471229876,-0.0043878918227516,0.059042493971992266,-0.0040483741165448055
ITGB3BP,0.02144456258392636,-0.000995076253986251,0.031424302106433655,0.005666015664168121,-0.04650027623588163,0.041095752525072665,0.0139569504519229,0.02890170062047749,0.13365920051022617,-0.013694520959039348,0.033245925910978406,0.047689933262562434,0.06557432779296686,-0.033819830630664044,0.0017846966994302658,-0.002249340821363042
AANAT,,0.06768304039757568,,0.04109741982170638,-0.014138102264323358,,-0.0016762686022815101,,-0.04701493719348406,,0.015536167320593106,0.053144372088947456,0.047461590267287565,,0.04563406945969928,-0.02844775286373834
RELN,-0.020726477384172284,0.018374213578505817,-0.028207196061520386,0.0652703729626907,0.057093251973952396,0.025225503835093258,-0.015720389159832194,,,-0.056631110182049006,,,-0.0014993200687583516,0.01341820088728069,,-0.0651521135717434
IL15,0.03902868501425696,-0.042088917136427886,,0.010223257071725927,-0.019090777100967776,0.042413732037559985,-0.04401025894638258,-0.03277475860727291,-0.005647376714422099,0.00803104892592016,-0.04220726755567593,0.003003448771789074,0.022099015180416598,0.03607871441948294,0.06553732757642353,0.07367521210661833
UTS2,,,,,,,,,0.013384253652580972,,-0.019618872027049553,,,,,
BSG,0.007881757711783025,0.03658253073031193,-0.024257180646500787,-0.0017006631590444125,0.038877335629404416,0.05819429123516965,0.010861161357282927,-0.010162437195061411,-0.005814608879601466,0.07454494496430966,0.11433991477360321,0.038824721188916576,0.08863784194127924,-0.0343055585335993,0.11633075622165479,-0.040434346328767974
ADAMTS3,-0.015891153412892076,-0.016229164732375616,,-0.014623012374340097,0.021871931771397006,-0.0034147778699362232,0.02283769479188874,-0.0273466875391596,-0.03936094067487287,,0.03144579344079654,0.002921672668479206,0.038865639924309435,0.0017170999390839154,0.022364856145319967,0.04475717255505447
CD34,0.00981347524680312,-0.052441905466077264,-0.015034885910934406,-0.0071109514508100715,-0.006077028382090219,0.028702520654424937,-0.020847841731183585,-0.026606555898779204,-0.017993411815587293,0.002547513481679564,0.028767384856558692,0.061196365427383714,0.053637824620133945,-0.06873546159205446,-0.014045792576625273,-0.01915294858559037
PLAT,0.056473837626463026,0.019224124130839182,0.011260579696713688,-0.07780109797531815,0.09514972330697223,-0.0005320261726246126,-0.02694041097913414,-0.030807028986035986,9.860042856488853e-05,-0.03266074141662461,-0.004729153269994589,-0.003453040913446684,0.10705901668972508,-0.010730174329620921,0.002983141591902865,0.03428862556357757
NTF3,,,,,,,,-0.015424647087842825,,,0.015397993452413291,0.02041334617939604,,0.026107045431782598,,
LTA,,,,-0.024360787100971844,,,-0.016937844494197288,,,,,,,,0.028255900082933886,
CKLF,-0.01007570587242543,-0.04167875113882139,-0.02774305248512889,-0.03791976825094664,0.051942528838166295,-0.011443731425113719,0.025564705870751315,-0.014075639906828193,0.07354893510831245,-0.05254440341552035,0.023946627692993102,0.09590129640749052,0.03524312806946704,0.06187343845170163,0.04886941229123819,0.013167385349334917
APELA,,,,,,,,-0.025694861834506717,,,,,,,,
CD24,0.02534820922545018,-0.00814682834200106,0.015272856124984996,-0.007603660880553779,-0.06613008404002835,0.01912388554182023,-0.029626092887328842,-0.011192008438476883,-0.018692875113754684,0.017593007965605468,-0.026286046825202903,0.02980393478940799,0.0509079876969794,-0.006561619315027536,0.024008886303517305,0.01954623893222274
HSP90AA1,-0.05808797124318343,0.022438502463196293,0.017209520398275006,-0.022505184837928034,-0.06415374980925416,0.0037086984512117783,-0.03609347054706975,-0.008049081545153117,0.05087536403222717,-0.135025499598289,-0.03560381975303939,-0.03242766953558763,0.030704916702290773,0.05916251021235934,0.016152267517133022,0.007259490571574932
BMP4,-0.025729640596502915,0.04473537255822637,-0.024180731083281524,-0.008515815248305036,-0.027437271290950964,0.05177215608385916,-0.021998393810714858,-0.04334580376399469,-0.049752041517949326,-0.02076757131924323,0.06416440549537278,-0.02019934588005718,0.08283548215515227,0.021444674331631355,0.09633380536502711,-0.0001154014767533903
SCGB3A1,,,-0.02677319042995674,,0.07267800765600345,0.005138689948960286,,-0.029181401860248014,0.02964933102914579,-0.058074344130149017,-0.017488287450041645,0.05727799435184315,,0.09978190409720306,0.030895684511287224,0.008418388152864444
IGFBP4,0.01850463001138495,0.0036107470785813603,0.013255098218671367,0.016461806901335863,0.08082438596608754,0.019401807976076633,-0.016066842468915793,-0.03444192297073911,0.019258816021711922,0.05796547459676628,-0.025840440684776488,0.006522298969233002,0.11613441275491773,-0.034634149947751124,-0.001436978134424937,-0.07939061255298609
RSPO4,,0.07048149998599336,,0.01048881674866917,-0.019432328457690343,,0.0639387981300258,,,0.005837069510628983,,,,0.015464245215908575,-0.03283103776389912,0.04843212681406365
LEFTY2,-0.005763750332252625,0.12667933582406601,-0.06033937379653166,0.006537376028863823,0.0221318689908862,-0.037528109266004306,0.011563808310477037,-0.015760110872857835,-0.014525016136267051,,-0.022292691938931804,-0.025339583335061987,0.14204169088858432,0.08390937051167595,-0.01320883184184408,0.061357656695209976
PF4,,,,-0.016583244831781994,,,,,,,,-0.02019922748294976,,,-0.016309772056825947,-0.02810016751809198
ANGPTL2,-0.002885220493968883,0.022592283506187905,-0.06547520139120568,0.011516215870375086,0.07032576008043631,0.03518496520543161,-0.04241284609608789,-0.010351170250278267,0.005141295570281564,-0.009682416876600115,0.013589459339636878,0.05132971239042038,0.021994716725504064,-0.030858416231763153,0.029236598051699213,-0.03643879557386659
LRIG2,0.07467198943395667,0.01847675411493165,0.06363793541043693,-0.02089071455082151,0.02582225013389592,0.007899675741267195,-0.0003914725158945204,0.03359783132796965,0.050239013633394926,0.002543959808693316,0.03719263767233346,-0.026733695972295808,0.045489342357777185,0.014130988506501286,0.02596346961979084,-0.006702228869323952
ICOSLG,-0.01126413892489446,0.18352281945817453,0.09216538143266972,0.07792185556665218,0.022019370985420728,-0.04378424268868233,-0.010122985209503142,-0.05594933889881684,0.030714422201227953,0.08728310066419034,0.020709819964434013,0.014722864300123787,0.01589652234594719,0.008948391786242424,0.032195902404162695,0.012631814906490192
WIF1,,0.0024595951086810717,-0.043415784705530924,,-0.026635696349148145,0.014594452911710971,0.05646812198662932,,,,,,,-0.0298042312027677,,-0.012850914397926842
NPPC,0.032640646976397875,-0.016587995748296877,0.21325319585608554,-0.014160847469376268,0.03992692104914099,-0.020257620208505654,-0.029653932487015557,,0.047569752314825776,0.03778883198933882,-0.039203072249453276,-0.027613450024385772,0.03743618228231228,-0.015136037153151167,,-0.004805815077207886
LYZ,-0.03662830447252071,-0.017024113431661433,-0.047884348671387134,-0.03423960673844675,0.09369752939288661,0.09464980945670146,0.029710641516135266,-0.019090057734863615,0.04619117879377678,-0.09673270500361486,0.007290076277268587,0.001706185162479323,0.027654150554211197,0.011828998055797828,-0.04935135128458577,-0.023516905760681803
EREG,,,-0.003458656859836746,,0.10907075716001902,,,0.046067217118346826,,,0.06382997454252569,-0.05067608944870512,,-0.020479687085549602,-0.0002451918602439578,-0.016471991954933755
SPTAN1,0.03785083344732997,-0.00240359274226098,-0.09040563864588692,-0.08568819460578339,-0.005258605797745741,0.05050026544713793,-0.03994508926112756,-0.08287031732222587,-0.11193836293825983,-0.03494714197696774,-0.012808089363096303,0.0043156010166689966,-0.006690009117339691,0.008404635279928714,0.03912007285948268,-0.060375677951303434
PTH2,,,,,,,,,,,,,,-0.003206528100886531,,
LIPC,-0.001430641295093898,0.041057016047704856,,-0.010400478374562955,0.0007390098347462215,-0.020302742607379153,-0.03683067813894634,0.10920043101488025,0.0984409121311014,0.08144366208766365,,,-0.00594073001151609,,0.005388342424551761,-0.021207859625647058
COL8A1,0.03722774475638428,-0.02230348647410344,-0.03127213226125928,-0.015814925273785547,0.029828047521382812,0.028619649570540202,-0.004819179355018343,0.023662824908279503,-0.04538076924011807,-0.051833956784683874,0.047047408457076834,-0.0010048777858633355,0.09419357117283834,0.014633636070378505,-0.03890451528527482,0.0751503972391789
GSTM2,0.07008281023304753,-0.024285207166369352,0.03780774835284462,-0.005457203288125281,-0.018949047649721634,-0.011071271124356482,0.002280297200273042,-0.03378416525266779,-0.05486533493047737,0.14012042041330217,0.017335948379907384,0.07098773320676639,-0.05197611181859996,-0.02687705533292396,0.06909904502948555,0.005446741634897127
IL4,,,,,,,,,0.15049593853609441,,,,,,,
SPX,0.02583115398218636,-0.018016459266426713,,0.0468307786663566,-0.03773263199068691,0.02332376235867649,0.020297676468332308,,,,-0.01009372507459024,0.03976845798800796,-0.060061310093977846,0.05444984272034131,0.03676774282660731,0.0055518649223735535
MFGE8,0.0135872907021456,-0.05723496904631409,0.03186116383440631,0.020275724632237552,0.02393213079308463,0.052274373326209364,0.06822958420021738,-0.05618141409350443,-0.01817177700656714,-0.0820741739909362,0.046374460408374,0.02049987418182476,0.1066082635902835,0.005362481878481903,0.022356502478018136,0.01564343542800937
TGFA,0.008017268169234131,-0.002828626717744423,0.02406601905494507,-0.001447195661594193,0.051297659130300294,-0.011690875265551556,0.03135761352017407,0.00526575333929347,-0.002183197130028296,0.13056470384182403,-0.005782336989405363,0.04485734008438405,-0.012254461172340738,0.010208595776049547,0.028741640798952094,-0.03260989684323184
SLIT2,-0.025729636479374568,0.00610539110221171,-0.019899714175394365,-0.025148661781307136,0.03759068646024144,0.04185829532371547,-0.050694679313036284,0.050760035226770354,0.06509671105361832,-0.0005905049025088212,0.02463393993369774,0.03921374304883689,-0.0123543036790759,0.047227067111967544,-0.026859928362746942,0.02627268389778387
PLTP,0.0021141275079332527,0.014490724194016962,0.02520194154380125,-0.03963617657651743,0.09258263994032508,0.019882239049343307,0.030960182007649002,0.01121048239247641,-0.048538709594732374,0.05796197346107034,-0.011831024995207298,0.07555500598328899,0.10220816721725227,-0.08491043954071775,-0.02590970838853442,0.03305487523318631
APOD,-0.0399087423668495,-0.10486114230236866,0.02663028586978687,-0.02100614482434649,-0.08460963976428006,-0.08151257169414834,-0.004821776631964328,-0.0056937125026870474,-0.04504516141986372,-0.011757055876432788,0.03909446240194467,-0.0020989153235799604,-0.07244919462626297,-0.05477460771293338,-0.0632794697644283,-0.06987729422986468
B2M,0.0031134313088109263,-0.08939831038029951,-0.0279191771297306,0.021816809135682746,0.07366570258741612,0.00864771817204681,0.022491297995774547,-0.04910480254645073,0.028457876455014273,-0.056818423344665844,0.056785968189709844,0.06465952483398063,0.0859442674021825,-0.06233147515033107,-0.06588023433013815,-0.06608056185337191
OMG,-0.022618803413755884,0.07681447293603295,0.01340310011245195,-0.017553598645477828,-0.08859743166629296,0.0009437598367495796,-0.03077779871050614,-0.01167118051731918,-0.027266499866785535,0.02118817202512469,-0.003771867490543408,0.025676594908465626,-0.08538896401305723,0.052245384236577555,0.13035591261291546,-0.055438441770256114
CXCL3,0.026744590053754232,0.02773664199873819,-0.02258245578315199,0.012828276812370427,0.06358631107349783,,-0.020718837652586097,-0.031673746105714294,0.010205931115612285,,0.04657733957704185,-0.026517337616484456,0.11958676014425354,-0.031693531736653166,-0.018510952389576514,0.01970808579074541
CXCL10,-0.002970290921875611,-0.054470550204377216,,0.034236982302769725,-0.038526731881463626,0.10648581110004654,0.01993563947112168,-0.015903179066552742,0.03615241434234264,-0.07181236923196221,-0.02711794483802608,-0.011706192934945923,0.02750584642580986,-0.03537639498538993,-0.021245368783809167,0.03068729276347414
RSPO3,,,0.06033785355845977,-0.0043780668329096465,-0.018813680725768847,0.008526615661687255,0.025407049956421856,,,,0.017088128889168455,-0.02236562738534421,,0.03990084674662231,0.06295805333231776,-0.011308606764141105
CORT,0.013288799981057484,-0.03278056499882724,-0.0332413093376574,-0.006782565164703699,-0.022833242148115208,0.010719159597215167,-0.025514536031065863,,,,-0.029944592749748766,0.11280025130703629,,-0.005584382532365938,,
NCAN,-0.00822675689708044,-0.014022323540504329,-0.046623804117031896,-0.06904943113879898,-0.06431748230810366,0.03404138374059075,-0.06782583423243917,,-0.04052340922844979,-0.02082272861391486,0.04872781207387523,-0.009491859672516314,0.11410250972143317,0.020777018422263947,0.11642440481586346,-0.05666191353486045
PRG4,,0.05860210761804565,0.1037220098362439,0.02630516092111688,0.09502463433340903,,0.02117445635844766,,,,0.061122639122161565,-0.018129369059512467,,-0.04255009772460603,0.032882093377463596,-0.0008718098336971914
ZG16B,,,,0.031259676670860555,,,-0.013458655042453381,-0.020790448529458033,,,,,,,0.013852583685011915,-0.023972324840821506
TGM2,0.02734678141735192,-0.009528553940538621,-0.08558088302575483,-0.019955510207839568,0.09232173907698525,0.024192179450272577,-0.009363951370846873,0.030304221607500105,0.15048435726275902,-0.09071154004644641,0.06647052444048504,-0.023743198346027443,0.017781016858515797,-0.028103813700641182,-0.05469699035431189,-0.04715545504985499
VEGFC,0.04891140239221799,0.0027954468813669786,-0.03724335501768508,0.0013221094163286214,0.04840827723465689,0.0855152826384809,0.038145651780334786,-0.05035311456793761,0.03802429838618724,-0.008126498033699464,-0.033796514744481546,0.016367239708087403,0.010987416742525862,-0.054719827181180826,-0.001447138894312041,0.05768351737513158
WNT6,,-0.0254401648839141,0.020797988509970253,0.01868974408944207,0.0016170237435081502,-0.013428627644137915,0.008814656487127879,0.028298805195008866,0.022305961078875357,,-0.039203077538650856,-0.017808730400148326,,0.02764867666036654,-0.03084629714559792,0.07958916989548101
NRG4,,-0.03033977649983497,0.009057266516830946,0.0763952103819197,-0.019187005354441043,-0.016439122673520296,0.028512610957644107,,,-0.042380486032195255,,,0.009233347473498485,0.03761531875246499,0.004181566688639345,0.016892415878335017
PMCH,,,,-0.032052205680749686,,,-0.019699743345752457,,,,0.006462120703482575,-0.015988112468795567,,-0.024376465337413816,-0.04370526944684921,-0.025494435610283656
COL9A1,0.013540634296454215,-0.02152884081385194,-0.03050491612981894,0.0009425243563978132,-0.012141151332519275,0.06914989416551481,0.03644008280507438,,0.011370739821416832,-0.01689546284390692,-0.05607234129827987,0.019057974100683963,0.03146311024120026,-0.038812180208130896,0.06585114358904481,0.01456723603912338
GDF11,0.03806324575685318,0.012865890113805543,0.07610041886440531,0.019469399564842255,-0.06117382781958282,0.03938930822103294,0.018751985042562414,0.030703750816956817,0.009683364736576291,-0.07491831937986725,-0.0021982354022865875,-0.04497950893513776,0.06134267739929683,0.029728931449985535,0.05206146071765402,0.0006213670755294845
RAET1E,,,,,,,,,,,,,,,-0.0020669711132703552,
IL24,,,,,,,,0.016266148612011203,,,0.025149703531751173,-0.019877161070398972,,,,0.2415187576366614
SORBS1,0.02788444328306176,-0.017205675958647543,0.04096458373949475,0.040353099669844975,0.013766361417544483,-0.042180769063647025,-0.036085792420926355,-0.048749926831444336,-0.03979037111336123,0.020740577424341034,-0.05231099805070372,0.01157512763907968,0.06517837847675781,0.07756964225273938,-0.0005571904481672116,-0.009344435538286776
DLL1,0.019796630375524274,-0.03355555880246622,0.03488624646514693,-0.05085707628379672,0.02899412730608358,-0.02488422223061588,-0.02407841618942362,-0.04761589630216388,0.08127713728727731,0.0796696722094996,0.017516020700227116,0.04274165339020114,-0.010342850653578877,0.007675918721106154,0.08765590093893968,-0.021552333119809024
TLN1,-0.04300976451133639,0.03845733768997889,-0.03269767630575524,-0.0077995067670256,0.03514071345649498,0.00026061915542852413,-0.01223695468398662,-0.06105505014801691,0.0764337905512144,-0.00725201556347803,0.017970383081324703,-0.05639686198264186,0.027304629905271716,-0.022783250772688904,-0.07088272306954643,-0.035439006638039644
COL2A1,0.055361224910629524,-0.0310547591778258,,,0.1070844955373793,-0.014548246822857554,,,,,-0.043506965338022896,0.02183581031373792,,0.053511681940194324,-0.029183730479183587,0.02827025355960456
SHH,,,,-0.01975141080734591,0.048967331464055006,-0.015879470031184752,0.0541260066300927,,0.01607287102965468,,0.08507610005153539,0.01235735496251003,0.12553751618394884,-0.012691411873695756,0.02699810109894058,-0.03899293100836324
PON2,0.06141398707785944,-0.020054840648078994,0.014389395930249625,-0.024231507710683203,-0.04603490142928346,-0.05297634595842254,0.0409854907345221,0.027491226953752265,-0.03089216724010886,-0.025684189865108984,0.013158391374721651,-0.016614910956944298,0.014771103970115594,-0.015201230996076379,0.003087896597735675,0.03500416594890565
ICAM5,,0.012989828608524913,-0.026773192324692673,-0.030783975622934362,-0.0319067399687379,0.03431195755645441,0.006212028544177238,-0.012410590892574914,,,-0.055629754269903124,-0.0007550082380136269,,0.07057684809553984,0.046624328033097746,-0.0608922335709972
HPX,0.008505198257480017,0.009414781985421861,-0.025047404351176715,-0.0005808939311722823,-0.03413167785371594,-0.013428628549993623,-0.02641177638203901,0.042989372661636084,-0.020711487867903396,0.021894223515645243,0.038458867138391854,0.045508994889365696,-0.03657926835893898,0.0476212366653985,-0.02144867688840054,0.13405179161037947
SFRP2,,0.03304971579173765,,-0.022494716451936864,,-0.03174523633287637,0.030068887337568215,-0.012938792608327669,0.004383946369679303,,0.04769882056482541,0.03516212898047848,0.0009093613567392088,0.04116270070594485,-0.0069631318042111656,0.011857689487244688
CFC1,,,,,,0.025961697076401873,0.01585142602919393,,,,,,,,,-0.032961440884479956
CD70,,,,0.0006858007370474452,,,-0.03159501237656307,-0.02670863623615515,,0.09574399534151952,0.024743384559498063,0.10501752257993072,,0.009765462115429141,-0.04184327078669416,0.04281581800995251
