,UKF266,UKF275,UKF296,ZH1007nec,ZH881T1
NTS,0.02058200504995263,0.01092697584229657,0.008361498586967032,,0.02486056387254523
SFRP1,-0.05154076286254208,0.032466845825113416,-0.034679432485363246,0.10081483551632006,-0.027935361886106565
CXCL13,,,,,0.01665880820041965
MICA,0.013175245456391734,0.006491005705373138,-0.007777548932421071,0.06918398971788059,0.007987799042549103
TG,0.026780414764033842,-0.015528446115410113,-0.025097354437270167,-0.08139662779576232,-0.01594954596865714
ADA,-0.0018246328576730624,-0.038604685092230265,-0.0033084212444036004,0.06585825047812396,0.022009960154454476
LAMC3,-0.049522419062685216,-0.005207040750902348,-0.017101761265566187,-0.02291470143869184,-0.05788882395360082
NGF,0.07093295831109356,,,,0.10754533835663063
TNFSF15,0.026060721534276125,,,,-0.012034276185831845
HMGB1,-0.018813724328434946,-0.035115281798222334,-0.006603892137937057,0.0009109918683272414,-0.054115868168250404
ITGB3BP,-0.05909832220939119,0.07213677457745502,0.02578407611005513,0.0037380782800117904,-0.0013162714207106655
AANAT,,0.005846614545786942,-0.018261493434433354,-0.02081442332089893,
RELN,0.04997739234934259,-0.011271792726020425,0.0351210637272448,,0.03644053614886597
IL15,0.04393180377036388,-0.03961030296727592,-0.02980777732223793,0.00482210665375346,-0.0036793871987550984
UTS2,,,,0.054294428816776145,
BSG,-0.08254628195942988,0.04701892143961747,0.05213779686605433,-0.024467128850874504,0.019011350343809106
ADAMTS3,0.024704628837959368,-0.04380994936683083,-0.033196074923892906,0.1606966454180821,0.03688290313530093
CD34,-0.007916625674373833,-0.006686208941832205,-0.025284342356647973,0.04413650945777714,-0.05725121724102177
PLAT,-0.09493063764422657,0.01896757325608359,-0.0046523440953189325,-0.007233055053309829,0.007304708591754935
NTF3,,,0.04444700003382564,,0.04154253957103504
LTA,,-0.013449579275620712,,,
CKLF,-0.0307928544378945,-0.004701235346529423,0.033207500558051044,0.006726095113494944,0.03260207607739916
CD24,-0.10233442207156666,-0.032070406877199586,-0.005442120085889126,0.12218547040458042,0.03918127619947502
HSP90AA1,0.06230989158989837,-0.004457189738956613,-0.00023097812605136272,-0.08449996297426778,-0.02742935073737745
BMP4,-0.05430392660839512,-0.03083801238613896,-0.060653717186265874,0.05506452815083383,-0.023624586730832054
SCGB3A1,0.03128082163619677,,-0.01189118853374429,0.11696713396777093,0.035587095639077165
IGFBP4,-0.060220588018862216,0.03558329936697203,0.043130010404615206,0.032190448943676696,0.006691377875451555
RSPO4,,-0.015642679487092134,-0.0009230821579841845,,-0.01683064048174083
LEFTY2,-0.0011429826800537805,0.04195100992262921,-0.0267580099817334,0.03004897735284984,-0.02288855912462094
ANGPTL2,-0.05667639570275293,-0.02686762557163729,0.0002189433956046684,-0.0036671223243848294,-0.026581835371177448
LRIG2,-0.07473667348581928,-0.0023453861641962426,-0.04555596187267767,-0.027869425324660888,0.03737285977194813
ICOSLG,-0.03537214043098349,0.01270486156900279,-0.011899622319324335,-0.0347977873137068,0.03311976298914266
WIF1,0.11839081552580656,-0.01207108525264808,-0.045921088043019365,,-0.01564571057569565
NPPC,-0.02280932916937098,0.0005328749563054388,-0.0001300242216532639,-0.07250367374698813,0.05734608683073777
LYZ,-0.01667326787526933,0.044425945031835085,0.025610415261485126,-0.02134317609602065,-0.04554551354884878
EREG,,,,,-0.020962846485792948
SPTAN1,0.06085588771141889,-0.05651698805565243,-0.008024468725932979,0.11436246184642103,-0.0024392674404971346
PTH2,,,,,0.030746732696726925
LIPC,-0.02594177673455802,-0.019833231427172623,,-0.052272576633499,
COL8A1,-0.07420744224231043,0.009133229589455266,0.02729773282027412,0.07286935877298575,-0.018314702918849166
GSTM2,0.057147983478760885,0.0025445355794122336,-0.008390267992459713,-0.002588958071546946,-0.035732117911815055
IL4,,,,0.05996577202668531,
SPX,0.016673809234937376,-0.060862880551674464,-0.06931955040547233,,-0.032640120344589726
MFGE8,-0.05410103600641357,0.04090922619262467,0.002581133713698075,-0.0080106899632733,-0.02903161471031127
TGFA,0.04448976774939764,0.028585402651775595,0.0015272282015058552,-0.019833388061272522,0.06425848106302989
SLIT2,-0.042959394528327206,-0.040254361085109464,-0.009421183112889487,-0.06810520193070978,0.027730912565780228
PLTP,-0.03329936504333219,0.013976528461450349,0.014005963730906233,0.02249931552477479,0.003923203496751472
APOD,-0.11023431556319986,-0.030878843055496683,-0.043694581442182634,0.08230719287990218,-0.07355542912352994
B2M,-0.1191413360175946,0.046388032907264606,0.013585402957433842,0.07376591987800675,-0.03729764010372624
OMG,-0.014415943610017785,-0.02198741181838422,-0.07104195241052753,0.07687176626595027,-0.02816465785415453
CXCL3,,0.03572305439231576,-0.015087178320309744,0.02455765522783211,-0.04721327366760385
CXCL10,0.04777121344159352,0.039877173382284636,-0.00025630929214496043,-0.07213335437778266,-0.022997521419385908
RSPO3,-0.03186908106060597,-0.02362590275573397,0.017592349945273488,,0.0111379487153015
CORT,0.0846533904848685,-0.03310105658828793,0.08029205300556148,,0.024977497512637854
NCAN,-0.02343072989395864,-0.006237482216428619,0.020583060904517458,0.11961596455777523,0.0031575545229848546
PRG4,,0.02227586497830859,,,0.03372524940672477
ZG16B,,-0.010686911666872504,,,
TGM2,-0.05316132256982041,0.05293111384000866,0.04749589848544018,-0.05830131403200163,-0.03974742423196879
VEGFC,0.08840741629518387,-0.02877721647208809,-0.0016919880824991388,-0.03727384213715108,0.09518928887263994
WNT6,-0.02414853451110883,-0.02378334073781012,,0.14661598441478016,-0.022337006663185274
NRG4,-0.029562270377431532,-0.02053128767713082,0.013349749405816316,,-0.022225297438697618
PMCH,,-0.015642678732163896,,,-0.012796408635168456
COL9A1,-0.04222597115115774,-0.028642319045649508,-0.034622309677142,-0.019033712551558984,0.012451713246869141
GDF11,-0.05631309031761197,-0.017311517470440522,0.026575844179261524,-0.006968553759427605,-0.021203623266484343
SORBS1,-0.020059477838252186,-0.04202831261602352,-0.0110514027622894,0.052537729905209704,0.05363460409527853
DLL1,-0.04401191893658313,0.0030532758970159227,0.01213224773577301,-0.0347360414594982,-0.06309528364372914
TLN1,-0.0678797023456154,-0.007515973671218577,-0.029620019545338234,-0.016795247743465132,-0.02165694604941474
COL2A1,-0.026161931791389606,,,,-0.026957696334005965
SHH,-0.028555853973177985,0.02326765159134529,-0.028018813828986838,-0.010351070260087324,0.0205390506725619
PON2,-0.06095762504107754,-0.02241718340896051,-0.007732827108595013,0.09755180472603164,-0.00883292262049866
ICAM5,0.03743120690294988,-0.03472462354758054,-0.03546063564862367,,0.06161997274001063
HPX,-0.024148536140097918,0.004715957444170784,4.7909548669021917e-05,0.014918982994635024,0.029380454846001203
SFRP2,0.011725089566058614,0.11041602517030047,-0.02147031950846286,-0.04996762387618489,0.0008126139882430371
CFC1,0.13108408001636396,-0.013449580088448264,,,
CD70,,-0.013358080856902908,,,0.0037704109493822504
HP,,0.025503115400584333,0.03945932125055195,0.13457938269415776,0.013073555560759452
CXCL2,-0.004401051414707066,0.05305327022990834,0.010354443190620944,-0.005121801247625296,0.01987087121549761
NPPB,,0.03545748755431586,,,-0.019125555273680487
CCK,0.09190057485596208,-0.07983881031340426,-0.06364126876191037,,0.03648689142035615
SEMA6A,-0.04762539858475962,-0.0022404835039259896,0.016760349050057608,0.04280151367327936,0.04027953090050841
IRAK4,-0.06319355219097887,-0.002189535022704147,0.011018942193776417,-0.05199352298004493,-0.027133183694664356
GSTP1,-0.04345837141836573,0.018974908694227893,0.001498767394520975,-0.024435130564328826,0.02241365359978594
VCAM1,-0.07149598254518727,-0.02319462764733811,-0.03513118407089523,0.06354381814444847,0.004971251236164767
NXPH3,-0.012705874978934504,-0.015831538173973796,-0.03641088613524748,0.11087731497331864,0.018313107222461187
MTMR4,0.041963308839837565,-0.013175018470423032,-0.00046659497112439067,-0.014770532129345084,0.06073916845011268
LAMC2,-0.010426750425828742,-0.01482592823016437,,,-0.012420910536283697
IL10,,0.05138436884680514,,0.21426851949028097,-0.03093060831192242
SEMA4D,-0.01480318567243604,-0.05685404360746978,0.027764490400781112,0.08002337193404623,-0.019955846036296312
TRH,-0.036194073300935894,0.048793973315548037,,-0.011484140018470984,0.026247257069652315
SEMA6D,-0.08187377694740702,-0.05879985068170133,-0.002677887105748756,0.08663326698851108,0.027681894613764732
CEL,,,,-0.045442425174214464,0.0198076474900748
PDCD1LG2,0.0890446614571344,-0.018434959489202193,-0.006945462223568949,0.010526648723663642,-0.0446044678418406
SPINT1,0.019312941638888966,-0.014665422797726164,-0.039879607307392394,-0.04140122264372025,0.05926283181005797
CTHRC1,-0.12200059741448113,0.025897258615756036,-0.02676245266592418,-0.03613779116435688,-0.022369170781634272
PODXL,-0.05648970116625695,-0.014951937672172361,0.02140110500050423,0.0974481490342065,0.0023628345411883704
JAM3,-0.022478229352341797,0.03696826258846999,0.047489351743312196,-0.015215370012959768,-0.00022768533855803272
TGFB2,-0.022044850140146486,-0.023607141286892903,-0.004953264124832426,-0.00036070196491125664,-0.0710446925194713
COL18A1,-0.111399092542563,0.05045818504556287,0.016825051409732877,0.04162876086470533,-0.013832192546947225
NODAL,0.004000403636653252,,,-0.008396761678052077,-0.014204242783748175
INHBB,0.09866443243127558,0.021397812598425988,-0.028849940091595444,-0.10874963540258237,0.012584966791491608
ARF4,-0.05753114267652715,0.05780907138329007,-0.0064070688836598624,0.0864838898601015,0.01643667311192816
CXCL14,0.10946685226665014,0.04363050192250932,-0.03143241105348379,0.04847550380217147,-0.00012525606304666058
LIF,-0.029313639934014375,-0.0193996396663295,-0.00705049254754867,-0.033901314599468234,0.004901513859911681
IL17B,,,,0.005203250703000727,-0.017671397909971836
MMP1,,,,0.06884416706519467,-0.012796407621771193
MATN1,-0.028299117624861085,-0.011924909178499844,,,0.06251956941579201
ADAM28,0.014328684260575712,-0.04253425865825912,0.032490508381453974,-0.10617605412428079,0.024996611802221368
TCN2,-0.05637143407566894,0.011377921361923395,0.018492716353937518,0.11131890532871826,-0.059423233731846666
THPO,-0.04024257918117988,-0.002057111665420899,0.009761859350998952,0.040437739420076405,-0.015798302979815517
CUBN,0.004967063832489639,-0.036992265155413484,0.018460734814778473,0.04687736579719101,-0.017715341404810566
TIMP3,0.006809781503014687,0.014587224940964384,0.014819418430611912,0.10340638550224968,-0.008286499130791082
PIGF,0.006411628501472609,-0.011574062119816618,-0.010967478944755542,0.0019745485461508806,-0.0471166171520041
CRH,-0.023847900998219977,-0.01877259063760938,-0.042495352516427325,,0.04072800355209296
BDNF,0.09650219537113294,0.02896038103169175,-0.006679201222801623,-0.03444552001184414,0.022873783093550988
CCL5,-0.023689536938326195,0.018060452315198573,-0.01240028714334399,-0.08820600769758354,0.03790282095549261
GAD1,0.06545431265804348,-0.037309258070183336,-0.022150872615260702,0.11386743444232038,0.029033506423617055
COL14A1,-0.03691833532702298,0.049151896925346134,-0.03154204669742112,0.04256495940854717,0.03308305986020966
HLA-A,-0.08809260903073078,0.028180240664591516,0.07779090218928575,-0.07781567050036071,-0.030609024871453925
FGF18,-0.02177332162884174,-0.012778009989471102,,,-0.005072831547347508
ADM,0.019217883182787464,0.06361803537522033,0.06251097847635682,-0.08915860227010147,0.027685081972077485
CCL15,,,0.027797833117913794,,
GNAI2,-0.1096382851391246,-0.034518522636684,-0.0031451011373135277,-0.029939974000622187,0.010518561456518577
HDC,,,-0.03664840498694162,,
COL11A1,-0.09579263690840054,-0.02440458825399784,0.03849137416810793,0.05749857260863239,-0.0061100040227310345
NUCB2,0.0445604294224854,0.02057974081273026,0.04418529248522763,-0.06536005209632179,-0.08213395671348214
CXCL1,,-0.02698293657965335,-0.027395310864903922,-0.04756622632455201,0.04056524452990497
VCAN,-0.09228210110986496,-0.02152095038375977,0.033525227191113914,0.007252556038657891,-0.028872391409316366
MMP7,-0.02931363170582093,0.08218938887691303,-0.01604272666150846,-0.09067043459404446,-0.05819684449931828
PTPN6,-0.001187681576314863,0.02396286180367043,0.007324190010043659,-0.030786678905393824,0.003915371887882462
PTGS2,-0.025559441694436316,0.0028468974193328524,0.012183087015313803,0.0073292864944543,-0.025129983961978963
XCL1,,0.008710951666487596,,,
CD58,-0.05673830732578546,-0.0404097144164811,0.036399073733578924,-0.04540798201242571,-0.011662415852650121
TNFSF14,,0.04357952885142038,-0.0267580099817334,-0.0614088657806405,-0.018477341035742962
CNTN4,0.06301421830271856,-0.03262532081384074,0.08002440576006213,,0.048934128576715565
INSL3,,-0.01358011877517038,,,-0.018477339250534304
BTLA,,,0.03938115612099899,,
MFNG,-0.04446863935157136,0.02701979663090142,-0.01844994696322381,0.06556337868325252,0.03663613076419682
ICAM1,-0.020250534256915864,0.0360145393000131,0.0016334425983170855,0.00604184188812289,0.02582798394133518
PROS1,-0.08531874872790805,0.05658376857142999,3.0963043149623416e-05,-0.040486567805494485,0.02986080735239724
CLCF1,0.026376496510381396,-0.01146041244743329,0.016658855480418757,0.03276637928786904,-0.019778574526798893
PSAP,0.09674771912783496,-0.027131333280857754,0.03562892485440059,0.030166677308196596,-0.005313828293696714
EFEMP1,-0.11378452984350404,0.04830123308212581,0.015203188691116908,-0.06564050155017542,0.03008461202652839
C1QTNF1,0.031059458207968196,0.02695001744345376,0.03127059435302886,-0.05517504340833228,0.00972107642434245
ALB,-0.002001654486467134,0.003892595346071214,-0.0303914478516885,0.05876773929451289,-0.00502206405138253
CCL13,,,,,-0.020726175488439146
EFNA3,0.12791287924323952,-0.010516439965661003,0.037761792068993195,0.05164611549321631,0.0716365865451823
DRAXIN,0.022550518897954848,0.006476983247601751,-0.024402841260731514,0.039950234770594645,-0.0039006380434867234
RAET1L,,,-0.029227894301475446,,-0.022448244360944832
NPTX2,0.1596796138442468,-0.06458263288218413,0.0200092388845975,-0.011933723556069087,-0.02848152560708584
FGF11,-0.03069832112552596,0.001987276076969044,-0.02935152918615833,-0.1403528809293395,0.04600555194909588
CD59,0.1294362557869043,0.027248421936928047,0.008375909322920665,0.029720977597429206,-0.021026789043596547
COL9A2,-0.03352722331337382,0.027167348020346063,0.00021717839068163705,0.11484619151269101,-0.0275480253917908
DLL3,-0.011436972583535253,-0.01825917284210445,0.03156845957603286,0.06392875659334227,0.023125690758704204
LIN7C,-0.006880040121815818,-0.001746836391846774,-0.0614729922933961,0.03013364533568058,0.02543278294948772
GDF7,-0.04005358707251871,0.04419532247162841,-0.005312987895580712,,-0.015020998297961104
PSPN,0.04711351453212715,0.026439855019552417,0.04267791742937404,0.05508707621028432,0.01120387014538724
ANGPT1,-0.04006237700526445,-0.0669664826950502,-0.02818425059567565,-0.02429934209919225,-0.034441545810319246
PNOC,0.08734593598305328,-0.0685943636846173,-0.019091677748501117,,-0.01780800698803406
L1CAM,0.04857177135197443,0.022373848301426146,-0.006723963658688722,0.030513952645015194,0.02039246345295471
APOA1,-0.05224684340612764,-0.01768367701366266,-0.006151533439212233,0.06882781818564937,-0.0011263578724129578
PSEN1,0.002432737849839284,0.014693143190127888,-0.0010829483200545961,0.02094491304354825,0.0065168751006583125
CALM2,0.06589669521958529,-0.08700922869304277,-0.00940535338508752,0.05125798692850166,0.06539105649753113
CLEC2B,-0.0030813151112141462,0.01818212636664543,0.00946033608248492,-0.05429270064279562,-0.050786691821144536
NTNG1,-0.0637390941309457,-0.01187379985327778,-0.007123898323349872,-0.05110006037969928,0.012830143560804919
LRIG1,-0.0495480406660126,0.014853204716255338,-0.01944755903316327,0.22589305890341158,0.013407445431441617
CPAMD8,-0.010624091992156056,-0.015063487178749153,-0.03774123466544215,,
GHRL,-0.00286197314813856,0.026956237826557303,-0.024402841260731514,-0.07192178191236824,-0.01624812600543716
NPY,0.10165137814315944,-0.015471600444166346,0.02054245049213899,0.14192916176430223,-0.03847041281464987
MMP2,-0.06725606248216062,-0.036332877718982984,-0.03978229469366373,0.08408822242751567,-0.025127838259009484
PPY,,-0.011008958468491445,,,-0.03294332169627645
ALKAL2,0.10125890079629384,-0.026555382570606023,-0.03761670197955972,0.005070101434806379,0.023374376315114215
CSF1,-0.09365981780543402,-0.010994984889608282,-0.027533468505574987,-0.0020742434893558093,-0.022020950594512343
SEMA4C,-0.07223944123313521,-0.04084784112860682,0.04511378034058862,0.007354743411407567,0.08030912465544704
ICAM2,-0.011237986577854416,-0.04187657708337497,0.013677699008023599,0.04008288836501725,-0.06462871273256027
SYTL3,-0.02845810672829267,0.026302309331965083,0.03069632306072565,-0.13805347908784574,0.038708968331148334
IL1A,-0.0017280465198560961,0.04210223921172259,-0.002881708154133253,-0.06350636479455304,-0.02395926184362143
HLA-G,0.046754288983654406,,,0.1749670926506748,0.029739828931608443
PGF,-0.05905219291806518,0.012885098767732943,-0.04412462311696865,0.0048421248128303835,0.006773894079518519
LGALS8,0.004809144136235703,0.0027008247168352445,0.017760547140085025,-0.019338076475118187,-0.004586825187209028
DKK3,0.09694738022021883,-0.08641002796574335,-0.01884486680234203,-0.018399474172968264,-0.003205593452421418
COL16A1,-0.09129507774284373,0.013695536524557248,0.0496092712422011,0.02633513572108273,0.07362937600114763
TPH1,0.008650589728942804,-0.0024301158733294158,,-0.012226983490994582,-0.006696805612652497
TNC,-0.11780533151329005,0.058180287533707485,0.025826052218397472,-0.03856022784771077,0.01585242901674349
TNFSF9,0.05644654985360744,8.043064828847165e-05,-0.018007564394043597,,-0.023214145283588197
C4A,,-0.01305056806928742,,-0.029667327393447313,-0.015179419452408558
CNTN2,-0.10411893454722679,-0.03585046007548726,0.04171158448031841,-0.005726405059761326,0.032654964543066024
F7,-0.01990932505052676,,,,-0.015020999750454936
LUM,0.025612616236823874,-0.02597656504028547,-0.008369620337513154,0.08738833437541597,3.99138229004634e-05
BTC,,,0.031254154854615544,,-0.01453611137745045
APOC1,-0.06658259844853985,0.005710300603460616,-0.014609137342859142,-0.06420366769285382,0.056421095866547866
PKM,-0.021237801210277144,0.042866510592818305,0.04038716537554415,-0.08759891898161574,0.03321216919031721
TNF,-0.025706564624884038,-0.02977393811631186,-0.01965440675928349,-0.06340116852544651,
GNAS,0.12983064386589976,-0.10329545602217126,-0.0021177646407372075,-0.00019670491393783515,0.014536444890407611
BMP8B,-0.015468293937121378,-0.024861945330302934,-0.011261305799665488,0.028461018358797687,0.03358146655378522
LIPH,,-0.010522325451936944,,-0.0369651793812464,-0.023854011982415393
CCL28,-0.0064201681507936115,0.0010390056425914796,-0.006258533275722043,-0.00532737797912022,
PTPN11,0.009011478074743985,-0.02157063018364006,-0.03240390467558603,0.023523846274127333,-0.06132468256831503
ADAM12,-0.020629539778803368,0.021995016233313958,0.02615342039686497,-0.07745023096340153,-0.05620227430451003
EPO,,-0.011008958949034656,,,0.0911167719158261
EDN3,0.07924135239970727,-0.0006032434356900412,0.011141009268069095,,-0.010922256459022213
CCL22,,-0.009192629372216052,,,-0.012609990257301744
CCL2,-0.03226052860831544,0.018008167383994605,-0.0023787002239311797,-0.006021403004720582,-0.03617374197041179
DSCAM,-0.0733225325775045,-0.051769314012486425,0.03317828058079286,0.021679754430431724,0.0015417122774678512
ANG,-0.046616812303569274,0.03706087219863564,-0.01975057000075696,-0.05692043408531838,-0.015735614048230748
FBLN2,0.07120321664566344,-0.01569785661987198,0.012665740108755994,0.060103373911937895,-0.003859211648685681
VTN,-0.022923722654817853,-0.018086483224274832,0.02350031184850657,-0.0018032945107400735,0.0013009467646090934
VEGFA,-0.04789133054764115,0.014728394992357653,0.04841554636181283,-0.12599231218091922,-0.0037518515449754606
F10,-0.039863832890879636,-0.012071085545925706,0.024477252760394173,,-0.024889770538926794
SERPINA1,0.01255682225018442,0.04251885877890009,-0.003819910471215513,0.03948759343262992,0.015034656037107042
VWF,-0.0730800454512108,0.006625317344577777,-0.003765363115024968,0.09976665793612513,-0.08575020187733619
GDNF,0.006242107675300302,,,,-0.020123862672929472
VASP,-0.04209411813429372,0.010308512156713294,0.022648481920551425,0.02281324536714892,0.016256911454233174
ADAM15,-0.05821218999936382,-0.012595781728313882,0.07518892370466078,0.04351460940829413,-0.022233928808880737
WNT2,0.025586070478185157,,-0.031789448013086516,-0.0627166345725854,0.026236037497696527
CALCB,-0.006190619048410147,,,,-0.02244823993208311
OLFM2,0.005301462419978476,-0.05184703055161292,0.01901757359035429,0.03368786272500609,0.015132591705645505
MFAP2,-0.044089791518563536,-0.028911631910035276,-0.0005410823242483983,0.03069419184088493,-0.005710202131593243
HLA-C,-0.08972592283042684,0.0456090228794969,0.01826747490124988,-0.0595189104236291,0.009658071273209817
THBS1,-0.007498616058375809,0.022795888662204923,0.052553065136139554,-0.030859686398486512,0.0024839218197011824
HSPA4,-0.008620842158392381,0.038701747992705815,0.011763219878236314,-0.04520269758003765,0.028956800754034895
LMAN1,-0.02645463534256481,0.05625612512251416,0.011640006823227377,-0.0748418578573128,-0.0006221579128358718
LYPD3,0.024898136248098893,-0.015413428032656563,0.011408050655807273,0.10078441179244721,0.06115681069209713
APOE,-0.09310782286038385,-0.05934488630731988,0.0558337908689429,-0.05859952876065878,0.0019179308553560176
SOSTDC1,0.053027364836837516,0.02732603258221516,-0.02249052997250127,,0.000282344940006935
ANXA1,-0.08827771819314119,0.003635103329760891,-0.011087029296951741,-0.017618681993160114,-0.037195612960301015
WNT2B,0.046206141070350565,0.007381176220736248,-0.027559529836322448,-1.333832618246567e-05,0.018920652532237486
AMH,-0.04172845009198022,-0.015868857012627607,-0.031514507067083856,,0.013513953254071112
GDF10,-0.03171962977509421,-0.014825927436653485,-0.02635065396751259,0.1402427740851705,-0.019299125545337713
EFNB3,0.08535020154789906,0.007573641358450743,-0.0312650608912483,0.08287352401288456,0.003272037022862766
LTB,0.04214114402962715,0.010444801581707,0.011271609773690027,0.020932311994696255,0.018511058335873125
ANGPT2,-0.019595103975338087,0.01477851954076538,0.022761179041929473,0.07926029813072,-0.09468420770108986
NRTN,,,,,-0.012796408635168456
ADAM17,-0.01582183641955513,0.021472572613753533,0.026851396851903367,0.10781718124963569,-0.057057042567080746
LRPAP1,0.08402162139190597,0.0086308040346534,0.032380147528141535,0.05500214568873076,-0.02129114637860597
NID1,-0.022211057151895103,0.0649173661165167,-0.03372038260141847,0.07002052963773614,-0.020042358103433435
MST1,-0.0366225783816662,-0.019689093687351764,0.06616891138323289,0.02697699140038684,-0.02490810913955379
IL13,,,,0.120461309034098,
DCN,0.025881447088805333,-0.029797639643120655,-0.029785528826506043,0.09018988759118161,-0.030848667098544568
IGFL2,,-0.013050569450196286,,,
COL7A1,-0.0248475545067923,0.0021484970318080706,0.01195006195436598,-0.05342100007401105,0.09150071869887666
CALR,-0.08353679701385332,0.05298338018216887,0.017424555752901107,-0.07996176696262579,0.01435000187198891
PIGA,-0.06348188337983376,0.019576361156700875,-0.03311402339988386,-0.019917277870856842,0.0032748779106958237
CD200,0.057405140846411115,-0.012856598010744685,0.0332627525203459,0.12391617485610125,0.027442403585922107
GRP,0.05648581896969781,-0.020262588243442795,0.022212602755861628,,-0.014035568695118199
CDH1,0.005361237527052341,-0.04178633105255206,,-0.022282102333799205,-0.040826942773213526
LPL,-0.06498363895550102,0.07380873127653778,0.03398513192504916,-0.06700519293863196,0.07808634828401012
SEMA5A,-0.09512111073580151,0.001572329905078328,0.00015641554441510693,-0.05437675809807568,0.04014420603473131
SEMA7A,-0.012711344968421008,0.006495281846677043,-0.0016303291530693853,0.07114490407602718,0.015155260976338044
SEMA4G,-0.010936977201432201,-0.010391777936932798,-0.02803412844973218,-0.0038650375484395342,0.07152874938303831
SEMA3B,-0.1033039091389489,-0.026973896367141002,0.03421669491439771,-0.01573021894100752,0.026470121358621177
RPH3A,0.024119594671330964,-0.0001851011077950357,-0.014346315886487384,0.09510455157217064,0.036021273298115795
JAG2,-0.005117358947018038,-0.02890995918028096,0.06581749458529994,-0.04585534392528559,0.025299430580959653
CGN,-0.03772313594878695,0.04412478342533809,-0.018874041804764694,-0.09548545830147485,0.07205799672310019
GDF15,-0.052510298864702695,0.017387213384793015,,-0.023722516518948775,0.010624271328265407
SEMA4F,0.05877786185208147,0.015924622408601208,0.04030819525296469,-0.022165422924792986,0.06434589906448869
NXPH1,-0.026258360784505486,0.023392948491423614,0.030347959472886307,0.1264771296518584,0.04052563615177221
ARF1,0.025719285266345312,0.011798702608186913,-0.025540644966214346,0.021557609853965435,0.052800513448615104
EBI3,0.05969575556741337,-0.035692539169949876,0.04642457175395164,0.1262046691660486,-0.049565620032114434
TIMP1,-0.08120740361878584,0.06456084814806452,0.03317066086534865,-0.0718834190567369,-0.009196873887422907
SEMA3C,0.010560303314570427,-0.03802667713817784,0.03774077760524181,0.13571095520067708,0.046607358655835276
GAS6,-0.012854005918893826,-0.03519841674667609,-0.046162651108631325,0.04845865407094648,-0.022175644117394297
MEPE,0.059026409906268264,-0.01440195512306503,-0.005080184814008152,,-0.004592137040010358
SERPINE1,-0.08078522459133863,0.07182321013072544,0.026792442296121603,-0.12502036315026863,-0.0033255241386059794
RSPO2,0.02477038037163937,-0.02604948432259201,-0.006812500447979363,,-0.02917631525714395
SHBG,-0.02560181319053294,-0.02216677734186576,-0.029762594819024855,0.14186670271837315,-0.020366667833073195
LGALS3BP,-0.07416619403928346,0.03805244093049381,-0.008457706701697956,0.13428682542697334,0.06477685994095092
LAMB1,-0.035344988512967086,0.05032548543963476,-0.013427437987319291,0.03346172837642919,0.02436436327206534
