,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf
IGFL3,,,,,-0.02106633993409239,,,,,,
BMP1,0.02307678851656741,0.010244531468384136,-0.033047936252615026,0.023417354183368315,0.0655930767812954,-0.023019329886381806,-0.05381135945431691,0.03731043252400053,0.012351546835201267,0.0643482321059372,0.00996400724474739
NDP,0.0019363436976700785,-0.048368521680207194,0.019216521821291688,0.03494592713300464,0.0019674793435048243,0.0532027911309534,-0.004260628372805087,0.05159139179639609,0.004449288500852503,-0.06429945005306081,-0.05733111046905008
TNFSF18,0.3030369438965189,,,-0.015232546175882015,0.03258222952290721,-0.004620046017576397,,,,0.023365683004883002,
IL36G,,,,,,,,,0.03359804710837275,,
RTN4,-0.06319243980137372,-0.0254940927714269,-0.011897430650746284,0.013050860710762655,-0.12105633274639481,0.014372585247372243,0.01693138470667493,-0.08699929953020209,0.005357180562215769,0.05430069490155873,-0.02066279302943851
HEBP1,-0.017067184599285933,-0.03393501513813134,0.004161548624769063,0.005711607673165923,0.02893144525880852,0.03656109378617944,-0.0023145741486267635,-0.005018018711807874,0.07094087430531201,0.11529429976621929,0.010304410904572023
WNT7B,0.038819873280839766,0.014194369882095494,0.03961180537664032,-0.05018874167580128,0.01430728086440678,-0.02144799220038299,0.051571944744329745,,0.028913621893017365,,-0.03139834536555496
PTMA,-0.028262528391578192,0.03865544114179724,0.007141775475049703,0.0347779017320518,-0.04879215120709746,0.005617152406036837,-0.035178094811222145,0.10200052455657506,0.06052296023617727,0.0730918057874443,-0.027354281829588767
CEACAM1,,0.07933963941778331,-0.020562806366557714,,0.033217143806032294,0.015476151668900087,,,,0.10511014106708004,-0.02815853904206127
PDAP1,0.04761890863827688,0.024319259808765373,-0.055099869706431555,0.0033697268279173037,0.055526235589057914,-0.0006401647319035149,-0.03564023492641292,0.015899479010126633,0.011971207328756119,-0.06577320554590126,-0.013009277625588797
QDPR,0.029421299151648487,-0.03888104994424488,0.00899857705207891,0.015563286944413023,-0.07167024559903305,0.026228583339083972,-0.026238824454751647,0.04420883189764389,0.006455755459824599,-0.05462148817531512,-0.014354851439551657
POMC,0.0622594366571432,0.032581019623575416,0.05367131094548256,-0.018919106643955855,0.11437104702984692,0.016033845248245197,-0.03770340218307741,0.007062626478685575,0.012579707339038182,0.02263652871214725,0.0409286047477674
CCL18,-0.028530847513745454,,,,,,,0.04180166488684791,,,0.15955819631279025
CCL17,,-0.01860715667056785,,,,-0.0010874328414982202,0.0354731081751774,,0.08938028074711103,,
VEGFD,0.042863414648763164,0.04818490391821628,-0.0004651595756198553,,0.033175931600151566,-0.02557375242665934,0.003645292267535655,0.01716381011855706,0.06867984470462021,-0.008508590385341309,
TNFSF13,,-0.012834800230894583,,-0.014772392102219825,,,,,,,
WNT5A,0.025286492512792347,-0.035273010553877465,0.04670320651833299,-0.04261160844204943,0.08459454370827856,0.06167835686141037,-0.03805415969209252,0.026001524650014155,-0.030014998428523586,0.08466032026915532,-0.06788347518016755
CXCL8,-0.08801655599401781,0.14758408577752669,-0.04144113577329725,-0.021012769640529852,0.07319170572129845,-0.04984930230204896,-0.013997166991939414,-0.040290797104823854,-0.04226072599725193,0.04301795961603404,-0.03515129195365223
GRN,0.011586886429832074,-0.05894048546180328,-0.02868612704952589,-0.035590591308355415,0.1032652346793642,0.02559343303349753,-0.04627229109674487,0.0489044671430383,-0.009172856219159161,0.10797085849662168,0.010182180309601834
MIA,0.02029003400556864,0.1022431665328107,-0.013976886549939904,-0.0267113339422675,0.1671162980331905,0.01716971713269391,0.04877633044843715,,0.001318281953670773,0.023167976870392154,0.007742143191983499
COL4A4,0.005641029766751554,-0.025951159285898393,0.017499477106296603,0.011682935155339845,-0.020759314352445598,-0.013827489598973489,0.06256691518472016,,0.013923804565934355,0.07203449638628037,-0.025241830167696693
TAC1,-0.011911772000041858,-0.03193353197131266,0.01670361213173026,0.05959139626938136,-0.045328894894211824,0.057928584243968545,-0.032739236939816715,-0.03934887270019,-0.05360123568937137,,
RARRES2,-0.03665474476271922,-0.08449541908406069,-0.014362160121766512,-0.0640566153339428,0.08809149163089004,0.0739902313517192,-0.0010468165463913492,0.010992608518780186,0.09509787761157304,0.014314350948343674,0.02498430722100128
FGF7,-0.015650644976996538,0.09100837491702635,-0.037668703295433974,0.00688359792410093,0.04465625972651953,0.011214552485893897,-0.042311594250719446,-0.06031158231486243,0.02650688472831316,-0.023587398237459582,0.021169081670142347
HBEGF,0.00637577586865928,0.05440276343552872,0.017258655033477246,0.010372350683559189,0.023558267445764988,-0.06329466111624349,0.0215964005717809,0.0441976373219817,0.07121291551687578,0.033995899937974014,0.03895775810954914
CSF3,0.004233562917243234,0.029221062480166603,-0.03811782348901472,,-0.021962955017703296,,,,,,
PI3,0.02402388405793946,0.056070617394113086,0.060194831215859244,,0.03689508104980246,,,,,,
PCSK1N,0.04701975805657102,-0.09336337195161543,0.016586594785689565,0.047801591077180794,-0.05923314092985853,0.0007796417173696764,-0.03467304511833354,-0.11610446772163054,-0.007463477661934574,0.05941412932518523,0.045493989135670265
NTS,,,-0.02295631101520052,-0.01715830149473356,-0.026995113670591386,-0.02862864987455341,-0.02172615557917371,-0.0008472593927097971,,,
SFRP1,0.032546139845722626,-0.016235463428484552,-0.022443861313961436,-0.0004605512205437944,-0.0029983398260912224,-0.029427252408238114,-0.020491305307639145,0.09878075262162911,-0.026787201929041937,-0.013948796301266048,-0.02661149917114319
CXCL13,,,-0.02224215318333781,,,,,,,,
MICA,0.05729457328429118,0.0722332142045098,-0.039441037018426356,-0.025356772631709754,0.07267143349621849,-0.025226421939137017,0.02481493897156391,0.04267353240754995,0.03476415586390014,0.09997917803453639,0.029421733407209067
TG,-0.025796450976130366,0.014812427122889724,-0.008881311790773547,-0.01980520308097086,0.002086653191236487,0.07171423788898394,-0.014829468515818138,,0.01028942921364221,-0.03172188323885729,0.07694231643051487
ADA,0.02507873108460786,0.04160430874023483,0.06130262972376821,-0.019253393583613602,0.07437735068457779,0.015805072675019644,-0.024084249456340464,0.06725082352646274,0.06829551253440751,-0.02576800270241574,0.06335576339841051
LAMC3,0.042231317648549975,-0.016298151942090132,-0.026466019561724022,0.03662106834036347,0.05359262763925278,-0.021761743445427605,-0.022691199321760204,0.07406461616526132,-0.035358451274584445,-0.013729858377825064,0.01882943866948243
CCL7,,-0.012667392769387798,-0.029488988616707283,,,,,,,,
NGF,-0.018643780355232363,0.0935701232558296,-0.03147642609528016,-0.018899475831871366,,,,-6.156270429684862e-05,,-0.003587552223144287,-0.029669053072361676
TNFSF15,-0.023064683106717415,-0.014105761402957277,-0.02183354710320996,-0.022948107049765284,,,,,,0.09193682728081089,-0.02996323512947308
HMGB1,0.1302994814386049,-0.08051748381687122,0.05519784617630037,0.07012846583761619,0.07737015743955805,-0.0033219078624605746,0.012217128695957981,0.06438308591218839,0.020405471366480535,-0.011666049347858871,0.0009649224259900483
ITGB3BP,-0.010070663139556516,0.08458436550392494,0.05583707288397052,-0.03190594471251084,0.04726841810117677,-0.033906058992521824,-0.01680228233167679,-0.04287555591829516,0.039763349981913235,-0.09824026568711205,0.011559589194132499
AANAT,0.03571634835643314,-0.012834801600728382,-0.0196733317117701,,-0.019811179785712438,-0.02174761500574592,-0.01709416589756479,0.0019168937206585329,-0.005082751341197655,,0.1103108899990273
RELN,0.041567240230745005,-0.008730856428281641,0.015072984057873356,0.005183655642333442,-0.05813221744796507,0.0276949911583077,-0.03084375441726914,-0.03275896837562187,-0.010596968220653044,-0.07161040263414604,
IL15,0.07347713792848744,-0.015135127201377585,-0.03998231317800863,-0.016328942415108107,-0.001222314086791629,0.0105584338972717,-0.03674096460698304,0.05704600804503566,0.1045379348646643,-0.017755647859957945,0.005468859551540076
UTS2,,,,,0.024502092111115172,,,,,,
BSG,0.032475370851859316,0.010794941184477826,-0.04367067510829691,0.014196240725735176,0.0007179373062750752,0.019690472989687124,0.00869565977904781,-0.0392894608206617,0.021454322626606678,-0.007350931811632308,0.08911877444331824
ADAMTS3,-0.039605233973021244,0.07103169345858516,-0.007888584446450776,-0.02630120247330427,0.12322484758770004,0.039937675127896144,0.00312964857407676,-0.035309550622797135,-0.004241027989245468,,0.13981652362949995
CD34,0.038811790543483896,-0.013185911322303814,0.021209380281126372,0.05220060541777159,0.042471375299883776,0.0356733693776805,-0.03198272025197004,0.017661424655851184,0.022269259418733187,0.038721575012780785,-0.0341912275574999
CCL23,,,,,0.08000189099338537,,,,,,
PLAT,0.018044014729638444,-0.06576766423222401,-0.00944260883219465,0.07176189131108636,0.11384824879474185,-0.034050932239653914,0.01563303624918087,0.010544473088631346,0.031116247790293292,0.0767263849133422,0.044338826251486274
NTF3,,,,,,,0.01469538089305099,,,,
LTA,,0.1069827699272248,,,,0.005493310218095379,,,0.04883374284510188,,
CKLF,0.04185982159836491,0.016331601618719185,-0.011855211394961117,-0.014388432425573729,0.08755417957766684,0.03653696050102067,-0.0019370366386953072,0.09957793392277373,0.06648834603012058,0.01913037475491067,0.036700311361456385
CD24,-0.019104519629227122,0.04219735515093524,-0.007855697021262048,-0.025514580086113427,-0.05679812788333499,-0.016053983806698906,-0.004281854135947734,0.03384798170284574,0.0458302850737577,0.05520622385963756,-0.053371831885447724
HSP90AA1,-0.002594310908550462,-0.040769609183238124,0.013480876188993263,-0.0327374732347383,-0.08699535297737059,0.03888032765275893,-0.022753724615406746,-0.14712775441383047,0.00783749070118163,0.04971739308092362,0.022103416350291293
BMP4,-0.02417864387206148,0.03933435249534137,-0.007412285257407349,0.020320263617090113,0.00024812895761433073,0.014613754221865213,-0.02575889787270168,-0.035073313041285345,0.09878995482827789,0.06490472450514786,0.0656813852435317
SCGB3A1,,,-0.02342850940374128,-0.020844183791681837,,,-0.01441909612732423,-0.011356448394491235,-0.01844097476001142,0.0763946032180151,
IGFBP4,0.004159240282725323,-0.02864313452046404,0.061486114152911824,-0.02346300080747247,0.08164599568111293,0.0057621930790682134,0.009096825003429253,0.10296820510428772,2.8812675881726195e-05,0.04446418797086793,0.04130395773880492
RSPO4,-0.02277528913465846,-0.02485122007443941,-0.027040308277081808,,,-0.0006889025153721027,-0.014419094018205236,,0.02700134248704408,0.03777973426831692,
LEFTY2,-0.038148756626447164,-0.03627672934244981,0.023991692788432373,-0.02026396025316398,0.12910021625306098,0.039118986325933476,0.05595166077438149,-0.023389147931335622,-0.011430956714185017,,-0.026573284115558055
PF4,,-0.01105205062877245,,,,,,,,,
ANGPTL2,-0.011930107806654369,-0.05529934065011812,0.023440367267694412,-0.01613928160007511,0.10611987649615584,0.015310283465684865,-0.039741539954905675,0.06318949690911546,0.05598001517944059,0.06556069435147154,0.09430864851605966
LRIG2,-0.032970148379652175,-0.023469480145163587,0.01766126073599323,-0.008921590429994367,0.060618336763655266,0.0109800657034563,0.001756404238900688,-0.0704632944287759,0.06117054867485834,0.07938474649230803,-0.016684423327197936
ICOSLG,-0.06347125250053422,0.015237630881624007,0.03713654200066709,0.021427200004414348,0.040643329307759865,-0.010922489362049446,0.015113449296135206,0.07814631704377031,0.0014792708928024587,-0.04851272871538926,0.021727099367087825
WIF1,0.015529707568241293,,0.06389463372850743,0.008890091039922604,-0.04668694869780367,-0.003762183254546564,-0.005939382913474401,-0.053577903824690465,-0.039377663836398895,,
NPPC,-0.03408718042545004,-0.01714445603192596,-0.038854060420260024,0.019167560448913528,-0.016159098897916793,-0.02898338815358056,-0.005740082383355648,-0.015922638006919444,0.0482240949836926,-0.05816724117028041,-0.024898944857136514
LYZ,-0.013993622353974713,0.008318156213053407,-0.0952619703318266,0.055370070598507265,0.07708150456011971,0.01066423399447253,0.009939917727728021,0.10385414956237043,-0.014050090250319874,0.021974794457210886,-0.002140366240889703
EREG,,,-0.03805212958610583,,,,,0.0672050368347203,,,
SPTAN1,0.029270272356404704,-0.10528411217443134,0.027941710753847996,-0.016484641864450925,-0.024181997067010037,0.03364403909375831,0.03070192500849902,-0.07513894686363963,-0.008873221911283796,0.039169667620242335,0.02619447463299253
LIPC,-0.021163194867554,-0.019861358107376863,0.003059447607168126,-0.025322002726547076,0.04077680944532548,0.012826086736535522,,0.08940771052138678,0.08292892123313735,-0.01063664540893033,-0.05115922826283458
COL8A1,0.015543505870355467,-0.020818310667545498,-0.04784167614915471,-0.022158773188525542,0.03642000775768113,-0.018596357966777857,-0.019783474484455162,-0.009474175499967815,0.04443796512030146,-0.004025318242984334,0.046129329269375165
GSTM2,-0.002776201227433525,-0.01292528948352009,0.009226773043798124,-0.01380831954671006,-0.03849205679510865,-0.03166792735324319,-0.042618165020005296,-0.03826867757160481,0.060800141897683395,0.07248069425374917,0.07834597002181166
SPX,0.04276935599266968,0.020724607942235202,0.061789480351058045,-0.021671641089868167,0.042892727527348455,0.02348739645679565,-0.05899456637178115,0.019693926769778068,0.007035800437346199,,-0.05878017136998532
MFGE8,-0.06987886270634289,-0.02639801140150868,-0.008096825430494344,-0.07567257724454676,-0.018875941845824692,-0.021044610223880093,0.0018060308606696767,-0.05295323521612758,0.07693655144352743,0.04333657635066846,0.01696163265893327
TGFA,-0.006104160402669569,0.023708668585238832,0.009182353389330116,-0.028418029516887433,0.04504498737904029,-0.04762698540171333,-0.03493544484595422,0.018811578856929242,0.07712244614336873,0.0015214352368712856,0.05776527447939938
SLIT2,0.02884492737958216,0.009735041367693776,-0.016136206474119338,0.04536322172940325,0.009636429818870147,0.02567155133151216,-0.028350989403133787,-0.03878415021449653,-0.02631480391045357,0.12851036180053205,-0.02815850463725766
PLTP,0.017067751592235534,-0.1279770097437493,-0.06941027722204324,-0.015440035069299453,0.08957670571975478,0.010645619000265857,-0.006041567609643545,0.08683875868105388,0.048774237667168235,0.09520156133488163,0.016929412741473596
APOD,0.08370667933108568,-0.06572744758073971,0.041460623102733976,0.007345341175437506,0.03701797752572381,0.05541621511790584,-0.04198964688039461,0.01590951524544584,-0.00519284652432949,-0.09022931343105119,0.008268733756823911
B2M,0.08073700585664334,-0.01971501738705983,-0.03842202087306421,0.015764203841771757,0.1021903334488718,-0.019305214868225434,-0.02444828546426481,0.133081689283431,0.036345436867864005,0.014717895342858932,-0.07282915720813192
OMG,0.042222207365672,-0.05861670025565648,0.05052154069958814,-0.04442205613166845,-0.012257058607098503,0.019816528128588053,-0.028156296200012594,0.06526725815458327,0.02491376404924234,-0.011733135634288386,0.06158761968444053
CXCL3,-0.012186633326148723,0.1835529595439298,-0.02855695359368312,,-0.026011132033084635,-0.0002475780805796702,-0.015425382739143826,-0.01730536854298559,-0.019032807301650346,,
CXCL10,0.08022949151257226,0.003818233577895299,-0.02610936330752658,-0.02231981440852428,0.07486446186891585,-0.04476681066991788,0.0020298255520851904,0.07198273759966113,-0.01877112105220017,-0.0416190620436424,-0.033585683631588904
RSPO3,,-0.012834800652381859,-0.026179452851418476,0.04646501466696387,-0.03253100768358516,0.04830502041278659,-0.037457512280893314,-0.05167497924809346,-0.019888916808796515,,
CORT,-0.025535111862625463,-0.008963003883540252,-0.031772718745187216,-0.037567925743498085,0.004897623519055615,-0.030241219545888418,0.013688474293969102,-0.003075385490776131,0.014243261996709174,,
NCAN,0.13031041743147356,-0.12177911639400477,0.03800402985333626,-0.010957297139636675,0.03747357942108381,-0.008924961536798543,0.011353688315644319,-0.04278871923828566,0.10174245479221093,-0.036371439444756196,0.04475754791072882
PRG4,0.02950879240767183,0.010384968779691507,-0.018744394252552244,,0.025900685723177795,0.0039528574691270885,,,0.048102621468387036,,
ZG16B,,-0.014702060818827894,,,0.11415151326239452,0.09691567483084396,,,,,-0.023116239850239924
TGM2,0.013162274274891169,0.0725070601124122,-0.022463755904153067,0.027517029959351548,0.0713938220319298,-0.025324480522911672,-0.01718628026717646,-0.016427821694827798,-0.017093933663798615,0.06469452444805161,0.02568026038449714
VEGFC,-0.025005163465899847,0.002844365364368852,-0.028853834046521535,0.025342841808769657,-0.03715447160757823,-0.005654931289326066,-0.04953151269783629,-0.027188370994008258,-0.023731053733244505,-0.04431664390714625,0.13991101337950673
WNT6,0.04306215388701615,-0.017520638020168035,-0.011235694697739848,-0.016748463613731487,-0.014109212489664987,-0.03703813233848113,,,0.06398534093705967,,0.010898257980425857
NRG4,-0.02363380822868849,-0.015416798883766077,0.04061894419830746,-0.020503215610369132,0.010309759984284739,-0.03197366418991215,0.014372307208708673,-0.030289454087121134,-0.003923496837904718,-0.03753569398350008,
PMCH,,-0.021361476812340317,,,,-0.012705594227100716,,,,,
COL9A1,0.10962944152708709,-0.01610172122782603,-0.013317747711281443,-0.0004716240162307176,0.04568023333538944,0.023466989995509467,-0.030544160911470605,-0.02372705142547402,0.011030879690689822,0.042699806434989135,-0.05910338945983769
GDF11,0.11761598837190701,-0.01611125868950137,0.023924634260394855,0.012063144841027943,0.0887641206887804,0.030276431865424183,0.02151138366593654,0.07504401940081559,0.11458859267528278,0.05912170454566712,0.03285230106748501
SORBS1,-0.013048350358970392,-0.06365439978784228,0.02677908691410675,0.027209831506355548,0.06191404249372689,-0.002464517084877381,-0.03363435450807878,0.0614941909586064,0.006763207340157098,0.0904057262024775,-0.005901107302150119
DLL1,0.007118142212956953,-0.08748072653422767,0.047354087858321695,-0.028959866453604762,0.030004367715543177,0.009742812520761673,0.001253364282364375,0.07638150051344798,0.066269061253957,-0.01140297552262054,0.08768206042192542
TLN1,0.0448928272403648,-0.01865674681484688,-0.02686072589594674,-0.04168500059989005,0.06498120298837894,-0.03530972689762808,-0.007540054194576859,0.028764817971681407,0.017741553792043382,0.08861243509144065,0.11043960589871353
COL2A1,-0.024190759051927465,,-0.01674158762577014,0.0023627849384730355,0.01936808155841334,,,,0.01746426864239386,,
SHH,,-0.01316350294811471,-0.007340162839104917,-0.019805205198219735,-0.02044791725447652,0.014347587001846738,-0.01655569389060772,,0.09466612652031739,,
PON2,0.0574320001447606,-0.1079533661253781,0.09162740341751537,-0.06946107235772009,0.05577974539345484,-0.024664119768644948,-0.036552471736806855,0.03658902826752153,0.09853463523350905,0.027352010948170274,0.04712628805270295
