,ZH1019inf,ZH8812bulk,ZH881T1,ZH916inf
ANGPTL2,-0.04592023153182877,-0.06115831767316777,0.014471266856244207,-0.010404603451731697
LRIG2,-0.055894950154302125,0.02037891991041215,0.06558557891489931,-0.02270879127156789
ICOSLG,0.0017646976595989928,-0.022450001447718654,0.043230732043456135,0.06326424719988609
WIF1,,,-0.015645715708879966,-0.034291251955937706
NPPC,-0.028002997182375478,-0.0347030641095011,-0.0013022307017565222,0.0018836092647298791
LYZ,0.010460423878759633,0.05121746611567501,0.02137111183396406,0.026003376152459068
EREG,,,-0.02096285336347065,
SPTAN1,-0.06933707376312337,-0.02244915008376142,-0.026980774761532475,-0.09946807260797196
PTH2,,,-0.026766334139950953,
LIPC,-0.009456706720452778,0.03299252260167599,,
COL8A1,0.015610892982657283,0.03220591864809628,0.005673425417989617,
GSTM2,0.030823189039776024,-0.05162151549773002,0.006504460339563214,
SPX,0.10372879639520534,-0.020755815254890727,-0.013729698711071322,0.0317769524327337
MFGE8,0.006898825951823838,0.0650840744941848,0.051595406739891055,0.05920872675990887
TGFA,-0.005925854128220952,-0.02391429926644092,0.08442504956557517,0.03871883037839172
SLIT2,-0.031668913303007994,-0.051594934733732514,0.01745286550240503,-0.05536932207330295
PLTP,-0.06658018093171242,0.030713464138494205,-0.014933679293766931,0.018980638352149016
APOD,0.0646170049509944,-0.0401868691619217,0.02359626628036552,0.005359250761853446
B2M,0.015192457008598967,0.0614348773173807,0.041658370113420044,0.028211890924806072
OMG,0.003769672945492366,-0.047080434096801765,-0.03984564996743476,0.12861157621572436
CXCL3,,0.05657065978505815,-0.0472132891577559,
CXCL10,0.06408036377202758,-0.034703060336114214,-0.022997528964617913,
RSPO3,,,-0.0005435417522693681,0.029137705820776093
CORT,,,-0.027991621575878072,0.16644464530622
NCAN,-0.01596080919526666,0.06724718424440092,-0.020236409371725255,-0.003871094874986315
PRG4,,,0.017845672612186683,
ZG16B,-0.025998049439747598,,,
TGM2,-0.002578068353093984,0.10922178809186757,0.1446807287404906,0.185301544706324
VEGFC,-0.033698635365650396,-0.033976734234357694,-0.02872514489272567,
WNT6,-0.024724148069466954,,0.012226960852418414,
NRG4,,-0.027282826830489413,-0.004827299196681686,
PMCH,,,0.10177883431646263,
COL9A1,0.04864931616205489,0.04672052452258228,0.05130849105340754,-0.06177412248197955
GDF11,0.045166504722268734,-0.035994433007788,0.028104935313391758,0.10673322352058674
SORBS1,0.02633874126910961,-0.022200143516410024,-0.012563403773926183,-0.10235645940748053
DLL1,0.06383456932940766,-0.007928361567113434,-0.0007567928023354572,-0.055723114825119185
TLN1,-0.001706401620930515,0.04249563426755025,0.012796020149472363,0.06294770312301291
COL2A1,,,-0.02695770517852749,
SHH,,0.039430440115144794,-0.0008131831627811788,
PON2,0.005334630645125605,0.03760625848929031,0.048315358640619116,0.0723025037916961
ICAM5,,,-0.020478270091462,-0.04280568542052914
HPX,-0.04260686259265452,-0.03657926008596772,-0.035421053819483024,
SFRP2,0.005352663402717049,0.029061883564415664,0.05790367117706024,-0.0005528227108707451
CD70,,,-0.03236565986719652,
HP,-0.05598076006672414,-0.02033019984279229,0.01391730549034755,
CXCL2,,0.0323584112392997,-0.06170593167212461,0.008500448473138498
NPPB,,,-0.019125561548563298,
CCK,-0.008929675370164772,-0.03812995788961166,-0.06526700675704124,-0.0006351871047216873
SEMA6A,0.009695815989458302,0.006897535036215384,0.022873400153556215,0.05341153948438628
IRAK4,0.0727079655445488,0.051779193765150514,0.016802361028196492,0.015609486901315212
GSTP1,0.024620620763636674,-0.025396476080550873,0.0164313087117313,-0.059867159203859786
VCAM1,-0.03409126333835782,0.014985202016895903,-0.03887493231272846,0.05801852008779379
NXPH3,-0.0772576804323788,0.08064915292920448,0.02943893131296721,-0.05529926692688329
MTMR4,0.01794844803619802,-0.002436246192806219,-0.01449400457888854,-0.015904295873377147
LAMC2,,-0.007811085604517935,-0.012420914611446841,
IL10,-0.044735969511669166,-0.02544438061838797,-0.006918751220270551,
SEMA4D,0.0014360950197513606,-0.02247844944399188,-0.008859991902558768,-0.017372719518524107
TRH,,0.09153048822210184,0.0113612313341242,
SEMA6D,0.04828619783705736,0.008328931961307386,-0.055640612623933175,-0.007435942824744378
CEL,0.04490335804412512,0.05470512514479832,-0.01873010572120936,
PDCD1LG2,-0.012053383931633306,0.020919115734772543,0.012162107093679571,
SPINT1,0.0737163322060348,-0.0011105420925135799,0.021629703040211338,
CTHRC1,0.005045730845622566,0.031045678650165106,0.058231365310083695,0.1323036615760354
PODXL,-0.0429915000901434,0.06150790902252493,0.05952032322475466,0.09778031647199038
JAM3,0.041069851710118184,-0.05730798576091053,0.023653710431502557,0.020936837251284004
TGFB2,-0.02115296295203127,0.020834787842243997,-0.009137443522182855,-0.03610598466624388
COL18A1,0.027583699769093643,0.07765823509426353,0.010066112577247962,0.03728550698267277
NODAL,-0.029072837736648625,0.11312985814995788,0.011938450465634225,
INHBB,-0.03192238500092782,-0.005719847284579735,0.019736157687738412,-0.042558020744405504
ARF4,-0.03345698157805236,0.03324040668064721,0.014792219927005641,0.047615440597545314
CXCL14,0.07305850206167913,0.07430336690855736,0.014969071882001429,0.08607129542693041
LIF,-0.06590691490490004,0.11104450778797328,0.05685852880133932,
IL17B,,,0.024969695924613337,
MMP1,,,-0.012796411820130773,
MATN1,,-0.008088110359684144,-0.01821227863533342,
ADAM28,0.0035618542836720526,-0.035602449951282804,0.019881426335958977,-0.0061876741989452
TCN2,-0.04469496223949941,0.106198408930218,0.025917566402171625,-0.008351496084254015
THPO,0.07836617611874118,,-0.015798308163063705,
CUBN,0.004992707297371465,0.09099933519983532,0.009749602945253719,
TIMP3,0.021306116621639767,0.051253238519086426,-0.006136123966658987,-0.006090487487601736
PIGF,-0.051075910151041154,0.07348292176741754,0.009267961804139553,0.20317789983454765
CRH,,0.011812009197489638,0.01178395368513934,-0.03599693436553809
BDNF,,0.051892742778687585,-0.03820824683855709,0.0006010176565713682
CCL5,0.07943494959979397,0.01834955973793585,-0.007296520440558501,
GAD1,-0.054013183039104885,-0.02708422164316796,0.028764711321432806,0.06691517613175266
COL14A1,-0.002335291575941019,0.020397259794770247,-0.01787539070150807,
HLA-A,0.006579888347336766,0.054959037964971265,0.022783777567558144,0.05734116640156203
CD5L,0.0629441943126334,,,
FGF18,,,-0.004779257406050272,
ADM,-0.04113955875197304,0.10027069503886185,-0.023156974318231372,-0.02124811335190195
GNAI2,-0.04767222109083906,0.04311206894221789,0.05332187474249912,0.017070488300766424
COL11A1,0.013878296943251022,0.043912429824613616,-0.009194970744157812,-0.06522601790704721
NUCB2,0.006439146717755352,0.04500926543231104,-0.022603427859783486,-0.014058271065478826
CXCL1,,0.04092699537057626,-0.036502048393139946,-0.043767431980620525
VCAN,0.005971971435316535,-0.049662012191026346,-0.011292835769269715,0.019861191033561383
MMP7,,,-0.04989967485361,
PTPN6,0.05593834172446826,0.010556947743368014,0.03905869205578754,0.036507160577863684
PTGS2,0.05867870352350494,0.05902286125294734,-0.0635047316372971,0.014006836913112324
CD58,0.004780842887932975,0.0013074594647513084,0.018490510761625632,-0.04435834457669866
TNFSF14,-0.03656005692444717,0.02182273738128424,0.06127535540327433,-0.04752676504295886
CNTN4,0.1157141330431194,-0.0178637904890986,0.0368351264926607,0.029828510609783206
INSL3,,,-0.018477345312744618,
BTLA,-0.03435205920676986,,,
MFNG,0.10770299735295548,0.05780436047688592,0.06730390223644155,-0.08148253535784176
ICAM1,-0.04965017734386458,-0.0967279642085603,-0.022494063966132415,0.08842465807130186
PROS1,-0.019910059784991715,0.041159189746411,-0.03995332302948621,-0.058413562746109086
CLCF1,-0.021234868533224704,-0.011966280540522263,0.015693728362487492,
PSAP,-0.04141269176375272,-0.01795499001069862,-0.06687927675012287,-0.0033598878070960213
EFEMP1,-0.09888976039348703,0.041433589558232696,-0.056337512665056814,0.027532674575284116
C1QTNF1,-0.0955947748205976,0.050902744359937226,0.03169452347494796,0.01279692659487772
ALB,-0.04926609204507525,0.06833420861957691,0.01689776587014137,-0.009567742849632428
CCL13,,,-0.0028213119252385793,
EFNA3,-0.02051986896628426,-0.01860776626063233,-0.03963380082772435,-0.06078446315589748
DRAXIN,-0.024830255676076777,0.015838534515072188,-0.0013991773428857844,0.0128357468860376
RAET1L,,,-0.02244825172596512,
NPTX2,0.06689173028708509,0.013345442220547805,-0.0045273736356501925,-0.07320209486595557
FGF11,-0.035788626583506504,0.11157182731275607,0.023582447518051174,-0.06062976620226917
CD59,-0.0028037470136422398,0.048906338398181634,-0.0097402354662029,-0.017325152078251974
COL9A2,0.07443850647270189,0.053722269224987615,-0.026360011116483086,-0.008739773290986469
DLL3,0.08944612933448017,-0.04911751747075158,0.011822808461084112,0.0453798062048939
LIN7C,-0.012520112813957261,0.0373204762665665,-0.019975591902819227,-0.009642128613226527
GDF7,-0.0389538542977998,0.06925063412658129,-0.015021003226184241,
PSPN,-0.04877633314717215,-0.006220461064109711,-0.023593489891100636,0.0028935141208741607
ANGPT1,-0.040953431097130816,0.02579094104793083,-0.00970007097231719,0.01429501736319744
PNOC,,,-0.01780801283064387,-0.023023406317049515
L1CAM,-0.06710869542050152,0.05778965192084738,-0.0492909422295073,0.031307394460657584
APOA1,-0.049991320584696984,-0.009801372684471059,0.027589828657798837,0.1707541232398627
PSEN1,-0.08676683643421843,-0.003264353855012157,-0.0003845297306934878,0.03524317255601096
CALM2,0.01612541728474716,0.011146465332774452,-0.06210878050066485,-0.04143700903427082
CLEC2B,-0.04231432047768362,-0.01713053917607289,0.004820294155488293,-0.008527576962126086
NTNG1,0.09144308758274221,0.06074053328708191,0.04533733767238537,-0.07332723773685511
LRIG1,-0.07232001242423267,0.06936632073962692,0.006343406124178203,-0.04690608499548406
CPAMD8,0.0655740566667722,0.00896823471825125,,0.06274013522978783
GHRL,-0.021653297952264727,0.0668927583700974,0.07537143372925628,
NPY,0.04745171712110857,0.015352250112675683,0.0838657811448229,0.04623923564145617
MMP2,0.06685379685960723,0.0065545241474923,0.0260255617602503,0.04359436314527427
PPY,,,0.01588222783029577,
ALKAL2,0.017277900653176182,-0.047070461459675576,0.01618562000924199,0.03756556168765942
CSF1,0.0248230226720192,0.02990466369601659,0.018885873585685456,-0.022938000665741688
SEMA4C,-0.045509332344820415,0.04969814894350566,-0.03647579442502829,-0.05011133157296243
ICAM2,0.05508611411618068,0.0816269708659228,-0.005519791084174161,0.1514663892091976
SYTL3,-0.03277195316097124,0.01838975278630484,0.028948097670161904,
IL1A,0.01914254262448904,-0.013202715763019863,-0.023959269704389816,-0.07639810284963361
HLA-G,,,0.08784406811405393,
PGF,-0.006480197527211664,0.062194829636647665,0.02733164099645414,-0.01419412801695534
LGALS8,-0.03707476928729795,0.03170966438149127,-0.04143972763682945,0.01709439916142717
DKK3,-0.006653642610174559,0.01982629258473617,-0.01800812466707922,-0.04108473721546468
COL16A1,-0.05472234656607037,0.05943860379347254,-0.02240600545452131,0.08933140837869528
TPH1,,-0.05176988145888488,-0.02392577241739427,-0.005142021150165614
TNC,-0.06990334436765011,0.06410010278963038,-0.005523394400870585,0.054976463593349956
TNFSF9,0.002954280875587954,-0.00760980596618576,-0.023214152899892093,-0.02499834176654446
C4A,,0.06679849645512871,-0.015179424432607919,
CNTN2,0.01604715866754054,0.0001680883518504351,-0.015144106022912362,-0.016791680145518153
F7,,,0.010221410218275205,
LUM,-0.0067639824892122115,0.11113055504630891,0.021822475996443613,
BTC,,-0.031189033516073803,-0.01453611614658756,
APOC1,-0.0012120822143665735,-0.0032616213165114114,-0.016616072257581948,-0.031794331206073195
PKM,-0.01909996593589559,0.022923527280000078,-0.03978323767200317,0.048495800276995134
TNF,-0.04287750669591446,,,-0.03719812095929805
GNAS,-0.08064713853875022,0.06214603936986188,-0.06596495517698978,0.05440118906674091
BMP8B,0.0393537285008192,0.05067534110771665,-0.03794207884346555,0.07189759582175037
LIPH,,,0.009106676210989312,
CCL28,,-0.025126003401576148,,
PTPN11,0.03601451454936697,-0.015984532888540712,0.05299788585585357,0.016434637741406292
ADAM12,-0.019329059697572974,0.019696501235495118,0.04474225072258772,
EPO,0.04529567137162544,,-0.014371076930025106,
EDN3,0.00012160451109269086,0.009836733003722776,-0.01384581222193708,0.039155281290276484
CCL22,,-0.015059605160894106,-0.012609994394499852,
CCL2,-0.055486069233572036,0.082562579498256,-0.012220298832785456,-0.12407955811707175
DSCAM,0.04475083262573341,0.02471037415391942,-0.021809035730138395,-0.03303174238262665
ANG,-0.03587961038138024,0.007879112494769363,-0.04400184576384138,
FBLN2,0.11343633823069288,0.013257517930245615,0.07582498526714734,-0.0047019227575979235
VTN,,,0.0639056254835631,
VEGFA,-0.04904142641831939,0.02612543275635614,-0.02349619568745597,-0.035293802989897025
F10,,-0.026984388857842805,0.07978401154515995,
SERPINA1,0.010306607699669347,0.05064836373625507,-0.0022431964562902988,0.06020916155868507
VWF,0.008537264750282162,0.09971455023028786,0.08923101623803893,0.14687694958039874
GDNF,-0.029886091680914467,,-0.020123869275345877,0.037836567677804744
VASP,0.0693122230812068,0.04930761519963144,0.029459872164293712,0.04119454041222856
ADAM15,0.012644953465851604,0.061541942073777944,0.025189354377731704,0.051666543387899166
WNT2,,,-0.017255690671473416,
CALCB,,,-0.022448247297101945,
OLFM2,-0.02963231204947365,0.09407564996894327,0.048570646203530486,0.07527577386860253
MFAP2,0.009974349299982591,0.17505811821157466,0.018466036217288546,
HLA-C,0.07614465706054363,0.10751726024789411,0.0614307602772957,-0.00738217371462373
THBS1,0.01212338417583939,0.07064761487653103,0.021515410509543288,-0.1000167955846807
HSPA4,-0.012738715427385283,-0.0002776789289762678,-0.009973601142771616,0.0034987264413273212
LMAN1,-0.0172925144227759,0.005438604995136281,0.04333922555981746,0.07336511898825339
LYPD3,-0.03807080731209469,,-0.022888570136295954,
APOE,0.015502055872769085,-0.010253620225209769,-0.0019654567935551022,-0.00712403738965754
SOSTDC1,,,-0.02830837729239931,-0.04054390224097456
ANXA1,-0.05813267201256374,0.02812349429097321,0.02237933955723595,0.03074381043486152
WNT2B,-0.049266068290182624,-0.006549093251516092,-0.0021531508982632064,0.044646643345466246
AMH,-0.011356597849411456,0.016897749479371792,-0.051961232741491975,
GDF10,,0.034076355006260224,-0.006826753357271274,0.06175392799098319
EFNB3,-0.009225007740946022,0.01327232212677024,0.014869820186653027,0.011978350890429564
LTB,0.09169364516362216,-0.024754740256766612,-0.030672285516194272,-0.021686836870018034
ANGPT2,-0.0469881059577432,0.10627701134457908,0.09529158209993642,0.13208016992860824
NRTN,1.0,0.9999999999999999,0.9999999999999998,1.0
ADAM17,-0.002107991332005066,0.004404500444163633,-0.011084822664388929,0.02560578727885221
LRPAP1,0.03665157770174004,0.00827351125852624,-0.01682578703080433,-0.10571862534853148
NID1,0.021930188253492265,0.06071313630354037,0.020402465275959257,-0.10390295071362066
MST1,-0.022460281119168795,0.043308591811768674,0.023099914273107678,-0.06235948792927876
DCN,0.02801162309169505,0.05395854459048684,0.05222974201931591,0.043305315237098595
IGFL2,,,,0.14077542033057877
COL7A1,-0.03550201050587726,0.045957225442529816,0.041629909425616445,0.10614657779485112
CALR,0.02283346528108005,0.04438263086625684,0.02171883710770083,-0.04200765059794659
PIGA,0.02656418300756705,-0.02150410940883507,0.04025003529894157,0.07584958466739028
CD200,0.0405610211458281,0.03272106972020712,-0.012835157755906011,-0.02477713635281876
GRP,,-0.02030841160167422,-0.0140355733000328,
CDH1,-0.08422320933488599,0.047820856259027635,0.030168712528547994,0.01359354280713172
LPL,-0.11030332469206118,0.056306551435268776,-0.026684825907579927,-0.08908858259059808
SEMA5A,0.014134585004601782,0.013012522064689423,0.004997440074429424,0.06722903241676041
SEMA7A,-0.027985973428924265,0.0341305018660194,-0.051528080025727965,-0.12143959488029271
SEMA4G,-0.05023136443428853,-0.04230112973134336,-0.04133024012057038,-0.048248458256576074
SEMA3B,-0.10005333108403612,-0.03602590929033166,0.0024272156190161365,0.09322617668025053
RPH3A,-0.05883842794833352,-0.0493088859667944,0.07711197037714967,-0.07409925707529319
JAG2,0.05351653654798346,0.034941263584894564,0.030964818539831844,-0.006463242168414553
CGN,-0.03001261696984914,-0.032572156012827355,-0.020878257338187885,-0.042981657689173815
GDF15,-0.03948409750811257,0.07635076238414322,-0.056492123970592834,
SEMA4F,0.021545395767884584,0.07568082815818433,0.004316303013970093,0.09559456318371512
NXPH1,-0.08046034711875148,0.03798898277227942,0.014725036779822983,0.02753329509399568
ARF1,-0.10294594665236946,0.0045070149796969045,0.036858547434877396,-0.07089655416527599
EBI3,-0.017594287311844755,0.006249290283860509,0.027570932412224497,-0.010266460380281256
TIMP1,-0.03172211961011799,0.11172822258851044,0.008536696809230256,0.0405244026321375
SEMA3C,0.002581914864459035,0.02795960732092972,-0.002170107090797063,-0.013232721366079846
GAS6,0.06759432025154785,0.04259084651917054,0.060439362207881965,-0.0506437591298663
MEPE,,,0.012957846466870981,-0.04298134526610583
SERPINE1,-3.8517953006326954e-05,0.021219935299686278,0.017535183873773282,0.05147310169987842
RSPO2,,0.021449419181884,0.05101098395836658,-0.029154837239809602
SHBG,-0.040672651411458774,0.009332787978159895,-0.020366674515151284,
LGALS3BP,-0.0778540491736273,0.1159211396649379,0.018511621157711235,0.0736393133448311
LAMB1,0.10124184150574514,0.08394200686236322,0.006939292367027815,0.01957017194054764
SPTBN2,0.037080632154762476,0.0071369461649756355,0.009832782570082788,-0.030311213187881686
COL1A2,0.06114411226312427,0.07560818867402697,0.031040157274236885,-0.06563479491507615
WNT11,,,-0.030150695314339296,
LGALS1,-0.021503246323059215,0.01542767377354674,-0.009347883933796602,0.009820335669610067
BCAN,-0.013115797665842083,-0.01653615496671708,0.0293887536607275,0.07174221081712942
ANOS1,-0.11097725104311533,0.02239082612200453,0.07024999567908002,-0.037222193818018875
EDA,-0.006168575545679641,0.03149715324337572,0.02711920707784241,-0.05629918330530771
FGF22,-0.03686636199116284,0.025657855234763334,-0.021544626956370768,0.13576646084273256
SHANK1,-0.03866137843751073,,-0.004739186533651784,
TGFB1,-0.05137805120612854,0.04011946843434399,0.023376066011230934,-0.07186518820024791
MSTN,0.014102112804748426,0.044086828019277255,-0.02177354983113556,0.0051388498638296025
WNT4,0.09203716132871949,-0.02447776772197636,-0.007727455438131473,-0.04376737168294998
TNFSF4,0.010808336777407114,0.07295222513849826,-0.03853028128634369,0.025812900794019242
NTN1,-0.021490137839950782,0.04471368930083303,0.00744393618525477,0.005461442466543271
CXCL12,0.006757539087352058,0.022997606578444765,0.0888374233876697,-0.019703419061577652
GNRH1,0.0662607323030924,-0.024803837949670757,-0.020245593015279964,
FGF8,,,0.019563890818213834,
RIMS1,-0.020251639317878153,0.08670767115091155,0.010139345584538875,0.023496061801729234
FGF14,-0.0428195365917781,0.005412276828916029,0.012072457381613192,-0.027982717942075134
IGF1,0.050858201236164885,-0.017504703770514954,0.06779008462806228,-0.08750617731465825
TNFSF10,0.032661231495919076,0.050312463326817033,-0.02586012019701869,0.023454701992282005
GDF5,0.09460473112786007,0.0029143954422758273,-0.04378586229859465,
CHAD,,0.029797219582436973,-0.0014345873695590177,0.06782665331443469
RGMA,-0.045879918529887466,-3.6775105934928316e-05,-0.07143056377757562,0.10769142781624265
WNT16,,-0.0009059579085827916,-0.012796411144532505,
CX3CL1,-0.009536469537389005,0.09865139524613657,-0.05718086156596447,0.006047579011655446
FGF1,0.05025505418653262,0.03513453627967591,0.014099616958739786,0.014184325807081963
ALOX5AP,-0.006403562063580715,-0.06327091920676702,0.009396233408657435,-0.031083742050007957
IL1RN,-0.04095338535462052,,0.027075554926341616,
PCSK9,,,0.19354806414328826,
FGF23,,,,0.04731316993785844
NPW,0.13342439753624566,0.19294131580695298,-0.02691196929367806,-0.03796826632175428
CXCL9,-0.038953838066135484,-0.0298466941701156,,
ANGPTL4,0.031112626300748073,0.0356975719260678,0.023169249858709107,7.035410668329177e-05
UCN2,,,-0.0140355733000328,
COL4A3,,-0.04279834317533534,-0.00013044148619255355,
NRG3,0.015642922190216305,0.036599332662843244,0.013207699360585376,-0.00322287900793807
COLQ,0.03399706118393476,0.048077547069385676,-0.01252807658434113,0.13463020197729872
SCGB1A1,,,-0.014371076843523421,
TNFSF12,-0.0385000874598371,0.03993256772522012,0.03656708637764428,0.045803906411813526
DKK2,0.00205195274959853,,0.09756730151483813,
FYN,-0.06292678589734771,0.01312504075450389,0.05445227690743502,-0.08754535129246391
ACE,-0.02688437669269463,0.11827513323527945,0.08495253438500089,0.025112048018806704
IL18,-0.02078367185585846,0.01236919825616562,-0.009412034042145386,-0.07828046158183524
PPBP,,-0.01179724075767033,,
CCL27,-0.046789874012564674,0.0959832154619763,0.09576545666519279,
SERPING1,0.022031711137002107,0.06623481401647568,0.03697187036197738,-0.04998313373610483
AZGP1,-0.007996612755746684,0.05368869731754582,-0.041155453057886815,0.046892123634995606
INHA,-0.018097978037960986,-0.02544437202193882,-0.037412175767194536,-0.0342650493870352
SEMA3G,0.11411968094669013,0.018590619622291336,-0.020606954162711074,
OXT,,,-0.012034280082980017,
COL6A1,-0.03595784772397545,0.0706517105684222,0.042499663121522036,0.06908113545576931
FGF17,,,-0.033188708016482875,0.06170170391752756
TNFSF8,,-0.02278264011545644,0.04478222189170295,
FGF20,-0.02557992641857555,-0.06037569492725348,-0.025891199148098898,
ICAM3,-0.035000813842916756,0.03931837247234848,-0.030021505614779433,0.07483543046180102
LAMA4,0.020260956868077825,0.08909908441078113,-0.01325549330436319,0.05250128781073478
DLL4,-0.00830508161720333,0.07010936371907157,0.04116681717577206,-0.054378435093454754
SEMA3A,,0.03681126830691438,-0.043445310161534,-0.07303621840180664
RLN2,,-0.03793462041887875,-0.01403557175231474,
C5,-0.0010329094059076754,0.035228413653959574,0.03396118790228771,-0.031534077157578715
COMP,,-0.02728282244447051,,
C1QA,0.03745896553972976,0.005587645471211473,0.0065150573961015945,-0.022524171936794037
COL9A3,0.017798641240472816,-0.030351835296584452,-0.0020607670670780287,0.009293074967246719
HGF,-0.04394693565321387,0.033560484303754884,-0.0023613850848206402,0.028766106282037608
P4HB,0.08684095295077901,0.03602345555888336,-0.015615624407664971,0.02001998029130017
ADCYAP1,-0.028769535595948244,7.422842710961332e-05,0.014845944612863177,-0.051473059602136016
GREM1,0.00924853579287867,-0.1030872532266962,0.008519717663390408,0.008835655912069001
EGF,-0.03656002411486117,-0.03832258892482761,-0.017671403457580163,-0.04966497531400671
VEGFB,-0.021790020308584093,0.00043528651120709657,-0.02907806896142986,0.07642132618915183
FARP2,0.015410325849738919,0.07544865271719758,0.033815525272813333,-0.0061807950525463624
IHH,,,0.09180287822207388,
LAMA2,0.11006039979588643,0.01751478184771151,0.01951824381044743,-0.10430333093999761
SERPINC1,,,-0.013692343643888123,
NRG1,0.024934791074600792,,-0.04632865892490387,
SPINK1,-0.027612623449254713,,-0.016830645704790335,
EFEMP2,0.0025513131766886367,0.05887952776472339,-0.041744014373097396,0.027458684633274243
SELPLG,0.015205152955189918,-0.06020716751682263,-0.04986959954313581,0.08878788345138225
GDF6,,,-0.03335158354330225,
HLA-E,0.026210599713616996,0.05414103368169736,0.021216002761136905,0.10966667085238366
PTN,0.042479701564258045,0.03201458105083076,0.010277553073833682,-0.08994408153174929
CD274,-0.04877825518737933,0.034905070138271946,-0.013093371532850107,
CD14,0.019998899041164447,0.0254153067961994,0.018151128152050135,-0.10501280955455798
SFTPD,0.0729586413143189,-0.04946110645870018,-0.026733847143907,0.0019574106239873476
SLIT1,-0.021943979028326635,0.1121573493565441,-0.037122682062439606,-0.09287219427683427
CNTF,,0.06557676499648067,-0.0140355733000328,0.051622161789806525
BST1,0.026707969003839704,0.018155597022689384,0.03658646969499927,0.132447851210055
AGTRAP,0.0026754592204083164,-0.0044443411237203,0.05288297525447627,-0.015609131859976293
