,UKF243,UKF248,UKF259,UKF260,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.010751207005382686,0.06308361979774257,0.0410414815735847,0.06054426483203345,-0.028733273613662423,0.052936274312446865,-0.0513730101716627,-0.01794930622806728,0.09139119296019685,-0.02075707384538143,-0.028491434308559008,0.13685849964324656,0.01161268514428026,-0.06975142631623944,-0.021478575772289097,0.04246631156650739
RARRES2,-0.012134479721788122,-0.02793775598641915,-3.1813509330124804e-05,0.011966898982544697,-0.081644166694924,-0.02384207728781138,-0.03216007782537179,0.02664336963376901,-0.020445009338521548,-0.014568578828333047,-0.04208196088246675,-0.012215897413590259,0.037676948417405876,0.018049964689624474,0.07958697439204987,-0.008130926449638805
SEMA4A,0.009468839944214338,0.041828064870962994,0.02651006797361918,-0.042724905659954696,-0.02860673953217947,-0.04625170105235548,0.05884889096937713,0.04897583124495572,-0.011537929226476841,0.003610165538526328,0.09598487858976583,0.014688876954566282,0.01069827304162276,-0.0023578312987039152,0.024033523447724338,-0.03132009138199804
GDF11,-0.019272920377263573,-0.04666706239876542,-0.028107947093916875,-0.001271017315965026,-0.013934151890931371,-0.010890342889065855,-0.06281834933110793,0.03997801293656104,-0.009668542664675737,-0.026295094004352672,0.00510943547696056,0.026792756731972994,0.03230794169340228,0.019116597034117517,0.12391692476413332,0.03128561652196368
GPC3,-0.031301560496131295,0.009637109060930392,0.01619902925215339,-0.028987585664153503,-0.031169549962554954,0.007581586946587581,-0.025609287647512528,,,-0.03180779627120618,0.030017550468106995,0.09065692099028226,0.003023217394907553,-0.020237801001775815,0.07603026221074906,0.02548669382307714
OSTN,,,0.005366237410683112,0.07352402115481398,-0.03530318780114968,-0.03068429367013981,,,,,,,-0.019169708588198428,,,0.06296503430759952
GRN,-0.040585297059139165,0.05399245144862556,0.0024610587033486366,0.0465683601894984,-0.055399788699792306,0.04688873962203082,-0.07339653931429227,0.01306955441693268,0.015370479337576385,-0.026165752851202484,0.01763260080215642,0.031290213812606604,0.050487454409562066,0.012121454011843225,-0.04690956764115476,-0.02275649029633734
CALM1,0.07366457868784129,0.045201178097948665,-0.01479320432073018,0.05230763751358948,0.048935935383976246,0.004052573809205206,0.10381640326683575,-0.01822559446464074,0.050022106718493935,-0.007005769391069466,0.043203974844671256,0.025168657834072756,0.09106417180707241,0.023264728998562457,0.15700527823434482,-0.14993408569827393
ANGPTL4,-0.08450083446621824,-0.03562496367551212,-0.07526514341680005,-0.005143330957136296,-0.02008869341038424,0.018859281429151782,-0.025867503013482677,0.04318075209323354,-0.054990240825266774,-0.026027920818275114,-0.07308246115256181,-0.08817459627782138,-0.01941756712589537,0.010053218352593481,-0.08501226571628202,0.054932025841750456
BMP8B,-0.06061144987784773,-0.041810350613777414,-0.010816043109396585,0.07733463624011282,-0.023975809355400994,0.0003119721450000775,0.06278754760653575,0.0028497685719528617,0.016197118446329352,0.03915097823694701,0.025731157278041303,-0.03075509743579115,-0.05613280617138769,0.07970877829194041,0.022533972131238797,0.02648330348760571
TNFSF4,-0.024768601149114184,0.08892828046417046,0.04220258072924152,0.08126972317340943,-0.03577768949517212,-0.02239940844639437,0.0017312407528596995,0.06739257948076377,0.020933502908015704,-0.04603864254142633,0.01376274191800158,0.052982763678272295,-0.03173115860317295,0.06569297088687634,0.11162098068472685,0.10379749359166755
RBP4,0.09822658323657092,0.04230280696972739,0.037643496815111956,-0.028439823102240944,-0.04293217068580782,-0.0409437438449062,0.09392836513101388,-0.0057647273833999705,-0.06431450647810714,0.08464363717427993,0.0797667482871427,0.07212537983020696,-0.025796482699433475,0.06218647077848403,0.06694767210840823,-0.033429532451740955
DKK3,0.028848201910240564,-0.00021002266110334625,0.04528917249323528,0.03292789198530254,-0.02195850202300585,-0.046560583944022856,0.049619373307163844,-0.0014898555875615014,-0.021169733192602683,0.0987986807190648,0.060844049997154266,0.08477088922427192,-0.0345873899298408,-0.06963823926144447,0.1383073100240251,-0.1475527381803988
COL11A1,,-0.025040235349323387,-0.03279586665451837,-0.056625506586981025,0.03224414388309396,0.03969759599389389,-0.03107601769648956,-0.023322564942266623,0.12465637315094329,0.009800768721412821,0.022717306355439396,0.013647883177260045,-0.02917395641320346,0.006231682509522741,0.03743446112070512,0.1328158222866165
COL5A1,0.007777096462887416,-0.01822073110480532,-0.02443328446601273,0.04579757699490528,0.08689710262838272,-0.003878641294140998,-0.02444141147832892,-0.0077993645357159,0.07479703438648218,-0.018629835734019978,0.0029318702422088012,-0.03375499561690673,0.0161594581338558,0.033404680579713,-0.11514689787012726,0.01789410375165336
KISS1,,,0.02518318247364634,,,,,-0.013411569483800194,-0.03975554079794617,,-0.024765407392649246,0.061908509886528316,,0.04187461490926805,,
MEGF10,0.047193941391874675,-0.017281688530647796,-0.07840683049157245,0.02671254575373704,-0.0567416739165653,0.04400876118705934,-0.029779770903224274,-0.04126526085730389,0.2518105158382796,0.06025802502483135,0.04628793930250543,0.08130738800875531,0.015047855627278535,0.004872296689911001,0.23758706904467708,0.07169347257896613
