,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.03106278292826898,,,,,,,,,,,,-0.03686262629792962,,0.0556344984734282,
BMP1,-0.0058245990318217256,-0.05716989325807053,0.04283469815689582,0.017258869195630085,0.007992571339165979,-0.012335923179803922,0.005990807567280721,0.03254240498544209,0.2176226188389922,0.00010124174056558898,0.018366941821443418,-0.0190676606993225,-0.012539878949662919,0.010160390893011698,0.07980758041782386,0.04061195730918657,0.0766838537627605,0.1637202817736538,0.01657568478114042,-0.03479900125524303,0.014880536805300734,-0.006815825296784123,0.12762804660360413,0.07313879964228254
NDP,-0.03057863910150977,-0.048664755867372886,0.004937600832925306,0.025706362577583405,0.04590987857484832,0.02336595083478305,0.08314023912998043,0.0058227899167724575,-0.0158556505774343,-0.015556997161408181,0.00742579642178646,0.01122752530221106,0.015692425850986676,-0.021878904529861427,0.043574866445147034,-0.027558741812733035,0.023427756909385925,0.012984330472167295,0.09603912650877028,0.10523640868749397,0.06467530727119737,-0.06249345453520607,0.07310580880053785,-0.04628932351919997
TNFSF18,-0.034909497712854946,-0.03121402736777557,0.03346974075311815,0.0013416900299980036,,,,0.00501402577227507,0.07393368869825595,0.01993196425836908,,,,,0.07364071158969068,,0.012497020206118056,,,,-0.02496668033092485,,-0.04221626547238133,0.11886006513501318
IL36G,,,,,,,,,,,,,,0.008639365321677231,,,,,,,,,,
RTN4,-0.05829748865683097,0.02172159911976448,0.05482406720114247,0.008387460300428837,0.09948680352964476,-0.009858442278735191,0.024392480349016487,-0.01815306063894139,-0.23756101472128385,0.05739036894803399,0.06980258992838585,-0.025160490606446283,-0.024880542556204067,0.009168138292383662,-0.020186599697840844,-0.04521870019312708,0.08195550631978524,-0.08541567766382824,0.024916940435704398,-0.03993753830939896,-0.03908956448556001,0.09679304378946255,-0.00299072726423518,-0.09975030458739585
HEBP1,0.006953045383630202,0.023983416124730986,0.029572437780013013,0.01838304003199448,0.061890353660164994,-0.015761638865588592,-0.052769618641443465,0.060034358551609414,0.08171466270421233,-0.03202027787440569,-0.03002113804624363,0.043704012906330705,-0.058294355563447114,0.02089488738780943,0.09061011088317115,-0.00980148659033352,0.014965122493935059,-0.05970959558195195,0.12128158855804702,0.05053632144172822,0.02471297275326505,0.0765730282205601,0.09415104163516276,-0.0030022613007269256
WNT7B,-0.029166717280958394,0.004284139551945008,0.06605690791594655,-0.016789463575738198,-0.018549108104031986,0.03228759065549012,-0.0466262524972237,0.07598592497349693,-0.06585190313681438,0.0038009522662899877,0.09078418403408323,,0.07919148523996117,-0.024037349221315576,0.06199199571550434,0.061788912711213194,,0.10805783980157754,-0.020426187545573533,0.04453590255763167,-0.0339281415061787,0.023127069087118472,-0.03901266202392409,0.040232136956492866
PTMA,-0.0314796754978535,0.07262442121861952,-0.052906767452642715,-0.019384050389313404,-0.09699308240634535,-0.027539788070014715,-0.00890713728346057,0.025844051544757187,-0.15651130416338685,-0.0480191010445189,-0.05956111718776978,0.06827585531825946,0.018889506474650472,0.038883702980245016,0.019140134778465396,-0.031147137018704574,-0.11872238785868125,-0.0974265498297014,-0.17061972643503187,-0.10091772964404379,-0.09491250605821239,0.003761243331314607,-0.048038843269779495,0.09790786098924247
FASLG,0.020722331437710066,,,,,,,,,,,,,,,,,,,,,,0.0031066027609864466,
