,ZH8811Bbulk,ZH916T1
IGFL3,,0.018709265304823135
BMP1,0.07796505460535205,0.151200311528799
NDP,0.057271481130197914,0.018151950552544628
TNFSF18,,-0.013183334704833575
RTN4,-0.046744639552086756,-0.030445525758634608
HEBP1,-0.006133889709818781,0.05177483112983968
WNT7B,0.049345221505065914,0.04029666751300103
PTMA,-0.08420623708158416,0.05771326352663265
FASLG,,0.02567960159608662
CEACAM1,-0.015175139741925416,-0.025928581967741674
PDAP1,-0.0331492009544162,0.008220923563935518
QDPR,-0.05708010927339377,0.026575122278721938
POMC,0.04124684076654324,-0.020978834037140643
CCL18,-0.03705668635768381,
CCL17,0.01494864848912105,0.08136924429342907
VEGFD,-0.015175139741925416,
TNFSF13,0.010285231630158908,-0.02752247654120423
WNT5A,0.025220005235833478,0.04474100879762926
CXCL8,-0.05639102920125127,-0.05955347419745031
GRN,0.07314731720637765,0.08084905888707028
MIA,-0.004103521834744185,0.06997207464994629
COL4A4,-0.024297771495172312,-0.024008785917892232
TAC1,,-0.02220493856246499
RARRES2,-0.01673014684253228,-0.05362298023335196
FGF7,-0.013618563531224395,0.0017283943981645556
EFNA2,-0.014422954757651981,
HBEGF,-0.008223844766097931,0.020312384227651484
CSF3,-0.021552689792248017,-0.01778361846767208
PI3,-0.02367020045582169,-0.03863789490220412
PCSK1N,0.040907136492871546,-0.005499649968265022
NTS,-0.017571633422922412,0.08445235067142536
SFRP1,-0.02878956721609272,0.03945404346523524
CXCL13,0.05749321684753064,
MICA,0.03112014810750967,0.031412241217112426
TG,0.055405380643212376,-0.02274227554291757
ADA,0.05779999843688707,0.061911937701156335
LAMC3,0.13646795573558684,0.11853102878933333
CCL7,,-0.01863550830457229
NGF,-0.014229085980739443,0.005598139333721249
TNFSF15,,-0.014111086626355298
HMGB1,-0.007538623720938069,-0.03831175390939461
ITGB3BP,0.013283664350868692,0.052413243926639826
AANAT,0.06588461769446222,-0.01971714492752558
IL15,0.038690953828647255,0.053248061284596596
BSG,0.007936829593677001,0.021900109562812593
ADAMTS3,0.0422239615290633,0.021568881064351404
CD34,0.06298054149031793,0.12977813709276062
PLAT,-0.003298008644135452,0.10275300378560635
NTF3,0.06627900957389583,
LTA,,-0.026536305627393925
CKLF,0.013977521402507815,0.0845284828855569
CD24,-0.055570843788216355,0.019668189933910944
HSP90AA1,-0.08727755046960384,-0.10480936554366249
BMP4,0.10217741065847633,0.09908676072564
SCGB3A1,0.03264417890930361,0.08506828626151904
IGFBP4,0.11662938003019112,0.12148433831824283
RSPO4,,0.015007976941340777
LEFTY2,0.08417888696217234,0.1317183075856572
PF4,-0.013219636583063733,-0.026536299486695974
ANGPTL2,0.08089005520859681,0.11495333081695493
LRIG2,-0.005480957378150457,0.038401981174701186
ICOSLG,0.037680305517220576,0.0662367530100282
NPPC,-0.008475945372008287,
LYZ,0.035583389747799975,-0.012283896208380156
EREG,-0.019281760052090955,-0.04007595899869341
SPTAN1,-0.011088599326332504,-0.03147385042685122
LIPC,,-0.008362128049371075
COL8A1,0.017931609521965732,-0.00044486988182651846
GSTM2,0.01320928286715986,0.09892133795407522
SPX,-0.016413868533143524,-0.0014241074855942256
MFGE8,0.08420865689958083,0.12965701964997967
TGFA,0.0024698248318665594,0.06675332062112799
SLIT2,0.035133638142092284,0.014071338185313566
PLTP,0.13874211546609402,-0.024102822784013093
APOD,0.04467023674723052,-0.04206107071632259
B2M,0.09867665091091082,0.053462288094774706
OMG,0.03143806561722116,-0.03437365406258081
CXCL3,-0.022059878318560308,0.0052748737611763965
CXCL10,-0.017731364984113575,0.045163136069668215
RSPO3,-0.043683457566445184,-0.018911396933299712
CORT,0.10310625880855769,
NCAN,0.03525530266899853,0.04673713894527615
PRG4,-0.02041243810539223,-0.02304592225076919
ZG16B,,0.11498161715275348
TGM2,0.06181411501259522,0.04588299026777126
VEGFC,0.04741828282360391,0.03737944183711527
WNT6,0.07215965678122126,0.04578542957091448
NRG4,,-0.01891139905281612
PMCH,0.08599540175980083,-0.04078016061227387
COL9A1,0.0531466781881391,0.056614670859469196
GDF11,0.023845088404910234,0.08343720603582731
RAET1E,,-0.020745670391824466
IL24,-0.013008856198857145,
SORBS1,0.020548226389737835,-0.05244574708913954
DLL1,0.04618611812353353,0.06621919165536783
TLN1,0.07856384181360519,0.0200494637081395
COL2A1,0.05076315481348115,0.033022387520006344
SHH,-0.01289414501750763,0.0684556489038388
PON2,0.03723169441250767,-0.039219324315132816
ICAM5,-0.0415195051468082,-0.01011898816530558
HPX,0.05257433771818157,0.03335338264897801
SFRP2,0.0942700944581524,0.05271867452033195
CD70,0.047815744362070665,-0.014634764118043342
HP,0.048699639336111614,-0.028289384562204003
CXCL2,0.058292243180019465,-0.042952595866125036
NPPB,-0.015990942653323226,-0.019183508172401137
CCK,0.0360534997564713,-0.02488618879136405
SEMA6A,-0.02830071663064883,-0.021226156871699316
IRAK4,-0.01003945797098472,0.08279679792319034
GSTP1,0.04067743228194033,-0.01503609953930114
VCAM1,-0.04017143928858253,0.03594297299249386
NXPH3,0.023977830825731856,0.05524477267323214
MTMR4,0.007191871397541138,0.019842950514779228
LAMC2,0.1709570328576926,0.1507661660999385
IL10,0.003506951799128821,-0.013289256125799507
SEMA4D,0.008353998869636994,0.019797475647918734
TRH,0.10634255851676541,-0.021486815627425177
SEMA6D,0.03664225120296179,-0.02507368845155184
CEL,-0.021238682761326462,0.06069560757922893
PDCD1LG2,0.00849609317135237,-0.03273969304534277
SPINT1,0.02372965412416038,0.05368513074439823
CTHRC1,0.06462972105775093,0.12449498840208316
PODXL,0.06732236416128073,0.11296654303036678
JAM3,0.0448322522905191,0.05068618707063598
TGFB2,0.0855099595745817,-0.04521054496102429
COL18A1,0.11719833318554919,0.13939978510453757
NODAL,0.1860463101005024,-0.0294066611861306
INHBB,0.01849622790875333,-0.05147883699344673
LCN1,0.09025273185844794,-0.02172863746553244
ARF4,0.04835974472940343,0.08300073934455152
CXCL14,0.0442355228543666,-0.03631594320649072
LIF,-0.03517520031495229,0.015143102580033074
IL17B,0.01134160990998803,0.11314422242405284
MMP1,-0.02501243703807705,0.10083520821137534
MATN1,-0.026840612910629478,-0.02613255926296104
ADAM28,0.027606030434702732,0.008833501884660375
TCN2,0.04854179442730427,0.04625928459948549
THPO,,0.048050205115716074
CUBN,0.1303087890049003,0.06493449316380497
TIMP3,0.01473871979187477,0.06870552612821249
PIGF,0.03928702384405745,0.016515391207613046
CRH,0.008748618526522527,-0.03222078837116834
BDNF,0.019393027045272637,0.01596409031834689
CCL5,-0.0021470188595476207,0.09818990410026122
GAD1,0.05719265813106285,-0.0014738259294728119
COL14A1,-0.04576322425041942,0.032898840312440315
HLA-A,0.04288930384821017,0.07602711670931887
FGF18,0.010977200248159813,0.07294842986369225
ADM,-0.052927389574086964,-0.006466070862296841
CCL15,,0.13559673193583777
GNAI2,0.04211661488840446,0.04067145337087611
HDC,,-0.003218196876376898
COL11A1,-0.035361586257291515,-0.01296466958407749
NUCB2,-0.027052542149902683,-0.011126408327722737
CXCL1,0.05950437656659859,0.025574271145558884
VCAN,0.0022389759716542027,-0.02578709131843434
MMP7,0.03526796413411628,0.07813755919697636
PTPN6,0.01336580915704091,0.06963571509147606
PTGS2,-0.016333158456617605,-0.007350560935352224
CD58,0.018088624358588164,0.05307767700489323
TNFSF14,-0.0258253249471521,0.0037056130116450135
CNTN4,0.07317787766695925,0.06583770788575656
INSL3,-0.014990410384287604,-0.02551624707719711
BTLA,,0.07880446811164864
MFNG,0.07536716085789243,0.02173810379577652
ICAM1,0.030831472034665394,-0.026759811294409713
PROS1,-0.005891876367593477,-0.005669859319545582
CLCF1,0.033499249644360914,0.04315176549704694
PSAP,0.05894293643611467,0.029543017262833975
EFEMP1,0.03191451695965713,-0.027669213717318016
C1QTNF1,0.004913838823115742,-0.03643690695000483
ALB,-0.03436749360878176,-0.028852765289396946
EFNA3,-0.03857811899816752,0.05791095652191853
DRAXIN,-0.05122174520909445,0.10254068655184286
RAET1L,-0.01517512979677427,
NPTX2,0.12024784634178894,0.1499682179865802
FGF11,-0.04635289960608588,-0.0035674509864999406
CD59,0.08037673323270304,0.040827549748683634
COL9A2,0.02690662626725987,0.058716107847779836
DLL3,-0.013293910556347929,-0.021717758331315975
FGF5,,0.04431123117470974
LIN7C,-0.00878955903114679,0.04269058167762699
GDF7,-0.013008860320326191,0.08290495562644572
PSPN,0.020739731764053936,0.06781966887898845
ANGPT1,0.026584834802920284,0.027905256556473256
PNOC,0.10292155854950492,-0.026335135756542765
L1CAM,-0.03246749511123912,0.020375927380192182
APOA1,0.09480622437295928,0.12198601175706314
PSEN1,0.04465126728505354,0.011060554646316898
CALM2,-0.006027673159143312,-0.0551103604492729
CLEC2B,-0.04059183964879117,0.09973716263038658
NTNG1,0.026342719611279104,0.0036737324873241076
LRIG1,0.06628768664242102,-0.060955099498598696
CPAMD8,-0.01461440396758423,0.005625125516312853
GHRL,,-0.02525450258804079
NPY,0.012889023294500186,0.07097573226410853
MMP2,0.05726628381233523,0.08038742862002872
PPY,0.08050628281332506,0.09003291794087022
ALKAL2,0.05698896234936072,0.06572357581431892
CSF1,0.016482252246570794,-0.022381970467001407
SEMA4C,0.07347599750588464,0.08370388518553748
BMP8A,,-0.022902205271105758
ICAM2,0.12408286993191055,0.10029524299894334
SYTL3,0.05130216609217154,-0.011024303621029961
IL1A,-0.010656952348289218,0.013819213895006023
HLA-G,-0.036793820065802986,
PGF,0.1091364980708135,0.12218572906272088
LGALS8,-0.038420712089654745,0.02469093265884008
DKK3,0.01800926764416224,0.08813030632643727
COL16A1,0.11591016301263364,0.07989545078809544
TPH1,0.005790843753419581,-0.025986293117662974
TNC,-0.018080899421528025,0.007271317225836491
TNFSF9,-0.007748435258206216,0.011119246546386826
C4A,,-0.01723388862394023
CNTN2,0.007157275541499097,-0.006743807199230386
LUM,0.13842932440805192,0.04440465834412538
BTC,-0.02216839997575621,-0.015271560299388549
APOC1,0.0035772505216770806,-0.045348975096358796
PKM,0.0006153772614707091,-0.01592988509994574
TNF,-0.015175133935794335,0.05207748346329131
GNAS,-0.02925764638310915,0.023334663085003392
BMP8B,0.05403666766766105,0.06628017207029696
LIPH,-0.016918968802343386,-0.03490640587396575
CCL28,,0.028133100418438
PTPN11,-0.024563429083301874,-0.004594115946600283
ADAM12,0.06270008399246309,0.10498505806950048
EPO,-0.017571638895012592,0.09102488239549339
EDN3,-0.04920802922354976,-0.010019446863919007
CCL22,-0.016068994720285473,-0.015122084450374954
CCL2,0.035782089610492784,-0.05331286458970846
DSCAM,0.003044171065029619,-0.0201333968543386
ANG,-0.023175059491007535,-0.015246919688839521
FBLN2,0.1277401536549087,0.06565835981433774
VTN,-0.012356022238237369,-0.030841325857379195
VEGFA,-0.07875039554126675,-0.07242837701791527
F10,-0.021102957222689105,-0.008665374812171101
SERPINA1,0.061087065149756606,0.0059990963670153484
VWF,0.12855965773608835,0.10391444578210063
GDNF,0.015930043486810753,
VASP,0.025355208317881826,0.07050381880403678
ADAM15,0.021375134185129662,0.05402770120013048
WNT2,-0.01804695332999962,0.06859663306487675
CALCB,-0.001924199956479516,
OLFM2,0.023561851386258926,-0.039575464876049356
MFAP2,0.025713708682216414,0.14896845819592733
HLA-C,0.020221626845296745,0.08920241164951297
THBS1,0.05590337356798248,-0.009555750926464796
HSPA4,-0.024505856945685307,0.01224124147835443
LMAN1,-0.005760160117857049,-0.013945293390046846
LYPD3,0.01674810535539445,0.04858715876959089
APOE,0.060535696624317806,-0.0004676752050837962
SOSTDC1,-0.033249995540827276,-0.03153748142059867
ANXA1,0.025241585910981225,-0.01992475702944516
WNT2B,0.0016844730805692547,0.018281667039471355
AMH,0.09077716683902891,0.003103302923027447
GDF10,0.019253891424225664,0.05326343300833913
EFNB3,0.01380087578685183,0.030279664387152114
LTB,0.02313499959281165,0.06804994251116485
ANGPT2,0.09206375173198021,0.09466861297321821
ADAM17,-0.020632095339058968,-0.010840259241637437
LRPAP1,0.06349018211978566,0.024518091928041313
NID1,0.13589481884906612,0.08420444509390124
MST1,0.0013427596314162808,0.010079725802347863
DCN,0.15153882124819243,0.04209008696667911
IGFL2,0.030608166734962527,-0.0066549024998129175
COL7A1,0.01563734584532927,0.09023657140766611
CALR,0.04275843553374961,0.10600325555159998
PIGA,-0.00885766662647201,0.05468435490769919
CD200,0.06222906419435852,0.07372010165571427
GRP,-0.016413869655488137,0.12865812970282625
CDH1,-0.036855793488517606,0.037591130712206454
LPL,0.01165889415876652,-0.011905402147855513
SEMA5A,0.023408318768510027,0.019836265232461913
SEMA7A,0.008338581880683777,0.108265362877451
SEMA4G,0.0435126467181568,0.05393028190849615
SEMA3B,-0.009244880781226086,0.03682237288118626
RPH3A,0.0026287972434451685,-0.010006675528440739
JAG2,0.0395912503947354,0.12995375588761696
CGN,0.01823705014967625,0.02582029551205594
GDF15,-0.03534767006447242,0.12436304712080465
SEMA4F,-0.03441273913521659,-0.0064850503335473035
