,UKF260,UKF266,UKF296,UKF304,UKF313,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.034968441002501835,
BMP1,-0.03740148701127863,-0.04133324465261252,-0.0024350072675363645,-0.034463064248623235,-0.17469220833126226,0.0496929848084775,0.14933943519951043,0.05429237450498318
NDP,-0.0006728638783297775,0.07723778264615458,0.05073840488069589,-0.042998418992165444,-0.04708869210098313,-0.020893412251016517,0.02211803558903034,0.07264374536507605
TNFSF18,,-0.01954562082409338,,,,,0.017492489369623998,-0.03915890313140959
RTN4,0.126770726233121,0.09833087950720866,-0.008275010569254525,0.09167347266560927,0.13092733923609512,0.046812055394353784,-0.04671038306356162,0.0557724957465247
HEBP1,0.028447122759636494,-0.07915038885335363,-0.041558400583482154,-0.06545907579312873,-0.13315831267968967,0.0034248198986810614,0.057022092482777585,-0.030625889373970334
WNT7B,-0.005363564024998737,0.09705628550748781,-0.019958662393510403,,-0.05448406158726769,0.052905160234333976,-0.025331821843881674,0.01969040938071512
PTMA,-0.026626367411083405,-0.06778841869485147,0.041893021602253826,-0.07911008280594715,-0.10642608886067485,0.08425912512008395,0.11990819006943507,0.023911262747693077
FASLG,,,,,,,0.008107203613245078,
CEACAM1,-0.013897367730786734,,,,,-0.021894379287309137,-0.022616753458867708,
PDAP1,0.01561160035374032,-0.06522196387686283,0.020085661823780666,0.02830855742911642,-0.024758569128964052,0.053302941244747326,0.02392036447163459,-0.07502593670835413
QDPR,0.03509653327226528,0.025111154047227704,0.040459150892998196,-0.11575138338241407,-0.003333269089519805,-0.06456988478798097,0.00957182338131107,0.025891333146540137
POMC,0.08283342687807295,0.012510159833354734,-0.02605221053946656,-0.03301709472840019,-0.0538696991199546,0.04709032356823138,0.034231124212227466,0.011604341555694567
CCL18,,,,-0.05056224585382317,-0.06776945720378327,0.03393705151074596,,
CCL17,,,-0.024703229072092533,,,,0.09086677027779844,
VEGFD,-0.013296214601447275,,-0.018120117271041326,0.043963212729686514,-0.028084290327327562,,,
TNFSF13,,0.09697949314331447,,,,0.034728900330926536,0.00615769738981818,-0.01182404460182002
WNT5A,-0.04414976509452655,-0.012814408730896754,0.009526468700494367,0.014900602377270445,-0.040192534456824566,-0.009367342246061547,0.1887682735839533,-0.010369386060045357
CXCL8,-0.0033965750377384996,-0.02696250666931172,0.05128424949323419,0.06978426813641808,-0.02154830274544946,-0.017870719741803414,-0.07096640902651333,-0.04109845187635425
GRN,-0.02211203356905209,-0.09532556283078965,0.03496544514476516,-0.07510686991352868,0.03426182961963521,-0.0072920972087881855,0.12532916878509578,-0.02489973296183741
MIA,0.00797518179190564,-0.023654835758495907,-0.0066395178676434356,,0.0983217401348059,-0.09312489188321145,0.06005098559335556,-0.01689737531968268
COL4A4,-0.06416941628039137,-0.018035011329841057,-0.009206383217646408,,,-0.027108129173089655,0.14463021859602024,0.0025161141284316007
TAC1,0.12122332432714972,0.09037132134389828,-0.05205592121141592,0.09959308783306195,,0.04074303736469401,0.048987120999482464,0.07343604114428187
RARRES2,0.01134126177287045,-0.02617009921420577,-0.013017908309743649,-0.03299748658375314,0.24975938083726168,-0.028083979978833752,0.04879733333956085,-0.01486380539828085
FGF7,0.048239741447015455,0.013455390401397396,-0.011851675639709396,0.035940768654004106,-0.01046552327970615,-0.011852788509994057,0.009168415712778719,0.0558506467412362
HBEGF,0.00228359440068146,0.03004063535412406,0.07592286111775115,-0.027373469885917368,-0.06350873478498392,-0.009459965323075813,0.07334534944163566,0.015584910795894955
CSF3,0.06593262159494485,,,,-0.01290002309658349,0.02001079371088304,0.0040033239164961,0.013357183026228615
PI3,-0.029762551834951294,,,,,-0.04394414890059137,-0.10865140992617667,0.05279822175881038
PCSK1N,-0.04120479553183867,-0.01165902713661956,-0.06744923222758303,0.09313776287341814,0.03323824282110077,-0.06551665220694403,-0.047448840402393784,0.021234089854274406
NTS,-0.005320487240406418,-0.022016651131675818,0.03364493124607053,-0.022066147448394514,,0.01236511884006663,0.007563600603344769,
SFRP1,0.07938100067653661,0.025804815222065954,0.0677703147313693,-0.07868660561611605,-0.057663486938976494,0.035552319677098446,0.1745077848028928,-0.011365414463471678
CXCL13,-0.015032353872477767,,,,-0.0936262522016377,-0.0063875473464576425,,0.0027900678192213993
MICA,-9.700760742410086e-05,0.12428905390109277,0.05171709969841726,-0.023532559660895073,0.08470238180181787,0.047907524530732805,0.15568789846096132,0.04532653959954374
TG,0.0009386764332799956,0.06412363659778136,-0.017877619602708852,,-0.05497470953096355,0.030913475939084945,0.00973347206601034,0.02434787813195501
ADA,-0.009996866826669979,-0.026954625947608703,0.011930971193768245,-0.07220979162688818,-0.15522628043312484,0.014922959323622068,0.15133806351492213,0.13411630852401785
LAMC3,0.0286985032812217,-0.008965691094756813,0.10755776180486598,-0.0247113467379266,-0.027631270407873523,0.07283474732631248,0.22080426741099796,0.11116432120055378
CCL7,-0.01993012585489664,,,,,,-0.027597571385087262,0.011934173734333864
NGF,0.0651557651647142,-0.009303684656877692,,-0.022066161977488542,-0.060207317091067254,0.047003408578268416,0.14294826709197422,0.040809349483423074
TNFSF15,-0.014756197551626188,-0.017146365346537292,,,0.01506126790634888,-0.019491771447805336,0.08366397177181747,0.04626222408176272
HMGB1,-0.006892465186942355,-0.02332706901330922,0.010863011432778522,-0.033639630923372583,0.010820199048834992,-0.01885967048328804,-0.12979324476681647,0.014408081137746276
ITGB3BP,0.027405865760694866,-0.06519842482809443,0.005020361580137639,-0.04147691975552653,0.013720647975725215,0.01925509473268395,0.05091672071396485,-0.010815952046499848
AANAT,-0.01329621649955684,,-0.02060781848090403,0.08556817868306212,,,0.03328140498280869,0.05951702002745652
RELN,-0.0024857182413633803,0.03670866150924853,-0.009050984393790911,-0.04758214444864843,,-0.023543947540300886,,0.04056060975764404
IL15,-0.0003195016860093438,-0.02095246016122307,0.02376933353180702,-0.0024746854441068922,0.06537348144215338,-0.01627698110461881,0.12702389062160824,-0.02701669179849534
BSG,-0.02187973503520993,0.009403056499840735,-0.03498619896151408,0.07286770033878222,0.13410523564949592,-0.0593346689628044,0.08280509517821949,0.028454398110050756
ADAMTS3,-0.03340052518958848,0.001386238931549911,0.001187921898272893,-0.03331229789483316,-0.030695082030792603,0.03401888384159936,0.1275969968355445,-0.027324073626477475
CD34,0.08555861855094243,-0.025546468383771333,-0.008930273917066574,0.08550896664335095,-0.08522742790063834,0.007846398787351813,0.1930744030661603,0.013071554311106084
PLAT,0.04449953646932563,-0.07030553062338148,0.02158996122306692,-0.0502672315481469,0.05086598534134811,0.006089760630827645,0.12167857187261949,0.11415811926327442
NTF3,,,-0.007429628482443105,,-0.08273911379194206,-0.040420442472134395,,
LTA,,,,,,,0.1357120365837979,
CKLF,-0.02401441814102292,-0.015308901505600424,0.02595586254242244,-0.01159474757677957,0.0400877193127187,0.03241849781270429,-0.0009607510341384286,-0.022380948426361544
APELA,,,,,0.06428505761329016,,,
CD24,-0.053860934191668944,0.007430399998894717,0.04676022349494965,-0.014602811863926013,-0.1685997222187232,0.02851619962062713,-0.021510311643774687,0.08914791310425328
HSP90AA1,0.06911936164875657,0.1210615384753958,-0.041221027259815066,0.1342825601921121,-0.05820276397844613,-0.06059530527298628,-0.04967765376807526,0.013346576597404828
BMP4,-0.025803455967505634,-0.02812883114880947,-0.004362016219565148,0.09581539913110479,0.04039029093978696,0.014466996957526979,0.1524644086613306,0.017519606709416977
SCGB3A1,-0.015834152438332437,0.027521644022373174,-0.017382896447315686,0.05172259440552,0.03410426601494252,-0.021082942817482807,0.11139213675203317,0.03725233221984987
IGFBP4,0.007419262443546959,-0.06455433956359284,-0.010818192737617742,-0.007587837656640555,-0.13344713467327377,0.013931238858089421,0.2705841826153556,0.10562105832072081
RSPO4,-0.01827518583706581,,-0.017382893904673853,,,0.026652134338136246,-0.0047699367450039784,-0.05711193879873299
LEFTY2,0.0941101636805575,-0.022012060898499705,-0.019060555763938454,-0.022066161977488542,0.11124656773399828,-0.03707232211871099,0.035205869692627845,0.0946875235218396
PF4,,,,,,,0.013793107476229615,0.05035973748156825
ANGPTL2,-0.05021591641673631,-0.09088637628226412,0.02518133598392498,-0.05661843530367013,0.02686008177559854,0.08689900123775421,0.11759151368066836,0.08176566858271368
LRIG2,0.02663238453675512,-0.019345314327001976,0.009211348718552998,0.054649672575915534,-0.09640451894364263,0.006479642214591736,0.08636882185115025,0.011248324890163895
ICOSLG,-0.021627461182329825,0.031134105271929183,0.03830034838083558,-0.006079090004183861,0.025634999320141356,-0.022232845745513395,0.09862815396795764,0.03160257154013595
WIF1,-0.008925011580643058,0.09355698132366635,-0.032711007282761946,0.09671558943936862,,-0.010094374623155917,,-0.014015650740447496
NPPC,0.06421286438321809,0.08340719206786847,0.03550579816279229,0.02026041114313203,,-0.04084021136648587,,0.18129095421149277
LYZ,0.05072211629136426,-0.03907491563813656,0.03523097635474505,-0.08717248382529873,0.09661459826135947,0.016794081703698754,0.13705403601908026,0.02495200317612081
EREG,0.00452918791689434,,,-0.022699632095789613,0.10563068813861055,-0.0339532686708288,0.007098430029227038,-0.029841327830031454
SPTAN1,0.0008074879641258625,0.08325100465168793,-0.059862111951883824,0.1470681959097037,-0.014445830595532167,-0.0014675676421273523,0.046407880616766116,0.12024705152077185
PTH2,,,,,,-0.025504316018235194,,
LIPC,0.003335304078379617,0.01376734857146136,,-0.02761543566802731,-0.015954919770833725,,0.029880851089985498,-0.04447925288192514
COL8A1,-0.014192983090843608,-0.05944135821732116,-0.0021120091268392455,-0.03162814623916705,0.13563125552579147,-0.026870415414317807,0.048627771724757275,0.062273533773802785
GSTM2,0.011157597263952011,-0.017718126369788225,0.12281580337192978,0.02156006660736134,0.017079023411382087,0.09073476738995068,-0.006533891060360878,0.1166647295526134
SPX,0.036929883298983,0.04224748575169542,-0.02608194131993871,-0.015277084218482452,,0.03957175205029972,-0.026056368468959385,0.026660632603968542
MFGE8,0.010786751505798973,-0.021627013864488898,0.05473062645554263,0.01794973563564471,0.11885767528712649,0.07268953643871782,0.15997212855302853,0.03762978476828903
