,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.061189500785092624,,,,,,,,,,,0.020041596236885832,,
BMP1,-0.025797765373576826,0.026020918102024886,0.014266591274834617,0.022233771290667163,-0.03370500789570897,-0.14556361552261018,-0.037540530670628736,-0.37736587613103745,-0.03832911068717707,0.048343460507111455,-0.16702737228513037,-0.23807435714885272,0.02671674351721785,-0.04887658613492487,-0.06472052708307388,-0.05028027035051134,-0.04034457984683867,-0.06209320736036513,0.14231763052108792,-0.07410192652065727,-0.06098756089934447
NDP,-0.05951709271441351,0.01748192159220792,-0.013998917694864521,0.06058055804384193,-0.03569949440248737,0.12044830638228303,0.05642727700264572,-0.07822596963449241,0.05245877304010563,-0.006195306097302198,-0.06505812339243733,-0.029171135405596894,0.1452116716636334,0.007709814982717622,0.04892719208568707,0.07808939262351214,0.0032888730289548805,-0.013352554201036246,-0.029586872008852298,0.0021098989988130937,-0.04691774070339326
TNFSF18,-0.017991069890623622,0.007673284280009857,8.581734603910046e-05,,,,-0.020004420248014434,-0.07453455947487996,-0.02967364740526604,,,,,,,,,0.10490206512956902,-0.008978386291053414,-0.09716771131589103,
IL36G,,,,,,,,,,,,-0.04405865090365788,,,,,,,,,
RTN4,0.2864524292073807,0.023455675506108553,-0.018519487608662472,-0.0642039901224134,-0.009298552870846256,0.2100231841752657,0.23797215272754754,0.4728685318974148,0.10906555202979917,0.06515839451631548,0.45427047159279127,0.3364974720727396,-0.08044542049606933,0.021232430872253648,0.11660049997359662,-0.019222951876397724,0.20650437619494214,0.08246473218904998,-0.008541603697268904,0.25427742259175606,0.043179626869704134
HEBP1,-0.0734447946920543,0.04350128876333822,-0.004762626898535007,0.03812341540807303,0.047069465931814776,-0.03553340395252007,-0.0784679931816503,-0.18933046519628266,0.04427460767952008,-0.013063962772342792,-0.14214996073895736,-0.044497426251411315,0.09701601640007973,-0.035926227416202314,-0.04254364292475915,0.006587784123213688,-0.004348909186881848,0.013115121879437041,0.05929788875861949,-0.00825945450071619,-0.019278127876659067
WNT7B,0.3063410083019846,0.04953105122063694,0.05135304868435051,-0.007811102690177637,-0.031574753196030994,0.01302459803904655,0.014019526845035971,0.31686053151196514,-0.01449305296965424,0.0173630839219095,,0.0918510327108462,-0.010147539369876063,-0.03849384750458797,0.018575609592591125,-0.01210982237572454,0.0344762110928035,0.05948585149895517,0.12754412740571092,0.1052024773010069,0.04575979849882843
PTMA,-9.169937519436873e-05,0.051706514212849775,-0.017019422069068462,0.016344421929842673,0.00011450632031092628,-0.1445597396350432,-0.2088756005390108,0.07238427832068176,0.06586727201922513,-0.07092149093052484,-0.5437305416982005,-0.3297751528768441,-0.05692260970693297,0.0325941185408643,-0.043666359193961286,0.011319890787454058,-0.040042305555627655,-0.09891709239165286,0.08319417553200929,-0.10342329115712785,-0.1543129751088152
FASLG,,,,,,,,,,,,,,,,,,,-0.028033376387278996,,
CEACAM1,,0.008918109984875959,0.14639988045042568,,0.07647477611297318,0.0012117253126367664,,-0.09113555470583863,0.018068553622757697,,,,-0.027198325744578512,-0.034521899011474705,0.08131420055941639,-0.006563673695336363,0.02245992386082759,,-0.027998663013185442,,
PDAP1,-0.09247304995362744,0.004405761033787914,-0.018998563112296075,0.046262243764698965,0.004934026494349582,-0.07820148409248905,-0.09275852461882055,-0.2620369510728348,0.005871218381547085,0.07683750976132302,-0.04571202590656919,-0.18502517975699978,-0.06344741621693101,-0.0030868391425163226,-0.003240405093583241,0.015415085532780612,0.03511509363404791,-0.11395556567873973,-0.011354848354264816,-0.04154126989447343,0.03258865044743784
QDPR,0.147570365865399,-0.007646314958789455,0.025383199470772357,-0.004185752522354894,0.028694182017116144,0.16616788614093628,0.0834707197308419,0.1660569373748918,0.10428779788637334,0.02521098658068191,-0.3262326247457403,0.12300662572233177,0.049433450815870514,-0.11267590523320818,0.05717645991228465,0.13429751505108856,0.04085340612189274,-0.15659470234776623,-0.05844873058560329,0.2095076817459232,0.01368168318212943
POMC,0.08655006635893409,-0.003151906888075455,-0.0437248591777209,,0.06461636088381634,0.05427367971171967,-0.003830204520835256,-0.023905126035805864,-0.014214955961962207,0.038366056545320354,-0.04297446149738473,0.12862663517520317,-0.06885826392297369,-0.016541143126638857,0.0038290255012014803,0.08913007980713572,0.04597521136637857,,0.12043877161362634,-0.03038545551273738,-0.06049620812491923
CCL18,0.039939811916750806,-0.007309167584837052,,,,,,,,,-0.20724968997156912,,-0.04194786855658047,-0.02447659399360248,0.04011461733661007,-0.011072581954218964,-0.08062078902242324,,,,
CCL17,,,,,0.048056710894528794,,,,0.015083545086408386,0.05582091361594639,,-0.0022814353971066974,,,-0.027027841747541692,-0.033320361924304195,,,-0.008957474754364442,,
VEGFD,0.0072144820344743465,0.054360914920343804,0.0031474891093786887,,-0.0029607758741677847,0.08241440883234444,,-0.07553180142628664,-0.01775638566646157,-0.03637580258925091,0.1019610246525898,0.032006685744805016,-0.024251883926661773,,,0.03208469568715304,,,,,
TNFSF13,,0.007971827829099911,,,0.024945821589681387,,0.008937592308978583,,,,,,,,0.017592712283149355,0.009803208193908236,-0.010078557516563027,,0.031422592793675916,-0.02927586675365421,
WNT5A,-0.09125873532535278,-0.04249705090323316,-0.0005438020783537454,-0.02799560247225989,0.013720827746022943,-0.13360786395270807,-0.1527867784521346,-0.32255975563016165,-0.04328147843107971,0.010645550319360153,0.04253958401276462,-0.1234343430383015,0.007056743497312704,0.09842244026965731,0.017556437902859566,0.037764318694058246,-0.039126615792557926,0.01687166142704214,0.09078416122137273,-0.1221486238834456,0.037476055270872936
CXCL8,-0.11351625389751227,0.0073505661905048265,0.006728660688468258,0.022065243312738732,0.028322220159683532,-0.0974239902900062,-0.056995913594657596,-0.08444257565987265,-0.03351762755048296,-0.011883885064160011,-0.18708955861333262,-0.07954129277683603,0.015763140820908652,0.1717816400326095,-0.059608512848865786,-0.2608308559322737,-0.06876612396026358,0.05586910168061054,-0.04905271390369991,-0.11711479902449244,0.010862870577365015
GRN,-0.09993854494109429,-0.07047629347308774,-0.026843555314997568,0.013406629482083795,0.008709356933647754,-0.14020120243807963,-0.13530931198519727,-0.3946639325568548,-0.03000518096879066,-0.03561130756237234,-0.340908763995782,0.07356422169292805,0.0583098891785367,-0.010371262065179706,-0.024842894021867245,0.010593313208048624,-0.11046735396915705,0.020672519062547384,0.06034819200169929,0.062426644145150645,-0.1623327923074684
MIA,0.019634577105779035,0.024187934250239882,-0.0313456125991781,-0.005868214987549267,0.014806215639753031,-0.052981410270620866,0.0028851135966799528,-0.12335374255960432,-0.030580285139037305,-0.003279734174996566,,-0.024976475647593484,0.0440603809202572,0.0709843308785521,0.10355595527180603,0.1521946818085622,-0.03995632650221789,,0.08978431669818988,-0.10234652231868854,
COL4A4,0.04405378408019129,0.0006806823728002976,0.060299297441692996,0.0798965996293975,0.04003509801227096,-0.099835942077852,-0.03380928632376908,-0.019334586153650402,-0.01112972841058475,0.030785791488052997,,-0.00961398839249641,,0.15786015801149572,-0.0006716732880627307,0.03156956681552059,-0.019421268407035425,,0.03726534733285322,-0.05998933099883977,
TAC1,0.3512472629107888,0.1873254142087414,-0.017094269099079185,0.04263395459962511,0.04464054814643064,0.2998915646780872,0.2702097109756171,0.4976166986842038,0.1997307927577313,0.050013673017481226,0.3126424678753854,0.31544042236860476,,,,,0.10074260170141466,0.06147370826976181,-0.0334028548541933,0.19660412275061342,0.2374910570454664
