,MGH258,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.01392461766837633,,,,,,,,,,,,0.05554088308553159,
BMP1,0.07464495820136798,0.04863286346421319,0.022676493714533362,-0.05092505424499971,0.0241441311713597,0.18809084848095053,0.16543109076206594,-0.048400446260125005,-0.060773231186848437,-0.12436403608414874,0.06291087916140259,-0.022940059612372183,0.09377371104135038,-0.046373250247304015,0.08740541103867092,0.006999700233389183,-0.014676409792333056,0.014503395287464731,0.030125089103795646,0.08040563638941718
NDP,0.04333663238094365,0.07979098701073994,0.013429875334750874,-0.02668775221929998,0.006846646759293091,0.016915616784721185,-0.0038186979047775795,0.04286157323923326,-0.035370054756879314,0.14664308292345102,0.03779724928260747,-0.02921242365338258,0.09682083487841983,-0.04685859727452108,-0.002186377622115934,-0.005399522369676873,0.10246267928501493,-0.029808177680218238,0.12091750815009836,0.03722626293657357
TNFSF18,0.0005576543200286456,0.10351639661332439,0.05613532617723505,,,0.07644504815864436,0.06158578149156201,,,,,-0.053514289672228134,,-0.023388480172287604,,,,,-0.030510687434201357,0.13366478620583258
IL36G,,,,,,,,,,,-0.0207028587783956,,,,,,,,,
RTN4,-0.1437602640533772,0.030322600578222003,0.03317689876262273,-0.008175276598788986,0.030992410731626684,-0.2497200020799562,-0.21234420514504931,0.022628992296244693,0.1678399856691257,-0.012985504128369988,0.03067907089176896,-0.06688048415327703,-0.0012134402570369884,0.00045739473085357755,-0.060249285334195046,-0.022412406488670752,-0.011903206795301066,0.00419373617752704,-0.031208774956067095,-0.1758971307375742
HEBP1,0.0011639902728817163,-0.06357538906308075,0.02470420061152955,0.04916348510964802,0.056777027964526,0.1283993383617039,0.08220313895256982,-0.003170990437227421,-0.06910759513410517,-0.042772920950245506,0.051476086419268416,0.04515720109892347,0.08877831972716464,-0.03314335658901946,-0.025503500362628714,0.03618797020563914,0.041933171223724544,0.019412487824189004,0.10149570459608784,-0.008409074066115034
WNT7B,-0.04802387602863777,0.07385539892094854,-0.029046046904986602,-0.042892767841453815,0.10801555819992435,-0.03303802246969642,-0.11023380503964465,-0.015866374417032023,,-0.03357636854253134,-0.034383773010186906,0.006014367944616206,-0.0184649482391993,,-0.047887305248427284,0.005376324437604928,0.07891017749093734,-0.024012659825869094,-0.04748261067197679,-0.00340087194077975
PTMA,0.0017670469623173731,-0.06476074383396713,0.061087119845223255,-0.11061370612333428,-0.04732221771199928,0.340027611525748,-0.10624967511762927,-0.0466816662792743,-0.2261421321515417,0.0084509997231911,-0.014280432230135913,0.06362581661644169,-0.12171782891959901,0.006266733010048115,-0.13830312629542918,0.017830364862777594,-0.07145953148693251,-0.048566359505356364,-0.07079094308905999,-0.04840542624815191
FASLG,-0.027516276811831338,,,,,,,,,,,,,,,,,,-0.007947454183355528,
