,UKF260,UKF269,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,0.05917969797451068,,,,,-0.02858424702774669,
BMP1,-0.021553953377546987,0.09215141651045272,0.08378995094180589,-0.028582213412077725,0.03803960298734485,-0.029909375104208984,-0.0006468227213918066,0.024659587446886285
NDP,-0.03627786774884475,0.06151913729024448,-0.006882926669835847,0.029194619009504888,-1.191938271045779e-05,-0.018942020469004974,0.055203533740646814,-0.040543268387346995
TNFSF18,,-0.005970337296934694,,,,,0.07779645149638083,-0.018591861798462644
IL36G,,,,0.010274711852357796,,,,
RTN4,0.008238631985352445,-0.05274177655477169,0.012083166938028005,0.0275420265839401,-0.02953577171017585,-0.07090726358305542,0.07212595865169137,-0.07184288069210665
HEBP1,0.008898320437309473,0.023135504066869955,-0.05174065685519958,0.024234589517836105,0.02008810447182823,0.03252015574607893,0.019389811058855934,0.014579599840683828
WNT7B,-0.0382033165911562,-0.05184067965522791,,0.030447985584220492,0.03669393956057711,-0.03849415373969213,0.019067360246818724,-0.0506573440618251
PTMA,-0.006244352914204272,-0.12319471701926352,-0.02593589089550727,-0.0710422845977087,-0.06916416537677374,-0.0014028607361123036,0.012029486581702314,0.04480057909074435
FASLG,,,,,,,-0.007532212468915051,
CEACAM1,-0.01434378245247337,0.049545613779316815,,,0.046562304552916024,-0.018648625343550194,0.014415527055117772,
PDAP1,-0.028829158467229367,0.08009372723684595,-0.012227479667601501,-0.06852322168876895,-0.02167813847923105,-0.0010658346870474414,-0.048499911106153405,-0.024054727349746254
QDPR,-0.018683524277312277,-0.034076478945177374,0.016952913457917676,0.011678844841585304,-0.0026981346745654174,-0.011540873110943328,0.05097746399279799,-0.02829320368193853
POMC,-0.028863082199232563,-0.008860900731129124,0.04767748992699648,-0.017292313474544657,0.06950204933569831,0.03367215664007227,0.02382663901957324,-0.06580413912853672
CCL18,,,0.020392170719642114,,0.03299890168468874,0.03095049518220955,,
CCL17,,,,-0.012563670367666821,-0.02083775982257258,-0.02692046143355665,0.03373383985484563,
VEGFD,-0.013723318931977561,-0.02602243747318349,-0.02295580851346078,-0.013464874671821775,,0.11512349911339093,,
TNFSF13,,,,,0.03527470132837608,-0.0292616211969817,-0.013268886448637914,0.054389646671298524
WNT5A,-0.020426606400559315,0.009224369323611823,0.018181504349200128,-0.011124636407472358,0.021279979545725122,0.0010206933438629004,0.037855884113204466,0.1068303631127638
CXCL8,0.048335442857158316,0.035914054647636744,0.004024601632168634,0.0037320563821972427,-0.024230866721460506,-0.07031860996232585,-0.0161502211153106,0.06177322443197397
