,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PDAP1,-0.02427007733666837,0.006571394392708339,-0.03462256908899798,-0.06599073244750248,-0.039601432935780084,-0.008319639998905767,0.0030625594107385654,-0.10491701947996881,-0.04063393947932101,-0.03347864236225976,0.008535056036053512,-0.031341365468685475,0.006540663962193003,0.025555911548690687
QDPR,0.013638678407765746,0.06676886492570633,0.0347964953390273,0.06463725542878328,0.050466500229601814,-0.034498831787455914,-0.16533320666758658,0.05795716104250535,0.05733239527010402,0.11842491933054913,0.003879665436945707,0.017406803685538007,0.08520387295843745,-0.018788135473791857
POMC,0.07213560902729756,0.08910262429883836,-0.03388341737517989,-0.03655989841907341,-0.013048432262423132,-0.022501862349202366,-0.008277044092879816,0.08431030140921271,0.12696886326655282,0.07139667842073594,-0.0004688498089531165,,0.03220743631742028,-0.06832285483148146
CCL18,-0.02886355486468832,,,,,,-0.0017752288076985255,,-0.019163587831451213,-0.03514429035987139,-0.030064811899458296,,,
CCL17,,,,,0.005373220401192039,-0.04411368161464408,,0.005711608132726077,-0.029033343479473277,-0.051854930598083555,,,,
VEGFD,0.04477340142841355,0.010043242734748967,,-0.02431436735103325,-0.014942850259796575,0.045505915263005924,0.02306539311480723,0.01624631731427528,,0.009904124997372825,,,,
TNFSF13,0.1856542022718762,,-0.020433948600599577,,,,,,0.07009083034692339,0.037544031152903876,0.14050381435858514,,0.04311678508021316,
WNT5A,0.01540038590805162,-0.02467366510089483,-0.012273090677220107,-0.05170931964994737,-0.0429843482463539,0.05728546786773569,0.020370947006536556,-0.06870425149287784,0.01367430045887451,0.0360930482935497,-0.016651734692979352,-0.006044428111159087,-0.11776327015419988,-0.04534144367312274
CXCL8,-0.01476231274133192,-0.05586043863418264,-0.029065966555701216,-0.048346332183420986,0.0001420691157092821,-0.010741541015571099,-0.09039567911787384,-0.06481650215602161,-0.030985649420845317,-0.19923061775749185,-0.0409886910171147,-0.05670865102314937,-0.11687489158882686,-0.029487042890289607
GRN,0.04932308120985573,-0.02372176011942155,0.011719785918899833,-0.10007466771259253,-0.009272828285474334,-0.022966761075933113,-0.06255375295395525,-0.0003609127079736717,0.052484119849588284,-0.14307938929516967,-0.004837590600951234,0.031378548545966445,0.07066731314035908,-0.040828900074051266
MIA,0.040612040585400466,-0.03727463848616346,0.004186512426931493,-0.041459768995853886,0.04542485866366721,0.05822024172553767,,0.005832574818538699,0.04343024898771717,0.19790784868861994,-0.00990792022451718,,-0.028933115159144058,
COL4A4,0.02496770879301109,-0.03046881595620341,0.020495860295219583,-0.01430218973925042,-0.014642924916745579,0.0641371112107035,,-0.03315177526118187,0.020995426782120245,0.06060094365589333,0.06256302748707322,,-0.03790332255302713,
TAC1,0.033647840255307135,0.11589985491482573,0.05713560741672155,0.09683944425787822,0.10429991264541844,-0.03428448864166471,0.14536089935077667,0.2605568654882384,,,0.02349878855800701,-0.016031981280237993,-0.0003556775226525068,0.2380999623151978
RARRES2,0.008222735619208804,-0.05784619123392237,-0.019590048369132123,-0.060991378987327996,0.07235774285060946,-0.023235374272306583,-0.047248095354843846,-0.13246511855895532,0.05688392587321008,-0.040403409459806125,0.02450166728928808,0.028858245354371866,-0.13628964310666752,0.09581552638105376
FGF7,,-0.025001068791644036,0.02077481736312213,-0.018537670767648392,0.06845436449148534,0.010644034698541808,-0.002990601160122331,-0.01682460305787758,0.053065900919469326,0.0528153324574297,0.02809740197935689,0.014462318979095124,-0.013206710008328128,-0.007646710149582104
EFNA2,,,,,,,,,,0.007089022832102957,,,,
HBEGF,0.01942726562535617,-0.06434017807832797,0.024302537502648706,-0.02672654828251944,-0.021456915620003594,0.030386375917204205,-0.12285730050237349,-0.057614641386540634,0.020337881058982158,0.026170618461312727,-0.026478257968357538,0.06058123479095767,-0.03344740243902082,0.04472352786416583
CSF3,,-0.044313973341610365,,-0.015131441461158331,,,,,0.02432024512497826,-0.1520131545241041,-0.03482839723575439,0.07609600139667565,-0.03058965724549358,
PI3,-0.03036567665575772,-0.047205554274769086,,-0.017038202798674473,,,,,-0.017803987674222123,-0.2332347466271454,-0.008620819507687581,,-0.10638163806704022,
PCSK1N,0.03996818398045417,0.028950209149019357,0.023982344524817113,0.025361297469788907,-0.0209146860169678,0.03911896881533292,0.18544294150778304,0.21504555261792793,-0.0312385333719146,-0.01637935826495131,0.002810479869785045,0.03520890945284419,0.06262008212697061,0.19306958509445651
NTS,,-0.05863322290673066,-0.023734263780088166,-0.018598361737508284,-0.016727839586405096,-0.05760139779547765,-0.03823864849458181,,-0.030601079258522037,-0.0385606625138891,0.01796965560280452,,,
SFRP1,0.012290399042668642,0.13384226208612268,0.01485996626286445,-0.045905171548512855,-0.03106008872850842,-0.008871608970048728,-0.040302313667784306,0.004411840505079087,0.1094810254205492,0.015414999393591181,0.04481522341687464,-0.03818318368497831,-0.0469522215779204,0.05932859757713356
CXCL13,,0.005204679296006682,,,,,,,-0.06521484212435591,-0.05591110413425893,0.04091653607040462,,0.033673702265661604,
MICA,-0.01768022847672459,-0.04428806100835065,0.08504356045982925,-0.004573372675671051,0.043034679675997514,0.021806364984560827,-0.0056917286540337265,-0.08384658770955164,0.046523233624526115,0.08051617673495381,0.011847854995132908,0.11759660537512825,0.027820325754308744,0.09435762245178764
TG,-0.014575385889816186,0.04630134572832516,-0.02739559706922357,-0.018262296064186147,-0.0141300340514443,-0.011157444314736129,,-0.034975732924452656,0.008556881333267173,-0.01229544717890424,-0.02866430611840678,,-0.0454299156324215,
ADA,0.05303723873218797,-0.034435171675129175,0.0678496916716854,-0.04715628688073754,0.025694871102709904,0.021185252412432413,-0.05476451096978327,-0.030596405577025334,0.012261668837106695,0.061979074111982085,-0.017426562650770045,0.025564862935879805,0.016011327853678703,0.1275690684916879
LAMC3,0.043396979188352836,-0.01341428796909159,-0.07119688572039098,-0.03500943331083466,-0.010445698818099512,-0.0004091407230873198,0.053215173513872116,0.023567616116594064,0.018589257385814777,0.0903802458530855,-0.019827752175012713,0.0976669700150361,0.032561155114202066,-0.06248144944771917
CCL7,-0.018359659222553164,0.0102432044813278,,,,,,,0.008152070983498329,,,,-0.08606077176065358,
NGF,-0.020220967584478753,0.017566041081061735,-0.026142747569549086,,,,-0.009987196366165105,,0.03704343813174284,0.005213240683296857,-0.005053727444624008,,-0.02270321795974798,
TNFSF15,,0.020188846914234587,-0.007587775583995022,,,,,,-0.01204486117107567,,-0.021627836753598823,,-0.04703448078518506,
HMGB1,0.024394061065685157,0.03128044591140994,0.01770365920864976,-0.07338273382160598,0.06953675516109561,-0.0002101461778829707,0.01278274053124994,-0.05217073001889366,0.03554811822642783,-0.059799225698263174,0.07261523827331812,0.045701881131208065,-0.010963363011795171,-0.038367786740000395
ITGB3BP,-0.02386888760339909,-0.02468035249171085,-0.027332590047248705,0.007712638286226946,-0.026376115033145263,-0.003651611799746453,-0.044175197323765326,-0.08396203333217968,0.024745256397837687,0.018142507729613795,0.001495757860043825,-0.005384011003150494,-0.07072974534971894,-0.014830285518558441
AANAT,0.026615715360673885,-0.022364983084739828,,-0.013648969683831674,-0.012707222198639888,-0.02071290983068791,0.07025852839040164,-0.020313294483115914,0.11508645825791763,0.042564104252040595,,,-0.014573696157466577,
RELN,0.03282732803099165,0.026935434967762364,0.015962052946348282,-0.01769991009126725,-0.02797720137647648,-0.007778742415272207,0.06689951500555788,0.04758985600152309,,,0.0027874833755283297,0.011758151594014679,0.035675520070551976,0.04998698734994687
IL15,0.012472744621647337,-0.026818351656335233,0.09014935744574167,-0.03560207483335359,0.0052629073070049595,-0.006449379568663662,-0.005345286489366871,-0.028967304203108037,0.03938477454695311,0.07788254929600051,0.0323009032363802,-0.03871706154770224,-0.03220832881812971,
UTS2,,,,-0.04502309584309359,,,,,0.04760266150694789,,,,,
BSG,0.08627628511554591,-0.017559987912876048,0.004004527537760972,0.024146112454148088,-0.03294106231060561,-0.010295652472251613,0.1879236907374038,-0.1704217577511022,0.13138491757253237,-0.01199312431804554,-0.10981310335177204,-0.007684612665815728,-0.043299768563526186,0.11402912232066759
ADAMTS3,0.04164843160748314,-0.04160971830900152,-0.02549282307190961,-0.06908780727771423,-0.013983180627608588,-0.03363551877061049,0.04102973258122117,0.029908469386351732,0.0959201490760608,0.14984663108427254,-0.00241693597431808,-0.02008891808582745,0.06465856076875173,
CD34,0.032168296441618734,0.08024139253903072,-0.07603483503794488,-0.07152058570371485,0.037419510535062456,0.03412365320365594,0.09501277338654261,0.03780521405697249,0.07499087557806212,0.0742883266469817,-0.08047860725885363,-0.08501897451070352,-0.07231651201405073,0.07020610730277865
CCL23,,,,-0.015530360868868956,,,,,,,,,,
PLAT,0.05311662116917255,0.02769455519572733,-0.012459541432193392,-0.013300024558834311,-0.042660779676708345,-0.03476538749560164,0.03255181034993927,-0.08890474313294955,0.043239641671594956,0.1416659821997369,0.016806513388872037,0.01915939293012173,0.04802916161751124,-0.033460296425792825
NTF3,,,,,,-0.0007145955461266862,,,-0.005262734482748105,0.09417366488897841,-0.009732140931945929,,,
LTA,,,,,-0.012238379276953246,,,-0.02896730777884559,,,,,,
CKLF,0.06470255831976834,-0.040249818657949535,-0.0042830853326242665,-0.09920310176588144,0.006184703173401422,-0.02111333066298759,-0.0444609461654402,-0.11405707143911707,0.0742780560172119,0.14111699824997742,-0.04189604055450182,0.09132036593312284,-0.05614690599662354,-0.07944432222126664
CD24,-0.04348796282035459,0.04146415333309015,0.10206847097741911,-0.043518092709592705,0.02407831521554892,-0.05374641617866582,-0.05534730166260194,0.011891917304946908,-0.01221724702730646,0.10413269042776953,0.08555474011107969,0.005389866598270789,-0.001540200026972258,0.09396210422542056
HSP90AA1,-0.027002500278124127,0.08105352573912551,0.05889647576042828,0.0940781090584514,0.07107598507827807,0.0468585064132858,0.22217568380230995,0.22674705250482807,-0.11065664031501386,-0.2603777366350647,0.0722123387369641,0.13259404903462005,-0.019986960546726776,-0.03246402517468633
BMP4,0.03721099333368784,-0.017257195229523705,0.09664207207295923,0.010616877102657345,-0.00046149785528760436,-0.051714516677426874,0.0028946894921308476,0.07050975116050617,0.09637762096581826,0.001558590210907744,0.027258214860951067,,-0.06713710027415495,
SCGB3A1,0.01787253249628134,0.0016675048139627615,0.06300836911892398,,,-0.031041430137710196,0.027934922485042278,0.0469038446879471,0.05721465420581894,0.07283737507972535,0.10168571994410396,,0.043256785432048424,
IGFBP4,0.07724398456789684,-0.008903436113044847,-0.0190079412743186,-0.039337744872824806,-0.024309226195264103,0.0011650074508569954,-0.04411173630885584,-0.07824092219353944,0.02026980520695917,-0.1613970002261225,-0.06522136372605246,-0.049385981504854085,0.023791040656862494,-0.01862375005802456
RSPO4,,0.043925248338147024,,,0.06506413390041833,0.0466723178126665,,-0.013978742551946333,,,0.03318705344961771,,0.0003593311686617774,
LEFTY2,0.037365085228011866,0.014722543834251318,-0.052361980008290204,-0.07889859775214615,0.005965686195348356,0.018567922207369393,0.01826428093986454,0.0315279250176076,-0.01335185584740627,-0.01612988133091209,-0.0046506362631957175,0.031020768243108073,0.029969491873900387,
PF4,0.05198080547264925,,,,,,,,,-0.03576615921634499,,,-0.030653606091400144,
ANGPTL2,0.007307263756093644,-0.012755077464793938,-0.053824395891465475,-0.08109723554330751,0.015039061433890681,-0.02108310633997994,-0.11326151218231258,-0.17338676892605187,0.07920456421443287,0.1237583822933311,-0.004981973791527405,-0.059326908872944485,0.05998249812508078,-0.13067929525398703
LRIG2,0.025841430603176483,0.02831863583688515,0.021056410508991097,-0.02870659461274025,0.02826416034771998,-0.04298353519434439,0.07391210805264294,-0.044893580559556424,0.005905664880789548,0.12566561314695024,0.0089369926419855,-0.04089252284048092,-0.00669584008469728,-0.008064318136434967
ICOSLG,0.055693743253614036,0.030725520513150653,-0.05808300870019344,0.012784607941299085,0.015214992104690529,0.027911883454483664,-0.09096934397674544,-0.03062854111014126,-0.00449667375149757,0.14119486322011685,-0.0002775086975242548,-0.02633071831427252,0.10393531821817824,-0.05397863650373144
WIF1,0.04709166921591794,0.1112471150367618,-0.0071952910270487004,0.010043636511182803,0.08759606608188486,-0.008210140222148844,0.11772978531765574,0.17601044273872643,,,-0.028118257301056798,-0.039397964896327534,-0.03563473121208417,0.23490734059172508
NPPC,0.006039662521250713,-0.002738013653528973,0.05587484501850726,-0.03674931076282051,-0.021426343414216176,0.047879671078116456,0.058916837367964825,-0.14517505762397043,0.12301056931387476,0.05333484829686602,-0.009170964277964993,0.061340998212408175,-0.005392851192666229,0.14013940508819814
LYZ,-0.032646818974844366,-0.05630888746226667,0.0177762602449899,-0.03399193808567629,-0.0013810806216052848,-0.05217677342805479,-0.15375030997724828,-0.04357950080622966,0.009786388335948167,0.048172965477103646,0.01214242930656822,0.033393103338138684,0.0036566350574830635,-0.008932323376224715
EREG,,-0.04325831775725258,,,,,0.01919137978583884,,0.004865968821943225,-0.017185512679653733,-0.016963859841881236,,-0.035291381214457636,
SPTAN1,0.04134138036241812,0.0417315156449331,0.003457549271267925,0.09538574229987842,0.03456912999520736,0.040131574634959526,0.23493219485718644,0.12796251270221412,-0.015889684728816533,0.062185346396381715,0.013655820542287363,-0.044905486650559705,0.105275873239531,0.1917271570820663
PTH2,,,,,,,,,,,-0.03206702010822921,,,
LIPC,-0.008917234480644185,0.07130898176779195,0.009798995284847185,0.04829789050682063,0.038837020802173494,,-0.06259898561410766,-0.04550493165354009,,,,,0.08949790013034412,
COL8A1,-0.004461558059559973,-0.06729460448913563,0.011013807973275771,-0.012347979923874463,-0.013544417271342049,-0.05376484445221153,-0.1290993010115263,-0.131215062517214,-0.0016030883953227233,0.0589125961276257,0.04376984870931865,-0.057588369398849946,-0.019555140162652224,
GSTM2,0.06588548470570416,0.043116123130044225,-0.01910039280880774,-0.05000008829623366,-0.033841898795338866,0.0050179951043383695,-0.02860284693211476,-0.05015146007288846,0.01634337340219376,0.042379278110206774,0.08255744192637872,0.02027972780716193,-0.010655144192369787,
SPX,0.09618907411585453,0.10741317203895534,0.026634023277274793,-0.019666901945663885,-0.00825522504851638,-0.02856505058361389,0.048383882255418786,0.18443644916958907,-0.0044748410172434925,0.03165670169657788,0.032081839490238,-0.008120974674656509,0.03839334869322035,0.010137480794987766
MFGE8,-0.04685281164789058,0.03917278205645779,0.03811064301037585,-0.04329481025314486,0.021033707154795245,-0.02968903434875708,0.12423111988958324,-0.07021634596985522,0.03324812284816449,-0.008841974724485871,-0.0232499606081255,-0.05475888770093094,-0.03966833357109565,0.06227206078225764
TGFA,0.003996188610542578,-0.05085891015499228,-0.06937919103705531,-0.002607605159880119,0.0057076122006564055,-0.00018184269489572065,-0.10262323038338325,-0.10381479939259058,0.055805284383975653,0.04851417444300943,0.01970990615644515,-0.06295909522040842,-0.03982600666109553,-0.08003726488799558
SLIT2,0.047005598845797435,0.057720997293791806,0.04394281726140964,0.0092046262180426,-0.0040655999191998434,0.05499231376122143,0.14603134587380806,0.23357408572387672,0.15483952390629788,0.08458231708504213,0.038742425947500735,0.23432747504749996,-0.0018055425709806517,0.17997663858961038
PLTP,0.013868305242204601,-0.029226817487866277,0.03270813230302022,-0.09250761129919909,0.00031028487365451383,-0.07799880889975161,-0.19717356180511852,-0.016349127540764116,0.07759073462671187,-0.09767648345548809,-0.04047297121866451,-0.11264479233388522,-0.009466121460442307,-0.06194470944906144
APOD,0.005526049482780026,0.004091192395069245,0.030951734542852084,-0.05553478222877812,0.01624730559535369,0.06289628684778494,-0.0909139189840742,0.1372842772718323,0.09252381744433044,0.21884330954210637,0.005455596209458421,0.009263819706239537,-0.01223723356087313,-0.13329333871773236
B2M,0.008323377558279393,-0.011939995507531788,-0.03933149529654857,-0.09997066836311044,0.007581946044028328,-0.08118285691091379,-0.24012361426986625,-0.19726924115891462,0.12548614077524858,0.04907876657104188,-0.014929378729498635,-0.1040306884030281,0.06561776670538223,-0.20714579237066305
OMG,0.01691994398747622,0.034589336971917295,0.01647886883647164,0.02871579199835107,0.06753664290122878,0.01529587059214961,0.004588375007753011,0.13005810218597272,0.04752058568569468,0.1969371763258692,0.061313333193991355,-0.03065780529806571,0.06918074308510537,-0.0601299295572375
CXCL3,-0.04703154154732964,-0.035580434860208586,,-0.017920444738871864,-0.0320912950615012,0.03346518767278378,-0.01641363624861538,-0.004891974874954915,0.05780645373381224,-0.08039871472918377,0.011431241017852952,-0.01248622643157647,-0.08165083427302432,
CXCL10,-0.026433406300934534,0.04994896844736122,-0.03087393952467402,-0.031243987692199,0.0065588769476721195,0.04371154713537975,-0.0373812094302999,-0.03315177735555776,0.0300241261882049,-0.014287744586845116,-0.00205018779034441,,0.003733122103944683,
RSPO3,0.03035102857175761,-0.017805598747193566,0.0373945402820205,-0.02241233194895171,-0.02149827535566112,0.01779937056766863,0.018921236503540818,-0.005495822024956449,0.021650523323890315,0.11791961908737443,0.058493692895159696,0.036817103958915715,0.015095515500627881,0.17348331572145928
CORT,0.04303518318377851,-0.005611012135393232,0.07046833494527123,0.011692989839935499,0.07745345804331624,-0.0002494597437028882,0.07710204365563421,0.008754534950571968,-0.012775780445307217,0.021502457625088695,-0.017483427944329707,-0.060340657433023116,,0.22219373704706327
NCAN,0.03158028170776137,0.10597208579882772,-0.009741422843168075,-0.016773447959697457,-0.040318905806811994,0.0022577983928126215,0.17260759740341045,-0.18286746365745318,0.07596677934970779,0.17978085885614853,0.01690919273756393,-0.032941877836173465,0.11406388026957252,0.09952704455680174
PRG4,0.020564576027889497,0.04632925852652063,,-0.019415168604383692,-0.0030453924729296686,,,0.027259742430777445,-0.018877635514166047,0.01663427616157512,-0.009465333401635561,,-0.04266564351580941,
ZG16B,0.02828813831392633,,,-0.02096179451137716,-0.009724503317033775,,,,,,,,0.05606455543032278,
TGM2,0.0013461594719554818,-0.06472439358073587,-0.028844896821387432,-0.0022909782656726878,-0.004529976241172154,0.02827078401906196,0.07233550852828813,0.094759172649758,0.05315527010145321,-0.12297726115356061,0.0006045225562540856,0.03335580352966889,0.04015666568619269,-0.013724269536447425
VEGFC,0.025186102148578353,0.013718582336415777,-0.04630372648015646,0.021543895133007362,0.04902926669883623,0.01588852695746372,-0.03244077727710796,0.01338485659422888,-0.023291028805904015,-0.033795878646769785,0.033902030271025195,,-0.04604497254266051,
WNT6,-0.02962290427866598,0.04854764557893985,-0.023167354498434548,-0.019092276016091925,-0.021641535282069267,,,0.05302081353469536,0.09188557500616165,0.054360650256693475,-0.040143763215621006,,-0.027021487695313408,
NRG4,0.0642240511881777,0.1295620226245152,-0.0022312365668460954,-0.024182824161304253,-0.0032365019842879655,0.02082211929362937,0.10098708057346989,0.0037335410018181857,,,0.025490843498985602,,0.06708522570959762,
PMCH,0.08653372943811528,,,,-0.01423397946571951,,,,0.00815991799562319,-0.007699213571838186,-0.022997530779590908,,-0.029685208038786406,
COL9A1,0.06953588432147877,-0.04296915010517415,-0.052282154255869434,-0.041003019125624166,0.08400212398144757,0.0012812227563330073,0.01624682869319751,0.025842137885195387,0.08416078598953892,0.16344964547291788,-0.04735790020149528,,-0.05928129332756904,0.03723411778420538
GDF11,0.04726654004483706,0.014944513584731678,0.003585975639728848,-0.028537660153230688,-0.019326195508450373,-0.031225676465947674,0.043494684859065214,-0.0637324096285476,0.00017574036162549614,-0.02894715276891381,0.01823674398795174,0.027139774197632194,0.007705829585195381,-0.02394621189336414
IL24,,,,,,,,,-0.03297628547036542,-0.03519588599182431,,,-0.03459572828851767,
SORBS1,0.07147042703698502,-0.004471731164105239,0.059437983599524014,-0.031384363169181036,0.0433218975189998,-0.03480444822701097,-0.0073467132368324325,0.08680349737246515,0.03688886545118617,0.03384110993425565,-0.037371384876885065,0.040181156384676814,0.027779291292046343,0.08243913215421876
DLL1,-0.0028207539079558182,-0.010221772675632589,0.01694527405906097,-0.017183868377909188,-0.011089493919353806,-0.006627118185453429,-0.04942745354381468,-0.11159195090453089,0.03581801338090503,0.22328097283331613,0.08693801595211653,-0.03839012686681009,-0.04258682556098734,0.11510687672320494
TLN1,-0.03414674041741571,-0.0321585666466258,-0.030418766777384684,-0.042587862110168295,-0.03057956681423953,0.0024893605542508183,-0.12755087367144832,-0.18064639843919103,-0.028760203142603826,-0.09821183001138853,-0.037521603411525155,-0.030256025888353133,-0.04846227900782105,-0.027753120173657435
COL2A1,0.026605191132505736,-0.019032125800940405,0.03437302714139954,0.024380750414298442,,,,-0.004967525479024202,0.040785924120491104,-0.05564976000311789,-0.01575584827083479,,-0.009010877363464334,
SHH,,0.013969828291017507,-0.027395599997913415,-0.014087651806841243,-0.02380410753560263,-0.02774893199060421,,0.0649305347833701,-0.024332908649558126,0.04856544377290262,0.0269646757739123,,0.0056076272984172315,
PON2,0.0498076575188439,0.02820733730255678,0.036140823644535594,-0.0717398217568367,-0.013580538420946316,-0.042291291182345966,-0.10372259064516584,-0.08277100854663391,0.09309414756081068,0.1153652643389654,-0.02234799982278145,-0.10191366897574772,0.08100640047841529,0.08690545108174429
ICAM5,0.03351530498502627,0.19340993440355153,0.041530705061377494,-0.03501831217420073,0.006101904603941086,0.0036235657992397937,0.1596661721817637,0.17575081194648337,0.03745461326594583,0.02914691196890037,-0.013178365231224013,0.07323018775126769,0.00880285768293597,0.04345791039371156
HPX,0.024184782566046805,0.06899930496731942,-0.023167356061236117,-0.026095909940940486,-0.0190837350556741,-0.03104142697311115,,-0.04418853407271572,-0.0006434166656143545,0.13670387029122763,0.0288926864041084,,0.06894889555049846,
SFRP2,-0.024409213422886298,,0.03136536544987841,-0.014302185527775183,0.0012294110408070285,0.007309812758148088,-0.07586202614284365,0.04337236058101568,0.028301074274458726,0.020691143691511194,0.024495338135372465,-0.006031668303471697,-0.008527476695395391,-0.05626034997962528
CFC1,,,0.03994628852639873,,-0.012238380016581726,,-0.025797653204097534,,,,,,-0.03595661927735108,
CD70,-0.029123487942056776,,,,-0.022828863782335472,,,,-0.027142869598336953,-0.05682049026877165,-0.01850954984659905,,-0.012873676228904578,
HP,0.043762199110243476,-0.03507039840197475,,-0.0019203396215766652,-0.012016263813692642,0.010251893352787344,-0.06752076692463298,-0.05967063955855272,0.10566974872606016,-0.032822611816727035,0.008036114599217922,,-0.058902972997313764,
CXCL2,0.02661166943778097,-0.06691786713334169,-0.03580615172131702,-0.008733544361891811,-0.00024840379509603574,0.028094733702740734,-0.05833896793150679,0.013358944373258175,0.05893859658922624,-0.10029659589039004,-0.006064413409694652,0.02656518541089927,-0.06374195340338464,0.10787157111280624
NPPB,-0.02368573496103503,,,,-0.010716423261376734,,,-0.026011419248789833,0.0752894311988373,0.03352409365827648,0.0658252389626921,,,
CCK,0.1015793745757398,0.1793709024834492,-0.012526569778771625,0.09781337072098086,0.03424508300765435,0.0020189194973224004,0.24895551564897653,0.26135863666163156,0.025209021543703424,0.14537501507615355,0.05032971721277352,0.10528965146230353,0.10159589460852964,0.23241450394357704
SEMA6A,-0.036449133351688395,0.08591808324726383,0.0022117765048833182,-0.03936027410073717,-0.008361588351396363,-0.025794792740358306,-0.09510089217745839,-0.1715322475197454,0.08723705879563627,0.040473483878272716,-0.04036884889865004,-0.06201274899364621,0.05604801746976997,-0.03335880635179513
IRAK4,-0.0006817672269361191,-0.00599581055890871,-0.019427240330694047,-0.04203850466225877,0.02825268665640583,-0.0005075198112777454,-0.03521544787722496,-0.09399719272803897,0.04829512992704998,0.0354107324966767,0.038606408041849505,-0.039739558622648496,-0.027067356755502196,0.04002814924623484
GSTP1,0.0396990458916136,-0.020445173560157886,-0.035114559306104125,-0.08131074802151306,0.014529512759717107,-0.0630044885941163,-0.2248448908242574,-0.1452227579415455,0.06906852931216727,0.23557805454294214,0.04302818314213552,-0.05741277078266821,0.014284108209089773,-0.016421850087983074
VCAM1,-0.06671964748099316,-0.04481856949942192,-0.021139798553577085,-0.07390670153178643,0.007891215987021196,0.014343502875293223,-0.05315330782300337,-0.04876018769775091,0.09969361317005099,-0.04394625295555967,-0.052725010767899795,-0.08585135287440415,-0.022069729857411905,0.09702974708474432
NXPH3,-0.03531718329143693,-0.03575652567128341,-0.01172611457829576,-0.053219847286038895,0.03957938394476657,-0.005176913882314321,0.09518895708059132,-0.04007206785106827,0.08681274932086423,0.09564838354313684,0.04285482340639516,-0.10913789591418582,0.013506930456990777,0.14339043928765038
MTMR4,0.025062597548793586,0.03861776989585486,0.008714460562157147,0.020037431871201987,0.04115477132495608,-0.000954292674574436,0.07098636039654366,0.0044572997532226835,0.06481799106055301,0.05635177636712503,0.017764655391086712,-0.03217927207703249,-0.04809538417909026,0.0922179113822173
LAMC2,-0.018590825289013402,,0.004067225693776956,,0.06910551049376633,,,,-0.04054133480582541,0.04048337278992992,0.013216446629252443,,-0.039131123124853326,
IL10,-0.03928037038326162,0.06129511904499531,,-0.023515632701906233,-0.04218104667696461,,-0.10345842069875465,-0.023283918288176355,0.05448010742318606,0.043437116765288844,0.005812297350958821,,-0.013853936177450156,
SEMA4D,0.03935198364936294,0.04066105430035647,0.07968477841984167,0.03779910377323077,0.05433482231922235,0.003976983564896443,-0.07768474353602155,0.06604231327654604,0.021328175368636383,0.1765900011789513,-0.003789895859299749,-0.022057868014772216,0.030380663236307264,-0.12831251873925784
TRH,-0.024683330548887692,0.11861478449720557,0.002301411292809807,0.01022851296559213,0.03288823537758673,,-0.04566431353440097,-0.008188993772661756,0.015207837219544993,0.0992579611346206,0.0035622511300403255,0.11547702928485853,0.08187326556340767,
