,ZH1007inf,ZH916T1,ZH916bulk
ANGPTL2,0.049424871400995496,0.18165592168187736,0.010697205840501661
LRIG2,0.045657754710858325,0.02400190109601992,0.01945757058533778
ICOSLG,0.04601468496135721,0.07907802105593549,0.007654636679360947
WIF1,,,0.039511651778302306
NPPC,-0.03797104756513966,,0.002830005764021013
LYZ,0.012691878383217165,0.06053624674026501,-0.0019356159297670668
EREG,,0.00015421634583788097,-0.02158803249473521
SPTAN1,0.024128355313286772,-0.05723562218727807,-0.060974679645604116
LIPC,-0.040264409069927704,-0.034935249082400685,-0.029241166156394778
COL8A1,0.03038592907617677,-0.008803034410139354,0.09091548166624278
GSTM2,-0.024607316821411856,0.018984144677758507,0.047026949461559456
SPX,0.05626015321902837,-0.059948232236753024,-0.028608565292707968
MFGE8,0.16695099030921576,0.2089706542776054,0.06657846274724169
TGFA,-0.04880611438377375,0.02460903843362073,-0.0117932668662665
SLIT2,0.10208900952529795,0.05399631949112755,0.1068374664420386
PLTP,0.059875301490696815,-0.02914886772081046,-0.052537536570930576
APOD,-0.14306215551333365,-0.13889025533765342,-0.004786518720741404
B2M,0.021653889906622266,0.14823290169297748,0.006005351883184193
OMG,-0.033221821100339104,-0.04134441930813266,-0.03512824331996093
CXCL3,-0.03913297235420628,-0.028182949621864378,0.03149182937898879
CXCL10,-0.03340071681159993,-0.005058846329238768,0.03632920401026611
RSPO3,,0.02336681661013141,0.05959118942632502
NCAN,-0.08394496101567435,-0.10006088751856308,-0.06257419069536214
PRG4,,-0.035326168356901756,0.07135876511454536
ZG16B,,0.04260730716108957,-0.015996583032262694
TGM2,0.06298327705864584,0.07307202774642564,0.052419094427876456
VEGFC,0.022062058836086744,0.11129154068875982,0.11632239617977734
WNT6,,-0.002276922034695318,-0.016529269593549917
NRG4,,-0.01969110288788551,-0.024857486227033022
PMCH,,0.09315482788098148,-0.03183358853741
COL9A1,-0.00384900874212097,-0.05850297260870193,0.018987876745130736
GDF11,0.09077806575772095,0.07946848950156683,-0.07626990796403364
RAET1E,,-0.021600999958950408,
IL24,,,0.11554574166271354
SORBS1,-0.0359239676153077,-0.0810181378101959,-0.033380942388329504
DLL1,0.05759370309312681,0.13992292652478658,0.08195631568779041
TLN1,0.0853052853429546,0.05680885620559851,0.053082275202165095
COL2A1,,0.13046734989294195,-0.022395260877805665
SHH,-0.050516746158476296,0.003922234984909461,0.03641923407462774
PON2,0.03415847340328473,-0.10127744817432484,-0.017435898820925735
ICAM5,,0.016599859692081175,0.035166208561405746
HPX,0.038686041641270104,0.0007880311774607851,0.048063621398760206
SFRP2,0.02067627025839832,0.06877811689968756,0.058239425261833025
CFC1,,,-0.021994964171090085
CD70,,-0.030042335366961527,0.02536215484032908
HP,0.07252412050671365,-0.029455736219915905,0.005154800716039689
CXCL2,0.043990520892915615,-0.003537267351479734,0.059028265872227204
NPPB,,-0.019974430877291068,
CCK,-0.0402644415688179,0.039657902204486395,-0.036883724381544705
SEMA6A,0.03459496105586234,-0.13524855328686594,-0.009122196737454178
IRAK4,-0.015961111476640318,0.04168307773300212,-0.017634682934165934
GSTP1,0.0030061117895590858,-0.024163565637652554,0.0305028484865221
VCAM1,-0.02735856753736778,0.021263245599528732,0.004221768436195469
NXPH3,0.057376176393360394,-0.017728359316374377,-0.00990824055404177
MTMR4,0.10144270716800638,-0.03367517507391521,0.034963581130087816
LAMC2,,0.09823724808280493,-0.02393683467477175
IL10,-0.02833029693355578,0.08706679731876675,-0.04163997778532379
SEMA4D,-0.02909402897752581,0.010975638919471183,0.019625744347602683
TRH,-0.0410931193757281,-0.02237270209734437,0.059273477947695004
SEMA6D,0.054359369697484755,-0.09886860381269374,0.02135066254771605
CEL,,0.06193697693197679,0.013778918261905969
PDCD1LG2,0.015598119360730859,0.019986670500593887,0.03142106345910732
SPINT1,0.038970585175339065,0.01893722609667099,0.025154172176568908
CTHRC1,0.10901559504804875,0.19239934083285798,0.06554463734315003
PODXL,0.06359003697479365,0.1638629858277586,0.07569085053236743
JAM3,-0.04844460872890537,0.05234459867975629,0.007667294458789679
TGFB2,0.011703840218047904,-0.1252410062206993,0.05477629932313316
COL18A1,0.17862583629315884,0.21952042976994293,0.05377160884595325
NODAL,0.13484600384321402,0.0939269444875601,-0.03794509904793555
INHBB,-0.08825652880298454,-0.10546901793849034,0.027398948141744244
LCN1,0.037729907094863874,0.12170838950115645,0.10206070438961175
ARF4,0.0727579992649354,0.16210467075001597,-0.012435709227748754
CXCL14,-0.04691992606242223,-0.16623331436701463,-0.03082603692497909
LIF,0.06873872916405355,0.07187707614050659,0.10609637139326661
IL17B,0.27312623809998937,0.11806010381238724,0.03359549915652823
MMP1,0.24735847694431418,0.1874665587058616,0.12253996030086088
MATN1,,-0.01239648202840389,-0.017299402583396743
ADAM28,0.022235403629820988,0.02031746400296446,-0.012976892676545372
TCN2,0.1122645284793365,0.019478243828953072,0.05600752350437053
THPO,,-0.029455745186880745,0.13388621795508987
CUBN,0.21939946329695956,0.0346832182730222,-0.017025952201777224
TIMP3,-0.035854124002707606,0.1442823292010865,0.06295308615954398
PIGF,-0.017650997600328178,-0.0311250695410605,0.01646827062757668
CRH,,-0.03354922907467188,0.04412385834595618
BDNF,-0.047511664306489065,-0.037782677410999096,0.08730396040298644
CCL5,0.010187408156560926,0.14534863809588872,0.09134524539367551
GAD1,0.0239247624994685,-0.016850502720164136,0.0692950510722519
COL14A1,0.012487074456291429,0.13815641945084417,0.015019378191478193
HLA-A,0.06037194248865222,0.17500010429051732,0.056499883038953175
FGF18,,-0.022372703892288705,-0.023748956856824936
ADM,0.01627622406174154,0.006546945758981334,0.07835548302538943
CCL15,-0.03913297235420628,0.06592663322461176,
GNAI2,0.05394767440211122,0.1246956963016708,0.1113800194007292
HDC,,-0.051522416034940566,-0.017299394748661042
COL11A1,-0.08859186632122176,0.002223962862952001,0.0131634490009071
NUCB2,-0.01311422625426393,0.04040946497651882,0.016553155458441975
FGF16,,,-0.01704630461754429
CXCL1,-0.0036836356277553106,-0.039517745932260616,0.1430846118926864
VCAN,-0.0622647862196176,0.09903954618538605,0.06344490298666457
MMP7,0.005512286149758687,0.20018422902928487,0.005605351506246137
PTPN6,0.05916084241764777,0.09041243445072894,-0.041617963094480154
PTGS2,-0.05434333293303637,-0.020307805281698066,0.07566966823582912
XCL1,,,0.14638417816399368
CD58,0.07326072285408568,0.03636550847491305,-0.0033805190628613552
TNFSF14,-0.03448727665356007,0.008928531355196452,0.02530131051728732
CNTN4,0.002963663399754509,-0.03301684784140257,0.05051776798401578
INSL3,,0.09593113741859095,
BTLA,,0.08998350282439131,
MFNG,0.07225982599866014,0.010817012268189263,0.02381573688720373
ICAM1,-0.034105251665446236,-0.0793017215214269,0.04219692185570288
PROS1,-0.00436279796415748,-0.05375834166105377,0.030857224211668165
CLCF1,-0.01672836439746946,0.01897813180700487,0.08935082446802037
PSAP,-0.055357046151664466,-0.018824531515129864,-0.004248275724789015
EFEMP1,0.07336389538214538,-0.016615543074351632,0.08224683940305563
C1QTNF1,-0.03593476284137245,-0.05071678973112887,0.05950059615965553
ALB,0.16614139259324076,-0.030042344742808667,-0.024492837286923443
EFNA3,0.06972906266028314,0.004105003903362572,0.030071235231406184
DRAXIN,0.042208940652046105,0.08712042684638689,0.07621388149976557
NPTX2,0.05697637101160673,0.19048763753218587,0.008938319058098443
FGF11,0.10114183170543693,-0.017459174541955835,0.024765437740519577
CD59,0.10973681001394023,0.13383598634572585,0.07356517081063836
COL9A2,0.09079671405219171,-0.03319219192734374,0.057940477110621405
DLL3,0.0811451115394364,-0.07443537725603999,0.0101317705706455
FGF5,,0.0742096405851086,0.18166028668853343
LIN7C,0.02769534189820737,0.009429600408888074,0.056703242392111254
GDF7,,-0.016612849886919502,-0.02644443101697093
PSPN,0.051774325673321686,-0.04018583517258303,-0.0344227780450941
ANGPT1,0.0493004747468444,0.04406659573201283,-0.016445347830614604
PNOC,,-0.027420915094660634,0.05591241243078703
L1CAM,0.013961007305826369,-0.03337256292204742,-0.01712568364635654
APOA1,-0.014873488383714259,-0.009403205038878027,-0.009323716226895398
PSEN1,0.03886110840019984,0.013016252686096779,0.033733031562404474
CALM2,-0.047198289863757896,-0.19183130541637,-0.08769098084286418
CLEC2B,0.03512764531999723,0.0703404166300718,0.09705842981565037
NTNG1,-0.03586144660934402,-0.008966216904523901,0.018601643071182828
LRIG1,0.01198012482924294,-0.13814828392031533,-0.02935163075514595
CPAMD8,0.0824627635108039,0.0755521721913957,-0.01875108359156369
GHRL,-0.05646657738450011,-0.015036164963965863,-0.016529275291813982
NPY,-0.03339321317507427,0.08016531101109385,-0.06559572918197068
MMP2,0.05221580787897722,0.17788559342358265,-0.01783870468658476
PPY,,-0.018446955975553757,-0.004250119519637554
ALKAL2,-0.06699572739789497,-0.0072245307926294845,0.06945575854326706
CSF1,-0.012771673714158379,-0.103781654755098,0.08890001821891987
SEMA4C,0.10679166654150968,0.13004027651290126,-0.007155271162478392
BMP8A,,0.16455189248749177,
ICAM2,0.18382927640668761,0.18322234553683797,-0.017573479449919167
SYTL3,-0.01884136728329509,0.020725429023808153,0.08668809674151547
IL1A,0.04618658009717688,-0.05795328345885948,0.03925319157795396
PGF,0.13563727834130704,0.2059286037554444,0.07393260162998985
LGALS8,0.03870174691845707,0.03892753589841135,-0.04275481392433851
DKK3,0.07480598738291949,0.09397973099469455,-0.049437300482875146
COL16A1,0.07712997994762152,0.08476123737016106,0.04713717577691472
TPH1,,0.03594649770579692,-0.013778602395802905
TNC,-0.05241280582436913,0.006851652761779748,0.04534448092498399
TNFSF9,,-0.037738757301272165,0.017129738560178777
C4A,,-0.032112885613470796,
CNTN2,-0.11142942970775688,0.042114739011952625,-0.016125612695483467
F7,,,-0.023177398957208117
LUM,0.14261915460382535,0.15114023400183688,0.08583588457095431
BTC,,-0.022244426422047832,0.008411756414147875
APOC1,-0.02777109331397235,-0.11659179219558087,-0.07256247275278031
PKM,-0.014084253232808323,-0.059851148787953126,0.053537909458876806
TNF,0.046386100585221746,-0.040758729601349866,-0.0180387774208298
GNAS,0.10783202173484598,-0.07319592594440606,-0.036193555255632066
BMP8B,0.10438734767881833,0.23380409095155125,-0.029914697995675647
LIPH,,-0.045782703007729936,-0.011666471099723899
CCL28,,0.09510437593595382,-0.027291874303244337
PTPN11,0.00581071336508913,-0.023948050559298918,-0.06859027818414667
ADAM12,0.09314068591936153,0.16736560454767568,0.0872952393604767
EPO,,0.06477057541600859,
EDN3,,-0.012324506096041939,-0.02876411544954371
CCL22,,-0.030427904795890665,
CCL2,-0.06898704909137471,0.010659136976090958,0.0689761031088901
DSCAM,-0.034357795908979104,-0.0907909631035085,0.056596506269391514
ANG,-0.01619150079408284,0.01133060668798598,0.02031592933514481
FBLN2,-0.021141117847727837,0.03847929044808221,0.06632081220838154
VTN,-0.035544270777848545,0.043483339837082115,-0.029241167499891512
VEGFA,0.03227976317517616,-0.1068335720834347,0.04976119183820496
F10,0.003929376279836999,0.0481486938740628,-0.023748965405559888
SERPINA1,-0.03975865836243683,0.01233064404430549,-0.012884115510434667
VWF,0.15306380345500864,0.1899848196812116,0.014266767599520037
VASP,0.11925639944948616,0.175789796345102,0.09362566252654989
ADAM15,0.06350707457556376,0.06171476124936596,0.03086921437698817
WNT2,,0.10618852841793697,0.03088662405041527
CALCB,,,0.13888624548082965
OLFM2,0.00219904833166181,-0.07310264675678428,-0.03853894209562193
MFAP2,0.180610731494589,0.2116887344555814,0.07030913985108601
HLA-C,0.01759150075431074,0.10707897522930347,0.023578750488900294
THBS1,0.04942993851482707,0.13327513084259301,0.14018851070211877
HSPA4,0.07040047988546695,-0.008718131612497789,-0.003766301771565749
LMAN1,0.008141415654702062,0.034099195709656416,0.02321955665818853
LYPD3,-0.02972373056032793,0.22285149936058962,-0.026272171695909292
APOE,-0.10274762222732348,-0.09948147486914682,-0.0864781010771673
SOSTDC1,,0.05478205261023534,-0.008754774984015407
ANXA1,-0.03318544893005553,-0.1310085022354563,0.04794943021491387
WNT2B,0.029362124704160004,-0.006434495308022524,-0.004418719598797848
AMH,,0.024257872578590498,0.028183008921211273
GDF10,0.09731618209227205,0.08787156797043383,0.038625015663037686
EFNB3,0.04581224080215981,0.04029310019192619,0.0065837853917080896
LTB,-0.010939984265775705,0.06015591117242647,-0.001428588921107644
ANGPT2,0.18298594361204845,0.19314337314801558,0.062489219477364924
ADAM17,-0.01647933424205231,0.028759057042546905,0.07494281271030608
LRPAP1,0.0667609239169464,-0.04785630640588061,-0.03806428446182533
NID1,0.1769053490074546,0.21841458733487207,0.0872712422136732
MST1,0.007472348001390309,-0.029677416854822534,0.06993319298600266
DCN,0.13575414851428716,0.08963765125374007,0.05636122513084264
IGFL2,,0.08513971084224717,
COL7A1,0.03964418512927586,0.04163719006252594,0.010398051710125594
CALR,0.024192522015571528,0.10824671084140887,0.0733271283214462
PIGA,0.003840121365039992,0.06894785072155132,0.060046719489228524
CD200,0.11216889580072366,0.12269070868786451,-0.033630050819853194
GRP,0.005416306920547556,-0.02336475680582638,0.25199089916662504
CDH1,-0.009322215159254719,-0.018522899896876003,0.027307079679119856
LPL,0.07340225542920645,-0.1458894541065058,-0.01866361934277095
SEMA5A,-0.02326722828873457,0.028513274812283117,-0.01741709873036117
SEMA7A,0.10960168025889762,0.22086001865698174,0.04907358159127517
SEMA4G,0.027739955365938734,-0.040377320629645636,-0.012932323712974566
SEMA3B,-0.009216747825921117,-0.11372368952582855,0.020791766502498307
RPH3A,-0.00578253640460913,-0.047350819225622016,-0.009898914188461441
JAG2,0.12137554412111659,0.17394271148796447,0.10249659545450174
CGN,0.0489763759206565,-0.03298998924664628,0.08256061900310116
GDF15,0.10603598249430748,0.03660969692859777,0.038831657576685476
SEMA4F,0.10424284894700439,0.04288771223399582,0.0465829951646679
NXPH1,0.05320982727653272,-0.022355325703810987,0.020436917424696662
ARF1,0.026689829421864184,0.12429228571245488,0.09702262047904829
DSC3,,0.17201477256944414,
EBI3,0.11752104822718316,0.011877101829877557,-0.021751335407912173
TIMP1,0.11507841868059324,0.20120812002715663,0.03205614128285275
SEMA3C,0.06824192224080454,0.08571759154971792,0.04586257660433876
GNRH2,,-0.021337993645235316,
GAS6,-0.06804304286334568,0.030745749960941822,-0.02194882984354269
MEPE,0.032095876081799056,0.14292565971537147,0.05395542032720346
SERPINE1,0.09499529873049482,0.11156688701296956,0.11704842302925164
RSPO2,,-0.014995097223809348,0.04093933026109868
SHBG,0.07689310625692684,0.01893546562713659,-0.002341485511941987
LGALS3BP,0.0402889111159766,0.0173541813457087,0.07366018190224381
LAMB1,0.17493650000826694,0.18888785708517628,0.07458983513270684
SPTBN2,0.05189501527481165,0.027056812227558076,0.012532422067289519
COL1A2,0.13494597674343747,0.1906401433273335,0.09180101915723513
DEFB1,,-0.04216937030788323,-0.022395242120721692
WNT11,,-0.02613255862333255,-0.020105761680776508
LGALS1,0.10653318411314343,0.20097129612896228,0.019086830555064695
BCAN,-0.0869583705618251,-0.14526178379854823,-0.06266156742329287
ANOS1,0.014025035239893634,-0.07176127674270187,0.012182046362179205
EDA,0.046972918666281165,0.03587579334248613,0.05253435159446733
FGF22,,0.0172652752447457,-0.027954194021687726
SHANK1,,0.01262491950923787,0.16210436006645182
RAET1G,,-0.024552679126703156,0.008583699733581042
TGFB1,0.09574450397388315,0.18395998822510584,0.03171687443926947
MSTN,0.06705560878580602,-0.029981571421054894,-0.025038084204057617
WNT4,-0.04653716839501438,0.025154906687754944,0.1422295763105533
TNFSF4,-0.024121472224103692,0.12621969115543608,0.018699349284245707
NTN1,0.056901492015904435,-0.037312648959799063,0.0444668388185981
CXCL12,0.09970163775819138,0.19097593950407277,0.07015060373097147
GNRH1,0.008545778874945037,0.04512486007964914,0.11128639772705773
RIMS1,0.02224659986958386,-0.03140089525254897,0.018825748576527593
FGF14,0.03191196678398222,0.0134656438589864,0.07119980423914271
IGF1,-0.01562967946032554,0.03466517353826822,-0.02330297080566416
TNFSF10,0.10111531886027889,0.13062453661846427,0.021028943382706715
GDF5,,-0.04969653453615395,0.0702778345371516
RGMA,0.018939099129837152,-0.11451531539568291,0.028678024699511598
WNT16,,0.025009901158880538,-0.02811772903145274
CX3CL1,-0.01054521743151044,0.11706800835580407,-0.010063856931936638
FGF1,-0.036732524775305336,-0.015485465872365505,-0.016728147642375638
ALOX5AP,-0.04014654280507928,-0.0928073418972068,0.037278143780276336
IL1RN,,-0.04612786433873012,0.026126388725177845
NPW,0.030921709938127755,-0.04125530289341602,0.025098261835300284
CXCL9,0.08123662217543208,0.18815923060530956,-0.012302096767611612
ANGPTL4,0.08171574277838707,0.08958157782317677,0.12941354180502548
OBP2A,0.1270966796417642,0.25869063753940114,
COL4A3,,0.0006826921725511473,0.06753074103172417
NRG3,0.021483428116091455,-0.037107657231307496,0.03960147078241224
IL23A,-0.005148185020983629,-0.03192946705794582,-0.024857485542383394
COLQ,0.07823308930546757,-0.010443881871880271,0.01761403590305522
TNFSF12,0.02819046967869084,0.06650373940564036,0.015987720253391197
DKK2,,0.12453621345064896,0.032535894539632904
FYN,0.04353550688890165,-0.08364520103474009,0.0688530048036674
ACE,0.20673298243688443,0.20756818972229357,0.036861525826726124
IL18,-0.01862423976636066,0.0018006336945502778,-0.01841518574288088
PPBP,,,-0.0207527411639129
CCL27,0.06834669306377546,-0.04920728376001862,0.05571223554075843
SERPING1,0.02071052816374942,-0.010692122785830909,0.09360683456746903
AZGP1,0.03753415921100787,-0.0033571485433246968,0.06472346372432095
INHA,,-0.04304116456831511,0.12037777101441145
SEMA3G,0.09696131380097288,0.0585008797950196,0.07013885961176859
COL6A1,0.12993658001421884,0.19599231838072756,0.08551549244816073
FGF17,,-0.021071913810752973,0.07186526799124339
TNFSF8,-0.05125057537905534,0.12327776349725401,-0.023369274526996733
FGF20,-0.03616491183583261,0.00880531927131468,-0.017299406738185145
ICAM3,0.08586226048866545,0.1302212520045862,0.07189467655999726
LAMA4,0.20520540464986842,0.19480075496008792,0.0582433470645513
DLL4,0.14916438276056795,0.21852058752771975,0.06699398310315974
SEMA3A,-0.03699882549485508,-0.10792464151316211,0.052491361281362815
RLN2,,0.043163215807806785,0.0824312910869511
C5,0.024129374936701597,0.08098272655623627,0.0701475801943436
COMP,,0.02719765112910093,
C1QA,-0.11894835375350628,0.03328016987717087,-0.007327620515076572
UTS2B,,-0.02591222220835067,
COL9A3,0.033993187416216764,0.013065983720960303,-0.026461377727936598
DLK1,0.006169664063374894,,-0.05909193937118322
HGF,0.03420037831560655,0.02000630267910882,0.05957376237678742
P4HB,0.1656302886040465,0.13200192348184023,0.09602209860370428
ADCYAP1,-0.05885064620594408,0.04061079479367767,0.036531367654031456
GREM1,0.002374683459151332,0.14977267575023084,0.02748902534187815
EGF,-0.03797104576177444,0.003471363791829555,0.022893461366123972
VEGFB,0.003926935475856156,-0.10481333656757796,0.021801612188229014
FARP2,0.057541270489563444,0.025859247562702282,0.04971279368398497
LAMA2,0.11096440231567534,0.13268406099806623,0.0395453815929826
NRG1,-0.016988578909064526,-0.022848010127496446,0.013150766587292145
SPINK1,,-0.033900186516917404,0.06314908906619912
EFEMP2,0.20053846789508542,-0.006770084595031865,0.11247016509609792
SELPLG,-0.00902082713022644,-0.01526198064464524,0.01854187175617239
HLA-E,0.008869448005676657,0.133261985541093,0.024856963174960743
PTN,0.04535011564757156,-0.15877620815960586,-0.004042744043705193
CD274,0.010453975798599927,0.021299610621057338,0.04654194542483599
CD14,-0.1279512874883158,-0.0970706527673285,0.0027170307567075808
SFTPD,0.016207497742861,-0.015819113472685165,0.1055467836740946
SLIT1,0.06523613515766948,0.023701246041727894,-0.07924312716040523
BST1,0.013778171996335981,0.03563923549634794,0.07763704323855446
AGTRAP,0.03160659829386419,-0.037859606650061065,0.020294672382686556
LAMC1,0.2177073807735286,0.2252704165688803,0.09460046225080714
COL6A3,0.09573593478369626,0.1890155756979405,0.07612564821440779
FN1,0.25254380109623514,0.24354362904827045,0.11038470977134848
MIF,0.011504025481733956,-0.08436524076136243,-0.039244405829500506
JAG1,0.1424120186697005,0.20713795640483562,0.1354225117538557
NID2,0.16010135160264477,0.20915198351103903,0.10890582384579145
EFNB1,0.06889218631967099,0.09483465427041357,-0.022650438501458727
COL4A2,0.23195933067330776,0.2300921442491633,0.06718828155673734
SPP1,-0.03711904423687888,-0.05839997605177242,0.018631344429153884
PODXL2,0.04176470198150722,-0.03796773183029523,-0.010312178531193095
FGF9,,-0.03442098040928609,0.063914357006432
ITIH2,,-0.029778115993872485,0.05150313946738217
ADAM10,0.07853688438763126,0.05261919890471952,0.04609839206014957
CFH,0.14730297686744329,0.14279891806212816,0.12766189316665433
COL4A5,0.007880737831188398,-0.07889999962695675,0.013608504387920946
LTBP3,-0.008533951656880282,-0.005250543985699476,0.04577741635504157
GNB3,0.0004918976695775469,0.06717276349085537,0.045068932657796275
COL6A2,0.2298956265634283,0.21701097170767972,0.07523559230018725
GDF9,-0.03367361855527017,-0.010724992796625907,0.030004414945685155
NCAM1,-0.06438331586713929,-0.15219416504264627,-0.06138476053100384
APOC2,-0.06807605786009258,-0.019727824969277864,-0.03640086716608309
BST2,0.05198988072196212,-0.0881151163520161,0.012784568032067399
COL5A1,0.13951473155012595,0.2081544166470859,0.1025243176568499
CALM3,0.037382219950154054,0.05599598333023783,-0.05059552832011026
THBS2,-0.03776928413033236,0.07206940752397359,0.01566275677822694
SERPINE2,0.006566585216170532,-0.03389070865183805,-0.00505913256796209
EFNB2,0.15089200909750283,0.020979120143344285,0.07737054555965596
PROK1,,,-0.023177369025655217
MMP9,0.20515757289489076,0.24385260419111657,0.10169625495595164
DMP1,-0.04350054685556054,,0.15567167628155956
NPPA,0.04161977343636819,-0.026351205745212214,-0.0031547910421769808
APOB,,0.0208585439250277,-0.02317736866174647
C4B,0.07634969394582661,-0.022118261825245452,
NTNG2,-0.03397542836872296,0.02993898961231816,-0.05947508788314437
LAMA1,-0.06363594799449983,0.08702193391339992,-0.040020464669594434
UCN,-0.009993354209613569,-0.017246774665981863,0.013717248346811465
ARTN,,-0.010013382308260751,-0.002009318721690165
PDGFD,0.14371759525473013,0.10922765316208446,0.11478216395232266
EDN1,0.14560472543897715,0.10005657023633245,0.051182961102028655
ARPC5,0.06570009685192947,0.17726662386696151,0.0943240768459668
GSTO1,0.1003987027351567,0.1560519849996602,0.021954412531682146
PROK2,,-0.018212042893751355,
SYK,-0.017120611681464556,0.025928233778321867,0.005283849222346421
CD40LG,,-0.02160100720864343,
ST6GAL1,-0.06585792502890117,-0.04459516089999451,-0.10449394870227033
WNT3,-0.02513956335395144,0.01040016258571149,-0.010757679283149621
HSP90B1,0.038833952305045334,0.11653637798143596,0.08503895921171245
ZP3,-0.05297460554793118,0.039706357613918594,0.07345894471553432
NRG2,0.03381080520028396,-0.04011471919809896,-0.037058525971776224
MELTF,0.049371688519397126,-0.011255561116704577,0.008638993701369375
NLGN1,0.024563161840355067,-0.08345554786475143,0.02408691963224595
SLIT3,-0.0787996964438168,0.15122268880193043,0.009637643102603129
CCL8,-0.05562512976343177,0.07572830975994595,0.08516100530119171
S100A4,-0.04498805504107233,0.033862455940442106,0.01962611506819464
TNFSF13B,-0.06267582529780358,0.011536936894423514,0.004850412599227868
HSPG2,0.1976842088260928,0.22085021309266578,0.10930420262354086
FAM3C,0.008093062421297204,-0.0825572909434293,0.048525653994464436
FLT3LG,0.014556019482629448,-0.004397962124636324,-0.004378728352652022
A2M,0.1273966440989421,0.1555669731679601,0.1387893884984
VCL,0.04210334848697384,0.14283598643494855,0.06824188111927948
FGF2,-0.001131239706013486,-0.01173282807640655,0.017811432180116944
AGRP,-0.00980163397105578,,-0.017299402464688547
CNTN3,,,-0.022217969754060426
RNASE2,0.07582013397800746,-0.00699862133233272,-0.01473763679547856
ADM2,,-0.000368904734257222,-0.01851644626129792
GAL,0.047654868122226524,0.16344894186984296,-0.024163412685729857
IL36B,,,0.1156670352268333
CXCL6,,-0.025944010117647874,0.08667265642068885
PDGFC,0.0531072905631341,-0.07701016705864591,0.03788912719437348
COL8A2,-0.013627065560189984,-0.01651488351222573,0.0040129799978074485
SPON2,0.1826042450361708,0.2102436183870318,0.08001337808557865
SEMA3D,-0.03913287993109672,,0.08273704937517387
BMP6,,0.021531744106500314,0.0073322326200849644
