,UKF266,UKF275,UKF296,UKF304,ZH916bulk
BMP1,0.03569793567908321,-0.03955710223728462,-0.021878219154121636,-0.00970272714895021,-0.05825243754988764
NDP,-0.013460764565051643,0.005219524832250569,0.06736077093508819,-0.014985665036355936,0.009307277365662156
TNFSF18,-0.01123979897069298,-0.012622089446573373,,,0.05970706952560418
RTN4,0.010610714079239882,0.023713245120789112,0.04525091236118722,0.013537916188591213,0.05046014518310727
HEBP1,0.03427536913508942,0.0029271992961283065,0.03077725019424009,-0.018164065161927354,0.040869386346008
WNT7B,-0.022627723887866852,-0.03618004443778265,-0.013874672388782974,,-0.05285472245199833
PTMA,-0.003484585311098368,0.03574871600260884,0.014672651716149968,0.01066841577181743,0.04410786411785261
CEACAM1,,-0.01985153968813039,,,
PDAP1,0.007217287098279037,-0.01105075004492832,0.029234779770669943,-0.04295591779931629,-0.032504853679987435
QDPR,0.047935641249552005,0.025971589073663467,0.04078698533566017,0.004148945485537426,0.06764937125719073
POMC,-0.02965285664437458,0.02348146070544075,-0.013306259149338747,-0.01727883597889613,0.005930075800208648
CCL18,,,,-0.061019344889076864,
CCL17,,0.0562308898153376,-0.0008952781029117294,,
VEGFD,,-0.0004000738724676269,-0.012596570142083935,0.024940707582588446,
TNFSF13,-0.010900260247239285,,,,-0.026444429044639093
WNT5A,-0.0307682356019952,0.007963875791100682,-0.00809084607008426,0.035310124026238475,0.005578685233752513
CXCL8,-0.015504913220022499,-0.030432111075890705,-0.011730473833387343,-0.03944888302754312,-0.060037485036738496
GRN,0.0301942284321224,-0.021870225861900242,0.0015813861613411051,-0.03226709408377701,-0.014152764963913296
MIA,0.0353509090602097,-0.01322644416135451,-0.014325945723649614,,-0.0006019996751718035
COL4A4,-0.010371116047217518,-0.016435346959405277,-0.024066449511062,,0.005167764154729642
TAC1,0.025196536922555624,0.03412402130043511,0.014658116789647015,0.0969177469040637,-0.00638147807017333
RARRES2,0.02357740638072228,0.07782385004377221,-0.016306236176080326,-0.004503130420382447,-0.00014164379403104174
FGF7,0.025137859910569594,-0.007293977767106145,-0.020400234786989588,-0.008368324845785697,0.02848632737532964
HBEGF,-0.022686375647738562,-0.035153671779742726,-0.03234919991685936,-0.0243776416235462,0.04283765863998802
CSF3,,,,,-0.03108916596764781
PI3,,,,,-0.026234878360270216
PCSK1N,0.03446742117156844,0.03188112078163067,0.0132926252449726,0.03175919033808635,0.0165941710869004
NTS,-0.012660776291274175,0.05721167828577318,-0.03475123898706682,-0.02018193302865828,
SFRP1,0.010743557462131539,-0.001036792220985717,-0.017172955131680302,0.01514401386019756,0.21719402189154594
CXCL13,,,,,-0.02521753671857425
MICA,-0.026872912959002435,0.043760998244642774,-0.03010410377329629,0.04298797282497651,0.006123989610621983
TG,-0.014613873388831009,0.0013228121864761178,0.010628513882184634,,-0.027789855963083834
