,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.029348610574627468,,,,,,,,,,,,-0.025986452836477485,,0.02416531030159784,,
BMP1,0.061657998663651285,0.06683675329311686,-0.0026787906332830656,-0.009362060070275032,0.01638090062212165,-0.008653802920357672,0.04403408029058929,0.09028269998389953,0.049777207436905634,-0.0124170534707468,0.057562824141471396,-0.04789418375008592,0.03086940158410929,0.03815803182416152,0.04820716363106296,0.07719650487192257,0.028376816573515883,-0.013456970927801737,0.07430647301711148,0.055123011681673814,-0.041986995713408956,-0.03757192046341157,0.08227892326495873,-0.006495863799888937
NDP,0.08864029912929768,0.04480721216348815,0.03740585067280288,0.06581450002834989,0.015471442109281893,-0.035728037804620416,-0.0001551595304741768,0.04463858841284057,0.05168739648854716,-0.06626825091763609,0.06034310944532575,-0.01293904283148137,0.05763897380333616,0.14886158802210187,0.042745740774571876,0.07912626482829122,0.02548584700380321,0.04598082443242514,0.03712081025524232,0.07697139043650597,0.006572516357455673,0.12858517011067075,-0.007541157166399639,-0.11692008784984846
TNFSF18,0.008640613052668857,-0.027801646753195904,-0.011230211765013653,,,,-0.020025631017704756,-0.025775514459563068,-0.046445430550843575,,,,,0.013927610259191436,,0.04449038367628053,,,,-0.040496800624093734,,0.029109437944032746,0.04750142283076179,
IL36G,,,,,,,,,,,,,0.020331836769488,,,,,,,,,,,
RTN4,-0.058499948419312074,0.05091577635151665,0.009470236388491694,0.013524598019932417,0.03125191401673767,-0.046737308179416105,-0.028431269944117845,-0.12920042194591716,-0.04712739472116186,-0.036665186239723764,-0.0503447804070806,-0.01876238140500771,-0.031155168554366716,0.10673513805849584,0.042828536870713224,-0.02555450509528523,-0.0038785970506665813,0.020156437537779067,0.03257223350731258,-0.03206562096585136,0.055099118767066836,0.005067347952249356,-0.10255797844821025,0.033465093792433204
HEBP1,0.016949294157730627,0.044096849686445214,-0.023909990925905587,0.01677243316626922,-0.019262921409127637,0.033231296226524536,0.01546016789880905,0.10453440774855913,-0.0005118849112469201,0.0007853588492854822,0.050534127933887105,-0.023800551394253983,0.045915566989418774,0.005421738769593352,0.040046801037805405,0.07514847320085691,0.012681890628026861,0.013704167516553258,0.03493847168636952,-0.00011204012698468436,0.01837450991659035,0.10041077063698109,-0.020248963627863856,-0.017153139341115706
WNT7B,0.07396016605053102,0.018978712172662233,-0.013624669897554651,0.1343299983677715,0.013971823797925168,0.01671389185426308,0.058354489360888724,-0.06225376576295847,-0.06125046911773373,-0.01074956382138499,,-0.022331893284635966,0.03837066947861173,0.0591232451988511,0.07139736474553546,,-0.03732871450843698,0.00037317029920272665,-0.02327792559004991,-0.048078574250876804,-0.025753319450229753,0.0011527802625256143,0.05683290099203887,0.06373063034808618
PTMA,-0.04227875493860018,0.04276161559781484,0.04540665112939481,-0.003922860745130557,-0.016341046354379933,0.02944918439850962,0.07163315452862534,-0.043662194896664445,-0.11157193406193204,-0.002105605330670779,0.04384201953442176,0.002429594153598633,0.06799274937013935,0.06631474920455599,-0.055239842841431686,-0.05916111091195839,0.043814397020932615,-0.017679782679858213,0.0013609947805429319,-0.07320107966685191,-0.02062709168875218,-0.19455196360006685,-0.030559676717444664,-0.13291937934861559
FASLG,,,,,,,,,,,,,,,,,,,,,,-0.0026179887072389943,,
CEACAM1,,-0.04077262427897034,-0.0046684558819831325,,-0.008317302870132787,0.03359774727136544,,0.030730145543802316,-0.05345708451863763,,,,,,0.11002138464538638,0.01302895458852609,0.02892088003180123,0.015912871254262023,0.03540704646575851,0.08807423775991657,0.08677472751717193,0.06110969910139794,,
PDAP1,-0.08071807853747137,0.05353775241043989,-0.02837183811953508,-0.06397833193269213,0.010323273916279229,-0.0682622246102775,-0.009289488789457486,0.11582252523937658,0.06285637675670544,-0.03443685173452435,0.06384159094436453,0.04446509534970645,0.09391504806662139,-0.05654888230225493,-0.042499449294573076,-0.05415893414094444,-0.0650340668024106,-0.022370946347460577,0.05363921916988401,-0.03015337634929248,0.009369506162419947,0.07929793624098286,-0.00028624441737893784,-0.026727098677631764
QDPR,0.027755031947822306,0.010865367655291877,0.04897196681799183,0.016005371711992178,-0.037034292807250783,-0.016315438077703203,-0.021678902174434467,-0.10436325841406167,-0.007855792220629886,0.02006750294305189,0.015984270060303826,-0.01572274407070567,0.0601450618391958,0.10466566159767053,0.1184193107056395,0.043871534886579334,-0.05422492652630873,-0.051979788980186126,0.03329895731397546,-0.05783415933240297,0.06731409035387657,0.12911939433017786,-0.029235321773198125,0.029936492871569565
POMC,-0.0009386978735888853,0.018867722010601665,-0.026526087606199185,,0.013182521180620192,-0.0036914188676346665,0.00521154261375997,0.034535799276967795,0.014721150728929577,0.0030746661345619165,-0.01611662367198045,-0.022595481578669266,-0.06094513456826191,0.02338406802630404,0.004871545059291813,0.09836658532462167,-0.03323169354887657,0.12468995442926185,0.033944407660224635,0.038676411185803956,0.0400273875903347,0.013709715308434907,0.05149215114476848,-0.053550557997534845
CCL18,-0.02622819544616817,-0.035622596056364336,,,,,,,,,0.07200313614821749,-0.016604579872119395,,,-0.01930161150199717,,-0.023735735670933168,-0.057646806378694786,-0.052543682082985176,,-0.04475303095236826,,,
CCL17,,,,,0.0064378393301963675,,,,0.008767339823292026,0.07143019292853048,,,0.08550640107057692,,,,,-0.025207160448042432,0.08785502049581566,0.014485592817166866,,0.013379131836484641,,
VEGFD,-0.02115992144438374,-0.0012528974623519644,-0.029183961366303083,,0.0074657803456497146,-0.024302443441350408,,-0.008404325320236897,0.0010866247446468245,-0.009759339239055087,-0.03185097518573127,-0.01526642074193662,0.07533937831789629,,0.1312752146177975,0.005646923311218734,,,-0.01714975136993245,0.05091536875792619,,,,
