,MGH258,UKF269,UKF275,ZH8811Bbulk,ZH916T1,ZH916bulk
HMGB1,-0.08374284689004251,0.03729047338747786,-0.018861772952310795,0.05422433260285644,-0.03464552852195035,0.04835112334850116
ITGB3BP,-0.07806752961840324,0.10315612535859017,-0.00544162755011191,0.010814968584208537,-0.007876841624200314,0.02174567285705728
AANAT,,-0.012973029594128582,-0.012031463432730795,-0.019696674677977796,0.07670171863584721,-0.017254136234387908
RELN,-0.015827608402921925,-0.038066939247538026,-0.015697149791557365,,,-0.030403841908104686
IL15,-0.04411532719465684,0.03392382895035511,-0.002146991086608204,0.012470656889293674,0.07521394752687023,0.02467191695423921
UTS2,,0.12928742736512314,,,,
BSG,-0.008074146149083437,0.03171861100649753,-0.03641640925454109,-0.013080594097896199,0.05049932068723638,0.09871473820689855
ADAMTS3,-0.014165272053708449,0.13945672911452522,-0.00083564496670316,0.029565442192203015,-0.0054113495163775165,-0.010862919339283924
CD34,-0.0008120754483021578,0.10652851766112592,0.028008750937914943,0.07769879807735001,0.031212239720722037,-0.0051971162303123255
CCL23,,0.010819995761769141,,,,
PLAT,-0.054120928067317026,0.04947553257218968,0.04473550664569073,0.03748491426436946,0.00611279068518024,0.026125970764852603
NTF3,,,,0.03049255242888552,,
LTA,,,-0.011587553160305459,,-0.0058067995484104564,
CKLF,-0.02052464240926708,0.049561820366219686,-0.0013779315428958244,0.044918254967575656,0.04151904810664981,0.096018703377155
CD24,0.08567531172617146,-0.02271041261098109,0.0041376579965630884,0.00889890623209635,0.04895594001054081,-0.09866801776009011
HSP90AA1,-0.06080256444265158,-0.11986968654303452,0.0428700355430493,-0.0662397803261619,-0.05278525571463012,-0.12466709010092185
BMP4,-0.019648233906855647,0.06099826499891521,0.03348141051255499,0.09720887995970748,0.04103126623091461,-0.00614328041523604
SCGB3A1,,,,-0.028017894115176446,0.038140895895301084,-0.03467228679369252
IGFBP4,-0.01703326260727962,0.13525296706698364,0.017315895364653194,0.014409798615878952,0.023264208847938204,-0.028936228777544613
RSPO4,,,-0.013477029757715937,,0.03613913439674039,0.11774607692523723
LEFTY2,-0.018903034104678387,0.09676705084948205,0.00959179487448697,-0.016829268326920006,0.032761712580241,-0.061151748316927025
PF4,,,,-0.013415304222334676,-0.02347764804585996,-0.017043318707408342
ANGPTL2,0.036308211089876634,0.08078545563247794,0.0062945083736342345,0.07169072167250932,0.032560369337192356,-0.020862793828349265
LRIG2,0.041548416846456174,0.02959005694369672,-0.03546406554042676,0.03553660443124707,0.022906322692559874,-0.005663057604088733
ICOSLG,-0.05913862703581256,0.048440509110961726,0.02644197816594941,0.06405121913292915,0.0387384117003336,0.01767754646809506
WIF1,,-0.06829687376175146,0.016301375487183162,,,-0.014149291556011552
NPPC,0.02642018649582327,0.008919532420058822,-0.02028690954289496,-0.008787632444203056,,-0.04095903164198716
LYZ,0.025621661332386067,0.05695092166372279,0.0014208447378309195,0.046681041666284014,0.04290667333450232,-0.056440780044276426
EREG,,,,-0.04262770474829804,0.011331383957818379,-0.019621908622078583
SPTAN1,0.01830955321137627,-0.00012059526315815992,-0.0104605975930772,0.07381626340451684,0.016840218719642384,-0.04549424281884663
LIPC,-0.02444321917068185,0.08101811687367211,-0.02519667960178463,,-0.0011002486211861505,-0.02657803532877408
COL8A1,-0.0012936311639519678,0.1128742884374995,0.04489780622801079,-0.009000144971218543,0.032869472110962215,0.07942962298842965
GSTM2,0.10837798139237655,0.013648728785980429,-0.03204221673985341,-0.008618438245499549,0.0773680404037681,-0.027477479756129186
SPX,-0.025991445035016898,-0.028399433339473208,0.016115263261780848,-0.01665681491725959,0.051416435636778945,0.03075219829864352
MFGE8,-0.00913713899055538,0.004051687720070511,-0.00488545190404245,0.04381509976054336,0.02418312843693236,-0.013380569974747803
TGFA,-0.03396507645093966,0.024242223229973298,-0.005243180374295572,0.11679376909745966,0.004111503804953223,0.045916171687082515
SLIT2,-0.01964823076284357,-0.04310739005468516,-0.034681348720948,-0.02909796314450526,0.014946073542090117,-0.010211612799982742
PLTP,0.004242078717330215,0.15924632366751543,-0.007173675950770886,0.09608523212679075,0.04985256481446085,0.02023643617836854
APOD,-0.017061370894942817,0.003325670550556352,0.022970711726971935,0.04909405501411574,-0.03260846127584992,-0.012835400422874912
B2M,0.02214293433602113,0.13683158852239835,0.006851485404327865,0.05273206139916959,0.01930872821748201,-0.022191622543231378
OMG,0.003561805960644107,-0.05955380153912353,0.006438702593995217,0.052815138378984716,0.02103088930405796,-0.031638583057640605
CXCL3,-0.01537468712943166,0.23021739494246404,-0.029002578077851785,-0.051846287369074325,0.04529350131686851,-0.05596182014779376
CXCL10,0.04006120926788701,0.13647204057200832,0.007198284860596561,-0.017993812011737456,-0.0686141548625942,-0.039476662770917756
RSPO3,,-0.021302402480357783,-0.020355016207720004,-0.0021710501681816868,-0.016731614047322756,-0.05197855617550604
CORT,-0.01909180404118936,-0.03686858017035639,4.896287499236711e-05,0.014931421311433843,,
NCAN,0.002923249580571782,-0.003949019038687072,0.01696111566777563,0.0478426325321331,0.03030904889427684,0.005103451590708206
PRG4,,-0.018453668131304498,0.046068765202119284,-0.02071456846659772,0.027862972180637192,-0.023721977705605586
ZG16B,,-0.01992370023828765,-0.009207362886350112,,-0.020862522062695555,0.05308205729486196
TGM2,-0.024172486770707487,0.0742811510624115,-0.026957448476048165,-0.051915242265901065,0.02914519422949908,-0.05179738552356409
VEGFC,-0.019091805270450297,0.0382872341453646,0.03551353740919081,0.03068769356636656,0.04101301323108153,-0.009210886390993316
WNT6,,0.003623639313994815,-0.020490657698756486,-0.009973424627032067,-0.025195783124596645,-0.015023871102354328
NRG4,,0.010092036241765447,-0.017688834909469545,,-0.016731615922537503,-0.022593597792683023
PMCH,,,-0.013477029107303687,0.08445340503220339,-0.024506664316035365,0.03935023062258765
COL9A1,-0.05274829638066918,-0.04730107534877479,-0.013298909518728072,0.10226420125056382,0.09408120136061157,0.06105180395506639
GDF11,-0.04490907276209674,0.02707730527288374,0.005269709716898314,0.017884902483462164,0.09774267825395777,-0.0447408903412363
RAET1E,,,,,0.00425704193182655,
IL24,,,,-0.013201404017100998,,-0.025258890717593505
SORBS1,-0.01084253514437437,-0.00545610082573311,-0.007917545607903151,0.029750381844012082,-0.029299704366354498,0.043295556626258315
DLL1,-0.07376472601943473,0.05090882923474998,-0.012399890619733483,0.02680019045456606,0.06828803318042326,-0.019553539042248422
TLN1,0.006455405557838087,0.07142052791925994,0.029005415369320692,-0.011339347474725158,-0.021983881612668316,0.017670049157892605
COL2A1,-0.01793208655052789,0.005826729068761039,,0.013797689770957959,0.01106671269937261,-0.020355618911500263
SHH,,-0.013389986792807089,0.023188384627173087,-0.02651587279674067,0.057572642613123025,-0.041168039668294375
PON2,-0.0408833123161799,0.04033951487866012,0.01135079121046539,0.005767010420579233,0.04659155054205537,0.06579497458590461
ICAM5,,-0.03328409474822759,0.02353952759156045,-0.03079947927378478,-0.024914069456212783,-0.06380576857582812
HPX,-0.020368736298708546,0.14385086134213704,0.1063367383410704,0.018531247123838683,0.004331855795017519,-0.021994937213144196
SFRP2,,-0.013593896126264791,-0.015059229083082064,0.006308666684623641,0.009946864340642516,-0.01626648261358546
CFC1,,,-0.011587553860601155,,,-0.019991779112629865
CD70,,,0.0849686507319777,-0.02064208481374075,-0.009138095789868001,0.10824474230951997
HP,-0.007090723063984523,0.0886699526154584,0.014611434140427043,0.03550400611589137,0.044313804553307676,-0.06576197177880327
CXCL2,0.03614502698934713,0.03796391890039076,0.028046267691077976,-0.03317147063585853,0.007655408554540628,0.0056818533715374325
NPPB,,,-0.010146533410954308,-0.03848549034161752,0.032636109263876986,
CCK,-0.029962714274658277,-0.11068576899913526,-0.008453522869376041,0.017441872267762643,0.01585590624562149,-0.0709340855256239
SEMA6A,0.012480873027114052,0.02612753458715203,0.025145561756438117,0.05055593182215541,-0.024335115659577123,0.043890377746893715
IRAK4,-0.013464190137585928,0.07726539511289843,0.036273814824482074,-0.005342250699948169,0.02529718216181449,0.045882006462309416
GSTP1,0.022721051394996767,0.07762812850431126,0.019330842305570226,0.025791127981293294,0.06085025043377257,0.10882589797792275
VCAM1,0.04041423042882886,0.11546511439541919,0.0068721857904831965,-0.04704994111643837,0.08733907954228226,-0.030540482444628876
NXPH3,-0.006517645173612929,0.041869008523636495,0.008768590313127426,0.04321148706774876,0.07248001402577045,0.03746363951897677
MTMR4,0.050219368031082436,0.031105030354066567,0.0370419142794421,0.016161799077982795,0.04199589551454724,-0.024675349537425395
LAMC2,,,-0.01277335357465853,0.052574594336146106,0.006937786583543677,-0.021756794316699232
IL10,-0.01983057237666459,0.012337296848312479,0.00603823492759452,-0.04046258909332967,0.06851997755043383,0.01719121229182515
SEMA4D,-0.03619438326172771,-0.07250999029578069,0.021747033250353646,0.08500354947542667,0.04236993293391804,-0.024617603402369882
TRH,-0.017529940851616625,0.10077083635367648,0.018136624454692735,0.1006122924858146,0.002188734616684825,-0.055271171771871
SEMA6D,-0.03214284623494059,-0.0013177194474890284,-0.07551972092695407,0.008043169415343486,0.0512522489945431,0.11598308776047309
CEL,,,,0.035910406127697504,0.0057319129954931285,-0.0019068301831061528
PDCD1LG2,-0.055485061644419666,0.06593299881364527,0.03266373612799062,0.10091688125652391,0.07759084520494514,0.030540338008631627
SPINT1,-0.037347120262013186,0.03077454032564744,-0.022190910563864238,0.03340866787967019,0.033425565049812415,0.044925230333525294
CTHRC1,0.045196102518692244,0.08475694493299407,0.0016376268723849341,0.06670988997349464,0.04243676918628689,-0.004282501212890339
PODXL,-0.0014835483595072748,0.13813117581206774,-0.009987909134389015,0.049493284215087203,-0.009407787385504844,0.031740146490856436
JAM3,0.003513936800813211,0.0769879662874081,-0.03874305227105324,-0.039673701631828366,-0.028904480091657758,0.026969082193662137
TGFB2,-0.0021786572714381507,0.12522096281324757,0.04171798160824795,0.10995099025341286,0.011460071327996806,0.06656457214245298
COL18A1,-0.006992413413501934,0.09559204604334827,0.03210305304752177,0.001327154431475944,0.010899134656816346,-0.045272682720207305
NODAL,-0.027733267006814805,0.008768654129072835,,0.008772104425963533,-0.026017163466140334,0.04055716706289687
INHBB,0.03087996153190032,0.10893962008175166,-0.003838607487706904,-0.018167585262478043,0.04891615176223539,0.020710138316127082
LCN1,,-0.014947422253822493,,0.16742582511146373,-0.019224131201398882,-0.015260534967847773
ARF4,0.06519683797093395,0.03838757386818165,0.0023398290619972336,0.0139016921183594,-0.07049848794034559,4.271942821690696e-06
CXCL14,-0.04109528836587324,0.02672391047856816,-0.002554693616376567,0.000650043784959348,-0.009180765978787926,0.07137354043532637
LIF,-0.023677479085660043,0.08640119723945189,0.02127634697908077,-0.08286448434382374,-0.027963855635457446,0.024385995272528414
IL17B,,0.005829774729725096,,0.0451344644870407,-0.0053210641697882975,-0.0172541327692852
MMP1,,,,-0.025382653305135686,-0.024310923579391644,-0.02572286134843893
MATN1,,-0.015671356032923262,-0.01027396591417201,0.01915033265162337,-0.023120444100390557,-0.015723864450859243
ADAM28,-0.0018639523174099198,0.06827881540064484,-0.03999714500128952,0.0541961604092075,0.01262080872821443,-0.054737752940691824
TCN2,0.0030656434391268706,0.07596737009012874,0.013271441548024112,0.09977112587237984,0.02472936789636742,-0.013393832131572159
THPO,,-0.016925867976085213,-0.021092006536040694,,-0.02502867503080444,0.06246172648567732
CUBN,0.050573483000528247,0.046368833115936245,-0.008962586425359718,0.06272874680370125,0.04739339330310776,-0.03943926309211819
TIMP3,0.008675019862422136,0.02493980685132936,0.029074228446630112,-0.08520485560603297,0.014088747402768574,-0.07101905404752193
PIGF,0.028502473745972375,0.018542744439914636,-0.06717296160611097,0.05751603100172332,0.037951043865437004,0.03358640213366838
CRH,,-0.022985204795920228,0.01885559204488165,0.01568775641751549,-0.02850692612651905,-0.03443774496768731
BDNF,,-0.038222979361125196,-0.018940728667845564,0.023718082656201712,0.018266654131546312,0.007419434074848863
CCL5,-0.0040136131294769015,0.10491291801718534,0.050960666383956334,-0.03260541542117006,0.0383601839059884,-0.06513091967110726
GAD1,0.03426758999580858,-0.08130681448510202,-0.03342655711454169,0.013721696406797369,-0.026790897581988972,-0.07074569447432813
COL14A1,0.03986418218350063,0.01735563000085673,-0.02231727729841211,-0.08406607710081775,-0.01177878815729983,0.039194595932476164
HLA-A,-0.03610900326498361,0.1315288218131271,0.03444859596282162,-0.040644891907275674,-0.0241838715051518,-0.010422079817782372
CD5L,-0.005467058455938214,,,,,
FGF18,,,-0.01100895923966196,0.0475991365148863,-0.01901018398033627,-0.021586027417179007
ADM,-0.023712873673277155,0.09507105501912273,0.017248849789482292,-0.10001378758526779,-0.03672311585091031,0.058019124454933894
CCL15,,,,,-0.016487531090323332,
GNAI2,-0.07196571524284734,0.10859245411342233,0.012375992777371453,0.021668569812586122,-0.052195010300788616,-0.06273407191144115
HDC,,0.03306742228664762,,,0.028711007178600173,0.2073528650306431
COL11A1,0.020541522681803846,-0.027175671851636274,-0.02102589664355989,-0.06932371884329012,-0.06137017823147997,0.08853450100137948
NUCB2,-0.02143960801780896,-0.0273472417608843,-0.024287372964017874,0.05473928840633734,-0.02726480332870306,-0.06249921075199881
FGF16,,,,,,-0.015493817309712778
CXCL1,,0.1189802803503855,0.07278568655484959,-0.06652517297218435,-7.361557303302044e-05,-0.0370520227269075
VCAN,-0.08698345155361964,0.042626703792422165,0.01350930274214392,0.0425932763555434,-0.06156950849999596,-0.021810322525453077
MMP7,,0.024325585191364744,-0.01014653335551743,-0.03145433005726775,-0.019416228358701146,-0.021792352615324292
PTPN6,0.02376990883251724,0.06580253405900785,0.02083015769141845,0.0300409779630359,0.03910673037423958,-0.008220219973010978
PTGS2,-0.037994504700764556,-0.011457500260763262,-0.0535548265901448,-0.0654959424830662,0.042944798150862946,-0.01747490908636891
XCL1,-0.01711912004680156,,-0.016665301388947333,,,-0.027983453245957655
CD58,0.02922590421849077,0.12138448013617273,-0.04433863468689898,0.008038457386350338,-0.015433777953257493,0.07751880913706574
TNFSF14,-0.028004123668804868,0.04749237465886965,-0.015523220580811284,-0.010657559933551055,-0.039544985903336854,-0.016135572604266325
CNTN4,,-0.038740525639431436,0.015577907172222806,0.08025030622193599,0.1556008610886297,-0.05225437226278722
INSL3,,,-0.011700020127453891,-0.015212287755361025,0.01400496648632553,
BTLA,,,,,-0.02182906047984973,
MFNG,0.015063592847801219,0.041755456399830394,0.027457916650396638,0.016340284785501036,0.016825225368448795,-0.02260769384099722
ICAM1,-0.0363448346960708,0.1266422990773309,0.00885433374307599,0.028556430672008564,-0.013712482040635224,-0.0036683507349620724
PROS1,0.0402960693412175,0.11636681180980529,0.022929393354314993,-0.06422715143018214,-0.007829777599582345,0.030578099721398487
CLCF1,0.017678610714338634,0.056769478005366324,0.029988675187182783,-0.03193101138422843,0.010610347029029998,0.026913220209966646
PSAP,-0.00609658409099392,-0.0007428288126243037,-0.025969104768295306,-0.014653478541545162,0.05188133149046758,-0.14052962023196053
EFEMP1,0.05124299302036819,0.11518986720222904,0.06134056486035642,0.004684062876137728,0.016790916303346743,0.012385902010389499
C1QTNF1,0.03295273797009666,0.08681802651432612,0.015171468350444903,-0.01618978558123,-0.041912508279502214,0.020213737960817525
ALB,0.010707319348777156,-0.018300799049668783,-0.012773353247693884,0.0254640565202646,0.0386982705571671,-0.022262159150291096
EFNA3,-0.024314547873144722,-0.06576109740167532,0.01903214771477068,-0.0726407526023528,-0.012143800031105533,-0.04319514445318755
DRAXIN,-0.049492749793708365,0.08086172326284499,0.04402697207189038,-0.034875688201138975,0.009035605930871491,-0.020675688353677113
RAET1L,,,,0.038895087893698874,,
NPTX2,0.01842633722501356,-0.07161674084709338,-0.0025358019130082765,0.049313352373009614,0.0986234754585864,-0.020633313064499434
FGF11,0.03337485602849455,0.0899383512320405,0.018675969414653548,-0.029636632934716276,-0.011993411230000408,0.04150553592416963
CD59,-0.010950610890695751,-0.02406009851031527,-0.01833585147284226,-0.05088033465682466,-0.012982814473124462,-0.08030730317930754
COL9A2,-0.05010119916325647,0.017599674322861577,-0.004436036686064339,0.06959056588251106,0.05223108464398533,0.0953323670632727
DLL3,0.03285244109828688,0.04277791446452784,-0.029737397589036853,0.0968039180733129,0.014691677580062044,-0.011260265393316092
FGF5,,-0.014572823259746247,,,0.03491882732121925,-0.02657802732353925
LIN7C,-0.04197960860871697,0.06366831388023943,0.01616803908687792,0.013803376211805418,0.06020514784635466,-0.021561828294706358
GDF7,0.08964637197165058,-0.02606839937356771,-0.004887018115952553,-0.01320140819957309,-0.01955984461210826,0.12141282103503558
PSPN,-0.028673355499263843,0.03363157852748316,-0.009724471536044015,0.04936042421652814,0.07080807251692356,-0.03664096134565126
ANGPT1,-0.010838266352322249,0.03536398310874033,0.0087395369424257,-0.06249665480958825,0.07955977132010579,0.03997563318286012
PNOC,-0.025041360259026344,0.01387607266471339,-0.03776261592447773,0.12969222457212148,0.030994034763770797,-0.055097943342740784
L1CAM,-0.02662742687255738,-0.06531125270648276,-0.020001489122443712,-0.026250562498755774,-0.02835681212685865,-0.059033880834124745
APOA1,0.06752293561092967,-0.031188045882392924,-0.015235461516399809,-0.017496907461915526,0.022648513402794817,0.02456503920844004
PSEN1,-0.020127686956654376,0.011793187441418121,0.014752354333265064,0.03042158886487632,0.020296012954673693,-0.03280198014450196
CALM2,0.032999160158787816,-0.0937976833700841,-0.0305732960743372,0.06860230176545833,0.04262054120779817,0.015382292400319998
CLEC2B,0.015803533774441617,0.14655354064155715,-0.01345324997805266,-0.00963160941211985,0.0701704190869368,-0.06108482829603041
NTNG1,0.0013481150366193414,0.014772977603387031,-0.028065643202091872,0.09461033451543312,0.04258227048320778,0.03540216135809371
LRIG1,0.025609202940529954,0.09416861648307435,-0.007491336598393832,0.042790344171772667,0.013704923717369331,0.033970642520891534
CPAMD8,-0.015602694199686296,-0.013183079799134419,-0.012978023690282304,-0.014830715959651596,0.11824970316845534,-0.017043334027237053
GHRL,-0.024892976906339622,-0.028035678463239084,0.0024220432576624773,,0.007683759979968673,-0.015023876281650628
NPY,-0.022889761335286342,-0.03250124894988185,-0.041246984127667134,0.03963039001862784,-0.02850691815709725,-0.02780004867346418
MMP2,-0.08234835424898504,0.052443931577486703,0.038527302361126795,0.045059485979216295,-0.004688203296636277,0.044678602960908594
PPY,,,-0.009484823939769838,-0.034261362530653865,0.03435007042330305,0.09090813000212912
ALKAL2,-0.0233651629547887,-0.014947419831275602,-0.022878924382929825,0.016126743706953064,0.010795673965307498,0.025676893772028937
CSF1,-0.014820674392906583,0.10841994156889347,0.013692697063694219,-0.01691573839469872,0.011775982897307821,0.04101459055938135
SEMA4C,-0.003297404808762337,0.039369347914270166,-0.03127325011084143,0.03006196611708042,0.05024354692074754,0.00010415361332784246
BMP8A,,,,,0.04184054952822235,
ICAM2,0.04755428777695633,0.050623901409145335,-0.017453854542727604,0.03343802517218351,0.07113515009899357,-0.051193000124432016
SYTL3,-0.018288768481816205,0.08011721183031859,-0.0010458808012982392,0.03803419852667973,0.024258751006179424,-0.053986674256749065
IL1A,-0.018130079897956612,0.09846830688774402,0.02165096452779681,0.012025752315536983,0.08654291695951136,-0.027005889732599597
HLA-G,,,,0.009320967363387141,,
PGF,-0.06513700790124591,0.13107665790279946,0.07868103119107718,0.022520369707867194,0.058600437547173576,-0.06325525347120263
LGALS8,0.04036245166435454,0.061196426698908124,0.028521317946406756,0.07335497857480616,0.030787086853333936,-0.06219749719161955
DKK3,0.03588992806743662,-0.045523634281655935,0.015500006792275879,-0.02925886938962541,0.01164655137452717,-0.10015676518145489
COL16A1,-0.009681793494609401,-0.024310037508756648,-0.00026950859281573797,0.029647747815182614,0.040364893261127556,0.0649062952263687
TPH1,0.004676528200874108,0.03461193415337324,-0.02193640748658313,0.0005346349756241892,0.10116985995446945,0.14241089225580775
TNC,0.036259105495272725,0.11625950922904603,0.0017875055537425668,-0.06274859759511105,0.015033047996350368,0.011891697956056472
TNFSF9,-0.01560268679439377,-0.03537659342287079,0.0855005319385718,-0.009096333124193478,0.1631642923048396,-0.04261348977530863
C4A,,,0.038442207087393765,,-0.012423927840818222,
CNTN2,-0.031403363004259804,-0.02950971713923507,0.03578626268396875,0.058705035183348735,-0.021710690958979376,-0.08323581766147438
F7,,-0.013183072136687447,,,,-0.021066523989469996
LUM,-0.05428774498185125,0.09694862380673223,-0.02238024120740004,0.10272804826158047,0.018357963749455385,-0.044441429375940394
IZUMO1,-0.014908861504903012,,,,,
BTC,,,,-0.022496520833119822,-0.008919152941501775,-0.04291940855386062
APOC1,0.05628376775628583,0.1404673442791067,0.016538778204079268,0.11868805352880926,0.052629600261921324,0.0830468092750381
PKM,0.06390661848139148,0.07473333437917516,-0.032217346884465474,-0.05788990291592934,-0.009921698910844516,-0.014777643249833874
TNF,,0.05888675848836326,0.017463209188370788,-0.015399745453227526,0.08777513383267697,0.044402937113742186
GNAS,-0.06724789673725257,-0.12172180177717874,-0.0189374395629449,0.010074645645141864,0.02068312632719322,-0.025606586395724766
BMP8B,-0.0361395878345779,-0.032753695576084416,-0.02920309909792816,-0.022858892791022305,0.012192478323226872,-0.02645308111408699
LIPH,,,-0.009065562799080747,0.14701597317523057,0.048219254911673205,0.052900236471570224
CCL28,,,-0.013959475332400205,,-0.01573382082649993,0.0175292354150082
PTPN11,-0.027570457958043405,-0.014398529993047535,0.02502956576679295,0.04213574843877211,0.009371949884680496,-0.01188688300133353
ADAM12,-0.028344591541680425,0.07854425648912895,-0.05162919128956755,0.0483117875869437,0.005759777269465638,0.008268930509953207
EPO,,,-0.009484824353784277,-0.017831721770899922,0.03278124006542044,
EDN3,0.02182970193407446,0.010613084417482654,0.06068052919129193,-0.05772214490065102,-0.001911517588376148,0.04999083573630676
CCL22,,,-0.019097899243024262,-0.016306836528009877,0.007266258795594159,
CCL2,0.027962879628789784,0.06287452348319944,0.03261015132976635,-0.006653635944365794,-0.055609854345695264,-0.05633703330544048
DSCAM,-0.014804093306645913,0.06016336414199597,-0.051493256201269946,-0.008835222307555497,-0.004632952828863455,0.025745978780167947
ANG,0.027545693690723516,0.05904926722146973,-0.0164785052124712,-0.025058919981660495,0.036390852662068915,-0.05273259485830811
FBLN2,-0.02054532048671468,0.017088876641370185,0.041641536971572045,-0.011641433485161811,-0.010688959362732323,0.0026700689008995466
VTN,,-0.005270829947732799,-0.015582501247763775,0.051055516765480764,-0.027286464494050824,0.013818108677836165
VEGFA,-0.00992685508869419,0.10165119327821129,0.021595992367958713,-0.12284400598706702,-0.08096270665004723,0.023726847003419586
F10,,0.1953744632559524,-0.010399904904055344,-0.021415308155746472,0.039890025562825324,-0.021586035187340376
SERPINA1,-0.012702180345612187,0.12795765389897343,0.010350091154657652,0.0270575839719109,0.03558731756703309,-0.0261397344561339
VWF,-0.032051512575205464,0.10739110158156939,0.05412370437609037,0.06490920443687738,0.0065469793222415066,-0.0726008944204601
GDNF,,,,-0.039093966767653116,,
VASP,0.015988283369984542,0.05015469714872359,-0.017115234739274513,0.016387064898807247,0.0049817475221742265,0.02574963473610269
ADAM15,-0.009769356394884547,0.020577940064294704,0.03041966072582508,0.027758304897006664,0.0070764862183126335,0.003931799459212268
WNT2,,-0.03383893219977274,,-0.018314071471404347,-0.0306154187010766,-0.04127231504758556
CALCB,,-0.014572823101378635,,0.05570855336467706,,-0.025258903099369887
OLFM2,0.03965847817040928,-0.0346751445756795,-0.06544925571344637,0.054997504691947495,0.004061306912043836,0.013361791662035842
MFAP2,-0.051216866863575974,0.05339729543430371,-0.013469175966747545,0.04000515222615359,0.0012715845994510748,-0.032748828071153514
