,UKF248,UKF260,UKF266,UKF269,UKF275,UKF304,ZH916bulk
IGFL3,,,,-0.01710694164895803,,,
BMP1,-0.007733228808629181,-0.052714864840478826,0.028608421913844297,-0.10505884086995247,-0.054887778983835844,-0.010342407419138121,-0.01896957175665601
NDP,0.03651545244104111,0.060821622518046715,0.01892750801811235,-0.02636229566417476,-0.028024005430388715,-0.08884866628474862,0.022405954999669034
TNFSF18,-0.02483050177785045,,-0.02152062930528413,-0.02540329478424115,-0.010647509681371023,,-0.03090682356360672
RTN4,0.015152282099402293,0.10729930322656617,0.09419802857444579,0.13204185911106392,0.05891997658475441,0.10725627580252872,0.17097890617536188
HEBP1,-0.022575601899628553,-0.01990654197069125,0.01873696031550516,-0.05140858724535356,0.029768881647790728,-0.07984965463829181,-0.01785568978406794
WNT7B,0.03304755722381017,-0.03432100904919191,0.046373528017805754,0.11264105322720291,0.0056651349788934486,,-0.012493346240703418
PTMA,0.012681759556506605,-0.10795866467354649,-0.04402564416001946,0.004572674896514796,0.031053135743611352,-0.16136866572116149,0.02579649107028258
CEACAM1,-0.015803933884392458,0.06076590763760174,,-0.033429289072576335,-0.016745996129576765,,
PDAP1,0.07640430649095697,-0.0750038748538405,0.026674904187042305,-0.07976007443563081,0.05033928826349378,0.06759386763298601,-0.015993049229674212
QDPR,0.07395760731455678,0.10769853877770885,-0.015149477719208833,0.011796044363769605,0.03945949416804147,-0.12368463036800996,0.04925252514512716
POMC,-0.028173092602332157,0.07379020916672085,0.041824740600502446,0.03514741981099738,-0.012354528249030876,0.0261377655249961,-0.007307794046589555
CCL18,-0.0023886385856526577,,,,,-0.05863522492507015,
CCL17,,,,,-0.013279517579130084,,
VEGFD,-0.019721822531003668,-0.01762086544447077,,-0.02865871609243439,0.005333793702430112,0.02620821927237471,
TNFSF13,-0.01488272015146809,,-0.002405067224099477,,,,-0.033622215497589765
WNT5A,0.05339471664237364,-0.05655404766415332,-0.012800415646314924,-0.07575638264599589,0.0323387750389481,0.016720857321493518,-0.03223061645059331
