,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
MIA,0.043120044759236656,0.029467727136769664,-0.004593044506375765,-0.020014056488925454,-0.0021999657793048237,0.013555808222172899,-0.0007510125135888587,0.0057382768293694,,0.062444147787289114,-0.06876069231536615,0.0320518396654683,0.22969663886870642,0.1363153777762313,0.06767110946954825,-0.006339501447589721
COL4A4,0.05356034633753647,0.08330031622677932,-0.03811161109465366,-0.012672970944746129,0.06664757386877479,-0.023578908405787993,-0.04491214258252773,0.06627788929945833,,,-0.029573196194338694,-0.02805462127870389,0.024506088556922944,0.007645828908721903,0.05216181907591833,-0.03243205067300304
TAC1,0.02246425473209131,-0.08817564921449401,0.028481922404811195,-0.06303310915445512,-0.04670742853188497,0.051866739563555635,0.03550948602642527,0.00849228520668044,-0.024208562125932254,,,,,,-0.0503367209923389,0.05748149842083321
RARRES2,0.18529448676723503,-0.011443704381333512,0.023419303640988653,-0.015422219587672772,0.03207805287831372,0.019056275058765306,0.035216761033703144,0.008508349418933378,-0.01049582677014907,-0.11998921998269678,-0.08335401388697083,0.08874068402239102,-0.07069015419662722,-0.05759436263494258,-0.07565550783689562,-0.011930960854904079
FGF7,0.02973601611949376,0.07269863009394384,,-0.025400651950596365,-0.033875439811721954,-0.005242547733652916,-0.06356524428750908,-0.0006608449929273176,-0.05204145940507256,0.06853064458354034,0.07507883282666374,0.03222939340618791,0.02467380682882449,-0.029947974955577494,-0.0715354394046536,0.1171838872653389
EFNA2,,,,,,,,,,,,,,0.02779767159045255,,
HBEGF,-0.01851289416601146,0.05219103065733471,0.0697742167678259,0.0006577325039030215,0.0280048364920368,-0.0009625543907715218,-0.007753080094483327,-0.03660815497768693,-0.04926251120030207,0.02632750151757047,-0.09949719113473526,0.025082043082853504,0.01755784127673957,0.01894448008145868,-0.012242100729002685,-0.08805093692201055
CSF3,,-0.0037783063501371913,,,0.07674144760870476,,,,,-0.01684097879765827,,,-0.06280903832741191,-0.051027756811984445,-0.041827622906658986,-0.034114806566200556
PI3,,-0.058182600831024556,0.007458429429268217,,0.10372109230696237,,,,,,,,-0.14476199553636881,-0.1556080276104024,-0.03325253233486376,0.06356530301823461
PCSK1N,0.0971158429196744,0.06466811606565599,0.04009296800558222,-0.025530969383029782,-0.057134765149314086,0.08675914804178876,0.022267503696870205,-0.028275589131997233,0.10806820589559453,0.017869350402799796,0.05968831146781676,0.059628457713648296,0.0047016106737013015,-0.022200578263765605,-0.01664254259220541,0.055684870928526455
NTS,,,,,,-0.028784489842654713,-0.0031916849143904316,0.01808667220572359,-0.020181937605033184,,,,0.0009820298449238413,-0.012992190195140247,0.006927870312918148,
SFRP1,-0.06593268090045011,-0.035987213332608674,0.030183337869905007,-0.005349080948859447,-0.023213894140025497,-0.027293620609659393,0.07804422799224187,-0.02616183285442629,-0.06571225179126663,-0.04562669182821121,0.037618113635993454,0.07077334890141629,0.06689827478791617,0.04456695600424981,0.012884054675202618,0.14190551901585938
CXCL13,,,,0.017082715961610373,,,,,,0.10484445270598305,,,0.006867846538386975,-0.032350112796691574,-0.037398705590287615,-0.02767174224375984
MICA,0.044086050833554796,0.015333283313548619,0.04999503908729972,-0.0032436525074295967,0.018996896525897106,0.03769296538144025,-0.03791384050736365,0.014291757753411563,-0.06424906732236556,-0.03565732488719623,-0.015002502053335075,-0.050859117166863574,0.04034364355440326,0.0564770457260381,0.04027107355753295,0.00216048316872571
TG,0.024950247476401764,0.014431863273023109,0.07960022513413598,-0.02136549245620242,0.034887545150555255,0.05957601405381637,-0.02316326865931057,0.009781157234417331,,-0.0015302162242210495,-0.06032001183097953,0.11851279894068291,0.050642078979993704,0.030121944164401577,0.008069323802021924,0.022058225572849484
ADA,0.028196403523775223,-0.002545340964380618,0.09034269765758958,-0.044138262755327666,0.06998550261614225,-0.014614253229817051,0.02662587085501849,0.020033149016906532,-0.02331867245427338,-0.03834866755365788,0.017201487104250825,0.005385691630342263,0.05810908595732316,0.05347257137049586,0.12463639857700631,-0.050613184139276936
LAMC3,0.07890862215732111,0.0060688248022226195,0.06186798084474991,0.09808409640114735,-0.037102318400580744,-0.08016196663526334,0.02191674691614001,-0.022371150252271616,0.0213762347553617,-0.06675405130717549,-0.03329718171465894,0.0643224416695096,0.007448458171554057,0.09265981351556489,0.0937662627932611,-0.028647556356030623
CCL7,,,0.049100582645389815,,-0.025304591994672446,,,,,,,,-0.000658387992128065,,,-0.007802335140293659
NGF,,-0.040076430984112385,-0.02481326147510793,,0.020486500152757617,-0.0064540546415369025,,,-0.020181950893500045,0.025054428516366186,-0.03654063502601477,0.031124780760624304,0.08365319442508272,0.07109950434203502,0.045970934587894,0.07070646163976858
TNFSF15,,0.06997376728945552,,,0.0362373808478518,-0.038497374258452434,,,,-0.03201224258434509,-0.018208552998780565,-0.03330214997317798,0.089632311958424,,0.003912626513513939,-0.010536745216477739
HMGB1,-0.03205724895189267,0.07333557271542153,0.018478590222205677,-0.008077662028399794,-0.026174219392334327,-0.044174210574921796,0.06328347159220377,0.004825899721022421,-0.057917341537062184,-0.041391635384487896,-0.08633358576847283,-0.03575602739532282,-0.06252063297253625,-0.028023081501391586,-0.0265806010423216,0.05459135656086325
ITGB3BP,-0.0021443693912754935,0.0730891355314567,-0.06903221714031692,0.03907038432793498,-0.013966003226467462,-0.012510228171624713,-0.016099796648689785,0.05583873768867369,-0.05263664911681114,0.060097561001240585,0.0008398598698831868,0.0034987079952613943,0.018983560646799954,-0.051541254180528885,-0.03662048956746216,-0.0017978261808840213
AANAT,,-0.05714001636876867,-0.029285585426144765,,-0.0032176256101238794,,-0.013213014008753778,-0.04814226818742549,0.009838617007250595,,,-0.023111426280515723,-0.012283192119791429,0.029082576816455923,,-0.020830458871866273
RELN,-0.02276778353189088,-0.07474490625847521,0.00016706492286076377,0.031008372536194432,-0.01547977773652756,-0.011309993278020906,0.027923177681772205,-0.019647477077996262,0.010959898007990309,,-0.024196036669703845,,,,0.05415267889371054,0.022988306730958415
IL15,-0.02451844121835816,-0.036416286776032585,0.0247421339987338,0.057527624211987434,0.013543083990375562,-0.012519547038256416,9.457034516914115e-05,0.05515880791157815,0.057629998840523146,0.01192185028305514,-0.04314110057704116,0.08417730491479504,0.0468300353010724,-0.0036131675219601,0.016775568155079686,-0.018199953198683363
UTS2,,,,,,,,,,,,,0.009099565509111075,,,
BSG,0.21261974881708837,0.014796892016042536,0.051831746762076476,0.06765171748967029,-0.029968185502571666,-0.010529049535105452,-0.06560972549258726,0.022543322849059282,0.007067965327453227,-0.1142484300442825,-0.07967121145729679,0.03463910246285234,0.07487455597729888,0.026346025082696567,0.0166821248662899,-0.03141328851529134
ADAMTS3,0.08794833210148875,0.039188947677888934,0.0407366813822913,0.12235016635527679,0.08849829959244442,-0.0014022756806866723,-0.02617956398385756,0.02458162401794483,0.04376168710502954,0.011610793805855363,,-0.02767358013019258,0.07117880422177553,0.09763143326215487,0.02716741960683771,0.04367278753148203
CD34,0.07403730603522558,-0.0652631408991681,0.05798026712657125,-0.002168492770559817,0.01896285650968436,-0.0066277614591253135,-0.025995624202769102,0.0087727586118313,-0.015144855797135247,-0.08067883105396227,0.019551248579141912,0.011520647941847978,0.020398482656497484,0.07059042734720702,0.016219567861986507,-0.0320220155293445
PLAT,0.15821832933205401,0.15494859396500613,0.05580003919005679,0.04802832059797639,-0.016513547093181022,-0.05340878030480751,-0.013891560816452146,-0.002171212808122948,-0.006333603060164359,-0.009909963719276134,-0.0012886146418104383,0.06457923303999452,0.11909543433384259,0.07392245021526155,-0.06587044671392131,0.03493792822015401
NTF3,,,,,,,,-0.02106615715738591,,0.07422508441003017,,,0.09654157265846004,0.14778082315508728,-0.009137996048010846,
LTA,,,,-0.01571225030920673,0.04529505442905497,,0.0006182716652281386,,,,,,,,,
CKLF,-0.06292993012142133,0.0302592065246893,0.0019724705473831016,0.006211152139898076,-0.0016176774243703003,-0.06303787273575918,0.03166416846944327,0.03445893818247388,-0.08069291106964302,0.023383804466934104,-0.024639756254944238,0.07316384260869245,0.08320281537857327,0.11656530196026328,0.03220549528720207,0.03698617289875153
APELA,,,,,,,,,,-0.05901285353062212,,,,,,
CD24,0.03268529047188409,-0.017676246073550315,0.038944703936848145,-0.011927847493983021,0.0030348494402961997,0.02048678859249166,0.03009375888967896,0.03243609508629564,-0.0443104053820102,0.10545579216255907,-0.07760976678706873,0.019019273626922076,0.052814101905427964,0.090629793708641,-0.031191101226046132,0.057353926637137245
HSP90AA1,-0.05617202213899511,-0.09623715181080075,-0.02003872279519118,-0.0007150124364145117,0.08415375845189281,0.0978009615406718,0.06681460866059982,0.023326887678215107,0.10923775197053195,0.08717134833046494,-0.030467081732891765,0.06620898929759995,-0.19078084342795695,-0.21100801374369427,-0.039111572821244354,0.0688621115483319
BMP4,-0.0037483868515969633,0.002027189931776062,0.035995069622310076,0.002523779376643077,-0.03737666170756005,-0.007740076247529332,-0.023993255089052756,0.029859241826784885,-0.03026394478112801,-0.039706479557597575,0.05023023385474135,-0.012216514192334722,0.030401609067867326,0.03360371592691685,0.01066243391789121,0.0940623864263211
SCGB3A1,,,0.12919509442153654,,,-0.034967866534706245,,0.01907565917984194,0.03034596167338239,0.05975541522742938,0.03448855950679077,,0.020037833734366756,0.09721419171969624,0.0503998037777595,0.021075878895107064
IGFBP4,0.05722165341102229,0.011573210004522024,0.06751445566477525,-0.036525478482622505,0.034120099854930294,-0.04324224323023976,0.007121465888195017,-0.013307906128216354,-0.038634700955199205,-0.05018308162545752,0.0277721960451011,-0.05217495638451408,-0.03653981019241985,-0.06303383210396302,0.03504369114995551,-0.06475912986779955
RSPO4,,0.09262385547110906,,-0.025400647128284205,-0.01384346974242516,,-0.01119034531367842,0.002640781464824452,,,-0.037053602934178836,,,,0.04687413609886337,-0.026266383524140784
LEFTY2,-0.016597317745664385,0.0145927314309654,0.10441225819415406,-0.01590522064877393,0.006840780936583781,0.043600177901788245,0.03734239023017579,0.07189540890068631,-0.020181950893500045,-0.03619591810053332,,-0.02953444409698309,-0.035802097145737816,-0.03488876161677533,0.10015261656108203,0.045431520051783046
PF4,,,0.04365851886750976,-0.014292427174395791,-0.022077757985163194,,,,,,,,,-0.012770317967414692,,-0.020575944489600984
ANGPTL2,0.09026584354424673,0.007781600145964764,0.037075136906386745,0.023159793039252072,-0.0023399169189681096,-0.01951796130830532,-0.02398725320081696,-0.017929680652433715,-0.08720631275237362,0.05230353254284694,0.0003312172758239832,-0.011976734019100621,0.15310325805127292,0.07342319547942554,-0.042697065013896564,-0.012048030906063663
LRIG2,-0.0031939172692888288,0.03784921352365694,-0.07662196157271065,-0.03176085359273281,0.036202933907163753,-0.03276150285988704,0.022356918448367402,0.07330310793254868,0.06612757846925894,0.060420797016868706,-0.00990623470625836,0.021469538675810522,0.06996098738244477,0.07279967712093002,0.0017130043765252367,-0.0037996485304130005
ICOSLG,0.033140795837148795,0.047248897366905615,0.07764965448773889,0.020023767167089885,0.05007047668316359,-0.09161053655917982,0.023733744467378446,-0.011657546366854834,-0.007772744112959369,0.05272103534355288,-0.01148280384496074,0.029953999510920346,0.08704210457655923,0.09294009898529149,0.02414291455832987,-0.022761654941971413
WIF1,,-0.11738649474546776,0.027562863028314767,,,0.0021727071099660288,-0.014398808259953393,0.04739578855250825,0.016749796342605632,,,,,,-0.010989629070788773,-0.022927547249065528
NPPC,0.0991581979064769,-0.06389965574001363,0.009327325621428434,,0.016921799276872682,0.02718076397255582,0.02584261146868936,0.02781038350595618,0.08674145494256015,,-0.048907705375823216,-0.0276735269814248,-0.0035981226740212425,0.014179657870439278,0.08706528131902137,0.015598730598010348
LYZ,-0.13490491062994053,-0.12611308844096514,0.010625652450858933,-0.034055276918856396,0.016509245857184256,-0.012594321448003036,-0.04764796084174676,0.003298732176706133,-0.08507056082698264,0.03844235910593649,-0.0035123890625145017,-0.058209784602275244,-0.0022997346897326684,0.06102400860619315,0.038254170062986474,0.06790074414124041
EREG,,,,,,,,,-0.020761329529127508,0.04335206887972184,,,-0.022506962107398276,-0.013756286627581757,0.013862419141303326,-0.02368900737697381
SPTAN1,0.110866780115293,0.10812684674086767,0.07897716901515671,-0.010522472210925591,-0.04828116176794933,-0.022005157611633738,0.024025510820779212,0.01193509701473319,0.12448837873653934,0.017132302321533316,0.07782611288687623,0.09497842768427181,0.06219557841549867,0.07770304950203136,0.038119219240485114,0.02132619161300172
PTH2,,,,,,,,,,,,,,,0.056747382952579646,
LIPC,-0.03554131239152093,0.10594563588111044,-0.025634660363822444,-0.021510866750139263,-0.03967537539230661,-0.04247978335744284,0.026462124258659618,,-0.022311002050055553,0.014884961421226727,0.024568760273048038,0.0653317758663166,,,,-0.00034302453217518867
COL8A1,-0.08954694332620684,0.1505675191959269,0.004462016072679457,0.024609398939237238,-0.0076890258382627105,-0.024283777364101426,0.041924013154176196,-0.05132155209304804,-0.0473516936732082,-0.03952462373307155,-0.01286276144288789,0.01814653898952631,0.11771627146038476,0.038144105969646826,0.06544348634686878,-0.009571509835430394
GSTM2,0.1418963117344806,0.07631102208724325,-0.005990758543456255,0.011135797349822209,-0.03862525702811418,-0.023164614158248786,0.03305961025010945,0.021280021316519154,0.0320260626214396,-0.045401154585428226,0.027420301409899747,-0.04841799620269007,0.02340504531970314,0.02489150373546979,0.007865219012606683,-0.026045888985517955
SPX,-0.07446958059647718,-0.017270135671399824,-0.00933358472474971,0.02474628049094581,0.053256149884977955,0.0361342239860596,-0.006790900517685484,0.031993272257968,0.036019332716619015,,,-0.04158034909900592,-0.04252313181274579,0.17583062681248154,0.06484460397600578,0.03917267105340819
MFGE8,0.08193994910101572,0.09701723639059491,-0.0004647575589650371,0.002480948072793641,-0.032648663883494855,-0.05912585054146105,-0.03217627239084874,0.008789732357116265,0.06935338341295688,-0.0878603623525975,-0.017012097630275544,0.01997648840832533,0.04678022351431419,0.05865068073330802,0.03292526649919311,-0.009655843469200833
TGFA,-0.001050204984808302,0.08888040799635247,-0.007979952457804612,-0.02317392971800124,0.006299091336050536,-0.044753739983283955,-0.06884210371263368,-0.005571098132746326,-0.04571938739516521,-0.002395165153548624,0.03682261445148786,0.06878855997003187,0.04721419206718626,0.051658467847622604,0.020719379026491683,0.011787675750240128
SLIT2,-0.06395626035135733,-0.10396787399556046,-0.0014683004729031854,-0.0372670587037648,0.01695324960424511,-0.0047971501619460425,0.014365455127546806,0.008491449639160145,-0.0033027417106110237,-0.0095380701693681,-0.030856619575446557,-0.03129631164319715,0.020968350529709603,0.07936658405471089,0.04424361015826012,-0.04756302810435808
PLTP,0.058496280363662716,0.14349410903695245,0.027085548683457524,0.006888015138271509,-0.06286251422258642,-0.07015074602249458,0.016861647123084616,0.03671140071888253,-0.0965333577706818,-0.08886476351916064,0.031380839531370976,0.006553394254399354,-0.05084568473770015,-0.034206404060380904,0.05324737490230145,0.06017695669799901
APOD,-0.14926650253788354,-0.0441696602807599,0.009007712376179628,0.009606226459872077,-0.03861105792622914,-0.001424440521718196,0.07368358672239483,-0.008276812062122205,-0.041721186626039616,-0.04435973446512236,-0.004784656985764879,-0.10840542362134618,0.22461226470838946,0.1641446769748162,-0.008552582979512424,-0.013622832197145187
B2M,-0.02662596208482702,0.006469479381291458,0.06698965272877898,-0.017920571555090845,0.06160334089296176,-0.046783528030234126,-0.004180767907021766,-0.020522144846383174,-0.10864662344655783,-0.04783475115722676,0.004269260030836071,-0.06925596123358611,0.052397113942072165,0.03937973717745055,0.08862047325250468,0.010316797023414745
OMG,-0.02438674884209553,0.06224695390583008,-0.0035963517939729996,-0.012531015189011539,0.020453825040499914,0.03696764666886742,0.06442404468413816,-0.018940978331489684,0.0012337788324758296,0.20301176982494665,-0.025037152316241516,-0.07800095817497311,0.17082542817868002,0.1393131714136836,0.03023118003778776,0.13913163907600604
CXCL3,-0.045704576646553044,0.02080936374623287,-0.04516395233387246,0.04581214224002192,0.05511784635153472,,-0.007442242801074504,0.0006927429818943258,-0.029226653631716348,0.012121208947170227,,,-0.0097004601243648,-0.0060143136265164345,-0.0013608947416830289,-0.029355971778021833
CXCL10,0.033468118903513366,0.07037701488142692,0.0025139624320047707,0.016839856423202397,0.04737177583536659,0.04733753357768792,0.009463362290855868,0.010207610336207562,-0.04908954376993366,-0.0365244998385394,-0.07226466804109591,-0.03732826139827284,-0.03338963862775108,-0.03730297750677493,0.01400508104604305,-0.04765912295332637
RSPO3,,,0.0256435004576209,,-0.0021362972993057634,0.01629020083746787,-0.01318167133355194,-0.013191050971628258,0.05500137501391,,,,0.07930522916940752,0.0793920891493447,0.035996649118724085,0.12582800631407115
CORT,-0.04682308333988955,0.02053366992222479,0.09546014313070783,-0.025525369871341155,-0.015024694735129547,-0.024499428937486214,-0.0028134397233365435,0.017809908041983017,0.007171606631339435,,,,0.0773797500410538,0.043535566851695705,-0.007643933033990072,
NCAN,-0.026606618587050324,0.17847140461242264,0.017900727089500423,0.005801733834897343,-0.043248353813266964,0.004302704969999675,0.010817561697795986,0.04811175182559073,0.08933268492162674,,0.013885622261000236,-0.0018595563748193232,0.16793719544693764,0.15696624100252907,0.010958180347247442,0.11653613092066745
PRG4,,0.055927831731293814,0.10754901523741438,,0.07289226422160001,,0.025840170972323214,,,,,,0.05519445851369137,0.03798660376159646,-0.047743400893796806,0.008711290681474899
ZG16B,,,0.023147111855428806,-0.017198613175784236,-0.02936907833160048,,0.0523679624019348,,,0.02275094600552168,,-0.025692168518592837,,,,0.011536364859850197
TGM2,-0.02851595591053754,0.0016839328318914311,0.0012653517598813732,0.009798480064562827,-0.011814151084725492,-0.04954119680895964,0.03396493109364753,0.045064091495135815,0.03240590920607897,0.036133808584822735,0.038406066546672335,-0.05163519488712681,-0.0787912502062255,-0.04273271606721505,-0.05404214727177211,-0.06222632634179358
VEGFC,-0.012690034162681742,0.03540252451290105,-0.0027764805641119785,-0.007507851461609164,-0.0006843199502159688,-0.012992203581660533,0.02279549390298493,-0.009185337901714347,-0.02346021197036406,0.03162837266917398,0.01583164566141144,-0.033302152942952,-0.045530631599016484,-0.043343257344861726,-0.0071470616260811085,-0.021312254074979955
WNT6,,0.0801880993276492,-0.03256829744263404,-0.015905221066198547,-0.026354799949978774,-0.014617127659047489,0.048199128472238534,,,-0.02420435919433645,,-0.024433255277537227,-0.013740926561683846,0.07659027923270194,-0.014632941505051136,-0.018137919212095184
NRG4,,-0.05395843883633859,-0.0185912341702326,,0.008278388221045586,-0.03439586381318533,-0.004679784746550959,0.05804157315133849,-0.026136064330852055,,0.13258249015922755,,,,0.048595783380033813,-0.027276648520369602
PMCH,,,0.027371080382245068,,-0.04267203717297004,,-0.00236817967931178,,,,,,0.031679751686800296,-0.0005946287672918181,0.02483756845222523,-0.01999119922808292
COL9A1,0.06134546500842219,0.052559818065531984,0.07749419123960954,0.02013419377078432,0.032968531845378665,-0.02934971849157311,-0.013290213411795721,0.027233033482566525,-0.020473519947039904,,-0.048208011767797786,0.07627860545057281,0.12721675861870635,0.13180435077998454,0.03608149485896728,-0.05443888377731628
GDF11,0.05443086165211245,0.06515417904101642,0.053152777788033456,0.01417362929330846,-0.036829091177971125,-0.03319886991679435,0.023409030490918564,0.026156917396222036,0.0001048500309267515,-0.01736304194995592,-0.04338729188941347,0.06957756524994943,-0.009284362868709676,-0.036402415217155974,-0.012736245488256602,0.07190791154644163
IL24,,,,,,,,,,0.1686866351610883,,,-0.03196160226554575,0.004439795945535607,,-0.030494385641464807
SORBS1,-0.04132140909779328,0.02170563697134562,0.054223830829873955,0.029872930914423532,-0.006637851383687557,-0.017109834988553323,0.06800677997502069,-0.0005233572163535054,-0.023581174055139594,0.19262303945258927,0.018724432453773532,0.0009286717094847771,0.01575916903500713,0.014250132396496498,-0.03971892177467052,0.04600139314706467
DLL1,0.04282074387728648,-0.028509985710677824,0.05219291920131798,0.06860479438694099,0.020741900140160786,-0.0008197777785189334,0.06802870337713249,-0.027382216674994825,0.008586219721846942,0.07065398992084922,-0.10032655528790814,0.007393701027321636,0.13899444752946444,0.16579647171134376,-0.00525461415953675,-0.03147880955899991
TLN1,0.051774076725960315,0.028555138068560557,0.04893053064109903,0.017721413120821213,-0.03181632456769578,-0.014125489642960851,-0.041357692628491954,0.002108352241870996,-0.10111810899668744,-0.12461088360492627,-0.01855678746512228,-0.0527394540141738,-0.06693193439008946,-0.06252124743246909,-0.0030828168338829006,-0.07945218897362843
COL2A1,-0.04606762138211016,0.026722798415999185,0.03893864445265869,,,-0.03043955120826763,,,,,,,0.007640832674198619,0.004639811453444855,-0.02448821983245225,-0.024574796256813705
SHH,,,,,0.01883370363070393,0.025603909806384495,-0.03167804065451408,-0.005090490603746921,,,,,-0.04274546888863436,0.024674044981231377,0.038937481473148336,-0.027796162558186295
PON2,0.11702036542337921,0.23914810732597094,0.06460027038636251,0.031352931647323626,-0.0018452369169618247,0.03548909743175456,0.012935585246963276,0.0478339338265136,0.011112602422411749,0.006770378825947213,0.08636474434352005,0.11322858516312523,0.14620172005026333,0.12696883538645956,0.04090983306122556,0.042352722448295306
ICAM5,,-0.11011802909000569,-0.014218867180822176,-0.020473591566558598,0.006189317779113937,0.06415501369878876,-0.024350288623254848,-0.00121443538959763,0.13548295549433909,0.14146951857463572,,,0.040029276592359074,0.08060789443845522,-0.0016504238986676072,-0.033706173254897796
HPX,0.030150326808384986,0.06831701787481616,-0.001611452050087607,,0.045893227140436414,-0.028096954319066683,-0.02830393543265754,0.0014512503879840796,,0.04472538170578315,-0.03847191101598588,-0.006832711802151812,0.10945339418834706,0.09111985975094888,-0.051459945533827496,-0.04353037051582587
SFRP2,,-0.056724984659355784,-0.02683621145377769,,0.028491926948121384,-0.06642111305500567,0.051816363018905034,-0.00582330248143027,-0.07568540089868905,-0.029716255256641483,,-0.027657641739414998,0.014572777593612129,0.03276285035352112,-0.019508206361216772,-0.019383840971354333
CFC1,,,,,,0.05570471917704219,0.041646860585168616,,-0.02132612697516743,,,,,,,0.06120670289197197
CD70,,,-0.04136120719257902,,0.11064414133332959,,0.01886147713285169,,,-0.0787592966909279,-0.03209546862117283,,0.040855435497031134,-0.018891747180059554,0.02955676918641585,-0.0479173543680567
HP,-0.06951499395326326,0.07895299273899858,0.04421170669145546,,-0.03164909442271137,,0.019760672992501192,-0.020469950375020075,-0.0481223004753933,,-0.030618836492149845,-0.007084063268245278,-0.019262696011061776,-0.008251525879602149,-0.02593574670226238,0.06708222709881081
