,UKF248,UKF259,UKF275,UKF313,ZH1007nec,ZH916T1,ZH916bulk
CNTN2,0.04232386655117111,-0.016725061574624205,0.05794639104818977,0.07479233098770713,-0.03409776443534476,-0.03518909728456929,0.00010591950928466025
F7,-0.012902468721018436,,,0.00510356869082593,,,-0.0037789062427785753
LUM,0.11826636353999594,-0.0060857996381186085,0.04951805698507475,-0.17756623857028894,0.017368087613193976,0.10487156923519704,-0.030623339543994765
BTC,-0.011705616046506485,0.013648515879618366,,,,0.05312141903770552,0.04101520494594386
APOC1,-0.030087546559162504,0.1158241661957234,0.031418929896124236,0.2300463788510053,-0.11512573821821628,-0.012756577505476022,0.10733327789391142
PKM,-0.004847546721995823,-0.03697907870130599,-0.021142047013333942,-0.09653363815263044,0.003036903430005554,-0.015017070490896,-0.038939719295369844
TNF,-0.0055593503546900475,0.03435904468385622,0.07010024056534524,0.0782960369989109,0.06082467924076545,0.022138048678536908,0.1338792485773349
GNAS,-0.07945350743012128,0.030184934104658105,0.001588755323136009,-0.24282761418184037,-0.11904393108389204,-0.07575527347632227,0.0008235804107300479
BMP8B,0.000650691995461698,0.051678476063650884,-0.05041010827899104,0.04169055555473898,0.07066498201105932,0.004717978880948578,0.0363754814179909
LIPH,0.03887037565863766,-0.01656687197778868,0.02559941713585417,,-0.04194807904189428,0.09091706491942037,0.036748809586339456
CCL28,-0.018603301584328144,,-0.028839192285837076,,-0.038150711799310844,-0.018080105042035857,-0.011504336726757386
PTPN11,-0.03418422588116826,-0.007700093194784178,0.013674148388406793,0.08104418955544554,0.05108373064667675,0.046197795241367266,-0.02576037692101865
ADAM12,0.10413224448359765,-0.009316643665980692,0.001882959177786132,0.14316966473170523,-0.0412968250934657,0.07488720845177324,-0.00100549631614256
EPO,-0.017770763009126427,-0.03431809746914038,-0.019594910755800114,-0.04664758078500012,,-0.019226689112249784,
EDN3,0.052258978715521,0.03860814897855488,0.0523293287246996,,,0.11710183927311664,0.0021142329839895276
CCL22,,,0.035882526082542644,,,0.024619063374429748,
CCL2,0.10935820067387592,0.013620621410602472,0.02959931459746469,0.13461739581728252,0.01999200456191308,-0.01127426540556577,-0.014559144748639393
DSCAM,-0.014778568396943045,-0.009000621088672184,0.007498698682505586,0.032374905181951553,0.026361161566903022,-0.04703065799139171,-0.007834329978386095
GPHA2,-0.014740484384831172,,,,,,
ANG,0.0004901741509297382,0.020120979028063753,-0.013371729520039143,-0.041282883809068506,0.013997085220442271,0.001212925626237232,-0.004221403450337779
FBLN2,0.08161780684664442,-0.006706996364842694,-0.03531682747319497,0.14844504045514037,-0.09206315354078345,0.12683909725382464,0.05844107718646875
VTN,-0.01081115308974402,0.10674996875094951,-0.006570441723759816,,0.024750508204408567,0.05336836547309089,-0.03129833761566828
VEGFA,-0.09275873949006778,0.005773029261259482,-0.014057281974926674,-0.3095115529021431,-0.0880610770741572,-0.02205681328180872,-0.00995350228253174
F10,,,-0.021485396129920502,0.01960212092074411,,0.1212338734074898,-0.025419748964838618
SERPINA1,0.0958044726386089,0.021099701619392928,0.03711203605256768,0.1843117828105631,-0.030313646709858172,0.06599334486984465,-0.014459201954853253
VWF,0.12098563816147072,-0.0042832498674695175,0.009166293269958574,0.22073475284051336,0.005956082741469147,0.03214959799167346,0.011648887957149665
GDNF,-0.020712080631379318,0.014013117368550211,,-0.10062515407973656,,,
VASP,0.08586706184000927,0.03365220761882009,0.01727899593469748,0.09362412649532015,0.10925872109143163,0.010541273980643995,0.05760314873655413
ADAM15,0.059024301712691414,0.002694319772665784,0.033121863344953095,0.12293588315260841,0.011386106728161045,0.02892413851541566,0.029017873213385628
WNT2,-0.023134770458724533,,,,0.05276851831556651,-0.0122325795452986,-0.04860234307051643
CALCB,,,,,,,0.053007667223113425
OLFM2,0.020086442256651137,-0.01787622116946921,0.028813968527154895,0.09950741669180914,0.06527308003470542,0.0003511236458099855,-0.05945235951803634
MFAP2,0.05129400019796972,0.003567734121475722,0.01591778415602883,0.291772500819451,0.008255007872404326,0.132233653165328,0.059687751221803864
HLA-C,0.10630147046587048,0.0009945777111058987,0.030144483226333316,0.13553974467167162,-0.13186917097276823,0.008158663791300905,0.04888664703080937
THBS1,0.0799539708410451,0.06284950803861598,0.062441646243220274,0.027540779326986908,-0.08941772744856727,0.05761385693871595,-0.021469372300160324
HSPA4,0.012280674511890641,0.006775859965184775,0.017321508328905902,0.0822493755005848,0.02308199966956301,-0.06395578349150438,-0.0626238744048021
LMAN1,-0.03669634276018497,-0.004976736111709919,0.005644817466003616,-0.026855332735254794,-0.05236340126413369,-0.019550029187374404,-0.040405819140550955
LYPD3,0.050014398196703974,-0.01334635325854808,-0.01701170665187607,0.099939202072431,0.11973377706414251,0.013664758635209433,0.06513072792417587
APOE,-0.015534317678716074,0.002127733873189067,-0.00031448394015714165,0.11496672849828957,-0.14693965546418694,0.021378059362996044,-0.01849460258611742
SOSTDC1,0.029764686769010448,,0.002275298123507099,,,0.07758065602465447,0.01303546664776964
ANXA1,0.06744220510570438,0.10048025741051127,-0.0006659651766347985,-0.07365971285897971,-0.01455771746697501,-0.02066178038924883,0.03298528173412669
WNT2B,-0.0008621201435260572,0.006622527754463162,0.006947457775383564,0.049876251707121386,0.011863478937726045,0.08772020957093972,0.06277921196727021
AMH,0.05921087724125644,-0.01854806508329418,0.013274813375818885,0.14998518622780194,,0.006161702439633506,0.07466002312576125
GDF10,-0.015307116419544407,,-0.02638875540712844,,-0.06201131581291984,0.020535298987436276,-0.031128908497938902
EFNB3,-0.007544359472866485,0.07657107145946629,0.004060272394227254,-0.02108057078147586,-0.11653008869453638,-0.01917673341578099,-0.034864825675682214
LTB,-0.01263272605402284,0.0020588214563375495,-0.0019225474419436257,0.049456752851897524,0.05590312524658517,0.0691900310315408,0.023345277094955076
ANGPT2,0.08951070295510977,-0.033151607884922246,0.030933353996406683,0.23462387398968534,-0.018449459694998577,-0.033834643288709866,0.027684380865495774
ADAM17,0.03588344417531253,0.06489985354162679,0.06182795881035122,0.03457395935442296,-0.07220350045595259,-0.0041200143224756165,-0.019605817266297527
LRPAP1,0.01385012137567004,0.06442437337932948,0.002377401342200034,0.0638015496442109,-0.07944341561853077,0.02450512555921505,0.06669423475445191
NID1,0.10655747997215312,0.01300297582524488,0.020142776770834415,0.1619473638199002,-0.026500777577589774,0.061781339996918684,0.05097682916289577
MST1,0.008832730480389848,0.011811591936630582,0.0144540783235057,0.022532343434006615,-0.010716683839193636,0.052332731227442496,-0.009891845077092232
CCL14,,,,0.02470597783271486,,,
IL13,,,,,0.07754884969751039,,
DCN,0.10963570698361581,0.014542327433122464,-0.01417441734303915,-0.15735012372396429,-0.02758556987964922,0.13454633697355,0.05078725263246424
IGFL2,,,-0.011423135228966303,,,0.04102947796251602,
COL7A1,0.06286495708285143,-0.04972662045716126,-0.00275546845285254,-0.010576900659963485,0.0419088118200153,0.07404376278267846,0.059574375527029294
CALR,0.04818009326712654,-0.04760434822918079,0.05727932016553318,-0.04120601734807452,-0.14709191231363541,0.08439957844280946,0.018588736635823992
PIGA,0.0052004652293768435,-0.017700358563455004,0.011344349155654415,0.11225881331309835,0.12865256957441462,0.02168184998848688,-0.035878977000449126
CD200,-0.01804105052273204,-0.03044978716109218,-0.039994877227260035,0.18614151599495965,0.024176509786168036,-0.040287839992595775,0.029962457345887067
GRP,-0.024545311481129095,,-0.028106313899340513,,,-0.004779956056202105,-0.028851974888080164
CDH1,0.011946504416421993,-0.008392969481752681,0.027819866156635602,,-0.009071683751672983,-0.027845274699608936,0.005846081972750564
LPL,-0.01729919891815866,-0.005204190033317343,0.05750579779990612,0.04913556312691719,-0.056719068357711865,-0.05382078468046274,0.032132164068162064
SEMA5A,-0.05376833280106134,-0.025075942998335186,0.028534596848147634,0.016793814226636693,-0.08451774767242301,-0.033786918559465404,-0.029929683472801446
SEMA7A,0.0299696910458283,-0.03196123400972768,0.04461868762630822,0.04639458293892636,-0.003003222596021692,-0.008452381848403797,0.03548462495676848
SEMA4G,0.025306622414247644,-0.0326653712548369,0.004826016062765087,-0.022325081705922838,0.05296353762379849,0.05632862450558552,0.0071317337590107305
SEMA3B,-0.03118262643369422,0.027035317919753245,0.01185322966250389,-0.10000439206819012,0.0284542673153983,0.06643653953106185,0.03778607750962773
RPH3A,-0.036725632164918184,0.012907187232075058,-0.009475866745170518,,-0.020462335525348627,0.010394118511652613,-0.044189057641818436
JAG2,0.06846759833836966,-0.023415367735434112,-0.032671756999530566,0.123488702478372,-0.0924860301784895,0.03414751949226954,-0.00529313500172752
CGN,-0.010402195483360377,0.05955349171869151,-0.022110728057424957,,-0.015951224619369778,0.057644408938330775,0.025666944827947822
GDF15,-0.026469244010918998,0.046656928163371504,0.01644902488097485,-0.0016620661104479477,-0.060358591848438135,0.010717768328201175,0.13538447589710814
SEMA4F,-0.012203588360555934,-0.045440028949271564,-0.042417836842344944,0.019067446671783787,0.024593660846572163,0.08604934331501309,0.07739741323187262
NXPH1,-0.0018309709494034913,-0.02986209348870853,-0.025530899907771375,,0.09249347270613549,-0.003154522679943557,0.036450358236229774
ARF1,0.08426492430041349,0.0002030453806743386,-0.061022315908101955,0.22416507917978046,-0.014340577356187816,0.034491336266937775,-0.013998961798794273
DSC3,-0.011155306997735997,,,0.11552315553303565,,-0.019226694948309798,
EBI3,0.05706176741394428,0.053815122763640796,0.022553449202616448,0.1424099395622955,-0.009981681940822195,0.011743519072019967,0.022121869583056543
TIMP1,0.128757959544186,0.005949178347057461,0.06072472185331809,-0.030760547031879356,-0.09983533664668917,0.12711425010692562,0.016609844607753253
SEMA3C,-0.03566080979630163,0.00013357770871130306,-0.028746150608952286,-0.06619833975442443,-0.0340928951742282,0.12047101254846079,-0.0034155557506171177
GNRH2,,,,,,-0.020834744349353573,
GAS6,0.05212206327181476,-0.018526184994314625,0.04460653403729446,-0.0771768703510056,-0.006419017331143277,0.051267242919948205,-0.00486015426059826
MEPE,0.02005543916107796,0.0443143162486952,-0.030931860006862145,,,0.09739692365277727,-0.02372744308264073
SERPINE1,0.07032567477537803,-0.033078400170034,0.06171338206878392,-0.2256681972707844,-0.14274655657581753,-0.03860962788100659,0.04644569487861531
RSPO2,-0.030107465904925763,0.011805103665423991,-0.04636563029245953,,,0.048359105550516444,0.021469726822347282
SHBG,-0.01444942001979117,0.0139361832639273,-0.03945477731076824,,-0.004095896653411318,0.033220078771413614,-0.00525581510450533
LGALS3BP,0.11103171748261222,0.04671204020825255,0.06303538106559822,-0.001361213570991709,-0.06520893377864904,-0.01784390855912913,0.010818112972277564
LAMB1,0.1277700173378762,-0.00862123005568166,0.010825030577984663,-0.024227232219123773,-0.05019563611042849,0.06636878265885353,0.03623374615794106
SPTBN2,0.01722809203984048,-0.011292726279853943,-0.004611897760296613,0.11860357337265694,-0.0024177718208941595,0.019648782857559624,0.005853871781796054
COL1A2,0.13036111417440643,0.010810998925674527,0.003551427507919943,-0.21466121431152435,-0.06851409113439726,0.10551113230035536,0.04410239843603618
DEFB1,,,0.034094674323879685,,,0.11886286325595437,0.07985725869213055
CEACAM16,,,,,-0.04449316836776449,,
SCT,,,-0.01902169615052959,,,,
WNT11,-0.01598917774434515,-0.030336696128231047,,-0.015493746501846324,,0.008714409220134776,-0.021520239132293336
LGALS1,0.05797344385872126,0.010101296525278827,0.0018697477083664197,-0.2109209221939747,0.049004841797185505,0.04009079244114769,0.004833632648689448
BCAN,-0.0324685832548503,-0.023027676404176547,-0.0177290205347793,0.07377673543390782,-0.0800545536358099,-0.015942558348268493,0.004008493586435887
ANOS1,-0.017026153063376584,-0.02252392325942834,-0.00785296435911481,0.09380031715573546,0.022966201389276655,0.012878069008051002,-0.015558323549384717
EDA,-0.011705620057217871,-0.0010935120262667464,0.00748835526158965,0.1074050186233583,-0.0020455009934283543,0.08809938205611799,0.06638543858068872
FGF22,-0.016645437468284747,,,,,-0.036848697564874584,-0.029920823177389366
SHANK1,-0.015989176717859703,0.004873970614471223,0.012225459391974352,,,0.017748565998079915,0.045134760894043405
RAET1G,,,,,,0.06450203217977538,-0.019819122340070324
TGFB1,0.05031563635875284,0.027458752144314702,-0.01938577891619727,0.03649951168180124,-0.0992770929275004,0.07488703475526627,0.00013601209550864372
MSTN,-0.0009889772482748254,0.010399609734711539,-0.05025500589176649,,0.091146052970994,-0.00949603433232468,-0.026799559650654642
WNT4,0.020725291292452912,,-0.00863913399958941,,,0.07281345164683115,0.07882160822903819
TNFSF4,-0.024636958906879787,-0.0077658012467271085,-0.03884163413020124,0.07565812530243002,-0.08307745728831809,0.0848476295671745,0.10766632828606436
NTN1,0.0355771645816642,0.0017731753845585832,0.060748465697255796,0.1049276302312597,-0.06797809514409633,0.0015891202884726254,0.03799484821877012
CXCL12,0.058924678843666124,-0.002742443204972187,0.04300627861873371,0.19728384807025912,-0.008232363102602206,0.09358098199650457,0.06902258766507895
GNRH1,-0.031187623957260702,0.029878403436439233,-0.012136647964591506,0.016777793107374563,-0.06861509893821456,-0.008399031300139161,0.08283769574767175
RIMS1,-0.03526045898411588,-0.034269277890750814,-0.04310059641256579,,,0.022396432753107248,-0.006703643828685284
FGF14,0.00842720941802802,-0.029228927706810248,0.03397014899806235,,0.015550102514861072,0.032949505246401486,-0.060076806663879885
IGF1,0.03188989990656331,-0.04541710281619298,-0.013896814190159153,0.08061852620328436,-0.04141544794989977,0.11140751750200557,-0.023960451192180012
TNFSF10,0.011533599082650337,-0.004071724307949268,-0.002752254350515232,0.17183863582721448,-0.025498524675421876,0.033048474274265174,0.031218182884773828
GDF5,-0.016516099243520554,,,-0.024686043805119073,,0.013480088771534138,-0.02896152244697978
RGMA,0.0016760714045118224,-0.006420230664948979,-0.013101704990914087,0.11016561671633172,0.003928539137700314,-0.023819482732229794,0.037242913174097524
WNT16,-0.03442079804664729,0.04372146775495487,-0.032720631074258946,0.091529559891431,,0.1255757480765947,0.06925972594501434
CX3CL1,0.0694758753653093,-0.01979458952035015,-0.0049499471217858354,0.17747690352988763,-0.032452733441193184,0.07260571116019933,0.04123003979162549
FGF1,0.06793229484826635,-0.01283233393886396,0.03826060024532402,0.07142704486288615,0.07430336982070546,0.051321485359944956,-0.0510132531073435
ALOX5AP,0.0686828373566334,0.003158232558802453,-0.01991421101182909,0.08884791668474441,-0.05228324928187556,0.0053548781576796475,-0.05260897849459278
IL1RN,0.0037979157002979505,0.02170115391964724,0.04851582504016113,-0.03498299769447777,-0.030259820080003778,-0.008549934266454213,-0.0032842569713680534
PCSK9,,,,0.02920675216622052,,,
NPW,,-0.022266832626111305,0.015825608265674005,0.03223506454286839,-0.033996332041938845,-0.048427468716312254,-0.02020086055085499
CXCL9,0.037595439441414774,-0.01675265701923683,0.06842133683206808,0.13761748140840607,,0.02427537002254354,0.057946414776699005
ANGPTL4,0.01500190356676189,-0.023911885754265682,-0.028497738241810667,-0.25578296428586106,-0.08046441352134319,0.0037244981108476073,-0.02036207735491378
CCL11,,,,0.014414884052772312,,,
UCN2,,0.07218800831914055,-0.01099189081075815,0.08501595055069551,-0.04142355451237185,,
OBP2A,,,,0.0911345672512557,0.09641744766958611,-0.021596604132032036,
COL4A3,0.009361941757267688,0.027482139849982393,-0.03855609319328126,,,0.01465549583549081,0.04039184606220021
NRG3,0.0298922629602654,-0.00860789833666538,0.004431866769262568,,,0.050894504969697,-0.06059501508496247
IL23A,0.04219746838702168,0.059090992030522906,,,-0.04498800763579747,-0.004929059212913481,-0.026606255539728202
COLQ,-0.002476019753356976,0.014788668433457138,0.024532840767771864,0.002767909003469674,-0.005025590089430243,0.016564169766451933,-0.06044906928120248
TNFSF12,0.03562577020374652,-0.014180163864365498,0.03283525651907027,0.008493601526412941,0.02099935572291061,0.10801893213007331,0.02498250038906732
DKK2,0.0189056090616815,-0.02241242695116426,0.007579841984048893,0.07294028032418227,,-0.048300387326976696,0.07114166800408965
FYN,-0.00033701795223843036,0.012386173201158288,0.0036672188745401897,0.1441230131373989,0.0376391825906575,0.017495782905013833,-0.0036245699112976678
ACE,0.10090901868257603,-0.03855255838484808,0.004688707171440857,0.1675605114039503,-0.02893067944770349,0.058049492124460804,0.0047520053320116535
IL18,0.022003852465226032,-0.019010309113263006,-0.010875726551763627,0.16888019128480697,0.0007685515925192792,0.03266009787391996,0.0766887723159179
PPBP,,,,-0.05130398682539298,,,0.07021589027169989
CCL27,-0.01170562013585931,-0.022960841948806026,0.050669057808758564,,0.0012930606930786168,-0.014678142883531245,0.12385382035794903
SERPING1,0.10525061323043537,0.021509884343456756,-0.01268403049344845,0.0973087360895757,-0.05471195873814509,0.05483758374225365,-0.035706634092457994
AZGP1,-0.00173701937363489,0.01696167523755149,0.029228851285164566,,0.04426415652516829,0.028726970361892867,-0.04854241423347637
INHA,-0.007366982568759762,0.056000722823318354,0.004892626383548461,0.0785517045223867,-0.0566433519108691,0.054235336360422375,0.16536115601571247
SEMA3G,0.007122895748092294,-0.034365116636232915,0.02121568632333108,0.09812901387834906,-0.025575271804203353,0.10122977258307692,0.00817906625786772
COL6A1,0.08656297913262072,0.033502909081367147,0.021891428273114206,-0.23644609951823123,-0.07832303135077803,0.04436291433310349,0.012167399270451693
FGF17,0.0366947100378662,0.08885637977654659,-0.005365436610421913,0.037110770992197985,,0.05917230686159147,-0.003684865176996901
TNFSF8,,-0.00688971071122031,-0.012691894990007049,,0.06828812886101451,0.0566755914160012,-0.0250133461320207
FGF20,-0.02323102529148978,-0.02601735978768014,-0.010930552293894929,,,0.010732264420421198,0.09286045633766242
ICAM3,0.034738377998940355,0.05319010967452737,-0.0051070546371093485,0.04991076094196297,0.061667841117998896,0.05140448625854698,0.03736573350731246
LAMA4,0.1286441661713224,-0.02665185779365315,0.027169591674559304,0.17455839051802308,-0.02542787255878358,0.006525285477411037,0.06296251027024831
INHBE,,,,0.015510217488316822,,,
DLL4,0.10671748230826279,0.0009898288930829861,-0.01760733112890826,0.12511675032964384,-0.03811696819874601,0.0009621623471788702,0.05525396945009715
SEMA3A,0.0055676626145800675,0.02872185787471689,0.0366455403384083,0.07606259720396284,-0.027034291612936166,0.03424669514599211,0.04933806174216167
RLN2,,-0.018506837512403444,-0.013192976935812279,,0.045285836617898916,-0.023745789009095766,-0.021753290013279383
C5,0.010854023180881304,0.041478814750028986,-0.005094988496189781,0.11424250025648436,0.005346121610800118,0.040071753939576245,-0.001993033268742242
COMP,,,,0.011705176757983366,,-0.029333805504322307,
EDN2,-0.013225495402329153,,0.006311921184566813,0.048605124994149054,,,
C1QA,0.09522971138838947,0.0010835171351002832,0.003018711962351062,0.22613793674990762,-0.14120724267470303,0.0941319207068333,-0.0076091314980188075
UTS2B,-0.014152770948934417,-0.006741538407761948,-0.021485395607913932,,,-0.025301091293331593,
COL9A3,-0.014622668132127533,-0.04258114638151228,0.05551794919485617,0.08159823828777306,-0.03480389389800219,0.03940281059884112,0.05367897702192949
DLK1,,-0.02210670128103933,-0.022395257540013147,0.18225263239021636,-0.06409291280975588,,-0.018713841545480232
HGF,0.028205831244813434,0.008472863463851794,-0.0018876856658340457,0.09285298052231188,0.10707967355252314,0.06880509811501227,-0.03496969377823488
GIP,,,,0.08810110515844453,,,
P4HB,0.037414222465523554,0.0187845147736117,0.03680066612810328,-0.19846837099835185,-0.17803494939019124,0.047591456063997194,-0.02226747570880275
ADCYAP1,0.03187815897551402,0.029693362161498843,-0.01309201018120496,,,0.012017851207563516,-0.0013207056503978037
GREM1,-0.018603300331750998,-0.02457585938448165,0.00756534117214408,-0.08401092823244644,-0.023561157364637833,0.045267667819236475,0.0315629423211173
EGF,0.0007796949559184047,0.02076257089727935,0.014003305282524863,0.01612135956725148,-0.06339330297332152,0.028605727078104177,0.09544404844438303
VEGFB,-0.06314371265907448,-2.736502735016273e-05,-0.008174242701259654,-0.22234595904258703,-0.008459128705503189,-0.004451841522330715,0.04955879248829835
FARP2,-0.017436369110067487,-0.030951282962120505,-0.04902584276463093,0.09573668142645729,-0.003593539148162869,0.04023657673851861,-0.01209438357806462
LAMA2,0.1060681994250731,0.02331949558488055,-0.019280654580352302,0.011477563422927491,-0.0021228308071872134,0.13290987965067105,0.024060360159892456
SERPINC1,,,-0.022987432378372284,,,,
NRG1,0.017021261889556733,-0.013754595743669246,-0.02337511715139273,-0.03441008566740714,-0.06415571589826019,0.01907144612995474,0.022693182654662705
SPINK1,-0.03084982294722093,-0.03495237858993861,,-0.07491616902331276,,-0.03310066219056595,-0.003524355624620676
EFEMP2,0.005065972205655275,-0.03494219236015742,0.031020050575297952,-0.16453568393149245,-0.09514342784329112,0.09801771341359539,-0.004726577484871208
SELPLG,0.07547798507883097,0.0076119528327554834,-0.027975034402206105,0.09134380410826375,0.012259087238246664,0.04671932770844116,0.0337927715572963
GDF6,0.03706751149166331,-0.0318531873165824,,,,,
HLA-E,0.09091438942571126,-0.009378259366966464,0.03550781597115705,-0.01603836634325182,-0.08670238379083878,0.05726199611431064,-0.003742422622245944
PTN,-0.011832761112212653,0.029170068396639503,0.026947484220010382,0.17973453940562367,-0.0446734351899132,0.011016804399795256,0.016947185451942487
CD274,-0.015554754826094822,0.017164075049456128,0.04403056632627086,0.061643144440127196,-0.061552249758263296,-0.01154711320301984,0.08717652405972427
FGF10,,,,,0.015970719647948682,,
CD14,0.0916854289767572,-0.014974846937731026,-0.0158044139239695,0.09725258276365274,-0.07097502737021746,0.06622937001096312,-0.02558247002805683
SFTPD,-0.02133984757425252,,-0.032512486485558045,,0.10008571069710091,0.030973268689753083,0.053451613845521155
SLIT1,-0.03743135930774448,0.06170478111531583,-0.0026867468182465624,-0.0015912208987582097,-0.08749905846508539,-0.008060643171367125,-0.007887665503668418
CNTF,,-0.022412424647161543,0.09467633494538372,,,,
BST1,0.000602913385179357,0.011638270435861056,-0.019407936745794965,0.13256457451301237,0.06803844879539507,0.06237340858340722,0.020200189671363545
AGTRAP,0.044050312475120465,-0.026880286227341444,0.0012683087013783184,0.020777116675501712,-0.017095572413522664,0.023073731472424003,0.0041885384248970155
LAMC1,0.10361486712933142,-0.017393219764157104,0.03636721969766629,0.14608968008460213,-0.11476785929077883,0.026826770949262536,0.038190651720417704
COL6A3,0.08470297552694693,0.004621102661062305,0.0228288771523837,-0.07705655392013444,-0.014406256117251385,0.08887932552338766,0.05421713928300703
FN1,0.11356296896109805,-0.01998575592778753,0.07733338924255154,-0.2173787182414518,-0.08245049685054068,0.021300950501870884,0.030595198806963535
MIF,-0.07578695815703743,0.024370128823474824,0.05363268705769943,-0.26862978245816127,0.024774800254018996,-0.08448170006756615,0.008436788454055473
JAG1,0.0646955845279761,-0.011367243661592447,0.05823561756706135,0.2820336521911443,-0.14715579756389943,-0.03059055797490395,0.01083745542363099
NID2,0.13018426329464816,-0.03125812706595773,0.010507260651349276,0.2554843630361111,0.07194554722561838,0.06231342080360647,0.06701350252052657
EFNB1,0.0684685897975351,0.011092752308959295,-0.0027120516066740093,0.15769244187295914,-0.008089422844854116,0.0015850089499334743,0.05117955037655453
COL4A2,0.12697623901045468,-0.0737515696832207,0.008847360883081967,0.18046101545214818,-0.10765472199852115,-0.007506573723127226,0.05270524843562752
SPP1,-0.050892985898807384,0.019507553295950563,0.02498835202000225,-0.22852280404864525,-0.10251981815646666,-0.07736742436535576,-0.014264587502741264
PODXL2,0.05312724000197968,0.024475950774945195,-0.012308125728007126,0.023216440426116966,0.05190507362534003,0.005581739602404575,0.01733895599866434
FGF9,-0.03425796310040222,-0.002507925266865987,-0.013870020412132629,,,-0.03360917333676872,0.04017239290450446
ITIH2,0.05563490166053417,-0.029943864538979587,,,,0.12332076034165086,0.0790531504226568
ADAM10,0.06545710530361727,-0.006548958886390079,-0.062386342555038846,0.13327773766600884,-0.13024133650149283,0.033541929536268646,-0.02780780138659694
CFH,0.12165700799425047,0.008878820908804635,0.05351919080940758,0.12005019946421777,-0.012430274579911525,0.11707998621550426,0.02130325189254829
COL4A5,-0.0005677774180907901,-0.000828044645719153,0.02195083839324243,0.041290563396452935,-0.0008283249595356996,0.022887583952974553,0.09757347650424295
LTBP3,-0.024986306210836515,-0.03425098863886388,0.0229458608989639,0.0550064848542708,-0.13234477953485824,-0.0333557664707765,0.0027452083869888336
GNB3,0.025378588642288973,0.03153597111994457,-0.05534102008763306,0.07942392484438152,-0.060096730551813075,0.09471345844385086,0.05681093578258456
COL6A2,0.06872351226200527,-0.062074271419339556,0.05043349114052957,-0.15705207600487478,-0.0402165425837375,0.03851993076593492,0.04401267432319656
GDF9,-0.03983029557947162,0.0367726698175903,0.06127149665787722,0.047509669296938985,0.08686362320967603,0.04121510056319225,0.039610674658481775
NCAM1,-0.07419647352250396,-0.0181242463751435,-0.03136139915257589,0.0696313814117209,0.02438549872526703,-0.06464761222037438,-0.027603484463845526
APOC2,0.03521072224105373,0.03448407229386544,0.022602071337854756,0.14851424032173394,0.11045765383967185,-0.0385982939601798,0.009580436378069898
BST2,0.021432812409697997,0.041530942351639316,0.04768602888596567,0.10007430103759243,0.04975228257352687,0.07737195563724039,0.030239277727357083
COL5A1,0.10050430161004151,-0.005401804501364696,0.030869154231215667,-0.21351077533886867,-0.0396182494905356,0.07993725761838415,0.02004274150370639
CALM3,-0.006499126959370594,0.04640539039481331,-0.051149615768360836,0.0461326416094563,0.02516856061277764,0.05734654403054155,-0.029997426260246582
THBS2,0.04830445814195363,0.027904937397273073,-0.025296604820379483,-0.19951927046659604,0.016297936683845545,0.08823500788085674,0.037113709571568045
SERPINE2,-0.04266604430040853,0.003670235757787206,-0.00491703068588583,-0.038426698429689786,-0.03932568477816483,0.02257468153495836,-0.09666602232709828
EFNB2,0.060767785778379727,-0.006118168585214765,0.02805994480661229,0.09126799660663791,-0.12046944223124714,0.03929387370685321,0.056550871790120326
PROK1,-0.021647815426254168,-0.014805277595615587,-0.01361450077312082,,,,-0.024807939724382794
MMP9,0.10989781141276063,-0.043273601190508285,-0.032720625629324866,0.3245495396298031,-0.09253305677619979,0.005218224155102682,-0.04936966148145013
DMP1,0.04921900224517699,,,,,,-0.02104707418911142
NPPA,-0.026834888889271546,-0.005730720356907181,0.03817072512917494,,-0.006685540291876907,-0.025729721553333924,-0.01859219827519493
APOB,,,-0.01805481159777152,,,0.06806719113811778,-0.024807939334872395
C4B,,-0.03004498903382647,0.01736783062806507,-0.026790693542818426,0.048723917001872605,-0.021596610170701618,
NTNG2,0.010903612650707243,0.0826372823283993,-0.013684715213690394,-0.013559985410692517,-0.06934638596341502,0.057667390276028394,-0.049515057804322284
LAMA1,-0.040288479956953345,0.011585598437558247,0.005064121353442844,0.006876064000018966,,0.018437288194689132,0.007569779320730584
UCN,-0.019291228953213457,0.08891452556112618,-0.0036456399577469547,0.053891072306006864,-0.042980957046800196,0.019645448384650904,0.03519909823431955
ARTN,0.12735219064280306,-0.03803709345696153,-0.007037864475742816,-0.02525761572518484,,0.012110761200021292,-0.03577648769527044
PDGFD,0.0481648039636167,-0.045922021196304855,-0.013455433183493916,0.12854016201460874,0.05670366147489592,0.022182230630876303,0.07790049672908471
EDN1,0.06186178502906412,0.03249643016271021,0.002316592351004602,0.15221643633374154,-0.057296504612729136,-0.029207056053837825,0.020206532360502044
ARPC5,0.09796344747426669,-0.029291029611422437,-0.012626320309112565,0.2000374911167211,0.09335932256431877,0.004849339728369851,0.01981370799259926
GSTO1,0.05021625493901232,0.015199478044378815,-0.050167581218667726,0.04166093486859222,-0.017330383182739127,0.023250893122558708,-0.06646747263033949
PROK2,,,,,,0.0058810062292391834,
SYK,0.018299611654852718,0.0038562613090144015,-0.05037077015410259,0.0920168860858528,0.1300920035224862,0.025173393359589683,-0.0072475638491825145
CD40LG,,,,,,0.01718231297978184,
ST6GAL1,0.024213813170462884,0.04179076389973963,-0.038913521461286814,0.24363967354517455,-0.006552600849905905,0.043650960515617884,-0.02402608903548791
