,MGH258,UKF248,UKF251,UKF260,UKF266,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
POMC,0.0053823880529189,0.022236099990554845,-0.005641442468989337,0.008463494871410595,-0.03813122136134917,-0.012354528249030876,0.025430548698003676,-0.01881625108678018,0.06087405660766361,-0.02791514782729166,0.05930801083286384,-0.021235169760671888,0.02320626972115178,-0.028473207606902962,-0.0004949099759720577,-0.023862583407317017,0.04784738993774409
CCL18,,-0.025033667568324876,,,,,,-0.07522800943629458,,-0.02821383734060049,,0.05259464733057924,0.006070016145522281,0.022436159185347828,,0.025562739170767842,
CCL17,,,,,,-0.013279517579130084,0.011524298406555358,,,,,,-0.03437307976372081,-0.059408937082433236,0.06352427300671465,,
VEGFD,,0.030502657931644517,-0.011497558669532204,0.026643030718393218,,0.025109778817640975,0.005951162812388201,-0.00949930720794517,,-0.037645341183481736,-0.07285517785057495,,,0.06939832912708986,-0.02502490761214279,,
TNFSF13,,-0.018891214871581682,,,-0.014016869988903634,,,,,,,,0.05025040249902306,0.09882214704168227,-0.025444389107582826,-0.009792654458109583,-0.03744056316311508
WNT5A,0.018348776693979846,0.003666744181422661,-0.002645987745736644,-0.02928271509365445,0.021403039383198128,0.008660698736123601,0.030802992876504107,-0.01895615357952263,0.09413941468727155,-0.04346459444298993,-0.0418618508103648,0.04926310954553576,0.059287856271593456,0.010907664903136669,-0.005043700344524847,0.03209673950065356,0.13647787418746735
CXCL8,,-0.04017175925302902,-0.01875554241579178,-0.024232772109136536,0.01784677292409021,-0.05274881046471187,-0.019794561460436764,-0.03732436817553161,,0.09935278242705264,0.10757816838844642,-0.034633698086825725,-0.13535132392188176,-0.037203304380969845,-0.00421001098700557,-0.020328014748225754,0.09728061520476317
GRN,-0.05373807014613698,0.015664927623585075,-0.04125126196415352,0.04715151221721287,0.025049971385887472,0.012185343529239678,0.008320452272835876,-0.06057304880518464,-0.07516749531396859,-0.08022137798261572,0.020161474838042447,-0.03475981602155596,-0.04746129407263415,-0.003083481374492409,-0.05644322719567263,-0.0375885928420628,-0.010724616676013352
MIA,0.10856851271976192,-0.019949919848575897,0.006983342071202857,0.021356610291417,0.036363126430153665,-0.014692563246396362,-0.01196511197343163,,0.09881279981661889,-0.05643793688102471,0.008280217307034907,0.10380625277128704,0.15310185004770116,0.12853502110194617,0.09382522821167909,-0.04542248329344433,0.00944504700615776
COL4A4,-0.026990515764171476,-0.030065231356866926,0.0018580213088143502,0.04557963568402354,-0.013336432523296698,-0.013864227203243833,-0.03323977139568885,,,,-0.05704703908373324,-0.024870150614652024,0.09523982374992444,-0.006940412432316341,0.006260499913875461,0.04749685277116089,0.021841012536019357
TAC1,-0.02330540702160889,0.035732353450081404,0.0014201113874209685,-0.06159310139392548,0.06317310412591705,0.029613126667998427,-0.04103303937979538,-0.0007577916586769545,,,,,,,,-0.02167148241599119,-0.0175565498539496
RARRES2,0.0605717923319918,-0.02067652771222989,0.0342959382086193,0.0830631328022481,0.0281153395283508,0.05018499921912707,-0.038332848746383576,0.007422468359882877,0.048541051948842256,0.018626700882500184,0.013269745244970252,0.0908477625155287,-0.0894823148954609,0.04724442279261239,-0.04747013141508997,0.06398862695263123,0.009833098876728646
FGF7,0.0027618093675668247,,0.011659954927766975,0.0268679734537778,-0.017904750238971364,-0.021719631413299727,-0.06731115312511168,-0.028985078692055903,0.011065477475816304,-0.04982388283379017,0.05885931123490922,0.02494665679259075,0.029127775899417112,0.009127820083121825,-0.012648646082317009,0.012233338324328246,-0.017613277899706882
EFNA2,,,,,,,,,,,,,,0.007213870385426732,,,
HBEGF,0.0290907338855521,0.03220428853074539,0.009478132017790719,0.03280190552094993,0.020644949877569003,-0.05968394877469544,-0.03688149792823817,0.037462522678361705,0.019464685150992343,-0.13294824438008762,-0.04642651760100619,0.0496229504984907,-0.019309867061763384,0.040460568673519874,0.0261835971889353,-0.003511166718128846,0.13999037583594087
CSF3,,,,-0.048813139802835644,,,,,,,,,-0.06512736159160751,-0.016667302955385394,,-0.04239165850431569,0.024925080316206195
PI3,,-0.026336473745216568,,-0.0221139444498957,,,,,,-0.08316737156517669,,,-0.15291372651338458,-0.04349208591145235,-0.020160154412004413,-0.028176811282441323,-0.01986937319698171
PCSK1N,0.04065729026389686,-0.008380672575207011,0.00433333777868741,-0.05122956475558437,0.03978456392066083,-0.05386410563839429,-0.03418120742595352,0.03159247396691762,-0.02831250754719952,-0.12113931788789396,-0.03150380701367787,0.04081495933445589,-0.009179258796392618,-0.03822485410936577,-0.04699093169920528,0.06409491044235915,-0.08886941154458683
NTS,,,,0.10397557358536107,-0.016280753964413846,-0.015838267966539643,-0.01988700835088018,-0.00509391552544826,,,,,0.04346423349648524,0.01788587724234672,,-0.0136301455072943,
SFRP1,0.0908544321878555,0.052642356760120794,0.01125783786035302,-0.018932378988862287,-0.03249289717796819,-0.029408340856306232,-0.008751225617450521,-0.0336738018962033,0.10481261472020986,-0.019662482681332267,-0.06045747794485109,-0.013018481865610785,0.09150438340224373,0.010038405150162742,0.006555977550271395,0.008879624907000727,-0.04472818237050936
CXCL13,,,-0.002997392139004798,-0.018762229355486774,,,,,,,,,-0.009350262805431263,0.02824754024356052,,0.017425808628138507,0.007901743008623192
MICA,-0.031133630035973595,-0.013124997166499798,0.0032307856327999113,-0.001669671663449902,-0.023901481861575986,-0.025150582007166324,0.013496063476745476,-0.050573015392859445,-0.02659719839632202,0.06578642408178018,0.01408050416779267,0.0322865614734421,0.07232951662045098,0.0808368956862734,-0.05774616809910942,0.024737262093112892,-0.020372504236158866
TG,-0.009328645268495493,0.02415886722673751,0.04814623511037434,-0.022062269461629997,-0.018792281897803582,-0.013378611417638507,0.04721473807408167,,0.10868545184152288,-0.05492569997107199,-0.0986716491932602,0.08262359301824973,-0.00742360613711719,0.041134177991910346,,-0.023296131971602643,0.09627961429490152
ADA,0.007955126161171043,0.04406010868009894,-0.050903617801915144,-0.03311592312596323,0.06251744262851777,-0.009897749985075284,0.008065470766528781,-0.06573771231269583,0.06011638698803518,0.08912797175716107,-0.0417334485394894,-0.005597523262766111,0.04641371581418489,0.07570741181377409,0.01765265196365477,-0.0058442917497980446,-0.04779273613164938
LAMC3,0.03175803312008427,0.07093203315181686,-0.004689022025100231,0.019023650547874152,-0.03286887829363739,0.016762021849680103,-0.0001673885111389505,-0.06341815510008332,-0.024563811614562524,-0.016227970780044267,0.01702162070042799,-0.04181931067520094,0.028795596319543586,0.04774641012395259,0.039681832297656164,0.10353131707341755,0.07456253458273134
CCL7,,-0.015923527361746157,,-0.024875252109246185,,,,,,,,,0.027756401212783915,,,,0.024209460597212913
NGF,,-0.027339905732299746,,-0.026551742577381646,-0.01793287734042474,,,-0.005611472158622761,,,0.032907557091282694,-0.029232183783885667,0.04273338015923558,-0.03858872337623524,,0.011772068317454277,0.056341309431212384
TNFSF15,,,,-0.018417552249443456,0.013670423249474867,,,,0.04836397178991273,,0.13427563623764432,0.018315625425796223,0.10479635005403866,,,-0.02632449215620042,-0.02686144914545423
HMGB1,0.024402700164237894,0.053499635381068826,0.0040971315577006005,0.05056742379213123,0.032580738779142145,0.023670233471684465,-0.016338438633095014,0.02464481538359222,-0.03525786683014829,0.12482749563485841,-0.03666177286849169,0.013211960116162004,0.013992096133523707,0.0200267380154403,-0.03320509654125485,0.0029562081850153504,-0.034051969789145015
ITGB3BP,-0.02824695101922332,0.036899970388317556,0.052642817105293116,-0.019106610101954753,-0.02974813054942987,-0.012696953807842089,-0.031880667320963736,0.11468927350844009,0.09391684354891977,0.06289673155149368,0.05642772673699873,0.07861439884683802,0.07479807474493577,0.03745386512893793,-0.05303841791568029,0.01632103898824505,0.07255051229306698
AANAT,,-0.02310261560634594,,0.028494744513890113,,-0.012031463432730795,-0.02417428595865916,-0.024306887256232947,,0.10905133364990585,,-0.02048805602491483,-0.013145049474684404,0.01726458487898685,-0.011660785368552804,,-0.026876528541293982
RELN,-0.022375848102678602,-0.04987570529832483,-0.0018693740377901363,-0.007096482930968868,-0.04484105986467266,0.007210616499279291,-0.031137756895004632,0.0036622838707213376,,,0.08958174994842819,,,,0.0361822430894382,-0.031797133678192646,-0.04935270692897674
IL15,0.04050695520809833,-0.05034974653075699,-0.03851306394413811,-0.05577366387183492,-0.01549381178790068,-0.03412645718673844,-0.05195846291235029,-0.049810241313637864,0.08580395757182456,0.007305132668769529,0.08567640770254334,0.0066490216158638284,-0.026824187714270368,0.05890238211947017,-0.036549880092784655,-0.04589733849877676,0.06855492944312891
UTS2,,,,,,,,,0.05298841638192849,-0.11538868609844467,,,0.02972925509409033,,,,
BSG,0.04897767366152576,0.05004288703847193,-0.0016032184458511466,-0.09150925530380957,0.029916427690864875,-0.030784121677648917,-0.03131901590084479,0.09293576629146587,0.07452574424380205,-0.052040962814232684,0.0022115423217060077,0.031441813274831094,0.0004944428829512998,0.02331158824418402,0.03152797016035197,-0.0409228612528658,0.05853212323990172
ADAMTS3,-0.010386647004854515,0.023017488667292644,0.07645736608449434,0.02331938360691637,-0.024956048625648014,0.02023294485725076,-0.021991828117211867,-0.025339817796114203,0.11904227328747227,-0.07717737814971504,,-0.02453236131927309,0.07290980128989433,0.07817317658814596,0.0038514809857675323,0.11216471526620118,-0.03672107957070462
CD34,-0.02878699916750299,0.06205986408485654,-0.025509493500994563,0.006817518368819789,0.0011573062266268437,0.09151185258836196,-0.013731359077465784,-0.034536294772656115,-0.013018252773359421,0.01757626111455393,-0.038463946327987636,0.029752514520585395,0.07508594155866172,0.05678186830955506,0.02291673264055281,0.03246748452157696,-0.05127815704701157
CCL23,,,,,,,,,0.059679445861414646,,,,,,,,
PLAT,0.070965350362386,0.06285941462587194,-0.03539133349354118,-0.007529680345544796,0.014043403363039036,-0.09599153859785273,-0.04219948446970418,0.030959277129900906,0.006580714499428621,-0.02258944389163397,0.026789923024227322,-0.01618688257608543,0.12743968085435822,0.011618820104138854,0.04531248305181435,0.0499841104230096,0.045296139956102655
NTF3,,,,,,,-0.03146444805774077,,,,,,0.12627471204503948,0.005679062137105368,,0.06365662957180303,
LTA,,,-0.02223152935869339,,,-0.011587553160305459,,,,,,,,,,,
CKLF,-0.018613806028940444,0.04884637274483743,0.0430386997370139,-0.002786178459178397,0.01243884989248413,0.001935074839691582,-0.002601967117712337,-0.01763659455482165,0.11184607511745186,-0.0515028776483936,-0.00566620187189149,-0.04775025027185257,0.11082220149413716,0.08771510107816587,-0.05675795603100936,-0.013815900465644923,0.008354433329548544
CD24,-0.031043043935523464,-0.062125684510223544,0.009835073294187794,-0.03543225176873955,0.025575108253297254,0.011826225640864238,-0.007132747415995098,0.04618944644741264,0.15111849958097168,-0.02849434957869611,-0.03635817469785887,-0.002492483134152742,0.08029918889775785,-0.01587837927287329,-0.03812109928635803,0.05134625799445561,-0.021970919599649738
HSP90AA1,-0.05317652807759928,-0.010052734456358042,0.02222543701111151,-0.05272473700797064,-0.008653786367806433,-0.013178877255777243,0.015748687158461606,0.04456815886923039,-0.03432536797527661,0.060033517386608004,-0.02732255919256873,-0.01214052525941192,-0.1879745979207187,-0.07935877122487954,-0.01992406361421947,0.03298348913819895,0.003451185252046055
BMP4,0.03887177176577642,0.043797586875519115,0.005318254234721403,0.02845026447868176,0.03765620132924245,-0.024154688889705216,0.05228037975026883,-0.03877001260581304,0.020881973424512566,0.03083194518680761,0.1001368008044822,0.027063349381128768,0.0877474684151777,0.020540535504919962,0.014647768194109921,0.05774215702671582,0.12030146158405823
SCGB3A1,,-0.015923525769414696,,-0.01976297273320943,-0.019778124775669387,,-0.020391246647313028,-0.04278692380474588,0.059887052435672564,-0.020495546755887585,0.172685315715839,,0.04984175172343014,0.030049182366249122,,0.05250873233124619,0.013423742878627867
IGFBP4,-0.043332835189289605,-0.016209775223625204,0.031742716094927834,-0.05108085546237614,0.004783275068968775,-0.038084891428094604,0.04036690510607626,-0.028164967212116525,-0.05416657530216572,-0.11935566006014113,-0.025217057604618662,0.05700578539643942,-0.014359364084928621,-0.06401760305249721,0.016441096612773414,0.02696484174331056,0.007914019875559732
RSPO4,,,-0.035939806281686665,0.009699838410412642,,-0.013477029757715937,-0.020391243664631926,,,,-0.07147683060324353,,,,,0.04305591242135612,0.08726588756616617
LEFTY2,0.04257120503126625,0.05493203982150111,-0.022504566363897634,0.0073108844577280995,-0.035082612963028954,0.021960014327293987,-0.009093292786595288,0.054527958792535386,0.03269110099068404,0.06880421829413128,,0.00045870259319238813,0.000685134405867501,-0.007180923321404959,0.01039880501166526,-0.018561330213066426,-0.034277672671052264
PF4,,-0.016518101885994646,-0.020222597532600615,,,,,,,,,,,0.10270497884537362,,,0.04991716182203502
ANGPTL2,0.010782507965721756,0.05577395546295268,0.0576505871270325,0.06891531080026027,0.015418375471414896,0.03442760888914709,0.04479295521859812,0.046128736251599,0.004449282460482058,-0.059052089160452154,0.029684483429218575,0.00891547738984385,0.15834693542964143,-0.0006248840586362027,0.045882112141853774,0.03120585504433644,0.037258150238782324
LRIG2,0.009068487854007542,0.002816051776434143,0.06697709261172742,-0.030173948818280602,0.002196347696145085,0.005081860823948225,0.043148111850011474,0.06963451779062536,-0.007593833026111528,0.008386204668460396,-0.0278189903387233,0.046339362964403934,0.03803688609227234,0.09638982091181383,0.0017865281799394799,0.06033391777381377,-0.04814150985686969
ICOSLG,0.010141404192654024,0.004269829608441671,-0.025779978508985023,0.007698014685379697,0.1054196568055064,0.037138126365502476,0.061245179876810996,-0.00952617343912363,0.09304546494545135,0.047966251998827494,0.022964160332867703,0.002062014711116778,0.12901065610964563,0.06814581771986583,-0.04833670588259189,0.057749316885394156,0.0622066681455362
WIF1,,-0.0059719853761814904,,-0.004646111861678503,0.03260930430849458,-0.01039990465138052,0.0241996303680032,0.06824213904443048,,,,,,,,-0.03422435873733546,0.09258584842545392
NPPC,0.10255764428401724,0.008952321295930534,,-0.018994805823958353,-0.016312694629005434,-0.006545063861872239,0.01354069201161175,0.06440648265856308,-0.0350878954819792,0.10379449977426003,-0.04555872316725818,-0.024532314203404137,-0.05158708825233318,0.05291097540394458,-0.00912845773041328,-0.03009833668670039,0.022440938287867977
LYZ,-0.061476891537102576,0.03854858868603795,-0.04035493445830936,0.054525942702535295,0.005341055647265474,0.055534293535042266,-0.002529591987028081,-0.10904787140210195,0.03956354771453246,0.0248889855207789,-0.050086612214799424,0.04082568541850072,0.06809233221399776,0.061137484390341584,-0.018831902342113963,0.033537805937408134,0.05787364604908902
EREG,,,,0.08115221901446819,,,,-0.026596566091398703,,,,,-0.06318497007080263,-0.031719411630324976,,0.0030555527325951647,0.036929715710699286
SPTAN1,-0.025596365589217573,0.06234896334034127,-0.01105219614573413,-0.00372622778240953,0.011496825276296793,0.04183030016455263,0.0071207897115214205,0.05566209661199859,0.006652323255325433,-0.010988786204505002,0.0390537225411012,0.02758376154268943,0.03163322259874827,0.004985271431471831,0.036190136865370696,-0.05458112890644536,-0.020157144290713077
PTH2,,,,,,,,,,,,,,,,-0.01190877345359934,
LIPC,-0.03455593197533804,0.03128961960667325,-0.01928133745109205,-0.022083527507004017,-0.02402692926241364,-0.0022841173797813973,,-0.023323939127472302,-0.037207121417064386,-0.052720620253831944,0.06233773376188086,0.006449015346239053,,,-0.003144594989177977,,-0.016100870531071225
COL8A1,0.07105572636709924,0.02077559681067198,0.009782525777341467,0.06519946787803606,0.012588988718948795,-0.02209697040916883,0.023665811021514296,-0.032540418835946126,0.02647578295718848,0.06342620739954885,-0.03754410940532758,-0.07196338304346392,0.10731451864817093,0.05499409824464744,0.03233307201637181,-0.03689812108835718,-0.018326197381999875
GSTM2,0.0053388769030135175,-0.0066524190658540415,0.0010617200979419583,0.008786093559324077,-0.013102104148886445,-0.03204221673985341,-0.03940459639839178,-0.04230216604038671,-0.052827270790345375,0.007029762657332871,0.057404058806274305,0.10204034033419132,0.1267872401043574,0.004688059943890623,-0.04919839891893574,0.0346556355060723,0.025510988503119215
IL4,,,,,,,,,,-0.006540030834321113,,,,,,,
SPX,0.00282026955872085,0.009992590581467205,-0.028346815101157382,-0.044290594428185566,0.026871647698825676,0.013541792315032606,0.07688610403163328,0.05867680543626981,-0.04651573627883908,,,-0.029494907895666833,0.009172382982240358,-0.04451376801129233,-0.03027230660739788,-0.023541172793772738,-0.05835530961430808
MFGE8,0.01860983413848407,0.002214849399468334,0.052908654792832716,-0.03623240898569404,-0.014976830801827299,-0.04928498169005813,-0.018295172976772925,-0.02201311545866231,0.006363451367957926,0.029455507146754798,-0.028967064178135816,0.08499261106062249,0.00801941093055856,0.008638840771464715,0.04266607730826836,0.052557364931257164,-0.009607859702465527
TGFA,-0.032017266295310154,0.005156321067206179,-0.014541779693001184,0.040351185468579236,0.053144007086218616,0.02317459335815546,0.030887235466840707,-0.04541386779955253,0.025431357383451,-0.0379278285893387,0.026741111983815825,-0.012538905817783885,0.001584397516486091,0.021810243950928586,0.04841093670306408,-0.009454804951387117,0.03914083219348617
SLIT2,0.005389059734179733,0.026657277330784934,0.00448330031155705,-0.01604380375376358,-0.01924982888703024,0.06266133800865265,-0.023377597294928772,0.06304453742380682,0.04787474719689933,0.03543905988347776,-0.02449512309739851,-0.02774387779172187,0.04590072467711622,-0.006331316596223529,-0.013598505989581412,-0.03137640244875387,0.015092291059836359
PLTP,0.008133301744183901,0.005883186035456344,0.0313712211577255,0.09003392094739122,0.09145291073266708,0.01948800632073762,0.018528149340420227,-0.07121213357677393,0.035433367945759554,-0.022039172448902883,-0.03491399510890598,0.030632571346300493,0.018871039839639323,-0.00919780303706527,-0.021959575872089108,-0.05884405575453561,0.0928375520739743
APOD,-0.07020057306749282,0.009555697978453256,-0.003471820192560422,-0.057073685169615765,-0.017199973379571923,0.04657161546986522,0.016593752708718768,-0.014754390965602757,-0.10677436043162304,0.03151378877087243,0.0016848449334066742,-0.02854700734885375,0.14714642588955573,0.031739434091258886,0.020172412399201197,0.08192137513955017,-0.009601428882508234
B2M,0.05523143485633831,-0.022948981147044977,-0.018321551971141145,0.07166493198094769,-0.019095241058072976,0.032131347606106725,-0.007233401389854562,-0.07475984959729957,0.0846549959839406,-0.00038099437931525044,-0.005537665518346798,-0.022170030954253524,0.11109452903456256,0.06684626627680862,0.05047932535673863,-0.017654318178189,0.063020066211673
OMG,0.0013507834100493295,0.020962629613673206,0.0009969568381308226,0.017969381533450252,0.018876762691734057,0.020544514705606004,-0.001329786996228093,-0.024030643492003997,-0.022358048957961583,0.03808022055512515,0.0056391837711349995,-0.030302979108907144,0.1344820815027919,0.08715837845651395,0.025207777683361025,0.030783475746349355,-0.06331370588333778
CXCL3,-0.021735543050892064,-0.04079095530128575,0.0794217866701877,0.030296769149629844,,-0.04438190164704376,0.05695387012822365,-0.037441177543846293,0.26008725805135946,-0.030205545472051915,,,-0.073753096212062,-0.009737265437441755,0.07574082665571716,-0.010580931331264665,-0.01859433899871097
CXCL10,0.005967625206192123,-0.05762748591370795,0.012781151471773387,0.03777298912589765,-0.021178285451394892,0.03394868811788901,0.04656549669725542,0.020860915158599225,0.01285579294367107,-0.023312983223840567,-0.002950862083149955,-0.033091142950586155,-0.027889947309540197,0.02729698215939808,-0.009120320850520797,-0.003419583899510604,0.028802768022547803
RSPO3,,0.04161432025924979,,-0.022083513891426005,-0.028459413025440333,0.07226343907836104,-0.003620383620719245,0.03194983088869001,,,,,0.12972428986274542,0.0336235373514496,,0.03610936253683255,-0.035043396850895664
CORT,0.06172445765572831,0.008815594015999418,0.02743631077584335,-0.026801678391062917,0.02038092512876921,-0.02196881290200528,-0.010825118823960042,-0.017256740196496433,,,,,0.09167724286712314,0.016695782624108715,,0.04197448378539234,
NCAN,-0.004518416371308902,0.0335991787812524,0.0020274656283820153,-0.04899263421570175,-0.049296538010432045,-0.056137156801312704,0.03115166799821592,6.092857958510009e-05,-0.09453379478884619,0.0814447478717819,0.06701460200819498,0.024434325927637272,0.1380318882376697,0.031564181715026604,0.039310293758620767,0.01209660061958723,-0.04763680104397486
PRG4,,-0.023947083476598772,,-0.015811716662373815,,-0.01722310901263333,,,,,,,0.034249183946220035,0.04068991231339828,,0.07925156967708802,-0.023593617424172614
ZG16B,,0.024253954927171317,-0.024334609379422632,,,0.049831843359511144,,,,,,0.1907410350396423,,,,,0.06494171931895557
TGM2,-0.07266233241787491,0.035134323272223295,0.037725354397083924,-0.0021296406337353844,-0.0486396885596836,0.00227479208451509,-0.03983003513492261,-0.05043706957859372,-0.046382631066407484,-0.004645060514939164,0.010982080758773901,0.05171114803893576,-0.04170031791320785,0.058217475494636954,-0.03211084028813647,0.025958312102540796,0.07587186902964253
VEGFC,-0.026990517067547008,0.01581934301927026,0.0301693043776254,-0.009051979387118613,0.027705115233915622,-0.013289057397911091,0.0004948251264455154,-0.011136897489511816,0.016178745494586286,-0.05712726193281752,0.05377149096497522,0.11471012202058134,0.012899017478887833,-0.018594089770191106,-0.027261645938379493,0.07104552882522604,-0.05188286323709949
WNT6,,0.002067532349531655,-0.0225045669545188,-0.0217870232948894,-0.01589187691222197,-0.020490657698756486,,,,-0.06390540422008106,,-0.021659844655249817,0.006573252780429368,0.08667196839094866,,0.04714183687309599,-0.0021691069977893963
NRG4,,0.008442213243494591,,0.011038844341933241,-0.019454595137764978,0.013460719234422611,0.044280713300823546,0.03299639951688468,,,-0.0004055102930590517,,,,0.06913460993603238,0.040459705347381844,-0.03519373370399866
PMCH,,0.003319584357768306,,,,-0.013477029107303687,,,,,,,0.06126181368373487,0.036790686453468335,,0.025892254093775147,0.06971219636814227
COL9A1,0.02711181655380408,0.038945776120084236,0.0051777229343217554,-0.015619316393868776,0.017379714303007013,-0.024676935075396696,0.011472431886621429,0.014471878540834687,-0.05629239645064367,-0.010936048834987739,-0.06299319962156412,0.04075353579977836,0.15948949444565433,0.06385414041903527,0.006052184067897567,0.025146042969552522,0.02603056085838229
GDF11,0.02302555899003923,0.013438234038975243,0.02062113802412711,-0.006579370857440716,0.029217355826057084,-0.011214272334080545,0.025175763185207048,-0.028548677856291546,0.09539034579595247,-0.008816572281139228,-0.04016386496507626,0.021892100864412244,0.04879826425639814,-0.01983057881321771,-0.01328714326618655,-0.008876910669649667,-0.0016652629615632312
IL24,,,,,,,,,,,,,-0.03904119729047004,-0.00930270891325243,,,-0.02680161731804777
SORBS1,0.03590318503247358,0.037084569524072825,-0.0350840486809285,0.04540393187875667,0.0390863955694167,-0.002858558746304548,-0.035515960455158084,-0.02876742379960821,0.0019583825455633573,-0.006943554461387984,0.008875598954201154,0.078164054336806,-0.0015283027269972788,-0.014914895649250005,-0.013273178884661594,-0.017934203350596697,-0.056035779752939004
DLL1,0.0011603918569476905,0.0004071268456553025,0.02487119455281175,-0.020807357220763423,0.011515045620547587,0.027165584201192947,0.03746023743004181,0.015312282342463882,0.10571212022502131,0.06052277787238582,0.012827321851216135,0.08645095214756483,0.13059760364514053,0.055266658243482265,0.04151507413244491,0.004089068883645093,0.026416669312084452
TLN1,-0.0004485417308025701,-0.012157795959081822,0.025748101262917673,0.04384748074108486,-0.029670485207020852,-0.07323767488878323,-0.012405491015649188,-0.033472239065263074,0.048570551170859635,-0.05960783858558912,-0.01918856250198083,-0.0017253871213843473,-0.06570588458656247,0.05589889000371773,0.00400299562248257,-0.01679050034691437,0.07094637793648732
COL2A1,-0.025350996474276195,0.0004348830081467052,,-0.0141222616452883,0.06732719987479481,,,,,,,,0.015368308646505255,-0.0303690478003093,,0.010723888954504844,0.06560497996812334
SHH,,,,-0.03580088875614268,-0.018792283906767467,-0.048882849925335946,-0.023412787775307153,,0.03260021742413537,0.036641776610373857,,,0.014857234223805655,0.05612411278253256,-0.033292236348467494,-0.04548662632451281,-0.015560551349613896
PON2,0.11769628767409043,0.022467763295308456,0.02317941444001029,0.06411586975595014,0.006774786682399884,0.01134385552706374,0.008616442887783831,0.0452107109987985,-0.025345274632394197,-0.04452635567072036,0.03235188790227275,0.03745625393744678,0.08040743134708858,0.0495548791971543,0.014749142549510387,-0.0620649170060353,0.02606918568317694
ICAM5,,-0.02506494452777811,-0.006535025975618016,-0.037452157586826795,-0.008706596252016533,0.07975260641987132,0.013969477187200093,0.06678910702004633,,,,,0.02437184344869641,0.004970108083588786,,-0.017531730288048053,-0.03277414833160738
