,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.01536775431476057,,,,,,-0.016113801501371615,,-0.028443301909929,
BMP1,0.03162327336231242,0.06763917930465577,0.03775114263828164,0.02364046729365571,0.046067707775771856,-0.07156929090768882,0.006156559747889867,0.02349441861715695,0.011831611435540974,0.010656641104502535,0.04770069154661602,0.00011405909223197138,0.05074274215505663,-0.003216812228285521
NDP,0.06151910839622785,-0.028027915051424428,0.05324632772667473,0.02777258301692853,0.09745064666077927,0.0457049224928442,0.04160936290897693,0.011177694308335137,-0.00045236728983388255,0.05677606725523731,-0.018545568785404448,-0.04715105128812721,0.034484958965691016,-0.03582691286028082
TNFSF18,-0.0025925725364857725,0.0336448631332452,,-0.014130673434910103,0.04346150054477923,-0.016705282613816604,,,,,-0.01661787906306516,,-0.03912199396620353,-0.025347685271744323
IL36G,,,,,,,,0.13705934963961475,,,,,,
RTN4,-0.06901962543133487,-0.013257241354573268,0.00948385483386562,0.025534484788270712,-0.06359293837719199,0.03484134427375215,-0.02399209580145208,-0.019116706429388397,-0.035000031393611124,-0.03132997414235022,0.04292140069509018,0.0563798492885888,0.031106149301365887,-0.003632950087328678
HEBP1,0.029483831134465014,0.055179429019976294,-0.05087414418397906,0.02184710324273917,0.02413913530714617,0.006995842341146929,0.008847208757076341,-0.03423332013289711,0.017925277895021678,0.05732868215372332,0.019425386581916837,-0.02198145520123685,0.036772111315086835,0.017890428043007427
WNT7B,-0.015137043349030963,0.05985349140883952,-0.010421480681310253,0.016697728201791617,-0.015268640057539726,0.04329897728376647,-0.010578799344020435,-0.017168186089738968,-0.03962259227819878,0.0423857140767701,-0.034749329472304975,-0.027240233230074764,0.031896732678767824,0.008267738922708484
PTMA,-0.053637479158963816,0.04211835447568357,-0.04211439304669062,-0.0005565956332295169,-0.055592776149368583,0.06337527582688482,0.06239586347381125,0.024735804028490824,-0.09734097838455964,0.011128346969337096,-0.021565390412506876,-0.008905447650553506,-0.04237494672907867,0.06396875058048948
FASLG,,,,,,,,,,,,,0.026636018416432292,
CEACAM1,,0.026528443081847253,-0.027388826086923737,,-0.005068801509699249,-0.0046544701509675475,,,0.003835387864914546,0.05479612245062691,0.06558253997383537,0.024170217180577592,0.005100528830691164,
PDAP1,-0.04129191891865198,-0.0013619425339593645,0.019888815202121175,-0.0020868700528756156,0.06489787868086257,0.0423707455709188,0.05979729310779499,0.029258244669703795,-0.04889922144644531,-0.014671583882273026,-0.05262647735101111,0.011633988278020214,0.014473690070416965,0.018658427830848666
QDPR,-0.001352328062649501,0.006583225623892536,-0.012804614362115743,-0.025789594846693215,-0.08161199292726994,0.01555317184391018,0.011178920249534771,-0.03598920991410159,0.02427173315204713,0.02131050767204618,0.014219808877638785,-0.06735051471347475,0.0011100586797838318,-0.012991382951006526
POMC,0.004381269178501951,0.029210244862194274,-0.025505586113323972,-0.03727956654264142,0.04405407785026755,-0.019383488922441284,-0.02845277278005449,-0.033466029150264184,0.06361391126574631,0.0818378279880029,-0.009976036395882787,-0.02957607789629038,-0.0145015514616581,-0.015997540558701357
CCL18,-0.033910216106048496,-0.03299638126580168,,,,,,,0.08055004198128571,-0.022921845512021782,,-0.013105696424276114,,
CCL17,,,-0.01587490235652468,,,0.03185519227868116,-0.013093588054679013,0.07919086243094364,0.025113621596191533,-0.012593334793311808,-0.021245116465506978,,-0.022359556270263613,
VEGFD,-0.008171851965463724,-0.022362485339073465,0.04956100862278874,,0.03676991896882643,-0.009707311692055168,-0.009604305184439286,0.006608407586273478,,-0.01594308705213456,-0.02240704058038489,,,
TNFSF13,,0.08403766472797979,0.04092103819339588,-0.013703805407097447,,,,,-0.0038887767395849467,-0.0027781964296833194,-0.02278263992471512,-0.020302335111787386,0.023515641909405017,-0.009094348144489475
WNT5A,0.029301375432707954,0.03913789888949456,0.012641363186539774,0.036335400735953004,0.03350599142135626,0.06709350183037276,0.0055185953320387796,0.07148683200260737,0.006545375010175686,0.08413365951460247,0.02174227915240994,-0.015413345888870342,0.06721149598402738,0.0010101500051427547
CXCL8,-0.03640332299113974,-0.008752613337752393,0.03392429330653693,-0.019492774374348994,-0.026847093575025682,-0.0066169335414468285,-0.008943946596822811,0.015597051823706253,0.015603413984878642,-0.07432501521036373,0.0043497071992921335,-0.07161577407999249,0.06226496773688718,0.01804544632182208
GRN,-0.029007310227159546,0.014506345169297963,-0.02035606717084965,0.024781393046758707,0.0744394505959952,-0.016777733044695667,-0.04582920703558214,0.032504708601537056,0.03629114160417265,0.031491579407851696,-0.01974686813609952,-0.060230674731602804,0.03719929880226847,0.01293808341668197
MIA,0.04336801298788317,0.045416926425218176,0.006407441674428382,-0.009629250462056522,-0.006491630664935493,0.027145518994598845,-0.01092287449946127,-0.0209442870613706,0.16141451172565055,0.03912823666255062,0.03690508433135555,-0.018620712088475433,0.08447618488367958,0.07630066260573296
COL4A4,-0.006410761265482806,0.032831397204344026,-0.023277724624191257,-0.013038565405031528,0.010282236487267712,0.01682071185752625,-0.01834956049170221,0.044583591088928724,0.08064245392629311,0.06970063568411738,0.06550498696494847,0.11268204909178563,-0.031513442580334165,-0.03081886454014859
TAC1,-0.04817054986101921,0.015142087784020609,-0.0015767213501073584,-0.0035284139947562403,0.00029852059507705353,0.050461663522799426,-0.020825672699522284,-0.02670972828169429,,,,0.05324405833550347,0.0005427411642110446,0.004868894308951581
RARRES2,-0.013647345962236225,0.021250530221033723,0.0038139042246546797,0.03625692248419635,0.06125380578984676,-0.005858788419910547,0.026601524903349657,0.02026475802096878,0.0251475483548815,-0.024505177384658922,0.004533843701450347,-0.012526947717223305,0.015254523601055047,-0.09029785400019404
FGF7,-0.0007851644528491334,,0.08904607566038392,-0.027664928667211677,-0.03450024972481519,0.0004039805574417113,0.057912881273236946,0.01481840946124145,-0.06033460508864874,0.008847264194485312,0.04897890632688653,-0.026830830361714002,-0.020157055192615098,0.045188511512587515
EFNA2,,,,,,,,,,-0.028280430856224,,,,
HBEGF,0.0532784651586012,0.0039048046161622918,0.02107405412917321,-0.016262631039085415,0.019532561454894737,-0.029412740330259608,-0.012606887004353426,-0.011565671278452655,0.06489126693886405,0.01773527076037494,0.002625906370731566,-0.024024923221087433,-0.026936040556520092,0.009405725874466522
CSF3,-0.03846188443104423,,-0.0034727234213998617,,-0.016021829031249026,,,,-0.012219141837361601,-0.029400846267638246,,-0.02591977547970051,0.048923778133491636,-0.001574043405970387
PI3,-0.04556383758259862,-0.034713584276939866,-0.024005529981102756,,-0.018040790954440493,,,,-0.04870970207727759,-0.07446959418854766,0.009492579563461046,-0.05873799593431914,-0.05114712724840203,-0.011252436905148175
PCSK1N,0.01436807149717885,0.054425721762573404,-0.08375234005867226,-0.0072386654198761426,0.012249751232812594,-0.08698415940185117,-0.007046094717481206,-0.06484035137050109,-0.05688489913807595,-0.034067047561985676,-0.0112851168311663,0.07116613531807398,0.010126679686919675,0.04930142951132571
NTS,,,,0.09982081797229511,-0.01969275516708575,0.01995423419367623,0.04253185469160689,,-0.03654111726143069,-0.034454338406922344,,0.0769818142359029,-0.0348612528698678,
SFRP1,-0.027687399309711796,-0.018246097968531695,-0.013851465928042523,-0.040753512592754046,0.04888422703021138,0.028315412256446494,-0.0130935881865422,-0.03269760842734359,-0.015602364860383262,0.06251399351526732,0.0036030317631948645,0.014165591394970431,-0.034051165672130006,0.05053134494676913
