,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,,0.013569606356087432,-0.016246410009563263,-0.008990948546323556,-0.023094455252213708,,0.04735420282508404,0.03299035195127367,,,,,-0.06606029371936559,0.0539544196406735,0.05146695661539878,-0.044018020843015905,-0.0035696053254121196,0.09458093956147709,0.07341126178630956,,-0.00840000046802333,
PDAP1,-0.04808753190955796,0.027778196853994033,0.011694028997143212,0.0004431094363969791,0.021483728770107124,-0.003800760651289371,0.06053618242137166,0.05203054272798225,0.01301516954213984,0.011354779997368699,0.0036831532488082862,0.028716906241289718,-0.07270112774429295,0.03830476918248934,0.0062873103498201615,0.0023908804961410056,-0.061394075901972864,-0.005069933042008876,0.02777417894960651,-0.016539090000383387,0.02219290866795026,-0.02573453334488629
QDPR,0.01467860207007191,-0.03845482735995839,8.410465746836863e-05,0.056874165308607685,0.06050689245015907,0.03718524451487313,-0.033150648293987305,0.021662755759671876,0.06889777458862074,-0.06952463323050073,0.011154058923645472,-0.04615445482226627,-0.11880072139324181,-0.07935458858727817,-0.006974665325172113,-0.0012963684579511542,0.029058061674643438,-0.02505108562089725,0.024717266885498218,0.004945132674803043,0.0440064699606979,-0.146188264504373
POMC,-0.03986709895619617,-0.013614679888925802,-0.028867278592539725,0.009624881036178926,0.017215944554143034,0.06577426739938029,-0.040355149189921495,-0.01552901922010721,-0.0003470754897067217,0.023033686886619074,0.04076857847499355,0.05769612126606688,-0.06685030116887675,-0.006699384797626129,-0.049377597259348364,0.011022911661079056,0.006342218112021993,0.03758700816241215,0.008298753595144502,,0.022298279251029257,0.0727813692021777
CCL18,0.012438128470335126,0.03157932786106471,,,,,,,,0.000362770468917627,,,0.030216409783897724,,-0.028359630959495463,0.01980793633151653,0.0015627732215034505,,0.0016639802129478109,,,
CCL17,,,,-0.023318669033055527,,,,-0.01669168417954275,-0.016503012517983365,,-0.014744568794898829,,,,,-0.031228655256023235,0.02993290792866394,0.09742663094734227,,,-0.026296864529864704,
VEGFD,0.05538500563688359,0.0028238845040881692,-0.023269722831757492,0.03171070535457894,-0.022095467219789208,,0.032206693504661356,-0.017783577691230856,-0.01210515925989392,-0.02214214706240138,-0.015802211065987747,,-0.06381495080281774,-0.03655227355024785,,,0.011361437183855528,-0.013282587485631709,,,,
TNFSF13,,-0.018891211668591736,,0.05662439255800335,,-0.015208930107568835,,,,,,,,,,-0.009448949211694839,0.004060080045511565,0.00239022651485011,0.0332283162408116,,0.028470958291045324,-0.014232982991284112
WNT5A,-0.03425606757051381,0.010384638559397648,-0.008738079346641286,0.04378329800630933,0.015967514480771706,0.021106074482981126,0.00100418879174048,-0.011938036849898404,-2.7607502026232595e-05,0.06959414528488805,-0.002806630645505837,0.036636138768378214,-0.05392648197631305,0.031597573182568485,0.11973678438118333,-0.021211274037487356,-0.015923079739203472,0.031539265611583836,0.03673164105073011,-0.01859550021630913,0.057749289084761596,0.10774364577884185
CXCL8,-0.0028762207651201457,0.06804532081670953,-0.02178838921919899,0.09318703432423972,0.024839584953551673,-0.021633716639652408,0.0510420249974265,-0.02636441447010044,-0.011272850652636482,0.0242828678548577,0.021231265592707542,,0.08081983433557287,-0.043254570512008456,0.00956189418196383,-0.043632305209106444,-0.09981611552547333,-0.028040467854928496,0.01737511814229064,0.10065776102319594,-0.03336472244932485,0.09793982772039289
GRN,-0.0017805756160575866,-0.004553507530559775,0.003865877862248558,-0.05403307170908397,-0.06750959072648671,0.0026120331445690322,-0.026063232289951756,0.06720512462297433,-0.04525743584342777,-0.011793201189720258,0.048661181159420454,0.01322001080214692,-0.04503721986257449,0.06612870075880625,-0.07871033393041278,0.05092977565648518,0.008172155369382655,0.08309886491251271,0.06289745097145083,0.09560467546013397,0.056626086474466174,-0.054905643835277136
MIA,0.0259518639661292,0.005168302643454573,-0.02069446416914595,-0.0013037627987277781,-0.003288758773141581,0.01460289023797067,-0.011022454875133127,-0.015247037063340834,-0.013767069335326638,,0.009433886958882119,-0.019490643287232014,-0.08208882162391412,-0.04969992847681495,0.1518799461457488,0.048976902490123715,0.07355790014153636,0.1052241789438338,0.05291648884028264,,0.054585329342392075,0.0193353652112389
COL4A4,-0.04220062399632,-0.030065226259331675,-0.015469452362590522,-0.002300952079930143,-0.043744811370738754,-0.014470625060494869,-0.015786887426604702,-0.017426634701976203,0.025939374727759156,,-0.020993399557906113,,,-0.014450364152138835,-0.03585543459227355,0.07699814555326522,0.117359674709225,0.015086655191642262,0.018490572864253246,,-0.010333323465310443,0.025938924758148293
TAC1,0.09389373313694226,0.047246713130028074,0.0198154677602208,0.025693061884659134,0.0760163577097673,-0.0024859617212439414,0.004005039683971782,0.047858737390398975,-0.005650775438553122,0.09029855998666397,-0.02787860124070766,,,,,,,,0.019735352672268468,-0.038086276469555334,0.1448920570652501,-0.10387565082084219
RARRES2,-0.043132862294326474,0.05679738722836764,0.05313316995555957,-0.036611960524447186,0.029537120053152004,0.05530411550711737,0.009262888581378552,0.002294375793867986,-0.017800369432705188,0.045417395820300945,0.013527854856847593,0.09182994621514057,0.030678873692318857,-0.08266875636710969,0.1263651218202449,-0.009953020498667958,-0.00542038025363017,-0.034393402461796216,0.03518347279307897,-0.0038299101560325005,0.04700184102217158,0.08470640918198642
FGF7,-0.027006205630548372,,-0.02626418497196845,-0.02584423221081056,0.01097224210826921,0.10203279850858465,0.03133732817729539,-0.023391419946698248,0.017491438859738133,-0.031266377611729394,0.053544512405182036,-0.028498224393680254,-0.1076221337942625,-0.060279982045876694,0.08376740334115447,0.05923946150279645,-0.007372675400196398,-0.07146273056689045,-0.011735316213459801,-0.05419209924944131,0.03484600296371142,0.00802168512976688
EFNA2,,,,,,,,,,,,,,,,,-0.0002544413437819468,,,,,
HBEGF,-0.06602618150424656,0.005436558241918133,0.050614275007589624,0.002182717877973026,0.02967843935593697,0.02840590839821689,0.07060978695124898,-0.01565264281160572,-0.011909669831140873,-0.06018446542879401,-0.019615981261250953,0.06443464171663044,0.04567164442844851,-0.019878169523130467,0.02274420574072525,0.02027960942770193,0.012164604285347824,-0.02056535297299008,0.06600346845276467,0.027962902110374985,0.05410041889061622,0.10865508425408522
CSF3,0.014759215992242483,,,0.056636296783451355,0.08973415344203825,,-0.01670222303749728,,,,,,,,,-0.023030973627758314,-0.054741535317924105,,0.02229577588367862,-0.03393783432479031,-0.027686541579778113,-0.0304146614714893
PI3,-0.013132726607908304,-0.026336469279889103,,0.10988157543191003,0.044627262291666955,,-0.018806923585704884,,,,,,-0.0190583179331018,,,-0.017007069292923054,-0.07756916798961647,-0.024078640196766348,0.10541978202126583,,-0.03696697886822995,-0.00849010914707391
PCSK1N,0.11356025489554147,0.022635502368880248,0.01557012622804078,-0.07123662733679167,0.01729401887677525,-0.04767192412168894,0.01998257055154298,-0.017761984631706626,0.019633173853803816,0.004756779758779617,-0.00012063711301061433,-0.09293705152690711,-0.04479148718698143,0.030640711229298814,0.07266033631195148,-0.035682705283424945,-0.025212470680655314,0.04292370951678892,-0.047621457955369,0.028416280982295178,0.044784764268731216,-0.12407990876843525
NTS,,,,,-0.022595824540655302,-0.017665345354513206,-0.020529041246288463,-0.019907904430498648,-0.01649728880798335,-0.019935045013784538,,,,,,-0.07285320192909497,-0.011585359387699527,,0.0064121486312686965,,0.022503121140950447,
SFRP1,0.007808062386501821,-0.008164746540507313,-0.02227223200801342,-0.020346440081624496,-0.02520710167485484,0.022800796222634874,-0.017151991078694893,-0.019752954814384896,-0.016503012684182257,0.011110938074233575,-0.009327458474369485,-0.011390692764897676,-0.0763885764606721,-0.06691396827262878,0.011456152790982057,0.06125564654135412,0.03289518538738028,-0.03751804527121161,0.0032192835881971194,-0.0012280599255915753,0.06727265504252572,-0.05117972402572709
CXCL13,,,0.0052159549865996085,,0.003593507884841984,,,,,,,,,,,-0.051267711462202964,-0.05282117635007086,,0.06261618873497872,,,0.03872537861749723
MICA,-0.025720874501465825,0.018960633833545272,-0.03528670141941211,0.05626069210544107,0.03612362058389537,-0.01741185568902082,0.020080090672515465,-0.030515600795789778,0.031108706645988853,-0.028815646416336375,-0.06028880266469101,-0.04116761233834055,-0.0666024889844644,0.011057206553800695,-0.01116207121951682,-0.00611548021871644,0.04820738959720512,0.06095416586041475,0.05602943573092559,-0.0564561598450624,0.03460339325089746,0.022523619910776695
TG,-0.033640606408468214,-0.004773317319121815,-0.022091844216373432,-0.021957032420916192,0.024095689319931043,0.015297612227540289,-0.02015808889217987,0.016567410163576306,-0.011943158492933715,,0.0827946046761712,-0.035547984060116035,-0.023299077287976065,-0.024989101087453374,-0.014270758398046514,-0.04149507522397244,0.003977846667233353,,0.0063810372622955976,,0.13927925220070256,0.02658778137385123
ADA,0.0842730134751826,-0.06581951671580104,0.023580656650949987,0.07461047572484818,-0.05169924798145403,-0.03983477700346293,0.008993379377497425,-0.03781308355120323,0.02449293514651832,0.09495258525589255,0.01661521589011077,0.0778778656637312,0.06816188942327185,0.028896597088017784,0.04531587735330892,0.003858029463390994,0.036130830168653906,0.06224178196739992,0.03929990595165214,-0.013464167314711738,0.023838962844983838,0.03682211790424145
LAMC3,0.08507888021474222,-0.0012350418099364858,0.028772886270718563,-0.02305773064837503,-0.013408712634191798,0.0031583709724440716,-0.00023716090218623396,0.0224154630030007,0.07384856095003439,0.00020054340263335796,0.046827922369072315,0.03720499695589358,-0.08556003596979744,0.001750665091612802,-0.011607064749479529,0.026455588572314056,0.011789712166384518,0.06029609546374704,0.03174225828981291,-0.0011205795560211517,0.0221503069709103,-0.001316074535673022
CCL7,,0.026192394997099695,,0.020229903995254313,-0.011082282065819262,,,,,,,,,,,-0.04680455600432242,,,,,-0.029012811789274777,0.03278017423541554
NGF,0.049380819654039294,-0.027339901096841212,,0.14910918015891034,-0.035351736577129006,-0.019457973022082502,,,,0.03258362647924009,,,,-0.06681052758983706,0.027599667256724397,-0.0370728286453059,0.08965571207222284,,0.015812870579265864,,-0.0372610948967865,-0.052328162584599
TNFSF15,-0.030078165676630533,,,0.01440549797882007,0.00707089558839365,-0.007333585805812006,,,,,,-0.01083701146446504,,0.02668239011899632,-0.00939813533022605,0.0016544057366769211,,,-0.026757256762552983,,0.07712490733838247,0.06177405194954559
HMGB1,-0.041500593172447406,-0.07557452483532816,0.019573177363797878,-0.038329571256925286,0.0011800000043049464,-0.012251652011952972,0.046878269330703826,0.05299874818206196,0.009248780414039452,0.025715336907644253,0.06894739850811325,-0.01745977962414664,-0.04279280644481972,-0.09576765641795727,-0.03242215266775696,0.012118379036022716,0.049644436534851524,-0.04505698152075086,0.08325921047210547,-0.018666239982451486,-0.018911015392606013,-0.04973032517386111
ITGB3BP,0.023332972370626304,0.038819208916009755,-0.02250644539076984,0.03054831171730904,0.033068748454029344,-0.009479423002045701,0.015355263669425913,-0.04009057083995258,0.011268905805434066,0.07515517643127331,-0.0387664655785792,-0.02340892585583454,0.02715671057583903,0.0474586588630016,0.05001341518113886,0.030648171075062194,0.001863758831446763,0.007362455368242816,0.010229207345698344,0.060990422598130534,0.011600625485412535,0.0736519231184207
AANAT,-0.0024994273633879827,-0.02310261168931646,,0.054716564911011345,-0.005747569513815991,,0.009960701006076251,-0.01512294303164102,-0.013767070101086186,0.0929867519430066,-0.01977842870511819,,0.03184187468939219,,-0.02953774442730483,-0.029455580109759592,0.03438025538399191,-0.03505448872588473,,,0.07884242824051162,-0.017624388599748197
RELN,0.027863098972730614,-0.028738863392548546,-0.008398379606289832,-0.017062736882388633,0.0501833192509748,-0.039772048243096395,0.0245102567366238,0.062364901536029256,0.0005332837631758863,0.0127207480765357,-0.006803037682998764,,,0.01064718823862859,,,,-0.043837799635697394,-0.03231986642295869,-0.0615300096723735,,0.003605590813348243
IL15,-0.028450537120017313,-0.009171087288063953,-0.0281446715461458,-0.045676519963578396,0.014706945271541882,-0.016811477938266806,-0.02974763729315183,0.09270340152939567,0.012573400169920812,0.01641057247998827,0.0916221159906838,-0.04296759825800919,0.07851027450812977,-0.032874676881835735,-0.019940066716782234,0.027878601053358626,0.02929435900706933,0.01860991828598988,-0.034954589091022496,-0.035894417393655224,0.000831864585050619,0.0011326210547581252
UTS2,,,,,,,0.05744851749240877,,,,,0.1043200522484247,-0.07234820023442282,,,-0.009564619533578457,,,,,,
BSG,-0.012847418261626505,0.044967475520580565,0.01294233688996862,0.023412181343344718,0.014512403619295747,-0.01516438638408604,0.0026358207733153736,-0.030581470355839625,-0.0012240865035152183,0.03838634016462107,-0.014669183932595276,0.052721036133240314,-0.10147135707003746,0.025698159795140892,0.039009174271508504,-0.00019454982277406646,-0.022911805960618772,0.09922208555795363,0.01867316717373393,-0.09067460987240765,0.012097629188060644,-0.01722256348329786
ADAMTS3,0.008578403151486527,-0.0024169765622295857,0.04117387583481554,-0.037993336477109015,0.02797887224706727,-0.02707842760966193,0.001323318319674569,0.0038664491144644792,0.002748337425642964,-0.030095065738102646,0.10028157027181488,0.11347854988689601,-0.1234220122145336,,0.04318294567766429,0.016835991835781605,-0.0055651860443646575,0.07589036003160725,-0.027335182781806796,-0.041268080331401585,0.09260083145096266,-0.03179589438336388
CD34,0.0431692748260797,0.009564033198905211,-0.016443010766139927,-0.035370024857436476,-0.043871803861827104,-0.04989924240567646,0.05104680768956211,0.033945603557633076,-0.025757814354371397,0.00476455177555127,0.03686887131711414,0.02125220612462124,-0.13637704447276863,0.004990975077251357,0.015767220345319657,0.023811701405531644,0.043922897293315485,0.028840946455477707,0.03934386505747417,0.03447320825439395,0.04724327349570666,0.021799164706410308
CCL23,,,,,,,0.07391388133580577,,,,,-0.030918538240219864,,,,,,,,,,
PLAT,-0.0015417205219736961,-0.030385357277481827,0.11830881481569894,-0.04417478852297835,-0.030371602815724725,0.06533093958439498,0.03482330815814013,-0.02715702444386733,0.055778050627440144,0.06879621287585481,0.02112802518590238,0.020925623103019552,-0.016000581035858722,-0.023922041266964095,-0.012534031457676656,-0.026245972476242403,0.06420569849030469,0.03454907087471525,0.006264273755436147,-0.06689803028212568,0.0029658828782681865,-0.07009994996956871
NTF3,,,,,,,,,-0.022223335339989884,,,,,,,0.033211901785216325,0.011718201764578945,,-0.01970842376048411,,,
LTA,,,0.04300580400950703,0.008531344884724273,,,,-0.014564970196617004,,,-0.0001562138772853602,,,,,,,,,,-0.04131321926761489,
CKLF,-0.0593427634123974,-0.023902504042129243,0.025373514628931445,-0.00995554413923889,0.03029685602974406,-0.0298491447308525,0.037601894547897044,0.02447224264090654,0.036847366475367634,-0.01916833383238485,-0.040078133680006935,0.09131883840856128,-0.006037359301639313,-0.07754561987973242,0.0035462929552535936,0.08401685432583275,0.07321495272633452,-0.012761719336524714,-0.022741010840685947,-0.006304355246457241,0.03322860943316245,0.020045368097870348
CD24,0.025497593027182134,-0.03151910218881308,0.04506242530295261,-0.00651264972353006,-0.036516231541913295,0.006410350774191373,-0.022944064817942443,-0.002126696570350073,0.024979011673232545,-0.004660476417296528,0.019721028313232653,0.009119788487575038,-0.07021384067484508,0.06809140822886754,-0.003727987965122778,-0.02716728898367781,0.05488459098542604,-0.07424100636969404,-0.06597995649250352,0.01653571009064419,0.0164347473761116,-0.017075064699706665
HSP90AA1,0.0180120170150276,-0.031022099936827672,-0.008941500444678974,-0.01338384062060744,0.027607681835326633,-0.008727961194470127,-0.03150167390658624,-0.03717941403581619,0.06886721439192153,0.019376659372094557,-0.018368711691134344,0.03214378115344795,0.1359237928170582,0.03305143648072865,-0.1206050898684905,-0.05699277846670268,-0.06966995501375738,-0.04060613832328213,0.02102944694760404,0.044047744073409514,-0.02575925815606203,-0.07873491118985242
BMP4,0.06849538395911565,-0.043418178911010054,-0.01722214874208507,0.018250077521095018,0.021210818691702566,0.0267379310616896,0.09751664665884005,0.0751294697803299,-0.03701695783205019,0.06144230216214784,-0.015630625400284537,0.014571241729370299,-0.0583011104184534,0.01678176834486036,0.028217339503174357,0.04671749657939161,0.021283816951420786,0.10217921567115384,0.0012944157963435804,,0.028264751134119578,-0.022962739548803845
SCGB3A1,,-0.015923523069593996,,,0.028950083326071883,-0.021460148921268508,,,0.03687007931754405,0.05077174162461992,-0.012799908059615771,0.03979525316585442,0.05508761837813163,0.0384993286328291,,0.04112074067842533,0.09026226818543018,,0.035949665971206454,,0.004153667813604307,-0.04683390174612586
IGFBP4,-0.023649676562393824,-0.05152385998889434,0.030842006161585823,0.002775463705667951,-0.04030564776100918,0.0030167883000617617,0.0070412552554404585,-0.05134821890507493,-0.03830103746638861,0.030723609172476418,0.00226137441658291,0.029449057930570496,-0.08954096098649085,0.016649157399695823,0.009536130444148291,0.026354562232513274,-0.057252368563493174,0.06460325615431585,0.06343485732426062,-0.030151137095852827,0.0358092436029922,-0.01412573393270549
RSPO4,0.029707190527815407,,0.08691193308744237,-0.031143789792456945,-0.005499531647761482,,,-0.0005292386136114623,-0.011612656583089744,,-0.02544543435571801,,,-0.03185652191735578,,,,,-0.01721057521354795,,-0.006138283071260503,0.07447641767165593
LEFTY2,-0.04974898709245868,-0.0572467841291553,-0.016445942330608674,0.00960134268134217,0.021756825548543853,-0.004758137146657914,0.050968497820918786,-0.03432677490487864,-0.012733419969268463,-0.019935058139689012,-0.022644945574353148,0.020940314274577786,-0.035218538826516294,,-0.03774673405919028,-0.03973176785025793,0.014720816410771404,0.11509106957624045,0.0227254762389866,-0.05557731935071247,-0.022321921300405174,-0.04742296591453299
PF4,,-0.016518099085364054,-0.014778319538286741,-0.013850536936498693,,,,,,,,,,,,,-0.02666878548692524,,,,0.024275751865702414,0.023935228466128926
ANGPTL2,0.060622093287993235,-0.07862701715585396,-0.029220819215437864,-0.07531470786979341,-0.04535482938954957,0.0002518340849334942,0.06784193818529578,0.001371895390350363,-0.023309911790066876,0.024183426358775136,0.012423432523393941,0.0796922117933971,-0.1806495884746278,-0.004064597797210891,0.06154653043881434,0.07281029578407514,0.0775779926735779,-0.03628526231646191,-0.04340408911722341,-0.05742208802920653,0.010942233450507167,-0.01946456449356817
LRIG2,-0.018227095226178908,-0.0038871111368072404,0.01326027917041362,0.07523950594411366,0.011092457839443182,0.04631538352326294,0.015709404282664714,0.0076477654272040846,-0.025157919867097,0.03886059050585198,0.035970068538112,0.014307399532353634,-0.0876250339302239,0.08307972332499178,-0.010631430388980772,-0.031061881582963295,0.038612192999025706,-0.03712973636546171,0.027595999111863844,-0.04002145312328866,0.0021328068829420603,-0.05169807374049421
ICOSLG,-0.008442176460658611,-0.007148987405533002,-0.04193415910250557,0.03466522521911915,0.03781653038633655,0.01867887787768553,-0.004733499322640722,-0.05945058452694084,0.030704242530258295,-0.06847055801285688,0.04495347052809271,-0.04653713204867266,0.009800380159471739,0.06121553821659193,-0.010335386238178859,0.03788977017703036,0.05923753799359069,-0.007958501311883845,-0.02053289921545705,-0.017090302673663422,0.04645982388015919,0.02538059802986296
WIF1,0.08121645182586079,0.06477202614431136,,,-0.019394259591176195,-0.024986620097555628,-0.013842604847008227,-0.013072155889986252,0.02999188770439282,0.055631326498994216,0.019008751843223877,,,,,,,,-0.02321083605386952,-0.03652567989197733,,0.08877166147262303
NPPC,0.0007910966349507505,-0.03462107712239182,,0.006077640561803116,-0.015589606607995606,0.021850126251364538,-0.019652789201010153,0.04237535189281095,0.17775100095602134,0.0633202458763655,-0.006930150306687532,-0.02731758967562429,0.03586815128590616,0.06578196178007459,0.026074388085477695,-0.02293765873046256,-0.0173856179508101,-0.0029583036801269225,-0.018412468279157063,-0.06234630720319087,,0.0077327242831515385
LYZ,-0.03851647747491828,-0.004236844586342855,0.07440546619849572,-0.030339572228901518,0.025856195501027246,-0.005297033617108666,0.03311155930559481,0.05730939854911193,-0.018367693214239346,-0.05042992865115024,0.019141986787221395,0.007895996791907146,0.027593485061566322,0.005285434685123353,-0.02609169082250034,0.06608892260932167,-0.012718401543869832,-0.00039369183871785997,0.0659811467670977,0.055459466557811185,0.02923284349613351,0.05183817327605536
EREG,,,,,0.017783495706441423,,,,,-0.020507349036990075,,,,,,0.0203936137374922,-0.05000794237683918,,-0.046609223291277806,,-0.027869503864796204,0.048762293342961935
SPTAN1,0.053604812880443095,-0.02295879449194985,0.04507924982238231,-0.06675410994996513,0.03360759781672687,0.007444852625517206,0.012599367516688227,0.03853592150607285,-7.308538072724518e-05,0.06256306671059053,0.009737603009679649,0.08344520385223299,-0.1494816159886161,-0.012960160466671254,0.06393298753070271,-0.019195537661065732,0.03513239307750011,-0.025902041837476162,0.009315731646760054,0.05453268337097463,0.016071776053742843,-0.12829843909956562
PTH2,,,,,,,,,,,,,,,,,,,0.06041173302674722,,,
LIPC,0.022136667190570003,-0.020222494976801432,-0.022242160726105267,-0.013295652494614755,-0.01686505414070421,0.03493560260961911,0.08115963655901788,-0.02292879118568829,,0.019814013963403366,0.043001095790326786,-0.028967507509947844,-0.05747726525093209,0.09014924758162714,0.04447021090823841,,,0.02469172583950833,,,0.03986011508152691,0.004191337686556987
COL8A1,-0.04740839808243884,-0.05588898117431897,-0.031181951663103516,0.03454136347712418,0.07739677400417498,0.03136424957482609,-0.0073532760951164336,0.005602651941334773,-0.0431656458898165,0.018477884516667983,0.03413208781529577,0.051403354177305474,-0.0973423539741195,0.009424939737373454,0.04993914268055997,-0.003653240351275798,-0.0016544306957484197,0.11294472637385891,0.07243690748728403,-0.06360125860610304,-0.013590700026904273,-0.026337801558218008
GSTM2,0.017347133924580142,-0.0026302697405724464,-0.0003324961262751184,-0.029443729639729077,-0.023549256861148393,-0.014216368306208987,-0.020378095771511576,-0.004706964752778051,-0.03432324624237187,-0.00012030690508626651,0.038584361999003204,-0.056875829550204635,-0.006203448094016397,-0.06144190655831847,0.035045714061527476,0.05341405139431997,0.09370086819325231,-0.030197236483443274,-0.005652049121756262,-0.06435514835478504,0.060530518930729846,0.09724076539077427
IL4,,,,,,,,,,,,,0.02252877460772069,,,,,,,,,
SPX,0.03246629083388849,-0.03270669069740123,0.0193595587309255,0.01230523158428499,0.013178320705261615,0.014358628556636282,-0.020526493560458013,0.05777197645945985,0.01817090016973352,-0.028719513532241076,-0.012417833585065497,0.09126362918355485,,,0.041878443029637724,-0.00505997919088026,-0.02069756364988533,-0.007669343778779227,0.005826214042376904,0.06129334803464142,0.021701290191368464,0.05497760254080605
MFGE8,-0.0031509616654376888,-0.028661937335817022,0.02839485544443101,0.01564824539159738,0.03078285515657521,0.02049456078398479,0.024173664370810363,-0.009839868585684471,-0.0064212908904068226,0.009981729039838239,0.023495996886269646,0.05068226616421232,-0.054971555351424915,0.021128953338666868,0.0680509923599288,-0.0020925935404767083,-0.013823272967094955,0.09070106696401363,0.03735891616072594,0.09942094875396573,-0.015903166628877512,-0.00466986156589356
TGFA,-0.02395178001909035,0.006479566129228772,0.02164999309840918,0.03742439894699901,-0.005326932799117308,0.0057637956926599836,0.021365286797605423,-0.018306363947445815,0.011029698962536503,-0.08103882223814027,0.013963207838494876,0.125451679813665,0.014331916963481905,0.0017538868335390365,0.05466279618783388,0.1052572554992602,0.04753310677998945,-0.01594039573838005,0.045890758093069695,0.09413296819553141,0.02530494287074161,0.11148565413846646
SLIT2,0.08782148480765439,-0.028529197612924637,0.02529060262708237,-0.002194853201316627,0.013937508254935616,-0.06459294337323222,-0.0260845094315479,-0.010407968792944686,0.048475485763897326,0.01228083920543862,-0.015537399897308539,-0.019766176316298765,0.0008568074991789188,0.014971315329653309,-0.0026788323778110888,0.056120059214088636,0.029116272628843573,0.04758617543647315,-0.021567439501351923,-0.06469399122485553,-0.010555319740009316,-0.0011266670657008493
PLTP,-0.07114280207245768,-0.04256987660943616,0.0028829965384780196,-0.022165537132946275,0.024804204318785154,-0.004126818413958321,0.02591318633714224,0.04954347661894488,0.014179135333853997,0.0025988676935006405,-0.019012860928875143,0.05962193674876424,-0.13522199514726604,0.012837889684686117,0.020039139088506613,0.050866230958818086,0.039173529300293254,0.09464771489682876,0.12665130409448158,-0.07181113644945152,0.0002233332888153688,0.026469760182493064
